species,surface.area(mm2),dry.mass(mg),specific.leaf.area(mm2.mg-1)
Eucalyptus radiata,891.189,159.9,5.5734146341
Eucalyptus radiata,1433.349,251.3,5.7037365698
Eucalyptus radiata,569.538,99.5,5.724
Eucalyptus radiata,1050.355,182.3,5.7616840373
Eucalyptus radiata,1028.464,176.2,5.8369125993
Eucalyptus radiata,878.418,149.9,5.8600266845
Eucalyptus radiata,1037.04,172.8,6.0013888889
Eucalyptus radiata,1746.935,289.8,6.0280710835
Eucalyptus radiata,877.845,145.4,6.0374484182
Eucalyptus radiata,1012.51,167.6,6.0412291169
Eucalyptus radiata,875.177,144.7,6.0482170007
Eucalyptus radiata,1221.696,201.4,6.0660178749
Eucalyptus radiata,534.151,85,6.2841294118
Eucalyptus radiata,1240.289,194.1,6.3899484802
Eucalyptus radiata,703.442,108.6,6.4773664825
Eucalyptus radiata,625.013,94,6.6490744681
Eucalyptus radiata,1645.568,245.3,6.7083897269
Eucalyptus radiata,1159.68,158.2,7.3304677623
Eucalyptus radiata,1270.87,160.3,7.9280723643
Eucalyptus radiata,722.421,83.8,8.6207756563
Eucalyptus radiata,1125.765,126.6,8.8922985782
Eucalyptus radiata,826.276,85.2,9.6980751174
Eucalyptus rodwayi,1029.324,288.1,3.5728011107
Eucalyptus rodwayi,970.105,259.3,3.7412456614
Eucalyptus rodwayi,880.168,234.2,3.7581895816
Eucalyptus rodwayi,1086.464,288.6,3.7646015246
Eucalyptus rodwayi,1488.675,392.9,3.7889412064
Eucalyptus rodwayi,1051.05,259.8,4.0456120092
Eucalyptus rodwayi,1350.295,329.8,4.0942844148
Eucalyptus rodwayi,1254.701,296.8,4.2274292453
Eucalyptus rodwayi,1239.529,289.1,4.2875441024
Eucalyptus rodwayi,1232.201,286.9,4.294879749
Eucalyptus rodwayi,1232.545,284.4,4.3338431786
Eucalyptus rodwayi,1573.535,359.1,4.3818852687
Eucalyptus rodwayi,807.031,180.5,4.4710858726
Eucalyptus rodwayi,1280.93,285.9,4.4803427772
Eucalyptus rodwayi,775.302,170.9,4.536582797
Eucalyptus rodwayi,986.84,216.8,4.5518450185
Eucalyptus rodwayi,812.896,176.9,4.5952289429
Eucalyptus rodwayi,1410.031,305.4,4.6169973805
Eucalyptus rodwayi,863.06,181.4,4.7577728776
Eucalyptus rodwayi,658.649,134.9,4.8824981468
Eucalyptus rodwayi,1139.833,229.4,4.9687576286
Eucalyptus rodwayi,1305.94,258.7,5.0480865868
Eucalyptus rodwayi,885.746,170.8,5.1858665105
Eucalyptus rodwayi,1093.735,197.8,5.5294994944
Eucalyptus rodwayi,743.093,129.1,5.7559488768
Eucalyptus rubida,1637.616,246.5,6.6434726166
Eucalyptus rubida,1872.479,280.3,6.6802675705
Eucalyptus rubida,2315.941,337.4,6.8640812092
Eucalyptus rubida,2530.569,363.4,6.9635910842
Eucalyptus rubida,3402.226,485.2,7.0120074196
Eucalyptus rubida,1724.305,244.1,7.0639287177
Eucalyptus rubida,1719.487,242,7.1053181818
Eucalyptus rubida,1625.011,224.8,7.2286966192
Eucalyptus rubida,2268.201,311.6,7.2792073171
Eucalyptus rubida,2686.415,365.1,7.3580251986
Eucalyptus rubida,2255.724,303.2,7.4397229551
Eucalyptus rubida,1756.249,236,7.4417330508
Eucalyptus rubida,2538.069,339.4,7.4781054803
Eucalyptus rubida,2510.248,332.7,7.5450796513
Eucalyptus rubida,2016.645,265.3,7.601375801
Eucalyptus rubida,1820.559,236.5,7.6979238901
Eucalyptus rubida,1769.514,228.9,7.7305111402
Eucalyptus rubida,1207.858,155.6,7.7625835476
Eucalyptus rubida,3245.497,414.4,7.8317977799
Eucalyptus rubida,2833.521,343.6,8.2465686845
Eucalyptus rubida,2575.197,311.4,8.2697398844
Eucalyptus rubida,2587.745,312.8,8.2728420716
Eucalyptus rubida,3474.99,395.9,8.7774437989
Eucalyptus rubida,3116.088,352.2,8.8474957411
Eucalyptus rubida,2696.762,303.9,8.8738466601
Eucalyptus rudis,2590.462,606.6,4.2704615892
Eucalyptus rudis,1925.152,421.3,4.5695513886
Eucalyptus rudis,903.844,189.2,4.7771881607
Eucalyptus rudis,2151.103,442.9,4.8568593362
Eucalyptus rudis,1831.609,376.4,4.8661238045
Eucalyptus rudis,1484.387,304.5,4.8748341544
Eucalyptus rudis,1802.11,358.4,5.0282087054
Eucalyptus rudis,2334.92,462.9,5.0441131994
Eucalyptus rudis,1181.915,233.5,5.0617344754
Eucalyptus rudis,1258.939,248.3,5.0702335884
Eucalyptus rudis,1528.506,298.3,5.1240563191
Eucalyptus rudis,1478.07,287.8,5.1357539958
Eucalyptus rudis,1956.35,355,5.5108450704
Eucalyptus rudis,1883.378,336.8,5.5919774347
Eucalyptus rudis,2249.551,389.5,5.7754839538
Eucalyptus rudis,1068.453,182.5,5.8545369863
Eucalyptus rudis,1623.541,276.9,5.8632755507
Eucalyptus rudis,3066.477,493.7,6.2112153129
Eucalyptus rudis,3122.814,488.3,6.3952774933
Eucalyptus rudis,1693.745,264.1,6.4132714881
Eucalyptus rudis,1644.148,255.2,6.4425862069
Eucalyptus rudis,3024.272,464.1,6.5164231847
Eucalyptus rudis,1662.985,240.8,6.906083887
Eucalyptus rudis,2325.305,318.2,7.3076838466
Eucalyptus rudis,2625.145,337.1,7.7874369623
Eucalyptus salubris,744.671,277.9,2.6796365599
Eucalyptus salubris,1144.838,407.9,2.8066633979
Eucalyptus salubris,710.884,251,2.8322071713
Eucalyptus salubris,850.619,297.4,2.8601849361
Eucalyptus salubris,2027.981,695.5,2.915860532
Eucalyptus salubris,917.03,306.9,2.9880417074
Eucalyptus salubris,1040.847,338,3.0794289941
Eucalyptus salubris,944.858,305,3.097895082
Eucalyptus salubris,725.361,234.1,3.0985091841
Eucalyptus salubris,993.788,311.4,3.1913551702
Eucalyptus salubris,1041.263,325.3,3.2009314479
Eucalyptus salubris,1104.742,344.5,3.2067982583
Eucalyptus salubris,1014.754,316.3,3.2082010749
Eucalyptus salubris,848.174,263.7,3.2164353432
Eucalyptus salubris,1067.678,320.2,3.3344097439
Eucalyptus salubris,1068.99,314.9,3.3946967291
Eucalyptus salubris,924.358,271.3,3.4071433837
Eucalyptus salubris,929.32,269.5,3.4483116883
Eucalyptus salubris,742.627,215.1,3.4524732682
Eucalyptus salubris,1010.875,291.3,3.4702197048
Eucalyptus salubris,639.511,180.2,3.5488956715
Eucalyptus salubris,919.382,255.7,3.595549472
Eucalyptus salubris,1112.858,305.7,3.6403598299
Eucalyptus salubris,776.156,210.6,3.6854510921
Eucalyptus salubris,854.957,219.9,3.8879354252
Eucalyptus sargentii,1188.505,463.4,2.5647496763
Eucalyptus sargentii,593.715,225.6,2.6317154255
Eucalyptus sargentii,691.202,237.6,2.9090993266
Eucalyptus sargentii,507.033,168.8,3.00375
Eucalyptus sargentii,422.804,140.7,3.0050035537
Eucalyptus sargentii,563.305,187,3.0123262032
Eucalyptus sargentii,860.027,284.7,3.0208184053
Eucalyptus sargentii,820.791,269.9,3.0410929974
Eucalyptus sargentii,400.841,131.2,3.0551905488
Eucalyptus sargentii,1076.691,336.1,3.2034840821
Eucalyptus sargentii,793.013,244.9,3.2381094324
Eucalyptus sargentii,809.254,243.4,3.3247904684
Eucalyptus sargentii,737.113,217.4,3.3905841766
Eucalyptus sargentii,804.206,236.2,3.4047671465
Eucalyptus sargentii,639.325,187.6,3.4079157783
Eucalyptus sargentii,535.399,156.9,3.4123581899
Eucalyptus sargentii,613.275,176.2,3.4805618615
Eucalyptus sargentii,563.191,158.6,3.5510151324
Eucalyptus sargentii,508.947,140.9,3.6121149752
Eucalyptus sargentii,696.271,189.4,3.6761932418
Eucalyptus sargentii,786.495,189.9,4.1416271722
Eucalyptus sargentii,639.002,151.3,4.2234104428
Eucalyptus sargentii,788.818,183.1,4.3081267067
Eucalyptus sargentii,784.538,180.6,4.3440642303
Eucalyptus sargentii,798.118,179.5,4.4463398329
Eucalyptus spathulata,222.25,82.1,2.7070645554
Eucalyptus spathulata,235.25,79.3,2.9665825977
Eucalyptus spathulata,233.981,73.4,3.1877520436
Eucalyptus spathulata,207.394,64.9,3.1955932203
Eucalyptus spathulata,205.465,63.1,3.2561806656
Eucalyptus spathulata,209.846,63.3,3.3151026856
Eucalyptus spathulata,223.677,67.4,3.3186498516
Eucalyptus spathulata,181.236,54.6,3.3193406593
Eucalyptus spathulata,258.439,77.1,3.351997406
Eucalyptus spathulata,241.194,71.2,3.3875561798
Eucalyptus spathulata,219.124,64,3.4238125
Eucalyptus spathulata,243.037,70.3,3.457140825
Eucalyptus spathulata,150.698,42.7,3.5292271663
Eucalyptus spathulata,410.119,115.1,3.5631537793
Eucalyptus spathulata,200.947,56.2,3.575569395
Eucalyptus spathulata,176.698,47.7,3.704360587
Eucalyptus spathulata,191.26,51,3.7501960784
Eucalyptus spathulata,422.122,108.4,3.8941143911
Eucalyptus spathulata,165.677,42.5,3.8982823529
Eucalyptus spathulata,314.525,79.4,3.9612720403
Eucalyptus spathulata,266.434,65.2,4.0864110429
Eucalyptus spathulata,322.376,77.2,4.1758549223
Eucalyptus spathulata,276.063,65.8,4.1954863222
Eucalyptus spathulata,318.677,75.4,4.2264854111
Eucalyptus spathulata,210.176,49.7,4.2288933602
Eucalyptus stellulata,671.097,184.3,3.6413293543
Eucalyptus stellulata,625.271,162.2,3.8549383477
Eucalyptus stellulata,661.101,170.6,3.8751524033
Eucalyptus stellulata,609.468,155.5,3.9194083601
Eucalyptus stellulata,1289.19,324.4,3.9740752158
Eucalyptus stellulata,1296.49,318,4.0770125786
Eucalyptus stellulata,633.718,155.3,4.0806052801
Eucalyptus stellulata,1047.745,253.7,4.1298581001
Eucalyptus stellulata,1081.789,259.9,4.1623278184
Eucalyptus stellulata,1480.343,350.1,4.2283433305
Eucalyptus stellulata,971.582,226.2,4.2952343059
Eucalyptus stellulata,1229.325,282.7,4.3485143261
Eucalyptus stellulata,1109.445,255.1,4.3490591925
Eucalyptus stellulata,1076.512,245.5,4.3849775967
Eucalyptus stellulata,944.916,214.1,4.4134329752
Eucalyptus stellulata,1347.155,302.7,4.4504625041
Eucalyptus stellulata,1154.088,256,4.50815625
Eucalyptus stellulata,1137.037,251.8,4.5156354249
Eucalyptus stellulata,1900.2,420.6,4.517831669
Eucalyptus stellulata,1344.609,295.8,4.5456693712
Eucalyptus stellulata,1116.838,237.6,4.700496633
Eucalyptus stellulata,970.585,206.1,4.709291606
Eucalyptus stellulata,1296.239,272.7,4.7533516685
Eucalyptus stellulata,1032.716,211.5,4.8828179669
Eucalyptus stellulata,1297.422,261.7,4.9576690867
Eucalyptus tenuiramis,1470.807,417.8,3.5203614169
Eucalyptus tenuiramis,1677.247,476.1,3.5228880487
Eucalyptus tenuiramis,2061.359,550.9,3.741802505
Eucalyptus tenuiramis,1585.409,417.5,3.7973868263
Eucalyptus tenuiramis,1292.273,337.9,3.8244243859
Eucalyptus tenuiramis,1670.198,432.7,3.8599445343
Eucalyptus tenuiramis,1067.75,276.5,3.8616636528
Eucalyptus tenuiramis,2098.264,539.7,3.8878339818
Eucalyptus tenuiramis,1204.652,309,3.8985501618
Eucalyptus tenuiramis,1419.754,364.1,3.8993518264
Eucalyptus tenuiramis,1911.292,488.5,3.9125731832
Eucalyptus tenuiramis,1528.384,388.6,3.9330519815
Eucalyptus tenuiramis,1635.551,413.4,3.9563401064
Eucalyptus tenuiramis,1480.565,372.4,3.9757384533
Eucalyptus tenuiramis,1951.969,488.7,3.99420708
Eucalyptus tenuiramis,1354.669,337.9,4.0090825688
Eucalyptus tenuiramis,1641.567,395.6,4.1495626896
Eucalyptus tenuiramis,1377.163,330.4,4.1681688862
Eucalyptus tenuiramis,1532.435,365.9,4.1881251708
Eucalyptus tenuiramis,1476.987,343.4,4.3010687245
Eucalyptus tenuiramis,1191.215,247.7,4.8091037545
Eucalyptus tenuiramis,1083.31,224,4.8362053571
Eucalyptus tenuiramis,1049.803,215,4.8828046512
Eucalyptus tenuiramis,1126.654,219.8,5.1258143767
Eucalyptus tenuiramis,1149.57,224.1,5.1297188755
Eucalyptus tricarpa,623.134,193.6,3.2186673554
Eucalyptus tricarpa,967.574,284.6,3.3997680956
Eucalyptus tricarpa,1892.642,551.6,3.4311856418
Eucalyptus tricarpa,1728.285,492.7,3.5077836412
Eucalyptus tricarpa,2293.928,651,3.5236989247
Eucalyptus tricarpa,1592.608,447,3.5628814318
Eucalyptus tricarpa,2263.289,633.5,3.5726740331
Eucalyptus tricarpa,671.147,186.4,3.6005740343
Eucalyptus tricarpa,1094.345,302.3,3.6200628515
Eucalyptus tricarpa,3045.683,826.4,3.685482817
Eucalyptus tricarpa,1861.767,496.7,3.7482725992
Eucalyptus tricarpa,3746.178,972,3.8540925926
Eucalyptus tricarpa,2563.947,660.3,3.8830031804
Eucalyptus tricarpa,1790.43,458.8,3.9024193548
Eucalyptus tricarpa,800.8,205,3.9063414634
Eucalyptus tricarpa,1849.506,472.4,3.915127011
Eucalyptus tricarpa,3048.737,758.9,4.0173105811
Eucalyptus tricarpa,2865.156,710.2,4.0342945649
Eucalyptus tricarpa,1067.571,258.9,4.1234878331
Eucalyptus tricarpa,1256.616,304.3,4.129530069
Eucalyptus tricarpa,1656.589,397.6,4.166471328
Eucalyptus tricarpa,2152.092,515.9,4.1715293662
Eucalyptus tricarpa,1315.039,306.4,4.2919027415
Eucalyptus tricarpa,1035.548,239.8,4.318381985
Eucalyptus tricarpa,1684.539,389.6,4.3237654004
Eucalyptus utilis,616.681,309.1,1.9950857328
Eucalyptus utilis,768.189,370.5,2.0733846154
Eucalyptus utilis,671.426,306.4,2.1913381201
Eucalyptus utilis,697.612,317.7,2.1958199559
Eucalyptus utilis,918.852,395.5,2.3232667509
Eucalyptus utilis,614.394,260.8,2.3558052147
Eucalyptus utilis,605.345,255,2.3739019608
Eucalyptus utilis,802.32,329.3,2.4364409353
Eucalyptus utilis,805.561,325.4,2.4756023356
Eucalyptus utilis,423.255,170.6,2.480978898
Eucalyptus utilis,896.402,358.6,2.499726715
Eucalyptus utilis,882.312,351.7,2.5087062838
Eucalyptus utilis,485.709,192.9,2.5179315708
Eucalyptus utilis,782.803,310.5,2.5211046699
Eucalyptus utilis,905.221,355.9,2.5434700759
Eucalyptus utilis,834.092,313.2,2.6631289911
Eucalyptus utilis,954.309,357.7,2.6679032709
Eucalyptus utilis,806.845,301.7,2.6743288034
Eucalyptus utilis,583.956,218.2,2.6762419798
Eucalyptus utilis,504.473,187.1,2.6962747194
Eucalyptus utilis,675.681,243.1,2.7794364459
Eucalyptus utilis,726.43,254.8,2.8509811617
Eucalyptus utilis,640.845,223.4,2.8685989257
Eucalyptus utilis,788.876,274.6,2.8728186453
Eucalyptus utilis,669.913,218.8,3.0617595978
Eucalyptus wandoo,1321.134,497.3,2.6566137141
Eucalyptus wandoo,989.063,371.8,2.6602017214
Eucalyptus wandoo,1178.925,427.2,2.7596558989
Eucalyptus wandoo,1325.63,467.7,2.8343596322
Eucalyptus wandoo,1387.337,479.9,2.8908876849
Eucalyptus wandoo,1255.361,425.1,2.9530957422
Eucalyptus wandoo,1331.559,449.9,2.9596777062
Eucalyptus wandoo,1513.785,510.7,2.9641374584
Eucalyptus wandoo,2919.722,976.6,2.9896805243
Eucalyptus wandoo,1373.857,455.1,3.018802461
Eucalyptus wandoo,1025.223,338.2,3.031410408
Eucalyptus wandoo,1180.453,386.5,3.0542121604
Eucalyptus wandoo,1648.415,531.1,3.1037751836
Eucalyptus wandoo,1488.001,478.7,3.1084207228
Eucalyptus wandoo,1552.462,491.4,3.1592633293
Eucalyptus wandoo,1836.843,581.2,3.1604318651
Eucalyptus wandoo,1669.237,525.4,3.1770784164
Eucalyptus wandoo,1885.859,591.7,3.1871877641
Eucalyptus wandoo,1304.19,398.1,3.2760361718
Eucalyptus wandoo,1882.546,572.8,3.2865677374
Eucalyptus wandoo,1655.585,502.7,3.2933857171
Eucalyptus wandoo,1111.023,335.2,3.3145077566
Eucalyptus wandoo,1672.822,504.5,3.3158017839
Eucalyptus wandoo,1768.259,521,3.3939712092
Eucalyptus wandoo,565.077,164.7,3.4309471767
Eucalyptus willisii,1921.875,609.3,3.1542343673
Eucalyptus willisii,1295.321,406.4,3.1873056102
Eucalyptus willisii,2537.782,794.4,3.1945896274
Eucalyptus willisii,1922.729,597.9,3.2158036461
Eucalyptus willisii,2488.651,770.8,3.2286598339
Eucalyptus willisii,874.489,241.9,3.6150847458
Eucalyptus willisii,2224.699,612.2,3.6339415224
Eucalyptus willisii,1710.481,469.3,3.6447496271
Eucalyptus willisii,1195.195,319.5,3.740829421
Eucalyptus willisii,1133.874,302.2,3.7520648577
Eucalyptus willisii,2738.257,721.4,3.7957540893
Eucalyptus willisii,2205.776,573.1,3.8488501134
Eucalyptus willisii,1654.603,423.2,3.9097424386
Eucalyptus willisii,2664.044,669.2,3.980938434
Eucalyptus willisii,1324.855,332.1,3.9893255044
Eucalyptus willisii,3009.43,713.3,4.2190242535
Eucalyptus willisii,2200.951,517.8,4.2505813055
Eucalyptus willisii,2759.997,638.3,4.3239808867
Eucalyptus willisii,2923.135,671.8,4.3511982733
Eucalyptus willisii,882.176,201.1,4.3867528593
Eucalyptus willisii,1695.344,383.4,4.4218675013
Eucalyptus willisii,2650.929,591.5,4.4817058326
Eucalyptus willisii,2659.039,586.2,4.5360610713
Eucalyptus willisii,1709.219,374.9,4.5591331022
Eucalyptus willisii,1750.176,377.4,4.6374562798
Eucalyptus woollsiana,594.36,137.7,4.3163398693
Eucalyptus woollsiana,760.403,173.9,4.3726451984
Eucalyptus woollsiana,607.898,138.5,4.3891552347
Eucalyptus woollsiana,564.273,127.9,4.4118295543
Eucalyptus woollsiana,491.71,110.6,4.445840868
Eucalyptus woollsiana,523.302,117.5,4.4536340426
Eucalyptus woollsiana,499.397,112.1,4.4549241748
Eucalyptus woollsiana,651.923,146,4.4652260274
Eucalyptus woollsiana,499.605,111,4.5009459459
Eucalyptus woollsiana,482.267,106.2,4.5411205273
Eucalyptus woollsiana,321.236,68.6,4.6827405248
Eucalyptus woollsiana,747.675,157.6,4.7441307107
Eucalyptus woollsiana,642.344,134.2,4.7864679583
Eucalyptus woollsiana,503.19,104.7,4.806017192
Eucalyptus woollsiana,391.505,79.7,4.9122333752
Eutaxia myrtifolia,52.924,8.169,6.4786387563
Eutaxia myrtifolia,57.19,8.218,6.9591141397
Eutaxia myrtifolia,55.283,7.463,7.4076108803
Eutaxia myrtifolia,58.416,7.831,7.4595837058
Eutaxia myrtifolia,53.82,7.091,7.5899026936
Eutaxia myrtifolia,51.461,6.602,7.7947591639
Eutaxia myrtifolia,50.923,6.238,8.163353639
Eutaxia myrtifolia,53.978,6.607,8.169819888
Eutaxia myrtifolia,54.602,6.676,8.1788496105
Eutaxia myrtifolia,58.416,7.049,8.2871329267
Eutaxia myrtifolia,56.272,6.724,8.3688280785
Eutaxia myrtifolia,58.89,7.036,8.3698123934
Eutaxia myrtifolia,54.803,6.535,8.3860749809
Eutaxia myrtifolia,67.329,8.012,8.4035197204
Eutaxia myrtifolia,65.078,7.501,8.6759098787
Eutaxia myrtifolia,63.292,7.232,8.751659292
Eutaxia myrtifolia,68.813,7.787,8.8369076666
Eutaxia myrtifolia,63.256,7.054,8.9673943862
Eutaxia myrtifolia,62.331,6.88,9.0597383721
Eutaxia myrtifolia,60.453,6.541,9.2421648066
Eutaxia myrtifolia,63.127,6.775,9.3176383764
Eutaxia myrtifolia,65.766,6.999,9.3964852122
Eutaxia myrtifolia,56.523,5.784,9.7723029046
Eutaxia myrtifolia,63.185,6.089,10.3769091805
Exocarpos sparteus,582.508,215.8,2.6992956441
Exocarpos sparteus,225.936,82.9,2.7254041013
Exocarpos sparteus,275.483,91.3,3.0173384447
Exocarpos sparteus,425.578,135.4,3.1431166913
Exocarpos sparteus,173.751,53.2,3.2659962406
Exocarpos sparteus,89.751,26.9,3.3364684015
Exocarpos sparteus,155.259,46.5,3.3389032258
Exocarpos sparteus,117.313,34.8,3.3710632184
Exocarpos sparteus,170.531,50.4,3.3835515873
Exocarpos sparteus,320.627,93.9,3.4145580405
Exocarpos sparteus,522.621,152.6,3.4247771953
Exocarpos sparteus,255.552,73.5,3.4768979592
Exocarpos sparteus,601.215,172.4,3.4873259861
Exocarpos sparteus,144.646,41.4,3.4938647343
Exocarpos sparteus,586.86,166.1,3.5331727875
Exocarpos sparteus,109.498,30.4,3.6019078947
Exocarpos sparteus,804.328,222.3,3.6182096266
Exocarpos sparteus,249.555,68.2,3.6591642229
Exocarpos sparteus,102.887,27.8,3.700971223
Exocarpos sparteus,224.602,59.2,3.7939527027
Exocarpos sparteus,239.215,62.4,3.8335737179
Exocarpos sparteus,70.255,18.2,3.8601648352
Exocarpos sparteus,383.259,97.3,3.9389414183
Exocarpos sparteus,316.21,69.1,4.576121563
Exocarpos sparteus,106.852,21,5.0881904762
Hakea rostrata,124.555,95.8,1.3001565762
Hakea rostrata,128.621,93.2,1.3800536481
Hakea rostrata,138.824,98.5,1.4093807107
Hakea rostrata,125.968,89.2,1.4121973094
Hakea rostrata,101.187,69.4,1.4580259366
Hakea rostrata,162.794,108.1,1.5059574468
Hakea rostrata,106.694,66.9,1.5948281016
Hakea rostrata,147.995,92,1.6086413043
Hakea rostrata,156.721,97.4,1.6090451745
Hakea rostrata,153.258,95.2,1.6098529412
Hakea rostrata,131.604,81.7,1.6108200734
Hakea rostrata,96.225,59.5,1.6172268908
Hakea rostrata,87.27,51.7,1.6880077369
Hakea rostrata,96.699,55.8,1.7329569892
Hakea rostrata,132.78,75.2,1.7656914894
Hakea rostrata,97.38,53.6,1.8167910448
Hakea rostrata,112.215,60.6,1.8517326733
Hakea rostrata,105.095,56.7,1.8535273369
Hakea rostrata,153.028,78.6,1.9469211196
Hakea rostrata,124.032,61,2.0333114754
Hakea rostrata,139.018,65.9,2.1095295903
Hakea rostrata,84.903,40,2.122575
Hakea rostrata,110.265,49.6,2.2230846774
Hakea rostrata,147.636,61.6,2.3966883117
Hakea rostrata,148.827,55.8,2.6671505376
Hakea rugosa,32.094,23.4,1.3715384615
Hakea rugosa,36.504,22.6,1.6152212389
Hakea rugosa,36.052,22,1.6387272727
Hakea rugosa,47.396,27.8,1.7048920863
Hakea rugosa,35.364,20.3,1.7420689655
Hakea rugosa,40.326,22.9,1.7609606987
Hakea rugosa,42.599,23.5,1.8127234043
Hakea rugosa,36.088,19.8,1.8226262626
Hakea rugosa,41.631,22.6,1.842079646
Hakea rugosa,43.538,22.5,1.9350222222
Hakea rugosa,39.028,20.1,1.9416915423
Hakea rugosa,27.398,13.8,1.9853623188
Hakea rugosa,43.452,21.7,2.0023963134
Hakea rugosa,38.246,18.7,2.0452406417
Hakea rugosa,31.599,15.4,2.0518831169
Hakea rugosa,35.859,17.1,2.0970175439
Hakea rugosa,31.377,14.5,2.1639310345
Hakea rugosa,33.256,15.1,2.202384106
Hakea rugosa,43.975,18.7,2.3516042781
Hakea rugosa,29.061,12.2,2.3820491803
Hakea rugosa,31.119,12.8,2.431171875
Hakea rugosa,26.172,10.4,2.5165384615
Hakea rugosa,30.581,11.6,2.6362931034
Hakea rugosa,52.458,19.2,2.7321875
Hakea rugosa,34.382,12.3,2.7952845528
Kingia australis,1014.504,880.7,1.1519291473
Kingia australis,955.936,800.6,1.1940244816
Kingia australis,1154.303,942.4,1.2248546265
Kingia australis,981.57,793,1.2377931904
Kingia australis,1013.945,816,1.2425796569
Kingia australis,1358.936,1088.2,1.2487925014
Kingia australis,1046.849,807.5,1.2964074303
Kingia australis,982.41,737.4,1.3322620016
Kingia australis,1336.63,986.8,1.3545095257
Kingia australis,706.834,521.2,1.3561665388
Kingia australis,1406.719,1009.7,1.3932049124
Kingia australis,754.689,540.9,1.3952468109
Kingia australis,795.938,543.5,1.4644673413
Kingia australis,1043.371,711.1,1.4672633947
Kingia australis,1507.316,1019.1,1.4790658424
Kingia australis,1551.68,1042.1,1.4889933788
Kingia australis,1111.905,735,1.5127959184
Kingia australis,804.798,523.9,1.5361672075
Kingia australis,859.002,499.8,1.7186914766
Kingia australis,716.168,406,1.7639605911
Kingia australis,733.945,400,1.8348625
Kingia australis,849.213,416.2,2.040396444
Kingia australis,868.479,403,2.1550347395
Kingia australis,1043.736,379.6,2.7495679663
Kunzea ericifolia,7.235,1.567,4.6171027441
Kunzea ericifolia,5.385,0.986,5.4614604462
Kunzea ericifolia,10.282,1.771,5.8057594579
Kunzea ericifolia,10.755,1.848,5.8198051948
Kunzea ericifolia,9.121,1.55,5.884516129
Kunzea ericifolia,5.908,1,5.908
Kunzea ericifolia,6.123,1.004,6.0986055777
Kunzea ericifolia,7.235,1.177,6.1469838573
Kunzea ericifolia,9.572,1.539,6.2196231319
Kunzea ericifolia,10.282,1.649,6.2352941176
Kunzea ericifolia,8.124,1.288,6.3074534161
Kunzea ericifolia,6.095,0.966,6.3095238095
Kunzea ericifolia,6.769,1.064,6.3618421053
Kunzea ericifolia,9.694,1.516,6.3944591029
Kunzea ericifolia,9.988,1.552,6.4355670103
Kunzea ericifolia,7.414,1.139,6.5092186128
Kunzea ericifolia,8.102,1.243,6.5181013677
Kunzea ericifolia,10.132,1.543,6.5664290343
Kunzea ericifolia,9.737,1.473,6.6103190767
Kunzea ericifolia,8.626,1.299,6.6404926867
Kunzea ericifolia,12.017,1.765,6.8084985836
Kunzea ericifolia,6.539,0.933,7.0085744909
Kunzea ericifolia,9.587,1.357,7.0648489315
Kunzea ericifolia,10.261,1.426,7.1956521739
Kunzea ericifolia,6.676,0.844,7.9099526066
Leptospermum continentale,20.421,4.377,4.6655243317
Leptospermum continentale,27.484,5.85,4.6981196581
Leptospermum continentale,19.74,4.036,4.8909811695
Leptospermum continentale,23.576,4.511,5.226335624
Leptospermum continentale,15.954,2.997,5.3233233233
Leptospermum continentale,17.818,3.341,5.3331337923
Leptospermum continentale,23.117,4.203,5.5001189626
Leptospermum continentale,16.879,2.966,5.6908293999
Leptospermum continentale,23.813,4.176,5.7023467433
Leptospermum continentale,16.427,2.785,5.8983842011
Leptospermum continentale,20.794,3.44,6.0447674419
Leptospermum continentale,10.175,1.676,6.0710023866
Leptospermum continentale,17.159,2.654,6.4653353429
Leptospermum continentale,21.396,3.254,6.5752919484
Leptospermum continentale,31.356,4.484,6.9928635147
Leptospermum continentale,33.808,4.655,7.2627282492
Leptospermum continentale,21.583,2.766,7.8029645698
Leptospermum continentale,29.405,3.627,8.1072511718
Leptospermum continentale,21.195,2.538,8.3510638298
Leptospermum continentale,16.678,1.892,8.8150105708
Leptospermum continentale,18.392,1.946,9.4511819116
Leptospermum continentale,25.261,2.614,9.6637337414
Leptospermum continentale,24.185,2.463,9.8193260252
Leptospermum continentale,26.881,2.727,9.8573524019
Leptospermum continentale,16.836,1.631,10.3225015328
Leptospermum coriaceum,43.33,12.7,3.4118110236
Leptospermum coriaceum,38.992,9.892,3.9417711282
Leptospermum coriaceum,55.541,13.141,4.2265428811
Leptospermum coriaceum,53.311,12.052,4.4234152008
Leptospermum coriaceum,58.696,13.265,4.4248774972
Leptospermum coriaceum,26.143,5.867,4.4559400034
Leptospermum coriaceum,51.225,11.376,4.5029008439
Leptospermum coriaceum,44.449,9.738,4.5644896283
Leptospermum coriaceum,56.774,12.237,4.6395358339
Leptospermum coriaceum,56.688,12.197,4.6477002542
Leptospermum coriaceum,26.903,5.731,4.6942941895
Leptospermum coriaceum,72.14,15.268,4.7249148546
Leptospermum coriaceum,66.533,13.868,4.7975915777
Leptospermum coriaceum,36.246,7.526,4.8161041722
Leptospermum coriaceum,29.233,5.977,4.8909151748
Leptospermum coriaceum,43.875,8.917,4.9203768083
Leptospermum coriaceum,56.724,11.431,4.9622955122
