Site,Species,Family,N,Ca,K,Mg,P,S,Al,B,Co,Cr,Cu,Fe,Mn,Na,Ni,Zn,Se,cellulose,alkaloids,water content (% fresh wt),Total Phenolics_FW,Total Phenolics_DW,Condensed_Tannins_FW,Condensed_Tannins_DW,Condensed_Tannins/Total Phenolics,thickness,leafarea,SLA,Toughness,Tough_adj,Toughness_N_per_m,Tough_adj_N_per_m2,site name,latitude,longitude
2,Flindersia bourjotiana,Rutaceae,1.156,0.2990225,1.0388787,0.3192594,0.1489065,0.1154167,18.8,13.6,0.1,0.3,3.732,15.2,281.6,2264.5,7.604,7,1,22.1,0,61.2,76.1,19.6,7.7,19.8,10.1,0.44,40.2,54,1.6,3.5,998.2206462,4962744.69,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
4,Flindersia bourjotiana,Rutaceae,1.339,0.6179244,0.7975369,0.3619568,0.2021852,0.1727758,44.4,20.6,0.1,0.3,3.086,25.7,388,2547,5.859,8.5,1,21.2,0,60.5,70.3,17.8,8.8,22.2,12.5,0.4,26.8,64.1,1.3,3.2,811.0542751,4991103.231,Malaan SF,-17.58672,145.582
5,Flindersia bourjotiana,Rutaceae,1.23,0.5059791,0.6849364,0.2239219,0.0558517,0.1125374,25.3,14.2,0.1,0.3,3.991,36.2,163,2225.2,5,8,1,19.4,0,60.3,60,15.1,7,17.6,11.7,0.44,28,56,1.4,3.3,873.4430655,4679159.279,Longlands Gap (rhyolite),-17.45501,145.47862
5,Flindersia bourjotiana,Rutaceae,1.092,0.5692097,0.8918196,0.3157996,0.0432675,0.1358749,41.8,20.1,0.1,0.3,2.956,49.3,177.3,2067.2,5,6.5,1,24.9,0,62.1,58.2,15.4,7.8,20.5,13.4,0.42,33,62.3,1.7,3.9,1060.609437,5793244.822,Longlands Gap (rhyolite),-17.45501,145.47862
6,Flindersia bourjotiana,Rutaceae,1.323,0.56980195,0.66736095,0.3825975,0.05389,0.1189393,28.5,22.4,0.1,0.3,3.965,46.8,111.7,3002.3,5,8.6,1,24.3,0,62.9,46.1,12.4,6.3,16.9,13.6,0.41,38,65.5,1.8,4.3,1122.998227,6543214.602,Mt Haig,-17.10111,145.57346
6,Flindersia bourjotiana,Rutaceae,1.212,0.502679,0.474463,0.3834195,0.050296,0.1060674,27,17.3,0.1,0.3,3.433,38.7,163.1,3524.4,5,7.4,1,24.4,0,63.6,56.4,15.5,6.5,17.8,11.5,0.44,41.6,63.2,1.6,3.7,998.2206462,5246330.101,Mt Haig,-17.10111,145.57346
7,Flindersia bourjotiana,Rutaceae,1.179,0.4487786,0.9917068,0.281541,0.0553206,0.1107445,24,21.6,0.1,0.3,3.915,37.7,152.8,3002.3,5,8,1,20.2,0,59.9,79,19.7,7.8,19.5,9.9,0.44,23.6,55.7,1.5,3.3,935.8318558,4679159.279,Arthur Baillie Rd,-17.68914,145.50649
8,Flindersia bourjotiana,Rutaceae,1.431,0.4920161,1.0632383,0.3630326,0.0618309,0.1301967,26,18.7,0.1,0.3,3.166,36.7,163.3,1548.4,5,7.7,1,23,0,61.4,63,16.3,7.8,20.2,12.4,0.41,31.8,58.5,1.6,3.9,998.2206462,5934543.476,Massey Creek,-17.60993,145.56264
8,Flindersia bourjotiana,Rutaceae,1.282,0.5383188,1.5855815,0.3127718,0.0649907,0.1376935,49,17.2,0.1,0.3,3.899,40,122.8,827.6,5,9.9,1,22.3,0,65.8,53.5,15.6,6.9,20.1,12.9,0.42,42,68.9,1.3,3.1,811.0542751,4604886.91,Massey Creek,-17.60993,145.56264
9,Flindersia bourjotiana,Rutaceae,1.235,0.35076285,1.1540724,0.28892505,0.09897875,0.1183403,32.3,15.8,0.1,0.3305,3.954,24.4,120.8,1591.5,5,8.9,1,22.9,0,64.1,64.2,17.9,6,16.7,9.4,0.35,26.8,80.2,1.4,4.1,873.4430655,7308401.16,Lamins Hill (Cairns track),-17.36528,145.71537
12,Flindersia bourjotiana,Rutaceae,1.13,0.5195643,0.6023307,0.3530772,0.0829351,0.1148294,23.9,15.3,0.1,0.318,3.924,31.1,281,2932.3,5.236,7.1,1,20.9,0,59.7,68.1,16.9,9.7,24.1,14.2,0.38,27.4,60.9,1.3,3.5,811.0542751,5746335.957,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
13,Flindersia bourjotiana,Rutaceae,1.156,0.352759,0.837676,0.3750978,0.0420777,0.1238804,180.1,17.9,0.1,0.563,3.562,108.3,166.8,2898.7,5,6.3,1,22,0,59.3,69,17,6.5,16,9.4,0.39,30.6,58.2,1.5,3.7,935.8318558,5918936.524,Cairns Track,-17.35164,145.72726
13,Flindersia bourjotiana,Rutaceae,1.117,0.5805922,0.929067,0.3565927,0.0526928,0.1047658,100.1,15,0.1,0.525,3.178,74.1,156.6,1687.1,5,8,1,24.1,0,63,52.6,14.2,5.3,14.3,10,0.4,35.4,67.8,1.5,3.8,935.8318558,5926935.087,Cairns Track,-17.35164,145.72726
13,Flindersia bourjotiana,Rutaceae,1.107,0.4254057,1.0260609,0.3609003,0.0504868,0.1136445,160.7,18.1,0.1,0.378,3.697,102,307.6,2432.2,5,7.1,1,24.4,0,64.9,60.2,17.1,8.5,24.2,14.1,0.36,40.8,80.3,1.4,3.9,873.4430655,6758785.626,Cairns Track,-17.35164,145.72726
14,Flindersia bourjotiana,Rutaceae,1.356,0.5384202,1.2446121,0.3907144,0.0742138,0.1328585,14,18,0.1,0.3,4.32,78.3,187.8,1131.5,5,13.1,1,22.7,0,62.8,71.7,19.3,9.2,24.8,12.9,0.38,36.4,71.9,1.4,3.6,873.4430655,5910516.984,Robson Ck,-17.11917,145.62952
15,Flindersia bourjotiana,Rutaceae,1.1745,0.7177634,0.8200301,0.3094301,0.0526275,0.1130427,25.9,17.8,0.1,0.3,4.003,33.3,288.6,1180.2,5,6,1,21.2,0,58.9,74.2,18,9,22,12.2,0.4,26.6,60.5,1.5,3.7,935.8318558,5770963.111,TF Rd rhyolite,-17.78676,145.55958
15,Flindersia bourjotiana,Rutaceae,1.096,0.4861863,0.7065057,0.3465793,0.045184,0.105793,26.2,18.7,0.1,0.3,4.002,34.5,326.9,1381.6,5,6.4,1,20,0,54.6,74.8,16.5,9.5,20.9,12.7,0.41,23.2,53,1.5,3.7,935.8318558,5630207.913,TF Rd rhyolite,-17.78676,145.55958
15,Flindersia bourjotiana,Rutaceae,1.077,0.5454444,0.9304981,0.2698458,0.0423944,0.0886983,20.3,18.5,0.1,0.3,3.427,30.6,195.9,1280.5,5,5.3,1,19.7,0,58,74.6,17.8,9.5,22.7,12.8,0.41,25.8,58.6,1.6,3.9,998.2206462,5934543.476,TF Rd rhyolite,-17.78676,145.55958
16,Flindersia bourjotiana,Rutaceae,1.09,0.4362658,0.9020407,0.3295378,0.0651406,0.0912634,16.6,16.6,0.1,0.3,3.5,19.4,263.2,1470.6,5,7.2,1,24.9,0,63.7,66.5,18.3,10.1,27.8,15.2,0.36,44,68.3,1.5,4.1,935.8318558,7105390.017,Sutties Gap Rd,-17.64678,145.63772
16,Flindersia bourjotiana,Rutaceae,1.195,0.4371158,0.7594329,0.3612459,0.1005309,0.1038468,12.4,16.3,0.1,0.3,3.596,19.3,213.5,1358.4,5,9.5,1,21.4,0,59.2,65.9,16.1,9.5,23.2,14.3,0.36,29.2,67.6,1.3,3.6,811.0542751,6238879.039,Sutties Gap Rd,-17.64678,145.63772
1,Flindersia brayleyana,Rutaceae,1.655,1.0102883,0.7260634,0.2462034,0.0959139,0.142011,40.3,49.4,0.1,0.3,3.867,46.1,675.8,1090.9,5,17.5,1,19.1,0,56.5,73.1,16.8,8.5,19.6,11.7,0.47,53,52.7,1.4,2.9,873.4430655,3849521.109,Longlands Gap (basalt),-17.46028,145.47473
1,Flindersia brayleyana,Rutaceae,1.407,0.5772746,0.7864116,0.1748479,0.0901787,0.105143,23.8,20.1,0.1,0.3,3.213,37,378.4,721,5,10.8,1,19.5,0,56,98.4,22.4,14.4,32.6,14.6,0.4,54.8,52.5,1.4,3.4,873.4430655,5303047.183,Longlands Gap (basalt),-17.46028,145.47473
1,Flindersia brayleyana,Rutaceae,1.653,0.4246664,0.742826,0.2579552,0.0940496,0.1255071,32.4,31.8,0.1,0.339,3.456,43.2,419.8,1206.1,5.977,11.3,1,19.9,0,56.6,99.3,22.9,9.2,21.2,9.2,0.4,47.4,55.6,1.2,3.1,748.6654847,4835131.255,Longlands Gap (basalt),-17.46028,145.47473
2,Flindersia brayleyana,Rutaceae,1.366,1.0297161,0.7832406,0.252019,0.1464109,0.1539561,25.1,74,0.1,0.32,3.015,8.8,919.6,1424.8,5,9.9,1,17.8,0,55,56.1,12.5,5.9,13.2,10.6,0.44,40.6,48,1.6,3.5,998.2206462,4962744.69,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
2,Flindersia brayleyana,Rutaceae,1.395,0.8489449,0.6671341,0.3667142,0.108758,0.1319155,30.6,28.8,0.1,0.355,3.336,14.1,910.1,1084.6,5,14,1,18.9,0,55.7,68.7,15.5,7.2,16.3,10.6,0.46,47.2,49.4,1.6,3.5,998.2206462,4746973.182,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
3,Flindersia brayleyana,Rutaceae,1.349,1.487734,0.7595103,0.2785112,0.1695431,0.1403935,43.3,83.4,0.1,0.3,3.523,5.3,878.9,1359.6,5,12.9,1,19.2,0,54,85.6,18.6,8.9,19.4,10.4,0.42,42.6,49.4,1.5,3.5,935.8318558,5199065.866,Tully Falls Rd: Smiths,-17.68174,145.52989
4,Flindersia brayleyana,Rutaceae,1.583,1.1200882,0.47665,0.2987236,0.0948514,0.199962,57.1,71.3,0.1,0.312,3.384,44.6,1030.4,3663.8,5,18.6,1,20,0,57.5,63.2,14.9,6.5,15.2,10.2,0.42,55.8,52.9,1.3,3,811.0542751,4456342.171,Malaan SF,-17.58672,145.582
4,Flindersia brayleyana,Rutaceae,1.28,0.43830495,1.0396362,0.29111165,0.14690455,0.109045,26.3,21.1,0.1,0.3,3.0585,6.8,401.5,2287.5,5,10.8,1,18.5,0,64.2,79.7,22.3,8.8,24.7,11.1,0.43,34.6,61.6,1.1,2.6,686.2766943,3772345.465,Malaan SF,-17.58672,145.582
4,Flindersia brayleyana,Rutaceae,1.211,0.921868,0.2739724,0.5898085,0.1615448,0.1494447,35.9,70.4,0.1,0.323,3.134,6.2,1067.4,2268,5,16.9,1,14.4,0,53.2,69.4,14.8,6.1,13.1,8.8,0.42,41.4,48.5,1.2,2.9,748.6654847,4307797.432,Malaan SF,-17.58672,145.582
7,Flindersia brayleyana,Rutaceae,1.35,0.5550873,0.9765238,0.198309,0.0606063,0.1262851,25.5,47.6,0.1,0.306,3.401,39.5,328.8,2387.9,5,9.6,1,21.7,0,55.3,84.2,18.8,9.2,20.7,11,0.44,22.6,46.7,1.6,3.5,998.2206462,4962744.69,Arthur Baillie Rd,-17.68914,145.50649
9,Flindersia brayleyana,Rutaceae,1.565,0.8363952,0.80132615,0.2429853,0.09546385,0.16966965,31.9,57.3,0.1,0.505,4.6635,17.9,1092.9,1464,5,13.7,1,13.7,0,52.7,75.1,15.9,6.5,13.8,8.7,0.38,48,47,1.5,3.8,935.8318558,6238879.039,Lamins Hill (Cairns track),-17.36528,145.71537
9,Flindersia brayleyana,Rutaceae,1.5,0.98251665,0.57283555,0.3179966,0.09095155,0.1305965,26.3,45.8,0.1,0.4765,3.883,28.9,1006.5,507.4,5,12.9,1,13.5,0,54.1,NA,NA,NA,NA,NA,0.43,72.2,47.4,1.2,2.9,748.6654847,4207616.096,Lamins Hill (Cairns track),-17.36528,145.71537
10,Flindersia brayleyana,Rutaceae,1.54,0.6159774,0.6754602,0.21727415,0.10394995,0.13202335,38.1,42.4,0.1,0.411,4.2645,23.8,658.6,2486.5,5,8.8,1,17.9,0,54.2,65.4,14.3,6,13.2,9.2,0.38,33.2,56.7,1.1,3,686.2766943,4925430.82,Wallace Rd (Glen Allyn),-17.42063,145.67164
11,Flindersia brayleyana,Rutaceae,1.611,1.1441096,0.9333066,0.3256924,0.101495,0.148779,18.1,58.2,0.1,0.349,3.529,14.6,1475.5,980.3,5,15,1,20.5,0,59.6,61.3,15.2,6.4,15.7,10.4,0.39,53.8,64.4,1.4,3.6,873.4430655,5758965.267,"Tully Falls Rd, near TF",-17.75847,145.54569
14,Flindersia brayleyana,Rutaceae,1.666,0.4593121,0.7372067,0.2331286,0.0787789,0.1384327,32.6,45.7,0.1,0.574,3.694,41.6,385.7,2810.3,5,11.1,1,20.6,0,57.2,81,18.9,8.8,20.6,10.9,0.38,37,64.9,1.4,3.7,873.4430655,6074698.012,Robson Ck,-17.11917,145.62952
1,Flindersia pimenteliana,Rutaceae,1.858,0.9441623,0.6481336,0.2793436,0.0853397,0.1365583,41.7,34.5,0.1,0.347,4.02,52.1,329.1,760.3,5,12.1,1,21.3,4,59.3,74.6,18.3,6.4,15.7,8.5,0.27,26.2,97,0.9,3.3,561.4991135,7625296.603,Longlands Gap (basalt),-17.46028,145.47473
5,Flindersia pimenteliana,Rutaceae,1.898,0.6042362,0.8256159,0.1716426,0.0553527,0.1339477,28.6,61,0.1,0.3,3.352,41.2,262.5,307.5,5,8.3,1,19,3,57.3,73.1,17.1,5.8,13.5,7.9,0.26,19.4,92.4,0.8,2.9,499.1103231,6958749.697,Longlands Gap (rhyolite),-17.45501,145.47862
5,Flindersia pimenteliana,Rutaceae,1.923,1.0751051,0.5090888,0.2549972,0.0525891,0.1254563,25.5,72.5,0.1,0.364,4.601,42.9,186.8,762.4,5,8.6,1,16.7,3,57.3,75,17.6,5.6,13.1,7.5,0.26,27.6,77.1,0.9,3.4,561.4991135,8158534.128,Longlands Gap (rhyolite),-17.45501,145.47862
7,Flindersia pimenteliana,Rutaceae,1.793,1.0531735,0.8260148,0.2683412,0.0624278,0.1142456,27.7,44.2,0.1,0.3,3.381,38,392.6,214.7,5,10,1,19.3,3,53.4,104.6,22.4,7.9,17,7.6,0.27,26.2,82.9,0.9,3.4,561.4991135,7856366.197,Arthur Baillie Rd,-17.68914,145.50649
7,Flindersia pimenteliana,Rutaceae,1.808,0.7569563,0.8185347,0.2214711,0.0568557,0.1163328,35.8,56.7,0.1,0.459,3.647,42.6,237.7,241.9,5,8.3,1,18.8,3,55.7,49.3,11.1,4.1,9.2,8.3,0.29,24.6,77.8,1,3.3,623.8879039,7099414.079,Arthur Baillie Rd,-17.68914,145.50649
9,Flindersia pimenteliana,Rutaceae,1.888,1.47012565,0.61431825,0.2358335,0.16008005,0.14528475,27.6,55.2,0.1,0.3,4.334,9.6,329.5,130.5,5,10.4,1,15.1,3,56.2,60.6,13.8,3.8,8.8,6.3,0.27,26,86.1,0.9,3.3,561.4991135,7625296.603,Lamins Hill (Cairns track),-17.36528,145.71537
13,Flindersia pimenteliana,Rutaceae,1.894,1.000837,0.8589978,0.2890364,0.0552641,0.1339651,81,89.5,0.1,0.323,3.805,75.7,260.7,538.4,5,7.8,1,19.6,3,61.1,55.7,14.3,3.6,9.2,6.5,0.22,22.6,121.5,0.8,3.9,499.1103231,11059831.02,Cairns Track,-17.35164,145.72726
14,Flindersia pimenteliana,Rutaceae,1.992,1.1237489,1.0515542,0.2396656,0.0732023,0.1246369,15.2,45.9,0.1,0.3,4.089,31.7,324.8,112.2,5,9.7,1,19.2,3,58.4,84.3,20.3,7.5,18.1,9,0.24,32.4,114.9,0.8,3.3,499.1103231,8578458.679,Robson Ck,-17.11917,145.62952
15,Flindersia pimenteliana,Rutaceae,2.147,0.8881364,0.7001464,0.263715,0.0627641,0.1330972,36.8,57,0.1,0.3,3.798,45.9,835.7,205.2,5,9.9,1,17.8,4,55.6,73.8,16.6,5.8,13.1,7.9,0.26,26.4,97.1,0.9,3.6,561.4991135,8638447.9,TF Rd rhyolite,-17.78676,145.55958
16,Flindersia pimenteliana,Rutaceae,1.861,0.9405776,0.6731103,0.3019061,0.0577883,0.1173181,34.6,50.9,0.1,0.3,3.564,44.2,323.5,264.4,5,7.8,1,19.5,3,59.7,60.8,15.1,5.4,13.5,9,0.22,27,122.7,0.6,2.8,374.3327423,7940391.504,Sutties Gap Rd,-17.64678,145.63772
17,Flindersia schottiana,Rutaceae,1.963,1.250692,1.6244386,0.2269217,0.3414456,0.1472499,28.5,34.3,0.1,0.3,4.838,9.8,249.2,288.5,5,10.1,1,21.3,0,56.9,66.3,15.4,9.5,22,14.3,0.28,66.6,13.5,0.8,2.9,499.1103231,6461696.147,Thomas Rd (recent basalt),-17.26548,145.56578
4,Franciscodendron laurifolium,Sterculiaceae,1.175,0.6901097,0.4188735,0.538194,0.0820338,0.2175459,72.1,26.1,0.1,0.3,6.038,65.4,568.7,2007.7,8.683,15.4,1,32.3,0,53.8,37.9,8.2,4.2,9,11,0.25,62.4,87.2,1.9,7.6,1185.387017,18966192.28,Malaan SF,-17.58672,145.582
4,Franciscodendron laurifolium,Sterculiaceae,1.413,0.4588609,0.9996098,0.3297558,0.0948834,0.1266563,44.8,25.4,0.1,0.416,5.195,58.1,208.4,659.5,5,10.9,1,36.1,0,54.3,24.6,5.4,4.5,9.9,18.4,0.27,57.8,74.5,2.1,7.8,1310.164598,18023428.33,Malaan SF,-17.58672,145.582
10,Franciscodendron laurifolium,Sterculiaceae,1.579,0.41547655,1.0781284,0.23619335,0.08119525,0.1380474,32.5,24.7,0.1,0.4765,8.6125,58.7,1206.1,937.9,5,12.6,1,33.7,0,58.6,13.4,3.2,2.9,6.9,21.3,0.22,57,118.8,1.8,8.2,1122.998227,23254003.69,Wallace Rd (Glen Allyn),-17.42063,145.67164
6,Garcinia hunsteinii,Clusiaceae,0.964,0.5196801,0.3254808,0.2058754,0.0468011,0.2229456,25.4,37.9,0.1,0.298,2.277,33.6,175.9,2226.6,5,14.7,1,15.3,0,51.2,153,31.4,6.1,12.5,4,0.44,11.2,47.5,1.2,2.8,748.6654847,3970195.752,Mt Haig,-17.10111,145.57346
13,Garcinia hunsteinii,Clusiaceae,0.915,0.4772449,0.7519171,0.1909106,0.0480094,0.2153722,71.5,31.3,0.1,0.3,4.657,65.5,184.6,1270.4,5,10.2,1,NA,0,55.2,144.6,32.2,4.6,10.3,3.2,0.37,11.2,64.4,1.3,3.5,811.0542751,5901642.334,Cairns Track,-17.35164,145.72726
13,Gardinia ovularis,Rubiaceae,1.479,0.6770517,0.6509559,0.2481122,0.0628288,0.1466389,129.9,23.3,0.1,0.444,6.301,110.6,41.8,1731.3,5,4.7,1,17.2,0,53.4,115.2,24.7,12.7,27.1,11,0.21,49.6,96.5,0.8,4,499.1103231,11883579.12,Cairns Track,-17.35164,145.72726
17,Geijera salicifolia,Rutaceae,2.261,1.7180293,2.5053532,0.2101283,0.197074,0.1283944,30.6,27.2,0.1,0.3,4.679,20.7,33.7,32.1,7.198,42.2,1,NA,3,65.1,33.7,9.7,3.9,11.2,11.6,0.37,55.6,18.5,1.1,3,686.2766943,5058550.572,Thomas Rd (recent basalt),-17.26548,145.56578
2,Geissois biagiana,Cunoniaceae,1.022,0.672722,0.9988314,0.2381272,0.1285059,0.0865997,520.4,27.3,7.8,0.3,7.525,29.7,194.2,230.1,5.087,15.9,1,32.1,0,58.7,39.5,9.6,3.6,8.7,9.1,0.26,120,80.7,1.6,6.3,998.2206462,15117283.83,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
10,Geissois biagiana,Cunoniaceae,1.03,0.6048761,0.8992794,0.31272065,0.1165575,0.10030795,660.6,31.1,0.1,0.5645,8.75,38,538.2,317,5,14.9,1,32.1,0,59.7,29.2,7.2,2.9,7.2,10,0.23,135,110,1.7,7.3,1060.609437,19801659.56,Wallace Rd (Glen Allyn),-17.42063,145.67164
14,Geissois biagiana,Cunoniaceae,0.935,0.6542603,1.3691305,0.2701582,0.0735781,0.0875901,598.5,24.5,0.8,0.3,6.874,40.5,164.7,155.8,5,14.8,1,32.3,0,62.3,60.4,16,8.6,22.8,14.2,0.23,140,105.3,1.3,5.5,811.0542751,14919058.57,Robson Ck,-17.11917,145.62952
16,Geissois biagiana,Cunoniaceae,1.011,0.6721849,0.7507353,0.4536761,0.0830934,0.0921371,595.3,35.1,4.2,0.3,9.333,27.8,377,238.1,5,15.7,1,28.6,0,57.5,53.7,12.6,7.4,17.4,13.8,0.26,130.6,75,1.7,6.5,1060.609437,15597197.6,Sutties Gap Rd,-17.64678,145.63772
12,Gillbeea adenopetala,Cunoniaceae,1.093,0.5508123,0.776199,0.28626,0.0857244,0.1602108,1093.1,15.4,1.7,0.419,11.882,27.7,784.7,865.8,6.532,30.8,1,17.2,0,60.1,46.4,11.6,3.8,9.5,8.2,0.3,41.8,86.7,0.9,2.9,561.4991135,6030916.404,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
14,Gillbeea adenopetala,Cunoniaceae,0.929,0.4911731,0.8052133,0.2850257,0.0510763,0.1716593,2603.1,18.6,1.4,0.3,4.926,69,238,465.8,5,38.5,1,20.6,0,59.3,50.4,12.4,4.6,11.4,9.2,0.28,31.4,86.3,0.9,3.2,561.4991135,7130147.473,Robson Ck,-17.11917,145.62952
16,Gillbeea adenopetala,Cunoniaceae,1.156,1.0590079,0.357719,0.635583,0.0609538,0.2855588,2325.9,35.5,8.5,0.338,7.151,33.3,796.2,884.2,5,38.6,1,20.3,0,59.1,38.4,9.4,3.3,8,8.6,0.27,71.6,87.1,1,3.6,623.8879039,8318505.385,Sutties Gap Rd,-17.64678,145.63772
16,Glochidion harveyanum,Euphorbiaceae,1.974,0.3785305,1.2102765,0.2403331,0.1303341,0.1445555,228.3,20.5,8.685,0.3,6.636,36.3,965.9,83.4,6.106,21.6,1,18.1,0,62,106.4,28,6.5,17.1,6.1,0.26,23.2,111.5,0.9,3.6,561.4991135,8638447.9,Sutties Gap Rd,-17.64678,145.63772
1,Glochidion hylandii,Euphorbiaceae,2.036,0.5257031,1.1687405,0.2562247,0.1831355,0.1437425,430.5,23.1,5.306,0.415,6.094,54.8,945.2,264.9,8.15,21.5,1,20.8,0,64.9,73.9,21.1,3.6,10.4,4.9,0.22,30.2,128,0.7,3.3,436.7215327,9358318.558,Longlands Gap (basalt),-17.46028,145.47473
3,Glochidion hylandii,Euphorbiaceae,2.07,0.5097229,1.0401108,0.3413198,0.1639495,0.1864714,295.5,24.3,1.967,0.435,5.914,59.4,599.2,124.3,5,19.9,1,16.8,0,67.5,73.5,22.6,2.5,7.8,3.4,0.27,27.6,129,1,3.5,623.8879039,8087435.791,Tully Falls Rd: Smiths,-17.68174,145.52989
4,Glochidion hylandii,Euphorbiaceae,1.708,0.49594235,1.0105116,0.3654372,0.1599072,0.13648195,445.7,20.2,7.627,0.654,3.7875,81,664.1,906.3,6.112,16.6,1,21.3,0,62.5,104.8,27.9,4.5,11.9,4.3,0.27,39.2,109.5,1,3.8,623.8879039,8780644.573,Malaan SF,-17.58672,145.582
16,Guioa lasioneura,Sapindaceae,1.519,0.9784837,0.4244622,0.2046428,0.0756653,0.2303722,29.1,26.3,0.1,0.3,6.38,59,1515.4,93.4,5,13.3,1,18.6,0,53.6,63.2,13.6,11.2,24,17.6,0.24,13.6,81,1,4,623.8879039,10398131.73,Sutties Gap Rd,-17.64678,145.63772
2,Guoia acutifolia,Sapindaceae,1.766,0.7085866,0.5882168,0.3223607,0.1107275,0.284403,43.8,24.8,0.6,0.535,4.087,63.7,2246.9,64,5,29.1,1,21.4,0,53,24.6,5.2,2.8,6,11.5,0.21,38.4,90.6,1.2,5.4,748.6654847,16042831.81,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
1,Halfordia scleroxyla,Rutaceae,1.807,0.9381015,1.9352317,0.2706755,0.0722108,0.2178294,33.6,106.9,0.1,0.3,4.765,55.3,33.8,1696,6.786,5.7,1,28.4,0,66.2,14.2,4.2,0.6,1.9,4.4,0.38,42,95.5,2,5.2,1247.775808,8537413.422,Longlands Gap (basalt),-17.46028,145.47473
6,Halfordia scleroxyla,Rutaceae,1.417,0.8692049,0.3289113,0.214298,0.0407449,0.1636509,28.1,61.9,0.1,0.3,2.706,40.9,12.8,5247.3,5,3.3,1,25.8,0,59.4,26.3,6.5,0.9,2.1,3.3,0.47,27.2,52.9,2.6,5.5,1622.10855,7300815.897,Mt Haig,-17.10111,145.57346
16,Litsea connorsii,Lauraceae,1.623,0.5468621,0.8756988,0.0690964,0.0730839,0.1715614,202.7,9.5,0.1,0.38,4.712,42.4,622.1,544,5,18.1,1,21.3,1,53.6,71.9,15.5,8.1,17.4,11.3,0.28,25.2,78.8,1,3.4,623.8879039,7575781.69,Sutties Gap Rd,-17.64678,145.63772
16,Litsea connorsii,Lauraceae,1.507,0.4845114,0.5954496,0.1203094,0.0640892,0.1393071,334.8,12.8,0.1,0.483,4.79,49.8,708.3,825.4,5,24.4,1,22.5,0,54.2,83.3,18.2,9.9,21.5,11.8,0.24,18.4,88.5,0.9,3.8,561.4991135,9878225.145,Sutties Gap Rd,-17.64678,145.63772
1,Litsea leefeana,Lauraceae,1.933,0.489426,0.8933729,0.1893118,0.1319478,0.1642295,299.6,11.7,0.1,0.548,8.438,50.8,1193.8,597.5,5,30.4,1,22.4,0,53.7,78.7,17,NA,NA,NA,0.3,33.6,96.6,0.7,2.4,436.7215327,4991103.231,Longlands Gap (basalt),-17.46028,145.47473
2,Litsea leefeana,Lauraceae,1.752,0.4648874,0.7221596,0.1340338,0.1226296,0.1741803,316.9,10.9,0.1,0.386,7.203,42.7,985.4,1611,5,31,1,22.2,0,55.6,59.4,13.4,5.1,11.6,8.6,0.36,29.6,81.8,0.8,2.2,499.1103231,3812648.302,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
3,Litsea leefeana,Lauraceae,1.756,0.3956796,0.5063852,0.1212726,0.1186975,0.1405347,444.7,17.4,0.1,0.672,8.645,83.7,614.3,1057.3,5,20.3,1,24.4,0,51.8,75.5,15.7,8.9,18.5,11.8,0.34,43.4,85.1,1.1,3.2,686.2766943,5871886.154,Tully Falls Rd: Smiths,-17.68174,145.52989
4,Litsea leefeana,Lauraceae,1.754,0.684425,0.7197645,0.1605883,0.1319905,0.1545103,433.2,19.7,0.1,0.981,10.955,121.1,508.7,1367.5,5,34.5,1,19.7,0,51.4,101.6,20.9,10,20.5,9.8,0.38,45,72.8,1,2.6,623.8879039,4268706.711,Malaan SF,-17.58672,145.582
9,Litsea leefeana,Lauraceae,1.915,0.5682537,0.7513857,0.11263445,0.10329965,0.1689965,373.4,8.6,0.1,0.8925,12.2565,55.3,502.4,314.5,5,18.5,1,22.1,0,53.3,68.5,14.7,5.6,11.9,8.1,0.33,48.4,85.8,0.9,2.6,561.4991135,4915480.455,Lamins Hill (Cairns track),-17.36528,145.71537
10,Litsea leefeana,Lauraceae,1.661,0.3936787,0.7449231,0.10153585,0.12580415,0.16190855,308.3,13,0.1,0.6235,9.46,77.3,465.8,991.7,5,22,1,22.1,0,54.2,56.6,12.3,5.2,11.5,9.3,0.35,52,90.9,1,2.8,623.8879039,4991103.231,Wallace Rd (Glen Allyn),-17.42063,145.67164
10,Litsea leefeana,Lauraceae,1.999,0.57403625,0.8485678,0.1513168,0.1181292,0.1662228,334.3,15.4,0.1,0.482,10.086,63.4,694.5,930.5,5,33.7,1,21.7,0,55,68.1,15.1,4.2,9.2,6.1,0.35,41.8,87.8,0.9,2.7,561.4991135,4812849.544,Wallace Rd (Glen Allyn),-17.42063,145.67164
11,Litsea leefeana,Lauraceae,1.967,0.7010337,0.6170697,0.1081741,0.1291864,0.1778662,330.6,18.9,0.1,1.17,8.333,56.9,1357.8,363.1,5,25.5,1,21.4,0,51.7,56.9,11.8,6.8,14.1,11.9,0.31,47.8,82.1,0.9,2.8,561.4991135,5635116.551,"Tully Falls Rd, near TF",-17.75847,145.54569
