1,Genus_species,Genus,Species,Family,Order,superorder,Species code,location,lat,long,d13C,wood density (g/cm3),LMA (g m-2),Leaf size (cm2),Ks (kg m-1 s-1 MPa -1),PSIpd (MPa),PSImd (MPa),Amass (umol/kg/s),Aarea (umol m-2 s-1),Rmass (umol/kg/s),Rarea,max_ht (m),MOR (Pa),MOE (Pa),LA/SA at 1.0 cm (m2/m2),LA/SA Gleason 2012 (m2/m2),gl N (mg/g),gl P (mg/g),gl K (mg/g),gl S (mg/g),gl C (mg/g),gl Ca (mg/g),gl Mg (mg/g),gl Na (mg/g),gl Cu (mg/kg),gl Zn (mg/kg),gl Mn (mg/kg),gl Fe (mg/kg),gl B (mg/kg),gl Mo (mg/kg),gl Co (mg/kg),gl Si (mg/kg),gl Crude Protein,stem N (mg/g),stem P (mg/g),N area (mg/cm3),P area (mg/cm3),stem K (mg/g),stem S (mg/g),stem C (mg/g),stem Ca (mg/g),stem Mg (mg/g),stem Na (mg/g),stem Cu (mg/kg),stem Zn (mg/kg),stem Mn (mg/kg),stem Fe (mg/kg),stem B (mg/kg),stem Mo (mg/kg),stem Co (mg/kg),stem Si (mg/kg),Crude Protein (%),bark thickness (mm bark/mm whole-stem),Ksap (kg m-1 s-1 MPa -1),Kl (10^4 x kg m-1 s-1 MPa -1),WUE (mmol CO2/mol H2O/m2/s,SA (mm),E (mmol/m2/s)
124,Eucalyptus crebra,Eucalyptus,crebra,Myrtaceae,Myrtales,Rosidae,EucCre,Yengo,-32.778,150.922,-24.291,0.668,149.5,7.719,2.68,-1.25,-2.24,75.22,11.2,5.68,0.85,35,35.25,3189.812,6914.11657,,14.49,0.748884868,4.260515229,1.232375,545.9,4.155938718,2.380756396,2.013312622,6.858552632,10.19657651,594.6673977,44.29142032,54.97724781,0.450170565,0.167824074,270.7573099,9.05625,3.416,0.26388082,2.281888,0.174974256,1.86555959,0.346035,473.235,1.524037426,0.886011608,0.276703349,4.235388806,15.97483284,640.5591568,15.21818227,4.743963596,0,0.232912333,71.5957157,2.135,0.28605,2.68,,4.42,12.73193255,2.571565823
125,Eucalyptus fibrosa,Eucalyptus,fibrosa,Myrtaceae,Myrtales,Rosidae,EucFib,Yengo,-32.778,150.922,-25.627,0.66,259.3,40.87,1.71,-1.33,-2.26,53.74,13.9,2.99,0.78,35,37.975,2693.868,5728.0467,,10.33333333,0.788970795,4.799278381,0.989125,536.8,3.40286499,2.522869354,1.981075745,7.213134766,11.57000732,549.4036865,23.98332788,33.20791626,0,0.179748535,276.8085938,6.458333333,3.386,0.459680542,2.23476,0.307892512,2.767421129,0.378465,482.16,2.774949211,1.129014196,1.040778765,8.664264414,20.76730244,496.791035,26.16847913,10.71837724,0,0.142240308,115.4852137,2.11625,0.21932,1.71,,5.49,8.440556252,2.542
126,Eucalyptus punctata,Eucalyptus,punctata,Myrtaceae,Myrtales,Rosidae,EucPun,Yengo,-32.778,150.922,-24.564,0.639,216.5,32.113,2.16,-1.14,-2,76.81,16.6,2.72,0.59,35,46.524,3531.234,7212.3361,,11.3047619,0.598077098,4.993810321,1.02025,530,4.065885832,2.997315644,1.325417237,36.45231574,10.4124751,629.8518426,97.92680677,41.08229582,0,0.162630727,300.9163347,7.06547619,3.376,0.283636928,2.157264,0.183487687,1.945699641,0.253,477.225,2.273006542,1.468868336,0.300454144,5.767405063,17.72730039,416.06889,10.83527751,7.080422347,0,0.086142892,90.71969328,2.11,0.24095,2.16,,5.79,10.70382505,2.91
127,Eucalyptus sparsifolia,Eucalyptus,sparsifolia,Myrtaceae,Myrtales,Rosidae,EucSpa,Yengo,-32.778,150.922,-25.385,0.629,250.1,14.199,3.37,-1.32,-2.13,50.89,12.7,3.26,0.82,20,48.747,3785.096,5753.32534,,10.73333333,0.579224727,3.036088107,0.959875,552.3,2.123361044,2.476409163,1.444965231,4.254854369,6.624696602,233.6492718,26.21505947,16.03225121,0,0.062257282,233.4194175,6.708333333,2.3,0.344572233,1.4467,0.22770951,1.572173844,0.21321,476.7,1.582024108,1.153692531,0.47372724,3.871586009,11.75347389,274.5225503,13.73034499,6.141231433,0,0.031294921,110.5518687,1.4375,0.22216,3.37,,4.73,6.898296059,2.68117752
128,Exocarpos cupressiformis,Exocarpos,cupressiformis,Santalaceae,Santales,Rosidae,ExoCup,Yengo,-32.778,150.922,-24.111,0.695,206.3,0.351,2.09,-1.36,-2.74,51.48,10.6,6.95,1.43,6,41.74,3176.522,4063.43629,,13.83,1.260313589,11.18351151,1.2825,546.3,2.713504853,3.257998227,1.067940144,9.202961672,24.42353161,369.8295172,96.72780314,21.06141115,0,0.709899204,419.3737556,8.64375,3.443,0.23098294,2.392885,0.165950627,5.821356359,0.405835,484.26,1.085881079,0.683649007,0.6263384,4.806451613,15.20825062,132.7494417,11.42337469,7.555614144,0,0.180924318,103.2812655,2.151875,0.22043,2.09,,2.42,8.973346804,4.522159744
129,Grevillea mucronulata,Grevillea,mucronulata,Proteaceae,Proteales,Rosidae,GreMuc,Yengo,-32.778,150.922,-24.48,0.677,75.2,0.65,0.95,-0.98,-1.61,169.62,12.8,5.84,0.44,2,51.041,5456.424,10274.30922,,12.32,0.57898173,4.10784904,0.84225,507.6,2.819032357,1.813942483,0.628918276,3.267716535,5.696911909,1221.79626,120.2880103,9.757843258,0.206077756,0.105776329,247.7085384,7.7,2.065,0.111190541,1.398005,0.074733866,1.400830682,0.42458,473.445,1.085292383,1.136661763,0.129404177,3.757371007,11.62926904,379.8645885,8.621081081,4.068796069,0,0.189649877,77.74127764,1.290625,0.15253,0.95,,4.69,16.26773225,2.72023234
130,Jacksonia scoparia,Jacksonia,scoparia,Fabaceae,Fabales,Rosidae,JacSco,Yengo,-32.778,150.922,-24.348,0.682,227.8,0.27,1.13,-1.27,-2.25,82.09,18.7,8.37,1.91,3,44.552,4064.5,2811.59897,,19.33,0.890985676,5.294951516,1.07775,517.1,2.084756654,2.11194822,2.071416246,4.858920651,14.27384179,353.5091178,84.27604805,10.92887506,0,0.097739034,210.3369887,12.08125,3.244,0.627881715,2.212408,0.400117315,5.288761061,0.69713,469.98,2.847248112,1.791639928,0.711047662,6.795563549,14.34604317,314.9307554,7.41470024,8.989718225,0,0.0757494,356.2261391,2.0275,0.19574,1.13,,2.91,10.83565151,6.581203622
131,Melaleuca pallida,Melaleuca,pallida,Myrtaceae,Myrtales,Rosidae,MelPal,Yengo,-32.778,150.922,-24.983,0.756,151.4,1.253,0.26,-1.09,-2.07,43.6,6.6,2.01,0.3,5,58.66,4205.376,6375.97172,,11.95,0.511002348,3.943533537,1.50625,566.7,2.222478659,1.964317104,0.236509421,3.317682927,4.814512195,58.85487805,28.02590854,21.19527439,0,0,283.937439,7.46875,2.513,0.166958877,1.899828,0.115668706,2.553320139,0.284395,483,1.427833877,1.858240036,0.1659843,4.911835749,21.95138889,135.6351449,18.1136715,5.89375,0,0.135386473,143.3123188,1.570625,0.25319,0.26,,5.51,16.85855587,1.181544072
132,Monotoca scoparia,Monotoca,scoparia,Ericaceae,Ericales,Dilleniidae,MonSco,Yengo,-32.778,150.922,-24.744,0.744,129.1,0.109,0.4,-0.33,-1.02,59.34,7.7,4.67,0.6,1,71.296,5089.95,3946.5866,,8.815,0.365838493,3.028282499,1.18975,539.8,5.640313271,1.593519456,0.219262364,6.040330538,11.59151455,213.277627,43.52169191,96.8252035,0,0.094906265,263.0175136,5.509375,2.745,0.108546333,2.04228,0.079008068,1.40664893,0.470005,486.885,3.619046424,0.474030715,0.230002292,11.35085575,16.81699267,1494.752659,27.50699267,5.493429095,0.059290954,0.175366748,89.71894866,1.715625,0.13769,0.4,,3.62,11.65464116,2.110734218
133,Persoonia linearis,Persoonia,linearis,Proteaceae,Proteales,Rosidae,PerLin,Yengo,-32.778,150.922,-24.032,0.593,130.3,0.902,1.91,-0.96,-1.66,51.23,6.7,6.72,0.87,4,36.949,3469.04,6828.13815,,10.36,1.119791881,4.596437347,0.884625,512.4,2.090592784,2.28659039,1.54063445,3.528473245,10.00840697,382.9050074,51.85465979,17.65979381,0,0.168476927,202.5466372,6.475,2.683,0.294284113,1.591019,0.169507616,2.926746571,0.26726,477.12,0.524221642,0.479415047,0.760090649,3.299737595,7.392563216,86.01446207,6.343792939,3.538197758,0,0,108.8865697,1.676875,0.19567,1.91,,5.53,8.095114578,1.202367483
134,Podolobium ilicifolium,Podolobium,ilicifolium,Fabaceae,Fabales,Rosidae,PodIll,Yengo,-32.778,150.922,-25.118,0.797,121.5,1.33,1.03,-1.04,-1.75,87.87,10.7,4.02,0.49,2,77.058,7412.774,5700.13321,,18.24761905,0.476983153,4.756414157,1.2365,532.3,1.402672414,0.947889176,1.629892515,6.446697426,13.63313502,199.1701068,87.04368941,21.28557552,0,0.073245508,281.0350291,11.4047619,3.293,0.099649856,2.624521,0.075729899,2.320626951,0.21551,477.225,1.160945335,0.324127612,0.372774826,4.925552354,17.75540346,82.06087896,10.24737272,5.540105668,0,0.063310519,79.04082613,2.058125,0.16634,1.03,,4.82,15.67643739,2.230863919
135,Pultenaea scabra,Pultenaea,scabra,Fabaceae,Fabales,Rosidae,PulSca,Yengo,-32.778,150.922,-24.994,0.803,93,0.087,0.86,-1.07,-1.86,113.75,10.6,17.41,1.62,1.5,70.39,8220.388,4925.90185,,18.59,0.412264312,3.772331081,1.166875,528.1,2.753065725,1.698050584,1.504736149,3.835995086,12.17364865,403.0405405,149.4345811,20.5414312,0,0.165141278,339.2592752,11.61875,4.515,0.134518137,3.625545,0.104349217,2.547423346,0.26956,474.075,0.834501654,0.353960018,0.350287224,7.183210784,19.12509191,76.33345588,11.73301471,4.307567402,0,0,88.89313725,2.821875,0.12815,0.86,,3.25,6.983629569,3.209004643
