"ITEM_ID","DATEGERMPLASMRECEIVED","MONITORINGPERIOD","THOUSANDSEEDWEIGHT","DEGREEOFPURITY","AVGSEEDPERFRUIT","ORIGINALSEEDQUANTITY","CURRENTSEEDQUANTITY","ADJUSTEDSEEDQUANTITY","METHODSEEDNUMDETERMINED","VIABILITYSUMMARY","PROCESSINGMEASUREMENTSORFACTS"
1260153,30-JAN-91,"",,,"","",,"","","","Current quantity available as 1.234gm packet"
1282182,06-APR-90,"",,,"","",,"","","","Current quantity available as 7.4487gm large packet,2.093gm packet"
1282309,06-APR-90,"",,,"","",,"","","","Current quantity available as .5gm packet"
1282344,06-APR-90,"",,,"","",,"","","","Current quantity available as 4 packet,1 large packet"
1249764,18-APR-91,"",,,"","",,"","","","Current quantity available as .175gm packet"
1249806,18-APR-91,"",,,"","",,"","","","Current quantity available as .219gm packet"
1249821,18-APR-91,"",,,"","",,"","","","Current quantity available as 1.371gm packet"
1249879,18-APR-91,"",,,"","",,"","","","Current quantity available as .314gm packet"
1239296,21-MAY-91,"",32.6628,,"","",85,"","","","Current quantity available as 2.777gm packet"
1250114,18-APR-91,"",,,"","",,"","","","Current quantity available as 1.04gm packet"
1260923,29-JAN-91,"",10.282,,"","",2791,"","","","Current quantity available as 27.7gm large packet,1 packet"
1282671,06-APR-90,"",4.75,,"","",99,"","","","Current quantity available as .47gm packet"
1272539,25-OCT-90,"",,,"","",,"","","","Current quantity available as .737gm packet"
1288380,02-MAY-90,"",,,"","",,"","","","Current quantity available as 1.636gm packet"
1239785,21-MAY-91,"",,,"","",,"","","","Current quantity available as 14.2gm large packet"
1250850,18-APR-91,"",,,"","",,"","","","Current quantity available as 1.462gm packet"
1285993,06-APR-90,"",,,"","",,"","","","Current quantity available as 6.622gm packet"
1262219,29-JAN-91,"",0.1504,100,"","",827,"","","","Current quantity available as 827ea packet"
1283394,06-APR-90,"",,,"","",,"","","","Current quantity available as .53gm packet"
1283420,06-APR-90,"",,,"","",,"","","","Current quantity available as 1.42gm packet"
1268740,29-OCT-90,"",,,"","",,"","","","Current quantity available as 2.232gm packet"
1268886,25-OCT-90,"",3.62,,"","",366,"","","","Current quantity available as 1.324gm packet"
1268943,25-OCT-90,"",,,"","",,"","","","Current quantity available as .718gm packet"
1396498,,"",,,"","",,"","","","Current quantity available as 18.731gm packet"
1396500,,"",,,"","",,"","","","Current quantity available as 10.493gm packet"
1352079,,"",,,"","",,"","","","Current quantity available as 40.939gm packet"
1324188,,"",,,"","",,"","","","Current quantity available as 1.484gm packet"
1345246,02-MAR-00,"",,,"","",,"","","","Current quantity available as 6.012gm packet"
1345872,,"",,,"","",,"","","","Current quantity available as 4.6824gm packet"
1359352,,"",,,"","",,"","","","Current quantity available as 1 packet"
1325061,26-APR-05,"",38,,"","",429,"","","","Current quantity available as 16.3gm large packet"
1331559,,"",,,"","",,"","","","Current quantity available as 1.492gm packet"
1371600,,"",,,"","",,"","","","Current quantity available as 91.522gm packet"
1355128,,"",,,"","",,"","","","Current quantity available as 4.704gm packet"
1347912,,"",,,"","",,"","","","Current quantity available as 3.316gm packet"
1355436,,"",,,"","",,"","","","Current quantity available as 3.839gm packet"
1356060,,"",,,"","",,"","","","Current quantity available as 31.819gm packet"
1148107,03-FEB-00,"",1.2,,"","",86,"","","","Current quantity available as .103gm packet"
1145231,10-MAR-04,"",0.2848,,"","",358,"","","","Current quantity available as .102gm packet"
1147402,24-NOV-98,"",11.763,,"","",168,"","","","Current quantity available as 1.982gm packet"
1137975,20-OCT-99,"",0.438,,"","",820,"","","","Current quantity available as .359gm packet"
1137989,20-OCT-99,"",1.241,,"","",,"","","","Current quantity available as 1 large packet"
1145993,05-NOV-03,"",0.458,,"","",1993,"","","","Current quantity available as .913gm packet"
1145995,27-NOV-98,"",1.352,,"","",693,"","","","Current quantity available as .8964gm packet,.0406gm packet"
1137309,24-NOV-99,"",1.424,,"","",565,"","","","Current quantity available as .805gm packet"
1142423,26-MAY-99,"",0.059,,"","",2000,"","","","Current quantity available as .118gm packet"
1137313,24-NOV-99,"",5.5708,,"","",65,"","","","Current quantity available as .363gm packet"
1137316,24-NOV-99,"",1.205,,"","",112,"","","","Current quantity available as .135gm packet"
1137322,24-NOV-99,"",7.736,,"","",179,"","","","Current quantity available as 1.2333gm packet,.1547gm packet"
1137346,24-NOV-99,"",1,,"","",8,"","","","Current quantity available as .008gm packet"
1137365,24-NOV-99,"",0.4652,,"","",39,"","","","Current quantity available as .0107gm packet,.0073gm packet"
1146860,24-NOV-98,"",,,"","",,"","","","Current quantity available as 1 packet"
1148452,28-MAR-00,"",5.109,,"","",234,"","","","Current quantity available as 1.197gm packet"
1139013,20-MAR-02,"",2.236,,"","",297,"","","","Current quantity available as .665gm packet"
1137624,20-OCT-99,"",2.414,,"","",1449,"","","","Current quantity available as 3.499gm packet"
1144287,08-JUN-05,"",13.48,,"","",147,"","","","Current quantity available as 1.975gm packet"
1145026,17-DEC-98,"",38.6489,,"","",47,"","","","Current quantity available as 1.809gm packet"
1143613,20-APR-99,"",0.079,,"","",2278,"","","","Current quantity available as .18gm packet"
1138491,18-OCT-99,"",1.358,,"","",986,"","","","Current quantity available as 1.339gm packet"
1140730,24-APR-01,"",,,"","",,"","","","Current quantity available as 1 packet"
1142195,26-MAY-99,"",,,"","",,"","","","Current quantity available as 1.55gm packet"
1142206,26-MAY-99,"",0.617,,"","",2151,"","","","Current quantity available as 1.327gm packet"
1145100,20-MAR-02,"",0.023,,"","",5696,"","","","Current quantity available as .131gm packet"
1145134,04-DEC-97,"",15.45,,"","",77,"","","","Current quantity available as 1.195gm packet"
1146579,27-NOV-98,"",1.672,,"","",383,"","","","Current quantity available as .64gm packet"
1146588,27-NOV-98,"",1.3276,,"","",93,"","","","Current quantity available as .123gm packet"
1156742,03-DEC-97,"",50.6,,"","",9,"","","","Current quantity available as .463gm packet"
1156767,03-DEC-97,"",6.067,,"","",4187,"","","","Current quantity available as 25.4gm large packet"
1158202,03-DEC-97,"",48.9347,,"","",54,"","","","Current quantity available as 2.635gm packet"
1155374,31-MAR-98,"",0.196,,"","",,"","","","Current quantity available as 1 packet"
1156095,05-DEC-97,"",11.391,,"","",100,"","","","Current quantity available as 1.135gm packet"
1156815,03-DEC-97,"",5.8192,,"","",92,"","","","Current quantity available as .536gm packet"
1151068,16-JUN-98,"",0.1107,,"","",967,"","","","Current quantity available as .107gm packet"
1156860,03-DEC-97,"",16.3764,,"","",57,"","","","Current quantity available as .935gm packet"
1159027,04-NOV-97,"",3.746,,"","",912,"","","","Current quantity available as 3.417gm packet"
1151863,25-FEB-05,"",2.842,,"","",168,"","","","Current quantity available as .478gm packet"
1156884,03-DEC-97,"",71.4,,"","",9,"","","","Current quantity available as .632gm packet"
1159070,04-NOV-97,"",4.022,,"","",437,"","","","Current quantity available as 1.756gm packet"
1152609,16-APR-98,"",,,"","",,"","","","Current quantity available as .087gm packet"
1154067,14-APR-98,"",16.8438,,"","",19,"","","","Current quantity available as .323gm packet"
1154763,07-APR-98,"",4.628,,"","",166,"","","","Current quantity available as .766gm packet"
1155514,14-JAN-98,"",0.089,,"","",1652,"","","","Current quantity available as .147gm packet"
1158410,05-NOV-97,"",9.211,,"","",155,"","","","Current quantity available as 1.431gm packet"
1150444,17-JUN-98,"",16.9333,,"","",8,"","","","Current quantity available as .138gm packet"
1159884,22-OCT-97,"",3.508,,"","",2375,"","","","Current quantity available as 8.332gm packet"
1151268,09-JUN-98,"",0.385,,"","",4979,"","","","Current quantity available as 1.917gm packet"
1151295,09-JUN-98,"",68.792,,"","",115,"","","","Current quantity available as 7.94gm packet"
1157062,03-DEC-97,"",32.3,,"","",1,"","","","Current quantity available as .043gm packet"
1152128,21-APR-98,"",,,"","",,"","","","Current quantity available as 1 packet"
1155020,02-APR-98,"",66.7394,,"","",95,"","","","Current quantity available as 6.362gm packet"
1149953,20-MAR-02,"",0.0424,,"","",2335,"","","","Current quantity available as .099gm packet"
1153602,14-DEC-99,"",17.9333,,"","",8,"","","","Current quantity available as .142gm packet"
1156472,04-DEC-97,"",3.914,,"","",300,"","","","Current quantity available as 1.173gm packet"
1157222,03-DEC-97,"",71.6119,,"","",66,"","","","Current quantity available as 4.722gm packet"
1150694,16-JUN-98,"",49.041,,"","",727,"","","","Current quantity available as 34.6468gm packet,.9882gm packet"
1157252,03-DEC-97,"",,,"","",,"","","","Current quantity available as .145gm packet"
1160164,22-OCT-97,"",27.2,,"","",9,"","","","Current quantity available as .258gm packet"
1155874,16-DEC-97,"",0.011,,"","",,"","","","Current quantity available as 1 packet"
1149369,07-APR-98,"",,,"","",,"","","","Current quantity available as 1 packet"
1156643,05-DEC-97,"",,,"","",,"","","","Current quantity available as .205gm packet"
1150838,16-JUN-98,"",0.063,,"","",2635,"","","","Current quantity available as .166gm packet"
1157398,03-DEC-97,"",25.961,,"","",221,"","","","Current quantity available as 5.733gm packet"
1157418,03-DEC-97,"",3.679,,"","",677,"","","","Current quantity available as 2.49gm packet"
1159632,04-NOV-97,"",76.8385,,"","",13,"","","","Current quantity available as 1.031gm packet"
1160328,22-OCT-97,"",0.8,,"","",608,"","","","Current quantity available as .486gm packet"
1169136,29-MAR-00,"",43.9722,,"","",20,"","","","Current quantity available as .862gm packet"
1163336,30-SEP-97,"",27.8205,,"","",49,"","","","Current quantity available as 1.361gm packet"
1169153,20-MAR-02,"",37.8286,,"","",9,"","","","Current quantity available as .358gm packet"
1166295,24-APR-97,"",2.29,,"","",134978,"","","","Current quantity available as 309.1gm large packet"
1167011,11-MAR-97,"",0.289,,"","",4035,"","","","Current quantity available as 1.166gm packet"
1160480,22-OCT-97,"",1.95,,"","",44,"","","","Current quantity available as .086gm packet"
1161197,22-OCT-97,"",2.16,,"","",2475,"","","","Current quantity available as 5.345gm packet"
1161905,22-OCT-97,"",2.675,,"","",7477,"","","","Current quantity available as 20gm large packet"
1161908,22-OCT-97,"",11.0333,,"","",1026,"","","","Current quantity available as 6.036gm packet,5.285gm packet"
1164859,26-MAY-97,"",0.902,,"","",89,"","","","Current quantity available as .08gm packet"
1166357,24-APR-97,"",0.203,,"","",3739,"","","","Current quantity available as .759gm packet"
1166360,24-APR-97,"",,,"","",,"","","","Current quantity available as .318gm packet"
1161988,22-OCT-97,"",0.445,,"","",,"","","","Current quantity available as 1 packet"
1162012,09-OCT-97,"",10.6235,,"","",77,"","","","Current quantity available as .821gm packet"
1166421,24-APR-97,"",1.614,,"","",11276,"","","","Current quantity available as 18.2gm large packet"
1162818,30-SEP-97,"",9.909,,"","",561,"","","","Current quantity available as 5.562gm packet"
1167252,11-MAR-97,"",,,"","",,"","","","Current quantity available as .376gm packet"
1167257,11-MAR-97,"",,,"","",,"","","","Current quantity available as .47gm packet"
1162915,30-SEP-97,"",4.012,,"","",454,"","","","Current quantity available as 1.821gm packet"
1162927,30-SEP-97,"",193.853,,"","",,"","","","Current quantity available as 1 packet"
1168759,28-OCT-96,"",106.2787,,"","",61,"","","","Current quantity available as 6.478gm packet"
1166611,13-MAR-97,"",0.084,,"","",100238,"","","","Current quantity available as 8.4182gm packet,.0018gm packet"
1166721,11-MAR-97,"",0.099,,"","",10485,"","","","Current quantity available as 1.038gm packet"
1162326,09-OCT-97,"",25.639,,"","",208,"","","","Current quantity available as 5.327gm packet"
1166764,11-MAR-97,"",0.4972,,"","",8803,"","","","Current quantity available as 4.362gm packet,.015gm packet"
1168930,02-OCT-96,"",,,"","",,"","","","Current quantity available as 1.366gm packet"
1164579,17-APR-96,"",,,"","",,"","","","Current quantity available as .12gm packet"
1166803,11-MAR-97,"",,,"","",,"","","","Current quantity available as 4.163gm packet"
1168248,07-NOV-96,"",,,"","",,"","","","Current quantity available as 3.805gm packet"
1169002,02-OCT-96,"",,,"","",,"","","","Current quantity available as 15.55gm packet"
1170435,09-SEP-96,"",4.269,,"","",141,"","","","Current quantity available as .5764gm packet,.0256gm packet"
1171890,13-JUN-96,"",,,"","",,"","","","Current quantity available as 1 packet"
1162401,09-OCT-97,"",18.917,,"","",427,"","","","Current quantity available as 7.622gm packet,.449gm packet"
1170475,08-SEP-05,"",0.93,,"","",2008,"","","","Current quantity available as 1.867gm packet"
1169799,15-FEB-00,"",,,"","",,"","","","Current quantity available as .354gm packet"
1169824,03-FEB-00,"",27.5111,,"","",,"","","","Current quantity available as 1 packet"
1182361,13-JUL-94,"",,,"","",,"","","","Current quantity available as .87gm packet"
1182371,13-JUL-94,"",,,"","",,"","","","Current quantity available as 1.177gm packet"
1183815,01-FEB-00,"",,,"","",,"","","","Current quantity available as 1 packet"
1172833,14-MAR-96,"",,,"","",,"","","","Current quantity available as 5.023gm packet"
1172834,14-MAR-96,"",,,"","",,"","","","Current quantity available as .789gm packet"
1176521,18-OCT-95,"",,,"","",,"","","","Current quantity available as 5.813gm packet"
1182383,13-JUL-94,"",,,"","",,"","","","Current quantity available as .46gm packet"
1172863,14-MAR-96,"",,,"","",,"","","","Current quantity available as .373gm packet"
1172868,14-MAR-96,"",,,"","",,"","","","Current quantity available as 2.839gm packet"
1181728,10-OCT-94,"",,,"","",,"","","","Current quantity available as 3.922gm packet"
1173664,01-FEB-96,"",0.0653,,"","",2189,"","","","Current quantity available as 2189ea packet"
1176618,28-SEP-95,"",,,"","",,"","","","Current quantity available as 5 packet"
1173681,01-FEB-96,"",0.8833,,"","",1148,"","","","Current quantity available as 1148ea packet"
1182526,14-JUN-94,"",,,"","",,"","","","Current quantity available as .104gm packet"
1172288,13-MAY-96,"",0.0124,100,"","",851,"","","","Current quantity available as 851ea packet"
1178901,19-JAN-95,"",,,"","",,"","","","Current quantity available as .767gm packet"
1182571,20-MAY-94,"",,,"","",,"","","","Current quantity available as 7.01gm packet"
1172306,13-MAY-96,"",1.246,,"","",254,"","","","Current quantity available as .317gm packet"
1179010,23-JAN-95,"",,,"","",,"","","","Current quantity available as .013gm packet"
1183440,12-MAY-94,"",,,"","",,"","","","Current quantity available as .946gm packet"
1183444,12-MAY-94,"",,,"","",,"","","","Current quantity available as 2.426gm packet"
1180583,13-NOV-92,"",,,"","",,"","","","Current quantity available as 2.276gm packet"
1182813,20-MAY-94,"",,,"","",,"","","","Current quantity available as 4.369gm packet"
1179901,21-DEC-94,"",,,"","",,"","","","Current quantity available as .321gm packet"
1182118,29-JUL-94,"",,,"","",,"","","","Current quantity available as .857gm packet"
