family,SID taxa,spauth,infraspecauth,pdadesc,pdasubgroupdesc,method,animalgp,animalspecies,dispnotes,refshort,refdesc
LEGUMINOSAE-PAPILIONOIDEAE,Castanospermum australe,A.Cunn. & Fraser,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,L.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Method not stated,,,Diaspore=seed. Pods are dehiscent.,"(Moreno-Casasola et al., 1994)","Moreno-Casasola, P., Grime, J.P. and Martínez, L. 1994. A comparative study of the effects of fluctuations in temperature and moisture supply on hard coat dormancy in seeds of coastal tropical legumes in Mexico. Journal of Tropical Ecology, 10:67-86."
LEGUMINOSAE-PAPILIONOIDEAE,Daviesia mimosoides,R.Br.,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,Melophorus sp.,Diaspore=seed. The seed has an elaiosome.,"(Berg, 1975)","Berg, R.Y. 1975. Myrmechorous plants in Australia and their dispersal by ants. Australian Journal of Botany, 23:475-508."
LEGUMINOSAE-PAPILIONOIDEAE,Daviesia pubigera,A.Cunn. ex Benth.,,,,,,,diaspore=seed.,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Dendrolobium umbellatum,(L.) Benth.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LEGUMINOSAE-PAPILIONOIDEAE,Derris trifoliata,Lour.,,Water,Floating in freshwater currents,Method not stated,,,Diaspore=pod. The diaspore is buoyant.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
LEGUMINOSAE-PAPILIONOIDEAE,Desmodium brachypodum,A.Gray,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
LEGUMINOSAE-PAPILIONOIDEAE,Desmodium varians,(Labill.) G.Don,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
LEGUMINOSAE-PAPILIONOIDEAE,Dillwynia floribunda,Sm.,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,,Diaspore=seed. The seed has an elaiosome.,"(O'Dowd & Gill, 1986)","O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London."
LEGUMINOSAE-PAPILIONOIDEAE,Dillwynia juniperina,Lodd.,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,"Rhytidoponera tasmaniensis, Iridomyrmex sp.",Diaspore=seed.,"(Berg, 1975)","Berg, R.Y. 1975. Myrmechorous plants in Australia and their dispersal by ants. Australian Journal of Botany, 23:475-508."
LEGUMINOSAE-PAPILIONOIDEAE,Dillwynia retorta,(J.C.Wendl.) Druce,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,"Rhytidoponera tasmaniensis, Chelaner cf. rothsteini",Diaspore=seed.,"(Berg, 1975)","Berg, R.Y. 1975. Myrmechorous plants in Australia and their dispersal by ants. Australian Journal of Botany, 23:475-508."
LEGUMINOSAE-PAPILIONOIDEAE,Dioclea hexandra,(Ralph) Mabb.,,Water,Floating in freshwater currents,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,Wind,Diaspore is blown by wind,Direct or experimental observation,,,"Diaspore=pod. The fruit acts as a wing. Pod dehisces, but seeds remain attached to the valves. Each valve serves as a wing.","(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina vespertilio,Benth.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,pigeon,Diaspore=seed. The diaspore is mimetic of other edible diaspores.,"(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
LEGUMINOSAE-PAPILIONOIDEAE,Eutaxia microphylla,(R.Br.) C.H.Wright & Dewar,,,,,,,diaspore=seed.,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Glycine canescens,F.J.Herm.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LEGUMINOSAE-PAPILIONOIDEAE,Glycyrrhiza acanthocarpa,(Lindl.) J.M.Black,,,,,,,diaspore=entire fruit.,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Hardenbergia violacea,(Schneev.) Stearn,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,,Diaspore = seed. Seed has an elaiosome.,"(Hocking & Kortt, 1987)","Hocking, P.J. and Kortt, A.A. 1987. Growth and nutrient accumulation by fruits of the perennial legume, Hardenbergia violacea, with special reference to myrmecochory. New Phytologist, 105:89-102."
LEGUMINOSAE-PAPILIONOIDEAE,Hovea rosmarinifolia,A.Cunn.,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,"Iridomyrmex cf. nitidiceps, Pheidole sp.",,"(Berg, 1975)","Berg, R.Y. 1975. Myrmechorous plants in Australia and their dispersal by ants. Australian Journal of Botany, 23:475-508."
LEGUMINOSAE-PAPILIONOIDEAE,Indigofera colutea,(Burm.f.) Merr.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LEGUMINOSAE-PAPILIONOIDEAE,Indigofera linnaei,Ali,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia prostrata,R.Br.,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,,Diaspore=seed. The seed has an elaiosome.,"(O'Dowd & Gill, 1986)","O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London."
LEGUMINOSAE-PAPILIONOIDEAE,Mucuna gigantea,(Willd) DC.,,Water,,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
LEGUMINOSAE-PAPILIONOIDEAE,Mucuna gigantea,(Willd) DC.,,Water,Floating in saltwater currents,Direct or experimental observation,,,The diaspore is buoyant.,"(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea boormanii,Williamson,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,Melophorus sp.,Diaspore=seed.,"(Berg, 1975)","Berg, R.Y. 1975. Myrmechorous plants in Australia and their dispersal by ants. Australian Journal of Botany, 23:475-508."
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,,Diaspore=seed. The seed has an elaiosome.,"(O'Dowd & Gill, 1986)","O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London."
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea largiflorens,F.Muell. ex Benth.,,,,,,,diaspore=seed.,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,(L.) DC.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania brachycarpa,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,L.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona canescens,(Benth.) F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,(L.) Pers.,,Methods originating from parent plant or diaspore,Explosive mechanism,Direct or experimental observation,,,Diaspore=seed.,"(van Rheede van Oudtshoorn & van Rooyen, 1999)","van Rheede van Oudtshoorn, K. and van Rooyen, M.W. 1999. Dispersal Biology of Desert Plants. Adaptations of Desert Organisms. Springer-Verlag, Berlin."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia sphaerospora,F.Muell.,,,,,,,diaspore=seed.,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,L.,Ehrh.,Methods originating from parent plant or diaspore,Explosive mechanism,Direct or experimental observation,,,Diaspore=seed.,"(Garrison et al., 2000)","Garrison, W.J., Miller, G.L. and Raspet, R. 2000. Ballistic seed projection in two herbaceous species. American Journal of Botany, 87:1257-1264."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,(Jacq.) Benth.,,Water,,Method not stated,,,Diaspore=seed. The diaspore is buoyant.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
LENTIBULARIACEAE,Utricularia australis,R.Br.,,Animal,Diaspore is carried accidentally,Assumption based upon the ecology/distribution of the species,Birds.,,,"(Cook, 1987)","Cook, C.D.K. 1987. Dispersion in aquatic and amphibious vascular plants. In: Plant Life in Aquatic Habitats (Ed. by R.M.M. Crawford), pp. 179-190. Special Publication no 5, British Ecological Society. Blackwell Scientific Publications, Oxford."
LOGANIACEAE,Mitreola petiolata,(J.F.Gmel.) Torr. & A.Gray,,Water?,,Assumption based upon diaspore morphology,,,,"(Foster et al., 1986)","Foster, R.B., Arce, J.B. and Wachter, T.S. 1986. Dispersal and the sequential plant communities in Amazonian Peru floodplain. In: Frugivores and Seed Dispersal (Ed. by A. Estrada and T.H. Fleming), pp.357-370. Dr W. Junk Publishers, Dordrecht."
LORANTHACEAE,Amyema quandang,(Lindl.) Tiegh.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,"Cicaeum hirundinaceum (mistletoe bird), Acanthogenys rufogularis (spiny-cheeked honeyeater)",Diaspore=fruit. The fruit is fleshy/juicy. The species is hemiparasitic on Acacia papyrocarpa (western myall),"(van Rheede van Oudtshoorn & van Rooyen, 1999)","van Rheede van Oudtshoorn, K. and van Rooyen, M.W. 1999. Dispersal Biology of Desert Plants. Adaptations of Desert Organisms. Springer-Verlag, Berlin."
LORANTHACEAE,Lysiana murrayi,(F.Muell. & Tate) Tiegh.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,The fruit is fleshy/juicy.,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
LYTHRACEAE,Lythrum salicaria,L.,,Water,Floating in freshwater currents,Direct or experimental observation,Mammals (non-bat).,livestock and wild animals,"Also dispersed by animals, wind and via vegetative spread. Diaspore=seed. The diaspore is buoyant. Seed may also attach to clothing of humans.","(Rutledge & McLendon, sine anno)","Rutledge, C.R. and T. McLendon. sine anno. An Assessment of Exotic Plant Species of Rocky Mountain National Park. Department of Rangeland Ecosystem Science, Colorado State University. Online. Available: http://www.npwrc.usgs.gov/resource/plants/explant/i"
LYTHRACEAE,Pemphis acidula,J.R.Forst. & G.Forst.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=capsule. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LYTHRACEAE,Sonneratia alba,Sm.,,Water,Floating in fresh- or saltwater currents,Method not stated,,,Diaspore=berry. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LYTHRACEAE,Sonneratia caseolaris,(L.) Engler,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=berry. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LYTHRACEAE,Sonneratia lanceolata,Bl.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=berry. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
LYTHRACEAE,Sonneratia x gulngai,N.C.Duke,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=berry. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
MALVACEAE,Abutilon fraseri,(Hook.f.) Walp.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MALVACEAE,Abutilon otocarpum,F.Muell.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MALVACEAE,Camptostemon schultzii,Mast.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=capsule. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
MALVACEAE,Gossypium sturtianum,(R.Br.) J.H.Willis,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MALVACEAE,Heritiera littoralis,Dryand.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=fruit. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
MALVACEAE,Heritiera littoralis,Dryand.,,Wind,Diaspore is blown by wind,Direct or experimental observation,,,Diaspore=samara.,"(Yamada & Suzuki, 1999)","Yamada, T. and Suzuki, E. 1999. Comparative morphology and allometry of winged diaspores among the Asian Sterculiaceae"
MALVACEAE,Hibiscus brachysiphonius,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MALVACEAE,Hibiscus tiliaceus,L.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=capsule. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
MALVACEAE,Malvastrum americanum,(L.) Torr.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MALVACEAE,Radyera farragei,(F.Muell.) Fryxell & S.H.Hashmi,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MALVACEAE,Sida spinosa,L.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MELIACEAE,Melia azedarach,L.,,Animal,Diaspore is eaten intentionally,Method not stated,,,Diaspore=drupe. The fruit is fleshy/juicy.,"(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MELIACEAE,Xylocarpus granatum,J.Koenig,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=capsule. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
MENISPERMACEAE,Cissampelos pareira,L.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Vertebrates (unspecified).,,Diaspore=fruit. Fruits are fleshy.,"(Vazquez & Givnish, 1998)","Vazquez, J.A. and Givnish, T.J. 1998. Altitudinal gradients in tropical forest composition, structure, and diversity in the Sierra de Manantlan. Journal of Ecology, 86:999-1020."
MOLLUGINACEAE,Mollugo cerviana,(L.) Ser.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MONTIACEAE,Calandrinia polyandra,Benth.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MORACEAE,Ficus hispida,L.f.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Mammals (bats).,Fruit bats,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
MORACEAE,Ficus microcarpa,L.f.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Mammals (bats)+birds.,Fruit bats,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
MORACEAE,Ficus variegata,Bl.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Mammals (bats).,Fruit bats,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus cloeziana,F.Muell.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus dalrympleana,Maiden,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus delegatensis,F.Muell. ex R.T.Baker,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus delegatensis,F.Muell. ex R.T.Baker,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus diversicolor,F.Muell.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus fastigata,Deane & Maiden,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus fastigata,Deane & Maiden,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus gillenii,Ewart & L.R.Kerr,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus glaucescens,Maiden & Blakely,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus globulus,Labill.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus globulus,Labill.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus grandis,W.Hill,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus grandis,W.Hill,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus intertexta,R.T.Baker,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus mannensis,Boomsma,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus microcorys,F.Muell.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus nitens,(H.Deane & Maiden) Maiden,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus nitens,(H.Deane & Maiden) Maiden,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
