sample_date,spp,age,Rep,date,context,WD kg/m3,leaf_area_mm2,SLAmm2mg,C%,N%,P%,notes,leaf_mass_mg,LM/SM80,LMF80,duplicate,d13C_bark,C%_bark,d15N_bark,N%_bark,d13C_wood,C%_wood,d15N_wood,N%_wood,Al,B,calcium,Cu,Fe,K,Mg,Mn,Na,S,Zn,Asat_area (micromol/m2/s),gsw (mol/m2/s),Ci,Ca,CiCa ratio,Tleaf,DBH,CBH,SLA_photosynthesis_mm2mg,Amass,date_WD,Bark thickness (mm),Bark area (cm2),Pith diam (mm),N(%)_leaf,LMA_leaf_isotope_gm2,gas_d15N_leaf,gas_ d13C_leaf,Species
2011-05,CocFra,sapling,10,wet season (May 2011),wet_season_measurement_on_sapling,373.897,4500.96,13,43.9,2.386,0.1174,NA,347.2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15.45,41.95,8985,5.797,75.83,10870,4611,71.78,212,2092,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-May-11,1.78,0.5068,NA,NA,NA,NA,NA,Cochlospermum fraseri
2011-05,CocFra,sapling,11,wet season (May 2011),wet_season_measurement_on_sapling,371.267,5808.84,21.7,43.9,1.985,0.1127,NA,267.2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26.576,21.34,9721,5.927,65.3,6897,6604,103.81,43,1935,16.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-May-11,2.12,0.629,NA,NA,NA,NA,NA,Cochlospermum fraseri
2011-05,CorBle,adult,1,wet season (May 2011),wet_season_measurement_on_adult,688.062,1163.66,5.6,47.7,1.035,0.054,NA,209.6,NA,NA,1,-28.81,46.531,-1.09,0.252,-28.41,45.423,-1.8,0.377,51.585,18.68,3685,3.489,33.27,2383,3612,184.04,1944,1082,27.22,21.371,542.103,285.893,365.036,0.783,27.254,11.3,35.5,6.21,132.82,2-May-11,1.44,0.4054,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,adult,2,wet season (May 2011),wet_season_measurement_on_adult,695.952,1073.46,6,47.1,0.873,0.0545,NA,179.6,NA,NA,1,-28.29,46.072,-2.11,0.289,-27.48,44.671,-2.24,0.501,31.247,13.79,2578,7.931,16.47,3813,3433,144.37,1054,1036,15.8,24.361,NA,335.412,359.246,0.934,27.152,11.1,35,4.9,119.35,2-May-11,1.02,0.2282,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,adult,3,wet season (May 2011),wet_season_measurement_on_adult,713.062,1520.52,5.3,47.7,0.914,0.0524,NA,285.6,NA,NA,1,-27.34,44.411,-1.88,0.447,-27.02,44.105,-1.22,0.543,40.133,16.26,3114,5.389,17.14,3004,3372,148.09,1557,1016,16.86,19.982,873.726,314.096,365.734,0.859,27.475,9.9,31,5.81,116.13,2-May-11,1.28,0.3231,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,adult,4,wet season (May 2011),wet_season_measurement_on_adult,699.407,1408.62,5,46.8,0.768,0.0481,NA,281.8,NA,NA,1,-27.77,46.905,-1.9,0.238,-27.57,43.042,-1.88,0.404,42.742,17.1,3436,8.534,16.15,2985,4047,231.87,1127,904,16.79,22.109,602.109,290.265,364.658,0.796,27.189,10.2,32,6.3,139.24,2-May-11,1.1,0.2757,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,adult,5,wet season (May 2011),wet_season_measurement_on_adult,783.428,1677.32,4.9,47.2,0.875,0.0472,NA,343.2,NA,NA,1,-29.62,43.451,-1.11,0.212,-28.85,43.747,-1.45,0.375,27.58,12.42,2452,7.128,14.23,3179,3351,95.7,2026,1001,9.8,19.011,566.374,304.785,374.462,0.814,27.348,14,44,5.44,103.49,2-May-11,1.07,0.3139,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,1,wet season (May 2011),wet_season_measurement_on_sapling,716.285,990.82,2.6,47.4,0.56,0.0441,NA,385.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,36.157,13.33,1902,4.571,18.08,2513,3157,82.51,1209,906,18.74,19.718,385.469,271.195,369.132,0.735,27.278,4.1,13,4.73,93.34,2-May-11,0.89,0.2239,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,2,wet season (May 2011),wet_season_measurement_on_sapling,683.277,1211.86,4.6,47.3,0.872,0.0462,NA,262.8,NA,NA,1,NA,NA,NA,NA,-27.34,47.239,-2.5,0.228,25.386,13.11,1755,6.96,15.78,3708,2442,78.11,2859,970,10.35,16.841,474.401,305.074,376.383,0.811,27.397,1,3.1,5.27,88.75,2-May-11,1.03,0.2363,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,3,wet season (May 2011),wet_season_measurement_on_sapling,691.152,1227.98,5.8,46.6,0.874,0.0508,NA,210.2,NA,NA,1,-28.12,46.73,-1.68,0.272,NA,NA,NA,NA,40.54,18.73,4424,8.65,22.92,3331,3349,200.13,1562,1071,12.98,20.144,559.052,293.084,365.909,0.801,26.822,1.3,4,4.36,87.74,2-May-11,1.22,0.2888,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,4,wet season (May 2011),wet_season_measurement_on_sapling,736.249,1245.22,5.2,48,0.919,0.0447,NA,239.2,NA,NA,1,-28.67,48.197,-1.06,0.227,-27.78,43.617,-0.58,0.218,38.679,19.42,1860,4.331,13.95,3441,2917,48.62,2010,872,11.62,16.871,299.307,271.302,376.986,0.72,26.594,4.5,14,3.97,67.05,2-May-11,0.95,0.2776,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,5,wet season (May 2011),wet_season_measurement_on_sapling,770.658,1190.62,5.2,48,0.918,0.048,NA,228.2,NA,NA,1,-29.09,44.412,-0.28,0.322,NA,NA,NA,NA,35.113,20.55,2135,6.83,16.96,3070,3438,55.8,1812,915,14.91,20.879,470.902,284.849,372.713,0.764,27.262,3.5,11,4.76,99.47,2-May-11,1.12,0.3045,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,6,wet season (May 2011),wet_season_measurement_on_sapling,663.954,1909.62,4.9,47.4,0.803,0.0508,NA,391.4,NA,NA,1,NA,NA,NA,NA,-28.04,44.913,-0.78,0.339,39.465,23.81,2952,7.187,14.92,2717,3069,188.35,2202,1018,13.7,17.926,442.793,293.693,375.186,0.783,26.47,4,12.6,4.12,73.8,2-May-11,1.02,0.269,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorBle,sapling,25,wet season (May 2011),wet_season_measurement_on_sapling,709.149,1437.78,4.7,46.8,0.851,0.0515,NA,309.2,NA,NA,1,-28.3,47.831,-2.05,0.261,NA,NA,NA,NA,36.158,13.16,2355,6.133,14.7,3972,2366,105.78,1865,942,17.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-May-11,1.87,0.7406,na,NA,NA,NA,NA,Corymbia bleeseri
2011-05,CorPor,adult,1,wet season (May 2011),wet_season_measurement_on_adult,680.447,2652.44,5.2,47.8,0.925,0.0406,NA,507.8,NA,NA,1,-28.5,44.765,1.94,0.462,-27.78,44.718,-1.54,0.499,16.774,14.99,3566,9.326,16.39,3304,2317,238.8,1351,917,23.56,21.567,434.656,268.304,364.148,0.737,26.971,9.5,30,5.34,115.12,2-May-11,1.66,0.3451,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,adult,2,wet season (May 2011),wet_season_measurement_on_adult,642.636,2404.82,5.9,48.6,0.741,0.0412,NA,408.8,NA,NA,1,-29.55,44.698,-0.56,0.346,-28.75,47.404,-1.12,0.557,26.175,13.72,2321,3.326,13.15,2847,2636,159.48,936,772,21.01,14.922,327.805,288.626,375.67,0.768,27.074,11.5,36,6.48,96.65,2-May-11,1.6,0.3834,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,adult,3,wet season (May 2011),wet_season_measurement_on_adult,654.831,1715.7,4.9,47.3,0.861,0.0448,NA,348,NA,NA,1,-30.1,44.133,-0.88,0.311,-27.5,48.056,-1.33,0.802,30.467,18.08,3341,6.42,17.51,3074,2401,172.16,2355,875,15.89,18.986,490.807,290.475,368.06,0.789,26.934,33.1,104,5.46,103.58,2-May-11,1.19,0.2652,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,adult,4,wet season (May 2011),wet_season_measurement_on_adult,NA,3018.64,5.4,47.1,0.96,0.0494,NA,555.2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23.758,13.92,3974,1.902,17.49,3678,2630,207.41,2149,956,19.34,20.395,538.118,290.954,366.697,0.793,27.188,9.5,30,5.46,111.43,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,adult,5,wet season (May 2011),wet_season_measurement_on_adult,NA,3278.6,4.8,48,0.945,0.0446,NA,685,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,22.163,16.46,2295,6.914,14.23,3161,1720,131.23,2595,882,9.9,21.053,576.075,297.13,372.066,0.799,27.198,7.6,24,5.66,119.07,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,sapling,2,wet season (May 2011),wet_season_measurement_on_sapling,647.059,3194.56,3.7,47.9,0.854,0.0428,NA,872,NA,NA,1,-28,47.332,-1.86,0.241,-28.04,48.102,-1.43,0.35,40.638,16.1,2316,6.392,19.33,2998,2039,148.42,2621,930,10.96,17.87,691.165,313.03,368.887,0.849,27.27,4.5,14,5.6,100.05,2-May-11,1.45,0.3419,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,sapling,3,wet season (May 2011),wet_season_measurement_on_sapling,606.225,2306.8,4,46.5,0.733,0.0394,NA,570.6,NA,NA,1,-27.56,45.388,-0.82,0.287,-26.76,44.175,-1.02,0.736,23.44,16.1,2013,3.861,13.4,2808,2693,320.93,1835,879,9.45,23.72,534.66,273.188,360.893,0.757,26.86,4.1,13,5.27,124.98,2-May-11,2.68,0.8178,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,sapling,4,wet season (May 2011),wet_season_measurement_on_sapling,601.675,2274.62,4.9,48.1,0.91,0.0499,NA,466.2,NA,NA,1,-28.47,48.453,-1.75,0.35,-28.44,49.058,-1.58,0.513,24.494,12.79,2999,8.422,18.46,4399,2355,148.53,1569,1154,14,24.857,745.498,296.287,367.178,0.807,26.984,2.9,9,4.85,120.66,2-May-11,2.16,0.5269,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,sapling,5,wet season (May 2011),wet_season_measurement_on_sapling,668.778,2328.34,5.3,48.6,0.948,0.0405,NA,441.6,NA,NA,1,-28.38,44.687,-0.7,0.279,-27.3,47.71,-2.3,0.532,24.191,13.07,1265,6.144,22.11,4195,1994,135.59,2323,892,12.51,18.988,633.828,311.355,374.757,0.831,27.265,4.8,15,5.7,108.23,2-May-11,2.37,0.7203,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,CorPor,sapling,6,wet season (May 2011),wet_season_measurement_on_sapling,681.672,3067.8,5.1,47.9,0.853,0.0471,NA,600.4,NA,NA,1,NA,NA,NA,NA,-26.63,44.74,-1.41,0.344,23.646,14.74,2704,4.241,15.98,2613,2641,225.15,1454,868,17.93,16.765,558.563,313.276,377.107,0.831,26.877,4.5,14,5.64,94.62,3-May-11,1.53,0.3685,na,NA,NA,NA,NA,Corymbia porrecta
2011-05,EryChl,adult,1,wet season (May 2011),wet_season_measurement_on_adult,705.665,1594.3,9.7,42,1.624,0.0704,NA,164.2,NA,NA,1,-28.84,45.654,-2.45,1.324,-27.53,43.555,-2.93,0.648,5.412,43.89,4809,6.292,34.54,4204,3408,105.51,186,1127,11,7.88,149.507,286.085,387.192,0.739,26.977,28,88,10.29,81.09,2-May-11,2.42,0.5219,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,adult,2,wet season (May 2011),wet_season_measurement_on_adult,688.449,1897.48,11.3,41.5,1.776,0.0816,NA,167.8,NA,NA,1,-28.98,47.704,-2.31,1.13,-27.04,46.261,-2.18,0.312,6.52,42.99,5096,9.212,96.42,3138,2639,21.48,150,997,24.35,14.214,395.99,297.663,375.439,0.793,27.052,12.1,38,10.92,155.2,2-May-11,1.16,0.2585,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,adult,3,wet season (May 2011),wet_season_measurement_on_adult,774.674,2102.02,9,41.9,1.592,0.0825,NA,234.8,NA,NA,1,-28.07,45.48,-1.92,1.268,NA,NA,NA,NA,5.849,90.08,9844,5.406,63.43,3470,3557,27.24,37,1200,37.3,14.168,336.331,287.578,375.528,0.766,26.875,13.7,43,9.54,135.14,2-May-11,2.78,0.742,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,adult,4,wet season (May 2011),wet_season_measurement_on_adult,NA,1120.54,9.8,41,1.654,0.0874,NA,114.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8.342,52.14,9381,2.092,76.52,3162,3291,42.3,11,1113,17.76,18.145,405.656,279.802,376.144,0.744,27.071,20.4,64,9.77,177.34,NA,NA,NA,NA,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,adult,5,wet season (May 2011),wet_season_measurement_on_adult,775.225,2242.52,8,41.6,1.738,0.0795,NA,279.2,NA,NA,1,-28.43,50.106,-2.53,1.478,-27.7,44.076,-1.83,0.608,2.353,61.64,4087,6.135,37.68,3093,3441,77.59,9,1156,14.23,18.486,459.798,286.356,375.542,0.763,27.361,8.6,27,9.88,182.65,2-May-11,2.61,0.639,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,sapling,1,wet season (May 2011),wet_season_measurement_on_sapling,630.636,3721.82,9.1,41.7,1.323,0.064,NA,409.6,NA,NA,1,-28.1,45.443,-1.9,1.234,-28.11,46.57,-1.41,0.727,16.081,48.84,4346,4.147,31.38,3851,2313,91.96,140,968,7.57,11.917,209.461,269.445,380.073,0.709,26.949,2.7,8.5,10.12,120.54,2-May-11,2.21,0.6277,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,sapling,2,wet season (May 2011),wet_season_measurement_on_sapling,NA,2339.02,8.3,43.9,1.664,0.0757,NA,283.4,NA,NA,1,NA,NA,NA,NA,-27.26,46.054,-1.65,0.315,5.498,42.05,2245,5.705,71.72,3024,1830,28,42,1088,16.12,13.906,290.478,280.036,377.656,0.742,27.058,1,3,9.71,135.08,NA,NA,NA,NA,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,sapling,3,wet season (May 2011),wet_season_measurement_on_sapling,687.63,1992.24,12.1,41.3,2.16,0.103,NA,165,NA,NA,1,-27.19,47.997,-1.58,1.506,-26.49,47.187,-2.07,0.441,0.923,32.94,4049,5.161,40.2,5828,2497,133.52,21,1253,17.4,16.716,454.034,291.134,372.853,0.781,27.316,1.9,6,11.6,193.99,3-May-11,2.86,0.9227,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,sapling,4,wet season (May 2011),wet_season_measurement_on_sapling,683.16,2913.7,9.9,41.6,1.291,0.0612,NA,293.4,NA,NA,1,-28.03,47.812,-2.21,1.166,-27.14,45.889,-2.41,0.274,8.859,47.26,2361,6.429,54.49,2445,2193,37.86,88,917,12.1,19.652,560.462,285.163,366.888,0.777,27.39,0.8,2.5,9.14,179.65,3-May-11,2.13,0.5082,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EryChl,sapling,10,wet season (May 2011),wet_season_measurement_on_sapling,548.76,2291.74,9.7,42,1.884,0.0838,NA,237.2,NA,NA,1,-27.1,48.461,-0.72,1.384,NA,NA,NA,NA,17.948,19.69,2311,4.016,41.12,3667,1625,60.47,16,1091,12.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-May-11,3.11,1.1477,na,NA,NA,NA,NA,Erythrophloem chlorostachys
2011-05,EucMin,adult,3,wet season (May 2011),wet_season_measurement_on_adult,556.685,3535.76,5.4,48.7,0.618,0.0721,NA,655.8,NA,NA,1,-30.88,45.12,-0.88,0.41,-29.8,44.447,-1.6,0.169,106.003,19.1,4694,3.57,32.22,1998,3964,342.75,878,892,12.04,24.597,870.442,294.988,358.661,0.822,27.407,6.7,21,7.55,185.62,3-May-11,0.64,0.1459,na,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,adult,10,wet season (May 2011),wet_season_measurement_on_adult,459.104,3472.76,NA,NA,NA,NA,NA,NA,NA,NA,1,-29.74,46.328,-1.7,0.334,-27.76,43.273,-1.09,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-May-11,1.58,0.4658,1.03,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,adult,20,wet season (May 2011),wet_season_measurement_on_adult,573.812,3507.12,6.3,48.7,0.561,0.0928,NA,558.2,NA,NA,1,-29.73,45.059,-0.85,0.432,-28.3,44.339,-1.22,0.728,47.445,22.32,3481,5.429,23.48,2833,3676,244.66,1488,789,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-11,1.59,0.5385,1.47,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,adult,21,wet season (May 2011),wet_season_measurement_on_adult,510.902,3754.88,7.2,48.7,0.714,0.0835,NA,524,NA,NA,1,NA,NA,NA,NA,-30.16,48.406,-3.15,0.249,43.301,16.73,3334,4.346,20.35,4081,3459,242.3,2485,913,12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-11,2.22,0.9034,NA,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,adult,22,wet season (May 2011),wet_season_measurement_on_adult,519.243,2401.16,8.4,48.3,1.057,0.1115,NA,285.4,NA,NA,1,-29.94,45.366,-0.7,0.374,-28.29,47.891,-1.52,0.296,22.675,10.3,2052,5.085,22.43,5321,2294,126.68,4109,1127,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-11,1.11,0.4343,NA,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,sapling,2,wet season (May 2011),wet_season_measurement_on_sapling,623.388,4795.8,6.7,48.2,0.633,0.0906,NA,718.2,NA,NA,1,-29.25,45.229,-0.34,0.317,-27.14,43.667,-1,0.183,98.656,14.15,2552,0.203,37.89,2285,3407,264.89,1112,901,24.17,20.038,936.709,315.427,365.668,0.863,27.532,3.2,10,7.17,143.75,3-May-11,1.14,0.2672,2.11,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,sapling,3,wet season (May 2011),wet_season_measurement_on_sapling,479.084,2117.68,3.1,48.2,0.339,0.0596,NA,680.6,NA,NA,1,-30.5,46.797,-0.5,0.364,-29.17,40.185,-0.99,0.153,66.282,17.86,4674,4.127,17.72,2190,3146,274.93,662,732,11.44,24.46,788.262,292.883,360.381,0.813,26.921,3.2,10,6.63,162.12,3-May-11,0.76,0.1729,1.38,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,sapling,5,wet season (May 2011),wet_season_measurement_on_sapling,653.75,4045.64,6.6,48.3,0.687,0.0783,NA,615.6,NA,NA,1,-30.8,48.497,-1.04,0.332,-28.84,47.922,-2.73,0.137,65.694,16.04,3484,0.856,30.54,2389,2926,123.21,1711,931,14.46,23.724,1048.158,314.129,368.124,0.853,27.253,2.9,9,6.94,164.65,3-May-11,1.29,0.3261,na,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,sapling,6,wet season (May 2011),wet_season_measurement_on_sapling,471.803,3811.04,6.8,48.5,0.506,0.0625,NA,559.8,NA,NA,1,-30.23,46.338,-0.72,0.426,-28.73,44.063,-1.9,0.186,47.996,20.52,4788,3.238,22.27,2149,3503,136.86,2046,835,12.21,33.381,1130.847,286.084,356.55,0.802,26.631,2.8,8.8,8.5,283.86,3-May-11,1.04,0.3233,2.76,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucMin,sapling,7,wet season (May 2011),wet_season_measurement_on_sapling,NA,3444.04,5.2,47.8,0.462,0.0574,NA,663.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,27.822,16.38,4299,0.543,16.58,2153,3000,169.43,1540,833,8.28,20.526,589.46,293.96,366.462,0.802,27.378,3.8,12,6.62,135.92,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus miniata
2011-05,EucTet,adult,1,wet season (May 2011),wet_season_measurement_on_adult,641.102,1807.52,1.7,47.9,0.613,0.0349,NA,1052.6,NA,NA,1,-29.43,46.275,-0.3,0.569,-27.77,47.745,-1.1,0.349,28.57,12.94,2128,7.867,28.39,1921,1418,70.05,2217,649,8.27,15.906,478.261,306.787,373.817,0.821,27.037,25,78.5,5.77,91.84,3-May-11,1.11,0.2322,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,adult,2,wet season (May 2011),wet_season_measurement_on_adult,620.582,3835.66,4.5,45.5,0.53,0.0373,NA,854.2,NA,NA,1,NA,NA,NA,NA,-28.35,43.995,-2.27,0.202,11.313,18.07,3664,1.981,9.48,2365,2762,109.33,1722,634,8.84,17.764,504.877,300.032,370.882,0.809,27.367,21,66,5.93,105.42,3-May-11,1.03,0.1999,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,adult,3,wet season (May 2011),wet_season_measurement_on_adult,637.874,3729.28,5.6,46.3,0.693,0.0448,NA,666.6,NA,NA,1,-29.72,44.649,-0.86,0.331,-28.48,43.917,-1.94,0.208,23.307,17.46,3108,4.818,13.95,2423,2446,102.15,2248,765,16.84,17.157,475.333,297.385,370.603,0.802,27.507,13.4,42,4.06,69.67,3-May-11,1.08,0.2511,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,adult,4,wet season (May 2011),wet_season_measurement_on_adult,618.822,3832.54,4.9,46.2,0.501,0.0301,NA,780.8,NA,NA,1,-29.43,47.921,0.2,0.261,-28.77,43.655,-1.82,0.207,29.356,22.47,2168,2.88,10.77,1647,2152,78.18,2057,487,10.99,15.981,373.399,291.479,373.857,0.78,27.053,14.6,46,4.38,70.03,2-May-11,1.31,0.3583,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,adult,5,wet season (May 2011),wet_season_measurement_on_adult,587.762,4686.96,4.7,47.2,0.454,0.0368,NA,988.2,NA,NA,1,-30.6,49.669,-0.66,0.386,-28.86,45.041,-0.66,0.278,31.785,33.97,5107,4.423,14.06,2520,3535,119.85,2265,724,10.57,18.682,902.892,329.386,375.244,0.878,26.971,22.9,72,4.27,79.86,2-May-11,1.06,0.2573,1.15,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,sapling,1,wet season (May 2011),wet_season_measurement_on_sapling,694.923,3791.74,4.2,46.1,0.392,0.0357,NA,909.6,NA,NA,1,-28.83,47.595,-1.03,0.377,-27.26,47.779,-1.68,0.321,36.284,20.86,5532,5.553,13.4,2685,2741,120.6,1669,683,29.75,16.698,416.869,295.065,373.774,0.789,27.282,4.8,15,4.75,79.29,2-May-11,1.28,0.3879,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,sapling,2,wet season (May 2011),wet_season_measurement_on_sapling,671.141,2359.66,NA,NA,NA,NA,NA,NA,NA,NA,1,-29.36,47.342,-1.02,0.3,-26.53,44.919,-0.52,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.73,644.483,316.984,372.215,0.852,27.448,4,12.5,6.21,103.88,2-May-11,0.88,0.1587,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,sapling,3,wet season (May 2011),wet_season_measurement_on_sapling,728.762,5174.6,4.5,47.2,0.534,0.0559,NA,1142.8,NA,NA,1,-30.23,47.311,-0.72,0.409,-29.44,45.159,-1.2,0.323,50.373,25.66,4656,0.208,21.66,2176,2924,156.68,2174,757,10.5,21.322,544.688,284.857,363.962,0.783,27.167,4.1,13,4.76,101.4,2-May-11,1.27,0.3217,1.05,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,sapling,4,wet season (May 2011),wet_season_measurement_on_sapling,544.935,2409.84,5.3,48.6,0.657,0.0483,NA,456.8,NA,NA,1,-30.97,45.165,-1.73,0.497,-29.46,44.417,-20.2,0.379,84.84,18.31,4577,2.565,23.58,2347,3128,131.89,1915,836,13.95,18.742,626.68,307.542,369.245,0.833,27.161,2.5,8,6.66,124.79,2-May-11,1.73,0.7245,1.88,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,sapling,5A,wet season (May 2011),wet_season_measurement_on_sapling,NA,5054.58,3.1,48.2,0.453,0.0402,NA,1620.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20.339,24.55,2730,6.095,14.73,2254,2486,58.58,2579,739,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,EucTet,sapling,6,wet season (May 2011),wet_season_measurement_on_sapling,824.324,4558.02,4,45.9,0.464,0.0397,NA,1139.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,37.17,24.28,4295,3.467,18.09,2770,3850,82.43,1679,757,38.57,18.263,450.824,292.922,374.538,0.782,26.595,2.9,9,6.23,113.79,2-May-11,1.23,0.3158,na,NA,NA,NA,NA,Eucalyptus tetrodonta
2011-05,GreDec,adult,1,wet season (May 2011),wet_season_measurement_on_adult,610.416,1228.58,9.3,46.4,1.156,0.0434,NA,131.8,NA,NA,1,-29.06,46.876,3,0.305,-28.45,46.638,2.8,0.114,38.106,11.53,12735,0.226,15.7,1768,3787,215.73,829,684,4.99,9.036,257.434,319.622,387.949,0.824,26.856,4.8,15,14.79,133.6,3-May-11,1.04,0.327,na,NA,NA,NA,NA,Grevillea decurrens
2011-05,GreDec,adult,2,wet season (May 2011),wet_season_measurement_on_adult,578.906,978.22,11.3,43.6,0.557,0.0532,NA,86.8,NA,NA,1,-30.27,47.448,1.61,0.215,-26.74,46.426,2.82,0.113,46.095,13.4,14580,4.296,28.59,2229,4577,215.08,1908,835,5.02,9.199,250.471,315.965,387.878,0.815,26.954,4.8,15,11.39,104.78,3-May-11,1.31,0.304,na,NA,NA,NA,NA,Grevillea decurrens
2011-05,GreDec,adult,3,wet season (May 2011),wet_season_measurement_on_adult,632.87,944.56,9.4,44.2,0.798,0.0478,NA,100.2,NA,NA,1,-29.67,42.572,1.41,0.269,NA,NA,NA,NA,42.749,10.94,11390,5.075,61.75,2322,4778,373.82,1944,734,5.6,16.051,402.269,297.256,376.016,0.791,26.981,3.7,11.5,12.15,195.09,3-May-11,1.22,0.3205,na,NA,NA,NA,NA,Grevillea decurrens
2011-05,GreDec,adult,5,wet season (May 2011),wet_season_measurement_on_adult,604.215,950.08,11.3,44.6,0.927,0.0483,NA,83.8,NA,NA,1,-31.29,47.793,2.84,0.323,-29.18,45.135,3.06,0.164,44.838,14.86,13245,4.264,50.98,2171,4271,371.68,2196,830,5.36,14.249,389.733,312.097,384.146,0.812,27.273,5.2,16.3,10.11,143.99,3-May-11,1.13,0.3078,na,NA,NA,NA,NA,Grevillea decurrens
2011-05,GreDec,adult,20,wet season (May 2011),wet_season_measurement_on_adult,NA,1120,9.6,44.6,0.732,0.0601,NA,117.2,NA,NA,1,NA,NA,NA,NA,-27.16,43.726,1.8,0.254,5.947,14.4,1557,2.07,24.74,3514,1590,38.53,3843,615,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grevillea decurrens
