"View","Taxon Name","NT Endemic","NT Only","Current Name","Name w/Data (non-current)","Checklist Category","Taxon Status","Eco Source","Eco Status","Deciduous","Diaspore Dispersal Agent","Diaspore Morphology","Ephiphytic","Fire Response Adult","Fire Response Juvenile","Flowering Breeding System","Growth Form","Growth Form NVIS","Growth Form YB","Longevity","Mass Recruitment","Metabolic Type","Mycorrhiza","Nitrogen Fixing","Palatibility","Parasitic","Phenology Flowering","Phenology Fruit Maturity","Pollen Transfer","Pollination Breeding System","Pollination Syndrome","Presence Defence Compounds","Presence Defence Structures","Response To Grazing","Resprout Type","Resurrection","Seed Bank","Taxon ID","Taxon Id","Underground Storage","Vegetative Spread"
"-","SIMAROUBACEAE Samadera","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050299","-","-"
"View","SIMAROUBACEAE Samadera sp. Mary River (I.D.Cowie 1454) Dunlop","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5510","5510","-","-"
"-","SMILACACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5534","-","-"
"-","SMILACACEAE Smilax","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5535","-","-"
"View","SMILACACEAE Smilax australis R.Br.","-","-","Y","-","NT","ACTIVE","KNP plots, JRS 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes, Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed, Dispersal reliant","5536","5536","With distinct swollen storage structure from which resprouting may occur","capacity to be rhizomatous or root budding"
"View","SMILACACEAE Smilax blumei A.DC.","N","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Vine","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26803","26803","-","-"
"-","SOLANACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5537","-","-"
"-","SOLANACEAE Capsicum","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5538","-","-"
"View","SOLANACEAE Capsicum annuum L.","-","-","Y","-","NT","ACTIVE","JRS 2004","-","Facultatively deciduous","-","-","N","Seeder","-","-","Shrub","Shrub","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","5539","5539","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","SOLANACEAE Datura","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5540","-","-"
"View","SOLANACEAE Datura ferox L.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5541","5541","-","-"
"View","SOLANACEAE Datura inoxia Mill.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5542","5542","-","-"
"View","SOLANACEAE Datura leichhardtii F.Muell. ex Benth.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5543","5543","-","-"
"-","SOLANACEAE Datura leichhardtii F.Muell. ex Benth. subsp. leichhardtii","N","N","Y","N","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22579","-","-"
"View","SOLANACEAE Datura wrightii Regel","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5544","5544","-","-"
"-","SOLANACEAE Duboisia","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5545","-","-"
"-","SOLANACEAE Duboisia arenitensis Craven, Lepschi & Haegi","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21022","-","-"
"View","SOLANACEAE Duboisia hopwoodii (F.Muell.) F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes, Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","5546","5546","Without swollen storage structure","capacity to be rhizomatous or root budding"
"-","SOLANACEAE Lycium","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5547","-","-"
"View","SOLANACEAE Lycium ferocissimum Miers","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5548","5548","-","-"
"-","SOLANACEAE Lycopersicon","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5549","-","-"
"-","SOLANACEAE Lycopersicon esculentum Mill.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5550","-","-"
"-","SOLANACEAE Lycopersicon esculentum Mill. var. cerasiforme (Dun.) Alef.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5551","-","-"
"-","SOLANACEAE Nicotiana","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5553","-","-"
"View","SOLANACEAE Nicotiana benthamiana Domin","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5554","5554","-","-"
"View","SOLANACEAE Nicotiana excelsior (J.M.Black) J.M.Black","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5557","5557","-","-"
"View","SOLANACEAE Nicotiana glauca Graham","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Tree","Shrub, Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5558","5558","-","-"
"View","SOLANACEAE Nicotiana gossei Domin","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","Canopy-stored seed","5559","5559","With distinct swollen storage structure from which resprouting may occur","Plants always discrete (includes shortly rhizomatous)"
"-","SOLANACEAE Nicotiana megalosiphon Van Heurck & Muell.Arg.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5560","-","-"
"View","SOLANACEAE Nicotiana megalosiphon Van Heurck & Muell.Arg. subsp. sessilifolia P.Horton","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5561","5561","-","-"
"View","SOLANACEAE Nicotiana monoschizocarpa (P.Horton) Symon & Lepschi","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5556","5556","-","-"
"-","SOLANACEAE Nicotiana occidentalis H.-M.Wheeler","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5562","-","-"
"View","SOLANACEAE Nicotiana occidentalis H.-M.Wheeler subsp. obliqua N.T.Burb.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5563","5563","-","-"
"-","SOLANACEAE Nicotiana rosulata (S.Moore) Domin","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5564","-","-"
"View","SOLANACEAE Nicotiana rosulata (S.Moore) Domin subsp. ingulba (J.M.Black) P.Horton","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","Yes","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Canopy-stored seed","5565","5565","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Nicotiana rosulata (S.Moore) Domin subsp. rosulata","-","-","Y","-","NT","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","20488","20488","-","-"
"View","SOLANACEAE Nicotiana simulans N.T.Burb.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5566","5566","-","-"
"View","SOLANACEAE Nicotiana velutina H.-M.Wheeler","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","5567","5567","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","SOLANACEAE Petunia","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050012","-","-"
"-","SOLANACEAE Petunia x atkinsiana (Sweet) D.Don ex W.H.Baxter","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050013","-","-"
"-","SOLANACEAE Physalis","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5568","-","-"
"View","SOLANACEAE Physalis angulata L.","-","-","Y","-","SR","ACTIVE","KNP plots, JRS 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed, Dispersal reliant","24630","24630","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Physalis minima L.","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049144","1049144","-","-"
"-","SOLANACEAE Solanum","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5570","-","-"
"View","SOLANACEAE Solanum americanum Mill.","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5572","5572","-","-"
"-","SOLANACEAE Solanum apodophyllum A.R.Bean","Y","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20391","-","-"
"-","SOLANACEAE Solanum aridicola A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050251","-","-"
"View","SOLANACEAE Solanum asymmetriphyllum Specht","Y","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5573","5573","-","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Solanum carduiforme F.Muell.","-","-","Y","-","NT","ACTIVE","Cowie 2013","ACTIVE","-","-","-","-","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21958","21958","-","-"
"View","SOLANACEAE Solanum centrale J.M.Black","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5574","5574","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum chenopodinum F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5575","5575","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum chippendalei Symon","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brock 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Shrub, Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","-","5576","5576","-","-"
"View","SOLANACEAE Solanum clarkiae Symon","Y","-","Y","-","NT","ACTIVE","Nitmiluk plots","-","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5577","5577","-","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Solanum cleistogamum Symon","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Forb","Forb","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5578","5578","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum coactiliferum J.M.Black","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5579","5579","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum cowiei Martine","Y","N","Y","N","NT","ACTIVE","Cowie 2013","ACTIVE","-","-","Drupe, berry (attractive/succulent)","-","Resprouter","-","-","Shrub, Subshrub","Shrub","Shrub","Perennial","-","-","-","-","-","-","-","-","Bee (buzz)","-","-","-","-","-","Root suckers or rhizomes","-","-","1054642","1054642","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum dioicum W.Fitzg.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5580","5580","-","-"
"View","SOLANACEAE Solanum diversiflorum F.Muell.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5581","5581","-","-"
"View","SOLANACEAE Solanum eardleyae Symon","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Forb","Forb","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5582","5582","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum eburneum Symon","Y","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5583","5583","-","-"
"View","SOLANACEAE Solanum echinatum R.Br.","-","-","Y","-","SR","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5584","5584","-","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Solanum elaeagnifolium Cav.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Forb, Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5585","5585","-","-"
"View","SOLANACEAE Solanum emmottii A.R.Bean","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050253","1050253","-","-"
"-","SOLANACEAE Solanum erianthum D.Don","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5587","-","-"
"View","SOLANACEAE Solanum esuriale Lindl.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Forb, Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5588","5588","-","-"
"View","SOLANACEAE Solanum fecundum A.R.Bean","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050437","1050437","-","-"
"View","SOLANACEAE Solanum ferocissimum Lindl.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Forb, Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5589","5589","-","-"
"View","SOLANACEAE Solanum gilesii Symon","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5590","5590","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum jobsonii Martine, J.Cantley & L.M.Lacey","Y","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","-","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1060282","1060282","-","-"
"View","SOLANACEAE Solanum lapidosum A.R.Bean","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050439","1050439","-","-"
"View","SOLANACEAE Solanum lasiophyllum Dunal","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5591","5591","-","-"
"-","SOLANACEAE Solanum lithophilum F.Muell.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050255","-","-"
"View","SOLANACEAE Solanum lobatum A.R. Bean","N","N","Y","N","SR","ACTIVE","I.D. Cowie 2020","-","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1060782","1060782","-","-"
"View","SOLANACEAE Solanum lucani F.Muell.","-","-","Y","-","NT","ACTIVE","Yates 2003, Liddle 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb, Shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5592","5592","-","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Solanum medicagineum A.R.Bean","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050443","1050443","-","-"
"-","SOLANACEAE Solanum melanospermum F.Muell.","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5593","-","-"
"View","SOLANACEAE Solanum nigrum L.","-","-","Y","-","NT","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","5594","5594","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","SOLANACEAE Solanum orbiculatum Dunal ex Poir.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5595","-","-"
"View","SOLANACEAE Solanum orbiculatum Dunal ex Poir. subsp. macrophyllum Symon","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5596","5596","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum orbiculatum Dunal ex Poir. subsp. orbiculatum","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5597","5597","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum ossicruentum Martine & J.Cantley","N","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27552","27552","-","-"
"View","SOLANACEAE Solanum osteocarpum A.R. Bean","N","N","Y","N","SR","ACTIVE","I.D. Cowie 2020","-","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1060722","1060722","-","-"
"View","SOLANACEAE Solanum pallidifolium A.R. Bean","N","N","Y","N","SR","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1060702","1060702","-","-"
"View","SOLANACEAE Solanum plastisexum Martine & McDonnell","Y","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22765","22765","-","-"
"View","SOLANACEAE Solanum pugiunculiferum C.T.White","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5599","5599","-","-"
"View","SOLANACEAE Solanum quadriloculatum F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Forb","Forb","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","5600","5600","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","SOLANACEAE Solanum rhaphiotes A.R.Bean","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050444","1050444","-","-"
"View","SOLANACEAE Solanum seaforthianum Andrews","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049149","1049149","-","-"
"-","SOLANACEAE Solanum sejunctum Brennan, Martine & Symon","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27179","-","-"
"View","SOLANACEAE Solanum sp. Katherine (G.D.Newton 13)","Y","N","Y","N","NT","ACTIVE","-","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1068642","1068642","-","-"
