text,category,taxon
P.I. Forster,Author,Marsdenia microlepis
John R. Busby (ed. December 2020),Contributor,Marsdenia microlepis
P.I. Forster,Author,Marsdenia muelleri
John R. Busby (ed. December 2020),Contributor,Marsdenia muelleri
P.I. Forster,Author,Marsdenia paludicola
John R. Busby (ed. December 2020),Contributor,Marsdenia paludicola
P.I. Forster,Author,Marsdenia pleiadenia
John R. Busby (ed. December 2020),Contributor,Marsdenia pleiadenia
P.I. Forster,Author,Marsdenia pumila
John R. Busby (ed. December 2020),Contributor,Marsdenia pumila
P.I. Forster,Author,Marsdenia rara
John R. Busby (ed. December 2020),Contributor,Marsdenia rara
P.I. Forster,Author,Marsdenia rostrata
John R. Busby (ed. December 2020),Contributor,Marsdenia rostrata
P.I. Forster,Author,Marsdenia straminea
John R. Busby (ed. December 2020),Contributor,Marsdenia straminea
P.I. Forster,Author,Marsdenia suaveolens
John R. Busby (ed. December 2020),Contributor,Marsdenia suaveolens
P.I. Forster,Author,Marsdenia suborbicularis
John R. Busby (ed. December 2020),Contributor,Marsdenia suborbicularis
P.I. Forster,Author,Marsdenia tricholepis
John R. Busby (ed. December 2020),Contributor,Marsdenia tricholepis
P.I. Forster,Author,Marsdenia trinervis
John R. Busby (ed. December 2020),Contributor,Marsdenia trinervis
P.S. Green,Author,Marsdenia tubulosa
P.G. Kodela,Editor,Marsdenia tubulosa
"John R. Busby (editorial assistance, December 2020)",Contributor,Marsdenia tubulosa
P.I. Forster,Author,Marsdenia velutina
John R. Busby (ed. December 2020),Contributor,Marsdenia velutina
P.I. Forster,Author,Marsdenia viridiflora subsp. tropica
John R. Busby (ed. December 2020),Contributor,Marsdenia viridiflora subsp. tropica
P.I. Forster,Author,Marsdenia viridiflora subsp. viridiflora
John R. Busby (ed. December 2020),Contributor,Marsdenia viridiflora subsp. viridiflora
P.I. Forster,Author,Marsdenia viridiflora
John R. Busby (ed. December 2020),Contributor,Marsdenia viridiflora
D.L. Jones,Author,Marsilea angustifolia
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea angustifolia
D.L. Jones,Author,Marsilea costulifera
"A.M. Wheeler (editorial assistance August 2022); P.G. Kodela (ed., 13 April 2023)",Contributor,Marsilea costulifera
D.L. Jones,Author,Marsilea crenata
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea crenata
D.L. Jones,Author,Marsilea drummondii
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea drummondii
D.L. Jones,Author,Marsilea exarata
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea exarata
D.L. Jones,Author,Marsilea hirsuta
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea hirsuta
D.L. Jones,Author,Marsilea latzii
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea latzii
D.L. Jones,Author,Marsilea mutica
A.M. Wheeler (editorial assistance August 2022),Contributor,Marsilea mutica
I.R. Thompson,Author,Matricaria chamomilla
P.G. Kodela (ed. August 2020),Contributor,Matricaria chamomilla
I.R. Thompson,Author,Matricaria discoidea
P.G. Kodela (ed. August 2020),Contributor,Matricaria discoidea
H.J.Hewson,Author,Matthiola incana
H.J.Hewson,Author,Matthiola longipetala subsp. bicornis
"Helen I. Aston, Barbara G. Briggs, P.G. Kodela",Author,Maundia triglochinoides
P.G. Kodela,Editor,Maundia triglochinoides
I.R. Thompson,Author,Mauranthemum paludosum
P.G. Kodela (ed. August 2020),Contributor,Mauranthemum paludosum
T.G. Hartley,Author,Medicosma cunninghamii
T.G. Hartley,Author,Medicosma elliptica
T.G. Hartley,Author,Medicosma fareana
T.G. Hartley,Author,Medicosma forsteri
T.G. Hartley,Author,Medicosma glandulosa
T.G. Hartley,Author,Medicosma heterophylla
T.G. Hartley,Author,Medicosma mulgraveana
T.G. Hartley,Author,Medicosma obovata
T.G. Hartley,Author,Medicosma riparia
T.G. Hartley,Author,Medicosma sessiliflora
Trevor Whiffin,Author,Medinilla balls-headleyi
John R. Busby (ed. May 2020),Contributor,Medinilla balls-headleyi
A.S.George,Author,Megahertzia amplexicaulis
L.W. Jessup,Author,Meiogyne bidwillii
P.G. Kodela,Editor,Meiogyne bidwillii
John R. Busby (ed. December 2021),Contributor,Meiogyne bidwillii
"L.W. Jessup, P.G. Kodela",Author,Meiogyne cylindrocarpa
P.G. Kodela,Editor,Meiogyne cylindrocarpa
"L.W. Jessup, P.G. Kodela",Author,Meiogyne heteropetala
P.G. Kodela,Editor,Meiogyne heteropetala
John R. Busby (ed. December 2021),Contributor,Meiogyne heteropetala
L.W. Jessup,Author,Meiogyne hirsuta
P.G. Kodela,Editor,Meiogyne hirsuta
L.W. Jessup,Author,Meiogyne stenopetala
P.G. Kodela,Editor,Meiogyne stenopetala
"L.W. Jessup, P.G. Kodela",Author,Meiogyne trichocarpa
P.G. Kodela,Editor,Meiogyne trichocarpa
L.W. Jessup,Author,Meiogyne verrucosa
P.G. Kodela,Editor,Meiogyne verrucosa
P.S. Green,Author,Melaleuca howeana
P.G. Kodela,Editor,Melaleuca howeana
"John R. Busby (editorial assistance, February 2021)",Contributor,Melaleuca howeana
"B.G. Briggs, C.L. Connelly, S.L. Krauss",Author,Melanostachya ustulata
P.G. Kodela,Editor,Melanostachya ustulata
Trevor Whiffin,Author,Melastoma affine
John R. Busby (ed. May 2020),Contributor,Melastoma affine
D.J. Mabberley,Author,Melia azedarach
"H.J. Hewson, P.G. Kodela",Author,Melianthus comosus
P.G. Kodela,Editor,Melianthus comosus
"P.G. Kodela, H.J. Hewson",Author,Melianthus major
P.G. Kodela,Editor,Melianthus major
J.P.Jessup,Author,Melica ciliata
T.G. Hartley,Author,Melicope affinis
P.G. Kodela (ed. January 2021).,Contributor,Melicope affinis
T.G. Hartley,Author,Melicope bonwickii
P.G. Kodela (ed. January 2021).,Contributor,Melicope bonwickii
T.G. Hartley,Author,Melicope broadbentiana
P.G. Kodela (ed. January 2021).,Contributor,Melicope broadbentiana
"P.S. Green, P.G. Kodela",Author,Melicope contermina
P.G. Kodela,Editor,Melicope contermina
T.G. Hartley,Author,Melicope elleryana
P.G. Kodela (ed. January 2021).,Editor,Melicope elleryana
T.G. Hartley,Author,Melicope fellii
P.G. Kodela (ed. January 2021).,Contributor,Melicope fellii
T.G. Hartley,Author,Melicope hayesii
P.G. Kodela (ed. January 2021).,Contributor,Melicope hayesii
T.G. Hartley,Author,Melicope jonesii
P.G. Kodela (ed. January 2021).,Contributor,Melicope jonesii
"P.S. Green, P.G. Kodela",Author,Melicope littoralis
P.G. Kodela,Editor,Melicope littoralis
T.G. Hartley,Author,Melicope micrococca
P.G. Kodela (ed. January 2021).,Contributor,Melicope micrococca
T.G. Hartley,Author,Melicope peninsularis
P.G. Kodela (ed. January 2021).,Contributor,Melicope peninsularis
"P.S. Green, P.G. Kodela",Author,Melicope polybotrya
P.G. Kodela,Editor,Melicope polybotrya
T.G. Hartley,Author,Melicope rubra
P.G. Kodela (ed. January 2021).,Contributor,Melicope rubra
T.G. Hartley,Author,Melicope vitiflora
P.G. Kodela (ed. January 2021).,Contributor,Melicope vitiflora
T.G. Hartley,Author,Melicope xanthoxyloides
P.G. Kodela (ed. January 2021).,Contributor,Melicope xanthoxyloides
Val Stajsic,Author,Melicytus angustifolius subsp. angustifolius
P.G. Kodela,Editor,Melicytus angustifolius subsp. angustifolius
Val Stajsic,Author,Melicytus angustifolius subsp. divaricatus
P.G. Kodela,Editor,Melicytus angustifolius subsp. divaricatus
Val Stajsic,Author,Melicytus angustifolius
P.G. Kodela,Editor,Melicytus angustifolius
P.S. Green & Val Stajsic,Author,Melicytus latifolius
P.G. Kodela,Editor,Melicytus latifolius
P.S. Green & Val Stajsic,Author,Melicytus ramiflorus subsp. oblongifolius
P.G. Kodela,Editor,Melicytus ramiflorus subsp. oblongifolius
P.I. Forster,Author,Melodinus acutiflorus
John R. Busby (ed. December 2020),Contributor,Melodinus acutiflorus
P.I. Forster,Author,Melodinus australis
John R. Busby (ed. December 2020),Contributor,Melodinus australis
P.I. Forster,Author,Melodinus baccellianus
John R. Busby (ed. December 2020),Contributor,Melodinus baccellianus
"P.S. Green, P.G. Kodela",Author,Melodinus baueri
P.G. Kodela,Editor,Melodinus baueri
"John R. Busby (editorial assistance, December 2020)",Contributor,Melodinus baueri
P.I. Forster,Author,Melodinus forbesii
John R. Busby (ed. December 2020),Contributor,Melodinus forbesii
L.W. Jessup,Author,Melodorum crassipetalum
L.W. Jessup,Author,Melodorum leichhardtii
P.G. Kodela,Editor,Melodorum leichhardtii
L.W. Jessup,Author,Melodorum rupestre
L.W. Jessup,Author,Melodorum scabridulum
L.W. Jessup,Author,Melodorum topazensis
L.W. Jessup,Author,Melodorum uhrii
L.W. Jessup,Author,Melodorum unguiculatum
Trevor Whiffin,Author,Memecylon arnhemensis
John R. Busby (ed. May 2020),Contributor,Memecylon arnhemensis
Trevor Whiffin,Author,Memecylon hylandii
John R. Busby (ed. May 2020),Contributor,Memecylon hylandii
Trevor Whiffin,Author,Memecylon pauciflorum var. pauciflorum
John R. Busby (ed. May 2020),Contributor,Memecylon pauciflorum var. pauciflorum
H.J.Hewson,Author,Menkea australis
H.J.Hewson,Author,Menkea crassa
H.J.Hewson,Author,Menkea draboides
H.J.Hewson,Author,Menkea lutea
H.J.Hewson,Author,Menkea sphaerocarpa
H.J.Hewson,Author,Menkea villosula
P.S. Green,Author,Meryta angustifolia
P.G. Kodela,Editor,Meryta angustifolia
"John R. Busby (editorial assistance, December 2020)",Contributor,Meryta angustifolia
P.S. Green,Author,Meryta latifolia
P.G. Kodela,Editor,Meryta latifolia
"John R. Busby (editorial assistance, December 2020)",Contributor,Meryta latifolia
"J. Venning, P.G. Kodela",Author,Mesembryanthemum aitonis
P.G. Kodela,Editor,Mesembryanthemum aitonis
"J. Venning, P.G. Kodela",Author,Mesembryanthemum crystallinum
P.G. Kodela,Editor,Mesembryanthemum crystallinum
"J. Venning, P.G. Kodela",Author,Mesembryanthemum nodiflorum
P.G. Kodela,Editor,Mesembryanthemum nodiflorum
Karen L. Wilson,Author,Mesomelaena graciliceps
P.G. Kodela,Editor,Mesomelaena graciliceps
Karen L. Wilson,Author,Mesomelaena preissii
P.G. Kodela,Editor,Mesomelaena preissii
Karen L. Wilson,Author,Mesomelaena pseudostygia
P.G. Kodela,Editor,Mesomelaena pseudostygia
Karen L. Wilson,Author,Mesomelaena stygia subsp. deflexa
P.G. Kodela,Editor,Mesomelaena stygia subsp. deflexa
Karen L. Wilson,Author,Mesomelaena stygia subsp. stygia
P.G. Kodela,Editor,Mesomelaena stygia subsp. stygia
Karen L. Wilson,Author,Mesomelaena stygia
P.G. Kodela,Editor,Mesomelaena stygia
Karen L. Wilson,Author,Mesomelaena tetragona
P.G. Kodela,Editor,Mesomelaena tetragona
"Laurie W. Jessup, R.D. Francis",Author,Mesua larnachiana
"Phillip G. Kodela, Russell L. Barrett",Editor,Mesua larnachiana
P.G. Kodela,Author,Metrosideros excelsa
P.G. Kodela,Editor,Metrosideros excelsa
"P.G. Kodela, P.S. Green",Author,Metrosideros kermadecensis
P.G. Kodela,Editor,Metrosideros kermadecensis
"John R. Busby (editorial assistance, February 2021)",Contributor,Metrosideros kermadecensis
"P.G. Kodela, P.S. Green",Author,Metrosideros nervulosa
P.G. Kodela,Editor,Metrosideros nervulosa
"John R. Busby (editorial assistance, February 2021)",Contributor,Metrosideros nervulosa
"P.G. Kodela, P.S. Green",Author,Metrosideros sclerocarpa
P.G. Kodela,Editor,Metrosideros sclerocarpa
"John R. Busby (editorial assistance, February 2021)",Contributor,Metrosideros sclerocarpa
"A.S. George, P.G. Kodela",Author,Mezoneuron brachycarpum
P.G. Kodela,Editor,Mezoneuron brachycarpum
A.S. George,Author,Mezoneuron erythrocarpum
P.G. Kodela,Editor,Mezoneuron erythrocarpum
A.S. George,Author,Mezoneuron hymenocarpum
P.G. Kodela,Editor,Mezoneuron hymenocarpum
A.S. George,Author,Mezoneuron nitens
P.G. Kodela,Editor,Mezoneuron nitens
A.S. George,Author,Mezoneuron scortechinii
P.G. Kodela,Editor,Mezoneuron scortechinii
NA,Contributor,Mezoneuron scortechinii
NA,Acknowledgements,Mezoneuron scortechinii
M.Lazarides,Author,Micraira adamsii
M.Lazarides,Author,Micraira brevis
M.Lazarides,Author,Micraira compacta
M.Lazarides,Author,Micraira dentata
M.Lazarides,Author,Micraira dunlopii
M.Lazarides,Author,Micraira inserta
M.Lazarides,Author,Micraira lazaridis
M.Lazarides,Author,Micraira multinervia
M.Lazarides,Author,Micraira pungens
M.Lazarides,Author,Micraira sp. A
M.Lazarides,Author,Micraira spiciforma
M.Lazarides,Author,Micraira spinifera
M.Lazarides,Author,Micraira subspicata
M.Lazarides,Author,Micraira subulifolia
M.Lazarides,Author,Micraira tenuis
M.Lazarides,Author,Micraira viscidula
K.D. Hill,Author,Microcachrys tetragona
A.M. Wheeler (editorial assistance July 2023),Contributor,Microcachrys tetragona
"M.E.Nightingale, M.Lazarides, C.M.Weiller",Author,Microchloa indica
Paul G. Wilson,Author,Microcybe albiflora
Paul G. Wilson,Author,Microcybe ambigua
Paul G.Wilson,Author,Microcybe multiflora subsp. baccharoides
P.E. Bolton (June 2018) - edited for web,Contributor,Microcybe multiflora subsp. baccharoides
Paul G.Wilson,Author,Microcybe multiflora subsp. multiflora
P.E. Bolton (June 2018) - edited for web,Contributor,Microcybe multiflora subsp. multiflora
Paul G. Wilson,Author,Microcybe multiflora
Paul G. Wilson,Author,Microcybe pauciflora subsp. grandis
Paul G. Wilson,Author,Microcybe pauciflora subsp. pauciflora
Paul G. Wilson,Author,Microcybe pauciflora
C.M.Weiller,Author,Microlaena stipoides var. breviseta
C.M.Weiller,Author,Microlaena stipoides var. stipoides
C.M. Weiller,Author,Microlaena stipoides
C.M.Weiller,Author,Microlaena tasmanica var. subalpina
C.M.Weiller,Author,Microlaena tasmanica var. tasmanica
C.M.Weiller,Author,Microlaena tasmanica
P.J. Brownsey,Author,Microlepia speluncae
A.M. Wheeler (editorial assistance October 2022),Contributor,Microlepia speluncae
H.J. Hewson,Author,Microlepidium alatum
H.J.Hewson,Author,Microlepidium pilosulum
D.J. Mabberley,Author,Micromelum minutum
P.G. Kodela (ed. January 2018),Contributor,Micromelum minutum
D.L. Jones,Author,Micropera fasciculata
Z.P. Groeneveld,Editor,Micropera fasciculata
B.V. Sneddon,Author,Microseris lanceolata
John R. Busby (ed. August 2020); P.G. Kodela (ed. August 2020),Contributor,Microseris lanceolata
B.V. Sneddon,Author,Microseris scapigera
John R. Busby (ed. August 2020); P.G. Kodela (ed. August 2020),Contributor,Microseris scapigera
"D.J. Ohlsen, N.G. Walsh, P.G. Kodela",Author,Microseris walteri
P.G. Kodela,Editor,Microseris walteri
Editorial assistance provided by John R. Busby (August 2020),Contributor,Microseris walteri
"Peter D. Bostock, Tracey M. Spokes",Author,Microsorum australiense
P.G. Kodela,Editor,Microsorum australiense
"Peter D. Bostock, Tracey M. Spokes, P.G. Kodela",Author,Microsorum grossum
P.G. Kodela,Editor,Microsorum grossum
"Peter D. Bostock, Tracey M. Spokes",Author,Microsorum maximum
P.G. Kodela,Editor,Microsorum maximum
"Peter D. Bostock, Tracey M. Spokes",Author,Microsorum membranifolium
P.G. Kodela,Editor,Microsorum membranifolium
"Peter D. Bostock, Tracey M. Spokes, P.G. Kodela",Author,Microsorum punctatum
P.G. Kodela,Editor,Microsorum punctatum
P.S. Green,Author,Microsorum pustulatum subsp. howense
P.G. Kodela,Editor,Microsorum pustulatum subsp. howense
"Peter D. Bostock, Tracey M. Spokes, P.G. Kodela",Author,Microsorum pustulatum subsp. pustulatum
P.G. Kodela,Editor,Microsorum pustulatum subsp. pustulatum
"P.S. Green, P.G. Kodela",Author,Microsorum pustulatum
P.G. Kodela,Editor,Microsorum pustulatum
"Peter D. Bostock, Tracey M. Spokes, P.G. Kodela",Author,Microsorum scandens
P.G. Kodela,Editor,Microsorum scandens
"Peter D. Bostock, Tracey M. Spokes, P.G. Kodela",Author,Microsorum scolopendria
P.G. Kodela,Editor,Microsorum scolopendria
K.D. Hill,Author,Microstrobos fitzgeraldii
A.M. Wheeler (editorial assistance July 2023),Contributor,Microstrobos fitzgeraldii
D.L. Jones,Author,Microtis aemula
Z.P. Groeneveld,Editor,Microtis aemula
D.L. Jones,Author,Microtis alba
Z.P. Groeneveld,Editor,Microtis alba
D.L. Jones,Author,Microtis angusii
Z.P. Groeneveld,Editor,Microtis angusii
NA,Contributor,Microtis angusii
NA,Acknowledgements,Microtis angusii
D.L. Jones,Author,Microtis arenaria
Z.P. Groeneveld,Editor,Microtis arenaria
D.L. Jones,Author,Microtis benthamiana
Z.P. Groeneveld,Editor,Microtis benthamiana
D.L. Jones,Author,Microtis biloba
Z.P. Groeneveld,Editor,Microtis biloba
D.L. Jones,Author,Microtis bipulvinaris
Z.P. Groeneveld,Editor,Microtis bipulvinaris
D.L. Jones,Author,Microtis brownii
Z.P. Groeneveld,Editor,Microtis brownii
D.L. Jones,Author,Microtis densiflora
Z.P. Groeneveld,Editor,Microtis densiflora
NA,Contributor,Microtis densiflora
NA,Acknowledgements,Microtis densiflora
D.L. Jones,Author,Microtis eremaea
Z.P. Groeneveld,Editor,Microtis eremaea
D.L. Jones,Author,Microtis eremicola
Z.P. Groeneveld,Editor,Microtis eremicola
D.L. Jones,Author,Microtis familiaris
Z.P. Groeneveld,Editor,Microtis familiaris
D.L. Jones,Author,Microtis frutetorum
Z.P. Groeneveld,Editor,Microtis frutetorum
D.L. Jones,Author,Microtis globula
Z.P. Groeneveld,Editor,Microtis globula
NA,Contributor,Microtis globula
NA,Acknowledgements,Microtis globula
D.L. Jones,Author,Microtis gracilenta
Z.P. Groeneveld,Editor,Microtis gracilenta
NA,Contributor,Microtis gracilenta
NA,Acknowledgements,Microtis gracilenta
D.L. Jones,Author,Microtis gracilis
Z.P. Groeneveld,Editor,Microtis gracilis
D.L. Jones,Author,Microtis graniticola
Z.P. Groeneveld,Editor,Microtis graniticola
NA,Contributor,Microtis graniticola
NA,Acknowledgements,Microtis graniticola
D.L. Jones,Author,Microtis holmesii
Z.P. Groeneveld,Editor,Microtis holmesii
D.L. Jones,Author,Microtis magnadenia
Z.P. Groeneveld,Editor,Microtis magnadenia
D.L. Jones,Author,Microtis media
Z.P. Groeneveld,Editor,Microtis media
D.L. Jones,Author,Microtis oblonga
Z.P. Groeneveld,Editor,Microtis oblonga
D.L. Jones,Author,Microtis parviflora
Z.P. Groeneveld,Editor,Microtis parviflora
NA,Contributor,Microtis parviflora
NA,Acknowledgements,Microtis parviflora
D.L. Jones,Author,Microtis pulchella
Z.P. Groeneveld,Editor,Microtis pulchella
D.L. Jones,Author,Microtis quadrata
Z.P. Groeneveld,Editor,Microtis quadrata
D.L. Jones,Author,Microtis rara
Z.P. Groeneveld,Editor,Microtis rara
D.L. Jones,Author,Microtis truncata
Z.P. Groeneveld,Editor,Microtis truncata
NA,Contributor,Microtis truncata
NA,Acknowledgements,Microtis truncata
D.L. Jones,Author,Microtis unifolia
Z.P. Groeneveld,Editor,Microtis unifolia
NA,Contributor,Microtis unifolia
NA,Acknowledgements,Microtis unifolia
A.E. Orchard,Author,Mikania micrantha
John R. Busby (ed. August 2020),Contributor,Mikania micrantha
L.W. Jessup,Author,Miliusa brahei
L.W. Jessup,Author,Miliusa horsfieldii
L.W. Jessup,Author,Miliusa traceyi
"P.G. Kodela, D.J. Du Puy",Author,Millettia pinnata
P.G. Kodela,Editor,Millettia pinnata
J.B.Williams,Author,Milligania densiflora
J.B.Williams,Author,Milligania johnstonii
J.B.Williams,Author,Milligania lindoniana
J.B.Williams,Author,Milligania longifolia
J.B.Williams,Author,Milligania stylosa
R.S. Cowan,Author,Mimosa diplotricha var. diplotricha
A.M. Wheeler (editorial assistance October 2023),Contributor,Mimosa diplotricha var. diplotricha
R.S. Cowan,Author,Mimosa pigra
P.G. Kodela (ed. October 2018),Contributor,Mimosa pigra
R.S.Cowan,Author,Mimosa pudica var. hispida
A.M. Wheeler (editorial assistance October 2023),Contributor,Mimosa pudica var. hispida
R.S.Cowan,Author,Mimosa pudica var. tetrandra
A.M. Wheeler (editorial assistance October 2023),Contributor,Mimosa pudica var. tetrandra
R.S.Cowan,Author,Mimosa pudica var. unijuga
A.M. Wheeler (editorial assistance October 2023),Contributor,Mimosa pudica var. unijuga
R.S. Cowan,Author,Mimosa pudica
A.M. Wheeler (editorial assistance October 2023),Contributor,Mimosa pudica
"R.D. Meikle, H.J. Hewson, D.J. Du Puy, P.G. Kodela",Author,Mirabilis jalapa
P.G. Kodela,Editor,Mirabilis jalapa
John R. Busby (ed. January 2022),Contributor,Mirabilis jalapa
S.T. Reynolds,Author,Mischarytera lautereriana
P.G. Kodela,Editor,Mischarytera lautereriana
S.T. Reynolds,Author,Mischarytera macrobotrys
P.G. Kodela,Editor,Mischarytera macrobotrys
S.T. Reynolds,Author,Mischocarpus albescens
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus albescens
S.T. Reynolds,Author,Mischocarpus anodontus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus anodontus
S.T. Reynolds,Author,Mischocarpus australis
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus australis
S.T. Reynolds,Author,Mischocarpus exangulatus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus exangulatus
S.T. Reynolds,Author,Mischocarpus grandissimus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus grandissimus
S.T. Reynolds,Author,Mischocarpus lachnocarpus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus lachnocarpus
S.T. Reynolds,Author,Mischocarpus macrocarpus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus macrocarpus
S.T. Reynolds,Author,Mischocarpus montanus
P.G. Kodela,Editor,Mischocarpus montanus
S.T. Reynolds,Author,Mischocarpus pyriformis
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus pyriformis
S.T. Reynolds,Author,Mischocarpus stipitatus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Mischocarpus stipitatus
C.R.Dunlop,Author,Mitrasacme aggregata
C.R.Dunlop,Author,Mitrasacme alsinoides
C.R.Dunlop,Author,Mitrasacme ambigua
C.R.Dunlop,Author,Mitrasacme brachystemonea
C.R.Dunlop,Author,Mitrasacme clarksonii
C.R.Dunlop,Author,Mitrasacme connata
C.R.Dunlop,Author,Mitrasacme elata
C.R.Dunlop,Author,Mitrasacme epigaea
C.R.Dunlop,Author,Mitrasacme exserta
C.R.Dunlop,Author,Mitrasacme floribunda
C.R.Dunlop,Author,Mitrasacme foliosa
C.R.Dunlop,Author,Mitrasacme galbina
C.R.Dunlop,Author,Mitrasacme geniculosa
C.R.Dunlop,Author,Mitrasacme gentianea
C.R.Dunlop,Author,Mitrasacme glaucescens
C.R.Dunlop,Author,Mitrasacme graminea
C.R.Dunlop,Author,Mitrasacme hispida
C.R.Dunlop,Author,Mitrasacme inornata
C.R.Dunlop,Author,Mitrasacme kenneallyi
C.R.Dunlop,Author,Mitrasacme laevis
C.R.Dunlop,Author,Mitrasacme laricifolia
C.R.Dunlop,Author,Mitrasacme latiflora
C.R.Dunlop,Author,Mitrasacme laxiceps
C.R.Dunlop,Author,Mitrasacme lutea
C.R.Dunlop,Author,Mitrasacme maritima
C.R.Dunlop,Author,Mitrasacme micrantha
C.R.Dunlop,Author,Mitrasacme multicaulis
C.R.Dunlop,Author,Mitrasacme neldneri
C.R.Dunlop,Author,Mitrasacme nidulifera
C.R.Dunlop,Author,Mitrasacme nudicaulis var. citrina
C.R.Dunlop,Author,Mitrasacme nudicaulis var. nudicaulis
C.R.Dunlop,Author,Mitrasacme nudicaulis
C.R.Dunlop,Author,Mitrasacme nummularia
C.R.Dunlop,Author,Mitrasacme oasena
C.R.Dunlop,Author,Mitrasacme paludosa
C.R.Dunlop,Author,Mitrasacme patens
C.R.Dunlop,Author,Mitrasacme phascoides
C.R.Dunlop,Author,Mitrasacme pilosa var. pilosa
C.R.Dunlop,Author,Mitrasacme pilosa var. stuartii
C.R.Dunlop,Author,Mitrasacme pilosa
C.R.Dunlop,Author,Mitrasacme polymorpha
C.R.Dunlop,Author,Mitrasacme prolifera
C.R.Dunlop,Author,Mitrasacme pygmaea
C.R.Dunlop,Author,Mitrasacme retroloba
C.R.Dunlop,Author,Mitrasacme scopata
C.R.Dunlop,Author,Mitrasacme scrithicola
C.R.Dunlop,Author,Mitrasacme secedens
C.R.Dunlop,Author,Mitrasacme serpyllifolia
C.R.Dunlop,Author,Mitrasacme squamigera
C.R.Dunlop,Author,Mitrasacme stellata
C.R.Dunlop,Author,Mitrasacme subvolubilis
C.R.Dunlop,Author,Mitrasacme troglodytica
L.W. Jessup,Author,Mitrella tiwiensis
"B.J.Conn, E.A.Brown",Author,Mitreola minima
"B.J.Conn, E.A.Brown",Author,Mitreola petiolata
L.W. Jessup,Author,Mitrephora diversifolia
"B.K. Simon, R.A. Kerrigan",Author,Mnesithea annua
P.G. Kodela,Editor,Mnesithea annua
"B.K. Simon, R.A. Kerrigan",Author,Mnesithea formosa
P.G. Kodela,Editor,Mnesithea formosa
R.A. Kerrigan,Author,Mnesithea pilosa
P.G. Kodela,Editor,Mnesithea pilosa
"B.K. Simon, R.A. Kerrigan",Author,Mnesithea rottboellioides
P.G. Kodela,Editor,Mnesithea rottboellioides
D.L. Jones,Author,Mobilabium hamatum
Z.P. Groeneveld,Editor,Mobilabium hamatum
R.J.F.Henderson,Author,Molineria capitulata
"C.M.Weiller, S.W.L.Jacobs, I.R.Thompson",Author,Molineriella minuta
"Neville G. Walsh, R.L. Barrett",Author,Mollugo verticillata
"R.L. Barrett, A.E. Orchard",Editor,Mollugo verticillata
P.G. Kodela (ed. July 2021),Contributor,Mollugo verticillata
I.R.H.Telford,Author,Momordica balsamina
I.R.H.Telford,Author,Momordica charantia
I.R.H.Telford,Author,Momordica cochinchinensis
H.P.Linder,Author,Monachather paradoxus
Helen I.Aston,Author,Monochoria australasica
Helen I.Aston,Author,Monochoria cyanea
Helen I.Aston,Author,Monochoria hastata
Helen I.Aston,Author,Monochoria vaginalis
H.J. Hewson,Author,Monococcus echinophorus
John R. Busby (ed. January 2022),Contributor,Monococcus echinophorus
A. Ghafoor,Author,Monoculus monstrosus
P.G. Kodela (ed. August 2020); John R. Busby (ed. August 2020),Contributor,Monoculus monstrosus
D.L. Jones,Author,Monogramma acrocarpa
"A.M. Wheeler (editorial assistance, January 2023)",Contributor,Monogramma acrocarpa
D.L. Jones,Author,Monogramma dareicarpa
A.M. Wheeler (editorial assistance January 2023),Contributor,Monogramma dareicarpa
Paul G.Wilson,Author,Monolepis spathulata
"L.W. Jessup, P.G. Kodela",Author,Monoon australe
P.G. Kodela,Editor,Monoon australe
John R. Busby (ed. December 2021),Contributor,Monoon australe
"L.W. Jessup, P.G. Kodela",Author,Monoon michaelii
P.G. Kodela,Editor,Monoon michaelii
"L.W. Jessup, P.G. Kodela",Author,Monoon patinatum
P.G. Kodela,Editor,Monoon patinatum
NA,Contributor,Monoon patinatum
NA,Acknowledgements,Monoon patinatum
A.E. Orchard,Author,Montanoa bipinnatifida
John R. Busby (ed. August 2020),Contributor,Montanoa bipinnatifida
A.E. Orchard,Author,Montanoa hibiscifolia
John R. Busby (ed. August 2020),Contributor,Montanoa hibiscifolia
D.A. Cooke,Author,Moraea aristata
"P.G. Kodela (updates, 22 October 2020)",Contributor,Moraea aristata
D.A. Cooke,Author,Moraea bellendenii
