family,taxa,spauth,infraspecauth,oilcontentval,oilmaterialdesc,moisturestatus,oilnotes,refshort,refdesc
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,14,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,14,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
LEGUMINOSAE-PAPILIONOIDEAE,Indigofera hirsuta,L.,,1.5,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Indigofera hirsuta,L.,,1.6,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Indigofera hirsuta,L.,,1.9,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,L.,Ehrh.,0.7,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by The Lebanese Agricultural Research Institute."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,L.,Ehrh.,1,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by The Lebanese Agricultural Research Institute."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,L.,Ehrh.,2.2,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by The Lebanese Agricultural Research Institute."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,L.,Ehrh.,3.12,Entire seed/nut,Air-dry basis,SE=0.09,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by The Lebanese Agricultural Research Institute."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,L.,Ehrh.,6.2,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by The Lebanese Agricultural Research Institute."
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria medicaginea,Lam.,,3.1,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia cathartica,Thouars,,6,Entire seed/nut,Moisture content not stated,,,
LYTHRACEAE,Cuphea carthagenensis,(Jacq.) J.F.Macbr.,,32.7,Entire seed/nut,Moisture content not stated,,,
LYTHRACEAE,Lythrum salicaria,L.,,10.9,Entire seed/nut,Moisture content not stated,,"(Grime et al., 1981)","Grime, J.P., Mason, G., Curtis, A.A., Rodman, J., Band, S.R., Mowforth, M.A.G., Neal, A.M. and Shaw, S. 1981. A comparative study of germination characteristics in a local flora. Journal of Ecology, 69:1017-1059."
MALVACEAE,Malvastrum coromandelianum,(L.) Garcke,,13.7,Entire seed/nut,Moisture content not stated,,,
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,15,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,15,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2001)","Yoshinaga, A. 2001. Storage Characteristics of Native Hawaiian Plant Seeds. Secretariat for Conservation Biology, Hawaii."
MALVACEAE,Brachychiton populneus,(Schott & Endl.) R.Br.,,24.7,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
MALVACEAE,Brachychiton populneus,(Schott & Endl.) R.Br.,,26,Entire seed/nut,Moisture content not stated,Mid-point of the range 25-27,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
MALVACEAE,Corchorus capsularis,L.,,11.7,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
MALVACEAE,Corchorus capsularis,L.,,14.7,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
MALVACEAE,Corchorus olitorius,L.,,11.3,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
MALVACEAE,Corchorus olitorius,L.,,14.1,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
MALVACEAE,Helicteres isora,L.,,9.4,Entire seed/nut,Moisture content not stated,,,
MALVACEAE,Helicteres isora,L.,,14,Entire seed/nut,Moisture content not stated,,,
MALVACEAE,Hibiscus tiliaceus,L.,,6.3,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
MALVACEAE,Kleinhovia hospita,L.,,8.5,Entire seed/nut,Moisture content not stated,,,
MALVACEAE,Sida spinosa,L.,,10.6,Entire seed/nut,Moisture content not stated,,"(Pence, 1991a)","Pence, V.C. 1991a. Cryopreservation of seeds of Ohio native plants and related species. Seed Science and Technology, 19:235-251."
MALVACEAE,Urena lobata,L.,,12,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
MALVACEAE,Urena lobata,L.,,19.9,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
MELIACEAE,Dysoxylum latifolium,Benth.,,6,Embryo+endosperm,Dry weight basis,,,
MELIACEAE,Melia azedarach,L.,,44.7,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by National Gene Bank of Kenya."
MELIACEAE,Aglaia australiensis,Pannell,,6.2,Embryo+endosperm,Dry weight basis,,,
MONTIACEAE,Calandrinia balonensis,Lindl.,,17,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by University of Queensland, Australia."
MYRTACEAE,Syzygium gustavioides,(Bailey) B.Hyland,,2.1,Embryo+endosperm,Dry weight basis,,,
MYRTACEAE,Syzygium kuranda,(Bailey) B.Hyland,,1.1,Embryo+endosperm,Dry weight basis,,,
MYRTACEAE,Syzygium wilsonii,(F.Muell.) B.Hyland,,0.1,Embryo+endosperm,Dry weight basis,,,
MYRTACEAE,Syzygium boonjee,B.Hyland,,0.3,Embryo+endosperm,Dry weight basis,,,
MYRTACEAE,Syzygium cormiflorum,B.Hyland,,5.9,Embryo+endosperm,Dry weight basis,,,
OLACACEAE,Ximenia americana,L.,,49.9,Entire seed/nut,Moisture content not stated,,"(IPGRI/DFSC, 2000b)","IPGRI/DFSC. 2000b. The Project on Handling and Storage of Recalcitrant and Intermediate Tropical Forest Tree Seeds. Newsletter, 7."
PHYLLANTHACEAE,Flueggea virosa,(Roxb. ex Willd.) Royle,,13,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
POACEAE,Eragrostis eriopoda,Benth.,,0.6,Entire seed/nut,Moisture content not stated,,,
POACEAE,Eragrostis eriopoda,Benth.,,2.3,Entire seed/nut,Moisture content not stated,,,
POACEAE,Eragrostis eriopoda,Benth.,,2.4,Entire seed/nut,Moisture content not stated,,,
POACEAE,Themeda triandra,Forssk.,,2.6,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,2.9,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,3.4,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,3.6,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,3.7,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,4,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,4.5,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,4.8,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,5.5,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,5.7,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,5.9,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,6.1,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,6.7,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,6.8,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,8.3,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,9.6,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
POACEAE,Themeda triandra,Forssk.,,10.6,Entire seed/nut,Moisture content not stated,,"(Whalley, 1987)","Whalley, D. 1987. Appendix 5. Dispersal unit and germination information on members of the Poaceae. In Germination of Australian Native Plant Seed. (Ed. P. Langkamp), pp. 207-209. Inkata Press, Melbourne, Sydney."
PORTULACACEAE,Portulaca oleracea,L.,,14,Entire seed/nut,Moisture content not stated,,"(Comes et al., 1978)","Comes, R.D., Bruns, V.F. and Kelley, A.D. 1978. Longevity of certain weed and crop seeds in fresh water. Weed Science, 26:336-344."
PORTULACACEAE,Portulaca oleracea,L.,,14,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
PORTULACACEAE,Portulaca oleracea,L.,,15.6,Entire seed/nut,Moisture content not stated,,"(Comes et al., 1978)","Comes, R.D., Bruns, V.F. and Kelley, A.D. 1978. Longevity of certain weed and crop seeds in fresh water. Weed Science, 26:336-344."
PORTULACACEAE,Portulaca oleracea,L.,,15.6,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
PORTULACACEAE,Portulaca oleracea,L.,,18.9,Entire seed/nut,Moisture content not stated,,"(Comes et al., 1978)","Comes, R.D., Bruns, V.F. and Kelley, A.D. 1978. Longevity of certain weed and crop seeds in fresh water. Weed Science, 26:336-344."
PORTULACACEAE,Portulaca oleracea,L.,,18.9,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
PROTEACEAE,Athertonia diversifolia,(C.T.White) L.A.S.Johnson & B.G.Briggs,,67,Embryo+endosperm,Dry weight basis,,,
PROTEACEAE,Darlingia darlingiana,(F.Muell.) L.A.S.Johnson,,46,Embryo+endosperm,Dry weight basis,,,
PROTEACEAE,Banksia ashbyi,Baker f.,,23.7,Entire seed/nut,Fresh weight basis,SD=1.2,"(Merritt et al., 2000)","Merritt, D.J., Touchell, D.H., Dixon, K.W., Plummer, J.A. and Turner, D.W. 2000. Moisture content influences survival of cryostored seed of Banksia ashbyi (Proteaceae). Australian Journal of Botany, 48:581-587."
PROTEACEAE,Banksia ashbyi,Baker f.,,27.2,Entire seed/nut,Fresh weight basis,SD=1.7,"(Merritt et al., 2000)","Merritt, D.J., Touchell, D.H., Dixon, K.W., Plummer, J.A. and Turner, D.W. 2000. Moisture content influences survival of cryostored seed of Banksia ashbyi (Proteaceae). Australian Journal of Botany, 48:581-587."
PROTEACEAE,Banksia ashbyi,Baker f.,,27.8,Entire seed/nut,Fresh weight basis,SD=0.7,"(Merritt et al., 2000)","Merritt, D.J., Touchell, D.H., Dixon, K.W., Plummer, J.A. and Turner, D.W. 2000. Moisture content influences survival of cryostored seed of Banksia ashbyi (Proteaceae). Australian Journal of Botany, 48:581-587."
PROTEACEAE,Banksia ashbyi,Baker f.,,29.8,Entire seed/nut,Fresh weight basis,SD=0.4,"(Merritt et al., 2000)","Merritt, D.J., Touchell, D.H., Dixon, K.W., Plummer, J.A. and Turner, D.W. 2000. Moisture content influences survival of cryostored seed of Banksia ashbyi (Proteaceae). Australian Journal of Botany, 48:581-587."
PROTEACEAE,Banksia ashbyi,Baker f.,,32.3,Entire seed/nut,Fresh weight basis,SD=2.1,"(Merritt et al., 2000)","Merritt, D.J., Touchell, D.H., Dixon, K.W., Plummer, J.A. and Turner, D.W. 2000. Moisture content influences survival of cryostored seed of Banksia ashbyi (Proteaceae). Australian Journal of Botany, 48:581-587."
PROTEACEAE,Cardwellia sublimis,F.Muell.,,27,Embryo+endosperm,Dry weight basis,,,
PROTEACEAE,Triunia erythrocarpa,Foreman,,5.4,Embryo+endosperm,Dry weight basis,,,
PROTEACEAE,Opisthiolepis heterophylla,L.S.Sm.,,16,Embryo+endosperm,Dry weight basis,,,
ROSACEAE,Prunus turneriana,(Bailey) Kalkman,,9,Embryo+endosperm,Dry weight basis,,,
ROSACEAE,Geum urbanum,L.,,21,Entire seed/nut,Moisture content not stated,,"(Montezuma-De-Carvalho et al., 1984)","Montezuma-De-Carvalho, J., Paiva, J. and Pimenta, M.C.S. 1984. Effect of cold storage on seed viability of aromatic plants from the Portuguese flora. EUCARPIA International Symposium on Conservation of Genetic Resources of Aromatic and Medicinal Plants, O"
RUTACEAE,Flindersia bourjotiana,F.Muell.,,48,Embryo+endosperm,Dry weight basis,,,
RUTACEAE,Flindersia brayleyana,F.Muell.,,53,Embryo+endosperm,Dry weight basis,,"(Wick, 1974)","Wick, H.L. 1974. Flindersia brayleyana F. Muell. In Seeds of Woody Plants in the United States. Agriculture Handbook No 450. Washington DC: Forest Service, USDA. pp. 409-410."
RUTACEAE,Flindersia brayleyana,F.Muell.,,53,Embryo+endosperm,Dry weight basis,,"(Willan, 1985)","Willan, R.L. 1985. A Guide to Forest Seed Handling. FAO Forestry Paper 20/2. Food and Agriculture Organisation of the United Nations, Rome."
RUTACEAE,Boronia megastigma,Nees ex Bartl.,,32.3,Entire seed/nut,Moisture content not stated,,,
SAPINDACEAE,Cupaniopsis flagelliformis,(Bailey) Radlk.,,2.3,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Sarcotoechia lanceolata,(C.T.White) S.T.Reynolds,,1,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Diploglottis diphyllostegia,(F.Muell.) Bailey,,1.8,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Bhagat & Singh, 1994)","Bhagat, S. and Singh, V. 1994. Storage capacity of some temperate shrubs. Indian Forester, 120:258-261."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Fountain & Outred, 1991)","Fountain, D.W. and Outred, H.A. 1991. Germination requirements of New Zealand native plants: a review. New Zealand Journal of Botany, 29:311-316."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004a)","Yoshinaga, A. 2004a. CCRT: University of Hawaii Center for Conservation Research and Training"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004b)","Yoshinaga, A. 2004b. NCGRP: United States Department of Agriculture National Center for Genetic Resources Preservation (formerly National Seed Storage Laboratory (NSSL))"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004c)","Yoshinaga, A. 2004c. NTBG: National Tropical Botanical Garden"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,7.6,Entire seed/nut,Moisture content not stated,,"(Zewdie, 1994)","Zewdie, M. 1994. Current status of germplasm holding at PGRC/E. PGRC/E Germplasm Newsletter 2 (February 1994), 2-5."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Bhagat & Singh, 1994)","Bhagat, S. and Singh, V. 1994. Storage capacity of some temperate shrubs. Indian Forester, 120:258-261."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Fountain & Outred, 1991)","Fountain, D.W. and Outred, H.A. 1991. Germination requirements of New Zealand native plants: a review. New Zealand Journal of Botany, 29:311-316."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004a)","Yoshinaga, A. 2004a. CCRT: University of Hawaii Center for Conservation Research and Training"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004b)","Yoshinaga, A. 2004b. NCGRP: United States Department of Agriculture National Center for Genetic Resources Preservation (formerly National Seed Storage Laboratory (NSSL))"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004c)","Yoshinaga, A. 2004c. NTBG: National Tropical Botanical Garden"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,18.6,Entire seed/nut,Moisture content not stated,,"(Zewdie, 1994)","Zewdie, M. 1994. Current status of germplasm holding at PGRC/E. PGRC/E Germplasm Newsletter 2 (February 1994), 2-5."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Bhagat & Singh, 1994)","Bhagat, S. and Singh, V. 1994. Storage capacity of some temperate shrubs. Indian Forester, 120:258-261."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Fountain & Outred, 1991)","Fountain, D.W. and Outred, H.A. 1991. Germination requirements of New Zealand native plants: a review. New Zealand Journal of Botany, 29:311-316."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004a)","Yoshinaga, A. 2004a. CCRT: University of Hawaii Center for Conservation Research and Training"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004b)","Yoshinaga, A. 2004b. NCGRP: United States Department of Agriculture National Center for Genetic Resources Preservation (formerly National Seed Storage Laboratory (NSSL))"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Yoshinaga, 2004c)","Yoshinaga, A. 2004c. NTBG: National Tropical Botanical Garden"
SAPINDACEAE,Dodonaea viscosa,Jacq.,,19,Entire seed/nut,Moisture content not stated,,"(Zewdie, 1994)","Zewdie, M. 1994. Current status of germplasm holding at PGRC/E. PGRC/E Germplasm Newsletter 2 (February 1994), 2-5."
SAPINDACEAE,Cardiospermum halicacabum,L.,,18.6,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
SAPINDACEAE,Cardiospermum halicacabum,L.,,18.6,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place; material provided by Silo National de Graines Forestieres, Antanarivo, Madagascar."
SAPINDACEAE,Diploglottis bracteata,Leenh.,,2,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Harpullia pendula,Planch. ex F.Muell.,,6.9,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Arytera pauciflora,S.T.Reynolds,,4.7,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Diploglottis smithii,S.T.Reynolds,,2.2,Embryo+endosperm,Dry weight basis,,,
SAPINDACEAE,Sarcotoechia serrata,S.T.Reynolds,,6.1,Embryo+endosperm,Dry weight basis,,,
SAPOTACEAE,Niemeyera prunifera,(F.Muell.) F.Muell.,,9.8,Embryo+endosperm,Dry weight basis,,,
SOLANACEAE,Solanum nodiflorum,Jacq.,,25.3,Entire seed/nut,Moisture content not stated,,,
SURIANACEAE,Stylobasium spathulatum,Desf.,,0.9,Entire seed/nut,Moisture content not stated,,,
THYMELAEACEAE,Phaleria clerodendron,(F.Muell.) Benth.,,11,Embryo+endosperm,Dry weight basis,,,
THYMELAEACEAE,Wikstroemia indica,(L.) C.A.Mey.,,28,Entire seed/nut,Moisture content not stated,,,
ZAMIACEAE,Lepidozamia hopei,Regel,,7.3,Embryo+endosperm,Dry weight basis,,,
ZYGOPHYLLACEAE,Tribulus terrestris,L.,,29.2,Entire seed/nut,Moisture content not stated,,"(Comes et al., 1978)","Comes, R.D., Bruns, V.F. and Kelley, A.D. 1978. Longevity of certain weed and crop seeds in fresh water. Weed Science, 26:336-344."
ZYGOPHYLLACEAE,Tribulus terrestris,L.,,37.8,Entire seed/nut,Moisture content not stated,,"(Comes et al., 1978)","Comes, R.D., Bruns, V.F. and Kelley, A.D. 1978. Longevity of certain weed and crop seeds in fresh water. Weed Science, 26:336-344."
