CODE,plant,coll,yr,treat,observation,bud_depth_mm,SPECIES,Family,MAXHT_cm,GFORM,STEMCATS,specific_leaf_area_mm2/mg
thetri,burn3,2000,0,b,20,12,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,20,18,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,20,9,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,20,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,20,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,20,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,20,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,20,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,20,3,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,20,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,20,-3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,20,-4,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,20,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,20,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,20,-4,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,20,13,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,20,-5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,20,-6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,20,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,20,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,20,5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,20,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,20,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,20,-9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,20,-15,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,20,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,20,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,20,16,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,20,9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip5,43678,1,c,20,-6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,20,-9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,20,-22,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,20,13,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,20,7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,20,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,20,-1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,20,10,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
senart,clip59,43770,1,c,20,4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,20,3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,20,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,21,4,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,21,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,21,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,21,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,21,8,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,21,-3,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,21,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,21,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,21,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,21,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,21,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,21,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,21,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,21,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,21,6,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,21,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,21,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,21,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,21,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,21,6,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,21,4,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,21,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,21,-5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,21,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,21,-2,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,21,14,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,21,9,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,21,8,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,21,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,21,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,21,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,21,9.5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,21,12,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,21,10,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,21,1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,21,9,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,21,9,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,21,3,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,21,11,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,21,17,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,21,9,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,21,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,21,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,21,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,21,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,21,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,21,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,21,-3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,21,-4,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,21,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,21,-4,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,21,13,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,21,-6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,21,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,21,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,21,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,21,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,21,-11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,21,-15,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,21,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,21,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,21,16,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,21,9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip5,43678,1,c,21,-6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,21,-9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,21,-22,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,21,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,21,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,21,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,21,-1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,21,10,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
senart,clip59,43770,1,c,21,4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,21,3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,21,8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,22,3,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,22,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,22,4,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,22,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,22,8,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,22,-3,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,22,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,22,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,22,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,22,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,22,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,22,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,22,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,22,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,22,6,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,22,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,22,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,22,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,22,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,22,6,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,22,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,22,-5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,22,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,22,-2,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,22,14,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,22,8,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,22,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,22,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,22,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,22,9,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,22,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,22,10,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,22,-1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,22,9,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,22,9,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,22,2,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,22,11,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,22,17,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,22,9,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,22,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,22,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,22,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,22,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,22,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,22,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,22,-3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,22,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,22,-4,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,22,11,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,22,-7,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,22,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,22,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,22,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,22,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,22,-11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,22,-18,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,22,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,22,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,22,15,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,22,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip5,43678,1,c,22,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,22,-10,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,22,-22,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,22,10,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,22,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,22,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,22,-1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,22,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
senart,clip59,43770,1,c,22,4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,22,2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,23,3,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,23,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,23,4,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,23,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,23,-4,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,23,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,23,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,23,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,23,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,23,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,23,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,23,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,23,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,23,6,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,23,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,23,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,23,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,23,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,23,5,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,23,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,23,-5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,23,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,23,-3,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,23,14,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,23,8,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,23,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,23,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,23,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,23,9,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,23,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,23,10,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,23,-2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,23,9,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,23,9,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,23,11,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,23,17,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,23,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,23,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,23,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,23,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,23,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,23,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,23,-3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,23,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,23,-5,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,23,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,23,-7,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,23,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,23,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,23,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,23,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,23,-16,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,23,-19,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,23,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,23,5,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,23,14,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,23,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip5,43678,1,c,23,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,23,-11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,23,10,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,23,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,23,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,23,-1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,23,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
senart,clip59,43770,1,c,23,3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,23,2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,24,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,24,4,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,24,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,24,-4,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,24,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,24,3,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,24,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,24,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,24,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,24,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,24,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,24,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,24,6,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,24,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,24,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,24,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,24,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,24,5,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,24,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,24,-5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,24,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
