speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Tricostularia_undulata,Tricostularia,undulata,Cyperaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium,Trifolium,,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Trifolium_angustifolium,Trifolium,angustifolium,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_arvense,Trifolium,arvense,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_aureum,Trifolium,aureum,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_campestre,Trifolium,campestre,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_dubium,Trifolium,dubium,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_repens,Trifolium,repens,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_striatum,Trifolium,striatum,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trifolium_subterraneum,Trifolium,subterraneum,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triglochin_calcitrapa,Triglochin,calcitrapa,Juncaginaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triglochin_centrocarpa,Triglochin,centrocarpa,Juncaginaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Triglochin_isingiana,Triglochin,isingiana,Juncaginaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Triglochin_striata,Triglochin,striata,Juncaginaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trigonella_suavissima,Trigonella,suavissima,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triodia_angusta,Triodia,angusta,Poaceae,,C4,,C4,TERN SIA,,,-14.71,,,WAA010355,stem,WAAPIL0022-58035,-21.58141944,117.0973556,29/07/2016,,,,,,,,CSIRO-2019
Triodia_basedowii,Triodia,basedowii,Poaceae,,C4,,C4,TERN SIA,,,-16.28,-16.63,,NTA016591,stem,NTAFIN0001-58009,-24.12430278,133.4679222,4/3/2016,,,,,,,,CSIRO-2019
Triodia_basedowii_lanigera,Triodia,basedowii,Poaceae,,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Triodia_bitextura,Triodia,bitextura,Poaceae,,C4,,C4,TERN SIA,,,-12.86,,,NTA 001710,leaves,NTAGFU0004-53651,-18.62405556,137.12345,15/04/2012,,,,,,,,CSIRO-2019
Triodia_brizoides,Triodia,brizoides,Poaceae,,C4,,C4,TERN SIA,,,-14.65,,,NTA008125,stem,NTAFIN0004-53624,-24.18724167,133.3763667,6/10/2011,,,,,,,,CSIRO-2019
Triodia_bromoides,Triodia,bromoides,Poaceae,,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Triodia_caelestialis,Triodia,caelestialis,Poaceae,,C4,,C4,TERN SIA,,,-14.21,-14.19,,WAA  007991,stem,WAACEK0003-58507,-17.23796944,125.2955611,11/6/2016,,,,,,,,CSIRO-2019
Triodia_danthonioides,Triodia,danthonioides,Poaceae,,C4,,C4,TERN SIA,,,-14.97,,,WAA012269,stem,WAAGES0001-58023,-27.52381667,114.5289806,30/08/2016,,,,,,,,University of Adelaide-2020
Triodia_epactia,Triodia,epactia,Poaceae,,C4,,C4,TERN SIA,,,-14.74,,,WAA010121,stem,WAAGSD0001-58509,-19.81246389,121.4741917,14/06/2016,,,,,,,,University of Adelaide-2020
Triodia_irritans,Triodia,irritans,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triodia_longiceps,Triodia,longiceps,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triodia_melvillei,Triodia,melvillei,Poaceae,,C4,,C4,TERN SIA,,,-12.35,-12.63,,WAA  006071,leaves,WAAPIL0001-57619,-22.60081944,118.2815028,28/04/2015,,,,,,,,CSIRO-2019
Triodia_microstachya,Triodia,microstachya,Poaceae,,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Triodia_plurinervata,Triodia,plurinervata,Poaceae,,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Triodia_pungens,Triodia,pungens,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triodia_rigidissima,Triodia,rigidissima,Poaceae,,C4,,C4,TERN SIA,,,-15.09,,,WAA  002575,stem,WAACOO0016-53459,-31.20321667,120.3082167,6/1/2014,,,,,,,,University of Adelaide-2020
Triodia_scariosa,Triodia,scariosa,Poaceae,,C4,,C4,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Triodia_schinzii,Triodia,schinzii,Poaceae,,C4,,C4,TERN SIA,,,-13.58,,,NTA010180,leaves,NTABRT0001-53616,-22.2836,133.2473278,19/03/2012,,,,,,,,CSIRO-2019
Triodia_tomentosa,Triodia,tomentosa,Poaceae,,C4,,C4,TERN SIA,,,-15.12,,,WAA  000828,stem,WAACOO0003-53447,-31.39997222,119.6478611,10/7/2013,,,,,,,,University of Adelaide-2020
Triodia_wiseana,Triodia,wiseana,Poaceae,,C4,,C4,TERN SIA,,,-14.48,,,WAA  006896,stems & leaves,WAAPIL0002-57620,-21.59122222,117.0663583,30/04/2015,,,,,,,,CSIRO-2019
Tripogonella_loliiformis,Tripogonella,loliiformis,Poaceae,,C4,,C4,TERN SIA,,,-14.15,,,NTA016753,stem,NTAFIN0002-58018,-24.00942222,133.4343111,5/3/2016,,,,,,,,CSIRO-2019
Triptilodiscus_pygmaeus,Triptilodiscus,pygmaeus,Asteraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triraphis_mollis,Triraphis,mollis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trisetum_antarcticum,Trisetum,antarcticum,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Trisetum_spicatum,Trisetum,spicatum,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Triumfetta_breviaculeata,Triumfetta,breviaculeata,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_centralis,Triumfetta,centralis,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_fissurata,Triumfetta,fissurata,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_incana,Triumfetta,incana,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_johnstonii,Triumfetta,johnstonii,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_longipedunculata,Triumfetta,longipedunculata,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_micracantha,Triumfetta,micracantha,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_plumigera,Triumfetta,plumigera,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Triumfetta_winneckeana,Triumfetta,winneckeana,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Tylophora_erecta,Tylophora,erecta,Apocynaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus ",,,,,,,,,,,,,,,,,,
Tylophora_flexuosa,Tylophora,flexuosa,Apocynaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus ",,,,,,,,,,,,,,,,,,
Typha_domingensis,Typha,domingensis,Typhaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ulex_europaeus,Ulex,europaeus,Fabaceae,,C3-CAM,,C3-CAM,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Uranthoecium_truncatum,Uranthoecium,truncatum,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Uraria_lagopodioides,Uraria,lagopodioides,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Uraria_lagopodoides,Uraria,lagopodoides,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Uraria_picta,Uraria,picta,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Urena_lobata,Urena,lobata,Malvaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Urochloa_holosericea,Urochloa,holosericea,Poaceae,,C4,,C4,TERN SIA,,,-12.85,,,NTA012075,stem,NTAGFU0030-53677,-14.13489722,134.3778333,5/7/2012,,,,,,,,CSIRO-2019
Urochloa_mosambicensis,Urochloa,mosambicensis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Urochloa_panicoides,Urochloa,panicoides,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Urochloa_piligera,Urochloa,piligera,Poaceae,,C4,,C4,TERN SIA,,,-14.32,,,NTA016961,leaves,NTAFIN0006-58012,-24.17759167,133.3794028,6/3/2016,,,,,,,,CSIRO-2019
Urochloa_ramosa,Urochloa,ramosa,Poaceae,,C4,,C4,TERN SIA,,,-12.95,,,NTT  003202,leaves,NTTDAC0001-53755,-13.13983269,130.7956871,18/03/2014,,,,,,,,CSIRO-2019
Urochloa_subquadripara,Urochloa,subquadripara,Poaceae,,C4,,C4,TERN SIA,Photosynthetic Pathway of other species in genus ,,-14.7,,,NSA  07169,leaves,NSABHC0024-57100,-31.34679167,142.1485167,22/04/2014,,,,,,,,University of Adelaide-2020
Urodon_dasyphyllus,Urodon,dasyphyllus,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Urospermum_picroides,Urospermum,picroides,Asteraceae,,C3,,C3,TERN SIA,,,-29.31,,,SAT003583,leaves & stem,SATKAN0003,-35.46094167,138.6040389,3/11/2014,,,,,,,,University of Adelaide-2023
Ursinia_anthemoides,Ursinia,anthemoides,Asteraceae,,C3,,C3,TERN SIA,,,-32.55,,,WAA013092,leaves,WAAJAF0003-58514,-34.40362778,117.687625,12/10/2016,,,,,,,,CSIRO-2019
Urtica_bovista,Urtica,bovista,Urticaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Urtica_incisa,Urtica,incisa,Urticaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Urtica_urens,Urtica,urens,Urticaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Utricularia_caerulea,Utricularia,caerulea,Lentibulariaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Utricularia_chrysantha,Utricularia,chrysantha,Lentibulariaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Utricularia_uliginosa,Utricularia,uliginosa,Lentibulariaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Vachellia_farnesiana,Vachellia,farnesiana,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Vachellia_pachyphloia,Vachellia,pachyphloia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Vachellia_pallidifolia,Vachellia,pallidifolia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Vachellia_suberosa,Vachellia,suberosa,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Vachellia_sutherlandii,Vachellia,sutherlandii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Vachellia_valida,Vachellia,valida,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Vandasina_retusa,Vandasina,retusa,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_arguta,Velleia,arguta,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_connata,Velleia,connata,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_cycnopotamica,Velleia,cycnopotamica,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_glabrata,Velleia,glabrata,Goodeniaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Velleia_hispida,Velleia,hispida,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_montana,Velleia,montana,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_rosea,Velleia,rosea,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Velleia_trinervis,Velleia,trinervis,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,Pate et al 1998 found example in genera that was C3,,,,,,,,,,,,,,,,,
Ventilago_viminalis,Ventilago,viminalis,Rhamnaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Verbascum_virgatum,Verbascum,virgatum,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Verbena_bonariensis,Verbena,bonariensis,Verbenaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Verbena_halei,Verbena,halei,Verbenaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verbena_incompta,Verbena,incompta,Verbenaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verbena_officinalis,Verbena,officinalis,Verbenaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Verbena_supina,Verbena,supina,Verbenaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verbesina_encelioides,Verbesina,encelioides,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,,,,,,,,,,,,,,,,,,
Veronica_calycina,Veronica,calycina,Plantaginaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Veronica_decorosa,Veronica,decorosa,Plantaginaceae,,U,C3,C3,"Kattge et al., 2020; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Veronica_derwentiana,Veronica,derwentiana,Plantaginaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Veronica_gracilis,Veronica,gracilis,Plantaginaceae,,U,C3,C3,"Kattge et al., 2020; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Veronica_hillebrandii,Veronica,hillebrandii,Plantaginaceae,,U,C3,C3,"Kattge et al., 2020; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Veronica_plebeia,Veronica,plebeia,Plantaginaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Veronica_subtilis,Veronica,subtilis,Plantaginaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verreauxia_dyeri,Verreauxia,dyeri,Goodeniaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia,Verticordia,,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia_acerosa,Verticordia,acerosa,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia_chrysantha,Verticordia,chrysantha,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_endlicheriana,Verticordia,endlicheriana,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia_eriocephala,Verticordia,eriocephala,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_grandiflora,Verticordia,grandiflora,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia_helmsii,Verticordia,helmsii,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_inclusa,Verticordia,inclusa,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_monadelpha,Verticordia,monadelpha,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_nitens,Verticordia,nitens,Myrtaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Verticordia_picta,Verticordia,picta,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_pritzelii,Verticordia,pritzelii,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_rennieana,Verticordia,rennieana,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia_roei,Verticordia,roei,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Verticordia_subulata,Verticordia,subulata,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Verticordia_verticillata,Verticordia,verticillata,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Viburnum_tinus,Viburnum,tinus,Viburnaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Vicia_monantha,Vicia,monantha,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Vicia_sativa,Vicia,sativa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Vigna_lanceolata,Vigna,lanceolata,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Vigna_radiata,Vigna,radiata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Vigna_vexillata,Vigna,vexillata,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Viola_arvensis,Viola,arvensis,Violaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Viola_auritella,Viola,auritella,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Viola_betonicifolia,Viola,betonicifolia,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Viola_cleistogamoides,Viola,cleistogamoides,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Viola_eminens,Viola,eminens,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Viola_hederacea,Viola,hederacea,Violaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Viola_sieberiana,Viola,sieberiana,Violaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
