dicot,family,genus,species,species_name,endemic to Tasmania,native to New Zealand,native to South America,"habit (s=woody, p=perennial herb, a=annual herb)",dioecious (d=dioecious; h=hermaphrodite or monoecious),"habitat (d=dry forests  woodlands and heaths; c=coastal, sm=saltmarsh; e=estuarine; wf=wet forest; b= waterlogged peats; rf=temperate rainforest; a = aquatic)",alpine (0=absent from alpine; 1= both alpine and lowland; 2= predominantly alpine),fleshy fruit (1=present),seed length (cm),seed width (cm),propagule traits
d,Haloragaceae,Gonocarpus,tetragynus,Gonocarpus tetragynus,0,0,0,p,h,d,0,0,0.12,0.1,none
d,Haloragaceae,Gonocarpus,teucrioides,Gonocarpus teucrioides,0,0,0,p,h,wf,0,0,0.15,0.12,none
d,Haloragaceae,Haloragis,aspera,Haloragis aspera,0,0,0,p,h,d,0,0,0.15,0.1,none
d,Haloragaceae,Haloragis,brownii,Haloragis brownii,0,0,0,p,h,a,0,0,0.15,0.1,none
d,Haloragaceae,Haloragis,heterophylla,Haloragis heterophylla,0,0,0,p,h,d,0,0,0.1,0.08,none
d,Haloragaceae,Haloragis,myriocarpa,Haloragis myriocarpa,0,0,0,p,h,d,0,0,0.12,0.08,none
d,Haloragaceae,Myriophyllum,amphibium,Myriophyllum amphibium,0,0,0,p,h,a,0,0,0.11,0.05,none
d,Haloragaceae,Myriophyllum,austropygmaeum,Myriophyllum austropygmaeum,1,0,0,p,h,b,2,0,0.1,0.04,none
d,Haloragaceae,Myriophyllum,glomeratum,Myriophyllum glomeratum,0,0,0,a,h,b,0,0,0.1,0.06,none
d,Haloragaceae,Myriophyllum,integrifolium,Myriophyllum integrifolium,0,0,0,p,h,b,0,0,0.08,0.03,none
d,Haloragaceae,Myriophyllum,muelleri,Myriophyllum muelleri,0,0,0,p,h,d,0,0,0.12,0.08,none
d,Haloragaceae,Myriophyllum,pedunculatum,Myriophyllum pedunculatum,0,1,0,p,h,a,0,0,0.1,0.03,none
d,Haloragaceae,Myriophyllum,salsugineum,Myriophyllum salsugineum,0,1,1,p,h,a,0,0,0.12,0.1,none
d,Haloragaceae,Myriophyllum,simulans,Myriophyllum simulans,0,1,0,p,h,a,0,0,0.225,0.2,none
d,Haloragaceae,Myriophyllum,variifolium,Myriophyllum variifolium,0,1,0,p,h,a,0,0,0.1,0.08,none
m,Hydatellaceae,Trithuria,filamentosa,Trithuria filamentosa,1,0,0,a,h,a,2,0,0.04,0.02,
m,Hydatellaceae,Trithuria,submersa,Trithuria submersa,0,0,0,a,h,a,0,0,0.08,0.02,
m,Hydrocharitaceae,Halophila,australis,Halophila australis,0,0,0,p,d,sm,0,1,,,none
m,Hydrocharitaceae,Valisneria,australis,Valisneria australis,0,0,0,p,d,a,0,1,,,none
m,Hypoxidaceae,Hypoxis,glabella,Hypoxis glabella,0,1,0,p,h,c,0,0,0.07,0.05,
m,Hypoxidaceae,Hypoxis,hygrometrica,Hypoxis hygrometrica,0,0,0,p,h,d,1,0,0.175,0.15,
m,Hypoxidaceae,Hypoxis,vaginata,Hypoxis vaginata,0,0,0,p,h,d,0,0,0.09,0.07,
m,Iridaceae,Diplarrena,latifolia,Diplarrena latifolia,1,0,0,p,h,b,1,0,0.3,0.3,none
m,Iridaceae,Diplarrena,moraea,Diplarrena moraea,0,0,0,p,h,d,0,0,0.3,0.15,none
m,Iridaceae,Isophysis, tasmanica,Isophysis  tasmanica,1,0,0,p,h,b,1,0,0.2,0.15,none
m,Iridaceae,Libertia,pulchella,Libertia pulchella,0,1,0,p,h,b/rf,1,0,0.15,0.1,none
m,Iridaceae,Patersonia,fragilis,Patersonia fragilis,0,0,0,p,h,d,0,0,0.225,0.1,none
m,Iridaceae,Patersonia,occidentalis,Patersonia occidentalis,0,0,0,p,h,b,0,0,0.25,0.15,none
m,Juncaceae,Juncus,amabilis,Juncus amabilis,0,0,0,p,h,d,0,0,0.04,0.02,none
m,Juncaceae,Juncus,antarcticus,Juncus antarcticus,0,1,0,p,h,b,2,0,0.04,0.03,none
m,Juncaceae,Juncus,astrepus,Juncus astrepus,1,0,0,p,h,b,0,0,0.06,0.03,none
m,Juncaceae,Juncus,australis,Juncus australis,0,1,0,p,h,d,0,0,0.04,0.01,none
m,Juncaceae,Juncus,bassianus,Juncus bassianus,0,0,0,p,h,b,0,0,0.06,0.01,none
m,Juncaceae,Juncus,bufonius,Juncus bufonius,0,1,1,a,h,b,0,0,0.04,0.02,none
m,Juncaceae,Juncus,caespiticus,Juncus caespiticus,0,1,0,p,h,b,0,0,0.04,0.02,none
m,Juncaceae,Juncus,curtisiae,Juncus curtisiae,1,0,0,p,h,b,1,0,,,none
m,Juncaceae,Juncus,falcatus,Juncus falcatus,0,0,0,p,h,b,2,0,0.0495,0.0297,none
m,Juncaceae,Juncus,filicaulis,Juncus filicaulis,0,0,0,p,h,b,0,0,0.04,0.02,none
m,Juncaceae,Juncus,fockei,Juncus fockei,0,1,0,p,h,b,0,0,,,none
m,Juncaceae,Juncus,gregiflorus,Juncus gregiflorus,0,1,0,p,h,b,0,0,0.04356,0.01584,none
m,Juncaceae,Juncus,holoschoenus,Juncus holoschoenus,0,1,0,p,h,b,0,0,0.05544,0.02574,none
m,Juncaceae,Juncus,kraussii,Juncus kraussii,0,1,0,p,h,sm,0,0,0.08,0.04,none
m,Juncaceae,Juncus,pallidus,Juncus pallidus,0,1,0,p,h,b,0,0,0.06,0.02,none
m,Juncaceae,Juncus,pauciflorus,Juncus pauciflorus,0,1,0,p,h,b,0,0,0.04,0.03,none
m,Juncaceae,Juncus,planifolius,Juncus planifolius,0,1,0,p,h,b,0,0,0.04,0.02,none
m,Juncaceae,Juncus,prismatocarpus,Juncus prismatocarpus,0,1,0,p,h,b,0,0,0.04752,0.01584,none
m,Juncaceae,Juncus,procerus,Juncus procerus,0,1,1,p,h,b,0,0,0.04752,0.02178,none
m,Juncaceae,Juncus,ratkwoskianus,Juncus ratkwoskianus,1,0,0,p,h,b,1,0,0.0891,0.04554,none
m,Juncaceae,Juncus,revolutus,Juncus revolutus,0,0,0,p,h,b,0,0,0.06,0.04,none
m,Juncaceae,Juncus,sandwithii,Juncus sandwithii,0,0,0,p,h,b,1,0,0.05,0.03,none
m,Juncaceae,Juncus,sarophus,Juncus sarophus,0,1,0,p,h,b,0,0,0.04,0.02,none
m,Juncaceae,Juncus,subsecundus,Juncus subsecundus,0,0,0,p,h,?,0,0,0.03,0.02,none
m,Juncaceae,Juncus,vaginatus,Juncus vaginatus,0,0,0,p,h,b,0,0,0.03564,0.02376,none
m,Juncaceae,Luzula,acutifolia,Luzula acutifolia,0,0,0,p,h,b,2,0,0.2,0.14,none
m,Juncaceae,Luzula,atrata,Luzula atrata,0,0,0,p,h,b,2,0,0.2,0.12,none
m,Juncaceae,Luzula,australasica,Luzula australasica,1,0,0,p,h,b,1,0,0.15,0.08,none
m,Juncaceae,Luzula,densiflora,Luzula densiflora,0,0,0,p,h,b,1,0,0.2,0.06,none
m,Juncaceae,Luzula,flaccida,Luzula flaccida,0,0,0,p,h,b,1,0,0.13,0.07,none
m,Juncaceae,Luzula,meridionalis,Luzula meridionalis,0,0,0,p,h,d,1,0,0.15,0.05,none
m,Juncaceae,Luzula,modesta,Luzula modesta,0,0,0,p,h,b,1,0,0.15,0.06,none
m,Juncaceae,Luzula,novae-cambriae,Luzula novae-cambriae,0,0,0,p,h,b,1,0,0.22,0.1,none
m,Juncaceae,Luzula,poimena,Luzula poimena,1,0,0,p,h,b,2,0,0.11,0.08,none
m,Juncaginaceae,Triglochin,alcockiae,Triglochin alcockiae,0,0,0,p,h,a,0,0,1,0.15,
m,Juncaginaceae,Triglochin,minutissimum,Triglochin minutissimum,0,0,0,a,h,b,0,0,0.4,0.08,
m,Juncaginaceae,Triglochin,nanum,Triglochin nanum,0,,,,,,,,,,
m,Juncaginaceae,Triglochin,procerum,Triglochin procerum,0,0,0,p,h,e/sm,0,0,1,0.15,
m,Juncaginaceae,Triglochin,rheophilum,Triglochin rheophilum,0,0,0,p,h,a,0,0,1,0.15,
m,Juncaginaceae,Triglochin,striatum,Triglochin striatum,0,1,1,p,h,a,0,0,0.35,0.2,
d,Lamiaceae,Ajuga,australis,Ajuga australis,0,0,0,p,h,d,1,0,0.3,0.2,
d,Lamiaceae,Lycopus,australis,Lycopus australis,0,0,0,p,h,b,0,0,0.15,0.12,
d,Lamiaceae,Mentha,australis,Mentha australis,0,0,0,p,h,b,0,0,0.1,0.07,
d,Lamiaceae,Mentha,diemenica,Mentha diemenica,0,0,0,p,h,b/c/d,0,0,0.1,0.07,
d,Lamiaceae,Prostanthera,lasianthos,Prostanthera lasianthos,0,0,0,s,h,wf,0,0,0.2,0.2,
d,Lamiaceae,Prostanthera,rotundifolia,Prostanthera rotundifolia,0,0,0,s,h,d,0,0,,,
d,Lamiaceae,Scutellaria,humilis,Scutellaria humilis,0,0,0,p,h,wf,0,0,0.12,0.11,
d,Lamiaceae,Teucrium,corymbosum,Teucrium corymbosum,0,0,0,p,h,d,0,0,0.15,0.12,
d,Lamiaceae,Westringia,angustifolia,Westringia angustifolia,1,0,0,s,h,d,0,0,0.15,0.1,
d,Lamiaceae,Westringia,brevifolia,Westringia brevifolia,1,0,0,s,h,d,0,0,0.15,0.1,
d,Lamiaceae,Westringia,rigida,Westringia rigida,0,0,0,s,h,c,0,0,0.15,0.1,
d,Lamiaceae,Westringia,rubiaefolia,Westringia rubiaefolia,1,0,0,s,h,wf,1,0,0.15,0.1,
d,Lauraceae,Cassytha,glabella,Cassytha glabella,0,0,0,p,h,c,0,1,,,none
d,Lauraceae,Cassytha,melantha,Cassytha melantha,0,0,0,p,h,d,0,1,,,none
d,Lauraceae,Cassytha,pedicellosa,Cassytha pedicellosa,1,0,0,p,h,d,0,1,,,none
d,Lauraceae,Cassytha,pubescens,Cassytha pubescens,0,0,0,p,h,d,0,1,,,none
m,Lemnaceae,Lemna,disperma,Lemna disperma,0,0,0,a,h,a,0,0,0.1,0.1,
m,Lemnaceae,Lemna,trisulca,Lemna trisulca,0,1,1,a,h,a,0,0,0.06,0.06,
m,Lemnaceae,Wolffia,australiana,Wolffia australiana,0,1,0,a,h,a,0,0,0.05,0.04,
d,Lentibulariaceae,Utricularia,australis,Utricularia australis,0,0,0,a,h,a,0,0,.,.,
d,Lentibulariaceae,Utricularia,dichotoma,Utricularia dichotoma,0,0,0,a,h,b,1,0,0.05,0.03,
d,Lentibulariaceae,Utricularia,lateriflora,Utricularia lateriflora,0,1,0,a,h,b,0,0,0.03168,0.01386,
d,Lentibulariaceae,Utricularia,monanthos,Utricularia monanthos,0,1,0,a,h,b,1,0,0.0396,0.0297,
d,Linaceae,Linum,albidum,Linum albidum,1,0,0,p,h,d,1,0,,,
d,Linaceae,Linum,marginale,Linum marginale,0,0,0,p,h,d,0,0,0.3,0.2,
d,Loganiaceae,Mitrasacme,pilosa,Mitrasacme pilosa,0,0,0,p,h,d,0,0,0.0594,0.0396,
d,Loganiaceae,Mitrasacme,serpyllifolia,Mitrasacme serpyllifolia,0,0,0,p,h,b,1,0,0.06138,0.0495,
d,Loganiaceae,Phyllangium,distylis,Phyllangium distylis,0,0,0,a,h,b,0,0,,,
d,Loganiaceae,Phyllangium,divergens,Phyllangium divergens,0,0,0,a,h,d,0,0,,,
d,Loganiaceae,Schizacme,archeri,Schizacme archeri,1,0,0,p,h,b,2,0,0.0594,0.0396,
d,Loganiaceae,Schizacme,montana,Schizacme montana,0,0,0,p,h,b,1,0,0.07128,0.04752,
d,Lythraceae,Lythrum,hyssopifolia,Lythrum hyssopifolia,0,1,1,a,h,b,0,0,0.0891,0.0396,
d,Lythraceae,Lythrum,salicaria,Lythrum salicaria,0,1,1,p,h,b,0,0,,,
d,Malvaceae,Asterotrichion,discolor,Asterotrichion discolor,1,0,0,s,h,wf,0,0,0.4,0.3,
d,Malvaceae,Gynatryx,pulchella,Gynatryx pulchella,0,0,0,s,h,d,0,0,0.3,0.2,
d,Malvaceae,Lasiopetalum,baueri,Lasiopetalum baueri,0,0,0,s,h,d,0,0,0.4,0.2,
d,Malvaceae,Lasiopetalum,discolor,Lasiopetalum discolor,0,0,0,s,h,d,0,0,0.3,0.15,
d,Malvaceae,Lasiopetalum,macrophyllum,Lasiopetalum macrophyllum,0,0,0,s,h,d,0,0,,,
d,Malvaceae,Lasiopetalum,micranthum,Lasiopetalum micranthum,1,0,0,s,h,d,0,0,,,
d,Malvaceae,Lavatera,plebeia,Lavatera plebeia,0,0,0,a,h,c,0,0,0.4,0.15,
d,Malvaceae,Lawrencia,spicata,Lawrencia spicata,0,0,0,p,h,sm,0,0,0.4,0.2,
d,Menyanthaceae,Liparophyllum,gunnii,Liparophyllum gunnii,0,1,0,p,h,a,2,0,0.12,0.03,
d,Menyanthaceae,Nymphoides,exigua,Nymphoides exigua,1,0,0,p,h,a,1,0,0.12,0.03,
d,Menyanthaceae,Villarsia,exaltata,Villarsia exaltata,0,0,0,p,h,a,0,0,0.22,0.2,
d,Menyanthaceae,Villarsia,reniformis,Villarsia reniformis,0,0,0,p,h,a,0,0,0.14,0.1,
d,Mimosaceae,Acacia,axillaris,Acacia axillaris,1,0,0,s,h,d,0,0,,,
d,Mimosaceae,Acacia,dealbata,Acacia dealbata,0,0,0,s,h,wf,0,0,0.8,0.3,
d,Mimosaceae,Acacia,genistifolia,Acacia genistifolia,0,0,0,s,h,d,0,0,,,
d,Mimosaceae,Acacia,gunnii,Acacia gunnii,0,0,0,s,h,d,0,0,0.4,0.2,
d,Mimosaceae,Acacia,mearnsii,Acacia mearnsii,0,0,0,s,h,d,0,0,0.7,0.25,
d,Mimosaceae,Acacia,melanoxylon,Acacia melanoxylon,0,0,0,s,h,wf/c,0,0,0.471,0.157,
d,Mimosaceae,Acacia,mucronata,Acacia mucronata,0,0,0,s,h,b/d,0,0,,,
d,Mimosaceae,Acacia,myrtifolia,Acacia myrtifolia,0,0,0,s,h,d,0,0,0.3611,0.1884,
d,Mimosaceae,Acacia,pataczekii,Acacia pataczekii,1,0,0,s,h,d,0,0,,,
d,Mimosaceae,Acacia,riceana,Acacia riceana,1,0,0,s,h,wf,0,0,,,
d,Mimosaceae,Acacia,siculiformis,Acacia siculiformis,0,0,0,s,h,d,0,0,,,
d,Mimosaceae,Acacia,sophorae,Acacia sophorae,0,0,0,s,h,c,0,0,0.5024,0.2355,
d,Mimosaceae,Acacia,stricta,Acacia stricta,0,0,0,s,h,d,0,0,0.5,0.2,
d,Mimosaceae,Acacia,suaveolens,Acacia suaveolens,0,0,0,s,h,d,0,0,0.6594,0.3925,
d,Mimosaceae,Acacia,terminalis,Acacia terminalis,0,0,0,s,h,d,0,0,,,
d,Mimosaceae,Acacia,ulicifolia,Acacia ulicifolia,0,0,0,s,h,c,0,0,,,
d,Mimosaceae,Acacia,verniciflua,Acacia verniciflua,0,0,0,s,h,wf,0,0,0.5,0.2,
d,Mimosaceae,Acacia,verticillata,Acacia verticillata,0,0,0,s,h,wf/c,0,0,0.2826,0.1099,
d,Myoporaceae,Myoporum,insulare,Myoporum insulare,0,0,0,s,h,c,0,1,0.6,0.4,none
d,Myrtaceae,Baeckea,gunniana,Baeckea gunniana,0,0,0,s,h,d/b,2,0,0.1,0.1,
d,Myrtaceae,Baeckea,leptocaulis,Baeckea leptocaulis,1,0,0,s,h,b,0,0,0.08118,0.0396,
d,Myrtaceae,Baeckea,ramosissima,Baeckea ramosissima,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Callistemon,pallidus,Callistemon pallidus,0,0,0,s,h,wf,0,0,0.1413,0.02512,
d,Myrtaceae,Callistemon,viridiflorus,Callistemon viridiflorus,1,0,0,s,h,b,1,0,,,
d,Myrtaceae,Calytrix,tetragona,Calytrix tetragona,0,0,0,s,h,c,0,0,1,0.2,
d,Myrtaceae,Eucalyptus,amygdalina,Eucalyptus amygdalina,1,0,0,s,h,d,0,0,0.1727,0.0942,
d,Myrtaceae,Eucalyptus,archeri,Eucalyptus archeri,1,0,0,s,h,wf,0,0,0.1727,0.0785,
d,Myrtaceae,Eucalyptus,barberi,Eucalyptus barberi,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,brookeriana,Eucalyptus brookeriana,1,0,0,s,h,wf,0,0,,,
d,Myrtaceae,Eucalyptus,coccifera,Eucalyptus coccifera,1,0,0,s,h,d,1,0,,,
d,Myrtaceae,Eucalyptus,cordata,Eucalyptus cordata,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,dalrympleana,Eucalyptus dalrympleana,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,delegatensis,Eucalyptus delegatensis,0,0,0,s,h,wf,0,0,,,
d,Myrtaceae,Eucalyptus,globulus,Eucalyptus globulus,0,0,0,s,h,d/wf,0,0,0.1884,0.1256,
d,Myrtaceae,Eucalyptus,gunnii,Eucalyptus gunnii,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,johnstonii,Eucalyptus johnstonii,1,0,0,s,h,wf,0,0,,,
d,Myrtaceae,Eucalyptus,morrisbyi,Eucalyptus morrisbyi,1,0,0,s,h,d,0,0,0.1884,0.1256,
d,Myrtaceae,Eucalyptus,nitida,Eucalyptus nitida,1,0,0,s,h,b,0,0,,,
d,Myrtaceae,Eucalyptus,obliqua,Eucalyptus obliqua,0,0,0,s,h,d/wf,0,0,0.1727,0.1099,
d,Myrtaceae,Eucalyptus,ovata,Eucalyptus ovata,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,pauciflora,Eucalyptus pauciflora,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,perriniana,Eucalyptus perriniana,0,0,0,s,h,b,0,0,,,
d,Myrtaceae,Eucalyptus,pulchella,Eucalyptus pulchella,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,radiata,Eucalyptus radiata,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,regnans,Eucalyptus regnans,0,0,0,s,h,wf,0,0,,,
d,Myrtaceae,Eucalyptus,risdonii,Eucalyptus risdonii,1,0,0,s,h,d,0,0,0.14625,0.0975,
d,Myrtaceae,Eucalyptus,rodwayi,Eucalyptus rodwayi,1,0,0,s,h,b,0,0,,,
d,Myrtaceae,Eucalyptus,rubida,Eucalyptus rubida,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,sieberi,Eucalyptus sieberi,0,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,subcrenulata,Eucalyptus subcrenulata,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,tenuiramis,Eucalyptus tenuiramis,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Eucalyptus,urnigera,Eucalyptus urnigera,1,0,0,s,h,d,0,0,0.1413,0.0314,
d,Myrtaceae,Eucalyptus,vernicosa,Eucalyptus vernicosa,1,0,0,s,h,d,2,0,,,
d,Myrtaceae,Eucalyptus,viminalis,Eucalyptus viminalis,0,0,0,s,h,d/wf,0,0,,,
d,Myrtaceae,Kunzea,ambigua,Kunzea ambigua,0,0,0,s,h,c,0,0,,,
d,Myrtaceae,Leptospermum,glaucescens,Leptospermum glaucescens,1,0,0,s,h,b/c,0,0,0.125,0.03,
d,Myrtaceae,Leptospermum,grandiflorum,Leptospermum grandiflorum,1,0,0,s,h,d,0,0,0.3925,0.05495,
d,Myrtaceae,Leptospermum,laevigatum,Leptospermum laevigatum,0,0,0,s,h,c,0,0,0.25,0.03,
d,Myrtaceae,Leptospermum,lanigerum,Leptospermum lanigerum,0,0,0,s,h,b,0,0,0.2198,0.03925,
d,Myrtaceae,Leptospermum,nitidum,Leptospermum nitidum,1,0,0,s,h,b,1,0,0.2041,0.0471,
d,Myrtaceae,Leptospermum,riparium,Leptospermum riparium,1,0,0,s,h,rf,0,0,0.2512,0.0471,
d,Myrtaceae,Leptospermum,rupestre,Leptospermum rupestre,1,0,0,s,h,d,2,0,0.1884,0.0314,
d,Myrtaceae,Leptospermum,scoparium,Leptospermum scoparium,0,1,0,s,h,d/b,0,0,0.2355,0.0314,
d,Myrtaceae,Melaleuca,ericifolia,Melaleuca ericifolia,0,0,0,s,h,b/c,0,0,,,
d,Myrtaceae,Melaleuca,gibbosa,Melaleuca gibbosa,0,0,0,s,h,b,0,0,,,
d,Myrtaceae,Melaleuca,pustulata,Melaleuca pustulata,1,0,0,s,h,d,0,0,,,
d,Myrtaceae,Melaleuca,squamea,Melaleuca squamea,0,0,0,s,h,b,1,0,0.1089,0.0594,
d,Myrtaceae,Melaleuca,squarrosa,Melaleuca squarrosa,0,0,0,s,h,b,0,0,0.06336,0.0198,
d,Myrtaceae,Thryptomene,micrantha,Thryptomene micrantha,0,0,0,s,h,d,0,0,,,
d,Nothofagaceae,Nothofagus,cunninghamii,Nothofagus cunninghamii,0,0,0,s,h,rf,1,0,0.4,0.1,
d,Nothofagaceae,Nothofagus,gunnii,Nothofagus gunnii,1,0,0,s,h,rf,1,0,0.5,0.1,
d,Oleaceae,Notelaea,ligustrina,Notelaea ligustrina,0,0,0,s,h,wf,0,1,0.7,0.5,none
d,Onagraceae,Epilobium,billardierianum,Epilobium billardierianum,0,1,0,p,h,b,0,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,curtisiae,Epilobium curtisiae,0,0,0,p,h,b,2,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,fugitivum,Epilobium fugitivum,1,0,0,p,h,,0,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,gunnianum,Epilobium gunnianum,0,1,0,p,h,b,2,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,hirtigerum,Epilobium hirtigerum,0,1,0,p,h,d,0,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,pallidiflorum,Epilobium pallidiflorum,0,1,0,p,h,b,0,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,perpusillum,Epilobium perpusillum,1,0,0,a,h,b,0,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,sarmentaceum,Epilobium sarmentaceum,1,0,0,p,h,b,2,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,tasmanicum,Epilobium tasmanicum,0,1,0,a,h,b,2,0,0.02,0.01,plumose
d,Onagraceae,Epilobium,willisii,Epilobium willisii,0,0,0,a,h,d,2,0,0.02,0.01,plumose
d,Orobranchaceae,Euphrasia,amphisysepala,Euphrasia amphisysepala,1,0,0,p,h,d,0,0,0.07,0.05,
d,Orobranchaceae,Euphrasia,collina,Euphrasia collina,0,0,0,s,h,b/d,1,0,0.1,0.04,
d,Orobranchaceae,Euphrasia,fragosa,Euphrasia fragosa,1,0,0,p,h,d,0,0,0.07,0.05,
d,Orobranchaceae,Euphrasia,gibbsiae,Euphrasia gibbsiae,0,0,0,s,h,b,1,0,0.15,0.07,
d,Orobranchaceae,Euphrasia,hookeri,Euphrasia hookeri,1,0,0,a,h,b,2,0,0.13,0.07,
d,Orobranchaceae,Euphrasia,phragmostoma,Euphrasia phragmostoma,1,0,0,p,h,d,0,0,0.11,0.06,
d,Orobranchaceae,Euphrasia,scabra,Euphrasia scabra,0,0,0,a,h,c/d,0,0,0.07,0.04,
d,Orobranchaceae,Euphrasia,semipicta,Euphrasia semipicta,1,0,0,p,h,d,0,0,0.08,0.08,
d,Orobranchaceae,Euphrasia,striata,Euphrasia striata,1,0,0,s,h,d/b,1,0,0.15,0.06,
d,Oxalidaceae,Oxalis,exilis,Oxalis exilis,0,1,0,p,h,d,0,0,,,
d,Oxalidaceae,Oxalis,magellanica,Oxalis magellanica,0,1,1,p,h,wf/d,1,0,0.1683,0.1089,
d,Oxalidaceae,Oxalis,perennans,Oxalis perennans,0,1,0,p,h,d,0,0,0.1584,0.0297,
d,Phrymaceae,Glossostigma,elatinoides,Glossostigma elatinoides,0,1,0,p,h,a,0,0,0.04,0.03,
d,Phrymaceae,Mazus,pumilio,Mazus pumilio,0,1,0,p,h,b,0,0,0.055,0.042,
d,Phrymaceae,Mimulus,repens,Mimulus repens,0,1,0,p,h,sm,0,0,0.06336,0.0396,
d,Pittosporaceae,Billardiera,longiflora,Billardiera longiflora,0,0,0,s,h,d/wf,1,1,0.2,0.15,none
d,Pittosporaceae,Billardiera,macrantha,Billardiera macrantha,0,0,0,s,h,d/wf,1,1,0.2,0.15,none
d,Pittosporaceae,Billardiera,scandens,Billardiera scandens,0,0,0,s,h,d,0,1,0.25,0.2,none
d,Pittosporaceae,Bursaria,spinosa,Bursaria spinosa,0,0,0,s,h,d,0,0,0.3925,0.0471,
d,Pittosporaceae,Pittosporum,bicolor,Pittosporum bicolor,0,0,0,s,h,wf,0,1,0.2,0.2,none
d,Pittosporaceae,Rhytidosporum,alpinum,Rhytidosporum alpinum,0,0,0,s,h,d,2,0,,,
d,Pittosporaceae,Rhytidosporum,procumbens,Rhytidosporum procumbens,0,0,0,s,h,d,0,0,0.314,0.2355,
d,Plantaginaceae,Gratiola,nana,Gratiola nana,0,1,0,p,h,b,2,0,0.0693,0.0297,
d,Plantaginaceae,Gratiola,peruviana,Gratiola peruviana,0,1,1,p,h,b,0,0,0.07,0.03,
d,Plantaginaceae,Gratiola,pubescens,Gratiola pubescens,0,1,0,p,h,b,0,0,0.07,0.03,
d,Plantaginaceae,Ourisia,inegrifolia,Ourisia inegrifolia,1,0,0,p,h,b,2,0,0.1287,0.0495,
d,Plantaginaceae,Plantago,antarctica,Plantago antarctica,0,0,0,p,h,d,2,0,0.3,0.12,
d,Plantaginaceae,Plantago,bellidioides,Plantago bellidioides,1,0,0,p,h,d,0,0,,,
d,Plantaginaceae,Plantago,daltonii,Plantago daltonii,1,0,0,p,h,b,2,0,,,
d,Plantaginaceae,Plantago,debilis,Plantago debilis,0,0,0,p,h,d,0,0,0.22,0.1,
d,Plantaginaceae,Plantago,gaudichaudiana,Plantago gaudichaudiana,0,0,0,p,h,d,0,0,0.32,0.1,
d,Plantaginaceae,Plantago,glabrata,Plantago glabrata,1,0,0,p,h,d/b,1,0,,,
d,Plantaginaceae,Plantago,glacialis,Plantago glacialis,0,0,0,p,h,b,2,0,0.35,0.15,
d,Plantaginaceae,Plantago,gunnii,Plantago gunnii,1,0,0,p,h,b,2,0,0.15,0.1,
d,Plantaginaceae,Plantago,hispida,Plantago hispida,0,0,0,p,h,d,0,0,0.32,0.12,
d,Plantaginaceae,Plantago,paradoxa,Plantago paradoxa,1,0,0,p,h,b,2,0,0.15,0.1,
d,Plantaginaceae,Plantago,tasmanica,Plantago tasmanica,1,0,0,p,h,b/d,1,0,0.15,0.08,
d,Plantaginaceae,Plantago,triantha,Plantago triantha,0,1,0,p,h,c,0,0,0.14058,0.0297,
d,Plantaginaceae,Plantago,varia,Plantago varia,0,0,0,p,h,d,0,0,0.34,0.12,
d,Plumbaginaceae,Limonium,australe,Limonium australe,0,0,0,p,h,sm,0,0,,,
m,Poaceae,Agrostis,aemula,Agrostis aemula,0,0,0,a,h,d,1,0,0.22,0.15,awns
m,Poaceae,Agrostis,aequata,Agrostis aequata,0,0,0,a,h,c,0,0,0.15,0.1,none
m,Poaceae,Agrostis,aff_australiensis,Agrostis aff_australiensis,1,0,0,p,h,b,2,0,0.225,0.11,none
m,Poaceae,Agrostis,aff_hyemalis,Agrostis aff_hyemalis,1,0,0,p,h,b,2,0,0.175,0.1,none
m,Poaceae,Agrostis,aff_parviflora,Agrostis aff_parviflora,1,0,0,p,h,d,0,0,0.15,0.1,none
m,Poaceae,Agrostis,aff_scabra,Agrostis aff_scabra,1,0,0,p,h,b,0,0,0.175,0.1,none
m,Poaceae,Agrostis,australiensis,Agrostis australiensis,0,0,0,a,h,b,0,0,0.19,0.12,none
