"ITEM_ID","TRAIT","VALUE","species"
1406763,"seed mass","0.0404","Wahlenbergia ceracea"
1406765,"seed mass","1.5128","Schizeilema fragoseum"
1406768,"seed mass","0.2096","Erigeron setosus"
1406770,"seed mass","0.934","Oreobolus distichus"
1406771,"seed mass","1.071","Bursaria spinosa"
1406895,"seed mass","0.1188","Euphrasia alsa"
1406926,"dispersal appendage","aril","Hibbertia obtusifolia"
1406926,"seed shape","spherical","Hibbertia obtusifolia"
1406926,"seed mass","5.724","Hibbertia obtusifolia"
1406927,"seed mass","0.599","Vittadinia gracilis"
1406998,"seed mass","0.327","Leucochrysum albicans subsp. albicans"
1407019,"seed shape","reniform","Calandrinia eremaea"
1407019,"seed mass","0.044","Calandrinia eremaea"
1407029,"dispersal appendage","none","Swainsona behriana"
1407029,"seed mass","3.0603","Swainsona behriana"
1407029,"seed shape","reniform","Swainsona behriana"
1407035,"seed mass","0.019","Drosera auriculata"
1407035,"dispersal appendage","none","Drosera auriculata"
1407035,"seed shape","terete","Drosera auriculata"
1407037,"dispersal appendage","aril","Thysanotus patersonii"
1407037,"seed shape","cordate","Thysanotus patersonii"
1407037,"seed mass","1.1855","Thysanotus patersonii"
1407079,"seed mass","1.069","Goodenia hederacea"
1407094,"seed mass","1.833","Stackhousia monogyna"
1407330,"seed mass","0.125","Leptorhynchos squamatus subsp. squamatus"
1407332,"seed mass","1.508","Microseris lanceolata"
1407356,"seed mass","6.21","Swainsona galegifolia"
1407358,"seed mass","6.561","Swainsona galegifolia"
1407362,"seed mass","0.815","Burchardia umbellata"
1407362,"seed shape","irregular","Burchardia umbellata"
1407366,"seed mass","5.466","Aciphylla glacialis"
1407435,"seed shape","teardrop","Acacia pruinocarpa"
1407435,"dispersal appendage","aril","Acacia pruinocarpa"
1407436,"seed mass","9.763","Tephrosia sp. Northern (K.F.Kenneally 11950)"
1407583,"seed mass","1.966","Microseris lanceolata"
1407583,"seed shape","terete","Microseris lanceolata"
1407583,"seed shape","terete","Microseris lanceolata"
1407583,"dispersal appendage","pappus","Microseris lanceolata"
1407583,"dispersal appendage","pappus","Microseris lanceolata"
1407628,"seed mass","1","Craspedia variabilis"
1407677,"seed mass","1.5619","Swainsona recta"
1408479,"seed mass","1.21","Prostanthera cuneata"
1408480,"seed mass","0.605","Psychrophila introloba"
1408903,"seed shape","sectoroid","Eucalyptus langleyi"
1408908,"seed shape","terete","Melaleuca thymifolia"
1408920,"seed mass","2.968","Allocasuarina littoralis"
1409042,"seed shape","irregular","Eucalyptus sturgissiana"
1409133,"seed shape","flattened ovoid","Grevillea juncifolia"
1409133,"dispersal appendage","wing","Grevillea juncifolia"
1409136,"seed shape","rhomboid","Acacia aneura"
1409136,"dispersal appendage","aril","Acacia aneura"
1409176,"seed shape","ovoid","Acacia aureocrinita"
1409176,"dispersal appendage","aril","Acacia aureocrinita"
1409734,"seed mass","4.6993","Indigofera basedowii"
1411431,"seed mass","0.6","Wurmbea dioica"
1411431,"seed shape","globose","Wurmbea dioica"
1411433,"seed mass","2","Stackhousia monogyna"
1411474,"seed mass","6.8","Indigofera australis subsp. australis"
1411476,"seed mass","15","Polygala japonica"
1411505,"seed mass","10.4753","Acacia kempeana"
1411506,"dispersal appendage","aril","Acacia minyura"
1411506,"seed shape","ovuloid","Acacia minyura"
1411506,"seed mass","13.43","Acacia minyura"
1411508,"seed shape","ovoid","Acacia tetragonophylla"
1411508,"dispersal appendage","aril","Acacia tetragonophylla"
1412511,"seed mass","50.56","Acacia ligulata"
1412515,"seed mass","50.18","Hakea "
1412568,"seed mass","234.756","Santalum lanceolatum"
1413134,"seed mass","7.59","Crotalaria cunninghamii"
1413134,"seed shape","reniform","Crotalaria cunninghamii"
1413137,"seed mass","0.0426","Portulaca intraterranea"
1413190,"seed mass","4.208","Sclerolaena diacantha"
1413192,"seed mass","0.1147","Gyrostemon tepperi"
1413194,"seed mass","6.446","Newcastelia spodiotricha"
1413194,"seed shape","globose","Newcastelia spodiotricha"
1413196,"seed mass","4.166","Tephrosia sphaerospora"
1441022,"seed mass","2.95","Aluta maisonneuvei"
1441051,"seed mass","0.164","Dysphania kalpari"
1441061,"seed mass","11.66","Grevillea juncifolia"
1441082,"seed shape","ellipsoid","Panicum decompositum"
1441084,"seed mass","2124.079","Santalum acuminatum"
1444580,"seed mass","0.0064","Brachyscome ciliaris var. ciliaris"
1446618,"seed mass","0.6","Einadia nutans subsp. nutans"
1446648,"seed shape","flattened globose","Solanum cinereum"
1446648,"seed mass","2","Solanum cinereum"
1446653,"seed mass","0.9","Pelargonium australe"
1446655,"seed mass","2.6","Swainsona sericea"
1446775,"seed shape","ovoid","Hypericum gramineum"
1446775,"dispersal appendage","none","Hypericum gramineum"
1446775,"seed mass","0.009","Hypericum gramineum"
1446776,"seed mass","0.1302","Austrostipa densiflora"
1446778,"seed mass","5.6","Dodonaea viscosa"
1446779,"seed mass","2.4","Austrostipa densiflora"
1446780,"seed mass","4","Xerochrysum viscosum"
1446780,"seed shape","rectangular","Xerochrysum viscosum"
1446781,"seed mass","0.85","Cryptandra amara"
1446782,"seed mass","5.8","Daviesia mimosoides subsp. mimosoides"
1446784,"dispersal appendage","aril","Pomaderris intermedia"
1446784,"seed shape","ovoid","Pomaderris intermedia"
1446784,"seed mass","4.9","Pomaderris intermedia"
1446785,"seed mass","4.7","Dillwynia retorta"
1446787,"seed shape","conical","Pimelea curviflora"
1446787,"dispersal appendage","hairs","Pimelea curviflora"
1446787,"seed mass","1.6","Pimelea curviflora"
1446788,"dispersal appendage","aril","Stypandra glauca"
1446788,"seed mass","1.1","Stypandra glauca"
1446788,"seed shape","flattened ovoid","Stypandra glauca"
1446789,"seed mass","1.7","Dillwynia sericea"
1446791,"seed mass","0.7","Cryptandra amara"
1446792,"seed mass","3.1","Bossiaea buxifolia"
1446796,"seed mass","4.4","Dillwynia phylicoides"
1446799,"seed mass","3.9","Daviesia mimosoides subsp. mimosoides"
1446801,"seed mass","0.6","Vittadinia muelleri"
1446802,"seed shape","fusiform","Allocasuarina verticillata"
1446802,"dispersal appendage","wing","Allocasuarina verticillata"
1446802,"seed mass","3.7","Allocasuarina verticillata"
1446806,"seed mass","1.8","Leucopogon attenuatus"
1446807,"seed mass","53.5","Melichrus urceolatus"
1446832,"seed shape","rectangular","Glycine clandestina"
1446832,"seed mass","4.7","Glycine clandestina"
1446832,"dispersal appendage","aril","Glycine clandestina"
1446837,"seed mass","1.3","Stypandra glauca"
1446842,"seed mass","4.5","Daviesia leptophylla"
1446843,"seed mass","22.2","Acacia genistifolia"
1446844,"seed mass","5.2","Indigofera adesmiifolia"
1446845,"dispersal appendage","aril","Acacia rubida"
1446845,"seed mass","51.7","Acacia rubida"
1446845,"seed shape","ovoid","Acacia rubida"
1446846,"seed mass","9.9","Daviesia genistifolia"
1446847,"seed mass","7","Indigofera australis subsp. australis"
1446850,"seed mass","10.9","Acacia parramattensis"
1446851,"seed mass","0.86","Cryptandra amara var. longiflora"
1446932,"seed mass","7.8","Indigofera australis subsp. australis"
1446937,"seed mass","1.0957","Aristida ramosa"
1446940,"seed mass","10.35","Acacia gunnii"
1447036,"seed mass","22","Acacia genistifolia"
1447070,"seed mass","4.3","Microlaena stipoides var. stipoides"
1447071,"dispersal appendage","bristles","Themeda triandra"
1447071,"seed shape","fusiform","Themeda triandra"
1447071,"seed mass","3.2","Themeda triandra"
1447074,"seed mass","30","Exocarpos cupressiformis"
1447081,"seed mass","11.4","Daviesia genistifolia"
1447082,"seed mass","4.7","Goodenia pinnatifida"
1447090,"seed mass","8.1","Convolvulus angustissimus"
1447091,"seed mass","1.2","Stypandra glauca"
1447092,"seed mass","9.9","Convolvulus angustissimus"
1447141,"seed mass","0.4108","Galium gaudichaudii subsp. gaudichaudii"
1447144,"seed mass","2.5","Ajuga australis"
1447145,"seed mass","2.6","Lotus australis"
1447147,"seed mass","3.4","Oxylobium ellipticum"
1447148,"seed mass","5.4","Acacia siculiformis"
1447150,"seed mass","2.9","Glycine clandestina"
1447152,"seed mass","20.93","Exocarpos strictus"
1447154,"seed mass","0.371","Plantago varia"
1447156,"seed mass","1.97","Ajuga australis"
1447157,"seed mass","2.4","Ajuga australis"
1447163,"seed mass","0.73","Scleranthus biflorus"
1447164,"seed mass","11.2238","Convolvulus angustissimus"
1447167,"seed mass","0.1","Kunzea ericoides"
1447170,"seed mass","0.6324","Hypoxis hygrometrica"
1447172,"seed mass","1.3813","Goodenia hederacea subsp. hederacea"
1447173,"seed mass","0.1272","Lepidium hyssopifolium"
1453965,"seed mass","3.25","Swainsona recta"
1453966,"seed mass","3.953","Swainsona recta"
1454065,"seed mass","18.8162","Hovea montana"
1454067,"seed mass","0.04","Melaleuca pityoides"
1454069,"seed mass","0.296","Melaleuca pityoides"
1454070,"seed mass","0.0992","Leptospermum grandifolium"
1454072,"seed mass","0.1553","Gonocarpus micranthus"
1454073,"seed mass","2.7326","Ranunculus lappaceus"
1454074,"seed mass","0.0247","Melaleuca pityoides"
1454075,"seed mass","1.9586","Oreomyrrhis eriopoda"
1454076,"seed mass","1.658","Ranunculus lappaceus"
1454079,"seed mass","2.1586","Oreomyrrhis argentea"
1454081,"seed mass","0.2446","Senecio gunnii"
1454084,"seed mass","2.659","Ranunculus lappaceus"
1454086,"seed mass","0.857","Ranunculus pimpinellifolius"
1454118,"seed mass","0.0401","Swainsona recta"
1454568,"seed mass","1.3771","Eremophila gilesii subsp. gilesii"
1454569,"seed mass","0.5663","Dodonaea sinuolata subsp. acrodentata"
1454570,"seed mass","0.2879","Dodonaea peduncularis"
1454570,"seed shape","flattened ovuloid","Dodonaea peduncularis"
1454571,"seed mass","28.3888","Hakea purpurea"
1454572,"seed mass","120.0537","Clerodendrum floribundum"
1454954,"seed mass","0.21","Lepidium hyssopifolium"
1454954,"seed shape","ovoid","Lepidium hyssopifolium"
1455983,"seed mass","0.0753","Chrysocephalum semipapposum"
1455986,"seed mass","0.936","Scleranthus biflorus"
1455987,"seed mass","5.875","Gompholobium huegelii"
1455988,"seed mass","1.7633","Goodenia hederacea subsp. hederacea"
1455989,"dispersal appendage","aril","Daviesia mimosoides"
1455989,"seed mass","0.6","Daviesia mimosoides"
1455989,"seed shape","ovoid","Daviesia mimosoides"
1455990,"seed mass","5.6626","Dianella revoluta"
1456956,"seed mass","0.536","Rutidosis leptorhynchoides"
1456958,"seed mass","0.2866","Calotis lappulacea"
1456970,"seed mass","10.9","Hovea heterophylla"
1456972,"seed shape","reniform","Daviesia leptophylla"
1456972,"dispersal appendage","aril","Daviesia leptophylla"
1456972,"seed mass","5.9","Daviesia leptophylla"
1456973,"seed mass","2.896","Dillwynia phylicoides"
1456975,"seed shape","sectoroid","Eucalyptus glaucescens"
1456975,"seed mass","2.6826","Eucalyptus glaucescens"
1456978,"seed shape","ovoid","Pomaderris eriocephala"
1456978,"dispersal appendage","aril","Pomaderris eriocephala"
1456978,"seed mass","0.978","Pomaderris eriocephala"
1456984,"seed mass","0.6893","Solanum linearifolium"
1456987,"seed mass","5.2266","Gompholobium huegelii"
1456987,"seed shape","ovoid","Gompholobium huegelii"
1456989,"seed mass","12.72","Hovea heterophylla"
1456990,"seed mass","1.4333","Goodenia hederacea"
1456990,"dispersal appendage","none","Goodenia hederacea"
1456990,"seed shape","flattened ovoid","Goodenia hederacea"
1456998,"seed mass","24.1","Acacia rubida"
1456999,"seed shape","ovoid","Hovea heterophylla"
1456999,"dispersal appendage","aril","Hovea heterophylla"
1456999,"seed mass","16.32","Hovea heterophylla"
1457000,"dispersal appendage","aril","Daviesia genistifolia"
1457000,"seed shape","reniform","Daviesia genistifolia"
1457000,"seed mass","10.485","Daviesia genistifolia"
1457002,"seed mass","11.41","Acacia gunnii"
1457004,"seed mass","8.232","Dianella revoluta"
1457005,"seed mass","9.89","Acacia dealbata"
1457007,"seed mass","0.0601","Asperula conferta"
1457008,"seed mass","9.33","Acacia gunnii"
1457009,"seed mass","2.64","Lotus australis"
1457009,"seed shape","globose","Lotus australis"
1457011,"seed mass","5.728","Dianella revoluta"
1457012,"seed mass","3.226","Cheiranthera linearis"
1457013,"seed mass","1.496","Asperula conferta"
1457015,"seed mass","2.494","Dodonaea viscosa subsp. angustissima"
1457023,"seed mass","2.566","Dianella longifolia"
1457644,"seed mass","0.645","Leptorhynchos squamatus subsp. squamatus"
1458102,"seed mass","3.276","Billardiera "
1458105,"seed mass","13.0769","Zornia dyctiocarpa var. dyctiocarpa"
1458115,"seed mass","13.6902","Hakea decurrens"
1458117,"seed mass","4.3421","Dodonaea viscosa"
1458121,"seed mass","7.6333","Acacia buxifolia subsp. buxifolia"
1458125,"seed mass","6.2931","Dianella revoluta"
1458126,"seed mass","3.4218","Dillwynia phylicoides"
1458132,"seed mass","20.6111","Hovea heterophylla"
1458212,"seed shape","fusiform","Podolepis jaceoides"
1458212,"seed mass","0.8133","Podolepis jaceoides"
1458212,"dispersal appendage","pappus","Podolepis jaceoides"
1458217,"seed shape","irregular","Gonocarpus tetragynus"
1458217,"seed mass","0.034","Gonocarpus tetragynus"
1458224,"seed mass","1.44","Dianella longifolia"
1458227,"seed mass","3.76","Goodenia hederacea subsp. hederacea"
1458234,"seed mass","0.2533","Gonocarpus tetragynus"
1458235,"seed mass","0.5866","Aristida ramosa"
1458584,"seed mass","0.08","Leptospermum continentale"
1458586,"dispersal appendage","aril","Bossiaea buxifolia"
1458586,"seed shape","ovoid","Bossiaea buxifolia"
1458586,"seed mass","0.148","Bossiaea buxifolia"
1458594,"dispersal appendage","aril","Acacia dealbata"
1458594,"seed shape","ovoid","Acacia dealbata"
1458594,"seed mass","7.86","Acacia dealbata"
1458595,"seed mass","3.8533","Dianella revoluta"
1458595,"seed shape","ovoid","Dianella revoluta"
1458596,"seed mass","1.7266","Stackhousia monogyna"
1458596,"seed shape","globose","Stackhousia monogyna"
1458598,"seed mass","2.19","Microlaena stipoides var. stipoides"
1458931,"seed mass","0.4412","Leucochrysum albicans subsp. albicans"
1458941,"seed mass","2.5157","Bossiaea prostrata"
1458957,"seed mass","0.2372","Craspedia variabilis"
1458958,"seed mass","0.4086","Olearia erubescens"
1458965,"seed mass","0.03","Epacris paludosa"
1458990,"seed mass","0.048","Isolepis gaudichaudiana"
1459002,"seed mass","0.0493","Chrysocephalum apiculatum"
1459731,"seed mass","0.4186","Xerochrysum palustre"
1459731,"seed shape","rectangular","Xerochrysum palustre"
1459731,"dispersal appendage","pappus","Xerochrysum palustre"
1459734,"seed mass","0.414","Luzula modesta"
1459934,"seed mass","63.7428","Brachychiton compactus"
1460278,"seed mass","8.1919","Grevillea australis"
1460309,"seed mass","2.5206","Trachymene humilis subsp. humilis"
1460316,"seed mass","0.6277","Atriplex spongiosa"
1460319,"seed mass","7575","Atriplex spongiosa"
1460332,"seed mass","0.4666","Eucalyptus coolabah"
1460339,"seed mass","1.6466","Solanum quadriloculatum"
1460343,"seed mass","18.089","Hovea heterophylla"
1460344,"seed mass","5.2152","Gompholobium huegelii"
1460380,"seed mass","0.0313","Melaleuca pityoides"
1461093,"seed mass","0.4466","Carex gaudichaudiana"
1461099,"seed mass","0.27","Astelia psychrocharis"
1461101,"seed mass","2.3","Ranunculus dissectifolius"
1461103,"seed mass","0.22","Oreomyrrhis ciliata"
1461107,"seed mass","0.138","Gingidia algens"
1461108,"seed mass","2.7","Oreomyrrhis eriopoda"
1461568,"seed mass","0.3","Astelia psychrocharis"
1461570,"seed mass","0.9512","Ranunculus clivicola"
1461572,"dispersal appendage","hairs","Craspedia costiniana"
1461572,"seed mass","0.6466","Craspedia costiniana"
1461572,"seed shape","lanceolate","Craspedia costiniana"
1461574,"seed mass","0.025","Craspedia lamicola"
1461574,"dispersal appendage","hairs","Craspedia lamicola"
1461574,"seed shape","lanceolate","Craspedia lamicola"
1461577,"seed mass","0.084","Pimelea ligustrina subsp. ciliata"
1461582,"seed mass","0.5","Carex echinata"
1461585,"dispersal appendage","wing","Orites lancifolius"
1461585,"seed shape","samara","Orites lancifolius"
1461585,"seed mass","6.5","Orites lancifolius"
1461586,"seed mass","0.4933","Plantago muelleri"
1461603,"seed mass","2.8666","Coprosma niphophila"
1462648,"seed mass","4.3452","Atriplex humifusa"
1462664,"seed mass","10.0449","Maireana georgei"
1462714,"seed mass","1.7446","Calotis latiuscula"
1462774,"seed mass","2.346","Solanum lithophilum"
1462807,"seed mass","2.07","Eremophila macdonnellii"
1464164,"seed mass","4.6768","Aciphylla glacialis"
1464166,"seed mass","2.8384","Oreomyrrhis brevipes"
1464181,"seed mass","0.26","Poa costiniana"
1464636,"seed mass","0.086","Carex hebes"
1464637,"seed mass","0.018","Carex echinata"
1464639,"seed mass","0.2333","Erigeron setosus"
1464640,"seed mass","1.0866","Pentachondra pumila"
1464641,"seed mass","0.3866","Plantago euryphylla"
1464642,"seed mass","1.6333","Ranunculus gunnianus"
1466853,"seed shape","irregular","Eryngium ovinum"
1466853,"seed mass","4.56","Eryngium ovinum"
1466854,"seed mass","4.56","Eryngium ovinum"
1466856,"seed mass","10.7","Acacia dealbata"
1466857,"seed mass","12.3","Acacia dealbata"
1466859,"seed mass","9.79","Acacia dealbata"
1466861,"seed mass","0.1933","Eucalyptus melliodora"
1466861,"seed shape","lanceolate","Eucalyptus melliodora"
1466862,"seed mass","3.8066","Tricoryne elatior"
1466863,"seed mass","3.06","Microlaena stipoides var. stipoides"
1466865,"seed mass","3.46","Tricoryne elatior"
1466866,"seed mass","1.159","Bursaria spinosa subsp. lasiophylla"
1466868,"seed mass","0.54","Eucalyptus bridgesiana"
1466869,"seed mass","3.42","Eryngium ovinum"
1466870,"seed mass","4.26","Eryngium ovinum"
1466872,"seed mass","0.4866","Eucalyptus racemosa subsp. rossii"
1466872,"seed shape","sectoroid","Eucalyptus racemosa subsp. rossii"
1466872,"seed shape","pyramidal","Eucalyptus racemosa subsp. rossii"
1466872,"seed shape","irregular","Eucalyptus racemosa subsp. rossii"
1466874,"seed mass","0.2","Eucalyptus polyanthemos subsp. polyanthemos"
1466874,"seed shape","flattened globose","Eucalyptus polyanthemos subsp. polyanthemos"
1466874,"seed shape","lanceolate","Eucalyptus polyanthemos subsp. polyanthemos"
1466876,"seed shape","irregular","Eucalyptus macrorhyncha subsp. macrorhyncha"
1466876,"seed mass","1.46","Eucalyptus macrorhyncha subsp. macrorhyncha"
1466876,"seed shape","sectoroid","Eucalyptus macrorhyncha subsp. macrorhyncha"
1466877,"seed mass","2.62","Eucalyptus glaucescens"
1466878,"seed mass","0.1066","Ottelia ovalifolia"
1466879,"seed mass","0.58","Carex appressa"
1466881,"seed mass","1","Boronia nana var. hyssopifolia"
1466882,"seed mass","3.25","Cheiranthera linearis"
1466882,"dispersal appendage","none","Cheiranthera linearis"
1466882,"seed shape","reniform","Cheiranthera linearis"
1466883,"dispersal appendage","aril","Acacia acinacea"
1466883,"seed shape","elongated reniform","Acacia acinacea"
1466883,"seed mass","7.313","Acacia acinacea"
1466883,"seed shape","globose","Acacia acinacea"
1466883,"seed shape","irregular","Acacia acinacea"
1466884,"seed mass","18.468","Acacia genistifolia"
1466885,"seed mass","13.78","Acacia genistifolia"
1466886,"seed mass","1.6133","Eryngium ovinum"
1466891,"seed mass","1.4333","Bursaria spinosa subsp. lasiophylla"
1466893,"seed mass","1.1","Bursaria spinosa subsp. lasiophylla"
1466898,"seed mass","15.4782","Atalaya hemiglauca"
1466900,"seed mass","14.1538","Brachychiton gregorii"
1466903,"seed mass","1.1613","Daucus glochidiatus"
1466904,"seed mass","5.4","Daviesia mimosoides subsp. mimosoides"
1466908,"seed mass","5.9666","Dicrastylis costelloi"
1466909,"seed mass","3.3133","Dipteracanthus australasicus"
1466913,"seed mass","1.61","Eucalyptus sessilis"
1466913,"seed shape","irregular","Eucalyptus sessilis"
1466919,"seed mass","26.46","Hakea leucoptera subsp. leucoptera"
1466921,"seed mass","1.29","Rytidosperma pallidum"
1467205,"seed mass","1.1266","Rytidosperma pallidum"
1467205,"seed shape","lanceolate","Rytidosperma pallidum"
1467274,"seed mass","0.0866","Leptorhynchos squamatus subsp. squamatus"
1467277,"dispersal appendage","pappus","Leucochrysum albicans"
1467277,"seed shape","fusiform","Leucochrysum albicans"
1467277,"seed mass","0.466","Leucochrysum albicans"
1467278,"seed mass","4.48","Newcastelia spodiotricha"
1467280,"dispersal appendage","hairs","Sida fibulifera"
1467280,"seed mass","2.421","Sida fibulifera"
1467280,"seed shape","pyramidal","Sida fibulifera"
1467281,"seed mass","2675","Sida goniocarpa"
1467281,"seed shape","cuneate","Sida goniocarpa"
1467283,"seed mass","4.307","Solanum centrale"
1467284,"seed mass","0.02","Stemodia florulenta"
1467285,"seed mass","0.9933","Wurmbea dioica"
1467287,"seed mass","0.1066","Leptorhynchos squamatus subsp. alpinus"
1467302,"seed mass","6.7305","Hibiscus brachysiphonius"
1467302,"dispersal appendage","hairs","Hibiscus brachysiphonius"
1467302,"seed shape","reniform","Hibiscus brachysiphonius"
1467303,"seed mass","10.0449","Maireana georgei"
1467305,"seed mass","27.4466","Senna venusta"
1467537,"seed mass","0.652","Vittadinia muelleri"
1467540,"seed mass","18.7549","Lechenaultia divaricata"
1467546,"seed mass","0.0133","Juncus falcatus"
1467547,"seed mass","0.182","Carex gaudichaudiana"
1467554,"seed mass","1.66","Oreomyrrhis eriopoda"
1467564,"seed mass","0.0673","Carex gaudichaudiana"
1467571,"seed mass","0.0666","Epilobium billardieranum subsp. hydrophilum"
1467574,"seed mass","0.02","Epacris paludosa"
1467587,"seed mass","0.353","Carex capillacea"
1467599,"seed mass","4.0549","Hakea microcarpa"
1467602,"seed mass","2.88","Hakea microcarpa"
1467609,"seed mass","1.43","Arthropodium milleflorum"
1469201,"seed mass","0.3066","Isolepis crassiuscula"
1469312,"seed mass","0.4326","Eucalyptus bridgesiana"
1469632,"seed mass","0.0718","Baeckea gunniana"
1469634,"seed mass","0.0675","Baeckea utilis"
1469856,"seed mass","2.025","Carex iynx"
1469859,"seed mass","0.022","Epacris celata"
1472550,"dispersal appendage","wing","Corymbia eremaea"
1472550,"seed mass","7.9804","Corymbia eremaea"
1472552,"seed mass","0.3646","Enteropogon ramosus"
1472552,"dispersal appendage","bristles","Enteropogon ramosus"
1472552,"dispersal appendage","awn","Enteropogon ramosus"
1472554,"seed mass","6.6728","Acacia melleodora"
1472606,"seed mass","0.302","Eucalyptus camaldulensis subsp. obtusa"
1472671,"seed shape","irregular","Eucalyptus trivalva"
1472671,"seed mass","0.5513","Eucalyptus trivalva"
1472671,"seed shape","ovoid","Eucalyptus trivalva"
1473059,"seed shape","reniform","Bergia trimera"
1473059,"seed mass","0.0324","Bergia trimera"
1474675,"seed mass","0.028","Epacris paludosa"
1474677,"seed mass","3.167","Oxylobium ellipticum"
1474679,"seed mass","0.066","Richea continentis"
1475234,"seed mass","5.0458","Maireana appressa"
1475235,"seed mass","0.008","Juncus sp. MacDonnell Ranges (B.G.Thomson 3412)"
1475236,"seed shape","lanceolate","Maireana turbinata"
1475236,"seed mass","3.5643","Maireana turbinata"
1475237,"seed mass","5.7521","Solanum sturtianum"
1475238,"seed mass","5.0365","Dodonaea microzyga"
1475239,"seed mass","5.4","Lecanora "
1475240,"seed shape","globose","Dodonaea lobulata"
1475240,"dispersal appendage","aril","Dodonaea lobulata"
1475240,"seed mass","5.4","Dodonaea lobulata"
1475241,"seed mass","7.5832","Trachymene glaucifolia"
1475242,"dispersal appendage","aril","Codonocarpus pyramidalis"
1475242,"seed mass","3.6834","Codonocarpus pyramidalis"
1475243,"seed mass","3.6788","Maireana melanocarpa"
1475244,"seed mass","7.615","Maireana pyramidata"
1475245,"seed mass","6.0343","Zygophyllum confluens"
1475246,"seed mass","5.8493","Cynanchum floribundum"
1475247,"seed mass","1.152","Olearia pimeleoides"
1475250,"seed mass","0.4753","Leucochrysum albicans subsp. albicans"
1475253,"seed mass","0.4","Luzula modesta"
1476375,"seed mass","1.3206","Ranunculus dissectifolius"
1476399,"seed shape","sectoroid","Baeckea gunniana"
1476399,"seed mass","0.0646","Baeckea gunniana"
1476399,"dispersal appendage","none","Baeckea gunniana"
1476452,"seed mass","0.0382","Drosera arcturi"
1476518,"seed mass","0.0093","Juncus effusus"
1476782,"seed mass","4.2905","Trichocline spathulata"
1476898,"dispersal appendage","aril","Acacia rhodophloia"
1476898,"seed mass","6.6793","Acacia rhodophloia"
1476898,"seed shape","ovuloid","Acacia rhodophloia"
1476925,"seed shape","fusiform","Argyrotegium mackayi"
1476925,"dispersal appendage","bristles","Argyrotegium mackayi"
1476928,"seed mass","0.067","Epilobium tasmanicum"
1476929,"seed mass","0.2266","Euphrasia collina subsp. glacialis"
1476931,"seed shape","ovoid","Carex canescens"
1476931,"dispersal appendage","beak","Carex canescens"
1476937,"seed mass","0.7856","Carex canescens"
1476946,"seed mass","3.556","Anthosachne scabra"
1476948,"seed mass","0.2353","Eucalyptus melliodora"
1476954,"seed mass","0.0452","Richea continentis"
1476960,"seed mass","1.98","Carpha nivicola"
1476961,"seed mass","0.448","Oreobolus pumilio subsp. pumilio"
1476964,"seed mass","1.442","Astelia alpina var. novae-hollandiae"
1476967,"seed mass","1.24","Eucalyptus stricta"
1477128,"seed mass","1.816","Calotis erinacea"
1477133,"seed mass","1.0453","Comesperma retusum"
1477139,"seed mass","1.044","Oreobolus distichus"
1477145,"seed shape","ovoid","Oxylobium ellipticum"
1477145,"dispersal appendage","aril","Oxylobium ellipticum"
1477145,"seed mass","4.3733","Oxylobium ellipticum"
1478518,"seed mass","3.0721","Phormium tenax"
1478518,"seed shape","lanceolate","Phormium tenax"
1478519,"seed mass","0.1868","Peperomia urvilleana"
1478520,"seed mass","25.8133","Meryta latifolia"
1478527,"seed mass","6.8048","Cordyline obtecta"
1478529,"seed mass","107.764","Melodinus baueri"
1478530,"seed mass","27.6246","Meryta angustifolia"
1478532,"seed mass","11.7093","Hibiscus tiliaceus"
1478533,"seed mass","10.5813","Hibiscus insularis"
1478533,"seed shape","cordate","Hibiscus insularis"
1478533,"dispersal appendage","hairs","Hibiscus insularis"
1478534,"seed mass","9.704","Adiantum diaphanum"
1478538,"seed shape","ovoid","Ficinia nodosa"
1478538,"seed mass","0.1728","Ficinia nodosa"
1478539,"seed mass","7.244","Dodonaea viscosa subsp. viscosa"
1478540,"seed mass","7.2593","Dodonaea viscosa subsp. viscosa"
1478544,"seed mass","8.345","Dianella intermedia"
1478546,"seed mass","18.3466","Coprosma baueri"
1478547,"seed mass","20.8466","Coprosma baueri"
1478549,"seed mass","19.264","Coprosma baueri"
1478576,"seed mass","1.4666","Astrebla pectinata"
1478577,"seed mass","0.4152","Cyperus lucidus"
1478577,"seed shape","fusiform","Cyperus lucidus"
1479513,"seed mass","1.4506","Carpha alpina"
1479517,"seed mass","2.7913","Carpha nivicola"
1479518,"seed mass","3.454","Carpha nivicola"
1479523,"seed mass","0.0546","Richea continentis"
1479525,"seed mass","2.7626","Carpha nivicola"
1479528,"seed mass","1.2313","Barbarea grayi"
1479530,"seed mass","0.2093","Isolepis crassiuscula"
1479534,"seed mass","0.1133","Isolepis crassiuscula"
1479535,"seed mass","2.4226","Carpha nivicola"
1479537,"seed mass","2.863","Carpha nivicola"
1479538,"seed mass","0.336","Carex echinata"
1479540,"seed mass","0.6253","Carex gaudichaudiana"
1479540,"dispersal appendage","persistent glumes","Carex gaudichaudiana"
1479540,"seed shape","fusiform","Carex gaudichaudiana"
1479542,"seed mass","0.2793","Cotula alpina"
1479544,"seed mass","0.2486","Chionogentias muelleriana subsp. alpestris"
1479546,"seed mass","0.0566","Isolepis crassiuscula"
1479553,"seed mass","1.1391","Empodisma minus"
1479558,"seed mass","2.776","Oxylobium ellipticum"
1479559,"seed mass","0.0233","Wahlenbergia ceracea"
