Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2)
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,37,17.713,0.0017713,0.1061,59.89950884
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,38,21.042,0.0021042,0.1028,48.85467161
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,4,42.081,0.0042081,0.6695,159.0979302
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,7,22.704,0.0022704,0.1926,84.83086681
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,10,2.594,0.0002594,0.0113,43.56206631
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,11,3.803,0.0003803,0.0291,76.518538
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,12,2.865,0.0002865,0.0148,51.65794066
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,14,3.507,0.0003507,0.0171,48.75962361
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,15,2.759,0.0002759,0.0147,53.28017398
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,16,2.839,0.0002839,0.0165,58.11905601
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,17,3.003,0.0003003,0.0113,37.62903763
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,18,2.582,0.0002582,0.0109,42.21533695
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,19,3.235,0.0003235,0.0211,65.22411128
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,21,2.981,0.0002981,0.0212,71.11707481
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,23,2.595,0.0002595,0.0119,45.85741811
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,24,3.242,0.0003242,0.0172,53.05367057
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,25,3.357,0.0003357,0.0205,61.06642836
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,26,3.02,0.000302,0.0124,41.05960265
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,27,2.769,0.0002769,0.0142,51.28205128
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,4,3.029,0.0003029,0.0292,96.40145262
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,5,2.979,0.0002979,0.0182,61.09432696
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,6,3.349,0.0003349,0.0206,61.51089878
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,8,2.661,0.0002661,0.0171,64.26155581
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,9,3.294,0.0003294,0.0234,71.03825137
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,1,3.085,0.0003085,0.0199,64.50567261
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,10,2.228,0.0002228,0.0191,85.72710952
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,11,3.76,0.000376,0.0282,75
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,12,2.659,0.0002659,0.0148,55.66002256
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,13,1.87,0.000187,0.0126,67.37967914
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,14,2.389,0.0002389,0.0104,43.53285894
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,16,2.615,0.0002615,0.0162,61.95028681
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,18,2.626,0.0002626,0.0209,79.5887281
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,19,2.153,0.0002153,0.012,55.73618207
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,2,4.029,0.0004029,0.0277,68.75155125
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,21,2.294,0.0002294,0.0147,64.08020924
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,23,2.954,0.0002954,0.0239,80.90724441
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,24,4.426,0.0004426,0.0316,71.39629462
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,25,2.199,0.0002199,0.0094,42.74670305
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,26,1.937,0.0001937,0.0137,70.72792979
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,27,3.232,0.0003232,0.0327,101.1757426
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,28,2.779,0.0002779,0.0168,60.4534005
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,4,4.34,0.000434,0.0161,37.09677419
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,6,2.806,0.0002806,0.0185,65.93014968
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,9,3.68,0.000368,0.0268,72.82608696
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,10,253.002,0.0253002,1.493,59.01139121
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,11,63.563,0.0063563,0.2877,45.26218083
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,227.242,0.0227242,1.0728,47.20958274
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,14,78.541,0.0078541,0.3729,47.47838708
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,285.434,0.0285434,1.3968,48.93600622
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,215.924,0.0215924,1.6124,74.67442248
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,19,146.57,0.014657,0.8108,55.31827796
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,282.783,0.0282783,1.495,52.86739302
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,259.655,0.0259655,1.4272,54.96524234
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,27,269.947,0.0269947,1.7558,65.04239721
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,263.471,0.0263471,1.5969,60.61008612
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,218.297,0.0218297,1.5404,70.56441454
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,337.263,0.0337263,2.996,88.8327507
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,35,213.346,0.0213346,1.3353,62.58847131
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,97.713,0.0097713,0.7261,74.30945729
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,4,163.968,0.0163968,1.0156,61.93891491
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,40,236.659,0.0236659,1.4087,59.52446347
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,6,189.167,0.0189167,1.3688,72.35934386
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,8,175.049,0.0175049,1.1223,64.1134768
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,245.184,0.0245184,1.6841,68.68719003
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,144.343,0.0144343,0.9483,65.69767845
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,62.187,0.0062187,0.2797,44.97724605
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,221.635,0.0221635,1.2015,54.21075191
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,134.218,0.0134218,0.6212,46.28291287
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,241.39,0.024139,1.8468,76.50689755
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,109.406,0.0109406,0.575,52.55653255
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,288.41,0.028841,1.3914,48.24381956
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,277.032,0.0277032,1.9956,72.03499957
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,20,192.037,0.0192037,0.8878,46.2306743
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,21,364.999,0.0364999,2.1473,58.83029817
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,22,360.392,0.0360392,2.0133,55.86417013
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,23,412.655,0.0412655,2.2225,53.85855012
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,31,201.864,0.0201864,1.1936,59.12891848
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,37,193.22,0.019322,1.6258,84.14242832
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,331.101,0.0331101,2.7453,82.91427691
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,6,309.608,0.0309608,1.9795,63.93568642
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,416.712,0.0416712,2.7716,66.51116359
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,283.739,0.0283739,2.2874,80.61634107
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,312.026,0.0312026,2.4498,78.51268805
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,1,247.645,0.0247645,2.5396,102.5500212
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,16,265.615,0.0265615,2.7711,104.3276923
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,17,162.196,0.0162196,1.7514,107.9804681
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,18,201.403,0.0201403,2.0574,102.1533939
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,19,137.831,0.0137831,1.5794,114.5896061
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,20,198.059,0.0198059,2.2226,112.2190862
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,23,314.945,0.0314945,2.8847,91.59377034
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,24,180.52,0.018052,2.0578,113.9929094
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,25,53.575,0.0053575,0.3958,73.87774148
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,28,213.971,0.0213971,2.2975,107.3743638
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,29,208.994,0.0208994,2.1759,104.1130367
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,30,187.64,0.018764,1.7904,95.41675549
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,35,269.226,0.0269226,2.4546,91.1724722
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,36,232.327,0.0232327,2.7324,117.6100927
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,39,210.587,0.0210587,2.4121,114.5417333
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,4,208.395,0.0208395,2.6378,126.5769332
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,5,97.745,0.0097745,0.6271,64.15673436
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,7,202.684,0.0202684,1.6254,80.19379921
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,8,162.28,0.016228,2.0541,126.5775203
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,9,119.41,0.011941,0.9105,76.24989532
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,196.034,0.0196034,1.6885,86.13301774
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,105.562,0.0105562,0.6781,64.23713079
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,11,116.091,0.0116091,0.9186,79.12758095
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,12,121.051,0.0121051,1.4442,119.3050863
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,174.185,0.0174185,1.5191,87.21187243
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,129.843,0.0129843,1.2162,93.66696703
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,15,185.567,0.0185567,1.9609,105.6707281
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,101.518,0.0101518,0.5459,53.77371501
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,129.612,0.0129612,1.2368,95.42326328
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,139.885,0.0139885,1.345,96.15040926
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,19,158.59,0.015859,1.7994,113.4623873
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,80.322,0.0080322,0.7381,91.89263216
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,3,217.849,0.0217849,1.8525,85.03596528
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,132.02,0.013202,1.8725,141.8345705
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,153.212,0.0153212,0.9581,62.53426625
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,66.442,0.0066442,0.8084,121.670028
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,203.219,0.0203219,1.6548,81.42939391
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,10,112.372,0.0112372,0.6943,61.78585413
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,11,124.824,0.0124824,0.8084,64.76318657
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,12,100.34,0.010034,0.5918,58.9794698
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,13,107.445,0.0107445,0.7349,68.39778491
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,14,77.631,0.0077631,0.6071,78.20329508
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,16,104.31,0.010431,0.8307,79.63761864
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,17,106.001,0.0106001,0.7542,71.15027217
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,18,114.646,0.0114646,0.8058,70.28592363
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,19,97.222,0.0097222,0.7791,80.13618317
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,20,71.661,0.0071661,0.4372,61.00947517
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,21,116.731,0.0116731,0.856,73.33099177
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,28,46.138,0.0046138,0.3432,74.38553904
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,29,102.29,0.010229,0.9468,92.56036758
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,3,116.247,0.0116247,1.2957,111.4609409
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,31,72.93,0.007293,0.6406,87.83765254
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,34,130.547,0.0130547,1.1585,88.74198565
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,5,111.031,0.0111031,0.8338,75.09614432
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,6,68.63,0.006863,0.4622,67.34664141
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,7,123.828,0.0123828,0.7964,64.31501761
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,8,77.297,0.0077297,0.5056,65.41004179
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,10,130.125,0.0130125,0.9561,73.47550432
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,12,72.963,0.0072963,0.5301,72.65326261
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,13,119.631,0.0119631,1.0237,85.57146559
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,15,181.831,0.0181831,1.2809,70.44453366
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,16,131.105,0.0131105,0.9346,71.28637352
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,2,134.965,0.0134965,1.1745,87.0225614
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,20,111.744,0.0111744,0.8003,71.61905785
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,21,122.18,0.012218,1.1173,91.44704534
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,23,103.427,0.0103427,0.969,93.68926876
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,25,122.603,0.0122603,1.018,83.03222597
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,27,178.063,0.0178063,1.3181,74.02436216
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,29,154.973,0.0154973,1.1823,76.2907087
