Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL)
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,11,0.1139,0.0362,0.317822651
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,13,0.0524,0.0205,0.391221374
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,4,0.1361,0.053,0.389419544
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,18,0.0774,0.0238,0.30749354
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,2,0.1249,0.0378,0.302642114
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,10,0.1746,0.0544,0.311569301
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,1,0.1142,0.0346,0.302977233
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,14,0.054,0.0162,0.3
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,16,0.0894,0.0325,0.363534676
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,5,0.1478,0.0505,0.341677943
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,15,0.0738,0.022,0.298102981
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,9,0.1158,0.0315,0.272020725
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,7,0.0907,0.0289,0.318632856
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,8,0.1382,0.046,0.332850941
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,6,0.1196,0.0387,0.323578595
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,12,0.0889,0.0384,0.431946007
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,0.4839,0.1966,0.40628229
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,0.4737,0.1928,0.407008655
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,0.7446,0.2818,0.378458233
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,0.544,0.1746,0.320955882
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,1.0034,0.3957,0.394359179
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,40,0.4089,0.1912,0.467595989
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,0.6884,0.2452,0.356188263
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,0.8109,0.336,0.414354421
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,0.4356,0.1551,0.356060606
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,14,0.2258,0.0886,0.39238264
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,0.2879,0.1061,0.36853074
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,0.556,0.2119,0.381115108
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,35,0.5046,0.1975,0.391399128
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,19,0.3022,0.1093,0.361681006
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,8,0.2843,0.1163,0.409074921
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,10,0.6473,0.2584,0.399196663
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,11,0.1526,0.0581,0.380733945
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,6,0.4484,0.1842,0.410793934
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,27,0.7762,0.2777,0.357768616
Corymbia eximia,Historic,2/10/1983,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,4,0.3146,0.1262,0.40114431
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,0.5556,0.1998,0.359611231
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,1.1819,0.4487,0.379642948
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,0.4737,0.1865,0.393709099
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,6,0.5252,0.191,0.363670982
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,0.2796,0.106,0.379113019
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,37,0.4007,0.1665,0.415522835
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,0.2518,0.0959,0.380857824
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,0.1237,0.0417,0.337105901
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,22,0.6369,0.1902,0.298634008
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,0.6196,0.2653,0.428179471
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,24,0.3938,0.1548,0.393092941
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,23,0.7129,0.2698,0.378454201
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,21,0.8411,0.346,0.411366068
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,31,0.6512,0.2413,0.370546683
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,0.7064,0.2882,0.407984145
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,0.5751,0.227,0.394713963
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,0.6493,0.2077,0.319882951
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,0.1872,0.0661,0.353098291
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,0.5247,0.2067,0.393939394
Corymbia eximia,Modern,2/26/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,20,0.3537,0.1172,0.331354255
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,29,1.2108,0.4739,0.39139412
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,19,0.7479,0.2513,0.336007488
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,18,0.3968,0.1596,0.402217742
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,30,0.5973,0.2119,0.354763101
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,4,0.9704,0.4106,0.423124485
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,5,1.3984,0.4496,0.321510297
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,23,1.6243,0.5813,0.357877239
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,20,0.4289,0.1729,0.403124271
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,1,1.5173,0.5447,0.358992948
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,9,0.32,0.1355,0.4234375
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,39,1.2369,0.4679,0.378284421
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,7,0.4062,0.1424,0.350566224
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,35,0.8712,0.283,0.324839302
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,16,2.1153,0.766,0.362123576
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,25,0.5311,0.1835,0.34550932
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,17,0.7541,0.273,0.362020952
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,36,1.5003,0.482,0.32126908
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,8,0.4771,0.1834,0.384405785
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,24,1.3952,0.4891,0.35055906
Corymbia gummifera,Historic,1/21/1986,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,28,0.601,0.2231,0.371214642
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,15,0.7475,0.2915,0.389966555
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,0.8509,0.2752,0.323422259
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,1.2507,0.4546,0.363476453
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,1.0821,0.3593,0.332039553
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,1.133,0.4171,0.368137688
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,19,1.4148,0.5325,0.376378287
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,0.4604,0.2013,0.437228497
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,3,1.2083,0.4421,0.365885955
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,0.6896,0.2527,0.366444316
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,12,0.6194,0.1908,0.308040039
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,0.6224,0.2082,0.334511568
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,11,1.0821,0.3677,0.339802236
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,0.4048,0.1244,0.307312253
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,0.2939,0.0711,0.24191902
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,0.5976,0.1808,0.302543507
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,0.4836,0.1553,0.321133168
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,2.0053,0.6952,0.346681295
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,3,0.268,0.1148,0.428358209
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,7,0.3345,0.1367,0.408669656
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,11,0.5783,0.212,0.366591734
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,13,0.2283,0.0852,0.373193167
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,16,0.3211,0.1179,0.367175335
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,19,0.4286,0.2119,0.494400373
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,10,0.2256,0.0933,0.41356383
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,12,0.204,0.0714,0.35
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,28,0.1926,0.0826,0.42886812
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,18,0.2337,0.0935,0.40008558
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,29,0.2465,0.1185,0.480730223
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,5,0.3412,0.1362,0.399179367
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,8,0.3565,0.137,0.384291725
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,21,0.3281,0.1327,0.404449863
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,6,0.2847,0.1112,0.390586582
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,34,0.3446,0.1617,0.469239698
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,14,0.2652,0.1153,0.434766214
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,31,0.2133,0.1075,0.503984998
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,17,0.2506,0.1002,0.399840383
Eucalyptus calcareana,Historic,10/20/1985,31 54 00 S,132 23 00 E,-31.9,132.3833,site_at_31.9000_S_and_132.3833_E,20,0.2013,0.0705,0.350223547
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,9,0.1661,0.0673,0.405177604
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,20,0.2351,0.0951,0.40450872
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,10,0.1655,0.0738,0.44592145
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,35,0.1136,0.0561,0.493838028
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,21,0.2345,0.1113,0.474626866
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,30,0.1584,0.0674,0.425505051
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,34,0.299,0.137,0.45819398
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,7,0.2241,0.0867,0.386880857
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,33,0.1733,0.0722,0.41661858
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,8,0.2072,0.0883,0.426158301
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,16,0.1573,0.0661,0.420216147
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,15,0.2568,0.0971,0.378115265
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,29,0.2728,0.1243,0.455645161
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,4,0.2888,0.1182,0.409279778
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,2,0.3611,0.1562,0.432567156
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,25,0.263,0.1298,0.493536122
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,23,0.2573,0.1162,0.451612903
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,13,0.4254,0.1942,0.456511519
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,12,0.4118,0.1739,0.422292375
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,27,0.2948,0.1237,0.419606513
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,21,0.4548,0.2083,0.458003518
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,15,0.7593,0.3402,0.448044251
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,12,0.444,0.1882,0.423873874
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,11,0.6599,0.2782,0.421579027
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,9,0.8389,0.2997,0.357253546
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,17,0.4678,0.1849,0.395254382
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,10,0.777,0.3298,0.424453024
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,13,0.5041,0.183,0.36302321
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,1,0.4423,0.2119,0.479086593
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,6,0.3583,0.1596,0.445436785
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,2,0.4654,0.1815,0.389987108
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,4,0.7769,0.3153,0.405843738
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,19,0.6518,0.2806,0.430500153
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,7,0.2703,0.1239,0.458379578
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,3,0.4773,0.2124,0.445003143
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,14,0.3894,0.1729,0.444016436
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,5,0.4784,0.1934,0.404264214
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,8,0.2778,0.1201,0.432325414
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,0.1858,0.0864,0.465016146
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,19,0.4002,0.1953,0.488005997
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,23,0.3498,0.1635,0.467409949
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,0.8433,0.3809,0.451677932
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,13,0.1642,0.0665,0.40499391
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,0.2334,0.1029,0.440874036
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,0.1316,0.0506,0.38449848
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,24,0.1827,0.0719,0.393541325
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,4,0.1599,0.0651,0.407129456
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,0.3565,0.1595,0.44740533
