Ecosystem,species records,R+,S+,resp.type,Conserved R+,Conserved S+,Genus number,Genus,Family,Family number
Eucalypt Forest,Acacia_spirorbis_subsp._solandri,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_spirorbis_subsp._solandri,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Spinifex Grassland,Acacia_spondylophylla,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_spp.,X,X,X,Conserved,Conserved,4,Acacia,Mimo,74
Grassland,Acacia_stenophylla,yes,yes,Underground,Conserved,Conserved,4,Acacia,Mimo,74
Heath,Acacia_stenoptera,yes,yes,X,Conserved,Conserved,4,Acacia,Mimo,74
Spinifex Grassland,Acacia_stipuligera,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_stricta,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Spinifex Grassland,Acacia_strongylophylla,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_suaveolens,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_subporosa,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_subulata,X,X,X,Conserved,Conserved,4,Acacia,Mimo,74
Spinifex Grassland,Acacia_tenuissima,no,no,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Grassland,Acacia_tephrina,X,X,X,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_terminalis,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_terminalis_ssp_angustifolia,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_terminalis_subsp._aurea,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_terminalis_subsp._terminalis,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Acacia Shrublands,Acacia_tetragonophylla,no,no,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Savanna,Acacia_tolmerensis,yes,yes,Epicormic,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_torringtonensis,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Savanna,Acacia_torulosa,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_trachyphloia,X,X,X,Conserved,Conserved,4,Acacia,Mimo,74
Savanna,Acacia_translucens,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_trinervata,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_triptera,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_ulicifolia,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_uncinata,no,X,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Heath,Acacia_uncinella,yes,yes,X,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_undulifolia,X,X,X,Conserved,Conserved,4,Acacia,Mimo,74
Spinifex Grassland,Acacia_validinervia,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_venulosa,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_verniciflua,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Shrubland,Acacia_verricula,X,yes,X,Conserved,Conserved,4,Acacia,Mimo,74
Rainforest,Acacia_verticillata,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_verticillata_ssp_verticillata,X,X,X,Conserved,Conserved,4,Acacia,Mimo,74
Grassland,Acacia_victoriae,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Acacia Shrublands,Acacia_victoriae_subsp__arida,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_viscidula,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Shrubland,Acacia_viscifolia,X,yes,X,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Shrubland,Acacia_wilhelmiana,no,yes,Killed,Conserved,Conserved,4,Acacia,Mimo,74
Heath,Acacia_willdenowiana,yes,yes,X,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acacia_williamsiana,yes,yes,Basal,Conserved,Conserved,4,Acacia,Mimo,74
Eucalypt Forest,Acmena_smithii,yes,no,Basal,Unknown,Unknown,5,Acmena,Myrt,78
Rainforest,Acradenia_euodiiformis_,yes,no,Basal,Strongly Conserved,Unknown,6,Acradenia,Ruta,113
Rainforest,Acradenia_frankliniae,yes,no,Basal,Strongly Conserved,Unknown,6,Acradenia,Ruta,113
Eucalypt Forest,Acronychia_laevis,yes,yes,Basal,Strongly Conserved,Conserved,7,Acronychia,Ruta,113
Rainforest,Acronychia_oblongifolia,yes,no,Basal,Strongly Conserved,Conserved,7,Acronychia,Ruta,113
Rainforest,Acronychia_pubescens,yes,no,Basal,Strongly Conserved,Conserved,7,Acronychia,Ruta,113
Eucalypt Forest,Acrotriche_aggregata,yes,no,Basal,Conserved,Unknown,8,Acrotriche,Eric,47
Eucalypt Forest,Acrotriche_divaricata,no,X,Killed,Conserved,Unknown,8,Acrotriche,Eric,47
Eucalypt Forest,Acrotriche_latifolia,X,X,X,Conserved,Unknown,8,Acrotriche,Eric,47
Eucalypt Forest,Acrotriche_leucocarpa,no,X,Killed,Conserved,Unknown,8,Acrotriche,Eric,47
Eucalypt Forest,Acrotriche_rigida,X,X,X,Conserved,Unknown,8,Acrotriche,Eric,47
Eucalypt Forest,Acrotriche_serrulata,yes,yes,Basal,Conserved,Unknown,8,Acrotriche,Eric,47
Acacia Shrublands,Adansonia_gregorii,yes,yes,Epicormic,Unknown,Unknown,9,Adansonia,Malv,70
Rainforest,Adenanthera_pavonina,yes,yes,X,Unknown,Unknown,10,Adenanthera,Mimo,74
Heath,Adenanthos_cygnorum,no,yes,Killed,Conserved,Strongly Conserved,11,Adenanthos,Prot,104
Heath,Adenanthos_flavidiflorus,yes,yes,X,Conserved,Strongly Conserved,11,Adenanthos,Prot,104
Eucalypt Shrubland,Adenanthos_glabrescens_subsp._glabrescens,yes,yes,X,Conserved,Strongly Conserved,11,Adenanthos,Prot,104
Heath,Adenanthos_obovatus,yes,yes,X,Conserved,Strongly Conserved,11,Adenanthos,Prot,104
Eucalypt Shrubland,Adenanthos_terminalis,no,yes,Killed,Conserved,Strongly Conserved,11,Adenanthos,Prot,104
Rainforest,Adenia_heterophylla,yes,X,X,Unknown,Unknown,12,Adenia,Pass,89
Eucalypt Forest,Adriana_glabrata,no,no,X,Unknown,Unknown,13,Adriana,Euph,50
Acacia Shrublands,Adriana_tomentosa_var__hookeri,yes,no,Basal,Unknown,Unknown,13,Adriana,Euph,50
Eucalypt Forest,Adriana_tomentosa_var_tomentosa,X,X,X,Unknown,Unknown,13,Adriana,Euph,50
Rainforest,Agastachys_odorata,yes,no,Basal,Unknown,Unknown,14,Agastachys,Prot,104
Heath,Agonis_theiformis,yes,yes,X,Unknown,Unknown,15,Agonis,Myrt,78
Eucalypt Forest,Ailanthus_altissima,X,X,X,Unknown,Unknown,16,Ailanthus,Sima,120
Rainforest,Akania_lucens,yes,no,Basal,Unknown,Unknown,17,Akania,Akan,3
Savanna,Albizia_basaltica,yes,yes,Epicormic,Strongly Conserved,Strongly Conserved,18,Albizia,Mimo,74
Rainforest,Albizia_lebbeck,yes,yes,X,Strongly Conserved,Strongly Conserved,18,Albizia,Mimo,74
Savanna,Albizia_lebek,yes,yes,Epicormic,Strongly Conserved,Strongly Conserved,18,Albizia,Mimo,74
Eucalypt Forest,Alchornea_ilicifolia,yes,X,X,Unknown,Unknown,19,Alchornea,Euph,50
Eucalypt Forest,Alectryon_connatus,yes,no,Basal,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Eucalypt Forest,Alectryon_diversifolium,yes,no,X,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Acacia Shrublands,Alectryon_diversifolius,yes,no,Basal,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Grassland,Alectryon_oleifolius,yes,no,Basal,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Acacia Shrublands,Alectryon_oleifolius_subsp__elongatus,yes,no,Basal,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Rainforest,Alectryon_subcinereus_,yes,no,Basal,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Eucalypt Forest,Alectryon_subdentata,yes,no,Basal,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Eucalypt Forest,Alectryon_subdentatus_f._subdentatus,X,X,X,Strongly Conserved,Strongly Conserved,20,Alectryon,Sapi,116
Heath,Allocasuarina_brachystachya,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Spinifex Grassland,Allocasuarina_decaisneana,yes,no,Epicormic,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_diminuta,X,X,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_diminuta_ssp_annectens,X,X,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_diminuta_subsp._diminuta,X,X,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_diminuta_subsp._mimica,X,X,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_distyla,no,X,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_fraseriana,yes,yes,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_gymnanthera,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_humilis,yes,yes,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_inophloia,yes,yes,Epicormic,Conserved,Conserved,21,Allocasuarina,Casu,27
Savanna,Allocasuarina_leuhmanii,yes,yes,Epicormic,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_littoralis,yes,yes,Epicormic,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_luehmannii,no,X,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_microstachya,yes,yes,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_muellerana,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Shrubland,Allocasuarina_muelleriana_subsp._muelleriana,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_nana,yes,X,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Shrubland,Allocasuarina_paludosa,yes,yes,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_pinaster,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_pusilla,yes,yes,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_rigida,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Shrubland,Allocasuarina_spinosissima,no,yes,Killed,Conserved,Conserved,21,Allocasuarina,Casu,27
Heath,Allocasuarina_thuyoides,yes,yes,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_torulosa,yes,yes,Epicormic,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Allocasuarina_verticillata,yes,X,X,Conserved,Conserved,21,Allocasuarina,Casu,27
Eucalypt Forest,Almaleea_cambagei,yes,yes,Basal,Conserved,Conserved,22,Almaleea,Fabo,52
Eucalypt Forest,Almaleea_incurvata,no,X,Killed,Conserved,Conserved,22,Almaleea,Fabo,52
Acacia Shrublands,Alphitonia_excelsa,no,yes,Killed,Unknown,Strongly Conserved,23,Alphitonia,Rham,107
Eucalypt Forest,Alphitonia_excelsa,yes,yes,Basal,Unknown,Strongly Conserved,23,Alphitonia,Rham,107
Savanna,Alphitonia_excelsa,yes,yes,Epicormic,Unknown,Strongly Conserved,23,Alphitonia,Rham,107
Eucalypt Forest,Alphitonia_oblata,X,X,X,Unknown,Strongly Conserved,23,Alphitonia,Rham,107
Rainforest,Alpinia_caerulea,no,no,Killed,Unknown,Unknown,24,Alpinia,Zing,134
Savanna,Alstonia_actinophylla,yes,no,Epicormic,Strongly Conserved,Unknown,25,Alstonia,Apoc,9
Acacia Shrublands,Alstonia_constricta,yes,no,Basal,Strongly Conserved,Unknown,25,Alstonia,Apoc,9
Eucalypt Forest,Alstonia_muelleriana,yes,no,Basal,Strongly Conserved,Unknown,25,Alstonia,Apoc,9
Spinifex Grassland,Aluta_maisonneuvei_subsp__maisonneuvei,no,no,Killed,Unknown,Unknown,26,Aluta,Myrt,78
Spinifex Grassland,Alyogyne_pinoniana,yes,no,Basal,Unknown,Unknown,27,Alyogyne,Malv,70
Eucalypt Forest,Alyxia_buxifolia,yes,X,X,Strongly Conserved,Unknown,28,Alyxia,Apoc,9
Rainforest,Alyxia_ruscifolia,yes,no,Basal,Strongly Conserved,Unknown,28,Alyxia,Apoc,9
Eucalypt Forest,Alyxia_spicata,yes,no,Basal,Strongly Conserved,Unknown,28,Alyxia,Apoc,9
Rainforest,Amorphospermum_whitei,X,X,X,Unknown,Unknown,29,Niemeyera,Sapo,117
Heath,Ampelocissus_frutescens,yes,no,Basal,Unknown,Unknown,30,Ampelocissus,Vita,130
Eucalypt Forest,Amperea_xiphoclada,yes,no,Underground,Strongly Conserved,Unknown,31,Amperea,Euph,50
Eucalypt Forest,Amperea_xiphoclada_var._pedicellata,yes,no,Underground,Strongly Conserved,Unknown,31,Amperea,Euph,50
Eucalypt Forest,Amperea_xiphoclada_var._xiphoclada,yes,no,Underground,Strongly Conserved,Unknown,31,Amperea,Euph,50
Eucalypt Shrubland,Amphipogon_turbinatus,X,X,X,Unknown,Unknown,32,Amphipogon,Euph,50
Acacia Shrublands,Amyema_bifurcata,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Grassland,Amyema_cambagei,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Savanna,Amyema_cambegi,no,no,X,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_congener,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Savanna,Amyema_congener,no,no,X,Unknown,Unknown,33,Amyema,Lora,67
Eucalypt Forest,Amyema_congener_ssp_congener,no,no,X,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_gibberula_var__gibberula,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_hilliana,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_maidenii_subsp__maidenii,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_miquelii,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Eucalypt Forest,Amyema_pendulum,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Eucalypt Forest,Amyema_pendulum_ssp_pendulum,X,X,X,Unknown,Unknown,33,Amyema,Lora,67
Eucalypt Shrubland,Amyema_preissii,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_quandang,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Grassland,Amyema_quandang_var._quandang,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Acacia Shrublands,Amyema_sanguinea_var__sanguinea,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Savanna,Amyema_sp._1,no,no,X,Unknown,Unknown,33,Amyema,Lora,67
Savanna,Amyema_sp._2,no,no,X,Unknown,Unknown,33,Amyema,Lora,67
Eucalypt Forest,Amyema_sp._indet._105/22,no,no,Killed,Unknown,Unknown,33,Amyema,Lora,67
Eucalypt Forest,Amyema_spp.,X,X,X,Unknown,Unknown,33,Amyema,Lora,67
Heath,Andersonia_caerulea,no,yes,Killed,Unknown,Strongly Conserved,34,Andersonia,Eric,47
Heath,Andersonia_heterophylla,no,yes,Killed,Unknown,Strongly Conserved,34,Andersonia,Eric,47
Heath,Andersonia_sprengelioides,no,yes,Killed,Unknown,Strongly Conserved,34,Andersonia,Eric,47
Eucalypt Forest,Angophora_bakeri,yes,yes,Basal,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Eucalypt Forest,Angophora_costata,yes,yes,Epicormic,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Eucalypt Forest,Angophora_crassifolia,yes,X,X,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Eucalypt Forest,Angophora_euryphylla,yes,X,X,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Eucalypt Forest,Angophora_floribunda,yes,yes,Epicormic,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Eucalypt Forest,Angophora_floribunda_juvenile,yes,yes,Epicormic,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Eucalypt Forest,Angophora_hispida,yes,yes,Epicormic,Strongly Conserved,Strongly Conserved,35,Angophora,Myrt,78
Rainforest,Anodopetalum_biglandolosum,yes,no,Basal,Unknown,Unknown,36,Anodopetalum,Cuno,34
Rainforest,Anopterus_glandulosus,yes,no,Basal,Unknown,Unknown,37,Anopterus,Esca,49
Rainforest,Anopterus_macleayanus,no,no,Killed,Unknown,Unknown,37,Anopterus,Esca,49
Spinifex Grassland,Anthobolus_leptomerioides,yes,no,Basal,Unknown,Unknown,38,Anthobolus,Sant,115
Rainforest,Antiaris_toxicaria,yes,no,X,Unknown,Unknown,39,Antiaris,Mora,76
Rainforest,Antidesma_ghesaembilla,yes,X,X,Unknown,Unknown,40,Antidesma,Phyl,94
Heath,Aotus_ericoides,yes,yes,Basal,Strongly Conserved,Strongly Conserved,41,Aotus,Fabo,52
Heath,Aotus_procumbens,yes,yes,X,Strongly Conserved,Strongly Conserved,41,Aotus,Fabo,52
Eucalypt Forest,Aotus_subglauca_,yes,yes,Basal,Strongly Conserved,Strongly Conserved,41,Aotus,Fabo,52
Eucalypt Forest,Aotus_subglauca_var._filiformis,yes,yes,X,Strongly Conserved,Strongly Conserved,41,Aotus,Fabo,52
Eucalypt Forest,Aotus_subglauca_var._subglauca,yes,yes,Basal,Strongly Conserved,Strongly Conserved,41,Aotus,Fabo,52
Eucalypt Forest,Apatophyllum_constablei,no,X,Killed,Unknown,Unknown,42,Apatophyllum,Cela,28
Rainforest,Aphanopetalum_resinosum_,yes,no,Basal,Unknown,Unknown,43,Aphanopetalum,Apha,7
Grassland,Apophyllum_anomalum,no,no,Killed,Unknown,Unknown,44,Apophyllum,Capp,25
Rainforest,Archeria_eriocarpa,yes,no,Basal,Strongly Conserved,Unknown,45,Archeria,Eric,47
Rainforest,Archeria_hirtella,yes,no,Basal,Strongly Conserved,Unknown,45,Archeria,Eric,47
Rainforest,Archirhodomyrtus_beckleri,yes,no,Basal,Unknown,Unknown,46,Archirhodomyrtus,Myrt,78
Eucalypt Forest,Archontophoenix_cunninghamiana,no,X,Killed,Unknown,Unknown,47,Archontophoenix,Arec,11
Eucalypt Shrubland,Argentipallium_niveum,X,X,X,Unknown,Unknown,48,Argentipallium,Aste,13
Rainforest,Aristotelia_australasica,yes,no,Basal,Strongly Conserved,Unknown,49,Aristotelia,Elae,46
Rainforest,Aristotelia_peduncularis,yes,no,Basal,Strongly Conserved,Unknown,49,Aristotelia,Elae,46
Eucalypt Forest,Asparagus_densiflorus,X,X,X,Unknown,Unknown,50,Asparagus,Aspa,12
Eucalypt Shrubland,Astartea_ambigua,X,yes,X,Unknown,Strongly Conserved,51,Astartea,Myrt,78
Heath,Astartea_fascicularis,no,yes,Killed,Unknown,Strongly Conserved,51,Astartea,Myrt,78
Eucalypt Forest,Asterolasia_asteriscophora,no,yes,Killed,Unknown,Strongly Conserved,52,Asterolasia,Ruta,113
Eucalypt Forest,Asterolasia_correifolia,no,yes,Killed,Unknown,Strongly Conserved,52,Asterolasia,Ruta,113
Eucalypt Forest,Asterolasia_rivularis,X,X,X,Unknown,Strongly Conserved,52,Asterolasia,Ruta,113
Heath,Asterolasia_trymalioides,no,yes,Killed,Unknown,Strongly Conserved,52,Asterolasia,Ruta,113
Heath,Asteromyrtus_magnifica,yes,no,Epicormic,Unknown,Unknown,53,Asteromyrtus,Myrt,78
Eucalypt Shrubland,Astroloma_cataphractum,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Eucalypt Shrubland,Astroloma_compactum,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Eucalypt Shrubland,Astroloma_conostephoides,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_drummondii,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_glaucescens,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Eucalypt Forest,Astroloma_humifusum,yes,yes,Basal,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_microdonta,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_pallidum,no,yes,Killed,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Eucalypt Forest,Astroloma_pinifolium,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Eucalypt Shrubland,Astroloma_serratifolium,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_sp.,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_xerophyllum,no,yes,Killed,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Heath,Astroloma_conostephioides,yes,yes,X,Conserved,Strongly Conserved,54,Astroloma,Eric,47
Eucalypt Forest,Astrotricha_floccosa,X,X,X,Conserved,Unknown,55,Astrotricha,Aral,10
Rainforest,Astrotricha_latifolia,yes,yes,Basal,Conserved,Strongly Conserved,55,Astrotricha,Aral,10
Eucalypt Forest,Astrotricha_ledifolia,yes,yes,Basal,Conserved,Strongly Conserved,55,Astrotricha,Aral,10
Eucalypt Forest,Astrotricha_longifolia,yes,X,X,Conserved,Strongly Conserved,55,Astrotricha,Aral,10
Eucalypt Forest,Astrotricha_longifolia_s.l.,no,yes,Killed,Conserved,Strongly Conserved,55,Astrotricha,Aral,10
Eucalypt Forest,Astrotricha_obovata,X,X,X,Conserved,Strongly Conserved,55,Astrotricha,Aral,10
Eucalypt Forest,Astrotricha_roddii,yes,yes,X,Conserved,Strongly Conserved,55,Astrotricha,Aral,10
Grassland,Atalaya_hemiglauca,yes,no,Basal,Strongly Conserved,Unknown,56,Atalaya,Sapi,116
Savanna,Atalaya_hemiglauca,yes,no,Epicormic,Strongly Conserved,Unknown,56,Atalaya,Sapi,116
Rainforest,Atherosperma_moschatum,yes,no,Basal,Unknown,Unknown,57,Atherosperma,Athe,15
Eucalypt Forest,Atkinsonia_ligustrina,yes,X,X,Unknown,Unknown,58,Atkinsonia,Lora,67
Grassland,Atriplex,X,X,X,Unknown,Unknown,59,Atriplex,Chen,29
Acacia Shrublands,Atriplex_lindleyi,no,no,Killed,Unknown,Unknown,59,Atriplex,Chen,29
Grassland,Atriplex_muelleri,no,no,Killed,Unknown,Unknown,59,Atriplex,Chen,29
Eucalypt Shrubland,Atriplex_nummularia_subsp._spathulata,yes,no,X,Unknown,Unknown,59,Atriplex,Chen,29
Grassland,Atriplex_semibaccata,no,no,Killed,Unknown,Unknown,59,Atriplex,Chen,29
Grassland,Atriplex_spongiosa,no,no,Killed,Unknown,Unknown,59,Atriplex,Chen,29
Eucalypt Shrubland,Atriplex_spp.,no,no,Killed,Unknown,Unknown,59,Atriplex,Chen,29
Eucalypt Shrubland,Atriplex_stipitata,no,no,Killed,Unknown,Unknown,59,Atriplex,Chen,29
Eucalypt Shrubland,Atriplex_vesicaria,no,no,X,Unknown,Unknown,59,Atriplex,Chen,29
Rainforest,Austrobuxus_swainii,no,no,Killed,Unknown,Unknown,60,Austrobuxus,Picr,96
Eucalypt Forest,Austromyrtus_tenuifolia,yes,X,X,Unknown,Unknown,61,Austromyrtus,Myrt,78
Eucalypt Forest,Austrosteenisia_blackii,X,X,X,Unknown,Unknown,62,Austrosteenisia,Fabo,52
Heath,Babingtonia_camphorosmae,yes,yes,X,Conserved,Strongly Conserved,63,Babingtonia,Myrt,78
Eucalypt Forest,Babingtonia_cunninghamii,X,X,X,Conserved,Strongly Conserved,63,Babingtonia,Myrt,78
Eucalypt Forest,Babingtonia_densifolia,no,yes,Killed,Conserved,Strongly Conserved,63,Babingtonia,Myrt,78
Eucalypt Forest,Babingtonia_odontocalyx,no,yes,Killed,Conserved,Strongly Conserved,63,Babingtonia,Myrt,78
Eucalypt Forest,Babingtonia_pluriflora,yes,X,X,Conserved,Strongly Conserved,63,Babingtonia,Myrt,78
Rainforest,Backhousia_myrtifolia_,yes,no,Basal,Unknown,Unknown,64,Backhousia,Myrt,78
Eucalypt Shrubland,Baeckea_behrii,yes,yes,X,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_brevifolia,no,X,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Shrubland,Baeckea_crassifolia,no,yes,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Heath,Baeckea_densifolia,no,yes,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_diosmifolia,yes,yes,Basal,Conserved,Conserved,65,Baeckea,Myrt,78
Heath,Baeckea_diosmifolia,yes,yes,Basal,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Shrubland,Baeckea_ericaea,no,yes,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Heath,Baeckea_floribunda,yes,yes,X,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_imbricata,yes,X,X,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_linifolia,yes,X,X,Conserved,Conserved,65,Baeckea,Myrt,78
Heath,Baeckea_omissa,yes,yes,Basal,Conserved,Conserved,65,Baeckea,Myrt,78
Spinifex Grassland,Baeckea_polystemonea,no,no,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Shrubland,Baeckea_preissiana,yes,yes,X,Conserved,Conserved,65,Baeckea,Myrt,78
Heath,Baeckea_ramosissima,no,yes,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Heath,Baeckea_sp.,no,yes,Killed,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_sp._C,yes,yes,Basal,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_utilis,yes,no,Basal,Conserved,Conserved,65,Baeckea,Myrt,78
Eucalypt Forest,Baeckea_virgata,yes,yes,X,Conserved,Conserved,65,Baeckea,Myrt,78
Rainforest,Baloghia_inophylla_,yes,no,Basal,Unknown,Unknown,66,Baloghia,Euph,50
Heath,Banksia_aemula,yes,yes,Epicormic,Conserved,Strongly Conserved,67,Banksia,Prot,104
Heath,Banksia_attenuata,yes,yes,X,Conserved,Strongly Conserved,67,Banksia,Prot,104
