abbrev,individual_id,sample_id,leaflet_id,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,notes
halfkend,3,3,,2792.5,0.7485,0.2628,
halfkend,3,4,,3682.4,1.2062,0.43,
halfkend,5,1,,1115.8,0.3534,0.1428,
halfkend,5,2,,1855.1,0.6073,0.2075,
halfkend,5,3,,1373.1,0.4282,0.1475,
halfkend,5,4,,1054.8,0.3275,0.1342,
harpalat,1,1,a,2570.8,0.5561,0.2001,
harpalat,1,1,b,5524.5,1.1389,0.3919,
harpalat,1,1,c,2928.9,0.5686,0.1995,
harpalat,1,2,a,2469.1,0.498,0.1684,
harpalat,1,2,b,2037.6,0.4234,0.1481,
harpalat,1,2,c,2848.2,0.6024,0.2097,
harpalat,1,3,a,1640,0.3267,0.1202,
harpalat,1,3,b,3068,0.6183,0.2291,
harpalat,1,3,c,2261.9,0.5004,0.1845,
harpalat,1,3,d,3144,0.6562,0.24,
harpalat,1,3,e,3127.5,0.652,0.2382,
harpalat,1,4,a,857.5,0.1906,0.0652,
harpalat,1,4,b,4185.1,0.8689,0.3066,
harpalat,1,4,c,4498.3,0.9434,0.3266,
harpalat,1,4,d,4665.8,0.9673,0.3455,
harpalat,1,4,e,4629.6,0.9334,0.3419,
harpalat,2,1,a,887.6,0.2002,0.0831,
harpalat,2,1,b,2339.4,0.5409,0.2261,
harpalat,2,1,c,1467.9,0.3363,0.1421,
harpalat,2,1,d,2319.5,0.4776,0.1696,
harpalat,2,2,a,473.7,0.0959,0.034,
harpalat,2,2,b,3269.7,0.7063,0.2666,
harpalat,2,2,c,2251.3,0.5008,0.1886,
harpalat,2,2,d,2775.1,0.5976,0.226,
harpalat,2,3,a,4136.6,0.9126,0.3396,
harpalat,2,3,b,3804.4,0.8137,0.3085,
harpalat,2,3,c,2142.7,0.4968,0.189,
harpalat,2,3,d,1403.3,0.3142,0.1188,
harpalat,2,4,a,5999.6,1.382,0.5781,
harpalat,2,4,b,3274.3,0.7178,0.2956,
harpalat,2,4,c,6662.6,1.491,0.6307,
harpalat,2,4,d,832.4,0.183,0.0765,
harpalat,2,4,e,3225.8,0.7012,0.2927,
harpalat,3,1,a,1461,0.2918,0.1063,
harpalat,3,1,b,1955,0.3518,0.1264,
harpalat,3,1,c,1055.8,0.1868,0.0715,
harpalat,3,1,d,639.6,0.1154,0.0433,
harpalat,3,1,e,1007,0.1847,0.0682,
harpalat,3,2,a,3634.5,0.6275,0.2155,
harpalat,3,2,b,2696.9,0.4709,0.1632,
harpalat,3,2,c,2670.8,0.4708,0.1615,
harpalat,3,2,d,1264.4,0.2262,0.0768,
harpalat,3,3,a,952.1,0.1712,0.0592,
harpalat,3,3,b,2452.2,0.4351,0.1514,
harpalat,3,3,c,3227.7,0.5586,0.197,
harpalat,3,3,d,2917.5,0.5111,0.1836,
harpalat,3,3,e,3009.7,0.5184,0.1833,
harpalat,3,4,a,988.8,0.2023,0.0812,
harpalat,3,4,b,1722,0.3328,0.1208,
harpalat,3,4,c,915.8,0.1932,0.0817,
harpalat,3,4,d,1237.9,0.2465,0.0941,
harpalat,3,4,e,903.7,0.1882,0.0806,
harpalat,4,1,a,2247.2,0.5018,0.1708,
harpalat,4,1,b,1208.2,0.2664,0.0953,
harpalat,4,1,c,2890,0.6412,0.2192,
harpalat,4,1,d,3457.1,0.7683,0.2717,
harpalat,4,1,e,5443.6,1.1839,0.419,
harpalat,4,2,a,1280.5,0.3165,0.1065,
harpalat,4,2,b,3835.6,0.9758,0.3287,
harpalat,4,2,c,7105,1.79,0.6113,
harpalat,4,2,d,6008.7,1.5346,0.5094,
harpalat,4,2,e,6096,1.5232,0.5301,
harpalat,4,3,a,5419.2,1.2822,0.4338,
harpalat,4,3,b,5661.7,1.3082,0.4553,
harpalat,4,3,c,4015.7,0.9485,0.3109,
harpalat,4,3,d,2840.5,0.6558,0.226,
harpalat,4,3,e,1372.1,0.3249,0.1046,
harpalat,4,4,a,4416.3,1.0722,0.3311,
harpalat,4,4,b,929.6,0.2248,0.0761,
harpalat,4,4,c,3286.4,0.7627,0.2352,
harpalat,4,4,d,2160.2,0.5045,0.1512,
harpalat,4,4,e,5008.2,1.1995,0.3949,
harphill,1,1,a,1041.024,0.2223,0.0939,
harphill,1,1,b,1919.181,0.419,0.1777,
harphill,1,1,c,1975.614,0.4355,0.1809,
harphill,1,1,d,1552.809,0.3006,0.1246,
harphill,1,1,e,1561.963,0.3516,0.1488,
harphill,1,2,a,1527.021,0.3217,0.1523,
harphill,1,2,b,1540.396,0.3106,0.147,
harphill,1,2,c,1238.041,0.2165,0.1013,
harphill,1,2,d,1949.421,0.3695,0.1733,
harphill,1,3,a,2096.536,0.4134,0.1688,
harphill,1,3,b,3990.706,0.8726,0.3623,
harphill,1,3,c,6292.764,1.4318,0.5994,
harphill,1,3,d,5300.645,1.2073,0.4969,
harphill,1,3,e,3785.308,0.8608,0.3571,
harphill,1,4,a,3053.87,0.7598,0.3173,
harphill,1,4,b,3198.062,0.7517,0.3142,
harphill,1,4,c,2007.544,0.4443,0.1804,
harphill,1,4,d,2568.31,0.5886,0.2428,
harphill,2,1,,7159.2,1.4751,0.6097,
harphill,2,2,,5098.1,1.038,0.401,
harphill,2,3,,2208.5,0.4125,0.1598,
harphill,2,4,,2533.2,0.4861,0.1871,
harphill,2,5,,2954,0.5726,0.229,
harphill,2,6,,3156.9,0.5189,0.2441,
harphill,2,7,,2186.1,0.364,0.1371,
harphill,2,8,,5053.7,0.9948,0.3734,
harphill,2,9,,5189.7,0.9079,0.3352,
harphill,2,10,,4619.2,0.8101,0.3095,
harphill,2,11,,2212.9,0.3678,0.1369,
harphill,2,12,,3351.5,0.5317,0.1786,
harphill,2,13,,4312.2,0.7922,0.2896,
harphill,3,1,a,1211.1,0.2577,0.116,
harphill,3,1,b,2030.5,0.4485,0.2026,
harphill,3,1,c,3563.3,0.8766,0.3981,
harphill,3,1,d,3979,0.9153,0.4139,
harphill,3,1,e,3352.6,0.7707,0.3484,
harphill,3,2,a,4141.8,1.0158,0.4737,
harphill,3,2,b,2158.3,0.4748,0.2198,
harphill,3,2,c,1254.9,0.2613,0.1174,
harphill,3,2,d,4447.5,0.9679,0.4406,
harphill,3,3,a,325.4,0.06,0.0265,
harphill,3,3,b,2424.7,0.5077,0.2352,
harphill,3,3,c,2128.2,0.4347,0.1961,
harphill,3,3,d,2830.6,0.5769,0.2622,
harphill,3,3,e,2104.7,0.4175,0.192,
harphill,3,4,a,4327.1,0.8315,0.3283,
harphill,3,4,b,3381.9,0.6438,0.2495,
harphill,3,4,c,3702.2,0.7011,0.2803,
harphill,3,4,d,2281.5,0.4249,0.1688,
harphill,3,4,e,1743.3,0.3498,0.1295,
harphill,3,4,f,2664.1,0.522,0.2058,
harppend,1,1,a,628.3,0.1269,0.055,
harppend,1,1,b,828.1,0.1696,0.0737,
harppend,1,1,c,768.8,0.1626,0.0711,
harppend,1,2,a,1574.4,0.3195,0.1375,
harppend,1,2,b,1494.2,0.2774,0.1197,
harppend,1,2,c,781.9,0.1312,0.0537,
harppend,1,3,a,1678.4,0.3267,0.14,
harppend,1,3,b,548.3,0.0897,0.0367,
harppend,1,3,c,1059.3,0.1657,0.0676,
harppend,1,4,a,1276.5,0.2634,0.1127,
harppend,1,4,b,1465.6,0.3001,0.13,
harppend,1,4,c,885.9,0.1713,0.0735,
harppend,2,1,a,2787.4,0.4876,0.1963,
harppend,2,1,b,1921.8,0.3106,0.1109,
harppend,2,1,c,2670.4,0.4447,0.1689,
harppend,2,1,d,2581.9,0.4261,0.1591,
harppend,2,2,a,1448.4,0.2419,0.0921,
harppend,2,2,b,1314.4,0.2122,0.079,
harppend,2,2,c,1021.5,0.1667,0.0637,
harppend,2,3,a,1410.4,0.2127,0.078,
harppend,2,3,b,1590.6,0.2473,0.0942,
harppend,2,3,c,1529.6,0.2362,0.0896,
harppend,2,3,d,1489.1,0.2348,0.09,
harppend,2,4,a,3422.4,0.5745,0.2158,
harppend,2,4,b,3137.7,0.5519,0.2148,
harppend,2,4,c,3160.1,0.4893,0.1785,
harppend,2,4,d,2224.3,0.3276,0.1095,
harppend,3,1,a,1809.2,0.3584,0.1536,
harppend,3,1,b,1264.9,0.2465,0.1037,
harppend,3,1,c,1297.4,0.2571,0.1116,
harppend,3,1,d,1755.5,0.3353,0.1413,
harppend,3,2,a,880.2,0.1658,0.0702,
harppend,3,2,b,856.6,0.1747,0.075,
harppend,3,2,c,836.9,0.1578,0.0679,
harppend,3,2,d,813.9,0.1376,0.0557,
harppend,3,3,a,773.5,0.1395,0.0536,
harppend,3,3,b,3042,0.5732,0.2333,
harppend,3,3,c,3459,0.692,0.2878,
harppend,3,3,d,4345.8,0.9153,0.3918,
harppend,3,4,a,3722.9,0.7449,0.3178,
harppend,3,4,b,3570.3,0.6764,0.2905,
harppend,3,4,c,2589.5,0.5069,0.2128,
harppend,3,4,d,3785.1,0.7538,0.3225,
harppend,4,1,a,2911,0.5515,0.2066,
harppend,4,1,b,4728.6,0.9812,0.388,
harppend,4,1,c,4532.7,0.9314,0.3705,
harppend,4,1,d,2639.2,0.5455,0.2199,
harppend,4,2,a,2117.7,0.3597,0.1319,
harppend,4,2,b,4619.2,0.802,0.3023,
harppend,4,2,c,4465.7,0.769,0.2888,
harppend,4,2,d,4844.8,0.8703,0.3265,
harppend,4,3,a,2169.2,0.397,0.1467,
harppend,4,3,b,2918.2,0.5401,0.2102,
harppend,4,3,c,2712.4,0.5088,0.1998,
harppend,4,3,d,2827,0.5051,0.1912,
harppend,4,4,a,3445.2,0.6204,0.2391,
harppend,4,4,b,5596.9,1.0848,0.4208,
harppend,4,4,c,5157.3,1.0895,0.4319,
hedrporp,1,1,,1513,0.3651,0.1016,
hedrporp,1,2,,1936,0.4664,0.1265,
hedrporp,1,3,,1305.5,0.3145,0.0886,
hedrporp,1,4,,1169.8,0.2892,0.0773,
hedrporp,2,1,,2907.8,0.7925,0.2188,
hedrporp,2,2,,2035.8,0.5476,0.1583,
hedrporp,2,3,,2188.1,0.5909,0.1728,
hedrporp,2,4,,1912.8,0.5045,0.1497,
hedrporp,3,1,,1217.9,0.3205,0.09,
hedrporp,3,2,,2118.8,0.5509,0.1384,
hedrporp,3,3,,1931.7,0.502,0.1373,
hedrporp,3,4,,1203.7,0.3119,0.0906,
heliglab,1,1,NA,1379.077,0.4935,0.1804,
heliglab,1,2,NA,1434.863,0.4813,0.1972,
heliglab,1,3,NA,1648.907,0.5588,0.2235,
heliglab,1,4,NA,766.302,0.2755,0.1097,
heliglab,2,1,NA,2453.848,0.819,0.3219,
heliglab,2,2,NA,2035.534,0.6424,0.2535,
heliglab,2,3,NA,1807.294,0.5988,0.2375,
heliglab,2,4,NA,1642.88,0.595,0.2397,
heliglab,3,1,NA,1164.637,0.353,0.123,
heliglab,3,2,NA,1763.831,0.5455,0.1651,
heliglab,3,3,NA,1709.256,0.4928,0.157,
heliglab,3,4,NA,1573.238,0.4814,0.1702,
heliglab,4,1,,2667.7,0.678,0.2138,
heliglab,4,2,,2969.9,0.8182,0.2669,
heliglab,4,3,,2632.7,0.7381,0.2322,
heliglab,4,4,,1744.3,0.5412,0.1978,
hodgovat,1,1,NA,869.75,0.1861,0.0736,
hodgovat,1,2,NA,1069.927,0.2209,0.0856,
hodgovat,1,3,NA,955.186,0.1917,0.0805,
hodgovat,1,4,NA,623.434,0.1191,0.0479,
hodgovat,2,1,NA,1058.463,0.2152,0.0858,
hodgovat,2,2,NA,1562.663,0.2984,0.118,
hodgovat,2,3,NA,1803.546,0.349,0.1399,
hodgovat,2,4,NA,1172.879,0.1858,0.0664,
hodgovat,3,1,,687.5,0.1441,0.0507,
hodgovat,3,2,,1643.4,0.3588,0.1305,
hodgovat,3,3,,1375.4,0.2797,0.1031,
hodgovat,3,4,,1210.1,0.259,0.0924,
hodgovat,4,1,,1992.4,0.3775,0.1363,
hodgovat,4,2,,1161.4,0.1978,0.0663,
hodgovat,4,3,,1578.8,0.2756,0.0913,
hodgovat,4,4,,1215.9,0.2315,0.079,
homaalni,1,1,,5237.9,1.1533,0.5194,
homaalni,1,2,,5199.4,1.0918,0.4815,
homaalni,1,3,,5570.4,1.0732,0.4886,
homaalni,1,4,,5078,1.0392,0.4694,
homaalni,2,1,,5727.6,2.1464,1.0805,
homaalni,2,2,,6054.6,2.2162,1.0973,
homaalni,2,3,,6002.3,2.4328,1.2169,
homaalni,2,4,,5919.6,1.938,0.9593,
homaalni,3,1,,4143.8,0.9134,0.4436,
homaalni,3,2,,7609.8,1.8777,0.9242,
homaalni,3,3,,6509.9,1.6602,0.804,
homaalni,3,4,,4722.8,1.1071,0.5469,
hymeflav,1,1,NA,2419.5,0.9363,0.2611,
hymeflav,1,2,NA,1908.5,0.7677,0.2083,
hymeflav,1,3,NA,3220.6,1.2076,0.3356,
hymeflav,1,4,NA,3297.8,1.2199,0.3452,
hymeflav,2,1,NA,3087.6,0.7265,0.2084,
hymeflav,2,2,NA,1937.7,0.593,0.1502,
hymeflav,2,3,NA,2919.4,0.8306,0.2411,
hymeflav,2,4,NA,2684.5,0.5823,0.1658,
hymeflav,3,1,NA,949.9,0.2674,0.0825,
hymeflav,3,2,NA,2960.4,0.8954,0.2784,
hymeflav,3,3,NA,2563.7,0.7244,0.2245,
hymeflav,3,4,NA,3385.5,1.0528,0.3275,
hymeflav,4,1,NA,1330.2,0.3207,0.0933,
hymeflav,4,2,NA,1837.5,0.4054,0.1199,
hymeflav,4,3,NA,1940.6,0.4784,0.1394,
hymeflav,4,4,NA,1089.6,0.2735,0.0811,
hymeflav,5,1,NA,2687.2,0.995,0.306,
hymeflav,5,2,NA,2868,1.0482,0.3514,
hymeflav,5,3,NA,1150.6,0.37,0.125,
hymeflav,5,4,NA,929.5,0.2609,0.0882,
ixorbeck,1,1,NA,2690.5,0.7193,0.2875,
ixorbeck,1,2,NA,2907,0.7588,0.3029,
ixorbeck,1,3,NA,3160.3,0.9288,0.3644,
ixorbeck,1,4,NA,3105.4,0.9111,0.3582,
ixorbeck,2,1,NA,1274,0.2877,0.0855,
ixorbeck,2,2,NA,1097.6,0.2463,0.0766,
ixorbeck,2,3,NA,1046.1,0.2398,0.0742,
ixorbeck,2,4,NA,1166.9,0.2637,0.0807,
ixorbeck,2,5,NA,281.2,0.0689,0.0215,
ixorbeck,3,1,NA,1375.4,0.3304,0.1159,
ixorbeck,3,2,NA,1414.1,0.3459,0.1211,
ixorbeck,3,3,NA,1000.8,0.2654,0.0931,
ixorbeck,3,4,NA,900.8,0.2334,0.0815,
ixorbeck,4,1,NA,1095.6,0.267,0.0956,
ixorbeck,4,2,NA,1959.7,0.5053,0.1878,
ixorbeck,4,3,NA,2356.8,0.5703,0.2016,
ixorbeck,4,4,NA,2339.8,0.6276,0.2377,
ixorbeck,5,1,,2869.5,0.7647,0.2707,
ixorbeck,5,2,,2349.5,0.6601,0.2475,
ixorbeck,5,3,,2001.7,0.5764,0.2142,
ixorbeck,5,4,,1116.4,0.297,0.1042,
ixorquee,1,1,NA,932.9,0.2538,0.0873,
ixorquee,1,2,NA,1612.3,0.4754,0.1691,
ixorquee,1,3,NA,1391.4,0.413,0.1478,
ixorquee,1,4,NA,1093.3,0.2969,0.1091,
ixorquee,2,1,NA,2105.6,0.704,0.3023,
ixorquee,2,2,NA,948,0.2901,0.1234,
ixorquee,2,3,NA,475.4,0.1376,0.0627,
ixorquee,2,4,NA,1542.6,0.4958,0.2293,
ixorquee,3,1,NA,742.7,0.2083,0.094,
ixorquee,3,2,NA,2214.6,0.6948,0.3191,
ixorquee,3,3,NA,1571.2,0.461,0.2076,
ixorquee,3,4,NA,1289.2,0.365,0.1645,
jagepseu,1,1,a,392.1,0.088,0.0409,
jagepseu,1,1,b,438.6,0.0874,0.0412,
jagepseu,1,1,c,461.8,0.0959,0.045,
jagepseu,1,1,d,392.8,0.0876,0.0403,
jagepseu,1,1,e,187.1,0.0339,0.0156,
jagepseu,1,1,f,384,0.077,0.036,
jagepseu,1,1,g,425.6,0.0873,0.0409,
jagepseu,1,1,h,398.2,0.0735,0.0349,
jagepseu,1,1,i,289.5,0.0549,0.0256,
jagepseu,1,1,j,214.6,0.0362,0.0171,
jagepseu,1,1,k,244.8,0.0428,0.0196,
jagepseu,1,2,a,226,0.0453,0.0208,
jagepseu,1,2,b,392.8,0.0664,0.0306,
jagepseu,1,2,c,381.5,0.0648,0.0305,
jagepseu,1,2,d,383.2,0.0659,0.0305,
jagepseu,1,2,e,340,0.0586,0.0275,
jagepseu,1,2,f,343.2,0.0595,0.0286,
jagepseu,1,2,g,338.2,0.0617,0.0298,
jagepseu,1,2,h,368.8,0.0666,0.0321,
jagepseu,1,2,i,334.9,0.0592,0.0289,
jagepseu,1,3,a,133.3,0.0229,0.0112,
jagepseu,1,3,b,179.5,0.0306,0.0152,
jagepseu,1,3,c,234.8,0.0439,0.0211,
jagepseu,1,3,d,212.2,0.0443,0.0203,
jagepseu,1,3,e,242.9,0.0515,0.0237,
jagepseu,1,3,f,267.3,0.0561,0.026,
jagepseu,1,3,g,284.1,0.0626,0.0292,
jagepseu,1,3,h,332.8,0.0714,0.0334,
jagepseu,1,3,i,162.3,0.0434,0.0204,
jagepseu,1,4,a,165,0.0309,0.0144,
jagepseu,1,4,b,256.4,0.388,0.017,
jagepseu,1,4,c,335.1,0.0534,0.0247,
jagepseu,1,4,d,393.8,0.0644,0.0301,
jagepseu,1,4,e,322.3,0.0538,0.0256,
jagepseu,1,4,f,312.4,0.0534,0.0257,
jagepseu,1,4,g,335.8,0.0571,0.0274,
jagepseu,1,4,h,368.4,0.0633,0.0305,
jagepseu,1,4,i,329.1,0.0578,0.0278,
jagepseu,1,4,j,395.5,0.0705,0.034,
jagepseu,1,4,k,416.4,0.0726,0.0353,
jagepseu,2,1,a,596.6,0.0985,0.0411,
jagepseu,2,1,b,391.8,0.0651,0.0277,
jagepseu,2,1,c,498.1,0.0808,0.034,
jagepseu,2,1,d,552.9,0.0917,0.0384,
jagepseu,2,1,e,571.5,0.0937,0.0395,
jagepseu,2,1,f,633.6,0.1042,0.044,
jagepseu,2,1,g,659.1,0.1077,0.0458,
jagepseu,2,1,h,727.3,0.1192,0.0509,
jagepseu,2,1,i,757.9,0.1278,0.0545,
jagepseu,2,2,a,107.8,0.0219,0.0093,
jagepseu,2,2,b,170,0.0265,0.0112,
jagepseu,2,2,c,241.2,0.0387,0.0163,
jagepseu,2,2,d,365.8,0.0574,0.0244,
jagepseu,2,2,e,423.7,0.068,0.0291,
jagepseu,2,2,f,281.5,0.0489,0.0208,
jagepseu,2,3,a,250.7,0.0542,0.0228,
jagepseu,2,3,b,515.7,0.0881,0.0369,
jagepseu,2,3,c,438.4,0.0707,0.0291,
jagepseu,2,3,d,685.7,0.1094,0.0452,
jagepseu,2,3,e,602.3,0.0935,0.039,
jagepseu,2,3,f,594.8,0.0946,0.0397,
jagepseu,2,3,g,568.2,0.0908,0.0383,
jagepseu,2,3,h,555.5,0.0827,0.035,
jagepseu,2,4,a,350.1,0.0598,0.0263,
jagepseu,2,4,b,393.3,0.0703,0.0311,
jagepseu,2,4,c,466.7,0.086,0.0379,
jagepseu,2,4,d,601.7,0.1118,0.0497,
jagepseu,2,4,e,550.7,0.1043,0.046,
jagepseu,2,4,f,502.6,0.0931,0.0416,
jagepseu,2,4,g,577.9,0.1151,0.0512,
jagepseu,2,4,h,572.5,0.1144,0.0505,
jagepseu,2,4,i,593.2,0.1193,0.0533,
jagepseu,2,4,j,513.9,0.105,0.0466,
jagepseu,3,1,a,188.5,0.0298,0.0132,
jagepseu,3,1,b,232.5,0.0348,0.016,
jagepseu,3,1,c,373.4,0.0587,0.0268,
jagepseu,3,1,d,548.6,0.0897,0.0411,
jagepseu,3,1,e,681.3,0.1373,0.0621,
jagepseu,3,1,f,571.8,0.1164,0.0533,
jagepseu,3,1,g,533.8,0.1121,0.0508,
jagepseu,3,1,h,548.6,0.1108,0.0502,
jagepseu,3,1,i,353.6,0.0644,0.0302,
jagepseu,3,2,a,243,0.0412,0.0179,
jagepseu,3,2,b,384,0.0668,0.029,
jagepseu,3,2,c,513.6,0.0954,0.0413,
jagepseu,3,2,d,590,0.1057,0.047,
jagepseu,3,2,e,711.7,0.131,0.0593,
jagepseu,3,2,f,634.8,0.1172,0.053,
jagepseu,3,3,a,203.9,0.037,0.017,
jagepseu,3,3,b,265.7,0.0513,0.0237,
jagepseu,3,3,c,454.5,0.0877,0.04,
jagepseu,3,3,d,347.9,0.0681,0.032,
jagepseu,3,3,e,403.3,0.0789,0.0366,
jagepseu,3,3,f,449.2,0.086,0.0396,
jagepseu,3,3,g,425.9,0.087,0.0403,
jagepseu,3,4,a,365.2,0.0592,0.0259,
jagepseu,3,4,b,429.7,0.0763,0.0343,
jagepseu,3,4,c,543.3,0.0993,0.0447,
jagepseu,3,4,d,667.8,0.1329,0.0595,
jagepseu,3,4,e,648.8,0.1296,0.0583,
jagepseu,3,4,f,683.2,0.1404,0.0621,
jagepseu,3,4,g,725.7,0.1483,0.0665,
jagepseu,3,4,h,677.4,0.1452,0.0652,
jagepseu,4,1,a,457.4,0.0728,0.0312,
jagepseu,4,1,b,583.9,0.1018,0.0441,
jagepseu,4,1,c,701.8,0.1292,0.0563,
jagepseu,4,1,d,694.9,0.1345,0.0592,
jagepseu,4,1,e,978.5,0.1932,0.0846,
jagepseu,4,1,f,851.7,0.171,0.0758,
jagepseu,4,1,g,739.5,0.1375,0.061,
jagepseu,4,2,a,109.5,0.0164,0.0073,
jagepseu,4,2,b,182.5,0.0266,0.0122,
jagepseu,4,2,c,277.5,0.0401,0.0179,
jagepseu,4,2,d,335.6,0.0486,0.0218,
jagepseu,4,2,e,295.6,0.0417,0.0187,
jagepseu,4,2,f,344.7,0.0505,0.0229,
jagepseu,4,2,g,353.8,0.053,0.0239,
jagepseu,4,2,h,309.5,0.0482,0.022,
jagepseu,4,3,a,388.3,0.0661,0.0293,
jagepseu,4,3,b,589.9,0.1213,0.0541,
jagepseu,4,3,c,606.1,0.1186,0.0533,
jagepseu,4,3,d,447.9,0.0879,0.0394,
jagepseu,4,3,e,654.3,0.1329,0.0597,
jagepseu,4,3,f,709.4,0.1389,0.0631,
jagepseu,4,3,g,682,0.1356,0.0615,
jagepseu,4,4,a,432.8,0.072,0.0314,
jagepseu,4,4,b,624.8,0.103,0.0452,
jagepseu,4,4,c,557,0.0928,0.0404,
jagepseu,4,4,d,665.8,0.1136,0.0497,
jagepseu,4,4,e,792,0.1395,0.0611,
jagepseu,4,4,f,910.2,0.1658,0.0728,
jagepseu,4,4,g,928.8,0.1894,0.0837,
jagepseu,4,4,h,1104.2,0.2358,0.1053,
karrbent,1,1,a,10168,2.2519,0.971,
karrbent,1,1,b,4864.4,0.9751,0.422,
karrbent,1,1,c,9635.8,2.066,0.931,
karrbent,1,2,a,2873.6,0.6352,0.2662,
karrbent,1,2,b,2866.6,0.6046,0.2612,
karrbent,1,2,c,4138.6,0.8796,0.3825,
karrbent,1,3,a,1528.7,0.3144,0.1363,
karrbent,1,3,b,1801.9,0.3896,0.1708,
karrbent,1,3,c,1595.5,0.3522,0.1509,
karrbent,1,4,a,2889.9,0.6549,0.2777,
karrbent,1,4,b,2218.8,0.5043,0.2171,
karrbent,1,4,c,2442.8,0.5664,0.2394,
karrbent,2,1,a,4124.4,1.0272,0.4602,
karrbent,2,1,b,3913.2,0.9589,0.4446,
karrbent,2,1,c,2084,0.5665,0.2343,
karrbent,2,2,a,4910.9,1.2348,0.5731,
karrbent,2,2,b,5580.3,1.433,0.66,
karrbent,2,2,c,5314.8,1.4491,0.6778,
karrbent,2,3,a,5158.3,1.1504,0.4163,
karrbent,2,3,b,4260,0.9488,0.3378,
karrbent,2,3,c,5884.3,1.3188,0.4747,
karrbent,2,4,a,4620.5,1.3821,0.6312,
karrbent,2,4,b,4189.8,1.2845,0.5804,
karrbent,2,4,c,2091.6,0.6172,0.2794,
karrbent,3,1,a,4303.1,1.2839,0.6284,
karrbent,3,1,b,3181.5,0.9046,0.4156,
karrbent,3,1,c,3598.1,1.1555,0.5718,
karrbent,3,2,a,3334.1,0.9234,0.3574,
karrbent,3,2,b,2392.1,0.6151,0.2311,
karrbent,3,2,c,1426.8,0.398,0.1428,
karrbent,3,3,a,3076.3,0.7765,0.317,
karrbent,3,3,b,3275.3,0.9251,0.4128,
karrbent,3,3,c,3823.2,1.1244,0.4832,
karrbent,3,4,a,1732.4,0.408,0.1764,
karrbent,3,4,b,2469.4,0.6443,0.2699,
karrbent,3,4,c,2325.3,0.6124,0.2654,
karrbent,4,1,a,2802.8,0.7945,0.345,
karrbent,4,1,b,3896.6,1.119,0.4888,
karrbent,4,1,c,4012.8,1.2572,0.5551,
karrbent,4,2,a,3892.9,1.1696,0.5054,
karrbent,4,2,b,4481.1,1.4481,0.6446,
karrbent,4,2,c,4325.1,1.3398,0.5919,
karrbent,4,3,a,2180,0.6938,0.3352,
karrbent,4,3,b,5792.1,2.1009,1.0215,
karrbent,4,3,c,4128.9,1.2108,0.5415,
karrbent,4,4,a,1437.3,0.4574,0.227,
karrbent,4,4,b,4263.6,1.3579,0.6776,
karrbent,4,4,c,2410,0.5813,0.2423,
karrbent,5,1,a,2573.2,0.675,0.3026,
karrbent,5,1,b,3994.2,1.0816,0.4835,
karrbent,5,1,c,3812.6,0.9642,0.4321,
karrbent,5,2,a,2579.1,0.6432,0.2804,
karrbent,5,2,b,2798.1,0.7262,0.3233,
karrbent,5,2,c,2551.2,0.6398,0.2802,
karrbent,5,3,a,2323,0.5808,0.2534,
karrbent,5,3,b,3652.5,0.9291,0.3979,
karrbent,5,3,c,2053,0.5548,0.2528,
karrbent,5,4,a,2471,0.5285,0.2144,
karrbent,5,4,b,2320.9,0.4803,0.195,
karrbent,5,4,c,2924.2,0.7863,0.3632,
lenwprom,1,1,NA,1185.15,0.3175,0.1124,
lenwprom,1,2,NA,1155.772,0.3226,0.1159,
lenwprom,1,3,NA,1186.365,0.3217,0.1152,
lenwprom,1,4,NA,1508.06,0.4485,0.1779,
lenwprom,2,1,,2104.7,0.7101,0.2674,
lenwprom,2,2,,1454.8,0.4938,0.1913,
lenwprom,2,3,,1871.5,0.6946,0.2565,
lenwprom,2,4,,839.2,0.2646,0.1003,
lenwprom,3,1,,1010.6,0.2479,0.0974,
lenwprom,3,2,,797.8,0.1992,0.0765,
lenwprom,3,3,,581.5,0.1673,0.0675,
lenwprom,3,4,,807.5,0.2514,0.101,
lenwprom,4,1,,1431.8,0.3841,0.1412,
lenwprom,4,2,,1682.5,0.4155,0.1597,
lenwprom,4,3,,1214.2,0.3489,0.1251,
lenwprom,4,4,,574.2,0.1437,0.0553,
lenwprom,5,1,,1458.1,0.5454,0.2612,
lenwprom,5,2,,1143.4,0.3974,0.1675,
lenwprom,5,3,,850.3,0.2955,0.119,
lenwprom,5,4,,668,0.2342,0.1002,
litsaust,1,1,,1562.5,0.3914,0.1541,
litsaust,1,2,,2102.1,0.5376,0.2079,
litsaust,1,3,,1718.5,0.4679,0.1819,
litsaust,1,4,,3117.5,0.8705,0.3481,
litsaust,2,1,,2666.4,0.5451,0.2274,
litsaust,2,2,,2025.4,0.3966,0.1476,
litsaust,2,3,,954.7,0.1947,0.0716,
litsaust,2,4,,1425.3,0.3146,0.1181,
litsaust,3,1,,3275.5,0.6308,0.1976,
litsaust,3,2,,2672.2,0.5229,0.1791,
litsaust,3,3,,2756.9,0.5104,0.1685,
litsaust,3,4,,2829.5,0.5305,0.173,
litsaust,4,1,,1663.2,0.3486,0.125,
litsaust,4,2,,2066.3,0.4343,0.1528,
litsaust,4,3,,4024,0.8722,0.3228,
litsaust,4,4,,1745.8,0.3676,0.1528,
