family,species,Location,SDH confirm,Granite yes=y,Conservtion status,flowering_time,fruiting_time,Geographic_range_relative_to_TPBNR,taxon_name,species2,fire_response,plant_growth_substrate,life_history,woodiness,plant_growth_form
FABACEAE,Acacia myrtifolia (Sm.) Willd. var. angustifolia,3,• sp. Indet.,,,NNNNNNNNNYNN,NNNNNNNNNYNN,,Acacia myrtifolia var. angustifolia,,,,,,
FABACEAE,Acacia pulchella R.Br.,3,•,,,NYYYYNNNYYNN,NYYYYNNNYYNN,centered_on,Acacia pulchella,,,,,,
FABACEAE,Acacia pulchella var. goadbyi (Domin) Maslin,12,•,,,NNNNNNYNNNNN,NNNNNNYNNNNN,centered_on,Acacia pulchella var. goadbyi,,,,,,
FABACEAE,Acacia robiniae Maslin,3,•,,,NNNNYNNNNNNN,NNNNYNNNNNNN,west_of,Acacia robiniae,,,,,,
FABACEAE,Acacia sulcata R.Br. var. platyphylla Maiden & Blakely,"8,12",• stat. change,y,,NNNNYNYNYYNN,NNNNYNYNYYNN,centered_on,Acacia sulcata,Acacia sulcata R.Br. var. platyphylla Maiden & Blakely,seeder,terrestrial,perennial,woody,
FABACEAE,Acacia varia Maslin var. varia,&,•,,,,,west_of,Acacia varia var. varia,,,,,,
FABACEAE,Acacia wildenowiana H.L.Wendl.,3,•,,,NNNNNNNNYYNN,NNNNNNNNYYNN,,Acacia willdenowiana,,,,,,
FABACEAE,Aotus intermedia Meisn.,"1,3",•,,,YYNNNNNNYNNN,YYNNNNNNYNNN,west_of,Aotus intermedia,,,,,,
FABACEAE,Bossiaea dentata (R.Br.) Benth.,4,•,,,NNYNYYYYYYYN,NNYNYYYYYYYN,east_of,Bossiaea dentata,,,,,,
FABACEAE,Bossiaea linophylla R.Br.,"1,2,3,5,11",•,y,,NNNNNNYYYYNN,NNNNNNYYYYNN,west_of,Bossiaea linophylla,Bossiaea linophylla R.Br.,seeder,terrestrial,perennial,woody,
FABACEAE,Bossiaea  praetermissa J.H.Ross,"3,5",• name change,,,NNNNNNNYYNYN,NNNNNNNYYNYN,centered_on,Bossiaea praetermissa,,,,,,
FABACEAE,Burtonia asperula S. Moore,,• sp. Indet.,,,,,,Burtonia asperula,,,,,,
FABACEAE,Callistachys sp. south-coast variant (M. Carter 180),"2,3,5,7,8,9,13",• name change,y,,YNNNNNNNNYYY,YNNNNNNNNYYY,east_of,Callistachys sp. south-coast variant (M.Carter 180),Callistachys sp. south-coast variant (M. Carter 180),seeder,terrestrial,perennial,woody,
FABACEAE,Chorizema cordatum Lindl.,,•,y,,,,west_of,Chorizema cordatum,Chorizema cordatum Lindl.,seeder,terrestrial,perennial,woody,
FABACEAE,Chorizema cytisoides Turcz.,,• new PERTH,,,,,east_of,Chorizema cytisoides,,,,,,
FABACEAE,Chorizema glycinifolium (Sm.) Druce,"2,3,5,6,11",•,,,NNNNYNYYYYNN,NNNNYNYYYYNN,centered_on,Chorizema glycinifolium,,,,,,
FABACEAE,Chorizema ilicifolium Labill.,"1,2,6",•,,,NNNNNYYYYYYN,NNNNNYYYYYYN,centered_on,Chorizema ilicifolium,,,,,,
FABACEAE,Chorizema reticulatum Meisn.,3,•,,,NNNNNNNYNYYN,NNNNNNNYNYYN,west_of,Chorizema reticulatum,,,,,,
FABACEAE,Chorizema rhombeum R.Br.,,• new PERTH,,,,,west_of,Chorizema rhombeum,,,,,,
FABACEAE,Chorizema spathulatum (Meisn.) J.M.Taylor & Crisp,,• new PERTH,,,,,west_of,Chorizema spathulatum,,,,,,
FABACEAE,Daviesia benthamii Meisn.,"1,2,3,4,5,6,11",• sp. Indet.,,,YNNNYNYYYYYY,YNNNYNYYYYYY,,Daviesia benthamii,,,,,,
FABACEAE,Daviesia decurrens Meisn.,8,•,,,,,west_of,Daviesia decurrens,,,,,,
FABACEAE,Daviesia flexuosa Benth.,11,•,,,,,west_of,Daviesia flexuosa,,,,,,
FABACEAE,Daviesia incrassata Sm. subsp. incrassata,,• new PERTH,,,,,west_of,Daviesia incrassata subsp. incrassata,,,,,,
FABACEAE,Eutaxia myrtifolia (Sm.) R.Br.,"5,8,9,11",• name change,y,,NNNNNNNYYYYN,NNNNNNNYYYYN,centered_on,Eutaxia myrtifolia,Eutaxia myrtifolia (Sm.) R.Br.,seeder,terrestrial,perennial,woody,
FABACEAE,Eutaxia parvifolia Benth.,,• new PERTH,y,,,,centered_on,Eutaxia parvifolia,Eutaxia parvifolia Benth.,seeder,terrestrial,perennial,woody,
FABACEAE,Eutaxia virgata Benth.,,• new PERTH,,,,,west_of,Eutaxia virgata,,,,,,
FABACEAE,Gastrolobium bilobum R.Br.,"8,9,12",•,y,,NNYNNNNYYYYY,NNYNNNNYYYYY,centered_on,Gastrolobium bilobum,Gastrolobium bilobum R.Br.,seeder,terrestrial,perennial,woody,
FABACEAE,Gastrolobium bracteolosum (F.Muell.) G.Chandler & Crisp,,• new PERTH,,,,,east_of,Gastrolobium bracteolosum,,,,,,
FABACEAE,Gastrolobium coriaceum (Sm.) G.Chandler & Crisp,"3,5,10",• name change,y,,NNNNNNNNYYNN,NNNNNNNNYYNN,centered_on,Gastrolobium coriaceum,Gastrolobium coriaceum (Sm.) G.Chandler & Crisp,seeder,terrestrial,perennial,woody,
FABACEAE,Gompholobium aristatum Benth.,3,• sp. Indet.,,,YNNNNNNNNNNN,YNNNNNNNNNNN,,Gompholobium aristatum,,,,,,
FABACEAE,Gompholobium capitatum Lindl.,,• new PERTH,,,,,west_of,Gompholobium capitatum,,,,,,
FABACEAE,Gompholobium confertum (DC.) Crisp,"2,3,6,8,10,11",• name change,,,YYYNYNNNNYYY,YYYNYNNNNYYY,centered_on,Gompholobium confertum,,,,,,
FABACEAE,Gompholobium knightianum Lindl.,"3,5,11",•,,,YNNNYNYNYYNN,YNNNYNYNYYNN,centered_on,Gompholobium knightianum,,,,,,
FABACEAE,Gompholobium ovatum Meisn.,&,• name change,,,,,west_of,Gompholobium ovatum,,,,,,
FABACEAE,Gompholobium polymorphum R.Br.,"3,5,11,12",•,,,YNNNNNNNNYYN,YNNNNNNNNYYN,centered_on,Gompholobium polymorphum,,,,,,
FABACEAE,Gompholobium scabrum Sm.,"3,12",• name change,,,NNYNYNNNYYYY,NNYNYNNNYYYY,centered_on,Gompholobium scabrum,,,,,,
FABACEAE,Gompholobium tomentosum Labill.,"2,6",•,,,NNNNNNNYNYYY,NNNNNNNYNYYY,centered_on,Gompholobium tomentosum,,,,,,
FABACEAE,Gompholobium venustum R.Br.,10,•,,,,,centered_on,Gompholobium venustum,,,,,,
FABACEAE,Hardenbergia comptoniana (Andrews) Benth.,"1,2,12",•,,,NNNNYNYYYNNN,NNNNYNYYYNNN,west_of,Hardenbergia comptoniana,,,,,,
FABACEAE,Hovea chorizemifolia (Sweet) DC.,"3,12",•,,,NNNNNNYNNNNN,NNNNNNYNNNNN,west_of,Hovea chorizemifolia,,,,,,
FABACEAE,Hovea elliptica (Sm.) DC.,&,•,,,,,west_of,Hovea elliptica,,,,,,
FABACEAE,Hovea trisperma Benth.,"4,5",•,,,NNNNNNNYNNNN,NNNNNNNYNNNN,centered_on,Hovea trisperma,,,,,,
FABACEAE,Isotropis cuneifolia (Sm.) Benth. ex B.D.Jackson,"2,6,10,11",•,y,,NNNNNNNYYYNN,NNNNNNNYYYNN,centered_on,Isotropis cuneifolia,Isotropis cuneifolia (Sm.) Benth. ex B.D.Jackson,resprout,terrestrial,perennial,herbaceous,
FABACEAE,Jacksonia furcellata (Bonpl.) DC.,,• sp. Indet.,,,,,,Jacksonia furcellata,,,,,,
FABACEAE,Jacksonia horrida DC.,"2,3,4,6,8,11,12",•,y,,YYYYYYYYYYYY,YYYYYYYYYYYY,west_of,Jacksonia horrida,Jacksonia horrida DC.,seeder,terrestrial,perennial,woody,
FABACEAE,Jacksonia spinosa (Labill.) R.Br.,"1,3,4,5,12",•,,,YNYYYYYYYYYY,YNYYYYYYYYYY,centered_on,Jacksonia spinosa,,,,,,
FABACEAE,Kennedia glabrata Lindl.,,• new PERTH,y,,,,west_of,Kennedia glabrata,Kennedia glabrata Lindl.,seeder,terrestrial,perennial,herbaceous,climber
FABACEAE,Kennedia coccinea Vent.,"1,2,3,6,10,11",•,y,,NNNNNNNYYYYN,NNNNNNNYYYYN,centered_on,Kennedia coccinea,Kennedia coccinea Vent.,seeder,terrestrial,perennial,herbaceous,climber
FABACEAE,Latrobea diosmifolia Benth.,,• new PERTH,,,,,west_of,Latrobea diosmifolia,,,,,,
FABACEAE,Latrobea genistoides (Meisn.) Meisn.,"1,3",•,,,NNNNNNNNYYNN,NNNNNNNNYYNN,west_of,Latrobea genistoides,,,,,,
FABACEAE,Latrobea hirtella (Turez.) Benth.,"1,3",• sp. Indet.,,,NYNNNNNNNYNN,NYNNNNNNNYNN,,Latrobea hirtella,,,,,,
FABACEAE,Latrobea sp. South Coast (A.M. Ashby 1949),,• new PERTH,,,,,west_of,Latrobea sp. South Coast (A.M.Ashby 1949),,,,,,
FABACEAE,Lotus ? angustissimus L.,3,•,,,NNNNNNNNNYNN,NNNNNNNNNYNN,west_of,Lotus angustissimus,,,,,,
FABACEAE,Oxylobium obovatum Benth.,12,• sp. Indet.,,,,,,Oxylobium obovatum,,,,,,
FABACEAE,Paraserianthes lophantha (Willd.) I.Nielsen,8,•,,,,,centered_on,Paraserianthes lophantha,,,,,,
FABACEAE,Psoralea pinnata L.,13,•,,,NYNNNNNNNNNN,NYNNNNNNNNNN,west_of,Psoralea pinnata,,,,,,
FABACEAE,Pultenaea barbata C.R.P.Andrews,"1,3,13",•,,,NYNNYNYNYYNN,NYNNYNYNYYNN,east_of,Pultenaea barbata,,,,,,
FABACEAE,Pultenaea heterochila F.Muell.,"2,12",• name change,,,NNNNNNNYYNNN,NNNNNNNYYNNN,east_of,Pultenaea heterochila,,,,,,
FABACEAE,Pultenaea reticulata (Smith) Benth.,"1,4",•,,,NNYNYNYYYYNY,NNYNYNYYYYNY,west_of,Pultenaea reticulata,,,,,,
FABACEAE,Pultenaea verruculosa Turcz.,,• new PERTH,,,,,centered_on,Pultenaea verruculosa,,,,,,
FABACEAE,Sphaerolobium alatum Benth.,"3,5,8",•,,,NNNNYNNNYYNN,NNNNYNNNYYNN,west_of,Sphaerolobium alatum,,,,,,
FABACEAE,Sphaerolobium grandiflorum (R.Br.) Benth.,"1,3",•,,,NNNNNNNNNYNN,NNNNNNNNNYNN,west_of,Sphaerolobium grandiflorum,,,,,,
FABACEAE,Sphaerolobium hygrophilum R.Butcher,,• new PERTH,,,,,west_of,Sphaerolobium hygrophilum,,,,,,
FABACEAE,Sphaerolobium linophyllum (Huegel) Benth.,2,• new PERTH,,,NYNNNNNNNNNY,NYNNNNNNNNNY,west_of,Sphaerolobium linophyllum,,,,,,
FABACEAE,Sphaerolobium nudiflorum (Meisn.) Benth.,,• new PERTH,,,,,west_of,Sphaerolobium nudiflorum,,,,,,
FABACEAE,Sphaerolobium pubescens R.Butcher,,• new PERTH,,,,,west_of,Sphaerolobium pubescens,,,,,,
FABACEAE,Sphaerolobium rostratum R.Butcher,,• new PERTH,,,,,west_of,Sphaerolobium rostratum,,,,,,
FABACEAE,Sphaerolobium vimineum Sm.,",2,3",•,,,NNNNNNNNYYNN,NNNNNNNNYYNN,west_of,Sphaerolobium vimineum,,,,,,
FABACEAE,Templetonia retusa (Vent.) R.Br.,8,•,,,,,centered_on,Templetonia retusa,,,,,,
FABACEAE,Trifolium campestre Schreb.,,•,y,,,,west_of,Trifolium campestre,Trifolium campestre Schreb.,seeder,terrestrial,annual,,
FABACEAE,Trifolium dubium Sibth.,3,•,,,NNNNNNNNNYNN,NNNNNNNNNYNN,west_of,Trifolium dubium,,,,,,
FABACEAE,Ulex europaeus L.,10,•,,,NNNNNNNNYNNN,NNNNNNNNYNNN,west_of,Ulex europaeus,,,,,,
FUMARIACEAE,Fumaria muralis W.D.J.Koch,11,•,,,NNNNNNNNNYNN,NNNNNNNNNYNN,west_of,Fumaria muralis,,,,,,
GENTIANACEAE,Centaurium erythraea Rafn,"8,9",•,y,,,,west_of,Centaurium erythraea,Centaurium eryhraea Rafn,seeder,terrestrial,annual,,
GENTIANACEAE,Schenkia australis (R.Br.) G.Mans,1,• name change,,,NNNYNNNNNNNN,NNNYNNNNNNNN,centered_on,Schenkia australis,,,,,,
GERANIACEAE,Erodium botrys (Cav.) Bertol.,3,•,,,NNNNNNNNNYNN,NNNNNNNNNYNN,west_of,Erodium botrys,,,,,,
GERANIACEAE,Geranium molle L.,11,•,,,,,west_of,Geranium molle,,,,,,
GERANIACEAE,Pelargonium capitatum (L.) L'Her.,"2,11",•,,,YNNNNNNNNYNN,YNNNNNNNNYNN,west_of,Pelargonium capitatum,,,,,,
GERANIACEAE,Pelargonium drummondii Turcz.,"7,8",• name change,y,,,,centered_on,Pelargonium drummondii,Pelargonium drummondii Turcz.,seeder,terrestrial,perennial,herbaceous,
GERANIACEAE,Pelargonium littorale Huegel,"2,10",• name change,,,NNNNNNNNNYNN,NNNNNNNNNYNN,centered_on,Pelargonium littorale,,,,,,
GOODENIACEAE,Dampiera fasciculata R.Br.,"1,3,4,5",•,,,NNNNNNYYNYYY,NNNNNNYYNYYY,east_of,Dampiera fasciculata,,,,,,
GOODENIACEAE,Dampiera leptoclada Benth.,"4,5",•,y,,NNNNNNYNYYNN,NNNNNNYNYYNN,west_of,Dampiera leptoclada,Dampiera leptoclada Benth.,seeder,terrestrial,perennial,woody,
GOODENIACEAE,Dampiera linearis R.Br.,"1,3,4,8,12",•,y,,YNNNYNYNYYYN,YNNNYNYNYYYN,west_of,Dampiera linearis,Dampiera linearis R.Br.,seeder,terrestrial,perennial,woody,
GOODENIACEAE,Dampiera decurrens Rajput & Carolin,8,• sp. Indet.,,,NNNNNNNNNYNN,NNNNNNNNNYNN,,Dampiera decurrens,,,,,,
GOODENIACEAE,Goodenia coerulea R.Br.,3,• name change,,,YNNNNNNNNNNN,YNNNNNNNNNNN,west_of,Goodenia coerulea,,,,,,
GOODENIACEAE,Goodenia eatoniana F.Muell.,,• new PERTH,,,,,west_of,Goodenia eatoniana,,,,,,
GOODENIACEAE,Goodenia filiformis R.Br.,&,•,,,,,centered_on,Goodenia filiformis,,,,,,
GOODENIACEAE,Goodenia trinervis (Labill.) K.A.Sheph.,"2,4,5,6,8,11,12",• name change,y,,NNNNNNYYNYYY,NNNNNNYYNYYY,centered_on,Goodenia trinervis,Goodenia trinervis (Labill.) K.A.Sheph.,seeder,terrestrial,perennial,herbaceous,
GOODENIACEAE,Lechenaultia tubiflora R.Br.,"3,4,5,11,12",•,,,NNNNNNYYNYYN,NNNNNNYYNYYN,east_of,Lechenaultia tubiflora,,,,,,
GOODENIACEAE,Scaevola filifolia (R.Br.) K.A.Sheph.,"1,3",• name change,,,NYYYYNNNYYNN,NYYYYNNNYYNN,west_of,Scaevola filifolia,,,,,,
GOODENIACEAE,Scaevola glandulifera DC.,,•,,,,,west_of,Scaevola glandulifera,,,,,,
GOODENIACEAE,Scaevola globulifera Labill.,"2,6,111",•,y,,NNNNNNNNYYYY,NNNNNNNNYYYY,centered_on,Scaevola globulifera,Scaevola globulifera Labill.,seeder,terrestrial,perennial,woody,
GOODENIACEAE,Scaevola nitida R.Br.,"1,2,3,8,11",•,y,,YNYNNNNNYYNN,YNYNNNNNYYNN,west_of,Scaevola nitida,Scaevola nitida R.Br.,seeder,terrestrial,perennial,woody,
GOODENIACEAE,Scaevola phlebopetala F.Muell.,3,• sp. Indet.,,,YNNNNNNNNNNN,YNNNNNNNNNNN,,Scaevola phlebopetala,,,,,,
GOODENIACEAE,Scaevola revoluta R.Br.,#,• sp. Indet.,,,,,,Scaevola revoluta,,,,,,
GOODENIACEAE,Scaevola striata R.Br.,"3,4,5,10",•,,,NNNNNNNYNYYY,NNNNNNNYNYYY,centered_on,Scaevola striata,,,,,,
GYROSTEMONACEAE,Gyrostemon sheathii W.Fitzg.,"2,8,11",•,y,,YNNNYNYNYYNN,YNNNYNYNYYNN,centered_on,Gyrostemon sheathii,Gyrostemon sheathii W.Fitzg.,seeder,terrestrial,perennial,herbaceous,
GYROSTEMONACEAE,Gyrostemon thesioides (Hook.f.) A.S.George,"2,10,11",•,,,NNNNNNNNYNNN,NNNNNNNNYNNN,centered_on,Gyrostemon thesioides,,,,,,
HALORAGACEAE,Glischrocaryon aureum (Lindl.) Orchard,,•,y,,,,centered_on,Glischrocaryon aureum,Glischrocaryon aureum (Lindl.) Orchard,seeder,terrestrial,perennial,herbaceous,
HALORAGACEAE,Gonocarpus benthamii Orchard,,•,,,,,west_of,Gonocarpus benthamii,,,,,,
HALORAGACEAE,Gonocarpus nodulosus Nees,,•,y,,,,centered_on,Gonocarpus nodulosus,Gonocarpus nodulosus Nees,seeder,terrestrial,annual,,
HALORAGACEAE,Meionectes brownii Hook.f.,2,• name change,,,YYNNNNYNNYNN,YYNNNNYNNYNN,west_of,Meionectes brownii,,,,,,
LAMIACEAE,Hemigenia podalyrina F.Muell.,12,•,,,NNNNNNNYNNNN,NNNNNNNYNNNN,west_of,Hemigenia podalyrina,,,,,,
LAMIACEAE,Hemigenia sp. aff. servicea Benth. (CSIRO 584),3,• sp. Indet.,,,YNNNNNNNNNNN,YNNNNNNNNNNN,,Hemigenia sp. aff. servicea Benth. (CSIRO 584),,,,,,
LAMIACEAE,Microcorys barbata R.Br.,4,•,y,,YNNNNNYNYYYN,YNNNNNYNYYYN,east_of,Microcorys barbata,,,,,,
LAMIACEAE,Microcorys virgata R.Br.,12,•,y,,NNNYNNNNNNNN,NNNYNNNNNNNN,east_of,Microcorys virgata,Microcorys virgata R.Br.,seeder,terrestrial,perennial,woody,geophyte
LAMIACEAE,Westringia dampieri R.Br.,"1,4,8,9,12",•,,,NNNNNNNYYYNN,NNNNNNNYYYNN,centered_on,Westringia dampieri,,,,,,
LENTIBULARIACEAE,Utricularia menziesii R.Br.,,•,y,,NNNNNNYNNNNN,NNNNNNYNNNNN,west_of,Utricularia menziesii,Utricularia menziesii R.Br.,resprout,terrestrial,perennial,herbaceous,geophyte
LOGANIACEAE,Logania fasciculata R.Br.,6,•,,,NNNNYYYYNNYN,NNNNYYYYNNYN,east_of,Logania fasciculata,,,,,,
LOGANIACEAE,Logania vaginalis (Labill.) F. Muell.,"1,2",•,,,YNNNNYNNYYNN,YNNNNYNNYYNN,,Logania vaginalis var. laxior,,,,,,
LOGANIACEAE,Orianthera serpyllifolia (R.Br.) C.S.P.Foster & B.J.Conn,"2,3,5,6,8,10,11",• name change,,,YNNNYNYNYYYY,YNNNYNYNYYYY,centered_on,Orianthera serpyllifolia,,,,,,
LOGANIACEAE,Phyllangium divergens (Hook.f.) Dunlop,,• new PERTH,,,,,centered_on,Phyllangium divergens,,,,,,
LOGANIACEAE,Phyllangium paradoxum (R.Br.) Dunlop,"2,5,6,8,9,11",• name change,y,,NNNNNNNNNYYN,NNNNNNNNNYYN,west_of,Phyllangium paradoxum,Phyllangium paradoxum (R.Br.) Dunlop,seeder,terrestrial,annual,,
LORANTHACEAE,Nuytsia floribunda (Labill.) G.Don,5,•,y,,NNYNNNNNNNNN,NNYNNNNNNNNN,centered_on,Nuytsia floribunda,Nuytsia floribunda (Labill.) G.Don,resprout,terrestrial,perennial,woody,
MALVACEAE,Commersonia corniculata (Sm.) K.A.Sheph. & C.F.Wilkins,,•,y,,,,west_of,Commersonia corniculata,Commersonia corniculata (Sm.) K.A.Sheph. & C.F.Wilkins,seeder,terrestrial,perennial,woody,
MALVACEAE,Commersonia corylifolia (Graham) C.F.Wilkins & Whitlock,,•,y,,,,west_of,Commersonia corylifolia,Commersonia corylifolia (Graham) C.F.Wilkins & Whitlock,seeder,terrestrial,perennial,woody,
MALVACEAE,Commersonia parviflora (Endl.) F.Muell.,,•,y,,,,east_of,Commersonia parviflora,Commersonia parviflora (Endl.) F.Muell.,seeder,terrestrial,perennial,woody,
MALVACEAE,Lasiopetalum floribundum Benth.,,• new PERTH,,,,,west_of,Lasiopetalum floribundum,,,,,,
MALVACEAE,Lasiopetalum indutum Steud.,,• new PERTH,,,,,east_of,Lasiopetalum indutum,,,,,,
MALVACEAE,Lasiopetalum sp. Denmark (B.G. Hammersley 2012),,• new PERTH,,,,,west_of,Lasiopetalum sp. Denmark (B.G.Hammersley 2012),,,,,,
MALVACEAE,Malva preissiana Miq.,7,• not alien,,,,,centered_on,Malva preissiana,,,,,,
MALVACEAE,Sida hookeriana Miq.,,•,y,,,,west_of,Sida hookeriana,Sida hookeriana Miq.,seeder,terrestrial,perennial,woody,
MALVACEAE,Thomasia discolor Steud.,&,•,y,,,,west_of,Thomasia discolor,Thomasia discolor Steud.,seeder,terrestrial,perennial,woody,
MALVACEAE,Thomasia aff. foliosa Gay.,&,• sp. Indet.,,,,,,Thomasia aff. foliosa Gay.,,,,,,
MALVACEAE,Thomasia purpurea (Dryand.) J.Gay,"4,5,12",•,y,,NNNNNNNNNYYY,NNNNNNNNNYYY,west_of,Thomasia purpurea,Thomasia purpurea (Dryand.) J.Gay,seeder,terrestrial,perennial,woody,
MALVACEAE,Thomasia solanacea (Sims) J.Gay,,•,y,P4,,,west_of,Thomasia solanacea,Thomasia solanacea (Sims) J.Gay,seeder,terrestrial,perennial,woody,
MENYANTHACEAE,Liparophyllum lasiospermum (F.Muell.) Tippery & Les,"1,2,3",• name change,,,NNNNNNNNYYNN,NNNNNNNNYYNN,west_of,Liparophyllum lasiospermum,,,,,,
MENYANTHACEAE,Ornduffia parnassifolia (Labill.) Tippery & Les,"2,3,10",• name change,y,,YYNNNNNNNYNN,YYNNNNNNNYNN,centered_on,Ornduffia parnassifolia,Ornduffia parnassifolia (Labill.) Tippery & Les,resprout,terrestrial,perennial,herbaceous,
MYRTACEAE,Actinodium cunninghamii Schauer,3,•,,,YNNNNNYNYYNN,YNNNNNYNYYNN,west_of,Actinodium cunninghamii,,,,,,
MYRTACEAE,Actinodium sp. Fitzgerald River (H.A. Froebe & R. Classen 810),,• new PERTH,,,,,east_of,Actinodium sp. Fitzgerald River (H.A.Froebe & R.Classen 810),,,,,,
MYRTACEAE,Agonis flexuosa (Willd.) Sweet,"2,6,8,9,11",•,y,,YNYNYNYNNYYY,YNYNYNYNNYYY,west_of,Agonis flexuosa,Agonis flexuosa (Willd.) Sweet,resprout,terrestrial,perennial,woody,
MYRTACEAE,Agonis theiformis Schauer,"1,3",• name change,y,,YNYNNNNNNYYN,YNYNNNNNNYYN,west_of,Agonis theiformis,Agonis theiformis Schauer,resprout,terrestrial,perennial,woody,
MYRTACEAE,Astartea corniculata Schauer,,• new PERTH,,,,,west_of,Astartea corniculata,,,,,,
MYRTACEAE,Astartea glomerulosa Schauer,"1,3,8,13",• name change,y,,YYNNYNNNNNNN,YYNNYNNNNNNN,west_of,Astartea glomerulosa,Astartea glomerulosa Schauer,seeder,terrestrial,perennial,woody,
MYRTACEAE,Astartea pulchella (DC.) Rye,,• new PERTH,,,,,west_of,Astartea pulchella,,,,,,
MYRTACEAE,Beaufortia anisandra Schauer,"1,3",•,,,YYYYYNYNNNNN,YYYYYNYNNNNN,east_of,Beaufortia anisandra,,,,,,
MYRTACEAE,Beaufortia decussata R.Br.,"1,3,4,5",•,,,YNYYYYYYYNNN,YNYYYYYYYNNN,west_of,Beaufortia decussata,,,,,,
MYRTACEAE,Callistemon glaucus Sweet,1,• name change,,,NNNYYNNNNNNN,NNNYYNNNNNNN,west_of,Callistemon glaucus,,,,,,
MYRTACEAE,Calothamnus sanguineus Labill.,#,• sp. Indet.,,,,,west_of,Calothamnus sanguineus,,,,,,
MYRTACEAE,Calytrix asperula (Schauer) Benth.,3,•,,,YYNNNNNNNNNN,YYNNNNNNNNNN,east_of,Calytrix asperula,,,,,,
MYRTACEAE,Calytrix hirta (Regel) Nge & K.R.Thiele,"10,11",• new PERTH,y,,,,centered_on,Calytrix hirta,Calytrix hirta (Regel) Nge & K.R.Thiele,seeder,terrestrial,perennial,woody,
MYRTACEAE,Calytrix leschenaultii (Schauer) Benth.,4,•,,,NNNNNNNYNNNN,NNNNNNNYNNNN,centered_on,Calytrix leschenaultii,,,,,,
MYRTACEAE,Chamelaucium orarium N.G.Marchant,8,• name change,y,P2,NNNNNNNNNYNN,NNNNNNNNNYNN,centered_on,Chamelaucium orarium,Chamelaucium orarium N.G.Marchant,seeder,terrestrial,perennial,woody,
MYRTACEAE,Corymbia calophylla (Lindl.) K.D.Hill & L.A.S.Johnson,"3,4,10,1,12",•,y,,YYYNNNNNNNNN,YYYNNNNNNNNN,west_of,Corymbia calophylla,Corymbia calophylla (Lindl.) K.D.Hill & L.A.S.Johnson,resprout,terrestrial,perennial,woody,
MYRTACEAE,Darwinia citriodora (Endl.) Benth.,12,•,y,,NNNNNNNNYNNN,NNNNNNNNYNNN,west_of,Darwinia citriodora,Darwinia citriodora (Endl.) Benth.,seeder,terrestrial,perennial,woody,
MYRTACEAE,Darwinia diosmoides (DC.) Benth.,8,•,y,,,,east_of,Darwinia diosmoides,Darwinia diosmoides (DC.) Benth.,seeder,terrestrial,perennial,woody,
MYRTACEAE,Darwinia oederoides (Turez.) Benth.,10,•,,,,,west_of,Darwinia oederoides,,,,,,
MYRTACEAE,Darwinia vestita (Endl.) Benth.,"1,2,3,4,5,8,12",•,,,NNNNNNYYYYYN,NNNNNNYYYYYN,centered_on,Darwinia vestita,,,,,,
MYRTACEAE,Eucalyptus acies Brooker,,• new PERTH,,,,,east_of,Eucalyptus acies,,,,,,
MYRTACEAE,Eucalyptus angulosa Schauer,"4,8,11,12",•,y,,YNYNNNNNNYNN,YNYNNNNNNYNN,centered_on,Eucalyptus angulosa,Eucalyptus angulosa Schauer,resprout,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus conferruminata D.J.Carr & S.G.M.Carr,"4,12",•,y,,NYNNNYNYYNNN,NYNNNYNYYNNN,east_of,Eucalyptus conferruminata,Eucalyptus conferruminata D.J.Carr & S.G.M.Carr,seeder,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus conferruminata D.J.Carr & S.G.M.Carr x cornuta Labill.,,• new PERTH,y,,,,centered_on,Eucalyptus conferruminata x Eucalyptus cornuta,Eucalyptus conferruminata D.J.Carr & S.G.M.Carr x cornuta Labill.,resprout,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus cornuta Labill.,"8,11,122",•,y,,NNYNNNNNNNNN,NNYNNNNNNNNN,centered_on,Eucalyptus cornuta,Eucalyptus cornuta Labill.,seeder,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus doratoxylon F.Muell.,,• new PERTH,,,,,centered_on,Eucalyptus doratoxylon,,,,,,
MYRTACEAE,Eucalyptus goniantha Turcz. subsp. goniantha,"3,5,11,12",• stat. change,,,NYNNNNNYNNNN,NYNNNNNYNNNN,centered_on,Eucalyptus goniantha subsp. goniantha,,,,,,
MYRTACEAE,Eucalyptus marginata Sm. subsp. marginata,"3,4,10,11,12",• stat. change,y,,YNYNNYYNYYNN,YNYNNYYNYYNN,west_of,Eucalyptus marginata,Eucalyptus marginata Sm. subsp. marginata,resprout,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus marginata Sm. x megacarpa F.Muell.,,•,y,,,,west_of,Eucalyptus marginata x Eucalyptus megacarpa,Eucalyptus marginata Sm. x megacarpa F.Muell.,resprout,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus megacarpa F.Muell.,"4,10,11,12",•,y,,NNYNYYNYNYNN,NNYNYYNYNYNN,west_of,Eucalyptus megacarpa,Eucalyptus megacarpa F.Muell.,seeder,terrestrial,perennial,woody,
MYRTACEAE,Eucalyptus notactites (L.A.S.Johnson & K.D.Hill) D.Nicolle & M.E.French,,• new PERTH,,,,,centered_on,Eucalyptus notactites,,,,,,
