genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Wrightia,Wrightia,"perennial shrubs or trees, evergreen or deciduous, latex white.",perennial,perennial,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Wrightia,Wrightia saligna,more or less glabrous shrub or tree to 7 m high;,perennial,inferred_from_genus,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Wrightia,Wrightia pubescens,"shrub or tree to 35 m high, deciduous.",perennial,inferred_from_genus,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Wrightia,Wrightia pubescens,"shrub or tree to 35 m high, deciduous.",perennial,inferred_from_genus,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Wurmbea,Wurmbea deserticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Xanthorrhoea,Xanthorrhoea thorntonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Xanthostemon,Xanthostemon umbrosus,"tree, often multistemmed or shrubby, to 14 m high;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Xanthostemon,Xanthostemon paradoxus,tree 4-12 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Xanthostemon,Xanthostemon psidioides,"tree, rarely a shrub, to 5 m;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Xanthostemon,Xanthostemon eucalyptoides,tree 5-18 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Xanthostemon,Xanthostemon,"evergreen trees, rarely shrubby.",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Dawson, 1972; Wilson, 1990"
Xenostegia,Xenostegia tridentata,"scrambling or climbing annual herb, almost glabrous.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,climbing,climbing,herbaceous,NA,NA
Xenostegia,Xenostegia,"prostrate or climbing perennial herbs, usually glabrous.",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,prostrate climbing,prostrate climbing,herbaceous,NA,NA
Xerochloa,Xerochloa imberbis,"perennials, tufted and often forming dense stands.",perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 326."
Xerochrysum,Xerochrysum interiore,herb,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Xerochrysum,Xerochrysum boreale,perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Ximenia,Ximenia americana,"scrambling or erect shrub, rarely a small tree, sometimes spinose, ? deciduous, vegetative parts  glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,NA
Xylocarpus,Xylocarpus granatum,"tree, spreading and often poorly formed, to 8 m high;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,NA
Xylocarpus,Xylocarpus moluccensis,"tree, columnar to 15 m;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Xylopia,Xylopia monosperma,tree to 20 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Xylopia,Xylopia,"trees, shrubs or subshrubs, only rarely climbing;",NA,NA,NA,NA,subshrub shrub tree,subshrubs shrubs trees,NA,NA,NA,NA,climbing,climbing,woody,NA,"Verdcourt, B. (1971). Annonaceae. In Milne-Redhead, E. & Polhill, R.M. (eds), Flora of Tropical East Africa. (Crown Agents for Overseas Governments and Administrations: London).  Kessler, P.J.A. (1993). Annonaceae. In Kubitzki, K., Rohwer, J.G. & Bittrich, V. (eds), The Families and Genera of Vascular Plants. (Springer-Verlag: Berlin). Vol. 2, pp. 93–129.  Jessup, L.W. (2007). Annonaceae. In Wilson, A. (ed.), Flora of Australia. (ABRS: Canberra/CSIRO Publishing: Melbourne). Vol. 2, pp. 18–57."
Xyris,Xyris cheumatophila,perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Xyris,Xyris complanata,perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Xyris,Xyris indica,"annual herbs to 0.5 m tall, sometimes emergent.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 220-221."
Zaleya,Zaleya galericulata,prostrate or low spreading annual or shortlivedperennial herb to about 20 cm high with papillose stems and leaves.,annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate spreading,prostrate spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Zeuxine,Zeuxine oblonga,a deciduous terrestrial orchid.,NA,NA,NA,NA,herb,orchid,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,"Jones, D.L. (2006) A complete guide to native orchids of Australia, including the island territories. (Reed New Holland: Frenchs Forest, NSW)"
Ziziphus,Ziziphus mauritiana,"evergreen tree or shrub, to 15 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Chen, Y. & Schirarend, C. (2007) Rhamnaceae pp115-168. In: Wu, Z. Y., P. H. Raven & D. Y. Hong, eds. Flora of China. Vol. 12 (Hippocastanaceae through Theaceae). Science Press, Beijing, and Missouri Botanical Garden Press, St. Louis."
Ziziphus,Ziziphus oenopolia,erect or scandent shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect climbing,erect scandent,woody,NA,"Chen, Y. & Schirarend, C. (2007) Rhamnaceae  pp115-168. In: Wu, Z. Y., P. H. Raven & D. Y. Hong, eds. Flora of China. Vol. 12 (Hippocastanaceae through Theaceae). Science Press, Beijing, and Missouri Botanical Garden Press, St. Louis."
Ziziphus,Ziziphus quadrilocularis,tree to c 8;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Zornia,Zornia muelleriana,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Zornia,Zornia,annual or perennial herbs with .,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Reynolds & Holland, 1989"
Zornia,Zornia chaetophora,"erect, virgate. sparsely foliaged perennial (? annual) subshrub to 0.7 m high. plant glabrous or almost so; pustular glandular throughout.",annual perennial,annual perennial,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect,erect,NA,NA,NA
Zornia,Zornia disticha,perennial herb to 30 cm high.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Zornia,Zornia sp. Darwin,"perennial rooted semi-prostrate herb with s. vegetative parts thinly and softly pilose, eglandular or nearly so.",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,NA
Zornia,Zornia areolata,prostrate annual or (?) perennial rooted herb with s.,annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,NA
Zornia,Zornia prostrata,"prostrate perennial with s. vestiture of vegetative parts variable, from almost glabrous to sparsely sericeous or pilose;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,NA
Zornia,Zornia acuta,"annual, stems prostrate. vegetative parts glabrous, pellucid glandular.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,NA
Zygophyllum,Zygophyllum eichleri,a rather weak erect to spreading herb to about 20 cm high with usually glabrous ridged stems.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,NA
Zygophyllum,Zygophyllum tesquorum,erect to spreading herb to about 30 cm high with glabrous ridged stems.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Zygophyllum,Zygophyllum crassissimum,spreading to erect perennial herb or subshrub to about 50 cm high with glabrous stems and leaves.,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Zygophyllum,Zygophyllum simile,prostrate to erect annual herb to about 20 cm high with inconspicuously hairy ridged stems.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,NA
Zygophyllum,Zygophyllum compressum,prostrate to erect perennial herb to about 20 cm high with glabrous ribbed stems.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Zygophyllum,Zygophyllum prismatothecum,prostrate to erect low annual herb with glabrous stems and leaves.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Zygophyllum,Zygophyllum rowelliae,a rather weak erect to spreading herb to about 20 cm high with glabrous ridged stems.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,NA
Zygophyllum,Zygophyllum apiculatum,a rather weak dense usually perennial herb to about 50 cm high with glabrous angular stems.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Flora of Central Australia, 1981"
Zygophyllum,Zygophyllum howittii,spreading to ascending annual herb to about 30 cm high with glabrous stems and leaves.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,decumbent spreading,ascending spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Zygophyllum,Zygophyllum emarginatum,prostrate to erect annual herb rarely exceeding about 10 cm high with glabrous or inconspicuously hairy ridged stems.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,NA
Zygophyllum,Zygophyllum eremaeum,a tangled perennial herb or subshrub to about 50 cm high with glabrous or papillose stems and leaves.,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Flora of Central Australia, 1981"
NA,NA,"herbs, shrubs or trees.",NA,NA,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Brownsey (1998a).; Andrews (1990); Kramer (1990a); Brownsey (1998b).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 34-36.; Andrews (1990); Kramer (1990b); Chinnock & Bell (1998).; Macfarlane, T.D. et al. 1987. Fl. Australia 45:55–148.; Bostock & Spokes (1998a); Iwatsuki (1990).; Andrews (1990); Chinnock (1998a); Kramer (1971); Kramer & Tindale (1976); Kramer & McCarthy (1998a).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 36-39.; Chinnock (1998b). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-14.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 19-20.; Royen, P. van (1962). Sertulum Papuanum 5 Nymphaeaceae. Nova Guinea, Botany 8: 103–126.; Andrews (1990); Wagener (1990); Chinnock (1998d). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 16.; Taxonomic reference: Chinnock (1998f).; Holttum (1954); Kramer & McCarthy (1998b); McCarthy (1998); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 39-42.; Andrews (1990); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp.  29-30.; Chinnock (1998g).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 30.; Jermy & Holmes (1998). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 15.; Andrews (1990); Chinnock (1998c).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 32."
NA,NA,"Plants aquatic, freefloating, heterosporous.",NA,NA,NA,NA,NA,NA,aquatic,aquatic freefloating,NA,NA,NA,NA,NA,NA,"Brownsey (1998a).; Andrews (1990); Kramer (1990a); Brownsey (1998b).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 34-36.; Andrews (1990); Kramer (1990b); Chinnock & Bell (1998).; Macfarlane, T.D. et al. 1987. Fl. Australia 45:55–148.; Bostock & Spokes (1998a); Iwatsuki (1990).; Andrews (1990); Chinnock (1998a); Kramer (1971); Kramer & Tindale (1976); Kramer & McCarthy (1998a).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 36-39.; Chinnock (1998b). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-14.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 19-20.; Royen, P. van (1962). Sertulum Papuanum 5 Nymphaeaceae. Nova Guinea, Botany 8: 103–126.; Andrews (1990); Wagener (1990); Chinnock (1998d). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 16.; Taxonomic reference: Chinnock (1998f).; Holttum (1954); Kramer & McCarthy (1998b); McCarthy (1998); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 39-42.; Andrews (1990); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp.  29-30.; Chinnock (1998g).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 30.; Jermy & Holmes (1998). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 15.; Andrews (1990); Chinnock (1998c).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 32."
NA,NA,"Plants aquatic or amphibious, heterosporous.",NA,NA,NA,NA,NA,NA,aquatic terrestrial,amphibious amphibious aquatic,NA,NA,NA,NA,NA,NA,"Brownsey (1998a).; Andrews (1990); Kramer (1990a); Brownsey (1998b).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 34-36.; Andrews (1990); Kramer (1990b); Chinnock & Bell (1998).; Macfarlane, T.D. et al. 1987. Fl. Australia 45:55–148.; Bostock & Spokes (1998a); Iwatsuki (1990).; Andrews (1990); Chinnock (1998a); Kramer (1971); Kramer & Tindale (1976); Kramer & McCarthy (1998a).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 36-39.; Chinnock (1998b). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-14.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 19-20.; Royen, P. van (1962). Sertulum Papuanum 5 Nymphaeaceae. Nova Guinea, Botany 8: 103–126.; Andrews (1990); Wagener (1990); Chinnock (1998d). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 16.; Taxonomic reference: Chinnock (1998f).; Holttum (1954); Kramer & McCarthy (1998b); McCarthy (1998); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 39-42.; Andrews (1990); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp.  29-30.; Chinnock (1998g).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 30.; Jermy & Holmes (1998). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 15.; Andrews (1990); Chinnock (1998c).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 32."
NA,NA,"herbs, more rarely shrubs, trees or lianes,",NA,NA,NA,NA,herb shrub tree climber_woody,herbs shrubs trees lianes,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Brownsey (1998a).; Andrews (1990); Kramer (1990a); Brownsey (1998b).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 34-36.; Andrews (1990); Kramer (1990b); Chinnock & Bell (1998).; Macfarlane, T.D. et al. 1987. Fl. Australia 45:55–148.; Bostock & Spokes (1998a); Iwatsuki (1990).; Andrews (1990); Chinnock (1998a); Kramer (1971); Kramer & Tindale (1976); Kramer & McCarthy (1998a).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 36-39.; Chinnock (1998b). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-14.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 19-20.; Royen, P. van (1962). Sertulum Papuanum 5 Nymphaeaceae. Nova Guinea, Botany 8: 103–126.; Andrews (1990); Wagener (1990); Chinnock (1998d). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 16.; Taxonomic reference: Chinnock (1998f).; Holttum (1954); Kramer & McCarthy (1998b); McCarthy (1998); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 39-42.; Andrews (1990); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp.  29-30.; Chinnock (1998g).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 30.; Jermy & Holmes (1998). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 15.; Andrews (1990); Chinnock (1998c).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 32."
NA,NA,"ferns terrestrial, large, homosporous.",NA,NA,NA,NA,fern,ferns,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Brownsey (1998a).; Andrews (1990); Kramer (1990a); Brownsey (1998b).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 34-36.; Andrews (1990); Kramer (1990b); Chinnock & Bell (1998).; Macfarlane, T.D. et al. 1987. Fl. Australia 45:55–148.; Bostock & Spokes (1998a); Iwatsuki (1990).; Andrews (1990); Chinnock (1998a); Kramer (1971); Kramer & Tindale (1976); Kramer & McCarthy (1998a).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 36-39.; Chinnock (1998b). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-14.; Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 19-20.; Royen, P. van (1962). Sertulum Papuanum 5 Nymphaeaceae. Nova Guinea, Botany 8: 103–126.; Andrews (1990); Wagener (1990); Chinnock (1998d). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 16.; Taxonomic reference: Chinnock (1998f).; Holttum (1954); Kramer & McCarthy (1998b); McCarthy (1998); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 39-42.; Andrews (1990); Smith et al. (2006); Mabberley (2008).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp.  29-30.; Chinnock (1998g).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 30.; Jermy & Holmes (1998). Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 15.; Andrews (1990); Chinnock (1998c).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 32."
