Individual,Species,Batch,Nutrient Treatment,Grass Treatment,Continent,Climate,Leaf Habit,Mass_g,RMF_g_per_g,SER_mm_per_day,SLA_mm2_per_mg,N_mg_per_g,P_mg_per_g,K_mg_per_g,A_nmol_CO2_per_g_s,gs_mmol_H2O_per_m2_s,PWUE_umol_CO2_per_mmol_H2O
818,Combretum zeyheri,3,Nh,G0,Africa,Semi-arid,Deciduous,35.69,0.347,0.45,13.1,NA,NA,NA,NA,NA,NA
819,Combretum zeyheri,3,Nh,G0,Africa,Semi-arid,Deciduous,23.25,0.21,0.34,15.05,24.97,1.08,12.91,NA,NA,NA
820,Combretum zeyheri,3,Nl,G0,Africa,Semi-arid,Deciduous,27.23,0.381,0.28,9.67,NA,NA,NA,NA,NA,NA
821,Combretum zeyheri,3,Nl,G0,Africa,Semi-arid,Deciduous,55.44,0.24,0.38,11.19,19.65,2.01,8.28,NA,NA,NA
822,Combretum zeyheri,3,Nl,G0,Africa,Semi-arid,Deciduous,28.26,0.327,0.4,10.19,NA,NA,NA,NA,NA,NA
823,Combretum zeyheri,3,Nl,G0,Africa,Semi-arid,Deciduous,28.93,0.388,0.25,9.06,17.79,0.76,7.06,NA,NA,NA
824,Combretum zeyheri,3,Nl,G0,Africa,Semi-arid,Deciduous,27.72,0.336,0.27,9.41,14.35,0.48,5.98,NA,NA,NA
825,Combretum zeyheri,3,Nh,G1,Africa,Semi-arid,Deciduous,1.64,0.33,NA,NA,26.88,2,9.49,NA,NA,NA
826,Combretum zeyheri,3,Nl,G1,Africa,Semi-arid,Deciduous,2.03,0.718,NA,NA,17.61,0.96,4.59,NA,NA,NA
827,Combretum zeyheri,3,Nl,G1,Africa,Semi-arid,Deciduous,1.01,0.651,NA,NA,33.02,1.87,5.07,NA,NA,NA
828,Combretum zeyheri,1,Nh,G1,Africa,Semi-arid,Deciduous,1.39,0.386,NA,25.53,44.86,2.77,20.58,167.59,68.92,1.1
829,Combretum zeyheri,1,Nl,G1,Africa,Semi-arid,Deciduous,2.15,0.674,NA,25.07,27.41,0.9,12.62,592.17,285.03,1.08
830,Combretum zeyheri,1,Nl,G1,Africa,Semi-arid,Deciduous,1.54,0.662,NA,27.24,19.74,1.12,8.06,122.11,85.11,1.05
831,Combretum zeyheri,1,Nl,G1,Africa,Semi-arid,Deciduous,1.58,0.565,NA,25.39,27.91,0.9,18.51,68.86,27.72,1.1
832,Combretum zeyheri,1,Nl,G1,Africa,Semi-arid,Deciduous,1.47,0.554,NA,22.18,31.18,1.07,11.24,97.69,28.25,1.16
833,Combretum zeyheri,1,Nl,G1,Africa,Semi-arid,Deciduous,2.18,0.675,NA,19.24,16.48,0.96,19.58,186.62,218.5,1.04
834,Combretum zeyheri,3,Nh,G1,Africa,Semi-arid,Deciduous,2.14,0.373,NA,NA,24.4,1.18,9.25,NA,NA,NA
835,Combretum zeyheri,3,Nh,G1,Africa,Semi-arid,Deciduous,2.44,0.22,NA,NA,29.81,0.95,11.2,NA,NA,NA
836,Combretum zeyheri,3,Nh,G1,Africa,Semi-arid,Deciduous,3.75,0.257,NA,NA,NA,NA,NA,NA,NA,NA
837,Combretum zeyheri,3,Nh,G1,Africa,Semi-arid,Deciduous,3.21,0.425,NA,NA,NA,NA,NA,NA,NA,NA
838,Combretum zeyheri,3,Nl,G1,Africa,Semi-arid,Deciduous,3.11,0.628,NA,NA,15.44,1.01,5.08,NA,NA,NA
839,Combretum zeyheri,3,Nl,G1,Africa,Semi-arid,Deciduous,1.44,0.472,NA,NA,28.88,1.42,6.3,NA,NA,NA
840,Combretum zeyheri,3,Nl,G1,Africa,Semi-arid,Deciduous,2.35,0.701,NA,NA,19.46,1,3.44,NA,NA,NA
844,Dalbergia miscolobium,1,Nl,G0,South America,Humid,Deciduous,1.28,0.346,0.09,22.33,29.58,1.2,11.04,13.25,44.88,1.01
845,Dalbergia miscolobium,1,Nl,G0,South America,Humid,Deciduous,1.95,0.504,0.09,20.93,32.59,1.41,6.24,27.76,40.95,1.03
846,Dalbergia miscolobium,1,Nl,G0,South America,Humid,Deciduous,1.58,0.367,0.09,30.16,31.76,1.25,10.39,NA,NA,NA
847,Dalbergia miscolobium,1,Nl,G0,South America,Humid,Deciduous,1.5,0.393,0.09,23.1,30.93,1.36,10.13,NA,NA,NA
848,Dalbergia miscolobium,2,Nh,G0,South America,Humid,Deciduous,11.95,0.205,0.23,24.13,29.05,1.5,9.4,114.83,81.87,1.06
849,Dalbergia miscolobium,2,Nh,G0,South America,Humid,Deciduous,26.38,0.281,0.25,14.93,24.16,1.88,7.72,119.06,97.05,1.08
850,Dalbergia miscolobium,2,Nh,G0,South America,Humid,Deciduous,8.78,0.276,0.18,21.39,29.79,1.87,8.6,50.19,75,1.03
851,Dalbergia miscolobium,2,Nh,G0,South America,Humid,Deciduous,6.25,0.246,0.21,18.22,30.81,3.63,11.03,52.65,52.38,1.06
852,Dalbergia miscolobium,2,Nh,G0,South America,Humid,Deciduous,15.82,0.182,0.32,20.67,28.24,1.27,7.18,80.66,216.03,1.02
853,Dalbergia miscolobium,2,Nl,G0,South America,Humid,Deciduous,4.47,0.357,0.08,26.69,31.09,0.9,5.96,156.53,111.4,1.05
856,Dalbergia miscolobium,1,Nl,G0,South America,Humid,Deciduous,1.75,0.606,0.05,17.28,27.21,0.92,7.94,NA,165.12,NA
857,Dalbergia miscolobium,1,Nh,G1,South America,Humid,Deciduous,0.64,0.486,NA,NA,NA,NA,NA,NA,NA,NA
861,Dalbergia miscolobium,1,Nh,G1,South America,Humid,Deciduous,0.64,0.137,NA,31.35,26.41,NA,13.82,52.65,91.6,1.02
862,Dalbergia miscolobium,1,Nl,G1,South America,Humid,Deciduous,0.59,NA,NA,35.09,NA,NA,NA,275.7,83.3,1.1
863,Dalbergia miscolobium,1,Nl,G1,South America,Humid,Deciduous,0.83,0.481,NA,22.37,22.38,0.61,5.02,27.98,49.24,1.03
864,Dalbergia miscolobium,1,Nl,G1,South America,Humid,Deciduous,0.63,0.415,NA,24.34,21.79,0.83,5.58,113.38,103.22,1.05
865,Dalbergia miscolobium,1,Nl,G1,South America,Humid,Deciduous,0.87,0.574,NA,26.24,19.77,0.41,2.61,590.02,148.1,1.15
866,Dalbergia miscolobium,1,Nl,G1,South America,Humid,Deciduous,0.8,0.52,NA,28.36,23.71,0.68,5.73,226.31,92.23,1.09
867,Dalbergia miscolobium,2,Nh,G1,South America,Humid,Deciduous,0.61,0.451,NA,86.27,31.74,2.18,7.94,72.46,177.71,1.01
868,Dalbergia miscolobium,2,Nh,G1,South America,Humid,Deciduous,1.65,0.272,NA,31.04,29.35,1.06,6.6,59.31,143.76,1.01
869,Dalbergia miscolobium,2,Nh,G1,South America,Humid,Deciduous,0.86,0.328,NA,35.09,28.61,1.71,7.95,29.58,64.52,1.01
870,Dalbergia miscolobium,2,Nh,G1,South America,Humid,Deciduous,1.03,0.276,NA,31.84,28.67,1.77,4.84,74.08,119.93,1.02
871,Dalbergia miscolobium,2,Nh,G1,South America,Humid,Deciduous,2.74,0.23,NA,31.42,30.42,2.02,12.18,32.11,304.67,1
872,Dalbergia miscolobium,2,Nl,G1,South America,Humid,Deciduous,0.66,0.606,NA,89.65,18.42,0.62,2.84,115.75,417,1
873,Dalbergia miscolobium,2,Nl,G1,South America,Humid,Deciduous,0.81,0.346,NA,43.32,23.72,0.73,4.74,73.8,21006.47,1
874,Dalbergia miscolobium,2,Nl,G1,South America,Humid,Deciduous,0.88,0.473,NA,45.08,20.56,0.76,3.85,126.06,163.48,1.02
876,Dalbergia miscolobium,2,Nl,G1,South America,Humid,Deciduous,0.97,0.662,NA,25.56,16.02,0.68,3.08,34.2,91.9,1.01
877,Dalbergia miscolobium,2,Nl,G0,South America,Humid,Deciduous,4.98,0.375,0.14,24.83,32.46,1.38,7.57,42.58,106.05,1.02
878,Dalbergia miscolobium,2,Nl,G0,South America,Humid,Deciduous,4.4,0.284,0.1,27.32,28.22,0.99,8.94,26.95,57.99,1.02
879,Dalbergia miscolobium,2,Nl,G0,South America,Humid,Deciduous,9.11,0.265,0.15,17.96,25.97,1.16,7.66,62.08,65,1.05
880,Dalbergia miscolobium,2,Nl,G0,South America,Humid,Deciduous,2.13,0.632,0.07,15.49,24.77,0.65,5.24,15.02,33.59,1.03
881,Dichrostachys cinerea,3,Nh,G1,Africa,Semi-arid,Deciduous,2.14,0.2,NA,NA,26.15,1.08,13.26,NA,NA,NA
882,Dichrostachys cinerea,3,Nh,G1,Africa,Semi-arid,Deciduous,0.83,0.235,NA,NA,28.87,1.13,11.19,NA,NA,NA
883,Dichrostachys cinerea,3,Nh,G1,Africa,Semi-arid,Deciduous,0.75,0.402,NA,NA,33.01,1.56,16.13,NA,NA,NA
884,Dichrostachys cinerea,3,Nh,G1,Africa,Semi-arid,Deciduous,0.88,0.345,NA,NA,26.5,1.6,11.59,NA,NA,NA
885,Dichrostachys cinerea,3,Nh,G1,Africa,Semi-arid,Deciduous,0.87,0.223,NA,NA,34.33,2.34,14.83,NA,NA,NA
886,Dichrostachys cinerea,3,Nl,G1,Africa,Semi-arid,Deciduous,0.51,0.133,NA,NA,31.92,1.93,11.62,NA,NA,NA
887,Dichrostachys cinerea,2,Nh,G1,Africa,Semi-arid,Deciduous,9.83,0.392,NA,20.52,29.11,1.8,12.05,182.95,91.08,1.1
888,Dichrostachys cinerea,2,Nh,G1,Africa,Semi-arid,Deciduous,2.82,0.316,NA,28.08,36.22,3.36,13.78,127.07,97.82,1.05
889,Dichrostachys cinerea,2,Nh,G1,Africa,Semi-arid,Deciduous,0.87,0.182,NA,33.45,31.52,2.4,17.3,103.53,86.39,1.04
890,Dichrostachys cinerea,2,Nh,G1,Africa,Semi-arid,Deciduous,7.29,0.375,NA,21.4,25.01,1.47,16.64,230.86,59.84,1.18
891,Dichrostachys cinerea,2,Nh,G1,Africa,Semi-arid,Deciduous,0.54,0.267,NA,65.57,34.63,2.26,19.58,48.62,30.05,1.03
892,Dichrostachys cinerea,2,Nl,G1,Africa,Semi-arid,Deciduous,0.69,0.348,NA,28.74,16.66,0.95,7.34,47.71,14,1.13
893,Dichrostachys cinerea,2,Nl,G1,Africa,Semi-arid,Deciduous,0.66,0.28,NA,34.15,25.55,1.31,10.08,17.43,34.69,1.01
894,Dichrostachys cinerea,2,Nl,G1,Africa,Semi-arid,Deciduous,0.78,0.315,NA,36.82,30.94,1.62,14.59,16.76,78.06,1.01
895,Dichrostachys cinerea,2,Nl,G1,Africa,Semi-arid,Deciduous,0.67,0.326,NA,35.66,33.49,1.46,14.55,238.64,191.13,1.04
896,Dichrostachys cinerea,2,Nl,G1,Africa,Semi-arid,Deciduous,0.66,0.35,NA,27.27,30.32,1.24,11.75,119.93,24222.77,1
897,Dichrostachys cinerea,2,Nh,G0,Africa,Semi-arid,Deciduous,29.27,0.344,0.46,21.05,28.13,3,14.08,NA,NA,NA
898,Dichrostachys cinerea,2,Nh,G0,Africa,Semi-arid,Deciduous,5.16,0.468,0.17,19.86,32.13,3.26,15.31,NA,NA,NA
899,Dichrostachys cinerea,2,Nh,G0,Africa,Semi-arid,Deciduous,13.67,0.452,0.4,26.68,32.29,3.13,10.53,177.3,180.81,1.04
900,Dichrostachys cinerea,2,Nh,G0,Africa,Semi-arid,Deciduous,37.53,0.344,0.46,26.82,29.27,3.36,15.16,178.18,79.78,1.08
901,Dichrostachys cinerea,2,Nh,G0,Africa,Semi-arid,Deciduous,26.84,0.345,0.47,23.18,31.12,3.35,11.19,113.3,97.88,1.05
902,Dichrostachys cinerea,2,Nl,G0,Africa,Semi-arid,Deciduous,5.1,0.529,0.17,20.03,34.36,2.09,13.93,100.12,111.76,1.05
903,Dichrostachys cinerea,2,Nl,G0,Africa,Semi-arid,Deciduous,2.46,0.52,0.13,20.92,43.31,4.28,15.6,134.4,178.85,1.04
904,Dichrostachys cinerea,2,Nl,G0,Africa,Semi-arid,Deciduous,20.94,0.503,0.29,17.46,15.04,1.68,8.73,72.35,41.87,1.1
905,Dichrostachys cinerea,2,Nl,G0,Africa,Semi-arid,Deciduous,5.42,0.448,0.17,26.57,32.64,2.69,15.68,199.52,138.76,1.05
906,Dichrostachys cinerea,2,Nl,G0,Africa,Semi-arid,Deciduous,6.3,0.47,0.22,21.18,43.46,1.47,8.62,137.5,208.98,1.03
907,Dichrostachys cinerea,3,Nl,G0,Africa,Semi-arid,Deciduous,40.75,0.208,0.29,19.07,16.15,0.99,10.83,NA,NA,NA
908,Dichrostachys cinerea,3,Nl,G0,Africa,Semi-arid,Deciduous,19.79,0.26,0.22,NA,NA,NA,NA,NA,NA,NA
909,Dichrostachys cinerea,3,Nl,G0,Africa,Semi-arid,Deciduous,22.51,0.183,0.26,20.88,14.23,0.86,7.98,NA,NA,NA
910,Dichrostachys cinerea,3,Nl,G1,Africa,Semi-arid,Deciduous,0.62,0.309,NA,NA,16.8,0.64,4.48,NA,NA,NA
911,Dichrostachys cinerea,3,Nl,G1,Africa,Semi-arid,Deciduous,0.55,0.408,NA,NA,24.57,1.2,13.86,NA,NA,NA
912,Dichrostachys cinerea,3,Nl,G1,Africa,Semi-arid,Deciduous,0.58,0.434,NA,NA,NA,NA,NA,NA,NA,NA
913,Dichrostachys cinerea,3,Nl,G1,Africa,Semi-arid,Deciduous,0.63,0.138,NA,NA,22.4,1.19,9.07,NA,NA,NA
914,Dichrostachys cinerea,3,Nh,G0,Africa,Semi-arid,Deciduous,58.66,0.181,0.59,17.98,27.37,1.19,13.04,NA,NA,NA
915,Dichrostachys cinerea,3,Nh,G0,Africa,Semi-arid,Deciduous,30.1,0.266,0.4,NA,NA,NA,NA,NA,NA,NA
916,Dichrostachys cinerea,3,Nh,G0,Africa,Semi-arid,Deciduous,54.77,0.245,0.48,17.06,24.79,1.23,12.42,NA,NA,NA
917,Dichrostachys cinerea,3,Nh,G0,Africa,Semi-arid,Deciduous,63.84,0.151,0.52,20.19,23.26,1.02,12.23,NA,NA,NA
918,Dichrostachys cinerea,3,Nh,G0,Africa,Semi-arid,Deciduous,30.32,0.292,0.41,26.89,30.8,1.53,11.13,NA,NA,NA
919,Dichrostachys cinerea,3,Nl,G0,Africa,Semi-arid,Deciduous,41.64,0.129,0.37,21.52,25.44,1.15,14.63,NA,NA,NA
920,Dichrostachys cinerea,3,Nl,G0,Africa,Semi-arid,Deciduous,22.75,0.144,0.31,22.1,24.84,1.36,14.83,NA,NA,NA
921,Dimorphandra mollis,2,Nh,G1,South America,Humid,Deciduous,0.64,0.204,NA,41.9,33.77,1.51,10.71,26.33,194.47,1
922,Dimorphandra mollis,2,Nh,G1,South America,Humid,Deciduous,0.8,0.291,NA,22.04,26.4,1.23,10.49,1,120.78,1
923,Dimorphandra mollis,2,Nh,G1,South America,Humid,Deciduous,0.57,0.423,NA,NA,29.36,1.32,5.61,NA,36.4,1.01
925,Dimorphandra mollis,2,Nl,G1,South America,Humid,Deciduous,0.58,0.392,NA,14.87,19.59,0.74,2.7,1,48614.76,1
926,Dimorphandra mollis,2,Nl,G1,South America,Humid,Deciduous,0.61,0.287,NA,40.9,29.22,1.29,8.29,1,4.34,1
927,Dimorphandra mollis,2,Nl,G1,South America,Humid,Deciduous,0.75,0.547,NA,18.1,20.22,0.73,2.99,1,31.33,1
928,Dimorphandra mollis,2,Nl,G1,South America,Humid,Deciduous,0.51,0.077,NA,47.91,50.57,3.22,19.5,1,20.5,1
929,Dimorphandra mollis,2,Nl,G1,South America,Humid,Deciduous,0.61,0.357,NA,35.37,28.81,1.06,4.63,1,1,NA
930,Dimorphandra mollis,2,Nh,G0,South America,Humid,Deciduous,1.35,0.297,0.05,32.15,36.04,2.33,15.78,62.28,227,1.01
931,Dimorphandra mollis,2,Nh,G0,South America,Humid,Deciduous,1.81,0.334,0.05,29.83,NA,NA,NA,169.42,128.79,1.04
932,Dimorphandra mollis,2,Nh,G0,South America,Humid,Deciduous,3.43,0.323,0.09,25.65,31.75,1.32,9.39,69.82,37.9,1.07
933,Dimorphandra mollis,2,Nh,G0,South America,Humid,Deciduous,2.2,0.214,0.06,26.11,29.96,1.46,10.14,NA,NA,NA
934,Dimorphandra mollis,2,Nh,G0,South America,Humid,Deciduous,0.84,0.278,0.04,39.3,30.1,1.58,10.45,NA,NA,NA
935,Dimorphandra mollis,2,Nl,G0,South America,Humid,Deciduous,1.52,0.517,0.04,22.99,27.2,0.89,6.47,150.33,84.95,1.08
936,Dimorphandra mollis,2,Nh,G1,South America,Humid,Deciduous,0.59,0.23,NA,56.13,37.57,2.12,14.25,39.24,89.58,1.01
937,Dimorphandra mollis,1,Nh,G1,South America,Humid,Deciduous,0.52,0.294,NA,NA,NA,NA,NA,NA,NA,NA
938,Dimorphandra mollis,1,Nh,G1,South America,Humid,Deciduous,0.52,0.571,NA,NA,NA,NA,NA,NA,27.27,1.1
939,Dimorphandra mollis,1,Nh,G1,South America,Humid,Deciduous,0.54,0.538,NA,NA,NA,NA,NA,NA,NA,NA
940,Dimorphandra mollis,3,Nh,G1,South America,Humid,Deciduous,0.59,0.08,NA,NA,NA,NA,NA,NA,NA,NA
941,Dimorphandra mollis,3,Nh,G1,South America,Humid,Deciduous,0.63,0.18,NA,NA,NA,NA,NA,NA,NA,NA
942,Dimorphandra mollis,3,Nl,G1,South America,Humid,Deciduous,0.63,0.333,NA,NA,NA,NA,NA,NA,NA,NA
946,Dimorphandra mollis,1,Nl,G1,South America,Humid,Deciduous,0.82,0.254,NA,31.98,NA,NA,NA,NA,NA,NA
948,Dimorphandra mollis,1,Nh,G0,South America,Humid,Deciduous,0.99,0.453,0.04,31.1,31.37,6.56,17.73,66.38,12.21,1.19
950,Dimorphandra mollis,1,Nh,G0,South America,Humid,Deciduous,0.71,0.202,0.03,30.75,36.15,3.3,14.75,130.81,23.35,1.19
951,Dimorphandra mollis,1,Nh,G0,South America,Humid,Deciduous,1.64,0.29,0.05,23.48,35.14,2.69,14.86,96.97,24.58,1.17
952,Dimorphandra mollis,1,Nl,G0,South America,Humid,Deciduous,1.28,0.557,0.03,28.15,30.44,1.08,7.15,204.45,8.05,2.03
953,Dimorphandra mollis,1,Nl,G0,South America,Humid,Deciduous,0.93,0.373,0.03,26.84,28.89,1.22,12.97,58.41,23.92,1.09
954,Dimorphandra mollis,1,Nl,G0,South America,Humid,Deciduous,0.95,0.449,0.03,35.73,29.79,0.84,10.74,98.89,31.44,1.09
955,Dimorphandra mollis,1,Nl,G0,South America,Humid,Deciduous,0.6,0.229,0.03,30.17,28.24,1.32,7.33,58.38,12.89,1.16
956,Dimorphandra mollis,1,Nl,G0,South America,Humid,Deciduous,1.06,0.458,0.02,22.96,30.98,0.85,7.64,114.74,40.63,1.13
957,Dimorphandra mollis,2,Nl,G0,South America,Humid,Deciduous,0.93,0.502,0.02,21.15,27.59,0.77,5.27,52.7,34.62,1.07
958,Dimorphandra mollis,2,Nl,G0,South America,Humid,Deciduous,1.41,0.481,0.04,25.33,28.89,1.3,10.5,NA,NA,NA
959,Dimorphandra mollis,2,Nl,G0,South America,Humid,Deciduous,1.17,0.525,0.03,23.71,31.5,0.96,6.37,28.7,28.25,1.04
960,Dimorphandra mollis,2,Nl,G0,South America,Humid,Deciduous,1.09,0.659,0.03,19.93,23.87,1.01,8.64,48.62,62.45,1.04
961,Erythrina vespertilio,1,Nh,G1,Australia,Humid,Deciduous,14.72,0.58,NA,32.1,44.74,1.73,21.24,4.21,6,1.02
962,Erythrina vespertilio,1,Nh,G1,Australia,Humid,Deciduous,3.45,0.667,NA,36.21,45.24,2.92,19.77,98.77,18,1.16
963,Erythrina vespertilio,1,Nh,G1,Australia,Humid,Deciduous,13.98,0.741,NA,25.13,31.75,1.64,17.78,71.37,49,1.06
965,Erythrina vespertilio,1,Nh,G1,Australia,Humid,Deciduous,1.77,0.796,NA,30.86,NA,NA,NA,25.45,12.09,1.07
966,Erythrina vespertilio,1,Nl,G1,Australia,Humid,Deciduous,3.31,0.898,NA,32.34,21.04,1.42,3.44,177.18,26.42,1.21
967,Erythrina vespertilio,1,Nh,G0,Australia,Humid,Deciduous,46.34,0.765,0.3,26.25,37.39,2.64,16.77,121.75,13,1.38
968,Erythrina vespertilio,1,Nh,G0,Australia,Humid,Deciduous,47.82,0.76,0.28,29.19,39.55,2.3,15.99,88.57,23,1.14
969,Erythrina vespertilio,1,Nh,G0,Australia,Humid,Deciduous,40.71,0.758,0.32,23.31,45.23,4.25,19.83,157.2,28,1.25
970,Erythrina vespertilio,1,Nh,G0,Australia,Humid,Deciduous,64.13,0.781,0.35,23.91,34.87,3.13,7.6,149.37,41.04,1.16
972,Erythrina vespertilio,1,Nl,G0,Australia,Humid,Deciduous,26.96,0.8,0.21,28.77,38.69,3.43,18.12,162.11,22,1.27
973,Erythrina vespertilio,1,Nl,G0,Australia,Humid,Deciduous,25.5,0.653,0.21,24.81,34.41,2.18,23.19,229.29,46,1.2
974,Erythrina vespertilio,1,Nl,G0,Australia,Humid,Deciduous,34.32,0.876,0.14,26.33,34.27,1.13,12.01,72.08,13,1.23
975,Erythrina vespertilio,1,Nl,G0,Australia,Humid,Deciduous,67.61,0.553,0.49,30.51,32.61,2.29,21.46,22.36,4,1.23
976,Erythrina vespertilio,1,Nl,G0,Australia,Humid,Deciduous,30.97,0.84,0.22,19.72,19.24,1.19,4.53,18.75,10,1.1
977,Erythrina vespertilio,3,Nh,G0,Australia,Humid,Deciduous,9.81,0.399,0.26,30,52.11,5.24,32.11,NA,NA,NA
978,Erythrina vespertilio,3,Nh,G0,Australia,Humid,Deciduous,26.16,0.588,0.45,NA,NA,NA,NA,NA,NA,NA
979,Erythrina vespertilio,3,Nh,G0,Australia,Humid,Deciduous,8.04,0.579,0.28,22.85,43.54,4.76,31.94,NA,NA,NA
980,Erythrina vespertilio,3,Nh,G0,Australia,Humid,Deciduous,31.05,0.7,0.41,NA,NA,NA,NA,NA,NA,NA
981,Erythrina vespertilio,3,Nh,G0,Australia,Humid,Deciduous,45.98,0.417,0.42,22.39,40.28,2.44,18.33,NA,NA,NA
982,Erythrina vespertilio,3,Nl,G0,Australia,Humid,Deciduous,12.53,0.687,0.18,23.85,39.15,2.94,27.84,NA,NA,NA
984,Erythrina vespertilio,3,Nl,G0,Australia,Humid,Deciduous,8.88,0.463,0.23,22.48,36.71,2.61,22.07,NA,NA,NA
986,Erythrina vespertilio,3,Nl,G0,Australia,Humid,Deciduous,27.85,0.691,0.58,NA,NA,NA,NA,NA,NA,NA
988,Erythrina vespertilio,3,Nl,G1,Australia,Humid,Deciduous,1.04,0.649,NA,NA,NA,NA,NA,NA,NA,NA
991,Erythrina vespertilio,1,Nl,G1,Australia,Humid,Deciduous,1.99,0.74,NA,32.08,14.32,1.3,2,58.43,29.13,1.06
992,Erythrina vespertilio,1,Nl,G1,Australia,Humid,Deciduous,1.77,0.824,NA,38.98,29.03,1.61,6.83,98.45,21,1.13
993,Erythrina vespertilio,1,Nl,G1,Australia,Humid,Deciduous,1.39,0.802,NA,39.37,28.56,2.3,10.85,7.97,18.7,1.01
994,Erythrina vespertilio,1,Nl,G1,Australia,Humid,Deciduous,4.24,0.888,NA,41.32,NA,NA,NA,89.51,22.42,1.1
999,Erythrina vespertilio,3,Nh,G1,Australia,Humid,Deciduous,7.98,0.578,NA,NA,37.93,4.14,31.95,NA,NA,NA
1001,Eucalyptus crebra,1,Nh,G0,Australia,Semi-arid,Evergreen,3.7,0.131,0.1,22.21,21.52,3.43,17.61,6.14,181.4,1
1002,Eucalyptus crebra,1,Nh,G0,Australia,Semi-arid,Evergreen,13.51,0.152,0.36,14.77,16.82,1.02,13.79,48.38,NA,NA
1003,Eucalyptus crebra,1,Nh,G0,Australia,Semi-arid,Evergreen,11.11,0.055,0.26,20.28,20.53,2.09,16.61,90.42,74.5,1.06
1004,Eucalyptus crebra,1,Nh,G0,Australia,Semi-arid,Evergreen,22.46,0.157,0.43,12.3,17.89,1.88,13.65,164.95,171.39,1.08
1005,Eucalyptus crebra,1,Nl,G0,Australia,Semi-arid,Evergreen,7.88,0.138,0.19,17.62,19.44,1.71,14.34,64.19,122.94,1.03
1006,Eucalyptus crebra,1,Nl,G0,Australia,Semi-arid,Evergreen,11.84,0.11,0.22,10.95,15.93,1.23,12.63,48.59,60,1.07
1007,Eucalyptus crebra,1,Nl,G0,Australia,Semi-arid,Evergreen,9.98,0.101,0.3,12.99,11.95,1.11,11.15,54.71,100.9,1.04
1008,Eucalyptus crebra,1,Nl,G0,Australia,Semi-arid,Evergreen,11.76,0.103,0.24,15.03,15.7,1.32,12.55,NA,NA,NA
1009,Eucalyptus crebra,1,Nl,G0,Australia,Semi-arid,Evergreen,20.3,0.121,0.45,13.45,19.69,1.18,15.62,188.1,162.34,1.09
1010,Eucalyptus crebra,2,Nh,G0,Australia,Semi-arid,Evergreen,30.45,0.144,0.6,13.93,14.12,1.31,12.08,35.08,172.2,1.01
1011,Eucalyptus crebra,2,Nh,G0,Australia,Semi-arid,Evergreen,15.25,0.072,0.45,13.11,17.4,5.38,14.44,75.01,208.07,1.03
1012,Eucalyptus crebra,2,Nh,G0,Australia,Semi-arid,Evergreen,25.62,0.146,0.61,14.24,19.39,1.86,14.11,NA,NA,NA
1013,Eucalyptus crebra,2,Nh,G0,Australia,Semi-arid,Evergreen,14.3,0.114,0.37,18.28,24.09,2.19,20.6,58.37,163.62,1.02
1014,Eucalyptus crebra,2,Nh,G0,Australia,Semi-arid,Evergreen,3.51,0.108,0.26,17.85,23.93,1.91,17.71,113.78,179.57,1.04
1015,Eucalyptus crebra,2,Nl,G0,Australia,Semi-arid,Evergreen,2.11,0.203,0.11,18.25,17.55,2.07,10.73,20.43,211.24,1.01
1016,Eucalyptus crebra,2,Nl,G0,Australia,Semi-arid,Evergreen,16.57,0.117,0.45,12.38,11.72,2.89,10.5,51.69,114.43,1.04
1017,Eucalyptus crebra,1,Nh,G0,Australia,Semi-arid,Evergreen,9.62,0.103,0.36,12.57,20.42,1.53,14.19,195.89,132.5,1.12
1018,Eucalyptus crebra,1,Nh,G1,Australia,Semi-arid,Evergreen,0.76,0.302,NA,21.15,NA,NA,NA,21.24,44.06,1.02
1019,Eucalyptus crebra,1,Nh,G1,Australia,Semi-arid,Evergreen,0.54,0.487,NA,29.43,NA,NA,NA,150.88,NA,NA
1020,Eucalyptus crebra,1,Nh,G1,Australia,Semi-arid,Evergreen,2,0.119,NA,20.61,18.14,1.76,14.39,88.8,35.08,1.13
1021,Eucalyptus crebra,1,Nh,G1,Australia,Semi-arid,Evergreen,1.7,0.121,NA,NA,14.95,0.58,8.98,NA,NA,NA
1022,Eucalyptus crebra,1,Nh,G1,Australia,Semi-arid,Evergreen,2.16,0.097,NA,16.63,15.78,0.91,8.73,185.37,75.98,1.15
1023,Eucalyptus crebra,1,Nl,G1,Australia,Semi-arid,Evergreen,0.58,0.421,NA,27.45,NA,NA,NA,90.78,NA,NA
1024,Eucalyptus crebra,1,Nl,G1,Australia,Semi-arid,Evergreen,0.66,0.119,NA,35.15,NA,NA,NA,110.18,125.25,1.03
1025,Eucalyptus crebra,1,Nl,G1,Australia,Semi-arid,Evergreen,0.55,0.167,NA,46.53,NA,NA,NA,1,164.2,1
1027,Eucalyptus crebra,1,Nl,G1,Australia,Semi-arid,Evergreen,1.28,0.228,NA,21.82,16.98,1.1,14.83,133.76,NA,NA
1028,Eucalyptus crebra,2,Nh,G1,Australia,Semi-arid,Evergreen,4.02,0.082,NA,19.36,18.99,4.85,9.46,142.82,124.47,1.06
1029,Eucalyptus crebra,2,Nh,G1,Australia,Semi-arid,Evergreen,0.72,0.383,NA,21.02,9.46,2.38,2.22,8,200.7,1
