species_name,voucher_specimen,generalised_collection_location,arborteum_row,planting_year,genome_size_2C_picograms,cv_sample,cv_solanum_standard,context
Eucalyptus biterrainea,DN 2518,"Iron Range, QLD",165,1999,1.228652751,4.61,3.12,"voucher DN 2518: collected at Iron Range, QLD and planted in arboretum row 165 in 1999"
Eucalyptus dealbata,DN 723,"Inverell, NSW",50,1994,1.228652751,3.73,3.01,"voucher DN 723: collected at Inverell, NSW and planted in arboretum row 50 in 1994"
Eucalyptus fasciculosa,DN 1716,"Salt Creek, SA",137,1997,1.228652751,2.86,2.17,"voucher DN 1716: collected at Salt Creek, SA and planted in arboretum row 137 in 1997"
Eucalyptus articulata,DN 520,"Mulga Rock, WA",40,1994,1.22923588,5.06,3.03,"voucher DN 520: collected at Mulga Rock, WA and planted in arboretum row 40 in 1994"
Eucalyptus dissimulata ,DN 3567,"Hammersley River, WA",220,2001,1.22923588,3.45,2.42,"voucher DN 3567: collected at Hammersley River, WA and planted in arboretum row 220 in 2001"
Eucalyptus obconica,DN 6646,"Durack, WA",potted,,1.22923588,3.21,2.6,"voucher DN 6646: collected at Durack, WA and planted in arboretum row potted in "
Eucalyptus scias subsp. apoda,DN 6191,"Boonoo Boonoo, NSW",285,2013,1.22923588,3.64,2.93,"voucher DN 6191: collected at Boonoo Boonoo, NSW and planted in arboretum row 285 in 2013"
Eucalyptus xanthonema subsp. apposita,DN 5062,"Gairdner, WA",304,2010,1.22923588,2.77,2.42,"voucher DN 5062: collected at Gairdner, WA and planted in arboretum row 304 in 2010"
Eucalyptus brunnea,DN 669,"Girraween National Park, QLD",154,1998,1.229819563,3.33,2.69,"voucher DN 669: collected at Girraween National Park, QLD and planted in arboretum row 154 in 1998"
Eucalyptus horistes subsp. 'Southern' ,DN 2227,"Cadoux, WA",175,1999,1.229819563,2.63,2.44,"voucher DN 2227: collected at Cadoux, WA and planted in arboretum row 175 in 1999"
Eucalyptus sp. Mukinbudin,DN 3486,"Elachbutting Hill, WA",223,2001,1.229819563,2.55,2.29,"voucher DN 3486: collected at Elachbutting Hill, WA and planted in arboretum row 223 in 2001"
Eucalyptus morrisii,DN 730,"Mt Boppy, NSW",49,1994,1.2304038,3.86,2.73,"voucher DN 730: collected at Mt Boppy, NSW and planted in arboretum row 49 in 1994"
Eucalyptus magnificata ,DN 2945,"Enmore, NSW",192,2000,1.230988593,2.57,2.45,"voucher DN 2945: collected at Enmore, NSW and planted in arboretum row 192 in 2000"
Eucalyptus leucoxylon subsp. megalocarpa ,DN 4310,"Nelson, VIC",261,2004,1.231573942,2.93,2.6,"voucher DN 4310: collected at Nelson, VIC and planted in arboretum row 261 in 2004"
Eucalyptus extensa,DN 3467,"Marvel Loch, WA",224,2001,1.232159848,3.19,2.84,"voucher DN 3467: collected at Marvel Loch, WA and planted in arboretum row 224 in 2001"
Eucalyptus latens ,DN 3742,"Ongerup, WA",231,2001,1.232159848,3.73,3.08,"voucher DN 3742: collected at Ongerup, WA and planted in arboretum row 231 in 2001"
Eucalyptus captiosa ,DN 203,"Needilup, WA",17,1993,1.232746311,2.89,2.78,"voucher DN 203: collected at Needilup, WA and planted in arboretum row 17 in 1993"
Eucalyptus incrassata,DN 3706,"Hopetoun, WA",230,2001,1.232746311,4.21,3.47,"voucher DN 3706: collected at Hopetoun, WA and planted in arboretum row 230 in 2001"
Eucalyptus rupestris,DN 1920,"Mt Elizabeth Station, WA",84,1998,1.232746311,3.34,3.09,"voucher DN 1920: collected at Mt Elizabeth Station, WA and planted in arboretum row 84 in 1998"
Eucalyptus subangusta subsp. virescens,DN 3451,"Bruce Rock, WA",223,2001,1.232746311,3.08,2.7,"voucher DN 3451: collected at Bruce Rock, WA and planted in arboretum row 223 in 2001"
Eucalyptus cordata subsp. cordata,DN 1985,"Kellevie, TAS",153,1998,1.233333333,4.16,3.11,"voucher DN 1985: collected at Kellevie, TAS and planted in arboretum row 153 in 1998"
Eucalyptus froggattii,DN 2583,"Mitre, VIC",188,2000,1.233333333,2.32,2.04,"voucher DN 2583: collected at Mitre, VIC and planted in arboretum row 188 in 2000"
Eucalyptus rudderi,DN 2920,"Taree, NSW",196,2000,1.233333333,2.48,1.99,"voucher DN 2920: collected at Taree, NSW and planted in arboretum row 196 in 2000"
Eucalyptus sp. Kitchener,DN 2790,"Zanthus, WA",185,2000,1.233333333,2.5,2.09,"voucher DN 2790: collected at Zanthus, WA and planted in arboretum row 185 in 2000"
Eucalyptus absita,DN 1154,"Badgingarra, WA",68,1995,1.233920915,4.88,2.4,"voucher DN 1154: collected at Badgingarra, WA and planted in arboretum row 68 in 1995"
Eucalyptus brevipes,DN 299,"Leda Nature Reserve, WA",27,1993,1.233920915,5.03,2.91,"voucher DN 299: collected at Leda Nature Reserve, WA and planted in arboretum row 27 in 1993"
Eucalyptus varia,DN 163,"Scaddan, WA",85,1996,1.233920915,3.21,2.85,"voucher DN 163: collected at Scaddan, WA and planted in arboretum row 85 in 1996"
Eucalyptus glaucina,DN 2085,"Paterson, NSW",156,1998,1.234509056,2.84,2.27,"voucher DN 2085: collected at Paterson, NSW and planted in arboretum row 156 in 1998"
Eucalyptus ancophila,DN 646,"Eungai Creek, NSW",58,1994,1.235097759,4.59,2.85,"voucher DN 646: collected at Eungai Creek, NSW and planted in arboretum row 58 in 1994"
Eucalyptus cylindriflora,DN 144,"Salmon Gums, WA",17,1993,1.235097759,4.59,3.07,"voucher DN 144: collected at Salmon Gums, WA and planted in arboretum row 17 in 1993"
Eucalyptus resinifera subsp. hemilampra,DN 2921,"Eungai, NSW",197,2000,1.235687023,2.98,2.43,"voucher DN 2921: collected at Eungai, NSW and planted in arboretum row 197 in 2000"
Eucalyptus tereticornis subsp. rotunda,DN 1272,"Mt Moffat, QLD",90,1996,1.235687023,3.6,2.58,"voucher DN 1272: collected at Mt Moffat, QLD and planted in arboretum row 90 in 1996"
Eucalyptus grandis subsp. 'North Qld',DN 2524,Atherton Tableland QLD,165,1999,1.23627685,3.11,2.14,voucher DN 2524: collected at Atherton Tableland QLD and planted in arboretum row 165 in 1999
Eucalyptus loxophleba subsp. lissophloia,DN 139,"McPherson Rock, WA",17,1993,1.23627685,4.28,3.04,"voucher DN 139: collected at McPherson Rock, WA and planted in arboretum row 17 in 1993"
Eucalyptus melanophitra,DN 211,"Pallinup River, WA",15,1993,1.23686724,3.63,2.83,"voucher DN 211: collected at Pallinup River, WA and planted in arboretum row 15 in 1993"
Eucalyptus rosacea,DN 518,"Lake Minigwal, WA",82,1998,1.23686724,2.6,2.35,"voucher DN 518: collected at Lake Minigwal, WA and planted in arboretum row 82 in 1998"
Eucalyptus petraea,DN 3766,"Coorow, WA",229,2001,1.237458194,2.5,1.93,"voucher DN 3766: collected at Coorow, WA and planted in arboretum row 229 in 2001"
Eucalyptus beyeri,DN 1761,"Bargo, NSW",143,1997,1.238049713,3.11,2.44,"voucher DN 1761: collected at Bargo, NSW and planted in arboretum row 143 in 1997"
Eucalyptus kabiana,DN 720,"Mt Beerwah, QLD",50,1994,1.238049713,4.43,3.02,"voucher DN 720: collected at Mt Beerwah, QLD and planted in arboretum row 50 in 1994"
Eucalyptus banksii,DN 653,"Armidale, NSW",50,1994,1.238641798,4.56,3.89,"voucher DN 653: collected at Armidale, NSW and planted in arboretum row 50 in 1994"
Eucalyptus incrassata (stubby-fruited form),DN 4571,"Boyatup Hill, WA",267,2004,1.238641798,2.97,2.31,"voucher DN 4571: collected at Boyatup Hill, WA and planted in arboretum row 267 in 2004"
Eucalyptus largeana,DN 2086,"Craven, NSW",155,1998,1.238641798,2.76,2.6,"voucher DN 2086: collected at Craven, NSW and planted in arboretum row 155 in 1998"
Eucalyptus olivina,DN 3670,"South Ironcap, WA",226,2001,1.238641798,3,2.23,"voucher DN 3670: collected at South Ironcap, WA and planted in arboretum row 226 in 2001"
Eucalyptus polyanthemos subsp. marginalis,DN 6106,"Torrington State Forest, VIC",272,2013,1.238641798,2.4,2.18,"voucher DN 6106: collected at Torrington State Forest, VIC and planted in arboretum row 272 in 2013"
Eucalyptus camphora subsp. humeana,DN 576,"Mt Buffalo, VIC",145,1997,1.23923445,3.6,2.12,"voucher DN 576: collected at Mt Buffalo, VIC and planted in arboretum row 145 in 1997"
Eucalyptus incrassata (obconic-fruited form) ,DN 4796,"Pingrup, WA",210,2006,1.239827669,3.44,2.42,"voucher DN 4796: collected at Pingrup, WA and planted in arboretum row 210 in 2006"
Eucalyptus punctata,DN 612,"Tomerong, NSW",74,1995,1.239827669,2.68,1.97,"voucher DN 612: collected at Tomerong, NSW and planted in arboretum row 74 in 1995"
Eucalyptus aspratilis,DN 328,"Mt Day, WA",31,1993,1.240421456,4.38,3.31,"voucher DN 328: collected at Mt Day, WA and planted in arboretum row 31 in 1993"
Eucalyptus effusa subsp. effusa,DN 3631,"Spy Hill, WA",225,2001,1.240421456,2.88,2.42,"voucher DN 3631: collected at Spy Hill, WA and planted in arboretum row 225 in 2001"
Eucalyptus scyphocalyx,DN 558,"Toolinna Cove, WA",41,1994,1.240421456,6.1,3.47,"voucher DN 558: collected at Toolinna Cove, WA and planted in arboretum row 41 in 1994"
Eucalyptus obesa,DN 3724,"Lake Grace, WA",231,2001,1.241015812,3.06,2.63,"voucher DN 3724: collected at Lake Grace, WA and planted in arboretum row 231 in 2001"
Eucalyptus scias subsp. scias,DN 2911,"West Head, NSW",197,2000,1.241015812,2.13,1.8,"voucher DN 2911: collected at West Head, NSW and planted in arboretum row 197 in 2000"
Eucalyptus sp. Fraser Range ,DN 3662,"Disappointment Rock, WA",221,2001,1.241015812,3.69,2.47,"voucher DN 3662: collected at Disappointment Rock, WA and planted in arboretum row 221 in 2001"
Eucalyptus baileyana,DN 665,"Fortis Creek, NSW",52,1994,1.241610738,4.79,2.93,"voucher DN 665: collected at Fortis Creek, NSW and planted in arboretum row 52 in 1994"
Eucalyptus leptopoda subsp. elevata,DN 8,"Ilkurlka, WA",9,1993,1.241610738,4.14,3.24,"voucher DN 8: collected at Ilkurlka, WA and planted in arboretum row 9 in 1993"
Eucalyptus litoralis,DN 463,"Anglesea, VIC",35,1993,1.241610738,5.26,3.15,"voucher DN 463: collected at Anglesea, VIC and planted in arboretum row 35 in 1993"
Eucalyptus praetermissa,DN 213,"Beaufort Inlet, WA",30,1993,1.241610738,4.45,2.84,"voucher DN 213: collected at Beaufort Inlet, WA and planted in arboretum row 30 in 1993"
Eucalyptus cneorifolia,DN 75,"Wilson Hill, SA",44,1994,1.242206235,3.06,2.89,"voucher DN 75: collected at Wilson Hill, SA and planted in arboretum row 44 in 1994"
Eucalyptus minniritchi,DN 1354,"Mt Hermannsburg, NT",132,1997,1.242206235,2.96,2.15,"voucher DN 1354: collected at Mt Hermannsburg, NT and planted in arboretum row 132 in 1997"
Eucalyptus pleurocarpa,DN 154,"Grass Patch, WA",71,1995,1.242206235,6.37,3.63,"voucher DN 154: collected at Grass Patch, WA and planted in arboretum row 71 in 1995"
Eucalyptus redunca,DN 221,"Cape Melville, WA",172,1999,1.242206235,3.59,2.56,"voucher DN 221: collected at Cape Melville, WA and planted in arboretum row 172 in 1999"
Eucalyptus synandra,DN 297,"Jingymia, WA",19,1993,1.242206235,3.65,3.22,"voucher DN 297: collected at Jingymia, WA and planted in arboretum row 19 in 1993"
Eucalyptus beardiana,DN 2208,"Nerren Nerren, WA",186,2000,1.242802303,3.03,2.2,"voucher DN 2208: collected at Nerren Nerren, WA and planted in arboretum row 186 in 2000"
Eucalyptus incrassata,DN 1108,"Bremer Range, WA",68,1995,1.242802303,3.81,2.59,"voucher DN 1108: collected at Bremer Range, WA and planted in arboretum row 68 in 1995"
Eucalyptus nortonii ,DN 2951,"Mudgee, NSW",190,2000,1.242802303,2.06,1.74,"voucher DN 2951: collected at Mudgee, NSW and planted in arboretum row 190 in 2000"
Eucalyptus brassiana,DN 1316,"Battlecamp, QLD",95,1996,1.243398944,2.78,2.02,"voucher DN 1316: collected at Battlecamp, QLD and planted in arboretum row 95 in 1996"
Eucalyptus exigua,DN 3676,"Varley, WA",228,2001,1.243996158,3.36,2.55,"voucher DN 3676: collected at Varley, WA and planted in arboretum row 228 in 2001"
Eucalyptus ophitica,DN 2099,"Baryulgil, NSW",151,1998,1.243996158,3.33,2.43,"voucher DN 2099: collected at Baryulgil, NSW and planted in arboretum row 151 in 1998"
Eucalyptus uncinata subsp. 'Esperance Plains',DN 1089,"Pine Hill, WA",64,1995,1.243996158,3.85,2.77,"voucher DN 1089: collected at Pine Hill, WA and planted in arboretum row 64 in 1995"
Eucalyptus bicostata ,DN 3212,"Mt Bryan, SA",235,2001,1.244593945,4.01,2.91,"voucher DN 3212: collected at Mt Bryan, SA and planted in arboretum row 235 in 2001"
Eucalyptus diptera,DN 146,"Salmon Gums, WA",85,1996,1.244593945,3.04,2.57,"voucher DN 146: collected at Salmon Gums, WA and planted in arboretum row 85 in 1996"
Eucalyptus incrassata ,DN 4550,"Fraser Range south, WA",266,2004,1.244593945,2.45,1.86,"voucher DN 4550: collected at Fraser Range south, WA and planted in arboretum row 266 in 2004"
Eucalyptus vegrandis subsp. vegrandis,DN 3563,"Ongerup, WA",236,2001,1.244593945,3.77,2.07,"voucher DN 3563: collected at Ongerup, WA and planted in arboretum row 236 in 2001"
Eucalyptus calycogona subsp. spaffordii,DN 949,"Yeelanna, SA",63,1995,1.245192308,4.15,3.24,"voucher DN 949: collected at Yeelanna, SA and planted in arboretum row 63 in 1995"
Eucalyptus canaliculata,DN 1232,"Dewiltt, NSW",95,1996,1.245192308,2.96,2.12,"voucher DN 1232: collected at Dewiltt, NSW and planted in arboretum row 95 in 1996"
Eucalyptus laevis,DN 5966,"Eyre Bird Observatory, WA",276,2013,1.245192308,2.24,2.18,"voucher DN 5966: collected at Eyre Bird Observatory, WA and planted in arboretum row 276 in 2013"
Eucalyptus scopulorum,DN 2927,"Peregrine Point, NSW",191,2000,1.245192308,2.59,1.98,"voucher DN 2927: collected at Peregrine Point, NSW and planted in arboretum row 191 in 2000"
Eucalyptus scyphocalyx,DN 558,"Toolinna Cove, WA",41,1994,1.245192308,4.23,3.35,"voucher DN 558: collected at Toolinna Cove, WA and planted in arboretum row 41 in 1994"
Eucalyptus calycogona subsp. trachybasis,DN 732,"Lameroo, SA",47,1994,1.245791246,3.91,2.74,"voucher DN 732: collected at Lameroo, SA and planted in arboretum row 47 in 1994"
Eucalyptus decipiens,DN 1153,"Bold Park, WA",73,1995,1.245791246,4.72,3.18,"voucher DN 1153: collected at Bold Park, WA and planted in arboretum row 73 in 1995"
Eucalyptus insulana,DN 1309,"Walkamin, QLD",94,1996,1.245791246,3.31,2.38,"voucher DN 1309: collected at Walkamin, QLD and planted in arboretum row 94 in 1996"
Eucalyptus kabiana,DN 720,"Mt Beerwah, QLD",50,1994,1.245791246,3.42,2.63,"voucher DN 720: collected at Mt Beerwah, QLD and planted in arboretum row 50 in 1994"
Eucalyptus stoatei,DN 181,"Jerdacuttup, WA",41,1994,1.245791246,4.12,2.9,"voucher DN 181: collected at Jerdacuttup, WA and planted in arboretum row 41 in 1994"
Eucalyptus stricklandii,DN 3646,"Norseman, WA",222,2001,1.245791246,2.65,2.29,"voucher DN 3646: collected at Norseman, WA and planted in arboretum row 222 in 2001"
Eucalyptus incrassata,DN 930,"Lochiel, SA",67,1995,1.24639076,5.65,2.46,"voucher DN 930: collected at Lochiel, SA and planted in arboretum row 67 in 1995"
Eucalyptus litorea,DN 1094,"Israelite Bay, WA",65,1995,1.24639076,3.82,3.04,"voucher DN 1094: collected at Israelite Bay, WA and planted in arboretum row 65 in 1995"
Eucalyptus sp. Esperance,DN 3604,"Mt Ney, WA",226,2001,1.24639076,3.18,2.83,"voucher DN 3604: collected at Mt Ney, WA and planted in arboretum row 226 in 2001"
Eucalyptus notabilis,DN 630,"Faulconbridge, NSW",53,1994,1.246990852,3.24,2.26,"voucher DN 630: collected at Faulconbridge, NSW and planted in arboretum row 53 in 1994"
Eucalyptus scopulorum,DN 2927,"Peregrine Point, NSW",191,2000,1.246990852,3.04,2.33,"voucher DN 2927: collected at Peregrine Point, NSW and planted in arboretum row 191 in 2000"
Eucalyptus virens,DN 2116,"Mt Moffat, QLD",150,1998,1.246990852,2.51,2.25,"voucher DN 2116: collected at Mt Moffat, QLD and planted in arboretum row 150 in 1998"
Eucalyptus macrocarpa subsp. macrocarpa,DN 261,"Warradarge, WA",170,1999,1.247591522,3.55,2.93,"voucher DN 261: collected at Warradarge, WA and planted in arboretum row 170 in 1999"
Eucalyptus ovularis,DN 1107,"Red Lake, WA",68,1995,1.248192771,3.38,2.8,"voucher DN 1107: collected at Red Lake, WA and planted in arboretum row 68 in 1995"
Eucalyptus incrassata,DN 1129,"Twertup, WA",70,1995,1.2487946,3.84,2.93,"voucher DN 1129: collected at Twertup, WA and planted in arboretum row 70 in 1995"
Eucalyptus incrassata ,DN 4602,"Sandy Hook Island, WA",266,2004,1.2487946,2.38,2.3,"voucher DN 4602: collected at Sandy Hook Island, WA and planted in arboretum row 266 in 2004"
Eucalyptus livida,DN 318,"North Ironcap, WA",12,1993,1.2487946,3.55,2.86,"voucher DN 318: collected at North Ironcap, WA and planted in arboretum row 12 in 1993"
Eucalyptus nobilis,DN 753,"Liverpool Range, NSW",169,1999,1.2487946,2.83,2.24,"voucher DN 753: collected at Liverpool Range, NSW and planted in arboretum row 169 in 1999"
Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",144,1997,1.2487946,3.54,2.76,"voucher DN 1736: collected at Metung, Vic and planted in arboretum row 144 in 1997"
Eucalyptus baudiniana,DN 5577,"Eurardy, WA",317,2011,1.249397009,3.52,2.83,"voucher DN 5577: collected at Eurardy, WA and planted in arboretum row 317 in 2011"
Eucalyptus caleyi subsp. caleyi,DN 746,"Bylong, NSW",48,1994,1.25,3.15,2.6,"voucher DN 746: collected at Bylong, NSW and planted in arboretum row 48 in 1994"
Eucalyptus incrassata,DN 6005,"Israelite Bay, WA",278,2013,1.25,2.41,2.19,"voucher DN 6005: collected at Israelite Bay, WA and planted in arboretum row 278 in 2013"
Eucalyptus kabiana,DN 720,"Mt Beerwah, QLD",50,1994,1.25,3.49,2.92,"voucher DN 720: collected at Mt Beerwah, QLD and planted in arboretum row 50 in 1994"
Eucalyptus sp. Fraser Range ,DN 4539,"Newman Rock, WA",269,2004,1.25,2.98,2.34,"voucher DN 4539: collected at Newman Rock, WA and planted in arboretum row 269 in 2004"
Eucalyptus yilgarnensis,DN 1566,"Pigeon Rock, WA",88,1996,1.25,3.45,2.56,"voucher DN 1566: collected at Pigeon Rock, WA and planted in arboretum row 88 in 1996"
Eucalyptus accedens,DN 1164,"Mount Adams, WA",66,1995,1.250603573,4.22,2.75,"voucher DN 1164: collected at Mount Adams, WA and planted in arboretum row 66 in 1995"
Eucalyptus oldfieldii subsp. paupera ,DN 4289,"Carnarvon Range, WA",200,2002,1.250603573,3.1,2.23,"voucher DN 4289: collected at Carnarvon Range, WA and planted in arboretum row 200 in 2002"
Eucalyptus rummeryi,DN 1245,"Mallanganee, NSW",194,2000,1.250603573,2.5,2.14,"voucher DN 1245: collected at Mallanganee, NSW and planted in arboretum row 194 in 2000"
Eucalyptus fergusonii subsp. fergusonii,DN 2918,"Karuah, NSW",196,2000,1.25181247,2.39,1.84,"voucher DN 2918: collected at Karuah, NSW and planted in arboretum row 196 in 2000"
Eucalyptus koolpinensis,DN 2486,"Kakadu Nat. Park, NT",167,1999,1.25181247,4.26,3.7,"voucher DN 2486: collected at Kakadu Nat. Park, NT and planted in arboretum row 167 in 1999"
Eucalyptus tardecidens,DN 2521,"Maitland Downs, QLD",165,1999,1.25181247,3.76,2.73,"voucher DN 2521: collected at Maitland Downs, QLD and planted in arboretum row 165 in 1999"
Eucalyptus normantonensis,DN 1202,"Pollock Hills, WA",65,1995,1.252417795,3.28,2.9,"voucher DN 1202: collected at Pollock Hills, WA and planted in arboretum row 65 in 1995"
Eucalyptus subangusta subsp. pusilla,DN 3497,"Kalannie, WA",232,2001,1.252417795,2.64,2.29,"voucher DN 3497: collected at Kalannie, WA and planted in arboretum row 232 in 2001"
Eucalyptus carnei,DN 4302,"Wiluna, WA",201,2002,1.253023706,3.07,2.95,"voucher DN 4302: collected at Wiluna, WA and planted in arboretum row 201 in 2002"
Eucalyptus articulata,DN 520,"Mulga Rock, WA",40,1994,1.253630203,3.57,2.87,"voucher DN 520: collected at Mulga Rock, WA and planted in arboretum row 40 in 1994"
Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",200,2002,1.253630203,3.05,1.99,"voucher DN 4303: collected at Wiluna, WA and planted in arboretum row 200 in 2002"
Eucalyptus histophylla,DN 3661,"Disappointment Rock, WA",221,2001,1.253630203,3.26,2.16,"voucher DN 3661: collected at Disappointment Rock, WA and planted in arboretum row 221 in 2001"
Eucalyptus latens ,DN 3722,"Lake Grace, WA",231,2001,1.254237288,3.36,2.71,"voucher DN 3722: collected at Lake Grace, WA and planted in arboretum row 231 in 2001"
Eucalyptus orthostemon,DN 3691,"Calingiri, WA",232,2001,1.254237288,5.35,3.04,"voucher DN 3691: collected at Calingiri, WA and planted in arboretum row 232 in 2001"
Eucalyptus sp. Sullivan Soak,DN 5503,"Lake Magenta, WA",315,2011,1.254237288,2.83,2.39,"voucher DN 5503: collected at Lake Magenta, WA and planted in arboretum row 315 in 2011"
Eucalyptus ewartiana,DN 2721,"Mt Dennis, WA",184,2000,1.254844961,3.77,2.16,"voucher DN 2721: collected at Mt Dennis, WA and planted in arboretum row 184 in 2000"
Eucalyptus incrassata (smooth fruit form),DN 3731,"Harrismith, WA",230,2001,1.254844961,3.79,2.97,"voucher DN 3731: collected at Harrismith, WA and planted in arboretum row 230 in 2001"
Eucalyptus melanophloia subsp. melanophloia,DN 690,"Wandoan, QLD",49,1994,1.254844961,3.46,3.11,"voucher DN 690: collected at Wandoan, QLD and planted in arboretum row 49 in 1994"
Eucalyptus cullenii,DN 1322,"Lakeland, QLD",94,1996,1.255453223,2.6,2.54,"voucher DN 1322: collected at Lakeland, QLD and planted in arboretum row 94 in 1996"
Eucalyptus petiolaris,DN 945,"Koppio Hills, SA",74,1995,1.255453223,2.73,2.27,"voucher DN 945: collected at Koppio Hills, SA and planted in arboretum row 74 in 1995"
Eucalyptus delicata,DN 149,"Lort River, WA",19,1993,1.256062076,4.25,2.97,"voucher DN 149: collected at Lort River, WA and planted in arboretum row 19 in 1993"
Eucalyptus halophila,DN 155,"Scaddan, WA",12,1993,1.256062076,4.13,2.76,"voucher DN 155: collected at Scaddan, WA and planted in arboretum row 12 in 1993"
Eucalyptus leucophylla,DN 4181,"Dajarra, QLD",203,2002,1.256062076,2.35,2.36,"voucher DN 4181: collected at Dajarra, QLD and planted in arboretum row 203 in 2002"
Eucalyptus sp. South Newdegate Lakes,DN 6021,"Lake Magenta, WA",280,2013,1.256062076,3.4,2.54,"voucher DN 6021: collected at Lake Magenta, WA and planted in arboretum row 280 in 2013"
Eucalyptus thamnoides,DN 3454,"Quairading, WA",234,2001,1.256062076,516,2.13,"voucher DN 3454: collected at Quairading, WA and planted in arboretum row 234 in 2001"
Eucalyptus adesmophloia,DN 216,"Beaufort Inlet, WA",21,1993,1.256671519,3.14,2.25,"voucher DN 216: collected at Beaufort Inlet, WA and planted in arboretum row 21 in 1993"
Eucalyptus albopurpurea,DN 3180,"Sleaford, SA",220,2001,1.256671519,2.95,2.45,"voucher DN 3180: collected at Sleaford, SA and planted in arboretum row 220 in 2001"
Eucalyptus latens,DN 3436,"Pingaring, WA",227,2001,1.256671519,3.79,3.18,"voucher DN 3436: collected at Pingaring, WA and planted in arboretum row 227 in 2001"
"Eucalyptus rigens
",DN 3595,"Mt Ney, WA",232,2001,1.256671519,2.94,2.64,"voucher DN 3595: collected at Mt Ney, WA and planted in arboretum row 232 in 2001"
Eucalyptus taurina,DN 2106,"Helidon Hills, QLD",151,1998,1.256671519,4.63,1.94,"voucher DN 2106: collected at Helidon Hills, QLD and planted in arboretum row 151 in 1998"
Eucalyptus bosistoana,DN 2902,"Nerrigundah, NSW",192,2000,1.257281553,3.27,2.96,"voucher DN 2902: collected at Nerrigundah, NSW and planted in arboretum row 192 in 2000"
Eucalyptus diminuta,DN 3544,Mindaloo Beacon,235,2001,1.257281553,2.86,1.99,voucher DN 3544: collected at Mindaloo Beacon and planted in arboretum row 235 in 2001
Eucalyptus pruiniramis,DN 284,"Watheroo, WA",20,1993,1.257281553,3.68,2.82,"voucher DN 284: collected at Watheroo, WA and planted in arboretum row 20 in 1993"
Eucalyptus angulosa ,DN 3746,"Bremer Bay, WA",220,2001,1.258503401,2.61,2.29,"voucher DN 3746: collected at Bremer Bay, WA and planted in arboretum row 220 in 2001"
Eucalyptus aridomontana ,DN 5778,"Mt Sheila, WA",316,2011,1.258503401,4.51,2.66,"voucher DN 5778: collected at Mt Sheila, WA and planted in arboretum row 316 in 2011"
Eucalyptus conica,DN 747,"Bylong, NSW",47,1994,1.258503401,3.97,3.51,"voucher DN 747: collected at Bylong, NSW and planted in arboretum row 47 in 1994"
Eucalyptus leptocalyx subsp. petilipes,DN 3616,"Mt Buraminya, WA",225,2001,1.258503401,2.99,2.22,"voucher DN 3616: collected at Mt Buraminya, WA and planted in arboretum row 225 in 2001"
Eucalyptus robusta,DN 6205,"Wooli, NSW",242,2013,1.258503401,4.27,3.19,"voucher DN 6205: collected at Wooli, NSW and planted in arboretum row 242 in 2013"
Eucalyptus calycogona subsp. miracula,DN 4794,"Marvel Loch, WA",211,2006,1.259115216,2.6,2.16,"voucher DN 4794: collected at Marvel Loch, WA and planted in arboretum row 211 in 2006"
Eucalyptus gracilis,DN 3645,"Norseman, WA",222,2001,1.259727626,2.65,2.74,"voucher DN 3645: collected at Norseman, WA and planted in arboretum row 222 in 2001"
Eucalyptus persistens,DN 1291,"White Mountains, QLD",91,1996,1.259727626,4.02,2.63,"voucher DN 1291: collected at White Mountains, QLD and planted in arboretum row 91 in 1996"
Eucalyptus staigeriana,DN 2520,"Maitland Downs, QLD",165,1999,1.259727626,3.53,2.27,"voucher DN 2520: collected at Maitland Downs, QLD and planted in arboretum row 165 in 1999"
Eucalyptus distans,DN 2500,"Croydon, QLD",169,1999,1.260340633,3.49,2.69,"voucher DN 2500: collected at Croydon, QLD and planted in arboretum row 169 in 1999"
Eucalyptus maidenii,DN 1764,"Araluen, NSW",144,1997,1.260340633,3.24,2.41,"voucher DN 1764: collected at Araluen, NSW and planted in arboretum row 144 in 1997"
Eucalyptus micranthera,DN 1090,"Mt Ragged, WA",64,1995,1.260340633,3.56,3.59,"voucher DN 1090: collected at Mt Ragged, WA and planted in arboretum row 64 in 1995"
Eucalyptus polyanthemos subsp. polyanthemos,DN 2899,"Adelong, NSW",189,2000,1.260340633,2.91,2.56,"voucher DN 2899: collected at Adelong, NSW and planted in arboretum row 189 in 2000"
Eucalyptus tetrapleura,DN 1242,"Wells Crossing, NSW",197,2000,1.260340633,3.05,2.85,"voucher DN 1242: collected at Wells Crossing, NSW and planted in arboretum row 197 in 2000"
Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",88,1996,1.260340633,3.37,2.69,"voucher DN 1590: collected at Bordertown, SA and planted in arboretum row 88 in 1996"
Eucalyptus myriadena,DN 5596,"Lake Ogrady, WA",312,2011,1.260954236,5.77,3.07,"voucher DN 5596: collected at Lake Ogrady, WA and planted in arboretum row 312 in 2011"
Eucalyptus platycorys,DN 3445,"Hyden, WA",223,2001,1.260954236,3.39,2.95,"voucher DN 3445: collected at Hyden, WA and planted in arboretum row 223 in 2001"
Eucalyptus capitanea,DN 1076,"Koonibba, SA",67,1995,1.261568436,3.59,2.77,"voucher DN 1076: collected at Koonibba, SA and planted in arboretum row 67 in 1995"
