genus,species,form,height,stem diameter,fruits,dispersers,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Voacanga,grandifolia,tree,8,NA,follicle,aril eaten by birds,28,40,26,40,8,13,Voacanga grandifolia,111111111111,000001100000
Wrightia,laevis millgar,tree,40,NA,follicle,NA,140,350,15,15,18,27,Wrightia laevis millgar,111111000111,011111111100
Wrightia,pubescens penicillata,tree,8,NA,follicle,NA,150,350,15,15,10,20,Wrightia pubescens penicillata,111000000011,000111111000
Wrightia,saligna,tree,12,NA,follicle,NA,100,210,5,16,10,15,Wrightia saligna,111110001111,000011111100
Wrightia,versicolor,tree,20,NA,follicle,NA,110,245,12,12,9,13,Wrightia versicolor,110000000011,001111000000
Aponogeton,bullosus,herb,NA,NA,follicle,NA,4,6,3,4,2,3,Aponogeton bullosus,000111111110,000000111100
Aponogeton,elongatus,herb,NA,NA,follicle,NA,25,60,18,50,1,4,Aponogeton elongatus,110000000111,110000000111
Aponogeton,vanbruggenii,herb,NA,NA,follicle,NA,27,70,22,55,2,5,Aponogeton vanbruggenii,000000110000,000000110000
Ilex,(Gadgarra),tree,25,NA,drupe,NA,7,7,4,4,NA,NA,Ilex (Gadgarra),000000001110,000000000100
Ilex,arnhemensis ferdinandi,tree,25,NA,drupe,NA,4,5,4,5,NA,NA,Ilex arnhemensis ferdinandi,000000011100,000000000011
Sphenostemon,lobosporus,tree,25,NA,drupe,Golden Bowerbird & Spotted Catbird,15,21,8,18,10,14,Sphenostemon lobosporus,110000000001,111000001111
Alocasia,brisbanensis,herb,2,NA,berry,"Cassowary, Spotted Catbird, Lewin's Honeyeater & Victoria's Riflebird",6,11,6,11,5,7,Alocasia brisbanensis,100000011111,111000000111
Amorphophallus,galbra,herb,1.5,NA,berry,NA,12,16,10,12,10,13,Amorphophallus galbra,100000001111,111100000001
Amorphophallus,paeoniifolius,herb,1.5,NA,berry,NA,NA,NA,15,15,NA,NA,Amorphophallus paeoniifolius,111000000011,000010000000
Colocasia,esculenta,herb,1.5,NA,berry,NA,3,5,NA,NA,NA,NA,Colocasia esculenta,111000000000,NA
Epipremnum,amplissimum,climber,NA,NA,multiple fruit,NA,150,260,35,65,NA,2,Epipremnum amplissimum,000000001000,111100000001
Epipremnum,pinnatum,climber,NA,NA,multiple fruit,NA,270,550,45,45,NA,NA,Epipremnum pinnatum,000000011111,110000000011
Gymnostachys,anceps,herb,2,NA,berry,NA,13,16,8,10,10,10,Gymnostachys anceps,111111111110,111110000000
Pothos,brassii,climber,NA,NA,berry,NA,10,18,8,10,10,13,Pothos brassii,001111100000,110000000011
Pothos,longipes,climber,NA,NA,berry,Fawn-footed Melomys & Spectacled Flying-fox,8,24,NA,NA,6,12,Pothos longipes,000000001111,111100000111
Remusatia,vivipara,herb,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Remusatia vivipara,000100000000,NA
Rhaphidophora,australasica,climber,NA,NA,multiple fruit,NA,80,80,20,20,NA,NA,Rhaphidophora australasica,000000000110,010000000000
Rhaphidophora,hayi,climber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhaphidophora hayi,000000000100,NA
Rhaphidophora,petrieana,climber,NA,NA,multiple fruit,NA,60,60,16,16,NA,NA,Rhaphidophora petrieana,000000000110,100000000111
Scindapsus,altissimus,climber,NA,NA,multiple fruit,Magnificent Riflebird,200,290,15,45,5,5,Scindapsus altissimus,000000000100,000001111100
Syngonium,podophyllum,climber,NA,NA,multiple fruit,NA,30,70,15,35,5,11,Syngonium podophyllum,001111111000,000000001000
Typhonium,alismifolium,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Typhonium alismifolium,001110000000,NA
Typhonium,brownii,herb,NA,NA,berry,NA,10,10,10,10,NA,NA,Typhonium brownii,111100000000,NA
Typhonium,flagelliforme,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Typhonium flagelliforme,010000000000,NA
Typhonium,wilbertii,herb,NA,NA,berry,NA,10,11,9,9,6,7,Typhonium wilbertii,100000000001,001100000000
Cephalaralia,cephalobotrys,vine,NA,NA,drupe,Regent Bowerbird,7,10,6,10,4,7,Cephalaralia cephalobotrys,111110000001,111110000000
Delarbrea,michieana,tree,8,NA,drupe,"Cassowary, Bush Rat & Satin Bowerbird",15,25,14,14,NA,NA,Delarbrea michieana,000000001110,111111111111
Gastonia,spectabilis,tree,30,NA,drupe,many bird species,12,14,12,13,NA,NA,Gastonia spectabilis,NA,000000011000
Mackinlaya,confusa,shrub,6,NA,drupe,Cassowary & Golden Bowerbird,8,13,6,18,8,8,Mackinlaya confusa,111111111111,100000111111
Mackinlaya,macrosciadea,shrub,5,NA,drupe,Cassowary & Tooth-billed Bowerbird,9,15,11,18,NA,NA,Mackinlaya macrosciadea,000011111110,000011111110
Motherwellia,haplosciadea,vine,NA,NA,drupe,Spotted Catbird,8,10,9,10,6,6,Motherwellia haplosciadea,111111100000,111111100001
Polyscias,australiana,tree,15,NA,drupe,many bird species,5,10,5,9,5,7,Polyscias australiana,111110111111,111100111111
Polyscias,bellendenkerensis,tree,5,NA,drupe,NA,8,12,6,10,7,7,Polyscias bellendenkerensis,000011111111,011000000000
Polyscias,elegans,tree,30,0.75,drupe,many bird species,5,7,5,7,2,2,Polyscias elegans,011111100000,000011111110
Polyscias,macgilivrayi,shrub,5,NA,drupe,NA,5,6,6,7,NA,NA,Polyscias macgilivrayi,110001111111,111110000011
Polyscias,mollis,tree,8,NA,drupe,NA,4,5,5,6,5,5,Polyscias mollis,111110000001,011000000000
Polyscias,murrayi,tree,30,0.5,drupe,"Musky Rat-kangaroo, Herbert River Ringtail & many bird species",4,5,5,6,4,4,Polyscias murrayi,001110000000,000001111100
Polyscias,nodosa,tree,20,NA,drupe,NA,5,7,5,7,2,3,Polyscias nodosa,000000100000,000000000110
Polyscias,purpurea,shrub,5,NA,drupe,NA,3,4,4,6,3,3,Polyscias purpurea,111111100011,111100000001
Polyscias,sambucifolius,tree,11,0.2,cocci,NA,4,6,NA,NA,2,2,Polyscias sambucifolius,110000000001,111100000000
Polyscias,willmottii,tree,8,NA,drupe,NA,8,10,7,8,5,8,Polyscias willmottii,111100111111,111111110000
Schefflera,actinophylla,tree,24,NA,berry,"Musky Rat-kangaroo, Red-legged Pademelon, Spectacled Flying-fox & many bird species",6,8,20,25,5,6,Schefflera actinophylla,111110000111,111110000111
Schefflera,bractescens,shrub,4,NA,berry,NA,4,5,4,5,3,4,Schefflera bractescens,100000001111,100000001111
Schefflera,elliptica,vine,NA,NA,berry,"Metallic Starling, Yellow Oriole, Figbird & Black-faced Cuckoo-shrike",4,6,4,6,3,3,Schefflera elliptica,100000001111,110000000111
Agathis,atropurpurea,tree,50,NA,dry & winged,Sulphur-crested Cockatoo,35,60,35,60,10,10,Agathis atropurpurea,NA,100000000001
Agathis,microstachya,tree,50,NA,dry & winged,Sulphur-crested Cockatoo,75,120,60,100,30,35,Agathis microstachya,NA,100000000001
Agathis,robusta,tree,50,NA,dry & winged,Sulphur-crested Cockatoo,90,150,80,105,20,30,Agathis robusta,NA,110000000011
Araucaria,bidwillii,tree,NA,NA,dry & winged,NA,NA,NA,NA,NA,NA,NA,Araucaria bidwillii,NA,NA
Araucaria,bidwillii,tree,50,NA,dry & winged,NA,NA,300,150,200,NA,50,Araucaria bidwillii,NA,110000000001
Araucaria,cunninghamii,tree,50,1.8,dry & winged,Sulphur-crested Cockatoo & Red-tailed Black-Cockatoo,50,100,50,70,10,10,Araucaria cunninghamii,110000000011,000000000001
Archontophoenix,alexandrae,palm,30,NA,drupe,"Musky Rat-kangaroo, Spectacled Flying-fox, Bush Rat & many bird species",8,14,6,11,8,17,Archontophoenix alexandrae,111111111111,111111111111
Archontophoenix,cunninghamiana,palm,25,NA,drupe,many bird species,10,15,10,15,8,10,Archontophoenix cunninghamiana,011111000000,111110000001
Archontophoenix,cunninghamii,palm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Archontophoenix cunninghamii,NA,NA
Archontophoenix,maxima,palm,22,NA,drupe,NA,11,15,7,12,6,6,Archontophoenix maxima,000001110000,111000000001
Archontophoenix,myolensis,palm,20,NA,drupe,NA,14,21,10,12,13,20,Archontophoenix myolensis,000011100000,111000000001
Archontophoenix,purpurea,palm,25,NA,drupe,Cassowary,20,30,18,28,14,26,Archontophoenix purpurea,111100000011,111100000001
Archontophoenix,tuckeri,palm,20,NA,drupe,Cassowary,15,25,10,15,NA,NA,Archontophoenix tuckeri,110001111111,000000011110
Arenga,australasica,palm,20,NA,drupe,NA,15,20,15,20,12,17,Arenga australasica,000000000100,111110000001
Calamus,aruensis,climbing palm,NA,NA,drupe,many bird species,10,14,10,12,8,9,Calamus aruensis,000100000000,000000001100
Calamus,australis,climbing palm,NA,NA,drupe,"Cassowary, doves & pigeons",10,17,8,14,10,10,Calamus australis,011111000000,111100000011
Calamus,caryotoides,climbing palm,NA,NA,drupe,Cassowary & fruit-doves,8,13,8,13,10,10,Calamus caryotoides,111100000011,001111111111
Calamus,moti,climbing palm,NA,NA,drupe,"Cassowary, Musky Rat-kangaroo & Giant White-tailed Rat",8,14,8,13,7,12,Calamus moti,000000110000,000111110000
Calamus,radicalis,climbing palm,NA,NA,drupe,Cassowary,8,10,8,10,8,8,Calamus radicalis,000011000000,011100000000
Calamus,vitiensis,climbing palm,NA,NA,drupe,Cassowary,10,12,8,10,6,8,Calamus vitiensis,000000100000,000001111110
Calamus,warburgii,climbing palm,NA,NA,drupe,NA,8,12,8,12,10,10,Calamus warburgii,011100000000,000000000011
Caryota,albertii,palm,20,NA,drupe,Cassowary,17,30,20,33,15,18,Caryota albertii,000001111100,000011111111
Cocos,nucifera,palm,30,NA,drupe,NA,200,300,NA,NA,80,100,Cocos nucifera,111111111111,111111111111
Corypha,utan,palm,25,NA,drupe,Figbrid & pig,20,30,20,30,16,16,Corypha utan,000000011100,111111111111
Gulubia,costata,palm,35,NA,drupe,many bird species,8,10,5,5,8,10,Gulubia costata,000000000100,000000111100
Hydriastele,wendlandiana,palm,26,NA,drupe,"Metallic Starling, Cassowary & fruit-doves",5,8,5,8,4,7,Hydriastele wendlandiana,000000011110,110000011111
Laccospadix,australasica,palm,12,NA,drupe,NA,10,16,6,8,12,12,Laccospadix australasica,110000000000,110000000111
Licuala,ramsyi,palm,20,NA,drupe,Cassowary,9,11,8,10,8,8,Licuala ramsyi,011111111100,110000000011
Linospadix,apetiolata,palm,5,NA,drupe,NA,10,15,5,9,8,12,Linospadix apetiolata,111100001111,111000011111
Linospadix,microcarya,palm,4,NA,drupe,Cassowary,7,8,4,8,3,6,Linospadix microcarya,000000001100,111110011111
Linospadix,minor,palm,5,NA,drupe,Cassowary,8,18,4,7,10,16,Linospadix minor,000000111000,111111111111
Linospadix,monostachyus,palm,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linospadix monostachyus,NA,NA
Linospadix,palmeriana,palm,2.5,NA,drupe,NA,8,18,5,10,7,17,Linospadix palmeriana,111111100111,111111011111
Livistona,australis,palm,30,NA,drupe,Wompoo Fruit-Dove & Topknot Pigeon,10,22,10,22,11,16,Livistona australis,000000011100,011111100000
Livistona,benthamii,palm,20,NA,drupe,NA,9,13,9,11,8,11,Livistona benthamii,000011110000,110000001111
Livistona,concinna,palm,30,NA,drupe,NA,9,12,9,12,NA,NA,Livistona concinna,111000000001,000111111100
Livistona,decipiens,palm,10,NA,drupe,NA,13,15,13,15,10,10,Livistona decipiens,000000001000,011111111100
Livistona,drudei,palm,20,NA,drupe,NA,9,12,9,11,8,9,Livistona drudei,100000000001,000001110000
Livistona,fulva,palm,NA,NA,drupe?,NA,NA,NA,NA,NA,NA,NA,Livistona fulva,NA,NA
Livistona,muelleri,palm,18,NA,drupe,Pied Imperial-pigeon,10,12,8,10,8,9,Livistona muelleri,000001100000,000000001111
Normanbya,normanbyi,palm,30,NA,drupe,Cassowary & Sulphur-crested Cockatoo,30,50,NA,NA,NA,35,Normanbya normanbyi,000111111110,000000011110
Nypa,fruticans,palm,13,NA,nut,NA,100,150,50,100,50,50,Nypa fruticans,000000000011,111111111111
Oraniopsis,appendicultat,palm,25,NA,drupe,"Cassowary, Musky Rat-kangaroo, Spectacled Flying-fox, Giant White-tailed Rat & Fawn-footed Melomys",27,35,20,35,NA,22,Oraniopsis appendicultat,001111110000,111000000011
Ptychosperma,elegans,palm,15,NA,drupe,"Cassowary, Pied Imperial-Pigeon, Figbird, Lewin's Honeyeater, Eclectus Parrot, Silvereye & fruit-doves",12,20,8,13,15,15,Ptychosperma elegans,111111100000,000111111110
Ptychosperma,macarthurii,palm,9,NA,drupe,Eclectus Parrot & pigeons,15,20,NA,NA,14,14,Ptychosperma macarthurii,000001111111,011111111100
Wodyetia,bifurcata,palm,15,NA,drupe,Giant White-tailed Rat & pig,47,65,27,53,45,60,Wodyetia bifurcata,111110000000,111000000111
Aristolochia,acuminata,vine,NA,NA,capsule,NA,35,62,25,30,7,10,Aristolochia acuminata,111111000111,111111111111
Aristolochia,chalmersii,vine,NA,NA,capsule,NA,15,20,12,16,4,5,Aristolochia chalmersii,111000000000,001111111000
Aristolochia,elegans,vine,NA,NA,capsule,NA,50,60,NA,NA,5,7,Aristolochia elegans,111111000011,000000001111
Aristolochia,nauseifolia,vine,NA,NA,capsule,NA,15,20,10,20,8,8,Aristolochia nauseifolia,010000000000,001000000000
Aristolochia,pubera,vine,NA,NA,capsule,NA,20,28,13,15,8,10,Aristolochia pubera,111000001111,111111100000
Pararistolochia,australopithecurus,vine,NA,NA,berry,NA,50,80,25,35,8,9,Pararistolochia australopithecurus,000000001100,011111000000
Pararistolochia,deltantha,vine,NA,NA,berry,NA,55,60,25,33,5,7,Pararistolochia deltantha,111110000111,111111111111
Pararistolochia,linearifolia,vine,NA,NA,berry,NA,16,25,10,14,5,5,Pararistolochia linearifolia,111000000001,000000111100
Pararistolochia,peninularis,vine,NA,NA,berry,NA,35,55,24,30,6,8,Pararistolochia peninularis,100000000001,000111100000
Pararistolochia,praevenosa,vine,NA,NA,berry,NA,20,40,NA,NA,3,4,Pararistolochia praevenosa,000000000111,011100000000
Pararistolochia,sparusifolia,vine,NA,NA,berry,NA,43,55,23,26,7,8,Pararistolochia sparusifolia,100000000011,000000000110
Asparagus,plumosus,vine,NA,NA,berry,Silvereye,4,5,4,4,3,3,Asparagus plumosus,000010000000,000111111000
Asparagus,racemosus,climber,NA,NA,berry,NA,4,6,5,10,3,5,Asparagus racemosus,111111111111,001111100000
Adenostemma,lavenia,herb,1,NA,nut,NA,2,4,1,1,NA,NA,Adenostemma lavenia,111110000000,NA
Adenostemma,macrophyllum,herb,1,NA,nut,NA,3,4,1,1,3,3,Adenostemma macrophyllum,000111100000,000011100000
Ageratum,conyzoides,herb,1,NA,nut,NA,1,2,NA,NA,NA,NA,Ageratum conyzoides,111111111100,111111111100
Bidens,bipinnata,herb,1.6,NA,nut,NA,8,26,NA,NA,NA,NA,Bidens bipinnata,100000000001,011100000000
Bidens,pilosa,herb,1,NA,nut,Crimson Rosella & Silvereye,6,12,NA,NA,NA,NA,Bidens pilosa,111111111110,111111111110
Blainvillea,dubia,herb,1.5,NA,nut,NA,4,5,NA,NA,NA,NA,Blainvillea dubia,001111000000,000011100000
Blumea,milnei,herb,1.5,NA,nut,NA,1,2,NA,NA,NA,NA,Blumea milnei,000000011110,000000011110
Blumea,riparia,vine,NA,NA,nut,NA,1,1,NA,NA,NA,NA,Blumea riparia,000001110000,000001110000
Cassinia,compacta,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassinia compacta,NA,NA
Cassinia,leptocephala,shrub,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassinia leptocephala,NA,NA
Cassinia,subtropica,shrub,3,NA,nut,NA,0.6,0.6,NA,NA,NA,NA,Cassinia subtropica,000111111000,000001111000
Cassinia,trinerva,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassinia trinerva,NA,NA
Chromolaena,odorata,shrub,4,NA,nut,NA,4,4,NA,NA,NA,NA,Chromolaena odorata,000111111000,000000100000
Conyza,canadnsis,herb/shrub,2,NA,nut,NA,1,1,NA,NA,NA,NA,Conyza canadnsis,000000011111,110000011111
Conyza,leucantha,herb/shrub,3,NA,nut,NA,1,1,NA,NA,NA,NA,Conyza leucantha,111111111111,100001111111
Conyza,sumatrensis,herb/shrub,2,NA,nut,Crimson Rosella,1,2,NA,NA,NA,NA,Conyza sumatrensis,111110011111,110000001111
Cosmos,caudatus,herb,1.5,NA,nut,NA,16,21,NA,NA,NA,NA,Cosmos caudatus,111111100011,111111110011
Crassocephalum,crepidioides,herb,1,NA,nut,Crimson Rosella,2,2,NA,NA,NA,NA,Crassocephalum crepidioides,011100000000,000000000010
Cyanthillium,cinereum,herb,1.2,NA,nut,NA,1,2,NA,NA,NA,NA,Cyanthillium cinereum,111111000011,111111000011
Dichrocephala,integrifolia,herb,1.5,NA,nut,NA,1,1,NA,NA,NA,NA,Dichrocephala integrifolia,111110000111,100000000011
Eclipta,prostrata,herb,1,NA,nut,NA,3,3,NA,NA,NA,NA,Eclipta prostrata,011111111100,011111111100
Elephantopus,mollis,herb,1.5,NA,nut,NA,5,5,NA,NA,NA,NA,Elephantopus mollis,110000000011,011111100000
Elephantopus,scaber,herb,0.3,NA,nut,NA,4,4,NA,NA,NA,NA,Elephantopus scaber,111111100000,000011100000
Eleutheranthera,ruderalis,herb,0.7,NA,nut,NA,3,3,NA,NA,NA,NA,Eleutheranthera ruderalis,001111111111,001111111111
Erechtites,valerianifolia,herb/shrub,2,NA,nut,NA,2,4,NA,NA,NA,NA,Erechtites valerianifolia,100011111111,100011111111
Eupatorium,riparium,herb,1,NA,nut,NA,1,2,NA,NA,NA,NA,Eupatorium riparium,000000011100,000000001100
Gynura,drymophila,herb,0.5,NA,nut,NA,4,6,NA,NA,NA,NA,Gynura drymophila,111111101111,111111101111
Helichrysum,rupicola,herb,2,NA,nut,NA,2,2,NA,NA,NA,NA,Helichrysum rupicola,111111111111,111111111111
Melanthera,biflora,herb,2,NA,nut,NA,2,4,NA,NA,NA,NA,Melanthera biflora,111111111111,111111111111
Mikania,micrantha,vine,NA,NA,nut,NA,2,2,NA,NA,NA,NA,Mikania micrantha,000001100000,000001100000
Montanoa,hibiscifolia,shrub,6,NA,nut,King Parrot,10,10,NA,NA,3,3,Montanoa hibiscifolia,000011100000,000001110000
Olearia,canescens,herb/shrub,2,NA,nut,NA,1.5,1.5,NA,NA,NA,NA,Olearia canescens,011111111110,011111111000
Olearia,elliptica,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olearia elliptica,NA,NA
Olearia,heterocarpa,shrub,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olearia heterocarpa,NA,NA
Ozothamnus,cassinioides,shrub,3,NA,nut,NA,0.5,0.5,NA,NA,NA,NA,Ozothamnus cassinioides,011111111000,000000011110
Pluchea,indica,herb,1,NA,nut,NA,1,1,NA,NA,NA,NA,Pluchea indica,111110011111,000000110000
Pseudelephantopus,spicatus,herb,1,NA,nut,NA,5,6,NA,NA,NA,NA,Pseudelephantopus spicatus,110000000000,000001111100
Senecio,bipinnatisectus,shrub,3,NA,nut,NA,2,2,NA,NA,NA,NA,Senecio bipinnatisectus,110000000000,110000000000
Sigesbeckia,orientalis,herb,1,NA,nut,NA,2,5,NA,NA,NA,NA,Sigesbeckia orientalis,111111111111,111111111111
Sphagneticola,trilobata,herb,NA,NA,nut,NA,4,5,NA,NA,NA,NA,Sphagneticola trilobata,011111111100,011100000000
Synedrella,nodiflora,herb,2,NA,nut,NA,4,4,NA,NA,NA,NA,Synedrella nodiflora,111111111111,111111111111
Tagetes,minuta,herb,2,NA,nut,NA,5,8,NA,NA,NA,NA,Tagetes minuta,000001000000,000000100000
Tithonia,diversifolia,shrub,5,NA,nut,NA,5,10,NA,NA,NA,NA,Tithonia diversifolia,000111111100,000001111000
Tridax,procumbens,herb,0.3,NA,nut,NA,2,3,NA,NA,NA,NA,Tridax procumbens,111111111111,111111111111
Bedfordia,arborescens,tree,12,0.45,nut or achene,NA,2,4,NA,NA,NA,NA,Bedfordia arborescens,100000000011,110000000001
Chrysanthemoides,monilifera rotundata,shrub,2,NA,drupe,NA,NA,NA,NA,NA,NA,NA,Chrysanthemoides monilifera rotundata,NA,NA
Helichrysum,diosmifolium,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helichrysum diosmifolium,NA,NA
Helichrysum,rufescens,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helichrysum rufescens,NA,NA
Olearia,argophylla,tree,15,0.4,cypsella,NA,1.5,1.5,NA,NA,NA,NA,Olearia argophylla,000000000110,000000000001
Daphnandra,(Black-leaved Socketwood),tree,NA,NA,NA,NA,7,20,NA,NA,NA,NA,Daphnandra (Black-leaved Socketwood),NA,NA
Daphnandra,(Common Socketwood),tree,NA,NA,NA,NA,9,12,NA,NA,NA,NA,Daphnandra (Common Socketwood),NA,NA
Daphnandra,(Illawarra Socketwood),tree,NA,NA,NA,NA,6,6,6,6,NA,NA,Daphnandra (Illawarra Socketwood),NA,NA
Daphnandra,micrantha,tree,30,0.75,NA,NA,12,25,NA,NA,NA,NA,Daphnandra micrantha,000000001100,110000000001
Daphnandra,repandula,tree,30,NA,achene,NA,15,35,NA,NA,NA,NA,Daphnandra repandula,111111111001,111111000111
Daphnandra,tenuipes,tree,20,0.45,NA,NA,8,8,8,8,NA,NA,Daphnandra tenuipes,001111000000,100000000011
Doryphora,aromatica,tree,40,NA,achene,NA,15,23,NA,NA,NA,NA,Doryphora aromatica,011111000000,111110000111
Doryphora,sassafras,tree,50,1.2,NA,NA,6,20,NA,NA,NA,NA,Doryphora sassafras,000011111100,011111110000
Dryadodaphne,(Mt Lewis),tree,45,NA,achene,NA,11,28,4,7,NA,NA,Dryadodaphne (Mt Lewis),111111000001,000111111000
Austrobaileya,scandens,vine,NA,NA,berry,"Cassowary, Musky Rat-kangaroo & Giant White-tailed Rat",38,70,35,50,15,23,Austrobaileya scandens,000000001100,111111111111
Avicennia,marina,tree,16,NA,capsule,NA,20,30,11,17,18,28,Avicennia marina,111000000111,111000000000
Balanops,australiana,tree,35,NA,drupe,"Topknot Pigeon, Spotted Catbird, Golden Bowerbird & fruit-doves",15,20,8,12,13,13,Balanops australiana,100000000001,111110011111
Balanophora,fungosa,herb,0.1,NA,nut,NA,NA,NA,NA,NA,NA,NA,Balanophora fungosa,000001111110,000000111000
Impatiens,walleriana,herb,1,NA,follicle,NA,15,27,9,12,3,3,Impatiens walleriana,111111111111,111111111111
Anredera,cordifolia,vine,NA,NA,nut,NA,1,1,1,1,NA,NA,Anredera cordifolia,111100000011,NA
Deplanchea,tetraphylla,tree,20,NA,capsule,NA,80,110,26,26,14,14,Deplanchea tetraphylla,000000111110,000000000011
Dolichandrone,spathacea,tree,20,NA,capsule,NA,390,490,18,25,15,18,Dolichandrone spathacea,000011111110,000111111110
Macfadyena,unguis-cati,vine,NA,NA,capsule,NA,150,470,8,20,20,40,Macfadyena unguis-cati,000000001000,111111000000
Neosepicaea,jucunda,vine,NA,NA,capsule,NA,80,120,25,35,25,40,Neosepicaea jucunda,000011111110,111110000000
Neosepicaea,viticoides,vine,NA,NA,capsule,NA,80,120,25,30,30,35,Neosepicaea viticoides,000000011110,000000000100
Pandorea,jasminoides,vine,NA,NA,capsule,NA,60,100,15,25,15,25,Pandorea jasminoides,010000000000,111100000111
Pandorea,nervosa,vine,NA,NA,capsule,NA,100,125,20,25,18,18,Pandorea nervosa,000000111100,100000000000
Pandorea,pandorana,vine,NA,NA,capsule,NA,40,120,10,25,15,24,Pandorea pandorana,111111111111,111000001111
Parmentiera,auleata,vine,8,NA,berry,NA,80,180,20,45,3,3,Parmentiera auleata,000111111111,000000000011
Spathodea,campanulata,vine,10,NA,capsule,Sulphur-crested Cockatoo,150,250,35,50,10,20,Spathodea campanulata,000011111111,NA
Tecomanthe,(Roaring Meg),vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecomanthe (Roaring Meg),000000011000,NA
Cochlospermum,gillivraei,tree,10,NA,capsule,NA,60,95,35,60,5,5,Cochlospermum gillivraei,000001111100,110000000111
Bombax,ceiba,tree,25,NA,capsule,NA,80,120,20,45,5,5,Bombax ceiba,000000011100,000000001111
Camptostemon,schultzii,tree,22,NA,capsule,NA,10,15,5,7,9,9,Camptostemon schultzii,111111111111,111110000111
Argusia,argentea,shrub,5,NA,drupe,NA,6,6,6,7,2,2,Argusia argentea,110000011111,110000011111
Carmona,retusa,shrub,4,NA,drupe,NA,5,5,NA,NA,NA,NA,Carmona retusa,010000000000,011111000000
Cordia,aspera,tree,10,NA,drupe,NA,10,12,10,12,NA,NA,Cordia aspera,000000010000,000001000000
Cordia,dichotoma,tree,20,NA,drupe,NA,10,23,5,15,NA,NA,Cordia dichotoma,000000001100,100000001111
