genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names,Serotinous,regen_strategy
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus glaucescens,Tingiringi gum,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus saxatilis,Suggan Buggan mallee,Lignotuber resprouter,yes,no,yes,"Vic,NSW",O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus rubida subsp. canobolensis,silver-leaf candlebark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,E. canobolensis,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus rubida subsp. rubida,candlebark,combination resprouter,yes,yes,yes,"NSW,Vic,Tas",O,C,G(3)m,E. rubida subsp. septemflora,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus rubida subsp. barbigerorum,blackbutt candlebark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. Howmans Gap (Walsh 5293),mountain white gum,combination resprouter,yes,yes,yes,Vic,O,C,G(2),E. dalrympleana subsp. alpine in Nicolle 2006,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. heptantha,mountain white gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,- (2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. dalrympleana,mountain white gum,combination resprouter,yes,yes,yes,"Vic,NSW,SA",O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. Tasmania (Nicolle 4923),mountain white gum,combination resprouter,yes,yes,yes,Tas,O,C,G(1),E. dalrympleana subsp. Tasmania in Nicolle 2006,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus chapmaniana,Bogong gum,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus lactea,brittle gum,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,"E. mannifera subsp. praecox, E. praecox",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,?Eucalyptus elliptica,Bendemeer white gum,combination resprouter,yes,yes,yes,NSW,O,C,G(3)m,"Dubious species (possibly = E. lactea), E. mannifera subsp. elliptica",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus cinerea subsp. cinerea,Argyle apple,combination resprouter,yes,yes,yes,NSW,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus cinerea subsp. triplex,Argyle apple,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(1)m,"E. triplex, E. cinerea subsp. victoriensis",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus alligatrix subsp. alligatrix,Eildon stringybark,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,E. alligatrix subsp. limaensis,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus alligatrix subsp. miscella,Coomber stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus conspicua,Gippsland swamp box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m,"E. conspicua subsp. dispar, E. conspicua subsp. dispara",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Circulares,Eucalyptus cephalocarpa,mealy stringybark,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus parvula,small-leaved gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus kartzoffiana,Araluen gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus badjensis,Big Badja gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus smithii,blackbutt peppermint,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus wilcoxii,Deua gum,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus baeuerlenii,Baeuerlens gum,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus imlayensis,Mount Imlay mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,- (1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus elaeophloia,Nunniong gum,Lignotuber resprouter,yes,no,yes,Vic,O,C,G(2),E. sp. (Brumby Point),NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus kitsoniana,"Gippsland mallee, bog gum",Lignotuber resprouter,yes,no,yes,Vic,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis ?subsp. Hentyensis,NA,combination resprouter,yes,yes,yes,Tas,O,C,G(3)m,Dubious subspecies (possibly subsp. viminalis),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis subsp. Viminalis,"manna gum, ribbon gum, white gum",combination resprouter,yes,yes,yes,"Vic,Tas,NSW,SA",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis subsp. pryoriana,Gippsland manna gum,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,E. pryoriana,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis subsp. cygnetensis,rough-barked manna gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m,?E. huberiana,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis ?subsp. Siliceana,NA,combination resprouter,yes,yes,yes,Vic,O,C,G(1),Dubious subspecies (possibly subsp. cygnetensis),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus nobilis,giant white gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus splendens,Mount Richmond apple-jack,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus arcana,mallee manna gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m,"E. splendens subsp. arcana, E. sp. Carpenter Rocks in Nicolle 1997",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus aromaphloia,Creswick apple-box,combination resprouter,yes,yes,yes,Vic,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus sabulosa,western scent-bark,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,E. aromaphloia subsp. sabulosa,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus corticosa,eastern scent-bark,combination resprouter,yes,yes,yes,"Vic, NSW",O,C,G(4)m,"E. conferta, E. ignorabilis",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus fulgens,Dandenong scent-bark,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus acaciiformis,wattle-leaved peppermint,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus nicholii,"willow peppermint, narrow-leaved black peppermint",combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus nova-anglica,New England peppermint,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus mannifera subsp. Alpine Victoria (Nicolle 2066),"brittle gum, red-spotted gum",combination resprouter,yes,yes,yes,"Vic,NSW?",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus mannifera subsp. gullickii,"brittle gum, red-spotted gum",combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,E. gullickii,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus mannifera subsp. mannifera,"brittle gum, red-spotted gum",combination resprouter,yes,yes,yes,NSW,O,C,G(1),E. mannifera subsp. maculosa,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus scoparia,"Wallangarra white gum, willow gum",combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus benthamii,Camden white gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus dorrigoensis,Dorrigo white gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1),E. benthamii var. dorrigoensis,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,NA,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus macarthurii,Camden woollybutt,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Idiogenes,NA,NA,NA,NA,Eucalyptus cloeziana subsp. cloeziana,Queensland messmate,combination resprouter,yes,yes,yes,Qld,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Idiogenes,NA,NA,NA,NA,Eucalyptus cloeziana subsp. stannariensis,messmate,combination resprouter,yes,yes,yes,Qld,O,C,-,E. stannariensis,NA,epicormic lignotuber
Eucalyptus,subg. Idiogenes,NA,NA,NA,NA,Eucalyptus sp. Gympie subsp. Gympie,Gympie messmate,combination resprouter,yes,yes,yes,Qld,O,C,-,NA,NA,epicormic lignotuber
Eucalyptus,subg. Idiogenes,NA,NA,NA,NA,Eucalyptus sp. Gympie subsp. Inland South Queensland,messmate,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Primitiva ms,NA,NA,NA,Eucalyptus rubiginosa,false mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus helidonica,Helidon mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus acmenoides,white mahogany,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(3)m,"E. contracta, E. uvida",NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus portuensis,Whitsunday mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus mediocris,inland white mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(2),"E. irritans, E. sp. MM in Brooker & Kleinig 1994",NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus apothalassica,inland white mahogany,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus psammitica,bastard white mahogany,combination resprouter,yes,yes,yes,"NSW,Qld?",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus carnea,broad-leaved white mahogany,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,E. umbra subsp. carnea,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus umbra,broad-leaved white mahogany,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. White-mahoganies (white mahoganies),NA,Eucalyptus latisinensis,broad-leaved white mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pseudostringybarks,NA,Eucalyptus pyrocarpa,large-fruited blackbutt,Regenerative strategy uncertain or variable,NA,NA,NA,NSW,O,C,G(1),E. pilularis var. pyriformis,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pseudostringybarks,NA,Eucalyptus pilularis,blackbutt,Regenerative strategy uncertain or variable,NA,NA,NA,"NSW,Qld",O,C,G(1)m,NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Regnantes,NA,Eucalyptus fastigata,brown barrel,Regenerative strategy uncertain or variable,NA,NA,NA,"NSW,Vic",O,C,G(1),NA,NA,NA
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Regnantes,NA,Eucalyptus regnans,"mountain ash, swamp gum",Obligate seeder,no,no,no,"Tas,Vic",O,C,G(3),NA,NA,fire_killed
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Eucalyptus,NA,Eucalyptus obliqua,messmate stringybark,combination resprouter,yes,yes,yes,"NSW,Vic,Tas,SA,Qld",O,C,G(2)m,E. obliqua var. megacarpa,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus muelleriana,yellow stringybark,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus laevopinea,silvertop stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus mackintii,Orbost stringybark,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus macrorhyncha subsp. cannonii,Capertee stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,E. cannonii,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus macrorhyncha subsp. macrorhyncha,red stringybark,combination resprouter,yes,yes,yes,"NSW,Vic,SA",O,C,G(2)m,E. stannicola,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,?Eucalyptus prominula,Bucketty stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,Dubious species (possibly = E. youmanii),NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus youmanii,Youmans stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,E. subtilior,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus williamsiana,large-leaved stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus cameronii,Diehard stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2),E. mensalis,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus mckieana,McKies stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus tenella,narrow-leaved stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus ligustrina,privet-leaved stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus sparsifolia,narrow-leaved stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(4)m,E. ralla,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus globoidea,white stringybark,combination resprouter,yes,yes,yes,"NSW,Vic?",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,?Eucalyptus yangoura,white stringybark,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(1)m,Dubious species (possibly = E. globoidea),NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,?Eucalyptus oblonga,twisted stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,Dubious species (possibly = E. globoidea),NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus imitans,Illawarra stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus conglomerata,swamp stringybark,combination resprouter,yes,yes,yes,Qld,O,C,- (1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus tindaliae,Queensland white stringybark,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(3)m,"E. phaeotricha, E. sp. Glasshouse Mountains (Bean 782), E. curta ms",NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,?Eucalyptus reducta,northern stringybark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,Dubious species (possibly = E. tindaliae),NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus caliginosa,broad-leaved stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,?Eucalyptus erosa,Carnarvon stringybark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,"Dubious species (possibly = E. eugenioides), E. sp. Mt Moffatt HS (Blaxell 1883 & Johnson)",NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus eugenioides,thin-leaved stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,E. nigra,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus expressa,prickly-fruited stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus blaxlandii,Blaxlands stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(4),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus subcaerulea,Cooraldooral stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus agglomerata,blue-leaved stringybark,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus capitellata,brown stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus bensonii,Bensons stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus camfieldii,heart-leaved stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus aurifordina,goldfields stringybark,combination resprouter,yes,yes,yes,Vic,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus arenacea,desert stringybark,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus baxteri,brown stringybark,combination resprouter,yes,yes,yes,"Vic,SA,NSW",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus victoriana,Victoria Range stringybark,combination resprouter,yes,yes,yes,Vic,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus serraensis,Serra Range stringybark,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus verrucata,Grampians gum,combination resprouter,yes,yes,yes,Vic,O,C,G(3)m,E. verrucosa,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus x alpina,Grampians gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1),E. baxteri - E. serraensis intergrade,NA,epicormic lignotuber
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,NA,ser. Pachyphloiae (stringybarks),NA,Eucalyptus x conjuncta,Murrurundi stringybark,combination resprouter,yes,yes,yes,NSW,-,-,-,E. eugenioides x E. sparsifolia hybrid,NA,epicormic lignotuber
