genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Bridgesianae (apple boxes),,Eucalyptus dunnii ,Dunns white gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Bridgesianae (apple boxes),,Eucalyptus angophoroides ,apple-topped box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Bridgesianae (apple boxes),,Eucalyptus bridgesiana ,apple box,combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(3)m ,E. saxicola 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Bridgesianae (apple boxes),,Eucalyptus malacoxylon ,Moonbi apple box,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus nortonii ,long-leaved box,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus goniocalyx subsp. viridissima ,Mount Arapiles box,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,E. sp. Mt Arapiles in Nicolle 2006
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus goniocalyx subsp. Goniocalyx,"long-leaved box, bundy",combination resprouter,yes,yes,yes,"Vic,NSW,SA",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus goniocalyx subsp. exposa ,South Australian mountain box,combination resprouter,yes,yes,yes,SA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus banksii ,Tenterfield woollybutt,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus sp. Warrumbungles ,Warrumbungles box,combination resprouter,yes,yes,yes,NSW,O,C,-,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus volcanica ,Hillgrove box,combination resprouter,yes,yes,yes,NSW,O,C,G(3)m ,E. retinens
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus litoralis ,Anglesea box,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m ,E. sp. (Anglesea)
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus alaticaulis ,Grampians gum,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,E. pyrenea 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,Eucalyptus cypellocarpa ,mountain grey gum,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m ,"E. quinniorum, E. oresbia"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,[Eucalyptus x carolaniae],Mount Martha bundy,combination resprouter,yes,yes,yes,Vic,O,C,G(1) ,E. cypellocarpa - E. goniocalyx subsp. goniocalyx intergrade
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,[Eucalyptus x goniocalyx subsp. fallax],,combination resprouter,yes,yes,yes,Vic,O,C,G(1) ,E. cypellocarpa - E. goniocalyx subsp. goniocalyx intergrade
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Clivosae,[Eucalyptus x goniocalyx subsp. laxa],,combination resprouter,yes,yes,yes,Vic,O,C,G(1) ,E. cypellocarpa - E. goniocalyx subsp. goniocalyx intergrade
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Euglobulares ,Eucalyptus globulus ,Tasmanian blue gum,combination resprouter,yes,yes,yes,"Tas,Vic",O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Euglobulares ,Eucalyptus bicostata ,southern blue gum,combination resprouter,yes,yes,yes,"Vic,NSW,SA",O,C,G(2)m ,E. globulus subsp. bicostata 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Euglobulares ,Eucalyptus pseudoglobulus ,Gippsland blue gum,combination resprouter,yes,yes,yes,"Vic,NSW,Tas?",O,C,G(1)m ,"E. globulus subsp. pseudoglobulus, E. stjohnii"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Globulares ,subser. Euglobulares ,Eucalyptus maidenii ,Maidens gum,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(1)m ,E. globulus subsp. maidenii 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus camphora subsp. humeana ,mountain swamp gum,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus camphora subsp. camphora ,mountain swamp gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(5)m ,"E. aquatica, E. camphora subsp. relicta"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus yarraensis ,Yarra gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus ovata subsp. ovata ,swamp gum,combination resprouter,yes,yes,yes,"Vic,Tas,NSW,SA",O,C,G(4)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus ovata subsp. grandiflora ,large-flowered swamp gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(5)m ,E. ovata var. grandiflora 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus strzeleckii ,wax-tip,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus brookeriana ,Brookers gum,combination resprouter,yes,yes,yes,"Tas,Vic",O,C,G(4)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus cadens ,tumble-down swamp gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus aggregata ,black gum,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus rodwayi ,swamp peppermint,combination resprouter,yes,yes,yes,Tas,O,C,G(2),
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,Eucalyptus barberi ,Barbers gum,Lignotuber resprouter,yes,no,yes,Tas,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Foveolatae (swamp gums),,[Eucalyptus x bunyip],,combination resprouter,yes,yes,yes,Vic,O,C,G(1) ,E. camphora subsp. humeana - E. strzeleckii intergrade
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Crenulatae ,,Eucalyptus crenulata ,Victorian silver gum,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus archeri ,alpine cider gum,combination resprouter,yes,yes,yes,Tas,O,C,G(2),
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus gunnii subsp. divaricata ,Miena cider gum,combination resprouter,yes,yes,yes,Tas,O,C,- (1),E. divaricata 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus gunnii subsp. gunnii ,cider gum,combination resprouter,yes,yes,yes,Tas,O,C,G(2),
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus urnigera ,urn-fruited gum,combination resprouter,yes,yes,yes,Tas,O,C,G(2),
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus morrisbyi ,Morrisbys gum,combination resprouter,yes,yes,yes,Tas,O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus cordata subsp. quadrangulosa ,heart-leaved silver gum,combination resprouter,yes,yes,yes,Tas,O,C,G(1),E. cordata subsp. western in Nicolle 2006
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Tasmaniae (alpine white gums),,Eucalyptus cordata subsp. cordata ,heart-leaved silver gum,combination resprouter,yes,yes,yes,Tas,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Semiunicolores (Tasmanian yellow gums),,Eucalyptus vernicosa ,varnished mallee,Regenerative strategy uncertain or variable,,,,Tas,O,C,G(4) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Semiunicolores (Tasmanian yellow gums),,Eucalyptus subcrenulata ,alpine yellow gum,Regenerative strategy uncertain or variable,,,,Tas,O,C,G(4),
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Semiunicolores (Tasmanian yellow gums),,Eucalyptus johnstonii ,Tasmanian yellow gum,Regenerative strategy uncertain or variable,,,,Tas,O,C,G(2),
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Recurvae,,Eucalyptus recurva ,Mongarlowe mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Sturgissianae ,,Eucalyptus sturgissiana ,Ettrema mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus perriniana subsp. perriniana ,spinning gum,Lignotuber resprouter,yes,no,yes,Tas,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus perriniana subsp. Mainland (Nicolle 585),spinning gum,combination resprouter,yes,yes,yes,"Vic, NSW",O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus pulverulenta ,silver-leaved mountain gum,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus glaucescens ,Tingiringi gum,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus saxatilis ,Suggan Buggan mallee,Lignotuber resprouter,yes,no,yes,"Vic,NSW",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus rubida subsp. canobolensis ,silver-leaf candlebark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,E. canobolensis 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus rubida subsp. rubida ,candlebark,combination resprouter,yes,yes,yes,"NSW,Vic,Tas",O,C,G(3)m,E. rubida subsp. septemflora 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus rubida subsp. barbigerorum ,blackbutt candlebark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. Howmans Gap (Walsh 5293),mountain white gum,combination resprouter,yes,yes,yes,Vic,O,C,G(2) ,E. dalrympleana subsp. alpine in Nicolle 2006
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. heptantha ,mountain white gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,- (2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. dalrympleana ,mountain white gum,combination resprouter,yes,yes,yes,"Vic,NSW,SA",O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus dalrympleana subsp. Tasmania (Nicolle 4923),mountain white gum,combination resprouter,yes,yes,yes,Tas,O,C,G(1),E. dalrympleana subsp. Tasmania in Nicolle 2006
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus chapmaniana ,Bogong gum,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus lactea ,brittle gum,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,"E. mannifera subsp. praecox, E. praecox"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,?Eucalyptus elliptica ,Bendemeer white gum,combination resprouter,yes,yes,yes,NSW,O,C,G(3)m ,"Dubious species (possibly = E. lactea), E. mannifera subsp. elliptica "
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus cinerea subsp. cinerea ,Argyle apple,combination resprouter,yes,yes,yes,NSW,O,C,G(2)  ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus cinerea subsp. triplex ,Argyle apple,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(1)m ,"E. triplex, E. cinerea subsp. victoriensis"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus alligatrix subsp. alligatrix ,Eildon stringybark,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,E. alligatrix subsp. limaensis 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus alligatrix subsp. miscella ,Coomber stringybark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus conspicua ,Gippsland swamp box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m ,"E. conspicua subsp. dispar, E. conspicua subsp. dispara"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Circulares,Eucalyptus cephalocarpa ,mealy stringybark,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus parvula ,small-leaved gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus kartzoffiana ,Araluen gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus badjensis ,Big Badja gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus smithii ,blackbutt peppermint,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus wilcoxii ,Deua gum ,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus baeuerlenii ,Baeuerlens gum,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus imlayensis ,Mount Imlay mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,- (1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus elaeophloia ,Nunniong gum,Lignotuber resprouter,yes,no,yes,Vic,O,C,G(2) ,E. sp. (Brumby Point)
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus kitsoniana,"Gippsland mallee, bog gum",Lignotuber resprouter,yes,no,yes,Vic,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis ?subsp. Hentyensis,,combination resprouter,yes,yes,yes,Tas,O,C,G(3)m ,Dubious subspecies (possibly subsp. viminalis)
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis subsp. Viminalis,"manna gum, ribbon gum, white gum",combination resprouter,yes,yes,yes,"Vic,Tas,NSW,SA",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis subsp. pryoriana ,Gippsland manna gum,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,E. pryoriana 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis subsp. cygnetensis ,rough-barked manna gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m ,?E. huberiana 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus viminalis ?subsp. Siliceana,,combination resprouter,yes,yes,yes,Vic,O,C,G(1) ,Dubious subspecies (possibly subsp. cygnetensis)
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae,Eucalyptus nobilis ,giant white gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus splendens ,Mount Richmond apple-jack,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus arcana ,mallee manna gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m ,"E. splendens subsp. arcana, E. sp. Carpenter Rocks in Nicolle 1997"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus aromaphloia ,Creswick apple-box,combination resprouter,yes,yes,yes,Vic,O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus sabulosa ,western scent-bark,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m ,E. aromaphloia subsp. sabulosa 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus corticosa ,eastern scent-bark,combination resprouter,yes,yes,yes,"Vic, NSW",O,C,G(4)m,"E. conferta, E. ignorabilis"
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus fulgens ,Dandenong scent-bark,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus acaciiformis ,wattle-leaved peppermint,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus nicholii,"willow peppermint, narrow-leaved black peppermint",combination resprouter,yes,yes,yes,NSW,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus nova-anglica ,New England peppermint,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus mannifera subsp. Alpine Victoria (Nicolle 2066),"brittle gum, red-spotted gum",combination resprouter,yes,yes,yes,"Vic,NSW?",O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus mannifera subsp. gullickii ,"brittle gum, red-spotted gum",combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,E. gullickii 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus mannifera subsp. mannifera ,"brittle gum, red-spotted gum",combination resprouter,yes,yes,yes,NSW,O,C,G(1) ,E. mannifera subsp. maculosa 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus scoparia,"Wallangarra white gum, willow gum",combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus benthamii ,Camden white gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus dorrigoensis ,Dorrigo white gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1) ,E. benthamii var. dorrigoensis 
Eucalyptus,subg. Symphyomyrtus,sect. Maidenaria,,ser. Viminales (white gums),subser. Lanceolatae ,Eucalyptus macarthurii ,Camden woollybutt,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,
Eucalyptus,subg. Idiogenes ,,,,,Eucalyptus cloeziana subsp. cloeziana ,Queensland messmate,combination resprouter,yes,yes,yes,Qld,O,C,G(1),
Eucalyptus,subg. Idiogenes ,,,,,Eucalyptus cloeziana subsp. stannariensis ,messmate,combination resprouter,yes,yes,yes,Qld,O,C,- ,E. stannariensis
Eucalyptus,subg. Idiogenes ,,,,,Eucalyptus sp. Gympie subsp. Gympie ,Gympie messmate,combination resprouter,yes,yes,yes,Qld,O,C,-,
Eucalyptus,subg. Idiogenes ,,,,,Eucalyptus sp. Gympie subsp. Inland South Queensland ,messmate,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,
Eucalyptus,subg. Eucalyptus,sect. Primitiva ms,,,,Eucalyptus rubiginosa ,false mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(1) ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus helidonica ,Helidon mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(2) ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus acmenoides ,white mahogany,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(3)m ,"E. contracta, E. uvida"
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus portuensis ,Whitsunday mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(1) , 
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus mediocris ,inland white mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(2),"E. irritans, E. sp. MM in Brooker & Kleinig 1994"
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus apothalassica ,inland white mahogany,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(1)m ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus psammitica ,bastard white mahogany,combination resprouter,yes,yes,yes,"NSW,Qld?",O,C,G(1)m ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus carnea ,broad-leaved white mahogany,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m ,E. umbra subsp. carnea 
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus umbra ,broad-leaved white mahogany,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. White-mahoganies (white mahoganies),,Eucalyptus latisinensis ,broad-leaved white mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(1) ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Pseudostringybarks,,Eucalyptus pyrocarpa ,large-fruited blackbutt,Regenerative strategy uncertain or variable,,,,NSW,O,C,G(1),E. pilularis var. pyriformis 
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Pseudostringybarks,,Eucalyptus pilularis ,blackbutt,Regenerative strategy uncertain or variable,,,,"NSW,Qld",O,C,G(1)m,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Regnantes ,,Eucalyptus fastigata ,brown barrel,Regenerative strategy uncertain or variable,,,,"NSW,Vic",O,C,G(1) ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Regnantes ,,Eucalyptus regnans,"mountain ash, swamp gum",Obligate seeder ,no,no,no,"Tas,Vic",O,C,G(3) ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Eucalyptus ,,Eucalyptus obliqua ,messmate stringybark,combination resprouter,yes,yes,yes,"NSW,Vic,Tas,SA,Qld",O,C,G(2)m,E. obliqua var. megacarpa
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Pachyphloiae (stringybarks),,Eucalyptus muelleriana ,yellow stringybark,combination resprouter,yes,yes,yes,"NSW,Vic",O,C,G(1)m ,
Eucalyptus,subg. Eucalyptus,sect. Eucalyptus,,ser. Pachyphloiae (stringybarks),,Eucalyptus laevopinea ,silvertop stringybark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
