Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name,location_name2,location_name3
vcsb-JAJ1744,321,Caladenia grampiana,Victorian Conservation Seed Bank,Serra Road quarry. GDA 630377 5865754,-37.3456,142.4719,NA,2000,NA,NA,NA,NA,NA,NA,6/26/2007,Victorian Conservation Seedbank,"Pritchard, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3456_lat_and_142.4719_long,location_at_-37.3456_lat_and_142.4719_long,location_at_-37.3456_lat_and_142.4719_long
vcsb-510-trial,321,Caladenia grampiana,Victorian Conservation Seed Bank,Serra Road quarry. GDA 630377 5865754,-37.3456,142.4719,NA,NA,NA,NA,NA,NA,NA,NA,6/26/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3456_lat_and_142.4719_long,location_at_-37.3456_lat_and_142.4719_long,location_at_-37.3456_lat_and_142.4719_long
vcsb-1479,66,Eucalyptus aromaphloia,Victorian Conservation Seed Bank,"Western Highway, c. 6 km E of the Mount Langi Ghiran turnoff.",-37.3458,143.1258,NA,10000,NA,NA,NA,NA,16.3,NA,5/15/2006,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long
vcsb-5091-trial,66,Eucalyptus aromaphloia,Victorian Conservation Seed Bank,"Western Highway, c. 6 km E of the Mount Langi Ghiran turnoff.",-37.3458,143.1258,NA,NA,NA,NA,NA,NA,NA,NA,5/15/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2015,12 days,NA,1,NA,NA,25,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long
vcsb-112-trial,66,Eucalyptus aromaphloia,Victorian Conservation Seed Bank,"Western Highway, c. 6 km E of the Mount Langi Ghiran turnoff.",-37.3458,143.1258,NA,NA,NA,NA,NA,NA,NA,NA,5/15/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 days,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long
vcsb-60-trial,66,Eucalyptus aromaphloia,Victorian Conservation Seed Bank,"Western Highway, c. 6 km E of the Mount Langi Ghiran turnoff.",-37.3458,143.1258,NA,NA,NA,NA,NA,NA,NA,NA,5/15/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 days,NA,NA,NA,NA,25,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long,location_at_-37.3458_lat_and_143.1258_long
vcsb-2218,2243,Olearia rugosa subsp. distalilobata,Victorian Conservation Seed Bank,"Snowy River National Park, disused Tk off Betts Creek Tk c. 1 km from the Junction of Betts Creek Tk and Tulloch Ard Rd, c. 50 m SE along overgrown Tk from Betts Creek Tk.",-37.347917,148.328611,NA,2400,NA,NA,NA,NA,NA,NA,5/18/2023,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long
vcsb-2218,2243,Olearia rugosa subsp. distalilobata,Victorian Conservation Seed Bank,"Snowy River National Park, disused Tk off Betts Creek Tk c. 1 km from the Junction of Betts Creek Tk and Tulloch Ard Rd, c. 50 m SE along overgrown Tk from Betts Creek Tk.",-37.347917,148.328611,NA,2400,NA,NA,NA,NA,NA,NA,5/18/2023,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long
vcsb-6265-trial,2243,Olearia rugosa subsp. distalilobata,Victorian Conservation Seed Bank,"Snowy River National Park, disused Tk off Betts Creek Tk c. 1 km from the Junction of Betts Creek Tk and Tulloch Ard Rd, c. 50 m SE along overgrown Tk from Betts Creek Tk.",-37.347917,148.328611,NA,NA,NA,NA,NA,NA,NA,NA,5/18/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161 days,NA,1,NA,NA,25,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long
vcsb-6265-trial,2243,Olearia rugosa subsp. distalilobata,Victorian Conservation Seed Bank,"Snowy River National Park, disused Tk off Betts Creek Tk c. 1 km from the Junction of Betts Creek Tk and Tulloch Ard Rd, c. 50 m SE along overgrown Tk from Betts Creek Tk.",-37.347917,148.328611,NA,NA,NA,NA,NA,NA,NA,NA,5/18/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161 days,NA,1,NA,NA,25,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long,location_at_-37.347917_lat_and_148.328611_long
vcsb-2064,471,Pultenaea luehmannii,Victorian Conservation Seed Bank,Grampians National Park. Beside Serra Road about 5 km by road south- east of Beehive Track intersection.,-37.3489,142.4756,NA,8000,NA,NA,NA,NA,15,NA,5/15/2009,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3489_lat_and_142.4756_long,location_at_-37.3489_lat_and_142.4756_long,location_at_-37.3489_lat_and_142.4756_long
vcsb-932-trial,471,Pultenaea luehmannii,Victorian Conservation Seed Bank,Grampians National Park. Beside Serra Road about 5 km by road south- east of Beehive Track intersection.,-37.3489,142.4756,NA,NA,NA,NA,NA,NA,NA,NA,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541 days,NA,5,NA,NA,24,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3489_lat_and_142.4756_long,location_at_-37.3489_lat_and_142.4756_long,location_at_-37.3489_lat_and_142.4756_long
vcsb-1994,543,Diplarrena moraea,Victorian Conservation Seed Bank,Coopracambra NP. Beside the WB Line about 11.6 km west of the Maling Hill turnoff.,-37.3492,149.2906,NA,4000,NA,NA,NA,NA,15,10/23/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3492_lat_and_149.2906_long,location_at_-37.3492_lat_and_149.2906_long,location_at_-37.3492_lat_and_149.2906_long
vcsb-1020-trial,543,Diplarrena moraea,Victorian Conservation Seed Bank,Coopracambra NP. Beside the WB Line about 11.6 km west of the Maling Hill turnoff.,-37.3492,149.2906,NA,NA,NA,NA,NA,NA,NA,10/23/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/30/2008,22 days,NA,1,NA,NA,25,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3492_lat_and_149.2906_long,location_at_-37.3492_lat_and_149.2906_long,location_at_-37.3492_lat_and_149.2906_long
vcsb-JAJ2312,658,Pimelea pagophila,Victorian Conservation Seed Bank,Grampians National Park. Emmetts Track near Mafeking. 54 640690 5864879,-37.3519,142.5886,NA,16000,NA,NA,NA,NA,15,NA,NA,Victorian Conservation Seedbank,"Rudolph, P.",NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3519_lat_and_142.5886_long,location_at_-37.3519_lat_and_142.5886_long,location_at_-37.3519_lat_and_142.5886_long
vcsb-1208-trial,658,Pimelea pagophila,Victorian Conservation Seed Bank,Grampians National Park. Emmetts Track near Mafeking. 54 640690 5864879,-37.3519,142.5886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/2009,518 days,NA,20,NA,NA,25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3519_lat_and_142.5886_long,location_at_-37.3519_lat_and_142.5886_long,location_at_-37.3519_lat_and_142.5886_long
vcsb-1855,1190,Craspedia adenophora,Victorian Conservation Seed Bank,Alpine National Park. Beside access track on southern end of the Snowy Plains Airfield and about 150 metres north of Snowy Plains Road.,-37.3547,146.7625,NA,NA,NA,NA,NA,NA,NA,1/15/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long
vcsb-1855,1190,Craspedia adenophora,Victorian Conservation Seed Bank,Alpine National Park. Beside access track on southern end of the Snowy Plains Airfield and about 150 metres north of Snowy Plains Road.,-37.3547,146.7625,NA,NA,NA,NA,NA,NA,NA,1/15/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long
vcsb-6184-trial,1190,Craspedia adenophora,Victorian Conservation Seed Bank,Alpine National Park. Beside access track on southern end of the Snowy Plains Airfield and about 150 metres north of Snowy Plains Road.,-37.3547,146.7625,NA,NA,NA,NA,NA,NA,NA,1/15/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/14/2008,12 days,NA,NA,NA,NA,25,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long
vcsb-6184-trial,1190,Craspedia adenophora,Victorian Conservation Seed Bank,Alpine National Park. Beside access track on southern end of the Snowy Plains Airfield and about 150 metres north of Snowy Plains Road.,-37.3547,146.7625,NA,NA,NA,NA,NA,NA,NA,1/15/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/14/2008,12 days,NA,NA,NA,NA,25,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long,location_at_-37.3547_lat_and_146.7625_long
vcsb-1857,362,Carex archeri,Victorian Conservation Seed Bank,Alpine National Park. Beside small waterfall on creek just south of the Snowy Plains Airfield and about 500 metres from the Snowy Plains Road.,-37.3589,146.7642,NA,481,NA,NA,NA,NA,15,1/15/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3589_lat_and_146.7642_long,location_at_-37.3589_lat_and_146.7642_long,location_at_-37.3589_lat_and_146.7642_long
vcsb-809-trial,362,Carex archeri,Victorian Conservation Seed Bank,Alpine National Park. Beside small waterfall on creek just south of the Snowy Plains Airfield and about 500 metres from the Snowy Plains Road.,-37.3589,146.7642,NA,NA,NA,NA,NA,NA,NA,1/15/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/16/2008,249 days,NA,0,NA,NA,25,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3589_lat_and_146.7642_long,location_at_-37.3589_lat_and_146.7642_long,location_at_-37.3589_lat_and_146.7642_long
vcsb-808,1533,Leptospermum jingera,Victorian Conservation Seed Bank,"Alpine National Park, rocky ridge approx. 400 m NE of Nielsons Crag.",-37.360833,146.840278,NA,NA,NA,NA,NA,NA,15,2/19/2015,10/22/2015,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.360833_lat_and_146.840278_long,location_at_-37.360833_lat_and_146.840278_long,location_at_-37.360833_lat_and_146.840278_long
vcsb-5082-trial,1533,Leptospermum jingera,Victorian Conservation Seed Bank,"Alpine National Park, rocky ridge approx. 400 m NE of Nielsons Crag.",-37.360833,146.840278,NA,NA,NA,NA,NA,NA,NA,2/19/2015,10/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222 days,NA,2,NA,NA,20,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.360833_lat_and_146.840278_long,location_at_-37.360833_lat_and_146.840278_long,location_at_-37.360833_lat_and_146.840278_long
vcsb-6048-trial,1533,Leptospermum jingera,Victorian Conservation Seed Bank,"Alpine National Park, rocky ridge approx. 400 m NE of Nielsons Crag.",-37.360833,146.840278,NA,NA,NA,NA,NA,NA,NA,2/19/2015,10/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/14/2021,131 days,NA,1,NA,NA,25,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.360833_lat_and_146.840278_long,location_at_-37.360833_lat_and_146.840278_long,location_at_-37.360833_lat_and_146.840278_long
vcsb-1847,1187,Poa phillipsiana,Victorian Conservation Seed Bank,Alpine National Park. The Watchtower area on rocky outcrop about 400 metres north of main outcrop.,-37.3611,146.8386,NA,17401,NA,NA,NA,NA,15,1/14/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3611_lat_and_146.8386_long,location_at_-37.3611_lat_and_146.8386_long,location_at_-37.3611_lat_and_146.8386_long
vcsb-877-trial,1187,Poa phillipsiana,Victorian Conservation Seed Bank,Alpine National Park. The Watchtower area on rocky outcrop about 400 metres north of main outcrop.,-37.3611,146.8386,NA,NA,NA,NA,NA,NA,NA,1/14/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2008,120 days,NA,0,NA,NA,25,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3611_lat_and_146.8386_long,location_at_-37.3611_lat_and_146.8386_long,location_at_-37.3611_lat_and_146.8386_long
vcsb-8411,1578,Oxylobium ellipticum,Victorian Conservation Seed Bank,"Alpine National Park, Neilsons Crag (The Watchtower)",-37.361667,146.84,NA,7600,NA,NA,NA,NA,15,1/19/2016,NA,Victorian Conservation Seedbank,"Walsh, N.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.361667_lat_and_146.84_long,location_at_-37.361667_lat_and_146.84_long,location_at_-37.361667_lat_and_146.84_long
vcsb-5473-trial,1578,Oxylobium ellipticum,Victorian Conservation Seed Bank,"Alpine National Park, Neilsons Crag (The Watchtower)",-37.361667,146.84,NA,NA,NA,NA,NA,NA,NA,1/19/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193 days,NA,7,NA,NA,25,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.361667_lat_and_146.84_long,location_at_-37.361667_lat_and_146.84_long,location_at_-37.361667_lat_and_146.84_long
vcsb-5472-trial,1578,Oxylobium ellipticum,Victorian Conservation Seed Bank,"Alpine National Park, Neilsons Crag (The Watchtower)",-37.361667,146.84,NA,NA,NA,NA,NA,NA,NA,1/19/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32 days,NA,0,NA,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.361667_lat_and_146.84_long,location_at_-37.361667_lat_and_146.84_long,location_at_-37.361667_lat_and_146.84_long
vcsb-1848,393,Prostanthera rotundifolia,Victorian Conservation Seed Bank,"Alpine National Park. The Watchtower area, in rocky gully about 200 metres north of main outcrop.",-37.3622,146.8383,NA,6000,NA,NA,NA,NA,15,1/14/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3622_lat_and_146.8383_long,location_at_-37.3622_lat_and_146.8383_long,location_at_-37.3622_lat_and_146.8383_long
vcsb-5916-trial,2031,Lobelia dentata,Victorian Conservation Seed Bank,"Alpine National Park. The Watchtower area, in rocky gully about 200 metres north of main outcrop.",-37.3622,146.8383,NA,NA,NA,NA,NA,NA,NA,1/14/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/19/2021,328 days,NA,NA,NA,NA,25,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3622_lat_and_146.8383_long,location_at_-37.3622_lat_and_146.8383_long,location_at_-37.3622_lat_and_146.8383_long
vcsb-928-trial,393,Prostanthera rotundifolia,Victorian Conservation Seed Bank,"Alpine National Park. The Watchtower area, in rocky gully about 200 metres north of main outcrop.",-37.3622,146.8383,NA,NA,NA,NA,NA,NA,NA,1/14/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/16/2008,452 days,NA,3,NA,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3622_lat_and_146.8383_long,location_at_-37.3622_lat_and_146.8383_long,location_at_-37.3622_lat_and_146.8383_long
vcsb-1858,364,Celmisia latifolia,Victorian Conservation Seed Bank,Alpine National Park. Beside the Snowy Plains Road about 2 km south of the Snowy Plains Airfield.,-37.3633,146.7636,NA,2655,NA,NA,NA,NA,15,1/15/2008,5/15/2009,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long
vcsb-1858,364,Celmisia latifolia,Victorian Conservation Seed Bank,Alpine National Park. Beside the Snowy Plains Road about 2 km south of the Snowy Plains Airfield.,-37.3633,146.7636,NA,2655,NA,NA,NA,NA,15,1/15/2008,5/15/2009,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long
vcsb-786-trial,364,Celmisia latifolia,Victorian Conservation Seed Bank,Alpine National Park. Beside the Snowy Plains Road about 2 km south of the Snowy Plains Airfield.,-37.3633,146.7636,NA,NA,NA,NA,NA,NA,NA,1/15/2008,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/2008,59 days,NA,2,NA,NA,25,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long
vcsb-786-trial,364,Celmisia latifolia,Victorian Conservation Seed Bank,Alpine National Park. Beside the Snowy Plains Road about 2 km south of the Snowy Plains Airfield.,-37.3633,146.7636,NA,NA,NA,NA,NA,NA,NA,1/15/2008,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/2008,59 days,NA,2,NA,NA,25,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long
vcsb-6281-trial,2035,Prostanthera incisa,Victorian Conservation Seed Bank,Alpine National Park. Beside the Snowy Plains Road about 2 km south of the Snowy Plains Airfield.,-37.3633,146.7636,NA,NA,NA,NA,NA,NA,NA,1/15/2008,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/11/2022,294 days,NA,4,NA,NA,10,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long
vcsb-6015-trial,2035,Prostanthera incisa,Victorian Conservation Seed Bank,Alpine National Park. Beside the Snowy Plains Road about 2 km south of the Snowy Plains Airfield.,-37.3633,146.7636,NA,NA,NA,NA,NA,NA,NA,1/15/2008,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326 days,NA,0,NA,NA,25,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long,location_at_-37.3633_lat_and_146.7636_long
vcsb-1997,2089,Poa fawcettiae,Victorian Conservation Seed Bank,"Alpine National Park, ridge c. 350 m S of Neilsons Crag, at end of 4WD track.",-37.363889,146.838056,NA,9515,NA,NA,NA,NA,15,3/29/2021,8/16/2021,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.363889_lat_and_146.838056_long,location_at_-37.363889_lat_and_146.838056_long,location_at_-37.363889_lat_and_146.838056_long
vcsb-6361-trial,1244,Leptospermum continentale,Victorian Conservation Seed Bank,"Alpine National Park, ridge c. 350 m S of Neilsons Crag, at end of 4WD track.",-37.363889,146.838056,NA,NA,NA,NA,NA,NA,NA,3/29/2021,8/16/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/2008,94 days,NA,0,NA,NA,20,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.363889_lat_and_146.838056_long,location_at_-37.363889_lat_and_146.838056_long,location_at_-37.363889_lat_and_146.838056_long
vcsb-5976-trial,2089,Poa fawcettiae,Victorian Conservation Seed Bank,"Alpine National Park, ridge c. 350 m S of Neilsons Crag, at end of 4WD track.",-37.363889,146.838056,NA,NA,NA,NA,NA,NA,NA,3/29/2021,8/16/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/30/2021,165 days,NA,1,NA,NA,25,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.363889_lat_and_146.838056_long,location_at_-37.363889_lat_and_146.838056_long,location_at_-37.363889_lat_and_146.838056_long
vcsb-807,1532,Persoonia asperula,Victorian Conservation Seed Bank,"Alpine National Park, on disused vechile track to Neilsons Crag, approx. 800 m S of Neilsons Crag.",-37.364444,146.839167,NA,120,NA,NA,NA,NA,NA,2/19/2015,10/22/2015,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.364444_lat_and_146.839167_long,location_at_-37.364444_lat_and_146.839167_long,location_at_-37.364444_lat_and_146.839167_long
vcsb-JAJ1426,1131,Diuris daltonii,Victorian Conservation Seed Bank,"McArthurs Road Victoria Valley, Grampians.",-37.3667,142.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victorian Conservation Seedbank,"Pritchard, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3667_lat_and_142.45_long,location_at_-37.3667_lat_and_142.45_long,location_at_-37.3667_lat_and_142.45_long
vcsb-JAJ1886,1230,Caladenia iridescens,Victorian Conservation Seed Bank,"Grampians National Park, at Jimmys Creek.",-37.3667,142.5333,NA,NA,NA,NA,NA,NA,NA,11/25/2007,NA,Victorian Conservation Seedbank,"Pritchard, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3667_lat_and_142.5333_long,location_at_-37.3667_lat_and_142.5333_long,location_at_-37.3667_lat_and_142.5333_long
vcsb-1850,360,Brachyscome spathulata,Victorian Conservation Seed Bank,Alpine National Park. Beside walking track about 500 metres south of The Watchtower.,-37.3672,146.8381,NA,300,NA,NA,NA,NA,15,1/14/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long
vcsb-1850,360,Brachyscome spathulata,Victorian Conservation Seed Bank,Alpine National Park. Beside walking track about 500 metres south of The Watchtower.,-37.3672,146.8381,NA,300,NA,NA,NA,NA,15,1/14/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long
vcsb-6270-trial,2101,Pittosporum revolutum,Victorian Conservation Seed Bank,Alpine National Park. Beside walking track about 500 metres south of The Watchtower.,-37.3672,146.8381,NA,NA,NA,NA,NA,NA,NA,1/14/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2021,179 days,NA,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long
vcsb-1184-trial,360,Brachyscome spathulata,Victorian Conservation Seed Bank,Alpine National Park. Beside walking track about 500 metres south of The Watchtower.,-37.3672,146.8381,NA,NA,NA,NA,NA,NA,NA,1/14/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/2008,76 days,NA,NA,NA,NA,25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long,location_at_-37.3672_lat_and_146.8381_long
