accepted_name,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,colours_all,flowering_time_all,leaflength_min,leaflength_max,leafwidth_min,leafwidth_max,euclid_name,juvleaflength_min,juvleaflength_max,juvleaflength_unit,juvleafwidth_min,juvleafwidth_max,juvleafwidth_unit,leaf_length_minimum,leaf_length_maximum,leaf_width_minimum,leaf_width_maximum,leaflength_min2,leaflength_max2,leafwidth_min2,leafwidth_max2
Eucalyptus erosa,0.6,0.8,0.3,0.4,0.4,0.6,0.6,0.8,9,9,white_cream,NNNNYNYNNNNN,7,14,1.1,2.8,eucalyptus_erosa,3.5,7.5,cm,2,3,cm,NA,NA,NA,NA,7,14,1.1,2.8
Eucalyptus erythrocorys,2,2.5,2,2.6,2.8,4,3,5.5,3,3,yellow_orange,YYNYNNNNYNNN,9,20,1.2,3,eucalyptus_erythrocorys,5,13,cm,3,6,cm,90,200,12,30,NA,NA,NA,NA
Eucalyptus erythronema,0.9,2.3,0.7,1,0.6,1.4,1,1.4,3,3,red_brown white_cream,NNNNNYYYYYNN,5,8.5,0.7,1.7,NA,NA,NA,NA,NA,NA,NA,80,135,15,35,5,8.5,0.7,1.7
Eucalyptus eudesmioides,0.5,0.7,0.3,0.5,0.7,1.4,0.5,1.1,3,3,white_cream,NYYYYNNNNNNN,4,10,0.6,2,eucalyptus_eudesmioides_subsp._eudesmioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,0.6,2
Eucalyptus eugenioides,0.6,0.8,0.3,0.4,0.4,0.6,0.6,1,9,15,white_cream,YNNNNYYYYYYY,7,16,0.9,3.5,eucalyptus_eugenioides,4.5,8,cm,1.5,3.5,cm,62,160,9,35,7,NA,NA,NA
Eucalyptus ewartiana,0.6,0.9,0.5,0.7,0.2,0.6,0.7,1.3,7,7,white_cream,NYYNNNNYNNYN,4.5,9.5,1,3,eucalyptus_ewartiana,5,8,cm,1.5,5,cm,38,95,10,40,4.5,NA,NA,3
Eucalyptus exigua,0.6,0.7,0.4,0.5,0.5,0.7,0.5,0.8,7,11,white_cream,NNNNNNNNNNNN,4,9,0.5,1.3,eucalyptus_exigua,3.5,6,cm,0.7,1.5,cm,40,90,5,13,NA,NA,NA,NA
Eucalyptus exilipes,0.5,0.6,0.2,0.3,0.4,0.6,0.4,0.6,7,7,white_cream,NNNNNNYYNNNN,5,13,0.4,1,eucalyptus_exilipes,2.5,10,cm,0.2,0.6,cm,50,120,5,10,NA,13,0.4,NA
Eucalyptus exilis,0.6,0.8,0.4,0.5,0.8,1.5,0.9,1.3,11,11,white_cream,NNNNNNYNYYNY,3.5,6.5,0.8,1.5,eucalyptus_exilis,5,7.5,cm,4,5,cm,35,65,8,15,NA,NA,NA,NA
Eucalyptus expressa,0.5,0.7,0.2,0.3,0.35,0.5,0.5,0.8,7,24,white_cream,NNNNNNNNNYYN,9,16,1.8,4.8,eucalyptus_expressa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,1.8,4.8
Eucalyptus exserta,0.7,1.1,0.4,0.7,0.2,0.7,0.4,0.8,7,7,white_cream,YYNNYNNNNNYY,6.5,18,0.7,2.7,eucalyptus_exserta,6,19,cm,0.3,1.3,cm,65,180,7,27,NA,NA,NA,NA
Eucalyptus extensa,2.4,3.2,0.5,0.7,0.6,0.8,0.8,1.2,7,7,white_cream,NNNNNNNNNYNN,4,10.5,0.7,1.8,eucalyptus_extensa,NA,NA,NA,NA,NA,NA,40,105,5,20,NA,NA,0.7,1.8
Eucalyptus extrica,0.6,0.8,0.5,0.6,1.3,2.1,1,2.2,3,3,white_cream,NYYYNNNNYNNN,7,15,2,5,eucalyptus_extrica,6,12,cm,4,6.5,cm,70,140,20,50,NA,15,NA,NA
Eucalyptus falcata,1,2,0.5,0.7,0.4,0.9,0.7,1,7,19,white_cream,YYNNNYNYNYYY,6.8,13,0.7,2,eucalyptus_dorrienii,3.5,6,cm,2,3,cm,60,130,8,22,6.8,NA,0.7,2
Eucalyptus falcata,1,2,0.5,0.7,0.4,0.9,0.7,1,7,19,white_cream,YYNNNYNYNYYY,6.8,13,0.7,2,eucalyptus_falcata,NA,NA,NA,NA,NA,NA,60,130,8,22,6.8,NA,0.7,2
Eucalyptus falciformis,0.3,0.5,0.3,0.4,0.5,0.8,0.5,0.8,11,11,white_cream,NNNNNNNNYYYY,7.5,18,1,3,eucalyptus_willisii_subsp._falciformis,8,12.5,cm,1.5,3.5,cm,75,180,10,35,NA,NA,NA,3
Eucalyptus famelica,0.9,1.7,0.4,0.7,0.8,1.2,0.7,1,7,7,white_cream,NNNYNNYNYNYN,4.5,11,0.9,2.3,eucalyptus_famelica,4.5,7.5,cm,1.5,3,cm,45,110,9,23,NA,NA,NA,NA
Eucalyptus farinosa,0.7,0.8,0.4,0.5,0.7,0.9,0.6,0.9,7,7,white_cream,NNNNNNNNNYNN,6,12,2.2,5,eucalyptus_farinosa,6.5,11,cm,6,11,cm,60,120,22,60,NA,NA,NA,5
Eucalyptus fasciculosa,0.4,0.7,0.3,0.4,0.5,0.9,0.4,0.8,7,7,white_cream,YYYYYYYYYYYY,8,13,1.3,3.5,eucalyptus_fasciculosa,3.5,8.5,cm,1.5,5.8,cm,80,130,13,35,NA,NA,NA,NA
Eucalyptus fastigata,0.3,0.6,0.2,0.3,0.5,0.9,0.4,0.8,11,15,white_cream,YYNNNNNNNNNY,7,20.5,1.5,3.6,eucalyptus_fastigata,4.5,12,cm,1.8,5,cm,70,205,15,36,NA,NA,NA,NA
Eucalyptus fibrosa,0.7,2,0.3,0.5,0.4,1,0.4,1,7,11,white_cream,YYYYYYYNYYYY,8.5,23,1.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,23,1.5,5.5
Eucalyptus flavida,2.3,2.9,0.3,0.5,1,1.1,0.5,0.6,9,11,yellow_orange,NNNNNNNNNNYN,6.5,11,0.9,1.5,eucalyptus_flavida,NA,NA,NA,NA,NA,NA,65,110,9,15,NA,NA,NA,NA
Eucalyptus flindersii,0.7,1.3,0.4,0.6,0.3,0.7,0.4,1,3,7,white_cream,NNNNNNNYYYYN,5.5,18,1,3,eucalyptus_flindersii,4.5,11,cm,2.5,7,cm,55,180,10,30,NA,NA,NA,NA
Eucalyptus flocktoniae,1.1,2.1,0.4,0.6,0.7,1,0.5,0.9,7,9,white_cream,YYYYNNNYYYYY,6,14,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,0.8,2
Eucalyptus foecunda,0.2,0.5,0.3,0.4,0.4,0.6,0.4,0.6,9,11,white_cream,YYNNNNNYNNNN,5,9.5,0.5,1.3,eucalyptus_foecunda,4,8,cm,0.5,2,cm,50,95,5,13,NA,NA,NA,NA
Eucalyptus foliosa,0.5,NA,0.35,0.4,0.4,0.5,0.6,0.7,7,9,white_cream,NNNNNNNNNNNN,4.5,7.5,0.5,1.1,eucalyptus_foliosa,NA,NA,NA,NA,NA,NA,45,75,5,11,NA,NA,NA,NA
Eucalyptus formanii,0.4,0.7,0.25,0.3,0.3,0.4,0.4,0.5,7,9,white_cream,NNNNNNNNNNNN,3.5,9.5,0.2,0.5,eucalyptus_formanii,2,4.5,cm,0.2,0.4,cm,35,95,2,5,NA,NA,NA,NA
Eucalyptus forrestiana,3.5,4.3,1.1,2,3.5,5,1.7,3.3,1,1,yellow_orange,YNNNNNNNNNNN,5.5,9.5,1.5,2.5,eucalyptus_forrestiana,3,10,cm,2,6,cm,55,95,15,25,NA,NA,NA,NA
Eucalyptus fraseri,1,1.6,0.6,0.7,0.7,1.1,0.7,1.2,7,9,white_cream,NNNYNNNNNNNN,9,17,1.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,1.3,4
Eucalyptus fraxinoides,0.5,0.6,0.3,0.4,0.6,1,0.6,1.1,7,11,white_cream,YYNNNNNNNNNY,8,18,1,3.5,eucalyptus_fraxinoides,6,15,cm,1.5,4.5,cm,80,180,10,35,NA,NA,NA,NA
Eucalyptus frenchiana,1,1.5,0.8,1.2,0.9,1.2,1,1.3,3,3,white_cream,NNNNNNNNNNNN,6,10,0.7,1,eucalyptus_frenchiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,0.7,1
Eucalyptus froggattii,0.7,1,0.5,0.7,0.6,0.9,0.5,0.8,7,11,white_cream,YYYYNNYNYYYY,6.5,13,1.2,2.5,eucalyptus_froggattii,7.8,17.2,cm,1.7,2.8,cm,65,130,12,25,NA,NA,NA,NA
Eucalyptus fruticosa,0.7,1,0.3,0.4,0.4,0.8,0.5,0.6,9,11,white_cream,NNNNYNNNNNNN,3,8,0.7,1.7,eucalyptus_fruticosa,1.2,6,cm,0.8,1.5,cm,30,80,7,17,NA,NA,NA,NA
Eucalyptus fulgens,0.4,0.6,0.3,0.4,0.3,0.4,0.4,0.6,7,7,white_cream,YNYYYNNNNNNN,9,24.5,1.3,4,eucalyptus_fulgens,4,10.5,cm,1.8,3.5,cm,90,245,13,40,NA,NA,NA,NA
Eucalyptus fusiformis,0.5,0.9,0.3,0.5,0.5,1,0.4,0.5,7,7,white_cream,NNNNYYYYNNNN,7.5,17.5,1.3,2.6,eucalyptus_fusiformis,4,9,cm,1.3,4.2,cm,75,175,13,26,NA,NA,NA,NA
Eucalyptus gamophylla,0.4,0.7,0.3,0.4,0.5,1.4,0.5,0.8,3,3,white_cream,YYYNNYYNYYYY,4,10,0.9,2,eucalyptus_gamophylla,3.5,10,cm,2,6,cm,40,100,9,20,NA,NA,NA,NA
Eucalyptus gardneri,1.5,2.6,0.2,0.5,0.7,1.1,0.5,0.6,9,11,white_cream,YNNNNYYNNNNY,5,11,0.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,0.8,2.7
Eucalyptus georgei,0.9,1.4,0.5,0.8,0.8,1.3,0.8,1.1,7,11,white_cream,YNNNNNNNNNNN,10,20,1.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,1.5,4.5
Eucalyptus gigantangion,2.2,2.8,1,1.4,3.5,5.8,2.2,5,7,7,yellow_orange,NNNNNNYYNNNN,6,16,1,2,eucalyptus_gigantangion,5.5,11,cm,2.5,5,cm,60,160,10,20,NA,NA,NA,NA
Eucalyptus gillenii,0.7,1.6,0.4,0.7,0.3,0.9,0.6,1.2,7,11,white_cream,NYYYNNNNNNYY,7,18,0.9,2.6,eucalyptus_gillenii,NA,NA,NA,NA,NA,NA,70,190,9,26,NA,18,NA,NA
Eucalyptus gillii,0.8,1.4,0.3,0.5,0.4,0.9,0.5,0.8,7,11,white_cream,YNNYNNYYYYYY,3,8,1.2,3.5,eucalyptus_gillii,2,5.7,cm,2,5.3,cm,30,80,12,35,NA,NA,NA,NA
Eucalyptus gittinsii,0.5,0.9,0.4,0.6,1,2,0.7,1.2,3,3,white_cream,YYYNNNNNNNNY,5.5,13,1.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,13,1.2,3.2
Eucalyptus glaucescens,0.6,0.9,0.3,0.5,0.7,1.2,0.8,1.2,3,3,white_cream,NYYYYNNNNNNN,6,17,1.2,3.5,eucalyptus_glaucescens,1.5,7,cm,2,8,cm,60,170,12,35,NA,NA,NA,NA
Eucalyptus glaucina,0.9,1.4,0.4,0.7,0.3,0.6,0.6,1,7,7,white_cream,NNNNNNNNNNYN,9,17,2,4.2,eucalyptus_glaucina,6,10,cm,5,6.5,cm,90,170,20,42,NA,NA,NA,NA
Eucalyptus globoidea,0.4,0.6,0.2,0.4,0.4,0.7,0.5,0.8,11,15,white_cream,YYYYYYYYYYYY,7,13.5,1.2,4,eucalyptus_globoidea,4,10,cm,2,4.5,cm,70,135,12,40,NA,NA,NA,NA
Eucalyptus globulus,0.8,2.5,0.5,2,0.5,1.5,0.6,2.7,1,7,white_cream,YYYYYYYYYNYY,12,40,1.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,40,1.2,6
Eucalyptus glomericassis,0.7,0.9,0.5,0.6,0.4,0.6,0.6,0.9,7,7,white_cream,YNNNNNNNNNNN,12,25,1,2,eucalyptus_glomericassis,NA,NA,NA,NA,NA,NA,100,250,10,30,12,NA,NA,2
Eucalyptus glomerosa,0.5,0.7,0.5,0.6,0.3,0.7,0.7,1.4,7,7,white_cream,NYYNNNNNNNNN,3.8,9.5,0.8,2.3,eucalyptus_glomerosa,2.5,7,cm,1,3.3,cm,38,95,8,23,NA,NA,NA,NA
Eucalyptus gomphocephala,1.5,2.4,0.9,1.2,1,1.9,1.2,1.8,7,7,white_cream,NNYNNNNNNNNN,10,18,1.5,3,eucalyptus_gomphocephala,9,15,cm,5.5,9.5,cm,100,180,15,30,NA,NA,NA,NA
Eucalyptus gongylocarpa,0.5,0.6,0.3,0.5,0.6,1.1,0.6,1.2,7,7,white_cream,YYNNNNYNNNNN,3,8,0.8,1.8,eucalyptus_gongylocarpa,2.5,5,cm,2,5.5,cm,30,80,8,18,NA,NA,NA,NA
Eucalyptus goniantha,1,1.4,0.6,NA,0.6,1,0.8,1.2,7,11,white_cream,YYYNNYNNNNYN,7,13.5,1.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13.5,1.5,4.5
Eucalyptus goniocalyx,0.6,1.3,0.3,0.7,0.5,1.2,0.6,1.1,7,7,white_cream,NNYYYYYYNNNN,5.5,25,0.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,25,0.8,4
Eucalyptus goniocarpa,2,2.5,0.6,0.8,1.2,1.4,0.9,1.2,3,3,white_cream,NNNNNNNNNNNN,4.5,9.5,0.5,1.2,eucalyptus_goniocarpa,NA,NA,NA,NA,NA,NA,35,95,5,12,4.5,NA,NA,NA
Eucalyptus gracilis,0.3,0.7,0.3,0.5,0.4,0.8,0.3,0.7,7,11,white_cream,YYNYYYYYYYYY,4.5,11,0.4,1.7,eucalyptus_gracilis,3.3,9,cm,0.9,1.8,cm,45,110,4,17,NA,NA,NA,NA
Eucalyptus grandis,0.6,0.9,0.4,0.5,0.4,1,0.5,0.8,7,11,white_cream,NYYYYYYYNNNN,8,18,1.5,4,eucalyptus_grandis,4,14,cm,2,8.5,cm,80,180,15,40,NA,NA,NA,NA
Eucalyptus granitica,0.4,0.6,0.3,NA,0.4,0.6,0.3,0.6,7,7,white_cream,NYNYNNYYYNNY,7,15,1.3,3.2,eucalyptus_granitica,6,11,cm,1.4,2,cm,70,150,13,32,NA,NA,NA,NA
Eucalyptus gregoryensis,0.6,0.8,0.3,0.4,0.4,0.5,0.5,0.6,3,3,white_cream,NNNNNNNNNNNN,8,17,1.2,3,eucalyptus_gregoriensis,8,18,cm,4,9,cm,80,220,12,30,NA,17,NA,NA
Eucalyptus gregsoniana,0.4,0.5,0.3,0.4,0.6,0.8,0.6,0.9,7,11,white_cream,NNNNNNNNNNYY,5.5,12,0.8,2.5,eucalyptus_gregsoniana,5.5,13,cm,1,4.5,cm,55,120,8,25,NA,NA,NA,NA
Eucalyptus griffithsii,0.8,1.5,0.7,1.5,0.8,1.6,1,1.5,3,3,white_cream,NNNNNNNYYNYN,8,13.5,0.8,2.7,eucalyptus_griffithsii,4.5,13.5,cm,1.6,3.5,cm,80,135,8,27,NA,NA,NA,NA
Eucalyptus grisea,0.7,1,0.4,0.5,0.4,0.9,0.8,1.2,7,7,white_cream,NNNNNNNNNNNN,8,18,3,6,eucalyptus_grisea,NA,NA,NA,NA,NA,NA,80,180,22,64,NA,NA,3,6
Eucalyptus grossa,1.8,3.2,0.7,1.3,1.4,2,1,1.5,7,7,yellow_orange,NNNNNYNYYNNN,7.5,12.5,2.5,5.5,eucalyptus_grossa,4.5,8,cm,3,5.5,cm,65,125,25,63,7.5,NA,NA,5.5
Eucalyptus guilfoylei,0.7,0.8,0.4,0.6,0.7,1,0.8,1,7,7,white_cream,YNNNNNNNNNNY,8,15,1.5,4,eucalyptus_guilfoylei,8,13,cm,5.5,7,cm,80,150,15,40,NA,NA,NA,NA
Eucalyptus gunnii,0.5,0.9,0.3,0.5,0.5,0.9,0.5,0.7,3,3,white_cream,YYNYNNNNYNNY,4,9,1.2,3.5,eucalyptus_gunnii,1.3,4.5,cm,1.7,4,cm,40,90,12,35,NA,NA,NA,NA
Eucalyptus gypsophila,0.8,1.4,0.5,0.9,0.7,1.2,0.7,1.1,9,19,white_cream,YYYYYNYYYYYY,7.5,12,1.5,2.5,eucalyptus_gypsophila,3,5.5,cm,2.5,4.5,cm,75,135,10,35,NA,12,1.5,2.5
Eucalyptus haemastoma,0.4,0.6,0.3,0.4,0.5,0.9,0.7,1.1,9,15,white_cream,YYYNNNYYYNYY,9,21,1.5,3.5,eucalyptus_haemastoma,7,15,cm,2,6,cm,90,210,15,35,NA,NA,NA,NA
Eucalyptus hallii,0.6,0.9,0.4,0.5,0.4,0.6,0.6,0.8,7,7,white_cream,NNNNNNNNNNNN,12,17,2,3.5,eucalyptus_hallii,12,22,cm,4.5,9,cm,90,210,15,45,12,17,2,3.5
Eucalyptus halophila,0.4,0.5,0.3,0.5,0.5,0.9,0.5,0.8,7,7,white_cream,NYYNNNNNNNNN,5,8,0.5,1.2,eucalyptus_halophila,4,8.5,cm,0.3,0.6,cm,43,80,5,12,5,NA,NA,NA
Eucalyptus hebetifolia,1,1.6,0.25,0.4,0.6,0.8,0.4,0.6,11,15,white_cream,YNYNNNNNYNNN,5.2,9,0.9,2.2,eucalyptus_hebetifolia,5,9.5,cm,1.7,5.3,cm,70,105,8,20,5.2,9,0.9,2.2
Eucalyptus hebetifolia,1,1.6,0.25,0.4,0.6,0.8,0.4,0.6,11,15,white_cream,YNYNNNNNYNNN,5.2,9,0.9,2.2,eucalyptus_medialis,NA,NA,NA,NA,NA,NA,70,105,8,20,5.2,9,0.9,2.2
Eucalyptus helidonica,0.4,0.5,0.2,NA,0.4,0.6,0.4,0.7,11,15,white_cream,NNNNNNNNNNNN,6,15.5,0.9,2.5,eucalyptus_helidonica,6,13.5,cm,0.7,1.8,cm,60,155,9,25,NA,NA,NA,NA
Eucalyptus herbertiana,0.4,0.8,0.25,0.4,0.25,0.5,0.4,0.6,7,7,white_cream,YNNNNYYYYYYY,8,22,1,2.2,eucalyptus_herbertiana,7,10,cm,3.5,6.5,cm,80,220,10,26,NA,NA,NA,2.2
Eucalyptus histophylla,2,3,0.35,0.4,0.8,1.1,0.5,0.7,11,11,yellow_orange,NNNNNNNNNNNY,6.5,12.5,0.6,1.6,eucalyptus_histophylla,NA,11,cm,NA,4,cm,65,125,6,16,NA,NA,NA,NA
Eucalyptus horistes,0.5,1,0.2,0.4,0.3,0.7,0.4,0.6,7,13,white_cream,YNNNNNYNNNYY,4.5,9.5,0.4,1.5,eucalyptus_horistes,1,4.5,cm,0.8,3,cm,45,115,4,15,NA,9.5,NA,NA
Eucalyptus houseana,0.4,0.6,0.3,0.5,0.2,0.5,0.3,0.5,7,7,white_cream,NNNNNNNYNNNN,9,19,2,3.6,eucalyptus_houseana,8,13,cm,5,9,cm,90,190,17,45,NA,NA,2,3.6
Eucalyptus howittiana,0.5,0.6,0.15,0.2,0.2,0.3,0.2,0.3,7,11,white_cream,YNNNYNNNNNNN,7,13,1.6,4.2,eucalyptus_howittiana,7,14,cm,3,7.5,cm,70,130,16,42,NA,NA,NA,NA
Eucalyptus hypolaena,1.3,2.5,0.6,0.8,0.7,1,0.8,1.2,7,7,yellow_orange,NNNNYYYYYNNN,8,16,1.3,3,eucalyptus_hypolaena,4,10,cm,2,4,cm,80,160,13,30,NA,NA,NA,NA
Eucalyptus hypostomatica,0.3,0.4,0.2,0.3,0.3,0.6,0.3,0.5,7,7,white_cream,NNNNNNNNNYYN,8,18,1,3,eucalyptus_hypostomatica,3.8,7,cm,1.2,4,cm,80,180,10,30,NA,NA,NA,NA
Eucalyptus ignorabilis,0.4,0.5,0.2,0.3,0.3,0.5,0.4,0.7,7,7,white_cream,YYYYNNNNNNNN,7,20,1,3,eucalyptus_ignorabilis,2.8,9,cm,0.5,2.3,cm,70,200,10,30,NA,NA,NA,NA
Eucalyptus imitans,0.6,0.7,0.3,0.4,0.4,0.6,0.7,1.2,9,15,white_cream,NNNNYYNNNYYY,5,13,1.5,3.5,eucalyptus_imitans,2.5,11,cm,1.2,5.5,cm,50,130,15,35,NA,NA,NA,NA
Eucalyptus imlayensis,0.5,0.6,0.3,0.4,0.4,0.5,0.6,0.7,3,3,white_cream,NNNNNNNNNNNN,7.5,15,1.5,3,eucalyptus_imlayensis,4,7.5,cm,1.5,3,cm,75,150,15,30,NA,NA,NA,NA
Eucalyptus incerata,2.2,3.5,0.6,0.9,1,1.5,0.9,1.8,7,7,yellow_orange,NNNNNNNNNYNN,5,10.5,1,3.2,eucalyptus_incerata,NA,NA,NA,NA,NA,NA,50,105,10,32,NA,NA,NA,NA
Eucalyptus incrassata,1.1,2.3,0.5,1.1,0.9,2,0.7,1.5,7,7,pink white_cream,YYYYYYYYYYYY,5,15,1,3,eucalyptus_incrassata,4,10,cm,2,5,cm,50,150,8,30,NA,NA,1,NA
Eucalyptus indurata,1,1.8,0.5,0.7,0.5,1,0.8,1.1,7,7,white_cream,NNNNNYYYNNYN,6.3,10.5,1,2.2,eucalyptus_indurata,3,10,cm,1.8,4.5,cm,63,105,10,22,NA,NA,NA,NA
Eucalyptus infera,1,1.3,0.3,0.4,0.3,NA,0.4,0.8,9,18,white_cream,NNNNNNNNNNNN,6,11,1.7,4,eucalyptus_infera,4,7,cm,4,7,cm,60,110,20,50,NA,NA,1.7,4
Eucalyptus insularis,0.4,0.6,0.2,0.3,0.5,0.8,0.4,0.7,9,20,white_cream,NNNNNNNYNNNN,1.8,6.8,0.4,0.9,eucalyptus_insularis,3.5,5.5,cm,0.8,1.5,cm,28,55,4,7,1.8,6.8,NA,0.9
Eucalyptus interstans,1.1,1.4,0.3,0.5,0.3,0.6,0.6,0.8,7,11,white_cream,YNNNNYNNNNYY,8,18,1,3.2,eucalyptus_interstans,8,12,cm,3,6.5,cm,80,180,10,32,NA,NA,NA,NA
Eucalyptus intertexta,0.4,0.8,0.2,0.4,0.3,0.9,0.4,0.8,7,7,white_cream,YYYYYYYYYNNN,5,16,0.8,2.5,eucalyptus_intertexta,3,12,cm,1,3.5,cm,50,160,8,25,NA,NA,NA,NA
Eucalyptus jacksonii,0.7,0.8,0.4,0.5,0.8,1.1,0.7,1,7,7,white_cream,NYNNNNNNNNNN,6,9.5,1.2,2.5,eucalyptus_jacksonii,12,17,cm,6,10,cm,60,115,12,30,NA,9.5,NA,2.5
Eucalyptus jensenii,0.3,0.4,0.2,0.3,0.3,0.5,0.3,0.5,7,7,white_cream,NNYYYNNNNNNN,4.3,11.5,0.7,3,eucalyptus_jensenii,3.8,6.5,cm,2,3,cm,43,115,7,40,NA,NA,NA,3
Eucalyptus jimberlanica,0.7,1,0.6,0.8,0.7,0.9,0.6,0.8,7,7,NA,NA,4.5,9,0.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,9,0.5,1.8
Eucalyptus johnsoniana,0.5,0.6,0.3,0.4,0.8,1.3,0.9,1.6,7,7,white_cream,YNNNNNNNNYNY,5.5,10.5,0.8,2,eucalyptus_johnsoniana,3,11,cm,1,3,cm,55,105,8,20,NA,NA,NA,NA
Eucalyptus johnstonii,0.8,1.1,0.6,0.9,0.7,1,0.9,1.3,3,3,white_cream,NYNYYNNNNYNN,6.5,15,2,4,eucalyptus_johnstonii,2.5,6,cm,1.3,4.5,cm,65,150,20,40,NA,NA,NA,NA
Eucalyptus jucunda,1.1,1.3,0.5,0.6,0.8,1.7,0.8,1.5,7,9,white_cream,YNNNNNNNNNNN,6,12,1,2,eucalyptus_jucunda,2.5,5.7,cm,1.7,3.5,cm,50,160,6,25,6,12,1,2
Eucalyptus jutsonii,0.6,1,0.3,0.4,0.3,0.5,0.5,0.7,7,7,white_cream,NYYNNNNNNNYY,7,15,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,75,135,3,6,7,15,0.1,NA
Eucalyptus kabiana,0.9,1.2,0.3,0.5,0.3,NA,0.5,0.7,7,11,white_cream,NNNNNNNNNYNN,6,15,1,2.3,eucalyptus_kabiana,6,8,cm,2,3,cm,60,150,10,23,NA,NA,NA,NA
Eucalyptus kartzoffiana,0.5,0.6,0.4,0.5,0.4,0.6,0.4,0.9,3,3,white_cream,NYNNNNNNNNNN,8,26.5,1.2,3.6,eucalyptus_kartzoffiana,4.5,6.5,cm,1.5,4.5,cm,80,265,12,36,NA,NA,NA,NA
Eucalyptus kenneallyi,0.6,0.7,0.25,0.3,0.4,0.5,0.3,0.35,7,7,white_cream,NNNNNNNNNNNN,6,11,0.7,2,eucalyptus_kenneallyi,NA,NA,NA,NA,NA,NA,60,110,7,20,NA,NA,NA,NA
Eucalyptus kessellii,1.1,2.2,0.8,1.3,0.7,1.7,0.9,2.1,3,7,white_cream,NYNNNYNYYYYN,7,14.5,1.5,4,NA,NA,NA,NA,NA,NA,NA,70,145,14,45,NA,NA,1.5,4
Eucalyptus kingsmillii,2.2,4,1.5,2.5,0.8,2,1.5,4,3,3,pink white_cream,NNYYYYYYYYNN,5.5,13,1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,13,1,3.6
Eucalyptus kitsoniana,0.6,0.9,0.5,0.6,0.4,0.9,0.7,1.1,7,7,white_cream,YYYNNNNYYYYY,4.5,20,1.5,5.5,eucalyptus_kitsoniana,5,8,cm,3.8,6,cm,45,200,15,55,NA,NA,NA,NA
Eucalyptus kochii,0.1,1,0.3,0.7,0.4,0.9,0.4,0.7,9,15,white_cream,YYNYNNNNNNNN,5.5,14,0.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,14,0.5,1.7
Eucalyptus kondininensis,0.7,1.1,0.4,0.5,0.4,0.6,0.4,0.7,7,7,white_cream,NYNYNNNNNNNN,6,11,0.6,1.5,eucalyptus_kondininensis,5.5,8,cm,1,1.5,cm,60,117,6,18,NA,11,NA,1.5
Eucalyptus kondininensis,0.7,1.1,0.4,0.5,0.4,0.6,0.4,0.7,7,7,white_cream,NYNYNNNNNNNN,6,11,0.6,1.5,eucalyptus_kondininensis_subsp._tuberosa,NA,NA,NA,NA,NA,NA,60,117,6,18,NA,11,NA,1.5
Eucalyptus koolpinensis,0.7,0.9,0.4,0.5,0.5,0.8,0.5,0.7,7,7,white_cream,NNNNYNNNNNNN,4,10,3.5,8.5,eucalyptus_koolpinensis,4,9,cm,4.5,9,cm,40,100,35,125,NA,NA,NA,8.5
Eucalyptus kruseana,0.7,1,0.3,0.5,0.5,0.9,0.5,0.7,7,7,green,NYYNYNYNNNNN,1,2.5,1,2.5,eucalyptus_kruseana,NA,NA,NA,NA,NA,NA,10,25,10,25,NA,NA,NA,NA
Eucalyptus kumarlensis,0.6,0.8,0.3,0.4,0.3,0.5,0.4,0.5,7,9,white_cream,NYNNNNNNNNNN,6,11,0.4,1,eucalyptus_kumarlensis,3,7.5,cm,0.3,0.6,cm,60,110,4,10,NA,NA,NA,NA
Eucalyptus kybeanensis,0.4,0.5,0.4,NA,0.4,0.6,0.5,0.9,7,11,white_cream,NNNNNNNNYYYY,5,11,0.5,1.5,eucalyptus_kybeanensis,3.5,8.5,cm,0.6,1.6,cm,50,110,5,15,NA,NA,NA,NA
Eucalyptus lacrimans,0.6,0.8,0.4,0.5,0.7,1.1,0.8,1.1,9,15,white_cream,YYNNNNNNNNNY,7,18,0.7,3,eucalyptus_lacrimans,6.5,11,cm,2.2,4,cm,70,180,7,30,NA,NA,NA,NA
