taxon_name,trait_name,value_type,value,unit,original_name,observation_id,value_new
Synaphea platyphylla,plant_height,maximum,0.12,m,Synaphea platyphylla,4005,NA
Synaphea polymorpha,plant_height,maximum,0.35,m,Synaphea polymorpha,4006,NA
Synaphea preissii,leaf_width,minimum,1.5,mm,Synaphea preissii,4007,NA
Synaphea preissii,leaf_width,maximum,4,mm,Synaphea preissii,4007,NA
Synaphea preissii,plant_height,maximum,0.13,m,Synaphea preissii,4007,NA
Synaphea quartzitica,plant_height,maximum,0.07,m,Synaphea quartzitica,4008,NA
Synaphea rangiferops,plant_height,maximum,0.3,m,Synaphea rangiferops,4009,NA
Synaphea sparsiflora,plant_height,maximum,0.6,m,Synaphea sparsiflora,4012,NA
Synaphea spinulosa,plant_height,maximum,0.5,m,Synaphea spinulosa,4013,NA
Synaphea stenoloba,plant_height,maximum,0.45,m,Synaphea stenoloba,4017,NA
Synaphea whicherensis,plant_height,maximum,0.4,m,Synaphea whicherensis,4020,NA
Tacca maculata,plant_height,maximum,2,m,Tacca maculata,4025,NA
Terminalia aridicola,leaf_length,minimum,30,mm,Terminalia aridicola,4045,NA
Terminalia aridicola,leaf_length,maximum,150,mm,Terminalia aridicola,4045,NA
Terminalia canescens,leaf_length,minimum,25,mm,Terminalia canescens,4049,NA
Terminalia prostrata,plant_height,maximum,1,m,Terminalia prostrata,4068,NA
Thysanotus acerosifolius,leaf_width,minimum,1,mm,Thysanotus acerosifolius,4083,NA
Thysanotus acerosifolius,leaf_width,maximum,1,mm,Thysanotus acerosifolius,4083,NA
Thysanotus arbuscula,leaf_length,minimum,60,mm,Thysanotus arbuscula,4085,NA
Thysanotus arenarius,leaf_length,minimum,230,mm,Thysanotus arenarius,4086,NA
Thysanotus asper,leaf_width,minimum,1,mm,Thysanotus asper,4087,NA
Thysanotus banksii,leaf_width,minimum,1,mm,Thysanotus banksii,4088,NA
Thysanotus brevifolius,leaf_length,minimum,80,mm,Thysanotus brevifolius,4092,NA
Thysanotus chinensis,leaf_width,minimum,1,mm,Thysanotus chinensis,4093,NA
Thysanotus cymosus,leaf_width,minimum,1,mm,Thysanotus cymosus,4094,NA
Thysanotus cymosus,leaf_width,maximum,1,mm,Thysanotus cymosus,4094,NA
Thysanotus dichotomus,plant_height,maximum,0.6,m,Thysanotus dichotomus,4095,NA
Thysanotus fastigiatus,plant_height,maximum,0.4,m,Thysanotus fastigiatus,4097,NA
Thysanotus parviflorus,leaf_width,minimum,1,mm,Thysanotus parviflorus,4111,NA
Thysanotus parviflorus,leaf_width,maximum,1,mm,Thysanotus parviflorus,4111,NA
Thysanotus pyramidalis,leaf_width,minimum,1,mm,Thysanotus pyramidalis,4115,NA
Thysanotus ramulosus,plant_height,maximum,0.1,m,Thysanotus ramulosus,4116,NA
Thysanotus sabulosus,leaf_width,minimum,1,mm,Thysanotus sabulosus,4118,NA
Thysanotus speckii,leaf_width,minimum,1,mm,Thysanotus speckii,4121,NA
Thysanotus speckii,leaf_width,maximum,1,mm,Thysanotus speckii,4121,NA
Thysanotus spiniger,leaf_length,minimum,150,mm,Thysanotus spiniger,4122,NA
Thysanotus vernalis,leaf_width,minimum,1,mm,Thysanotus vernalis,4129,NA
Thysanotus vernalis,leaf_width,maximum,1,mm,Thysanotus vernalis,4129,NA
Tribonanthes australis,plant_height,maximum,0.39,m,Tribonanthes australis,4146,NA
Tribonanthes brachypetala,plant_height,maximum,0.4,m,Tribonanthes brachypetala,4147,NA
Tribonanthes longipetala,plant_height,maximum,0.32,m,Tribonanthes longipetala,4148,NA
Tribonanthes purpurea,plant_height,maximum,0.04,m,Tribonanthes purpurea,4149,NA
Tribonanthes violacea,plant_height,maximum,0.1,m,Tribonanthes violacea,4150,NA
Tripterococcus brunonis,leaf_length,minimum,20,mm,Tripterococcus brunonis,4162,NA
Trithuria bibracteata,leaf_width,minimum,0.4,mm,Trithuria bibracteata,4165,NA
Trithuria bibracteata,plant_height,maximum,0.01,m,Trithuria bibracteata,4165,NA
Trithuria lanterna,leaf_width,minimum,0.8,mm,Trithuria lanterna,4166,NA
Trithuria submersa,leaf_width,minimum,1,mm,Trithuria submersa,4167,NA
Typha domingensis,plant_height,maximum,3,m,Typha domingensis,4173,NA
Typha orientalis,plant_height,maximum,3,m,Typha orientalis,4174,NA
Velleia arguta,leaf_width,minimum,15,mm,Velleia arguta,4179,NA
Velleia connata,leaf_width,minimum,80,mm,Velleia connata,4180,NA
Velleia connata,plant_height,maximum,0.6,m,Velleia connata,4180,NA
Velleia cycnopotamica,plant_height,maximum,0.25,m,Velleia cycnopotamica,4181,NA
Velleia daviesii,plant_height,maximum,0.4,m,Velleia daviesii,4182,NA
Velleia discophora,plant_height,maximum,0.8,m,Velleia discophora,4183,NA
Velleia exigua,leaf_length,minimum,10,mm,Velleia exigua,4184,NA
Velleia foliosa,plant_height,maximum,0.3,m,Velleia foliosa,4185,NA
Velleia glabrata,leaf_width,minimum,20,mm,Velleia glabrata,4186,NA
Velleia hispida,plant_height,maximum,0.16,m,Velleia hispida,4187,NA
Velleia lyrata,plant_height,maximum,0.5,m,Velleia lyrata,4188,NA
Velleia macrocalyx,plant_height,maximum,0.35,m,Velleia macrocalyx,4189,NA
Velleia macrophylla,plant_height,maximum,1,m,Velleia macrophylla,4190,NA
Velleia montana,plant_height,maximum,0.1,m,Velleia montana,4191,NA
Velleia panduriformis,plant_height,maximum,1,m,Velleia panduriformis,4192,NA
Velleia paradoxa,plant_height,maximum,0.4,m,Velleia paradoxa,4193,NA
Velleia parvisepta,plant_height,maximum,0.4,m,Velleia parvisepta,4194,NA
Velleia perfoliata,plant_height,maximum,0.5,m,Velleia perfoliata,4195,NA
Velleia pubescens,plant_height,maximum,0.15,m,Velleia pubescens,4196,NA
Velleia rosea,plant_height,maximum,0.15,m,Velleia rosea,4197,NA
Velleia spathulata,plant_height,maximum,0.25,m,Velleia spathulata,4198,NA
Velleia trinervis,plant_height,maximum,0.4,m,Velleia trinervis,4199,NA
Verreauxia verreauxii,leaf_length,minimum,60,mm,Verreauxia verreauxii,4201,NA
Verreauxia verreauxii,leaf_width,minimum,30,mm,Verreauxia verreauxii,4201,NA
Verreauxia verreauxii,plant_height,maximum,0.5,m,Verreauxia verreauxii,4201,NA
Wollemia nobilis,leaf_length,minimum,10,mm,Wollemia nobilis,4220,NA
Wollemia nobilis,leaf_length,maximum,40,mm,Wollemia nobilis,4220,NA
Wollemia nobilis,leaf_width,minimum,4,mm,Wollemia nobilis,4220,NA
Wollemia nobilis,leaf_width,maximum,8,mm,Wollemia nobilis,4220,NA
Wurmbea inframediana,leaf_width,minimum,1.5,mm,Wurmbea inframediana,4230,NA
Wurmbea monantha,leaf_width,minimum,2,mm,Wurmbea monantha,4232,NA
Wurmbea tenella,leaf_width,minimum,2.5,mm,Wurmbea tenella,4237,NA
Wurmbea tenella,leaf_width,maximum,2.5,mm,Wurmbea tenella,4237,NA
Xanthorrhoea acanthostachya,leaf_length,minimum,2,mm,Xanthorrhoea acanthostachya,4240,NA
Xanthorrhoea acanthostachya,leaf_length,maximum,2.3,mm,Xanthorrhoea acanthostachya,4240,NA
Xanthorrhoea acanthostachya,plant_height,maximum,1.5,m,Xanthorrhoea acanthostachya,4240,NA
Xanthorrhoea acaulis,leaf_width,minimum,1.8,mm,Xanthorrhoea acaulis,4241,NA
Xanthorrhoea acaulis,plant_height,maximum,0.3,m,Xanthorrhoea acaulis,4241,NA
Xanthorrhoea arborea,plant_height,maximum,2,m,Xanthorrhoea arborea,4242,NA
Xanthorrhoea australis,leaf_length,minimum,1.2,mm,Xanthorrhoea australis,4244,NA
Xanthorrhoea australis,leaf_length,maximum,3,mm,Xanthorrhoea australis,4244,NA
Xanthorrhoea australis,plant_height,maximum,3,m,Xanthorrhoea australis,4244,NA
Xanthorrhoea brunonis,plant_height,maximum,0.1,m,Xanthorrhoea brunonis,4247,NA
Xanthorrhoea drummondii,plant_height,maximum,2,m,Xanthorrhoea drummondii,4252,NA
Xanthorrhoea glauca,leaf_length,minimum,1.3,mm,Xanthorrhoea glauca,4254,NA
Xanthorrhoea glauca,leaf_length,maximum,5.2,mm,Xanthorrhoea glauca,4254,NA
Xanthorrhoea glauca,plant_height,maximum,5,m,Xanthorrhoea glauca,4254,NA
Xanthorrhoea gracilis,leaf_width,minimum,3,mm,Xanthorrhoea gracilis,4257,NA
Xanthorrhoea johnsonii,plant_height,maximum,5,m,Xanthorrhoea johnsonii,4258,NA
Xanthorrhoea latifolia,plant_height,maximum,3.6,m,Xanthorrhoea latifolia,4259,NA
Xanthorrhoea malacophylla,plant_height,maximum,6,m,Xanthorrhoea malacophylla,4263,NA
Xanthorrhoea media,leaf_length,minimum,2,mm,Xanthorrhoea media,4264,NA
Xanthorrhoea media,leaf_length,maximum,2.8,mm,Xanthorrhoea media,4264,NA
Xanthorrhoea media,plant_height,maximum,0.3,m,Xanthorrhoea media,4264,NA
Xanthorrhoea nana,leaf_width,minimum,3,mm,Xanthorrhoea nana,4268,NA
Xanthorrhoea nana,leaf_width,maximum,3,mm,Xanthorrhoea nana,4268,NA
Xanthorrhoea nana,plant_height,maximum,0.5,m,Xanthorrhoea nana,4268,NA
Xanthorrhoea preissii,plant_height,maximum,3,m,Xanthorrhoea preissii,4270,NA
Xanthorrhoea pumilio,plant_height,maximum,0.6,m,Xanthorrhoea pumilio,4271,NA
Xanthorrhoea quadrangulata,leaf_width,minimum,1.8,mm,Xanthorrhoea quadrangulata,4272,NA
Xanthorrhoea quadrangulata,plant_height,maximum,2,m,Xanthorrhoea quadrangulata,4272,NA
Xanthorrhoea resinosa,plant_height,maximum,0.6,m,Xanthorrhoea resinosa,4273,NA
Xanthorrhoea semiplana,plant_height,maximum,6,m,Xanthorrhoea semiplana,4274,NA
Xanthorrhoea semiplana subsp. semiplana,plant_height,maximum,1,m,Xanthorrhoea semiplana subsp. semiplana,4275,NA
Xanthorrhoea semiplana subsp. tateana,plant_height,maximum,5,m,Xanthorrhoea semiplana subsp. tateana,4276,NA
Xanthorrhoea thorntonii,plant_height,maximum,5,m,Xanthorrhoea thorntonii,4277,NA
Xylomelum angustifolium,plant_height,maximum,7,m,Xylomelum angustifolium,4280,NA
Xylomelum occidentale,leaf_length,minimum,125,mm,Xylomelum occidentale,4282,NA
Xylomelum occidentale,leaf_width,minimum,45,mm,Xylomelum occidentale,4282,NA
Xylomelum pyriforme,leaf_width,minimum,50,mm,Xylomelum pyriforme,4283,NA
Xylomelum pyriforme,plant_height,maximum,5,m,Xylomelum pyriforme,4283,NA
