Spp Name,Order,Family,Genus,Species_Code,Plant_height_(m),Leaf_Area_cm2,Seed_Mass_g,"Plant_height_interpolated_(1=Y,0=N)","Leaf_Area_interpolated_(1=Y,0=N)","Seed_Mass_interpolated_(1=Y,0=N)",seed_mass_outcome,plant_height_outcome
Leptospermum glaucescens,Myrtales,Myrtaceae,Leptospermum,1161,18,0.628319,3.206e-4,0,0,0,keep,keep
Leptospermum grandiflorum,Myrtales,Myrtaceae,Leptospermum,1162,5,0.785398,3.352e-4,0,0,0,keep,keep
Leptospermum laevigatum,Myrtales,Myrtaceae,Leptospermum,1163,5,2.35619,1.7971e-4,0,0,1,keep,keep
Leptospermum lanigerum,Myrtales,Myrtaceae,Leptospermum,1164,18,0.628319,2.0028e-4,0,0,0,keep,keep
Leptospermum nitidum,Myrtales,Myrtaceae,Leptospermum,1165,12,0.628319,8.6e-5,0,0,0,omit,keep
Leptospermum riparium,Myrtales,Myrtaceae,Leptospermum,1166,4,0.785398,1.528e-4,0,0,0,omit,keep
Leptospermum rupestre,Myrtales,Myrtaceae,Leptospermum,1167,1.5,0.188496,8.38e-5,0,0,0,omit,keep
Leptospermum scoparium,Myrtales,Myrtaceae,Leptospermum,1168,5,1.20951,7.93e-5,0,0,0,keep,keep
Lepyrodia tasmanica,Poales,Restionaceae,Lepyrodia,1170,1.22857,6.02139,0.0014557,1,1,1,keep,keep
Leucophyta brownii,Asterales,Asteraceae,Leucophyta,1173,1,1.31947,1.176e-4,0,0,0,keep,omit
Leucopogon australis,Ericales,Ericaceae,Leucopogon,1174,2,6.67588,0.0097476,0,0,0,keep,keep
Leucopogon collinus,Ericales,Ericaceae,Leucopogon,1175,0.6,0.254469,0.0066578,0,0,1,keep,keep
Leucopogon ericoides,Ericales,Ericaceae,Leucopogon,1176,2,0.294524,0.0066578,0,0,1,keep,keep
Leucopogon hookeri,Ericales,Ericaceae,Leucopogon,1178,0.5,0.180642,0.0066578,0,0,1,keep,keep
Leucopogon milliganii,Ericales,Ericaceae,Leucopogon,1180,0.4,1.32143,0.0066578,0,1,1,keep,keep
Leucopogon montanus,Ericales,Ericaceae,Leucopogon,1181,1.26667,1.32143,0.0066578,1,1,1,keep,keep
Leucopogon parviflorus,Ericales,Ericaceae,Leucopogon,1183,5,1.92423,0.003568,0,0,0,keep,keep
Leucopogon pilifer,Ericales,Ericaceae,Leucopogon,1184,0.1,0.0714712,0.0066578,0,0,1,keep,keep
Leucopogon stuartii,Ericales,Ericaceae,Leucopogon,1185,0.3,0.188496,0.0066578,0,0,1,keep,keep
Leucopogon virgatus,Ericales,Ericaceae,Leucopogon,1186,0.5,0.981748,0.0066578,0,0,1,keep,keep
Libertia pulchella,Asparagales,Iridaceae,Libertia,1187,0.3,49.2557,6.84e-4,0,1,0,keep,keep
Lilaeopsis polyantha,Apiales,Apiaceae,Lilaeopsis,1188,0.3,20.6717,0.0012588,0,1,1,keep,keep
Lindsaea linearis,Polypodiales,Lindsaeaceae,Lindsaea,1192,0.1,28.2743,0.0033,0,0,1,keep,keep
Linum albidum,Malpighiales,Linaceae,Linum,1195,1,3.04551,7.476e-4,1,1,1,omit,keep
Linum marginale,Malpighiales,Linaceae,Linum,1196,1,3.04551,7.476e-4,0,1,0,keep,omit
Liparophyllum gunnii,Asterales,Menyanthaceae,Liparophyllum,1197,0.85,71.4712,4.25371e-4,1,1,1,keep,keep
Lissanthe montana,Ericales,Ericaceae,Lissanthe,1198,1,0.267035,0.0013994,1,1,1,keep,keep
Lissanthe strigosa,Ericales,Ericaceae,Lissanthe,1199,1,0.267035,0.0013994,0,0,0,keep,keep
Lobelia alata,Asterales,Lobeliaceae,Lobelia,1201,0.575,7.2453,2.57e-5,1,1,1,keep,keep
Lobelia anceps,Asterales,Lobeliaceae,Lobelia,1202,0.5,12.5664,1.43e-5,0,0,0,keep,keep
Lobelia gibbosa,Asterales,Lobeliaceae,Lobelia,1203,0.65,1.92423,3.7e-5,0,0,0,keep,keep
Logfia gallica,Asterales,Asteraceae,Logfia,1207,0.934724,11.8909,4.01868e-4,1,1,1,keep,keep
Lomandra longifolia,Asparagales,Lomandraceae,Lomandra,1208,1,58.9049,0.0107209,0,0,0,keep,keep
Lomandra nana,Asparagales,Lomandraceae,Lomandra,1209,1,58.9049,0.0107209,1,1,1,keep,keep
Lomatia polymorpha,Proteales,Proteaceae,Lomatia,1210,4,4.39823,0.0379501,0,0,1,keep,keep
Lomatia tinctoria,Proteales,Proteaceae,Lomatia,1211,1.5,2.74889,0.0379501,0,0,1,keep,keep
Lotus corniculatus var tenuifolius,Fabales,Fabaceae,Lotus,1214,0.6,7.21216,0.00789099,0,1,1,keep,keep
Luzula australasica,Poales,Juncaceae,Luzula,1220,0.35,11.781,4.872e-4,0,0,1,keep,keep
Luzula densiflora,Poales,Juncaceae,Luzula,1222,0.3,7.85398,3.668e-4,0,0,0,keep,keep
Luzula flaccida,Poales,Juncaceae,Luzula,1223,0.4,14.1372,6.076e-4,0,0,0,keep,keep
Luzula meridionalis,Poales,Juncaceae,Luzula,1224,0.3,11.3097,4.872e-4,0,1,1,keep,keep
Luzula modesta,Poales,Juncaceae,Luzula,1225,0.5,10.9956,4.872e-4,0,0,1,keep,keep
Luzula novae-cambriae,Poales,Juncaceae,Luzula,1226,0.3,11.781,4.872e-4,0,0,1,keep,keep
Lycopodiella diffusa,Lycopodiales,Lycopodiaceae,Lycopodiella,1228,0.5,0.019635,0.0033,1,1,1,keep,keep
Lycopodiella lateralis,Lycopodiales,Lycopodiaceae,Lycopodiella,1229,0.5,0.019635,0.0033,0,1,1,keep,keep
Lycopodium deuterodensum,Lycopodiales,Lycopodiaceae,Lycopodium,1231,1,0.019635,0.0033,0,0,1,keep,keep
Lycopodium fastigiatum,Lycopodiales,Lycopodiaceae,Lycopodium,1232,0.1,0.019635,0.0033,0,1,1,keep,omit
Lycopodium scariosum,Lycopodiales,Lycopodiaceae,Lycopodium,1233,0.05,0.019635,0.0033,0,1,1,keep,keep
Lythrum hyssopifolia,Myrtales,Lythraceae,Lythrum,1238,0.6,12.6139,6.44e-5,0,1,1,keep,omit
Lythrum salicaria,Myrtales,Lythraceae,Lythrum,1239,1.5,12.6139,6.44e-5,0,1,0,keep,omit
Mazus pumilio,Lamiales,Phrymaceae,Mazus,1241,1.24286,9.68985,7.19505e-4,1,1,1,keep,keep
Melaleuca ericifolia,Myrtales,Myrtaceae,Melaleuca,1245,7,0.149226,3.96e-5,0,0,0,keep,keep
Melaleuca gibbosa,Myrtales,Myrtaceae,Melaleuca,1246,3,0.188496,7.72e-5,0,0,0,keep,omit
Melaleuca pustulata,Myrtales,Myrtaceae,Melaleuca,1247,2.5,0.0942478,4.03e-5,0,0,0,keep,keep
Melaleuca squamea,Myrtales,Myrtaceae,Melaleuca,1248,6,0.282743,2.692e-4,0,0,0,keep,keep
Melaleuca squarrosa,Myrtales,Myrtaceae,Melaleuca,1249,15,0.659734,1.74e-4,0,0,0,keep,keep
Melilotus indica,Fabales,Fabaceae,Melilotus,1252,0.2,1.5708,0.00789099,0,0,1,keep,keep
Mentha australis,Lamiales,Lamiaceae,Mentha,1254,0.1,1.88496,1.576e-4,0,1,0,keep,keep
Mentha diemenica,Lamiales,Lamiaceae,Mentha,1255,0.1,1.88496,1.576e-4,0,0,1,keep,keep
Micrantheum hexandrum,Malpighiales,Picrodendraceae,Micrantheum,1256,2,0.353429,0.0057196,0,0,0,keep,keep
Micrantheum serpentinum,Malpighiales,Picrodendraceae,Micrantheum,1257,3,0.125664,0.0026192,0,0,0,keep,keep
Microcachrys tetragona,Pinales,Podocarpaceae,Microcachrys,1258,0.3,0.00785398,0.00265696,0,0,0,keep,keep
Microlaena stipoides,Poales,Poaceae,Microlaena,1259,0.7,8.18651,0.0021252,0,1,1,keep,keep
Microlaena tasmanica,Poales,Poaceae,Microlaena,1260,0.7,8.18651,0.0021252,1,1,0,keep,keep
Microseris lanceolata,Asterales,Asteraceae,Microseris,1261,0.4,35.3429,0.0014208,0,0,0,keep,keep
Microsorum pustulatum,Polypodiales,Polypodiaceae,Microsorum,1263,0.1,53.40707511,0.0033,0,1,1,keep,keep
Microtis parviflora,Asparagales,Orchidaceae,Microtis,1266,0.5,14.7073,1.4e-6,0,1,1,keep,keep
Microtis rara,Asparagales,Orchidaceae,Microtis,1267,0.5,14.7073,1.4e-6,0,1,1,keep,keep
Microtis unifolia,Asparagales,Orchidaceae,Microtis,1268,0.6,14.7073,1.4e-6,0,1,0,keep,keep
Milligania densiflora,Liliales,Liliaceae,Milligania,1269,0.5,58.9049,3.56e-4,0,0,0,keep,omit
Milligania lindoniana,Liliales,Liliaceae,Milligania,1271,0.4,37.6991,2.576e-4,0,0,0,keep,omit
Millotia tenuifolia,Asterales,Asteraceae,Millotia,1275,0.1,0.11781,2.952e-4,0,0,0,keep,keep
Mimulus repens,Lamiales,Scrophulariaceae,Mimulus,1276,0.2,0.11781,1.66678e-4,0,0,1,keep,omit
Mitrasacme archeri,Gentianales,Loganiaceae,Mitrasacme,1279,0.05,0.166897,6.92e-5,0,1,1,keep,keep
Mitrasacme montana,Gentianales,Loganiaceae,Mitrasacme,1280,0.1,0.166897,6.92e-5,0,1,1,keep,keep
Mitrasacme pilosa,Gentianales,Loganiaceae,Mitrasacme,1281,0.05,0.235619,6.92e-5,0,0,0,omit,keep
Mitrasacme serpyllifolia,Gentianales,Loganiaceae,Mitrasacme,1282,0.1,0.0981748,6.92e-5,0,0,1,keep,keep
Monotoca elliptica,Ericales,Ericaceae,Monotoca,1283,8,1.08385,0.0021584,0,0,0,keep,keep
Monotoca empetrifolia,Ericales,Ericaceae,Monotoca,1284,0.4,0.11781,0.0018188,0,0,1,keep,keep
Monotoca glauca,Ericales,Ericaceae,Monotoca,1285,7,1.32732,0.0014792,0,0,0,omit,keep
Monotoca linifolia,Ericales,Ericaceae,Monotoca,1286,2,0.188496,0.0018188,0,0,1,keep,keep
Monotoca scoparia,Ericales,Ericaceae,Monotoca,1287,2,0.376991,0.0018188,0,0,1,keep,keep
Monotoca submutica,Ericales,Ericaceae,Monotoca,1288,1.5,0.471239,0.0018188,0,0,1,keep,keep
Muehlenbeckia adpressa,Caryophyllales,Polygonaceae,Muehlenbeckia,1290,0.6,43.9823,0.0049092,0,0,0,keep,keep
Muehlenbeckia gunnii,Caryophyllales,Polygonaceae,Muehlenbeckia,1293,0.6,9.42478,0.0049092,1,0,1,keep,keep
Myoporum insulare,Lamiales,Scrophulariaceae,Myoporum,1294,6,15.5509,1.66678e-4,0,0,1,keep,keep
Myosotis australis,Lamiales,Boraginaceae,Myosotis,1296,0.4,12.5664,7.19505e-4,0,0,1,keep,keep
Myriophyllum amphibium,Saxifragales,Haloragaceae,Myriophyllum,1300,0.05,0.0811578,8.06e-5,1,1,1,keep,keep
Myriophyllum integrifolium,Saxifragales,Haloragaceae,Myriophyllum,1303,0.05,0.0392699,5e-5,0,0,0,keep,keep
Myriophyllum muelleri,Saxifragales,Haloragaceae,Myriophyllum,1304,0.05,0.0863938,8.06e-5,0,0,1,keep,keep
Myriophyllum pedunculatum,Saxifragales,Haloragaceae,Myriophyllum,1305,0.05,0.0811578,8.06e-5,1,1,1,keep,keep
Myriophyllum propinquum,Saxifragales,Haloragaceae,Myriophyllum,1306,0.05,0.0811578,8.06e-5,1,1,1,keep,keep
Myriophyllum salsugineum,Saxifragales,Haloragaceae,Myriophyllum,1307,0.05,0.0811578,8.06e-5,1,1,1,keep,keep
Myriophyllum simulans,Saxifragales,Haloragaceae,Myriophyllum,1308,0.05,0.0811578,1.112e-4,1,1,0,omit,keep
Myriophyllum variifolium,Saxifragales,Haloragaceae,Myriophyllum,1309,0.05,0.11781,8.06e-5,0,0,1,keep,keep
Nablonium calyceroides,Asterales,Asteraceae,Nablonium,1310,0.934724,11.8909,4.01868e-4,1,1,1,keep,keep
Nemacianthus caudatus,Asparagales,Orchidaceae,Nemacianthus,1312,0.1,4.71239,5.33e-6,0,0,1,keep,keep
Nematolepis squamea,Sapindales,Rutaceae,Nematolepis,1313,12,17.2788,0.0019848,0,0,0,keep,omit
Neopaxia australasica,Caryophyllales,Portulacaceae,Neopaxia,1314,0.3,1.92423,1.008e-4,0,1,1,keep,keep
Nertera depressa,Gentianales,Rubiaceae,Nertera,1315,0.05,1.5396,0.0114775,0,1,1,keep,keep
Notelaea ligustrina,Scrophulariales,Oleaceae,Notelaea,1318,12,16.6897,0.049058,0,0,0,keep,keep
Nothofagus cunninghamii,Fagales,Nothofagaceae,Nothofagus,1319,30,3.53429,0.0018268,0,0,0,keep,keep
Notodanthonia gracilis,Poales,Poaceae,Notodanthonia,1321,1,8.18651,0.00120732,1,1,1,keep,keep
Notodanthonia semiannularis,Poales,Poaceae,Notodanthonia,1322,1,8.18651,0.00120732,0,1,1,keep,keep
Nymphoides exigua,Asterales,Menyanthaceae,Nymphoides,1323,0.05,71.4712,4.25371e-4,0,1,1,keep,keep
Olearia algida,Asterales,Asteraceae,Olearia,1326,0.7,0.0235619,4.952e-4,0,0,0,keep,keep
Olearia argophylla,Asterales,Asteraceae,Olearia,1328,10,65.9734,7.44e-4,0,0,0,keep,keep
Olearia axillaris,Asterales,Asteraceae,Olearia,1329,2,0.589049,7.1716e-4,0,0,1,keep,keep
Olearia ciliata,Asterales,Asteraceae,Olearia,1330,0.8,0.706858,7.1716e-4,0,0,1,keep,keep
Olearia ericoides,Asterales,Asteraceae,Olearia,1331,1,0.0392699,1.944e-4,0,0,0,keep,keep
Olearia erubescens,Asterales,Asteraceae,Olearia,1332,1,6.47953,7.1716e-4,0,0,1,keep,keep
Olearia floribunda,Asterales,Asteraceae,Olearia,1333,2,0.0235619,5.865e-4,0,0,0,keep,keep
Olearia glandulosa,Asterales,Asteraceae,Olearia,1334,2.4,0.863938,1.848e-4,0,0,0,keep,keep
Olearia hookeri,Asterales,Asteraceae,Olearia,1336,1,0.0392699,4.876e-4,0,0,0,keep,keep
Olearia ledifolia,Asterales,Asteraceae,Olearia,1337,0.6,3.53429,7.1716e-4,0,0,1,keep,keep
Olearia lepidophylla,Asterales,Asteraceae,Olearia,1338,0.5,0.00549779,7.1716e-4,0,0,1,keep,keep
Olearia lirata,Asterales,Asteraceae,Olearia,1339,4,41.2334,3.164e-4,0,0,0,omit,keep
Olearia myrsinoides,Asterales,Asteraceae,Olearia,1340,0.8,5.18363,0.0032316,0,0,0,keep,keep
Olearia obcordata,Asterales,Asteraceae,Olearia,1341,0.6,0.706858,9.92e-4,0,0,0,omit,keep
Olearia persoonioides,Asterales,Asteraceae,Olearia,1342,3,0.0863938,7.1716e-4,0,0,1,keep,keep
