Species,Replicate,Date_leaf_traits,leaf angle (degrees from horizontal),Leaf fresh mass (g),Leaf length (cm),Leaf width (cm),Leaf area (mm2),Specific leaf area (mm2.g-1),Leaf perimeter (mm),Leaf dry mass (g),Leaf Dry Matter Content (LDMC; dry mass / fresh mass),Date_plant_traits,Plant height (cm),Plant width (cm),Diameter of the thickest root (mm),Number of primary root axes,Tap root (yes/no),Root fresh mass (g),Root projected area (mm2),Root perimeter (mm),Root dry mass (g),Root Dry Matter Content (RDMC: dry mass / fresh mass),Specific Root Area (SRA: root surface area / dry mass) (mm2.g-1),Total root length (cm),Specific Root Length (SRL: root length/root dry weight) (cm.g-1),Root Projected Area (cm2),Root Surface Area (cm2) [winrhizo],Average root diameter (cm),Total root volume (cm3),Number of root tips,Number of root forks,fine:coarse root ratio (volume of fine root (<0.5mm diametre) / volume of coarse root (>0.5mm diametre)),Root Biomass (g) 0-10cm depth,Green shoot biomass (g),Non-green shoot biomass (g),Total shoot biomass (g),Root:Shoot ratio,leaf_mass_fraction,leaf_mass_to_stem_mass,Life form (1 = phanerophytes; 2 = chamaephytes; 3 = hemicryptophytes; 4 = geophytes; 5 = therophytes),"N-fixation (0=N, 1=Y)","Photosynthetic pathway (1=C3, 2=C4, 3=CAM,)",Specific Root Area (SRA) (m2.kg-1),Root Dry Matter Content (RDMC),B (root biomass depth distribution coefficient (Gale and Grigal 1987)),Diameter thickest root (mm),tap_root2,site
Petrorhagia nanteuilii,5,17/10/2005,60,0.0061,1.8,0.16,24.638,16425.33333,37.508,0.0015,0.245901639,27/10/2005,33.5,20.3,2.82,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.2817,0.637,0.9187,0.059867204,0.289308822,0.306628932,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Plantago varia,1,27/09/2005,61,0.3619,8.4,1.4,635.27,11243.71681,198.01,0.0565,0.156120475,27/09/2005,5.4,6.2,4.97,1,yes,0.3117,332.19,1089.3,0.05,0.160410651,2.09814,52.3535,1047,3.3393,10.4907,0.0639,0.168,53,100,0.099737533,0.292,0.204,0,0.204,1.431372549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Plantago varia,2,27/09/2005,58,0.1913,4.2,1.6,357.44,13189.6679,102.71,0.0271,0.141662311,27/09/2005,7.4,5.2,4.94,1,yes,0.2004,275.04,1049,0.0346,0.172654691,2.508901734,50.9898,1474,2.7632,8.6808,0.0545,0.118,55,133,0.179461615,0.682,0.098,0,0.098,6.959183673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Plantago varia,3,27/09/2005,69,0.2575,6.4,1.4,526.41,13637.56477,152.5,0.0386,0.149902913,27/09/2005,7.4,6.5,5.73,1,yes,0.4027,381.79,1299.7,0.0588,0.146014403,2.049217687,62.7797,1068,3.8354,12.0494,0.0613,0.185,52,87,0.119466343,1.093,0.151,0,0.151,7.238410596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Plantago varia,4,27/09/2005,30,0.7852,12.2,2.1,1178.9,9694.901316,313.09,0.1216,0.154865003,27/09/2005,5.9,5.6,6.26,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,0.203,0,0.203,1.344827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Plantago varia,5,27/09/2005,59,0.5086,9.2,1.3,930.28,11880.97063,213.36,0.0783,0.153952025,27/09/2005,5.4,4.2,3.06,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235,0.116,0,0.116,2.025862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa bulbosa,1,13/09/2005,NA,0.0015,1.096,0.065,7.6201,19050.25,24.429,4.00E-04,0.266666667,13/09/2005,2,2.3,0.01,15,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134,0.0117,0,0.0117,1.145299145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa bulbosa,2,13/09/2005,NA,0.0018,1.016,0.065,12.616,25232,24.628,5.00E-04,0.277777778,13/09/2005,2.3,2,0.016,12,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.0093,0,0.0093,1.096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa bulbosa,3,13/09/2005,NA,0.0012,0.876,0.056,10.036,20072,22.392,5.00E-04,0.416666667,13/09/2005,2.1,2.4,0.015,20,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117,0.043,0,0.043,0.272093023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa labillardieri,1,3/10/2005,78,0.0932,38.3,0.096,311.46,6845.274725,782.4,0.0455,0.488197425,30/09/2005,41.6,NA,1.35,744,no,0.0439,465.47,4648,0.0212,0.482915718,6.920707547,221.9547,10470,4.6702,14.6719,0.0211,0.077,771,1454,1.227665706,29.303,11.732,85.76,97.492,0.300568252,0.092527308,0.120338079,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa labillardieri,2,3/10/2005,83,0.0814,28.7,0.138,263.23,7057.104558,592.58,0.0373,0.458230958,3/10/2005,29.1,29.2,1.09,246,no,0.0204,250.55,1750,0.0102,0.5,7.865980392,89.1209,8737,2.5539,8.0233,0.0291,0.058,302,628,0.90228013,6.066,3.122,6.948,10.07,0.602383317,0.193480416,0.310029791,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa labillardieri,3,3/10/2005,84,0.1072,24.4,0.175,284.49,6294.026549,504.28,0.0452,0.421641791,3/10/2005,42.7,36.2,1.25,740,no,0.0548,560.39,4965.8,0.0164,0.299270073,11.12335366,246.8434,15051,5.8067,18.2423,0.0236,0.107,579,1350,1.457665904,29.56,8.3384,50.654,58.9924,0.501081495,0.094163456,0.141347021,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa labillardieri,4,3/10/2005,66,0.1346,39,0.139,384.27,5337.083333,816.67,0.072,0.534918276,3/10/2005,28.7,27.2,1.35,312,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.062,3.212,13.326,16.538,0.547950175,0.12546875,0.194219374,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Poa labillardieri,5,3/10/2005,76,0.1626,30.4,0.158,360.41,5411.561562,628.44,0.0666,0.409594096,3/10/2005,44.6,45.1,1.1,728,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.875,11.103,80.062,91.165,0.393517249,0.08739767,0.121790161,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Solenogyne dominii,1,20/09/2005,NA,0.0748,2.6,1.1,218.65,16077.20588,74.26,0.0136,0.181818182,20/09/2005,0.8,5.3,1.5,31,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862,0.093,0.016,0.109,7.908256881,0.095777549,0.853211009,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Solenogyne dominii,2,20/09/2005,NA,0.0854,2.8,1.2,254.34,13974.72527,82.462,0.0182,0.213114754,20/09/2005,1.1,5.1,1.33,11,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,0.091,0,0.091,2.153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Solenogyne dominii,3,20/09/2005,NA,0.1251,3.7,1.4,331.3,13920.16807,100.92,0.0238,0.190247802,20/09/2005,0.6,5.9,1.6,16,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,0.129,0,0.129,4.84496124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Stipa scabra,1,20/09/2005,NA,0.0769,13.4,0.184,186.05,6160.596026,285.86,0.0302,0.392717815,20/09/2005,19.1,16.5,1.01,83,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.415,1.313,1.429,2.742,0.880743982,0.254605391,0.478847557,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Stipa scabra,2,20/09/2005,NA,0.0282,9.2,0.14,79.512,7036.460177,194.73,0.0113,0.40070922,20/09/2005,9.3,15.9,0.85,85,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789,0.574,1.057,1.631,1.096873084,0.167836257,0.35193133,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Stipa scabra,3,20/09/2005,NA,0.0265,9.1,0.155,90.401,6746.343284,193.79,0.0134,0.505660377,20/09/2005,9.9,10.8,1.01,75,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985,0.315,1.692,2.007,0.490782262,0.105280749,0.156950673,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Themeda australis,1,10/11/2005,29,0.0553,17.3,0.3,430.76,23035.29412,367.17,0.0187,0.338155515,9/11/2005,64.5,62.5,1.26,515,no,0.0306,168.63,907.85,0.0079,0.258169935,6.790506329,44.4586,5628,1.7076,5.3645,0.0385,0.052,165,200,0.27970297,11.676,8.131,26.933,35.064,0.332991102,0.173962345,0.231890258,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Themeda australis,2,10/11/2005,70,0.0735,18.8,0.341,506.1,18884.32836,396.68,0.0268,0.36462585,10/11/2005,59.3,47.5,1.49,64,no,0.161,892.67,4832.1,0.0319,0.198136646,8.91492163,252.9589,7930,9.0523,28.4386,0.0358,0.254,704,1034,0.671484888,1.542,2.153,6.972,9.125,0.168986301,0.201837443,0.235945205,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Themeda australis,3,28/11/2005,27,0.0672,12.9,0.45,498.31,25953.64583,272.81,0.0192,0.285714286,10/11/2005,54,57.5,1.19,610,no,0.0681,437.26,3045.9,0.0183,0.268722467,7.700273224,151.1702,8261,4.4855,14.0915,0.0297,0.105,523,873,1.492857143,11.88,6.378,11.386,17.764,0.668768295,0.215153151,0.359040757,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Themeda australis,4,28/11/2005,80,0.0622,19.2,0.321,473.37,22328.77358,402.52,0.0212,0.340836013,21/11/2005,85,46,1.24,89,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.435,1.612,10.911,12.523,0.114589156,0.115489325,0.128723149,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Themeda australis,5,28/11/2005,50,0.0794,22.4,0.349,591.95,21843.17343,476.45,0.0271,0.341309824,13/12/2005,22.2,37.5,1.07,196,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.535,3.274,6.703,9.977,0.554775985,0.211062403,0.328154756,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Tolpis umbellata,1,13/10/2005,77,0.0284,3,0.7,123.98,37569.69697,69.019,0.0033,0.116197183,27/10/2005,10.6,4.4,1.42,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126,0.0327,0.0329,0.0656,0.192073171,0.418158568,0.49847561,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Tolpis umbellata,2,13/10/2005,79,0.0259,3.6,0.588,120.01,37503.125,80.268,0.0032,0.123552124,28/10/2005,11.3,3.8,1.29,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,0.0207,0.023,0.0437,0.151029748,0.411530815,0.473684211,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Tolpis umbellata,3,15/10/2005,71,0.0283,2.7,0.6,101.64,26747.36842,60.75,0.0038,0.134275618,28/10/2005,14.8,5.1,1.36,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133,0.05,0.0426,0.0926,0.14362851,0.472143532,0.539956803,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Tricoryne elator,1,13/10/2005,62,0.0813,12.7,0.3,353.64,22524.84076,265.97,0.0157,0.193111931,15/10/2005,15.7,26.6,3.82,520,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.978,4.02,0,4.02,3.228358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Tricoryne elator,2,13/10/2005,62,0.1185,19.1,0.296,561.38,23102.05761,412.2,0.0243,0.205063291,15/10/2005,16.5,30.7,3.19,232,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.204,3.678,0,3.678,1.958673192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Tricoryne elator,3,15/10/2005,83,0.1509,15,0.422,580.58,18548.88179,311.43,0.0313,0.207422134,15/10/2005,17,35.6,3.11,315,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.787,4.53,0,4.53,1.718984547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium arvense,1,21/10/2005,63,0.0195,2.7,1.8,130.76,29057.77778,110.26,0.0045,0.230769231,31/10/2005,8.3,5,0.86,3,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,0.0147,0.0253,0.04,0.2525,0.293413174,0.3675,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium arvense,2,24/10/2005,43,0.0099,2.4,1.35,85.985,34394,95.415,0.0025,0.252525253,31/10/2005,8.5,6.3,1.15,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131,0.067,0.0216,0.0886,0.14785553,0.658800393,0.756207675,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium arvense,3,24/10/2005,42,0.0168,2.1,1.7,114.04,24263.82979,93.133,0.0047,0.279761905,6/11/2005,14.3,4.7,0.72,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0047,0.0257,0.0285,0.0542,0.086715867,0.436332767,0.474169742,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium arvense,4,6/11/2005,19,0.0126,2.1,2.25,104.42,40161.53846,95.06,0.0026,0.206349206,9/11/2005,12.2,4.8,0.96,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.0192,0.0263,0.0455,0.131868132,0.372815534,0.421978022,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium arvense,5,10/11/2005,22,0.0182,1.8,2.3,119.45,23890,94.402,0.005,0.274725275,10/11/2005,13.8,7.5,1.05,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0118,0.0418,0.0539,0.0957,0.123301985,0.388837209,0.436781609,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium dubium,1,13/10/2005,57,0.0083,1.6,1.1,54.423,38873.57143,64.911,0.0014,0.168674699,27/10/2005,8.7,4.6,0.99,1,yes,0.0207,242.41,1689.4,0.0032,0.154589372,24.0940625,81.8782,25587,2.4542,7.7101,0.03,0.058,93,198,4.548076923,0.0105,0.0254,0.025,0.0504,0.208333333,0.417077176,0.503968254,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium dubium,2,13/10/2005,52,0.0056,1.7,1,44.53,34253.84615,58.5,0.0013,0.232142857,27/10/2005,6,2.6,0.69,1,yes,0.0177,180.35,1293.3,0.0036,0.203389831,16.14333333,62.4124,17337,1.8499,5.8116,0.0296,0.043,103,182,2.981481481,0.0061,0.0208,0.011,0.0318,0.191823899,0.548812665,0.65408805,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium dubium,3,15/10/2005,72,0.0089,2,1.15,61.692,32469.47368,68.468,0.0019,0.213483146,27/10/2005,6.6,2.9,0.75,1,yes,0.0338,247.08,2175.9,0.0067,0.198224852,11.62238806,103.2594,15412,2.4787,7.787,0.024,0.047,218,352,1.476190476,0.0059,0.0198,0.0091,0.0289,0.204152249,0.568965517,0.685121107,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium dubium,4,15/10/2005,81,0.0057,1.2,1.1,45.778,28611.25,57.624,0.0016,0.280701754,28/10/2005,9,4.7,0.93,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0112,0.0346,0.0246,0.0592,0.189189189,0.491477273,0.584459459,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium dubium,5,17/10/2005,41,0.0088,1,1.25,70,36842.10526,63.21,0.0019,0.215909091,28/10/2005,7,2,0.54,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026,0.0082,0.0076,0.0158,0.164556962,0.445652174,0.518987342,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium glomeratum,1,24/10/2005,69,0.0154,1.5,1.7,95.692,17087.85714,68.854,0.0056,0.363636364,27/10/2005,6.2,4.6,0.79,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,0.0228,0.0183,0.0411,0.184914842,0.468172485,0.554744526,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium glomeratum,2,10/11/2005,29,0.0105,1.3,1.55,75.641,32887.3913,67.616,0.0023,0.219047619,31/10/2005,6.4,9.9,1.14,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,0.0729,0.0769,0.1498,0.146862483,0.424330617,0.486648865,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium glomeratum,3,10/11/2005,37,0.0134,1.3,1.6,89.29,29763.33333,72.22,0.003,0.223880597,31/10/2005,7.1,4.2,0.61,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061,0.0191,0.0278,0.0469,0.130063966,0.360377358,0.407249467,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium glomeratum,4,10/11/2005,22,0.0205,1.4,2.05,129.34,27519.14894,83.12,0.0047,0.229268293,6/11/2005,4.1,2.2,0.61,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.0063,0.0075,0.0138,0.144927536,0.398734177,0.456521739,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium glomeratum,5,10/11/2005,61,0.0181,1.4,1.7,99.003,22500.68182,73.832,0.0044,0.243093923,9/11/2005,11.7,5.5,0.72,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.0133,0.0233,0.0366,0.136612022,0.319711538,0.363387978,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium striatum,1,28/11/2005,42,0.0154,1.2,2.1,103.98,21220.40816,76.033,0.0049,0.318181818,21/11/2005,14,5.8,0.93,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,0.0295,0.0327,0.0622,0.220257235,0.388669302,0.474276527,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium striatum,2,28/11/2005,45,0.015,1.3,1.85,106.55,20892.15686,77.035,0.0051,0.34,22/11/2005,19.5,3.3,0.7,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105,0.0205,0.054,0.0745,0.140939597,0.241176471,0.275167785,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium striatum,3,28/11/2005,48,0.0125,1.2,1.7,83.477,19875.47619,68.67,0.0042,0.336,23/11/2005,17.4,7.4,0.7,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,0.0228,0.0581,0.0809,0.16934487,0.241014799,0.281829419,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium striatum,4,28/11/2005,40,0.0174,1.25,2.15,119.09,20892.98246,82.501,0.0057,0.327586207,28/01/2005,17.2,4.3,0.61,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,0.0197,0.0492,0.0689,0.09724238,0.260582011,0.285921626,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium striatum,5,28/11/2005,30,0.0133,1.15,1.9,93.168,25880,76.515,0.0036,0.270676692,28/01/2005,16.6,6.2,0.82,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176,0.0489,0.1021,0.151,0.116556291,0.290035587,0.32384106,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium subterraneum,1,13/10/2005,NA,0.0492,3.2,2.25,297.34,27278.89908,152.63,0.0109,0.221544715,27/10/2005,9.7,18.3,2.06,1,yes,0.0444,273.4,1665.7,0.0068,0.153153153,12.80602941,80.5991,11853,2.7719,8.7081,0.0344,0.075,182,358,1.077562327,0.079,0.168,0.136,0.304,0.259868421,0.438642298,0.552631579,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium subterraneum,2,13/10/2005,74,0.0487,4.5,2.35,303.02,27299.0991,168.11,0.0111,0.227926078,27/10/2005,6.3,10.9,1.44,1,yes,0.0637,344.03,2146.1,0.0094,0.147566719,11.96297872,105.9827,11275,3.5795,11.2452,0.0338,0.095,162,305,0.725952813,0.0183,0.0672,0.0523,0.1195,0.153138075,0.48766328,0.562343096,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium subterraneum,3,15/10/2005,59,0.052,3.65,2.6,326.87,29447.74775,164.07,0.0111,0.213461538,27/10/2005,4.8,15.8,1.7,2,yes,0.045,249.57,1496.1,0.0079,0.175555556,10.06,73.7208,9332,2.5297,7.9474,0.0344,0.068,153,331,1.020710059,0.043,0.274,0.197,0.471,0.091295117,0.53307393,0.581740977,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium subterraneum,4,15/10/2005,60,0.0392,2.3,2.1,243.89,25945.74468,103.56,0.0094,0.239795918,28/10/2005,4.6,11.4,2.03,2,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,0.272,0.134,0.406,0.18226601,0.566666667,0.669950739,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Trifolium subterraneum,5,17/10/2005,63,0.0562,4.7,2.4,314.81,30564.07767,165.51,0.0103,0.183274021,28/10/2005,7.9,7.7,1.5,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.0539,0.0453,0.0992,0.181451613,0.459897611,0.543346774,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Triptilodiscus pygmaeus,1,13/10/2005,NA,0.01,1.8,0.317,44.244,29496,45.345,0.0015,0.15,21/10/2005,8.6,4.2,1.12,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0147,0.043,0.055,0.098,0.15,0.381543922,0.43877551,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Triptilodiscus pygmaeus,2,13/10/2005,49,0.0076,1.55,0.324,37.24,28646.15385,35.872,0.0013,0.171052632,21/10/2005,5.5,2.5,0.6,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.0192,0.0338,0.053,0.113207547,0.325423729,0.362264151,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Triptilodiscus pygmaeus,3,15/10/2005,37,0.01,1.7,0.363,48.107,32071.33333,42.589,0.0015,0.15,24/10/2005,6.3,2.4,0.69,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,0.0225,0.0399,0.0624,0.078525641,0.334323923,0.360576923,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Triptilodiscus pygmaeus,4,15/10/2005,25,0.0068,1.6,0.285,32.409,36010,33.634,9.00E-04,0.132352941,24/10/2005,10.1,5.4,0.9,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117,0.0544,0.1312,0.1856,0.063038793,0.27572225,0.293103448,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Triptilodiscus pygmaeus,5,17/10/2005,37,0.0082,1.55,0.37,39.857,30659.23077,36.055,0.0013,0.158536585,27/10/2005,5.9,4.2,0.76,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0068,0.0265,0.0673,0.0938,0.07249467,0.263419483,0.282515991,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Vulpia bromoides,1,13/10/2005,81,0.0034,3.85,0.129,30.961,25800.83333,78.347,0.0012,0.352941176,21/10/2005,12.3,2.5,0.32,16,no,0.0082,126.6,1100.4,0.0015,0.182926829,27.53866667,52.4629,34975,1.3149,4.1308,0.0251,0.026,376,683,0.703947368,0.0071,0.0264,0.0168,0.0432,0.164351852,0.524850895,0.611111111,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Vulpia bromoides,2,13/10/2005,72,0.0042,3.7,0.107,35.477,29564.16667,79.221,0.0012,0.285714286,21/10/2005,11.4,4.9,0.39,22,no,0.0055,140.63,1259.7,0.0013,0.236363636,35.45769231,60.409,46468,1.4673,4.6095,0.0244,0.028,393,698,6.805555556,0.0107,0.0451,0.0253,0.0704,0.151988636,0.556103576,0.640625,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Vulpia bromoides,3,15/10/2005,68,0.0071,4.1,0.146,31.197,16419.47368,84.931,0.0019,0.267605634,24/10/2005,22.6,9.2,0.39,14,no,0.0101,289.16,2773.6,0.0015,0.148514851,64.702,132.2269,88151,3.0893,9.7053,0.0234,0.057,1011,2133,1.469565217,0.0116,0.0593,0.0492,0.1085,0.106912442,0.493755204,0.546543779,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Vulpia bromoides,4,15/10/2005,66,0.0027,2.55,0.095,13.52,15022.22222,53.728,9.00E-04,0.333333333,28/10/2005,10,2.7,0.26,18,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0047,0.0034,0.0596,0.063,0.074603175,0.050221566,0.053968254,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Vulpia bromoides,5,17/10/2005,88,0.0019,3.5,0.069,16.373,27288.33333,74.613,6.00E-04,0.315789474,28/10/2005,16.6,0.4,0.33,30,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166,0.0176,0.1191,0.1367,0.121433797,0.114807567,0.128749086,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
