longitude,latitude,sampling date,site,species,height (m),Specific leaf area (cm^2 g^-1),Leaf area to sapwood area ratio (cm^2 cm^-2),MOE (MPa),wood density (g cm^-1),pith area (micron^2),vessel area (micron^2),hydraulically weighted vessel diameter (micron),vessel number per area (mm^-2),vessel lumen fraction,vessel wall fraction,axial parenchyma fraction,ray fraction,axial+ray parenchyma fraction,fibre fraction,fibre wall fraction,fibre lumen fraction,conduits15 fraction,mucilage canals fraction,references
148.350E,36.482S,2012 Mar,Thredbo,Hakea microcarpa,1.4,20.43731563,821.9623781,6557.98,0.63012,41547.56,204.69226,17.1254466,389.2735221,0.079681277,0.035856574,0.071713147,0.36653385,0.438246997,0.310756969,0.27091633,0.039840639,0.13545816,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125071"
148.350E,36.482S,2012 Mar,Thredbo,Hakea microcarpa,1.8,17.51741377,534.0591428,7036.62,0.59985,180955.74,215.6876737,19.0110689,347.725017,0.075,0.0375,0.095833333,0.3,0.395833333,0.429166667,0.354166667,0.075,0.0625,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125072"
148.350E,36.482S,2012 Mar,Thredbo,Hakea microcarpa,1.9,19.04471117,1159.219924,7602.83,0.59303,261694.67,239.57574,20.65783907,379.4586631,0.09090909,0.050505052,0.12121212,0.28787878,0.4090909,0.318181828,0.27777779,0.040404038,0.13131313,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125073"
148.350E,36.482S,2012 Mar,Thredbo,Leionema phylicifolium,0.8,108.4337349,2090.481069,5814.69,0.58952,569727.83,265.84164,20.65575404,362.7975851,0.096446705,0.081218271,0.055837564,0.15736041,0.213197974,0.40101523,0.25380711,0.14720812,0.20812183,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125074"
148.350E,36.482S,2012 Mar,Thredbo,Leionema phylicifolium,1.5,80.40318537,1566.402809,8468.55,0.60517,31415.93,312.1828,22.99099491,361.8735923,0.112970711,0.075313808,0.050209205,0.167364017,0.217573222,0.493723849,0.393305439,0.10041841,0.10041841,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125075"
148.350E,36.482S,2012 Mar,Thredbo,Leionema phylicifolium,1.5,90.60279545,2324.602232,14279.36,0.63328,349737.8,363.79874,24.43473778,320.5565803,0.11661808,0.046647229,0.04373178,0.13994169,0.18367347,0.55102039,0.4052478,0.14577259,0.10204082,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125076"
148.350E,36.482S,2012 Mar,Thredbo,Lomatia myricoides,2.3,61.00551227,2007.316718,3538.31,0.55785,560617.21,461.08508,31.61776531,386.5183189,0.17821783,0.039603961,0.034653466,0.19306931,0.227722776,0.495049501,0.41089108,0.084158421,0.059405942,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125077"
148.350E,36.482S,2012 Mar,Thredbo,Lomatia myricoides,2.5,66.4685105,4050.563316,2859.21,0.5386,608840.66,579.9321836,33.738894,265.2830076,0.153846154,0.048582996,0.093117409,0.226720648,0.319838057,0.437246964,0.340080972,0.097165992,0.04048583,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125078"
148.350E,36.482S,2012 Mar,Thredbo,Lomatia myricoides,2.8,69.71150863,3873.455162,7857.13,0.58962,1238415.82,468.22665,29.20094321,236.0530098,0.11052631,0.021052632,0.078947368,0.24210526,0.321052628,0.536842088,0.48421051,0.052631578,0.010526316,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125079"
148.350E,36.482S,2012 Mar,Thredbo,Olearia megalophylla,1,45.75173629,1618.519654,15928.75,0.63762,1911344.97,298.03287,23.68347799,220.2997508,0.065656567,0.035353534,0.15151515,0.040404038,0.191919188,0.56565657,0.37878788,0.18686869,0.14141414,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125080"
148.350E,36.482S,2012 Mar,Thredbo,Olearia megalophylla,1.2,48.28195096,1653.249041,12901.32,0.65554,1072304.11,279.23087,24.0541295,411.1824026,0.11481482,0.05185185,0.12592592,0.074074073,0.199999993,0.52592593,0.38148148,0.14444445,0.10740741,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125081"
148.350E,36.482S,2012 Mar,Thredbo,Olearia megalophylla,1.3,47.51864235,2188.835923,6504.49,0.55951,986931.33,239.6305922,21.39578805,346.1549212,0.082949309,0.073732719,0.170506912,0.069124424,0.239631336,0.391705069,0.285714286,0.105990783,0.211981567,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125082"
148.350E,36.482S,2012 Mar,Thredbo,Olearia phlogopappa,1.6,96.08685102,2121.929982,6805.17,0.60359,2252129.23,264.44489,21.26921625,184.8736347,0.048888888,0.04,0.057777777,0.16444445,0.222222227,0.59555556,0.39111111,0.20444445,0.09333333,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125083"
148.350E,36.482S,2012 Mar,Thredbo,Olearia phlogopappa,1.4,100.1469393,1975.362943,8425.26,0.62014,1502152.53,339.35965,25.40641609,208.6177924,0.070796461,0.030973451,0.035398231,0.13716814,0.172566371,0.65929205,0.52654869,0.13274336,0.066371679,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125084"
148.350E,36.482S,2012 Mar,Thredbo,Olearia phlogopappa,1.3,115.854792,2973.947567,7188.5,0.63027,528101.73,300.01581,23.91204642,190.048464,0.057017544,0.01754386,0.100877193,0.153508772,0.254385965,0.539473684,0.451754386,0.087719298,0.131578947,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125085"
148.350E,36.482S,2012 Mar,Thredbo,Ozothamnus secundiflorus,2,88.16571705,677.2854954,7132.38,0.57372,1134743.27,360.56223,25.87708524,175.0233073,0.063106794,0.038834951,0.067961164,0.13592233,0.203883494,0.66019419,0.45631069,0.2038835,0.033980582,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125086"
148.350E,36.482S,2012 Mar,Thredbo,Ozothamnus secundiflorus,1.7,109.9998641,2165.912649,404.87,0.55716,1572367.12,337.65622,25.21411113,249.1058746,0.084112148,0.03271028,0.093457947,0.21962616,0.313084107,0.48130842,0.3504673,0.13084112,0.088785048,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125087"
148.350E,36.482S,2012 Mar,Thredbo,Ozothamnus secundiflorus,1.6,96.22497297,3138.787493,600.11,0.58469,2155917.96,309.72672,23.34882837,375.0454917,0.11616161,0.035353534,0.18181818,0.12121212,0.3030303,0.50505048,0.34343433,0.16161615,0.040404038,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125088"
148.350E,36.482S,2012 Mar,Thredbo,Persoonia subvelutina,2,73.93499898,1903.700744,13693.46,0.52073,1047249.91,599.62677,33.32344122,281.5604447,0.16883118,0.03030303,0.14285714,0.038961039,0.181818179,0.60173159,0.40259739,0.1991342,0.017316017,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125089"
148.350E,36.482S,2012 Mar,Thredbo,Persoonia subvelutina,2,68.16687955,2303.116064,6649.45,0.56377,1046778.67,454.24008,28.84897816,390.4100669,0.1773399,0.093596058,0.083743839,0.10344828,0.187192119,0.487684727,0.38916256,0.098522167,0.054187193,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125090"
148.350E,36.482S,2012 Mar,Thredbo,Persoonia subvelutina,2.2,73.19225804,2464.654819,9315.59,0.55995,1472621.56,457.54303,29.71575587,410.263731,0.187713311,0.085324232,0.078498294,0.146757679,0.225255973,0.457337884,0.354948805,0.102389078,0.044368601,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125091"
148.350E,36.482S,2012 Mar,Thredbo,Pimelea linifolia,1.4,150.5676346,1969.424803,3645.58,0.50193,0,307.15976,22.9571513,436.0225441,0.13392858,0.066964288,0.026785715,0.14285714,0.169642855,0.49553573,0.35714287,0.13839286,0.13392858,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125092"
148.350E,36.482S,2012 Mar,Thredbo,Pimelea linifolia,1.7,137.9939345,2029.331538,11826.34,0.48607,0,240.95079,19.49073294,541.3336998,0.130434783,0.049689441,0.068322981,0.105590062,0.173913043,0.453416149,0.260869565,0.192546584,0.192546584,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125093"
148.350E,36.482S,2012 Mar,Thredbo,Pimelea linifolia,2.2,124.4224799,1106.328398,NA,0.50544,0,214.92836,17.37909776,569.7199755,0.12244898,0.071428571,0.051020408,0.11734694,0.168367348,0.51020409,0.34183674,0.16836735,0.12755102,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125094"
148.350E,36.482S,2012 Mar,Thredbo,Polyscias sambucifolia ,2.4,72.75084844,3959.368729,7667.86,0.54607,2760988.7,249.24121,26.19489853,883.6343316,0.22023809,0.13095238,0.041666665,0.19047619,0.232142855,0.339285721,0.26785715,0.071428571,0.077380953,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125095"
148.350E,36.482S,2012 Mar,Thredbo,Polyscias sambucifolia ,2.8,80.90091173,4270.457066,6452.27,0.55307,2688103.75,369.5249,20.72279548,664.9464759,0.24571428,0.051428571,0.017142857,0.24571428,0.262857137,0.428571412,0.3542857,0.074285712,0.011428572,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125096"
148.350E,36.482S,2012 Mar,Thredbo,Polyscias sambucifolia ,2.9,76.25746945,4959.924732,7939.28,0.55399,1935849.39,257.60223,21.2153098,643.5324337,0.16577539,0.085561495,0.032085562,0.22994652,0.262032082,0.438502665,0.35294117,0.085561495,0.048128343,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125097"
