SCIENTIFICNAME,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,partially_woody
Rhysotoechia bifoliolata subsp. bifoliolata,tree,NA,NA,NA,NA,NA,NA,NA
Rhysotoechia bifoliolata subsp. nitida,tree,NA,NA,NA,NA,NA,NA,NA
Scaevola amblyanthera var. amblyanthera,subshrub,NA,NA,NA,NA,NA,NA,NA
Scaevola amblyanthera var. centralis,subshrub,NA,NA,NA,NA,NA,NA,NA
Scaevola browniana subsp. browniana,shrub,NA,NA,NA,NA,NA,NA,NA
Scaevola browniana subsp. grandior,shrub,NA,NA,NA,NA,NA,NA,NA
Scaevola linearis subsp. confertifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Scaevola linearis subsp. linearis,shrub,NA,NA,NA,NA,NA,NA,NA
Scaevola revoluta var. revoluta,subshrub,NA,NA,NA,NA,NA,NA,NA
Scaevola revoluta subsp. stenostachya,subshrub,NA,NA,NA,NA,NA,NA,NA
Scaevola revoluta var. viscida,subshrub,NA,NA,NA,NA,NA,NA,NA
Scaevola striata var. striata,herb,NA,NA,NA,NA,NA,NA,NA
Scaevola striata var. arenaria,herb,NA,NA,NA,NA,NA,NA,NA
Sclerolaena bicornis var. horrida,shrub,NA,NA,NA,NA,NA,NA,NA
Sclerolaena bicornis var. bicornis,shrub,NA,NA,NA,NA,NA,NA,NA
Senecio anethifolius subsp. brevibracteolatus,shrub,NA,NA,NA,NA,NA,NA,NA
Senecio anethifolius subsp. anethifolius,shrub,NA,NA,NA,NA,NA,NA,NA
Senecio cunninghamii var. cunninghamii,shrub,NA,NA,NA,NA,NA,NA,NA
Senecio cunninghamii var. flindersensis,shrub,NA,NA,NA,NA,NA,NA,NA
Senecio glomeratus subsp. longifructus,herb,NA,NA,NA,NA,NA,NA,NA
Senecio glomeratus subsp. glomeratus,herb,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. graniticola,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. arachnoideus,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. latifolius,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. dangarensis,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. denticulatus,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. intermedius,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. gariwerdensis,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. linearifolius,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio linearifolius var. macrodontus,subshrub,NA,NA,NA,NA,NA,NA,NA
Senecio multicaulis subsp. stirlingensis,herb,NA,NA,NA,NA,NA,NA,NA
Senecio multicaulis subsp. multicaulis,herb,NA,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. capillifolius,subshrub,erect sprawling,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. latilobus,subshrub,erect,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. leucocarpus,subshrub,prostrate decumbent sprawling,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. lanceolatus,subshrub,erect sprawling,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. alpinus,subshrub,erect,NA,NA,rhizome,NA,NA,NA
Senecio pinnatifolius var. serratus,subshrub,erect,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. maritimus,subshrub,prostrate decumbent sprawling,NA,NA,NA,NA,NA,NA
Senecio pinnatifolius var. pinnatifolius,subshrub,erect decumbent sprawling,NA,NA,NA,NA,NA,NA
Senna pleurocarpa var. angustifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Senna pleurocarpa var. pleurocarpa,shrub,NA,NA,NA,NA,NA,NA,NA
Senna pleurocarpa var. longifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Sigesbeckia australiensis subsp. australiensis,herb,NA,NA,NA,NA,NA,NA,NA
Sigesbeckia australiensis subsp. fugax,herb,NA,NA,NA,NA,NA,NA,NA
Silene apetala var. apetala,herb,NA,NA,NA,NA,NA,NA,NA
Silene latifolia subsp. alba,herb,NA,NA,NA,NA,NA,NA,NA
Solanum orbiculatum subsp. orbiculatum,shrub,NA,NA,NA,NA,NA,NA,NA
Solanum orbiculatum subsp. macrophyllum,shrub,NA,NA,NA,NA,NA,NA,NA
Synaphea petiolaris subsp. triloba,shrub,NA,NA,NA,NA,NA,NA,NA
Synaphea petiolaris subsp. simplex,shrub,NA,NA,NA,NA,NA,NA,NA
Synaphea petiolaris subsp. petiolaris,shrub,NA,NA,NA,NA,NA,NA,NA
Synoum glandulosum subsp. paniculosum,tree,NA,NA,NA,NA,NA,NA,NA
Synoum glandulosum subsp. glandulosum,tree,NA,NA,NA,NA,NA,NA,NA
Tecticornia halocnemoides subsp. catenulata,shrub,NA,NA,NA,NA,NA,NA,NA
Tecticornia halocnemoides subsp. caudata,shrub,NA,NA,NA,NA,NA,NA,NA
Tecticornia halocnemoides subsp. tenuis,shrub,NA,NA,NA,NA,NA,NA,NA
Tecticornia halocnemoides subsp. longispicata,shrub,NA,NA,NA,NA,NA,NA,NA
Tecticornia halocnemoides subsp. halocnemoides,shrub,NA,NA,NA,NA,NA,NA,NA
Tecticornia indica subsp. julacea,shrub,decumbent,NA,perennial,NA,NA,NA,NA
Tecticornia leptoclada subsp. inclusa,shrub,NA,NA,NA,NA,NA,NA,NA
Tecticornia pergranulata subsp. elongata,shrub,erect decumbent,NA,perennial,NA,NA,NA,NA
Tecticornia pterygosperma subsp. denticulata,shrub,NA,NA,NA,NA,NA,NA,NA
Terminalia aridicola subsp. chillagoensis,tree,NA,NA,NA,NA,NA,NA,NA
Terminalia aridicola subsp. aridicola,tree,NA,NA,NA,NA,NA,NA,NA
Trianthema oxycalyptrum var. sessiliflorum,herb,NA,NA,NA,NA,NA,NA,NA
Trianthema oxycalyptrum var. oxycalyptrum,herb,NA,NA,NA,NA,NA,NA,NA
Tribulopis homalococca var. alifer,herb,NA,NA,NA,NA,NA,NA,NA
Tribulopis homalococca var. homalococca,herb,NA,NA,NA,NA,NA,NA,NA
Viola betonicifolia subsp. betonicifolia,herb,NA,NA,NA,NA,NA,NA,NA
Viola betonicifolia subsp. novaguineensis,herb,NA,NA,NA,rhizome,NA,NA,NA
Viola hederacea subsp. seppeltiana,herb,NA,NA,NA,NA,NA,NA,NA
Zieria aspalathoides subsp. aspalathoides,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria aspalathoides subsp. brachyphylla,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria furfuracea subsp. euthadenia,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria furfuracea subsp. furfuracea,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria furfuracea subsp. gymnocarpa,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria minutiflora subsp. trichocarpa,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria minutiflora subsp. minutiflora,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria odorifera subsp. odorifera,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria odorifera subsp. copelandii,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria odorifera subsp. warrabahensis,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria odorifera subsp. williamsii,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria veronicea subsp. veronicea,shrub,NA,NA,NA,NA,NA,NA,NA
Zieria veronicea subsp. insularis,shrub,NA,NA,NA,NA,NA,NA,NA
Acanthocarpus canaliculatus,herb,erect,NA,NA,NA,NA,NA,NA
Acanthocarpus rupestris,herb,NA,NA,NA,NA,NA,NA,NA
Acanthocarpus humilis,herb,NA,NA,NA,NA,NA,NA,NA
Acanthocarpus verticillatus,herb,NA,NA,NA,NA,NA,NA,NA
Acanthocereus tetragonus,shrub,NA,NA,NA,NA,NA,NA,NA
Acanthospermum australe,herb,prostrate,NA,NA,NA,NA,NA,NA
Acrostichum aureum,fern,NA,NA,NA,rhizome,NA,NA,NA
Acrostichum speciosum,fern,NA,NA,NA,rhizome,NA,NA,NA
Adonis microcarpa,herb,erect,NA,annual,NA,NA,NA,NA
Alania cunninghamii,herb,NA,NA,NA,NA,NA,NA,NA
Allium roseum,herb,NA,NA,NA,NA,NA,NA,NA
Allium oleraceum,herb,NA,NA,NA,NA,NA,NA,NA
Allium scorodoprasum subsp. scorodoprasum,herb,NA,NA,NA,NA,NA,NA,NA
Allium orientale,herb,NA,NA,NA,NA,NA,NA,NA
Allium paniculatum,herb,NA,NA,NA,NA,NA,NA,NA
Allium neapolitanum,herb,NA,NA,NA,NA,NA,NA,NA
Allium sect. Molium,herb,NA,NA,NA,NA,NA,NA,NA
Allium scorodoprasum,herb,NA,NA,NA,NA,NA,NA,NA
Allium ampeloprasum,herb,NA,NA,NA,NA,NA,NA,NA
Allium paniculatum subsp. paniculatum,herb,NA,NA,NA,NA,NA,NA,NA
Allium sect. Allium,herb,NA,NA,NA,NA,NA,NA,NA
Allium scorodoprasum subsp. rotundum,herb,NA,NA,NA,NA,NA,NA,NA
Allium sect. Codonoprasum,herb,NA,NA,NA,NA,NA,NA,NA
Allium vineale,herb,NA,NA,NA,NA,NA,NA,NA
Amyema congener,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema dolichopoda,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema congener subsp. congener,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema villiflora subsp. villiflora,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema congener subsp. divergens,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema villiflora subsp. tomentilla,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema cambagei,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema quaternifolia,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema seemeniana subsp. flexuosa,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema gibberula,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema conspicua,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema conspicua subsp. conspicua,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema congener subsp. rotundifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema sanguinea var. pulchra,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema seemeniana,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema biniflora,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema quandang,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema mackayensis,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema pendula,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema conspicua subsp. obscurinervis,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema linophylla subsp. linophylla,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema pendula subsp. pendula,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema sanguinea var. sanguinea,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema queenslandica,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema eburna,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema quandang var. quandang,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema gaudichaudii,shrub,erect compact,NA,NA,NA,NA,NA,NA
Amyema miraculosa,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema friesiana,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema mackayensis,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema hilliana,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema haematodes,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema fitzgeraldii,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema maidenii subsp. angustifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema bifurcata,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema nestor,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema melaleucae,shrub,erect compact,NA,NA,NA,NA,NA,NA
Amyema sanguinea,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema linophylla subsp. orientalis,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema preissii,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amyema microphylla,shrub,erect compact,NA,NA,NA,NA,NA,NA
Amyema maidenii subsp. maidenii,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema mackayensis,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema linophylla,shrub,spreading,NA,NA,NA,NA,NA,NA
Amyema miquelii,shrub,NA,NA,NA,NA,NA,NA,NA
Amyema maidenii,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Amylotheca subumbellata,shrub,spreading,NA,NA,NA,NA,NA,NA
Amylotheca dictyophleba,shrub,spreading,NA,NA,NA,NA,NA,NA
Angiopteris evecta,fern,NA,NA,NA,NA,NA,NA,NA
Aquilegia vulgaris,herb,NA,NA,NA,NA,NA,NA,NA
Arachniodes aristata,fern,NA,NA,NA,rhizome,NA,NA,NA
Araujia sericifera,climber_vine,NA,NA,NA,NA,NA,NA,NA
Archontophoenix alexandrae,palm,NA,NA,NA,NA,NA,NA,NA
Archontophoenix maxima,palm,NA,NA,NA,NA,NA,NA,NA
Archontophoenix myolensis,palm,NA,NA,NA,NA,NA,NA,NA
Arctotheca calendula,herb,NA,NA,annual,NA,NA,NA,NA
Argemone ochroleuca subsp. ochroleuca,herb,NA,NA,NA,NA,NA,NA,NA
Argemone subfusiformis subsp. subfusiformis,herb,NA,NA,NA,NA,NA,NA,NA
Arrhenechthites mixtus,herb,NA,NA,NA,NA,NA,NA,NA
Arthropodium dyeri,herb,NA,NA,NA,NA,NA,NA,NA
Arthropodium curvipes,herb,NA,NA,NA,NA,NA,NA,NA
Arthropodium milleflorum,herb,NA,NA,NA,NA,NA,NA,NA
Artocarpus subg. Pseudojaca,tree,NA,NA,NA,NA,NA,NA,NA
Astelia subg. Astelia,herb,NA,NA,NA,NA,NA,NA,NA
Astelia subg. Tricella,herb,NA,NA,NA,NA,NA,NA,NA
Asterolasia squamuligera,subshrub,NA,NA,perennial,NA,NA,NA,NA
Asterolasia pallida subsp. hyalina,subshrub,NA,NA,NA,NA,NA,NA,NA
Asterolasia pallida,subshrub,NA,NA,perennial,rhizome,NA,NA,NA
Banksia aurantia,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia penicillata,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia dallanneyi,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia pteridifolia subsp. pteridifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia conferta,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia pteridifolia subsp. vernalis,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia porrecta,shrub,prostrate,NA,NA,NA,NA,NA,NA
Banksia sect. Coccinea,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia ericifolia subsp. ericifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia integrifolia subsp. integrifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia ericifolia subsp. macrantha,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia integrifolia subsp. monticola,shrub,NA,NA,NA,NA,NA,NA,NA
Banksia integrifolia subsp. compar,shrub,NA,NA,NA,NA,NA,NA,NA
Barbarea australis,herb,erect,NA,annual,NA,NA,NA,NA
Barbarea verna,herb,erect,NA,biennial,NA,NA,NA,NA
Baxteria australis,herb,NA,NA,NA,NA,NA,NA,NA
Benincasa hispida,herb,NA,NA,NA,NA,NA,NA,NA
Benthamina alyxifolia,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Bergia pedicellaris,herb,erect spreading,NA,annual,NA,NA,NA,NA
Bergia occultipetala,herb,prostrate,NA,perennial,NA,NA,NA,NA
Bergia barklyana,herb,prostrate,NA,perennial,NA,NA,NA,NA
Bergia diacheiron,herb,prostrate,NA,perennial,NA,NA,NA,NA
Bergia auriculata,herb,prostrate,NA,perennial,NA,NA,NA,NA
Bergia perennis subsp. obtusifolia,herb,NA,NA,NA,NA,NA,NA,NA
Bergia perennis subsp. perennis,herb,NA,NA,NA,NA,NA,NA,NA
Blandfordia cunninghamii,herb,NA,NA,NA,NA,NA,NA,NA
Blandfordia nobilis,herb,NA,NA,NA,NA,NA,NA,NA
Blechnum wurunuran,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum vulcanicum,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum reticulatum,fern,NA,NA,NA,rhizome,NA,NA,NA
Blechnum maximum,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum gregsonii,fern,NA,NA,NA,rhizome,NA,NA,NA
Blechnum neglectum,fern,NA,NA,NA,rhizome,NA,NA,NA
Blechnum chambersii,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum minus,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum occidentale,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum patersonii,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum fluviatile,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum patersonii subsp. patersonii,fern,NA,NA,NA,NA,NA,NA,NA
Blechnum rupestre,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum dissectum,fern,NA,NA,NA,rhizome,NA,NA,NA
Blechnum cartilagineum,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum neohollandicum,fern,erect,NA,NA,rhizome,NA,NA,NA
Blechnum parrisiae,fern,NA,NA,NA,rhizome,NA,NA,NA
Blechnum ambiguum,fern,NA,NA,NA,rhizome,NA,NA,NA
Blechnum camfieldii,fern,erect,NA,NA,rhizome,NA,NA,NA
Buckinghamia celsissima,tree,NA,NA,NA,NA,NA,NA,NA
Buckinghamia ferruginiflora,tree,NA,NA,NA,NA,NA,NA,NA
Burchardia rosea,geophyte,NA,NA,NA,NA,NA,NA,NA
Burchardia multiflora,geophyte,NA,NA,NA,NA,NA,NA,NA
Burchardia bairdiae,geophyte,NA,NA,NA,NA,NA,NA,NA
Burchardia monantha,geophyte,NA,NA,NA,NA,NA,NA,NA
Burchardia umbellata,geophyte,NA,NA,NA,NA,NA,NA,NA
Butomopsis latifolia,aquatic_herb,erect,NA,NA,NA,NA,NA,NA
Caesia rigidifolia,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia viscida,herb,NA,NA,NA,NA,NA,NA,NA
Caesia parviflora var. minor,herb,erect,NA,NA,NA,NA,NA,NA
Caesia chlorantha,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia parviflora var. vittata,herb,erect,NA,NA,NA,NA,NA,NA
Caesia alpina,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia calliantha,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia setifera,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia parviflora,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia occidentalis,herb,NA,NA,NA,rhizome,NA,NA,NA
Caesia micrantha,herb,NA,NA,NA,rhizome,NA,NA,NA
Calectasia cyanea,herb,NA,NA,NA,rhizome,NA,NA,NA
Calochlaena villosa,fern,NA,NA,NA,rhizome,NA,NA,woody_root
Calochlaena dubia,fern,NA,NA,NA,rhizome,NA,NA,NA
Calostemma purpureum,herb,NA,NA,NA,NA,NA,NA,NA
Cannabis sativa,herb,NA,NA,NA,NA,NA,NA,NA
Cardamine gunnii,herb,NA,NA,NA,NA,NA,NA,NA
Cardamine franklinensis,herb,NA,NA,NA,NA,NA,NA,NA
Cardamine lilacina,herb,rosette,NA,NA,NA,NA,NA,NA
Cardamine lilacina,herb,rosette,NA,NA,NA,NA,NA,NA
Carronia pedicellata,climber_woody,NA,NA,NA,NA,NA,NA,NA
Carronia multisepalea,climber_woody,NA,NA,NA,NA,NA,NA,NA
Casuarina pauper,tree,NA,NA,NA,NA,NA,NA,NA
Casuarina obesa,tree,NA,NA,NA,NA,NA,NA,NA
Cecarria obtusifolia,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Centaurea eriophora,herb,NA,NA,annual biennial,NA,NA,NA,NA
Centaurea stoebe,herb,NA,NA,annual biennial,NA,NA,NA,NA
Centaurea montana,herb,NA,NA,NA,NA,NA,NA,NA
Centaurea cineraria,herb,NA,NA,annual biennial,NA,NA,NA,NA
Centaurea paniculata,herb,NA,NA,annual biennial,NA,NA,NA,NA
Centaurea melitensis,herb,NA,NA,annual biennial,NA,NA,NA,NA
Centaurea jacea,herb,NA,NA,annual biennial,NA,NA,NA,NA
Centipeda elatinoides,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Centipeda minima subsp. minima,herb,NA,NA,NA,NA,NA,NA,NA
Centipeda cunninghamii,herb,erect,NA,annual perennial,NA,NA,NA,NA
Centipeda crateriformis subsp. crateriformis,herb,erect decumbent,NA,annual,NA,NA,NA,NA
Centipeda crateriformis,herb,NA,NA,annual perennial,NA,NA,NA,NA
Centipeda pleiocephala,herb,NA,NA,annual,NA,NA,NA,NA
Centipeda thespidioides,herb,erect,NA,annual,NA,NA,NA,NA
Centipeda minima,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Centipeda nidiformis,herb,decumbent,NA,annual,NA,NA,NA,NA
Cereus uruguayanus,shrub,shrubby,NA,NA,NA,NA,NA,NA
Chamaescilla spiralis,herb,tufted,NA,NA,NA,NA,NA,NA
Chamaescilla corymbosa var. corymbosa,herb,NA,NA,NA,NA,NA,NA,NA
Chamaescilla corymbosa,herb,tufted,NA,NA,NA,NA,NA,NA
Chamaexeros macranthera,herb,NA,NA,NA,NA,NA,NA,NA
Chamaexeros fimbriata,herb,NA,NA,NA,NA,NA,NA,NA
Cheilanthes nudiuscula,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes sieberi,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes nitida,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes adiantoides,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes tenuifolia,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes prenticei,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes praetermissa,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes fragillima,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes caudata,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes sieberi subsp. pseudovellea,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes contigua,fern,NA,NA,NA,NA,NA,NA,NA
Cheilanthes pumilio,fern,NA,NA,NA,NA,NA,NA,NA
Chlorophytum comosum,herb,tufted,NA,NA,NA,NA,NA,NA
Chlorophytum laxum,herb,tufted,NA,NA,NA,NA,NA,NA
Chondrilla juncea,herb,spreading,NA,perennial,NA,NA,NA,NA
Cicendia filiformis,herb,NA,NA,NA,NA,NA,NA,NA
Cicendia quadrangularis,herb,NA,NA,NA,NA,NA,NA,NA
Cichorium intybus,herb,NA,NA,perennial,NA,NA,NA,NA
Citrullus lanatus,herb,NA,NA,annual,NA,NA,NA,NA
Citrullus colocynthis,herb,NA,NA,perennial,NA,NA,NA,NA
Cleome linophylla,herb,NA,NA,NA,NA,NA,NA,NA
Cortaderia jubata,tussock,NA,NA,NA,NA,NA,NA,NA
Cortaderia selloana,tussock,NA,NA,NA,NA,NA,dioecious gynodioecious,NA
Corynotheca micrantha var. gracilis,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca lateriflora,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca licrota,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca asperata,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca flexuosissima,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca micrantha var. acanthoclada,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca micrantha var. divaricata,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca micrantha var. elongata,herb,NA,NA,NA,NA,NA,NA,NA
Corynotheca micrantha,herb,NA,NA,NA,NA,NA,NA,NA
Cosmos caudatus,herb,NA,NA,annual,NA,NA,NA,NA
Cotula coronopifolia,herb,NA,NA,perennial,NA,NA,NA,NA
Cotula turbinata,herb,NA,NA,annual,NA,NA,NA,NA
Cotula cotuloides,herb,NA,NA,annual,NA,NA,NA,NA
Cotula vulgaris var. australasica,herb,NA,NA,annual,NA,NA,NA,NA
Crepis pusilla,herb,NA,NA,NA,NA,NA,NA,NA
Crepis vesicaria,herb,NA,NA,NA,NA,NA,NA,NA
Crepis vesicaria subsp. taraxacifolia,herb,NA,NA,NA,NA,NA,NA,NA
Crepis setosa,herb,NA,NA,NA,NA,NA,NA,NA
Cucumis anguria,herb,NA,NA,NA,NA,NA,NA,NA
Cucumis myriocarpus,herb,NA,NA,annual,NA,NA,NA,NA
Cucumis metuliferus,herb,NA,NA,annual,NA,NA,NA,NA
Cupaniopsis simulata,tree,NA,NA,NA,NA,NA,NA,NA
Cystopteris tasmanica,fern,NA,NA,NA,rhizome,NA,NA,NA
Dactyliophora novae-guineae,shrub,spreading,NA,NA,NA,NA,NA,NA
Damasonium minus,aquatic,erect,NA,short_lived_perennial annual,NA,NA,NA,NA
Dasypogon hookeri,herb,NA,NA,NA,NA,NA,NA,NA
Dasypogon bromeliifolius,herb,NA,NA,NA,NA,NA,NA,NA
Dasypogon obliquifolius,herb,NA,NA,NA,NA,NA,NA,NA
Decaisnina brittenii subsp. speciosa,shrub,NA,NA,NA,NA,NA,NA,NA
Decaisnina brittenii subsp. brittenii,shrub,NA,NA,NA,NA,NA,NA,NA
Decaisnina biangulata,shrub,NA,NA,NA,NA,NA,NA,NA
Decaisnina congesta,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Decaisnina brittenii,shrub,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe homoplastica,shrub,spreading,NA,NA,NA,NA,NA,NA
Dendrophthoe odontocalyx,shrub,spreading,NA,NA,NA,NA,NA,NA
Dendrophthoe glabrescens,shrub,spreading,NA,NA,NA,NA,NA,NA
Dendrophthoe vitellina,shrub,spreading,NA,NA,NA,NA,NA,NA
Dendrophthoe acacioides,shrub,spreading,NA,NA,NA,NA,NA,NA
Dendrophthoe acacioides subsp. acacioides,shrub,NA,NA,NA,NA,NA,NA,NA
Descurainia sophia,herb,NA,NA,NA,NA,NA,NA,NA
Dichopogon preissii,herb,NA,NA,NA,NA,NA,NA,NA
Dichopogon capillipes,herb,NA,NA,NA,NA,NA,NA,NA
Dichopogon tyleri,herb,NA,NA,NA,rhizome,NA,NA,NA
Dietes grandiflora,herb,NA,NA,NA,NA,NA,NA,NA
Dietes iridioides,herb,NA,NA,NA,NA,NA,NA,NA
Diplarrena latifolia,herb,NA,NA,NA,NA,NA,NA,NA
Diplatia grandibractea,shrub,NA,NA,NA,NA,NA,NA,NA
Diplazium bostockii,fern,NA,NA,NA,rhizome,NA,NA,NA
Diplazium dilatatum,fern,erect,NA,NA,rhizome,NA,NA,NA
Diplazium dameriae,fern,erect,NA,NA,rhizome,NA,NA,NA
Diplazium dietrichianum,fern,erect,NA,NA,rhizome,NA,NA,NA
Diplazium pallidum,fern,erect,NA,NA,rhizome,NA,NA,NA
Diplazium cordifolium,fern,erect,NA,NA,rhizome,NA,NA,NA
Diplocyclos palmatus,herb,NA,NA,perennial,NA,NA,NA,NA
Dittrichia graveolens,herb,erect,NA,annual,NA,NA,NA,NA
Drosera rupicola,herb,prostrate,NA,NA,NA,NA,NA,NA
Drosera arcturi,herb,NA,NA,NA,NA,NA,NA,NA
Drosera stolonifera,herb,erect,NA,NA,NA,NA,NA,NA
Drosera humilis,herb,NA,NA,NA,NA,NA,NA,NA
