name_original,fruit type,seed_volume_mm3,crypto,cata,node,hypo,coty,emb
Eucalyptus fibrosa,NA,NA,1,1,2,NA,NA,NA
Eucalyptus foecunda,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus fraxinoides,NA,NA,1,1,2,NA,NA,NA
Eucalyptus georgii,NA,NA,1,1,1,NA,NA,NA
Eucalyptus gittinsii,NA,NA,1,1,1,NA,NA,NA
Eucalyptus glaucescens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus globoidea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus globulus,NA,NA,1,1,2,NA,NA,NA
Eucalyptus gomphocephala,NA,NA,1,1,2,NA,NA,NA
Eucalyptus goniantha,NA,NA,1,1,2,NA,NA,NA
Eucalyptus goniocalyx,NA,NA,1,1,2,1,1,NA
Eucalyptus gracilis,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus grandis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus guilfoylei,NA,NA,1,1,2,NA,NA,NA
Eucalyptus gunnii ssp. archeri,NA,NA,1,1,2,NA,NA,NA
Eucalyptus houseana,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus hypochlamydea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus incrassata,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus intertexta,NA,NA,1,1,2,NA,NA,NA
Eucalyptus jacksonii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus johnsoniana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus kumarlensis,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus laevopinea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus largiflorens,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus largiflorens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus latens,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus lateritica,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus lehmanni,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus leptophleba,NA,NA,1,1,2,NA,NA,NA
Eucalyptus leucophloea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus leucoxylon,NA,NA,1,1,2,1,1,1
Eucalyptus longifolia,NA,NA,1,1,2,NA,NA,NA
Eucalyptus loxophleba,NA,NA,1,1,2,NA,NA,NA
Eucalyptus macarthurii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus major,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus marginata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus marsdeni,NA,NA,1,1,2,NA,1,NA
Eucalyptus megacarpa,NA,NA,1,1,2,NA,NA,NA
Eucalyptus melliodora,NA,NA,1,1,2,NA,NA,NA
Eucalyptus microtheca,NA,NA,1,1,2,NA,NA,NA
Eucalyptus miniata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus mitchellii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus molucanna,NA,NA,1,1,2,NA,NA,NA
Eucalyptus muellerana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus nigra,NA,NA,1,1,2,NA,NA,NA
Eucalyptus nitens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus nitida,NA,NA,1,1,2,NA,NA,NA
Eucalyptus occidentalis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus oleosa,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus oreades,NA,NA,1,1,2,NA,NA,NA
Eucalyptus orophila,NA,NA,1,1,2,NA,NA,NA
Eucalyptus ovata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus paniculata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus patens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus pauciflora,NA,NA,1,1,2,NA,NA,NA
Eucalyptus pellita,NA,NA,1,1,2,NA,NA,NA
Eucalyptus perangusta,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus petraea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus phaeotricha,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus pilbarensis,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus pilularis,NA,NA,1,1,2,1,1,1
Eucalyptus polyanthemos,NA,NA,1,1,2,NA,NA,NA
Eucalyptus polybractea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus populnea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus prominens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus pulchella,NA,NA,1,1,2,NA,NA,NA
Eucalyptus pumila,NA,NA,1,1,2,NA,NA,NA
Eucalyptus punctata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus pyrocarpa,NA,NA,1,1,2,NA,NA,NA
Eucalyptus quadrangulata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus radiata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus regnans,NA,NA,1,1,2,NA,NA,NA
Eucalyptus resinifera,NA,NA,1,1,2,NA,NA,NA
Eucalyptus rossii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus rudis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus rummeryi,NA,NA,1,1,2,NA,NA,NA
Eucalyptus rupestris,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus salicola,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus saligna,NA,NA,1,1,2,NA,NA,NA
Eucalyptus salmonophloia,NA,NA,1,1,2,NA,NA,NA
Eucalyptus salubris,NA,NA,1,1,2,NA,NA,NA
Eucalyptus sargentii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus scabra,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus seeana,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus siderophloia,NA,NA,1,1,2,NA,NA,NA
Eucalyptus sieberi,NA,NA,1,1,2,NA,NA,NA
Eucalyptus sieberi,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus signata,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus smithii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus sphaerocarpa,NA,NA,1,1,2,NA,NA,NA
Eucalyptus st-johnii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus stannicola,NA,NA,1,1,2,NA,NA,NA
Eucalyptus stricta,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus suberea,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus subtilis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus synandra,NA,NA,1,1,2,NA,NA,NA
Eucalyptus tectifica,NA,NA,1,1,2,NA,NA,NA
Eucalyptus tenuiramus,NA,NA,1,1,2,NA,NA,NA
Eucalyptus tetradonta,NA,NA,1,1,2,NA,NA,NA
Eucalyptus thozetiana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus transcontinenta,NA,NA,1,1,2,NA,NA,NA
Eucalyptus umbellata,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus vernicosa ssp. johnstonii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus vernicosa ssp. subcrenulata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus vitrea,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus wandoo,NA,NA,1,1,2,NA,NA,NA
Eucalyptus wetarensis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus wilcoxii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus wimmerensis,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus woollsiana ssp. microcarpa,NA,NA,1,1,2,NA,NA,NA
Eugenia gustavioides,NA,NA,2,2,2,NA,NA,NA
Kunzea ambigua,NA,NA,1,NA,NA,1,1,NA
Lamarchea hakeafolia,NA,NA,1,NA,NA,1,1,NA
Leptospermum flavescens,NA,NA,1,1,2,1,1,NA
Leptospermum laevigatum,NA,NA,1,NA,NA,NA,NA,NA
Leptospermum petersenii,NA,NA,1,1,2,1,1,1
Leptospermum scoparium,NA,NA,1,1,2,1,1,1
Leptospermum squarrosum,NA,NA,1,NA,NA,1,1,NA
Leptospermum woonoorooran,NA,NA,1,NA,NA,NA,NA,NA
Lindsayomyrtus racemoides,NA,NA,1,2,1,NA,NA,NA
Lophostemon conferta,NA,NA,1,1,2,1,1,1
Lophostemon suaveolens,NA,NA,1,1,2,1,1,1
Lysicarpus angustifolius,NA,NA,1,NA,NA,1,NA,NA
Melaleuca elliptica,NA,NA,1,NA,NA,1,1,NA
Melaleuca lanceolata,NA,NA,1,NA,NA,NA,NA,NA
Melaleuca leucadendron,NA,NA,1,NA,NA,NA,NA,NA
Melaleuca nesophila,NA,NA,1,1,2,1,1,NA
Melaleuca preissiana,NA,NA,1,NA,NA,NA,NA,NA
Melaleuca quinquenervia,NA,NA,1,1,2,1,1,1
Melaleuca viridiflora,NA,NA,1,NA,NA,NA,NA,NA
Mitrantia bilocularis,NA,NA,1,NA,NA,NA,NA,NA
Osbornia octodonta,NA,NA,1,1,2,1,1,NA
Pilidiostigma rhytidispermum,NA,NA,2,1,2,1,1,1
Pilidiostigma tropicum,NA,NA,2,NA,NA,NA,NA,NA
Rhodamnia australis,NA,NA,1,NA,NA,NA,NA,NA
Rhodamnia blairiana,NA,NA,1,NA,NA,NA,NA,NA
Rhodamnia costata,NA,NA,1,NA,NA,NA,NA,NA
Rhodamnia rhodanthema,NA,NA,1,1,2,1,1,NA
Rhodamnia sessiliflora,NA,NA,1,NA,NA,NA,NA,NA
Rhodamnia spongiosa,NA,NA,1,NA,NA,NA,NA,NA
Rhodomyrtus macrocarpa,NA,NA,1,NA,NA,NA,NA,NA
Rhodomyrtus perragata,NA,NA,1,NA,NA,NA,NA,NA
Rhodomyrtus sericea,NA,NA,1,NA,NA,NA,NA,NA
Ristantia gouldii,NA,NA,1,NA,NA,NA,NA,NA
Ristantia pachysperma,NA,NA,1,NA,NA,NA,NA,NA
Ristantia waterhousei,NA,NA,1,1,1,1,1,NA
Sphaerantia chartacea,NA,NA,1,NA,NA,NA,NA,NA
Sphaerantia discolor,NA,NA,1,2,2,1,1,NA
Syncarpia verucunda,NA,NA,1,NA,NA,NA,NA,NA
Syzygium alliiligneum,NA,NA,2,2,2,NA,NA,NA
Syzygium aquium,NA,NA,2,2,2,NA,NA,NA
Syzygium boonjei,NA,NA,2,2,2,NA,NA,NA
Syzygium canicortex,NA,NA,2,2,2,NA,NA,NA
Syzygium corniflorum,NA,NA,2,2,2,NA,NA,NA
Syzygium danesii,NA,NA,2,2,2,NA,NA,NA
Syzygium leuhmanii,NA,NA,2,2,2,1,1,1
Syzygium macilwraithianu,NA,NA,2,2,2,NA,NA,NA
Syzygium minutuliflorum,NA,NA,2,2,2,NA,NA,NA
Syzygium moorei,NA,NA,2,2,2,NA,NA,NA
Syzygium pseudofastifiat,NA,NA,2,2,2,NA,NA,NA
Syzygium sharonae,NA,NA,2,2,2,NA,NA,NA
Syzygium trachyphloium,NA,NA,2,2,2,NA,NA,NA
Syzygium wesa,NA,NA,2,2,2,NA,NA,NA
Thaleropia queenslandica,NA,NA,1,NA,NA,NA,NA,NA
Tristaniopsis canarioides,NA,NA,2,NA,NA,NA,NA,NA
Tristaniopsis exiliflora,NA,NA,1,NA,NA,NA,NA,NA
Uromyrtus metrosideros,NA,NA,1,NA,NA,NA,NA,NA
Waterhousea hedraiophylla,NA,NA,2,2,2,NA,NA,NA
Welchiodendron longivalve,NA,NA,1,NA,NA,NA,NA,NA
Xanthostemon formosus,NA,NA,1,NA,NA,NA,NA,NA
Xanthostemon paradoxus,NA,NA,1,NA,NA,NA,NA,NA
Xanthostemon umbrosus,NA,NA,1,NA,NA,NA,NA,NA
Xanthostemon verticillatus,NA,NA,1,NA,NA,NA,NA,NA
Xanthostemon whitei,NA,NA,1,NA,NA,NA,NA,NA
Ludwigia octovalvis,NA,NA,1,1,2,1,1,1
Ludwigia repens,NA,NA,1,1,2,1,1,NA
Akania hillii,NA,NA,1,1,1,1,1,NA
Batis maritima,NA,NA,1,NA,NA,NA,NA,NA
Capsella bursapastoris,NA,NA,1,1,2,1,1,1
Cardamine flexuosa,NA,NA,1,1,2,1,1,NA
Coronopus didymus,NA,NA,1,1,2,1,1,NA
Rorippa dictyosperma,NA,NA,1,1,2,1,1,NA
Rorippa dietrichiana,NA,NA,1,NA,NA,NA,NA,NA
Tapeinospermum pseudojambosa,NA,NA,1,1,1,2,2,1
Capparis arborea,NA,NA,1,1,2,2,1,NA
Crateva religiosa,NA,NA,1,NA,NA,NA,NA,NA
Limnanthes douglasii,NA,NA,1,NA,1,NA,NA,NA
Cochlospermum gullivraei,NA,NA,1,1,1,1,1,1
Adansonia gregorii,NA,NA,1,1,1,NA,1,NA
Bombax ceiba,NA,NA,1,NA,NA,NA,NA,NA
Alyogyne huegelii,NA,NA,1,1,1,NA,NA,NA
Gossypium australe,NA,NA,1,NA,NA,NA,NA,NA
Gossypium bickii,NA,NA,1,NA,NA,NA,NA,NA
Gossypium robinsonii,NA,NA,1,NA,NA,NA,NA,NA
Gossypium sturtianum,NA,NA,1,NA,NA,NA,NA,NA
Hibiscus splendens,NA,NA,1,1,1,2,2,NA
Hibiscus tiliaceus,NA,NA,1,NA,NA,NA,NA,NA
Sida rhombifolia,NA,NA,1,1,1,2,1,NA
Thespesia populnea,NA,NA,1,1,1,1,1,NA
Argyrodendron actinophyllum,NA,NA,1,NA,NA,NA,NA,NA
Argyrodendron peralatum,NA,NA,1,NA,NA,NA,NA,NA
Argyrodendron polyandrum,NA,NA,2,NA,NA,NA,NA,NA
Argyrodendron trifoliolata,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton acuminatus,NA,NA,1,NA,NA,NA,NA,NA
Brachychiton albidus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton bidwillii,NA,NA,2,2,1,2,2,1
Brachychiton carruthersii,NA,NA,1,NA,NA,NA,NA,NA
Brachychiton chillagoensis,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton discolor,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton fitzgeraldianus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton garrawayae,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton grandiflorus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton gregorii,NA,NA,1,NA,NA,NA,NA,NA
Brachychiton incanus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton megaphyllus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton muellerianus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton multicaulis,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton paradoxus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton spectabilis,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton tridentatus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton tuberculatus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton velutinosus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton viridiflorus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton viscidulus,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton vitifolius,NA,NA,2,NA,NA,NA,NA,NA
Brachychiton xanthophyllus,NA,NA,2,NA,NA,NA,NA,NA
Commersonia bartramia,NA,NA,1,NA,NA,NA,2,NA
Firmiana papuana,NA,NA,1,NA,NA,NA,NA,NA
Franciscodendron laurifolium,NA,NA,1,NA,NA,NA,NA,NA
Heritiera littoralis,NA,NA,2,2,1,NA,NA,NA
Kleinhovea hospita,NA,NA,1,NA,NA,NA,NA,NA
Lasiopetalum dasyphyllum,NA,NA,1,1,1,NA,1,NA
Lasiopetalum ferrugineum,NA,NA,1,1,1,NA,1,NA
Melochia umbellata,NA,NA,1,NA,NA,NA,2,NA
Sterculia holtei,NA,NA,2,NA,NA,NA,NA,NA
Sterculia quadrifida,NA,NA,2,NA,2,NA,NA,NA
Sterculia shillinglawii,NA,NA,2,NA,NA,NA,NA,NA
Tarrietia actinophylla,NA,NA,2,2,2,2,NA,NA
Tarrietia trifoliata,NA,NA,2,NA,2,NA,NA,NA
Lethodon setosa,NA,NA,1,NA,NA,NA,2,NA
Oreodendron biflorum,NA,NA,1,NA,NA,NA,NA,NA
Wikstroemia indica,NA,NA,1,1,2,NA,NA,NA
Berrya cordifolia,NA,NA,2,NA,NA,NA,NA,NA
Grewia brevifolia,NA,NA,1,NA,NA,NA,NA,NA
Trichospermum pleiostigma,NA,NA,1,NA,NA,NA,NA,NA
Blepharocarya involcrigera,NA,NA,1,NA,NA,NA,NA,NA
Buchanania arborescens,NA,NA,1,NA,NA,NA,NA,NA
Euroschinus falcata,NA,NA,1,NA,NA,NA,NA,2
Pleiogynium solandri,NA,NA,1,1,2,2,1,1
Rhus taitensis,NA,NA,1,NA,NA,NA,NA,NA
Semecarpus australiansis,NA,NA,1,NA,NA,NA,NA,NA
Canarium acutifolium,NA,NA,1,NA,NA,NA,2,NA
Canarium australasicum,NA,NA,1,NA,NA,NA,2,NA
Canarium muelleri,NA,NA,1,NA,NA,NA,2,NA
Canarium vitiense,NA,NA,1,NA,NA,NA,2,NA
Garuga floribunda,NA,NA,1,NA,NA,2,NA,NA
Aglaia argentea,NA,NA,2,NA,NA,NA,NA,NA
Aglaia brassii,NA,NA,2,NA,NA,NA,NA,NA
Aglaia elaeagnoidea,NA,NA,2,NA,NA,NA,NA,NA
Aglaia sapindina,NA,NA,2,NA,NA,NA,NA,NA
Aglaia spectabilis,NA,NA,2,NA,NA,NA,NA,NA
Aglaia tomentosa,NA,NA,2,NA,NA,NA,NA,NA
Amoora ferruginea,NA,NA,2,NA,NA,NA,NA,NA
Anthocarapa nitidula,NA,NA,2,NA,NA,NA,NA,2
Chisocheton longistipitata,NA,NA,2,NA,NA,NA,NA,NA
Dysoxylum alliaceum,NA,NA,2,NA,NA,NA,NA,2
Dysoxylum arborescens,NA,NA,2,NA,NA,NA,NA,2
Dysoxylum fraseranum,NA,NA,2,2,1,NA,NA,2
Dysoxylum gaudichaudianum,NA,NA,2,NA,NA,NA,NA,2
Dysoxylum klanderi,NA,NA,2,NA,NA,NA,NA,1
Dysoxylum latifolium,NA,NA,2,NA,NA,NA,NA,NA
Dysoxylum muelleri,NA,NA,2,2,1,NA,NA,2
Dysoxylum oppositifolium,NA,NA,2,NA,NA,NA,NA,1
Dysoxylum papuanum,NA,NA,2,NA,NA,NA,NA,2
Dysoxylum parasiticum,NA,NA,2,NA,NA,NA,NA,1
Dysoxylum pettigrewianum,NA,NA,2,NA,NA,NA,NA,2
Dysoxylum rufum,NA,NA,2,NA,NA,NA,NA,2
Dysoxylum setosum,NA,NA,2,NA,NA,NA,NA,NA
Pseudocarapa nitidula,NA,NA,2,1,2,NA,NA,NA
Synoum muelleri,NA,NA,1,NA,NA,NA,NA,2
Toona australis,NA,NA,1,1,1,2,1,NA
Toona ciliata,NA,NA,1,NA,NA,NA,NA,NA
Turraea pubescens,NA,NA,1,NA,NA,NA,NA,NA
Vavaea amicorum,NA,NA,2,NA,NA,NA,NA,NA
Vavaea australiana,NA,NA,2,NA,NA,NA,NA,NA
Xylocarpus granatum,NA,NA,2,2,1,NA,NA,NA
Acronychia aberans,NA,NA,1,NA,NA,NA,NA,NA
Acronychia achronychioides,NA,NA,1,NA,NA,NA,NA,NA
Acronychia acidula,NA,NA,1,NA,NA,NA,NA,NA
Acronychia chooreechillum,NA,NA,1,NA,NA,NA,NA,NA
Acronychia crassipetala,NA,NA,1,NA,NA,NA,NA,NA
Acronychia vestita,NA,NA,1,NA,NA,NA,NA,NA
Bauerella simplicifolia,NA,NA,1,1,2,1,1,NA
Boronia falcata,NA,NA,1,1,2,1,1,NA
Brombya platynema,NA,NA,1,NA,NA,NA,NA,NA
Clausena brevistyla,NA,NA,2,NA,NA,NA,NA,2
Diplolaena grandiflora,NA,NA,1,1,1,1,1,NA
Eriostemon australasicum,NA,NA,1,NA,NA,NA,NA,NA
Euodia bonwickii,NA,NA,1,NA,NA,NA,NA,NA
Euodia hoplophila,NA,NA,1,NA,NA,NA,NA,NA
Euodia hortensis,NA,NA,1,NA,NA,NA,NA,NA
Euodia xanthoxyloides,NA,NA,1,NA,NA,NA,NA,NA
Evodiella muelleri,NA,NA,1,NA,NA,NA,NA,NA
Flindersia acuminata,NA,NA,2,NA,NA,NA,NA,NA
Flindersia australis,NA,NA,1,1,2,1,1,NA
Flindersia bennetiae,NA,NA,1,1,1,2,1,NA
Flindersia bourjotiana,NA,NA,1,1,2,NA,2,NA
Flindersia brassii,NA,NA,1,NA,NA,NA,NA,NA
Flindersia ifflaiana,NA,NA,1,NA,NA,NA,NA,NA
Flindersia laevicarpa,NA,NA,1,NA,NA,NA,NA,NA
Flindersia oppositifolia,NA,NA,1,NA,NA,NA,NA,NA
Flindersia pimenteliana,NA,NA,1,1,1,NA,NA,NA
Flindersia schottiana,NA,NA,1,NA,NA,NA,NA,NA
Flindersia xanthoxyla,NA,NA,1,1,2,2,2,1
Geijera paniculata,NA,NA,1,1,1,1,1,NA
Geijera parviflora,NA,NA,1,1,1,2,1,NA
Geijera salicifolia,NA,NA,1,NA,NA,NA,NA,NA
Guettardella tenuiflora,NA,NA,1,NA,NA,NA,2,NA
Halfordia kendack,NA,NA,1,NA,NA,NA,NA,NA
Halfordia selenoxylon,NA,NA,1,NA,NA,NA,NA,NA
Medicosma farcana,NA,NA,1,NA,NA,NA,NA,NA
Medicosma glandulosa,NA,NA,1,NA,NA,NA,NA,NA
Melicope broadbentiana,NA,NA,1,NA,NA,NA,NA,NA
Melicope elleryana,NA,NA,1,NA,NA,NA,NA,NA
Melicope erythrococca,NA,NA,1,NA,NA,NA,NA,NA
Melicope melanophloia,NA,NA,1,NA,NA,NA,NA,2
Melicope stripitata,NA,NA,1,NA,NA,NA,NA,NA
Melicope vitiflora,NA,NA,1,NA,NA,NA,NA,NA
Microcitrus australis,NA,NA,2,1,1,NA,NA,NA
Microcitrus garrawayae,NA,NA,2,NA,NA,NA,NA,NA
Micromelum minutum,NA,NA,1,1,1,2,1,2
Murraya paniculata,NA,NA,1,NA,NA,NA,NA,1
Pentaceras australe,NA,NA,1,1,2,2,1,NA
Sarcomelicope simplicifol.,NA,NA,1,NA,NA,NA,NA,NA
Zanthoxylum brachyacanthum,NA,NA,1,1,2,1,1,NA
Zanthoxylum ovalifolium,NA,NA,1,NA,NA,NA,NA,NA
Zanthoxylum venificum,NA,NA,1,NA,NA,NA,NA,NA
Alectryon connatus,NA,NA,1,NA,NA,NA,NA,NA
Alectryon semicinereus,NA,NA,1,NA,NA,NA,NA,NA
Alectryon unilobatus,NA,NA,1,1,2,1,1,NA
Allophyllus cobbe,NA,NA,1,NA,NA,NA,NA,NA
Arytera divaricata,NA,NA,2,NA,NA,NA,NA,NA
Arytera lautereriana,NA,NA,2,NA,NA,NA,NA,NA
Arytera macrobotrys,NA,NA,2,NA,NA,NA,NA,NA
Arytera pauciflora,NA,NA,2,NA,NA,NA,NA,NA
Atalaya calcicola,NA,NA,2,NA,NA,NA,NA,2
Atalaya hemiglauca,NA,NA,2,1,1,NA,NA,NA
Cardiospermum grandiflorum,NA,NA,1,1,2,2,1,NA
Castanospora aphalandri,NA,NA,2,2,1,NA,NA,NA
Cupaniopsis anacardioides,NA,NA,2,1,1,NA,NA,1
Cupaniopsis dallachyi,NA,NA,2,NA,NA,NA,NA,NA
Cupaniopsis flagelliformis,NA,NA,2,NA,NA,NA,NA,NA
Cupaniopsis foveolata,NA,NA,2,NA,NA,NA,NA,NA
Dictyoneura microcarpa,NA,NA,2,NA,NA,NA,NA,NA
Dimocarpus australianus,NA,NA,2,NA,NA,NA,NA,NA
Diploglottis bernieana,NA,NA,2,NA,NA,NA,NA,NA
Diploglottis bracteata,NA,NA,2,NA,NA,NA,NA,NA
Diploglottis campbellii,NA,NA,2,2,NA,NA,NA,NA
Diploglottis diphyllostegia,NA,NA,2,NA,NA,NA,NA,NA
Diploglottis harpullioides,NA,NA,2,NA,NA,NA,NA,NA
Diploglottis smithii,NA,NA,2,NA,NA,NA,NA,NA
Diploglottis subglabra,NA,NA,2,2,1,NA,NA,NA
Diplopeltis petiolaris,NA,NA,1,NA,NA,1,1,NA
Dodonaea polyandra,NA,NA,1,NA,NA,NA,NA,NA
Elattostachys megalantha,NA,NA,1,NA,NA,NA,NA,NA
Elattostachys microcarpa,NA,NA,1,NA,NA,NA,NA,NA
Ganophyllum falcatum,NA,NA,1,NA,NA,NA,NA,2
Guioa acutifolia,NA,NA,2,NA,NA,NA,NA,NA
Guioa lasioneura,NA,NA,1,NA,NA,NA,NA,NA
Guioa montana,NA,NA,1,NA,NA,NA,NA,NA
Guioa pteropoda,NA,NA,1,NA,NA,NA,NA,NA
Guioa subglauca,NA,NA,1,1,2,2,1,NA
Harpullia ramiflora,NA,NA,2,NA,NA,NA,NA,NA
Lepidopetalum subdichotomum,NA,NA,2,NA,NA,NA,NA,NA
Mischocarpus exangulatus,NA,NA,2,NA,NA,NA,NA,2
Mischocarpus grandissimus,NA,NA,2,NA,NA,NA,NA,NA
Mischocarpus lachnocarpus,NA,NA,2,NA,NA,NA,NA,NA
Mischocarpus macrocarpus,NA,NA,2,NA,NA,NA,NA,2
Mischocarpus pyriformis,NA,NA,2,NA,NA,NA,NA,NA
Mischocarpus stipitatus,NA,NA,2,NA,NA,NA,NA,NA
Rhysotoechia mortoniana,NA,NA,2,NA,NA,NA,NA,NA
Rhysotoechia robertsonii,NA,NA,2,NA,NA,NA,NA,2
Sarcopteryx martyana,NA,NA,2,NA,NA,NA,NA,NA
Sarcopteryx montana,NA,NA,2,NA,NA,NA,NA,2
Sarcopteryx reticulata,NA,NA,2,NA,NA,NA,NA,NA
Sarcopteryx stipata,NA,NA,2,NA,1,NA,NA,NA
Sarcotoechia cuneata,NA,NA,2,NA,NA,NA,NA,NA
Sarcotoechia lanceolata,NA,NA,2,NA,NA,NA,NA,NA
Sarcotoechia protracta,NA,NA,2,NA,NA,NA,NA,NA
Sarcotoechia serrata,NA,NA,2,NA,NA,NA,NA,NA
Sarcotoechia sp 2183,NA,NA,2,NA,NA,NA,NA,NA
Sarcotoechia villosa,NA,NA,2,NA,NA,NA,NA,NA
Synima cordierorum,NA,NA,2,NA,NA,NA,NA,NA
Synima macrophylla,NA,NA,2,NA,NA,NA,NA,NA
Toechima daemelianum,NA,NA,2,NA,NA,NA,NA,NA
Toechima erythrocarpum,NA,NA,2,NA,NA,NA,NA,NA
Toechima monticola,NA,NA,2,NA,NA,NA,NA,NA
Toechima tenax,NA,NA,2,2,1,NA,NA,1
Ailanthus integrifolia,NA,NA,1,NA,NA,NA,NA,NA
Ailanthus triphora,NA,NA,1,NA,2,NA,NA,NA
Ailanthus triphysa,NA,NA,1,NA,NA,NA,NA,NA
Quassia baileyana,NA,NA,2,2,1,NA,NA,NA
Corynocarpus rupestris,NA,NA,1,1,1,1,1,NA
Davidsonia pruriens,NA,NA,2,NA,NA,NA,NA,NA
Aceratium concinnnum,NA,NA,1,NA,NA,NA,2,NA
Aceratium doggrellii,NA,NA,1,NA,NA,NA,2,NA
Aceratium ferruginium,NA,NA,1,NA,NA,NA,2,NA
Aceratium megalospermum,NA,NA,1,NA,NA,NA,NA,NA
Aceratium sericoleopsis,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus angustifolius,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus bancroftii,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus coorangooloo,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus culminicola,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus ferruginiflorus,NA,NA,2,NA,NA,NA,NA,NA
Elaeocarpus foveolatus,NA,NA,2,NA,NA,NA,NA,NA
Elaeocarpus grahamii,NA,NA,1,NA,NA,NA,NA,NA
