SPECIES,SEED NUMBER,SEED WEIGHT mg,SEED WEIGHT multiplier,notes for edited & omitted values
Leptospermum lanigerum var lanigerum,5,0.0676,,
Leptospermum lanigerum var lanigerum,97,0.0686,,
Leptospermum lanigerum var lanigerum,70,0.072,,
Leptospermum lanigerum var lanigerum,6,0.0724,,
Leptospermum lanigerum var lanigerum,64,0.0812,,
Leptospermum lanigerum var lanigerum,82,0.0818,,
Leptospermum lanigerum var lanigerum,3,0.0822,,
Leptospermum lanigerum var lanigerum,29,0.083,,
Leptospermum lanigerum var lanigerum,21,0.0836,,
Leptospermum lanigerum var lanigerum,8,0.0842,,
Leptospermum lanigerum var lanigerum,85,0.0842,,
Leptospermum lanigerum var lanigerum,60,0.0854,,
Leptospermum lanigerum var lanigerum,83,0.0856,,
Leptospermum lanigerum var lanigerum,98,0.0858,,
Leptospermum lanigerum var lanigerum,18,0.0886,,
Leptospermum lanigerum var lanigerum,19,0.09,,
Leptospermum lanigerum var lanigerum,20,0.0902,,
Leptospermum lanigerum var lanigerum,80,0.0914,,
Leptospermum lanigerum var lanigerum,11,0.0916,,
Leptospermum lanigerum var lanigerum,77,0.0918,,
Leptospermum lanigerum var lanigerum,49,0.0936,,
Leptospermum lanigerum var lanigerum,95,0.094,,
Leptospermum lanigerum var lanigerum,73,0.0942,,
Leptospermum lanigerum var lanigerum,59,0.0952,,
Leptospermum lanigerum var lanigerum,75,0.0964,,
Leptospermum lanigerum var lanigerum,36,0.0966,,
Leptospermum lanigerum var lanigerum,56,0.0968,,
Leptospermum lanigerum var lanigerum,61,0.0968,,
Leptospermum lanigerum var lanigerum,57,0.0998,,
Leptospermum lanigerum var lanigerum,7,0.1012,,
Leptospermum lanigerum var lanigerum,93,0.1012,,
Leptospermum lanigerum var lanigerum,74,0.102,,
Leptospermum lanigerum var lanigerum,33,0.1022,,
Leptospermum lanigerum var lanigerum,30,0.1024,,
Leptospermum lanigerum var lanigerum,96,0.1044,,
Leptospermum lanigerum var lanigerum,37,0.1048,,
Leptospermum lanigerum var lanigerum,31,0.1052,,
Leptospermum lanigerum var lanigerum,48,0.1052,,
Leptospermum lanigerum var lanigerum,65,0.1054,,
Leptospermum lanigerum var lanigerum,91,0.1054,,
Leptospermum lanigerum var lanigerum,99,0.1054,,
Leptospermum lanigerum var lanigerum,17,0.1058,,
Leptospermum lanigerum var lanigerum,22,0.1058,,
Leptospermum lanigerum var lanigerum,72,0.1064,,
Leptospermum lanigerum var lanigerum,79,0.108,,
Leptospermum lanigerum var lanigerum,47,0.1116,,
Leptospermum lanigerum var lanigerum,1,0.112,,
Leptospermum lanigerum var lanigerum,89,0.1134,,
Leptospermum lanigerum var lanigerum,66,0.1136,,
Leptospermum lanigerum var lanigerum,71,0.114,,
Leptospermum lanigerum var lanigerum,76,0.114,,
Leptospermum lanigerum var lanigerum,43,0.1142,,
Leptospermum lanigerum var lanigerum,100,0.1144,,
Leptospermum lanigerum var lanigerum,25,0.115,,
Leptospermum lanigerum var lanigerum,88,0.115,,
Leptospermum lanigerum var lanigerum,86,0.1174,,
Leptospermum lanigerum var lanigerum,78,0.1176,,
Leptospermum lanigerum var lanigerum,50,0.1178,,
Leptospermum lanigerum var lanigerum,52,0.1178,,
Leptospermum lanigerum var lanigerum,55,0.118,,
Leptospermum lanigerum var lanigerum,38,0.1182,,
Leptospermum lanigerum var lanigerum,87,0.1182,,
Leptospermum lanigerum var lanigerum,63,0.1196,,
Leptospermum lanigerum var lanigerum,34,0.121,,
Leptospermum lanigerum var lanigerum,68,0.121,,
Leptospermum lanigerum var lanigerum,35,0.1226,,
Leptospermum lanigerum var lanigerum,92,0.123,,
Leptospermum lanigerum var lanigerum,40,0.1238,,
Leptospermum lanigerum var lanigerum,27,0.1262,,
Leptospermum lanigerum var lanigerum,81,0.1262,,
Leptospermum lanigerum var lanigerum,42,0.1264,,
Leptospermum lanigerum var lanigerum,67,0.127,,
Leptospermum lanigerum var lanigerum,32,0.1294,,
Leptospermum lanigerum var lanigerum,51,0.1306,,
Leptospermum lanigerum var lanigerum,24,0.1324,,
Leptospermum lanigerum var lanigerum,45,0.1332,,
Leptospermum lanigerum var lanigerum,12,0.1336,,
Leptospermum lanigerum var lanigerum,16,0.1364,,
Leptospermum lanigerum var lanigerum,9,0.1378,,
Leptospermum lanigerum var lanigerum,13,0.1396,,
Leptospermum lanigerum var lanigerum,39,0.1404,,
Leptospermum lanigerum var lanigerum,28,0.1488,,
Leptospermum lanigerum var lanigerum,58,0.1492,,
Leptospermum lanigerum var lanigerum,26,0.153,,
Leptospermum lanigerum var lanigerum,15,0.159,,
Leptospermum lanigerum var lanigerum,23,0.16,,
Leptospermum lanigerum var lanigerum,10,0.162,,
Leptospermum lanigerum var lanigerum,90,0.1666,,
Leptospermum lanigerum var lanigerum,2,0.168,,
Leptospermum lanigerum var lanigerum,54,0.1688,,
Leptospermum lanigerum var lanigerum,4,0.174,,
Leptospermum lanigerum var lanigerum,44,0.174,,
Leptospermum lanigerum var lanigerum,69,0.1758,,
Leptospermum lanigerum var lanigerum,14,0.1764,,
Leptospermum lanigerum var lanigerum,41,0.1784,,
Leptospermum lanigerum var lanigerum,53,0.1828,,
Leptospermum lanigerum var lanigerum,62,0.196,,
Leptospermum lanigerum var lanigerum,94,0.202,,
Leptospermum lanigerum var lanigerum,46,0.2106,,
Leptospermum lanigerum var lanigerum,84,168,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Leptospermum lanigerum var macrocarpum,96,0.135,,
Leptospermum lanigerum var macrocarpum,95,0.187,,
Leptospermum lanigerum var macrocarpum,94,0.1896,,
Leptospermum lanigerum var macrocarpum,99,0.2122,,
Leptospermum lanigerum var macrocarpum,20,0.2246,,
Leptospermum lanigerum var macrocarpum,47,0.2282,,
Leptospermum lanigerum var macrocarpum,68,0.23,,
Leptospermum lanigerum var macrocarpum,85,0.239,,
Leptospermum lanigerum var macrocarpum,69,0.2408,,
Leptospermum lanigerum var macrocarpum,77,0.2424,,
Leptospermum lanigerum var macrocarpum,90,0.2478,,
Leptospermum lanigerum var macrocarpum,61,0.251,,
Leptospermum lanigerum var macrocarpum,55,0.2512,,
Leptospermum lanigerum var macrocarpum,58,0.2542,,
Leptospermum lanigerum var macrocarpum,1,0.2546,,
Leptospermum lanigerum var macrocarpum,89,0.2598,,
Leptospermum lanigerum var macrocarpum,98,0.2608,,
Leptospermum lanigerum var macrocarpum,24,0.2638,,
Leptospermum lanigerum var macrocarpum,43,0.2672,,
Leptospermum lanigerum var macrocarpum,19,0.28,,
Leptospermum lanigerum var macrocarpum,51,0.2834,,
Leptospermum lanigerum var macrocarpum,91,0.2864,,
Leptospermum lanigerum var macrocarpum,6,0.2892,,
Leptospermum lanigerum var macrocarpum,22,0.2896,,
Leptospermum lanigerum var macrocarpum,23,0.2908,,
Leptospermum lanigerum var macrocarpum,81,0.2916,,
Leptospermum lanigerum var macrocarpum,31,0.2974,,
Leptospermum lanigerum var macrocarpum,2,0.2976,,
Leptospermum lanigerum var macrocarpum,28,0.2986,,
Leptospermum lanigerum var macrocarpum,39,0.3018,,
Leptospermum lanigerum var macrocarpum,36,0.3032,,
Leptospermum lanigerum var macrocarpum,38,0.3174,,
Leptospermum lanigerum var macrocarpum,46,0.3264,,
Leptospermum lanigerum var macrocarpum,84,0.3334,,
Leptospermum lanigerum var macrocarpum,11,0.3388,,
Leptospermum lanigerum var macrocarpum,49,0.3452,,
Leptospermum lanigerum var macrocarpum,45,0.3456,,
Leptospermum lanigerum var macrocarpum,86,0.3476,,
Leptospermum lanigerum var macrocarpum,88,0.3578,,
Leptospermum lanigerum var macrocarpum,73,0.3588,,
Leptospermum lanigerum var macrocarpum,3,0.3624,,
Leptospermum lanigerum var macrocarpum,18,0.3722,,
Leptospermum lanigerum var macrocarpum,70,0.373,,
Leptospermum lanigerum var macrocarpum,35,0.3772,,
Leptospermum lanigerum var macrocarpum,41,0.38,,
Leptospermum lanigerum var macrocarpum,32,0.3818,,
Leptospermum lanigerum var macrocarpum,16,0.3824,,
Leptospermum lanigerum var macrocarpum,83,0.3886,,
Leptospermum lanigerum var macrocarpum,15,0.3894,,
Leptospermum lanigerum var macrocarpum,59,0.3902,,
Leptospermum lanigerum var macrocarpum,10,0.395,,
Leptospermum lanigerum var macrocarpum,4,0.4002,,
Leptospermum lanigerum var macrocarpum,56,0.401,,
Leptospermum lanigerum var macrocarpum,53,0.4056,,
Leptospermum lanigerum var macrocarpum,78,0.4058,,
Leptospermum lanigerum var macrocarpum,57,0.4098,,
Leptospermum lanigerum var macrocarpum,9,0.4104,,
Leptospermum lanigerum var macrocarpum,63,0.4136,,
Leptospermum lanigerum var macrocarpum,50,0.414,,
Leptospermum lanigerum var macrocarpum,72,0.4184,,
Leptospermum lanigerum var macrocarpum,97,0.4228,,
Leptospermum lanigerum var macrocarpum,66,0.43,,
Leptospermum lanigerum var macrocarpum,52,0.4302,,
Leptospermum lanigerum var macrocarpum,8,0.4348,,
Leptospermum lanigerum var macrocarpum,30,0.4358,,
Leptospermum lanigerum var macrocarpum,21,0.4362,,
Leptospermum lanigerum var macrocarpum,29,0.4378,,
Leptospermum lanigerum var macrocarpum,93,0.4422,,
Leptospermum lanigerum var macrocarpum,25,0.4446,,
Leptospermum lanigerum var macrocarpum,79,0.4482,,
Leptospermum lanigerum var macrocarpum,67,0.4534,,
Leptospermum lanigerum var macrocarpum,64,0.455,,
Leptospermum lanigerum var macrocarpum,7,0.4564,,
Leptospermum lanigerum var macrocarpum,71,0.4572,,
Leptospermum lanigerum var macrocarpum,82,0.4612,,
Leptospermum lanigerum var macrocarpum,92,0.47,,
Leptospermum lanigerum var macrocarpum,87,0.4708,,
Leptospermum lanigerum var macrocarpum,75,0.4732,,
Leptospermum lanigerum var macrocarpum,42,0.4738,,
Leptospermum lanigerum var macrocarpum,48,0.474,,
Leptospermum lanigerum var macrocarpum,54,0.4786,,
Leptospermum lanigerum var macrocarpum,5,0.4792,,
Leptospermum lanigerum var macrocarpum,100,0.486,,
Leptospermum lanigerum var macrocarpum,33,0.488,,
Leptospermum lanigerum var macrocarpum,27,0.49,,
Leptospermum lanigerum var macrocarpum,74,0.4902,,
Leptospermum lanigerum var macrocarpum,60,0.4942,,
Leptospermum lanigerum var macrocarpum,44,0.4978,,
Leptospermum lanigerum var macrocarpum,62,0.5048,,
Leptospermum lanigerum var macrocarpum,65,0.5088,,
Leptospermum lanigerum var macrocarpum,80,0.5152,,
Leptospermum lanigerum var macrocarpum,26,0.5252,,
Leptospermum lanigerum var macrocarpum,13,0.5414,,
Leptospermum lanigerum var macrocarpum,40,0.55,,
Leptospermum lanigerum var macrocarpum,37,0.5522,,
Leptospermum lanigerum var macrocarpum,12,0.5688,,
Leptospermum lanigerum var macrocarpum,76,0.5732,,
Leptospermum lanigerum var macrocarpum,14,0.5846,,
Leptospermum lanigerum var macrocarpum,17,0.6162,,
Leptospermum lanigerum var macrocarpum,34,0.6304,,
Leptospermum liversidgei,67,0.0378,,
Leptospermum liversidgei,6,0.04,,
Leptospermum liversidgei,28,0.0462,,
Leptospermum liversidgei,88,0.0494,,
Leptospermum liversidgei,55,0.0502,,
Leptospermum liversidgei,3,0.0508,,
Leptospermum liversidgei,2,0.0518,,
Leptospermum liversidgei,95,0.0528,,
Leptospermum liversidgei,36,0.0532,,
Leptospermum liversidgei,100,0.0554,,
Leptospermum liversidgei,94,0.0612,,
Leptospermum liversidgei,52,0.0634,,
Leptospermum liversidgei,58,0.066,,
Leptospermum liversidgei,99,0.0676,,
Leptospermum liversidgei,31,0.0684,,
Leptospermum liversidgei,74,0.0694,,
Leptospermum liversidgei,37,0.0706,,
Leptospermum liversidgei,21,0.071,,
Leptospermum liversidgei,69,0.0712,,
Leptospermum liversidgei,82,0.0724,,
Leptospermum liversidgei,90,0.0726,,
Leptospermum liversidgei,23,0.0728,,
Leptospermum liversidgei,75,0.0734,,
Leptospermum liversidgei,45,0.0746,,
Leptospermum liversidgei,73,0.0762,,
Leptospermum liversidgei,40,0.0766,,
Leptospermum liversidgei,17,0.0768,,
Leptospermum liversidgei,42,0.077,,
Leptospermum liversidgei,62,0.0774,,
Leptospermum liversidgei,80,0.078,,
Leptospermum liversidgei,71,0.0784,,
Leptospermum liversidgei,18,0.079,,
Leptospermum liversidgei,61,0.08,,
Leptospermum liversidgei,35,0.0806,,
Leptospermum liversidgei,84,0.0818,,
Leptospermum liversidgei,24,0.082,,
Leptospermum liversidgei,59,0.0824,,
Leptospermum liversidgei,30,0.0828,,
Leptospermum liversidgei,19,0.083,,
Leptospermum liversidgei,47,0.0834,,
Leptospermum liversidgei,66,0.0836,,
Leptospermum liversidgei,70,0.0836,,
Leptospermum liversidgei,12,0.086,,
Leptospermum liversidgei,97,0.087,,
Leptospermum liversidgei,68,0.0872,,
Leptospermum liversidgei,14,0.0882,,
Leptospermum liversidgei,15,0.0892,,
Leptospermum liversidgei,39,0.0892,,
Leptospermum liversidgei,16,0.0896,,
Leptospermum liversidgei,93,0.0898,,
Leptospermum liversidgei,8,0.0904,,
Leptospermum liversidgei,9,0.0904,,
Leptospermum liversidgei,53,0.0906,,
Leptospermum liversidgei,96,0.0908,,
Leptospermum liversidgei,54,0.0918,,
Leptospermum liversidgei,98,0.0918,,
Leptospermum liversidgei,86,0.0922,,
Leptospermum liversidgei,87,0.0932,,
Leptospermum liversidgei,81,0.0936,,
Leptospermum liversidgei,13,0.0938,,
Leptospermum liversidgei,29,0.094,,
Leptospermum liversidgei,22,0.0942,,
Leptospermum liversidgei,76,0.095,,
Leptospermum liversidgei,72,0.0964,,
Leptospermum liversidgei,56,0.0974,,
Leptospermum liversidgei,60,0.1004,,
Leptospermum liversidgei,89,0.1008,,
Leptospermum liversidgei,48,0.101,,
Leptospermum liversidgei,77,0.1018,,
Leptospermum liversidgei,7,0.1026,,
Leptospermum liversidgei,44,0.103,,
Leptospermum liversidgei,85,0.1032,,
Leptospermum liversidgei,43,0.1034,,
Leptospermum liversidgei,92,0.1034,,
Leptospermum liversidgei,91,0.105,,
Leptospermum liversidgei,83,0.1064,,
Leptospermum liversidgei,11,0.107,,
Leptospermum liversidgei,10,0.1074,,
Leptospermum liversidgei,4,0.1076,,
Leptospermum liversidgei,65,0.1076,,
Leptospermum liversidgei,1,0.1084,,
Leptospermum liversidgei,5,0.1094,,
Leptospermum liversidgei,51,0.1122,,
Leptospermum liversidgei,34,0.1186,,
Leptospermum liversidgei,49,0.1244,,
Leptospermum liversidgei,27,0.1254,,
Leptospermum liversidgei,50,0.126,,
Leptospermum liversidgei,64,0.1262,,
Leptospermum liversidgei,78,0.1274,,
Leptospermum liversidgei,25,0.1364,,
Leptospermum liversidgei,41,0.1444,,
Leptospermum liversidgei,46,0.1468,,
Leptospermum liversidgei,20,0.149,,
Leptospermum liversidgei,32,0.15,,
Leptospermum liversidgei,63,0.186,,
Leptospermum liversidgei,79,0.1952,,
Leptospermum liversidgei,38,0.1962,,
Leptospermum liversidgei,57,0.1988,,
Leptospermum liversidgei,33,0.2162,,
Leptospermum liversidgei,26,0.2244,,
Leptospermum scoparium var rotundifolium,16,0.149,,
Leptospermum scoparium var rotundifolium,25,0.1914,,
Leptospermum scoparium var rotundifolium,12,0.1917,,
Leptospermum scoparium var rotundifolium,37,0.1965,,
Leptospermum scoparium var rotundifolium,78,0.2147,,
Leptospermum scoparium var rotundifolium,53,0.215,,
Leptospermum scoparium var rotundifolium,26,0.218,,
Leptospermum scoparium var rotundifolium,84,0.2201,,
Leptospermum scoparium var rotundifolium,57,0.2204,,
Leptospermum scoparium var rotundifolium,59,0.2253,,
Leptospermum scoparium var rotundifolium,94,0.2314,,
Leptospermum scoparium var rotundifolium,81,0.2388,,
Leptospermum scoparium var rotundifolium,33,0.2528,,
Leptospermum scoparium var rotundifolium,58,0.2561,,
Leptospermum scoparium var rotundifolium,43,0.258,,
Leptospermum scoparium var rotundifolium,7,0.2618,,
Leptospermum scoparium var rotundifolium,5,0.2679,,
Leptospermum scoparium var rotundifolium,92,0.2699,,
Leptospermum scoparium var rotundifolium,95,0.275,,
Leptospermum scoparium var rotundifolium,67,0.2753,,
Leptospermum scoparium var rotundifolium,72,0.2764,,
Leptospermum scoparium var rotundifolium,46,0.277,,
Leptospermum scoparium var rotundifolium,52,0.278,,
Leptospermum scoparium var rotundifolium,30,0.2829,,
Leptospermum scoparium var rotundifolium,35,0.2842,,
Leptospermum scoparium var rotundifolium,90,0.2868,,
Leptospermum scoparium var rotundifolium,36,0.2915,,
Leptospermum scoparium var rotundifolium,41,0.2929,,
Leptospermum scoparium var rotundifolium,71,0.2963,,
Leptospermum scoparium var rotundifolium,29,0.2986,,
Leptospermum scoparium var rotundifolium,96,0.299,,
Leptospermum scoparium var rotundifolium,83,0.2994,,
Leptospermum scoparium var rotundifolium,76,0.3008,,
Leptospermum scoparium var rotundifolium,6,0.3009,,
Leptospermum scoparium var rotundifolium,15,0.3013,,
Leptospermum scoparium var rotundifolium,1,0.3025,,
Leptospermum scoparium var rotundifolium,65,0.3062,,
Leptospermum scoparium var rotundifolium,51,0.3118,,
Leptospermum scoparium var rotundifolium,10,0.3188,,
Leptospermum scoparium var rotundifolium,86,0.319,,
Leptospermum scoparium var rotundifolium,22,0.3194,,
Leptospermum scoparium var rotundifolium,49,0.3225,,
Leptospermum scoparium var rotundifolium,28,0.333,,
Leptospermum scoparium var rotundifolium,23,0.3338,,
Leptospermum scoparium var rotundifolium,75,0.3348,,
Leptospermum scoparium var rotundifolium,4,0.3356,,
Leptospermum scoparium var rotundifolium,13,0.3358,,
Leptospermum scoparium var rotundifolium,54,0.3362,,
Leptospermum scoparium var rotundifolium,56,0.337,,
Leptospermum scoparium var rotundifolium,24,0.3378,,
Leptospermum scoparium var rotundifolium,31,0.3383,,
Leptospermum scoparium var rotundifolium,61,0.3385,,
Leptospermum scoparium var rotundifolium,74,0.341,,
Leptospermum scoparium var rotundifolium,80,0.3414,,
Leptospermum scoparium var rotundifolium,89,0.3444,,
Leptospermum scoparium var rotundifolium,32,0.3449,,
Leptospermum scoparium var rotundifolium,20,0.3512,,
Leptospermum scoparium var rotundifolium,2,0.3612,,
Leptospermum scoparium var rotundifolium,85,0.3676,,
Leptospermum scoparium var rotundifolium,93,0.3739,,
Leptospermum scoparium var rotundifolium,9,0.3855,,
Leptospermum scoparium var rotundifolium,79,0.3982,,
Leptospermum scoparium var rotundifolium,14,0.3996,,
Leptospermum scoparium var rotundifolium,73,0.4048,,
Leptospermum scoparium var rotundifolium,8,0.409,,
Leptospermum scoparium var rotundifolium,88,0.4111,,
Leptospermum scoparium var rotundifolium,99,0.4111,,
Leptospermum scoparium var rotundifolium,70,0.4112,,
Leptospermum scoparium var rotundifolium,44,0.4181,,
Leptospermum scoparium var rotundifolium,91,0.4248,,
Leptospermum scoparium var rotundifolium,48,0.4302,,
Leptospermum scoparium var rotundifolium,64,0.4308,,
Leptospermum scoparium var rotundifolium,98,0.4367,,
Leptospermum scoparium var rotundifolium,11,0.4428,,
Leptospermum scoparium var rotundifolium,63,0.4428,,
Leptospermum scoparium var rotundifolium,38,0.4493,,
Leptospermum scoparium var rotundifolium,47,0.452,,
Leptospermum scoparium var rotundifolium,60,0.4596,,
Leptospermum scoparium var rotundifolium,50,0.4616,,
Leptospermum scoparium var rotundifolium,40,0.4666,,
Leptospermum scoparium var rotundifolium,97,0.4719,,
Leptospermum scoparium var rotundifolium,69,0.4758,,
Leptospermum scoparium var rotundifolium,100,0.4906,,
Leptospermum scoparium var rotundifolium,77,0.4968,,
Leptospermum scoparium var rotundifolium,42,0.5118,,
Leptospermum scoparium var rotundifolium,17,0.5172,,
Leptospermum scoparium var rotundifolium,68,0.5179,,
Leptospermum scoparium var rotundifolium,87,0.534,,
Leptospermum scoparium var rotundifolium,39,0.5476,,
Leptospermum scoparium var rotundifolium,18,0.5551,,
Leptospermum scoparium var rotundifolium,27,0.5595,,
Leptospermum scoparium var rotundifolium,34,0.571,,
Leptospermum scoparium var rotundifolium,82,0.5712,,
Leptospermum scoparium var rotundifolium,19,0.5776,,
Leptospermum scoparium var rotundifolium,62,0.5906,,
Leptospermum scoparium var rotundifolium,66,0.5908,,
Leptospermum scoparium var rotundifolium,45,0.6016,,
Leptospermum scoparium var rotundifolium,21,0.6143,,
Leptospermum scoparium var rotundifolium,55,0.6218,,
Leptospermum scoparium var rotundifolium,3,0.6424,,
Leptospermum squarrosum,98,31.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,99,39,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,92,41.5,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,81,43.8,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,63,49.5,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,88,49.8,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,66,50.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,94,51.1,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,59,53.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,19,58.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,31,58.7,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,95,62.8,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,93,63,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,85,65.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,83,66.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,76,67.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,44,70.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,82,71,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,48,71.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,14,74.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,75,75.9,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,28,76.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,55,76.5,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,26,77,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,6,77.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,64,77.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,49,79.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,91,80,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,27,80.1,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,97,82,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,13,82.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,67,82.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,70,85.7,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,60,86.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,89,86.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,79,86.7,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,5,88.1,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,71,88.7,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,33,89.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,77,89.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,80,92,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,96,92,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,69,92.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,58,93.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,68,93.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,2,93.9,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,52,97.7,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,18,98.4,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,12,100.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,100,100.8,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,51,102.8,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,17,105.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,56,105.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,39,106.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,40,110.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,45,111.9,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,90,113,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,8,113.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,50,114.2,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,43,116.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,22,116.9,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,34,117,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,65,118,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,25,118.3,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,36,118.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
Leptospermum squarrosum,4,119.6,0.001,divide 1000 to fit within range of other AusTraits observations of species & other Leptospermum in this study
