species,seed_mass
Verticordia forrestii,10.3912
Verticordia fragrans,2.7872
Verticordia helichrysantha,5.0989761
Verticordia huegelii,9.1084
Verticordia luteola,7.9776
Verticordia muelleriana,13.3016949
Verticordia multiflora,3.7396
Verticordia oculata,8.1672
Verticordia penicillaris,12.2764
Verticordia pennigera,2.392
Verticordia picta,4.51336
Verticordia polytricha,1.0284
Verticordia serrata,2.1794237
Verticordia serrata,2.8648
Verticordia sieberi,2.4421941
Verticordia spicata,4.95352
Verticordia staminosa,11.5468
Verticordia staminosa,12.7155
Viola betonicifolia,1.0664
Viola betonicifolia,1.3524
Viola betonicifolia,1.3876
Viola cleistogamoides,0.5088
Viola hederacea,0.78
Viola hederacea,1.641
Viola improcera,1.2488
Viola sieberiana,0.736
Vitex glabrata,217.39
Vitex trifolia,25.2976
Vitex trifolia,18.3992
Vittadinia arida,0.6144
Vittadinia australasica,1.0152
Vittadinia australasica,1.0812
Vittadinia burbidgeae,0.5892
Vittadinia cervicularis,1.286
Vittadinia cervicularis,0.7544
Vittadinia cuneata,1.057
Vittadinia cuneata,1.54
Vittadinia cuneata,1.2288
Vittadinia dissecta,0.589
Vittadinia dissecta,1.2208
Vittadinia eremaea,1.02
Vittadinia gracilis,0.9131
Vittadinia megacephala,2.0772
Vittadinia muelleri,0.5682
Vittadinia pterochaeta,1.47
Vittadinia sulcata,0.4224
Wahlenbergia caryophylloides,0.01588
Wahlenbergia ceracea,0.025
Wahlenbergia communis,0.035
Wahlenbergia densifolia,0.0236
Wahlenbergia fluminalis,0.018
Wahlenbergia gloriosa,0.046
Wahlenbergia gracilenta,0.0152
Wahlenbergia gracilis,0.06
Wahlenbergia graniticola,0.01
Wahlenbergia islensis,0.0474576
Wahlenbergia luteola,0.013
Wahlenbergia multicaulis,0.0188
Wahlenbergia preissii,0.01
Wahlenbergia queenslandica,0.01
Wahlenbergia stricta,0.01292
Wahlenbergia tumidifructa,0.0108
Waitzia acuminata,0.1512
Waitzia acuminata,0.262
Waitzia corymbosa,0.6356
Waitzia nitida,0.14728
Waitzia podolepis,4.986
Waitzia suaveolens,0.16
Waitzia suaveolens,0.12764
Waltheria indica,1.91
Wedelia asperrima,2.192
Wedelia spilanthoides,1.486
Wedelia stirlingii,0.664
Wendlandia basistaminea,0.017
Westringia angustifolia,1.0508
Westringia cheelii,0.7
Westringia crassifolia,1.8924
Westringia eremicola,1.5164
Westringia fruticosa,0.928
Westringia rigida,1.343
Westringia rubiifolia,0.9428
Westringia senifolia,1.0712
Wikstroemia indica,17
Wilsonia backhousei,3.3508
Wilsonia humilis,3.7996
Wilsonia rotundifolia,5.1126
Wittsteinia vacciniacea,1.0784
Woollsia pungens,0.158
Wurmbea biglandulosa,0.8708
Wurmbea biglandulosa,2.8368
Wurmbea citrina,2.164
Wurmbea decumbens,1.4808
Wurmbea deserticola,3.992
Wurmbea dioica,0.737
Wurmbea dioica,0.71
Wurmbea drummondii,0.7913793
Wurmbea latifolia,1.3976
Wurmbea sinora,0.328
Wurmbea stellata,1.6276
Wurmbea tubulosa,0.51
Wurmbea uniflora,1.1616
Xanthorrhoea arborea,13.8256
Xanthorrhoea arenaria,3.632
Xanthorrhoea australis,12.7444
Xanthorrhoea bracteata,6.9116
Xanthorrhoea brunonis,21.952
Xanthorrhoea caespitosa,8.8232
Xanthorrhoea concava,8.7964
Xanthorrhoea drummondii,29.0036
Xanthorrhoea fulva,7.3796
Xanthorrhoea glauca,36.024
Xanthorrhoea gracilis,12.07
Xanthorrhoea johnsonii,16
Xanthorrhoea latifolia,9.0564
Xanthorrhoea macronema,25.203
Xanthorrhoea media,11.7312
Xanthorrhoea minor,7.3712
Xanthorrhoea platyphylla,19.5416
Xanthorrhoea preissii,15.59
Xanthorrhoea quadrangulata,20.6644
Xanthorrhoea resinosa,6.4788
Xanthorrhoea semiplana,16.386
Xanthorrhoea thorntonii,66.872
Xanthosia atkinsoniana,0.86
Xanthosia dissecta,0.91
Xanthosia huegelii,1.392
Xanthosia pilosa,2.4509804
Xanthosia rotundifolia,2.91176
Xanthosia scopulicola,0.7466667
Xanthosia tasmanica,0.6992
Xanthosia tridentata,1.4292
Xanthostemon chrysanthus,3.6244
Xanthostemon oppositifolius,7.68832
Xanthostemon paradoxus,6.5552
Xanthostemon umbrosus,7.6612
Xanthostemon whitei,3.2
Xerochrysum bracteatum,0.6
Xerochrysum palustre,0.3526
Xerochrysum papillosum,0.7912
Xerochrysum subundulatum,0.5958
Xerochrysum viscosum,0.3604
Ximenia americana,852
Xylocarpus granatum,83333
Xylomelum angustifolium,438.30292
Xylomelum pyriforme,275.5729167
Xyris complanata,0.0134
Xyris gracilis,0.0584
Xyris lacera,0.0508
Xyris lanata,0.2592
Xyris laxiflora,0.2356
Xyris marginata,0.0864
Xyris maxima,0.106
Xyris muelleri,0.1684
Xyris operculata,0.08
Xyris roycei,0.0632
Xyris ustulata,0.0592
Youngia japonica,0.0764
Zaleya galericulata,3.0137
Zannichellia palustris,1.0348
Zanthoxylum ovalifolium,28.84
Zieria arborescens,1.902
Zieria buxijugum,0.8788
Zieria compacta,3.2736
Zieria cytisoides,3.325
Zieria formosa,1.0712
Zieria granulata,1.9152
Zieria hindii,0.4156
Zieria ingramii,3.9064
Zieria involucrata,1.6216
Zieria laevigata,3.308
Zieria laxiflora,4.2844
Zieria littoralis,1.701
Zieria odorifera,1.418
Zieria oreocaena,1.2076
Zieria parrisiae,1.418
Zieria pilosa,3.5544
Zieria prostrata,1.3436
Zieria smithii,1.552
Zieria southwellii,1.2688
Zieria tuberculata,2.0377953
Zieria veronicea,3.5119
Zoysia macrantha,0.322
Zoysia matrella,0.69
Zygophyllum apiculatum,5.5338
Zygophyllum aurantiacum,3.2768
Zygophyllum aurantiacum,4.97
Zygophyllum compressum,2.2074
Zygophyllum crassissimum,6.4
Zygophyllum humillimum,0.956
Zygophyllum hybridum,3.318
Zygophyllum iodocarpum,2.74
Zygophyllum prismatothecum,1.13
