Family,taxon_name,scraped_name,Diaspore class,Life form,Habitat class,Seed diameter (mm),BFG 1 (%),BFG2 (%),BFG3 (%),BFG4 (%),BFG5 (%),BFG6 (%),Location,aligned_name,suggested_name,aligned_reason,taxonomic_status
Myrsinaceae,Myrsine variabilis,Rapanea variabilis,ae,stree,wide,4,36,9,90,45,69,83,"Southeast Queensland, subtropical rainforests - widespread",Rapanea variabilis,Myrsine variabilis,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrsinaceae,Tapeinosperma pseudojambosa,Tapeinosperma pseudojambosa,ae,stree,4,5.5,0,0,10,10,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Tapeinosperma pseudojambosa,Tapeinosperma pseudojambosa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium hemilamprum,Acmena hemilampra,ae,trees,1,8,100,9,14,2,0,0,"Southeast Queensland, warm humid subtropical rainforests",Acmena hemilampra,Syzygium hemilamprum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium ingens,Acmena ingens,ae,trees,2,18,0,43,43,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Acmena ingens,Syzygium ingens,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium smithii,Acmena smithii,ae,trees,3,7,0,26,52,13,3,8,"Southeast Queensland, humid subtropical rainforests",Acmena smithii,Syzygium smithii,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Archirhodomyrtus beckleri,Archirhodomyrtus beckleri,ae,stree,3,1,0,9,14,2,0,0,"Southeast Queensland, humid subtropical rainforests",Archirhodomyrtus beckleri,Archirhodomyrtus beckleri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Gossia acmenoides,Austromyrtus acmenoides,ae,stree,4,2,0,4,24,40,9,5,"Southeast Queensland, drier coastal lowland subtropical rainforests",Austromyrtus acmenoides,Gossia acmenoides,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Gossia bidwillii,Austromyrtus bidwillii,ae,stree,wide,2,0,17,29,65,88,85,"Southeast Queensland, subtropical rainforests - widespread",Austromyrtus bidwillii,Gossia bidwillii,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Gossia fragrantissima,Austromyrtus fragrantissima,ae,stree,4,2,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Austromyrtus fragrantissima,Gossia fragrantissima,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Gossia hillii,Austromyrtus hillii,ae,stree,4,3,0,4,19,33,8,3,"Southeast Queensland, drier coastal lowland subtropical rainforests",Austromyrtus hillii,Gossia hillii,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Gossia inophloia,Austromyrtus inophloia,ae,stree,3,2,0,4,14,0,0,0,"Southeast Queensland, humid subtropical rainforests",Austromyrtus inophloia,Gossia inophloia,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Gossia punctata,Austromyrtus sp. (Brookfield L.W.Jessup 155),ae,stree,4,2,0,0,0,17,1,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Austromyrtus sp. (Brookfield L.W.Jessup 155),Gossia punctata,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-02-25),accepted
Myrtaceae,Lenwebbia prominens,Austromyrtus sp. (Upper Mudgeriba Creek),ae,stree,2,2.5,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Austromyrtus sp. (Upper Mudgeeraba Creek N.B.Byrnes+ 4069),Lenwebbia prominens,Fuzzy match of the first three words of the taxon name to an APC-known canonical name (2025-02-25),accepted
Myrtaceae,Backhousia angustifolia,Backhousia angustifolia,wa,stree,6,1,0,0,0,0,2,28,"Southeast Queensland, northern dry rainforests",Backhousia angustifolia,Backhousia angustifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Backhousia citriodora,Baclchousia citriodora,wa,stree,3,1.5,0,0,14,5,0,3,"Southeast Queensland, humid subtropical rainforests",Backhousia citriodora,Backhousia citriodora,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Backhousia myrtifolia,Baclchousia myrtifolia,wa,stree,3,1,27,0,48,12,2,3,"Southeast Queensland, humid subtropical rainforests",Backhousia myrtifolia,Backhousia myrtifolia,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Backhousia sciadophora,Backhousia sciadophora,wa,trees,4,1,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Backhousia sciadophora,Backhousia sciadophora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Backhousia leptopetala,Choricarpia leptopetala,un,stree,4,1,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Choricarpia leptopetala,Backhousia leptopetala,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Backhousia subargentea,Choricarpia subargentea,un,trees,6,1,0,0,5,10,9,13,"Southeast Queensland, northern dry rainforests",Choricarpia subargentea,Backhousia subargentea,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Decaspermum humile,Decaspermum humile,ae,stree,1,1.5,64,13,29,12,3,3,"Southeast Queensland, warm humid subtropical rainforests",Decaspermum humile,Decaspermum humile,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Eugenia reinwardtiana,Eugenia reinwardtiana,ae,stree,6,8,0,0,0,0,0,10,"Southeast Queensland, northern dry rainforests",Eugenia reinwardtiana,Eugenia reinwardtiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Pilidiostigma glabrum,Pilidiostigma glabrum,ae,stree,1,4,64,13,0,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Pilidiostigma glabrum,Pilidiostigma glabrum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Pilidiostigma rhytispermum,Pilidiostigma rhytispermum,ae,stree,3,2,0,9,43,8,0,0,"Southeast Queensland, humid subtropical rainforests",Pilidiostigma rhytispermum,Pilidiostigma rhytispermum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia acuminata,Rhodamnia  acuminata,ae,stree,1,3,82,0,19,2,0,0,"Southeast Queensland, warm humid subtropical rainforests",Rhodamnia acuminata,Rhodamnia acuminata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia argentea,Rhodamnia  argentea,ae,trees,3,3,0,13,19,10,0,0,"Southeast Queensland, humid subtropical rainforests",Rhodamnia argentea,Rhodamnia argentea,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia dumicola,Rhodamnia  dumicola,ae,stree,4,3,0,0,14,27,20,25,"Southeast Queensland, drier coastal lowland subtropical rainforests",Rhodamnia dumicola,Rhodamnia dumicola,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia glabrescens,Rhodamnia  glabrescens,ae,stree,4,2.5,0,0,0,7,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Rhodamnia glabrescens,Rhodamnia glabrescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia maideniana,Rhodamnia maideniana,ae,stree,2,3,0,4,0,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Rhodamnia maideniana,Rhodamnia maideniana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia pauciovulata,Rhodamnia  pauciovulata,ae,stree,6,2.5,0,0,0,3,5,8,"Southeast Queensland, northern dry rainforests",Rhodamnia pauciovulata,Rhodamnia pauciovulata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia rubescens,Rhodamnia  rubescens,ae,stree,3,2,0,9,67,8,4,0,"Southeast Queensland, humid subtropical rainforests",Rhodamnia rubescens,Rhodamnia rubescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia spongiosa,Rhodamnia  spongiosa,ae,stree,6,3,0,0,0,0,0,5,"Southeast Queensland, northern dry rainforests",Rhodamnia spongiosa,Rhodamnia spongiosa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodamnia whiteana,Rhodamnia  whiteana,ae,stree,3,3,0,0,10,0,0,0,"Southeast Queensland, humid subtropical rainforests",Rhodamnia whiteana,Rhodamnia whiteana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Rhodomyrtus psidioides,Rhodomyrtus psidioides,ae,stree,3,1.5,0,9,43,5,1,0,"Southeast Queensland, humid subtropical rainforests",Rhodomyrtus psidioides,Rhodomyrtus psidioides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium australe,Syzygium australe,ae,trees,3,8,9,4,52,38,18,33,"Southeast Queensland, humid subtropical rainforests",Syzygium australe,Syzygium australe,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium corynanthum,Syzygium corynanthum,ae,trees,2,7,0,22,5,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Syzygium corynanthum,Syzygium corynanthum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium crebrinerve,Syzygium crebrinerve,ae,trees,2,8,0,43,19,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Syzygium crebrinerve,Syzygium crebrinerve,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium francisii,Syzygium francisii,ae,trees,3,7,0,22,33,22,3,0,"Southeast Queensland, humid subtropical rainforests",Syzygium francisii,Syzygium francisii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,ae,stree,3,15,0,4,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium johnsonii,Syzygium johnsonii,ae,trees,1,6,9,4,5,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Syzygium johnsonii,Syzygium johnsonii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium luehmannii,Syzygium luehmannii,ae,trees,1,4,82,4,10,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Syzygium luehmannii,Syzygium luehmannii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium moorei,Syzygium moorei,ae,trees,4,25,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Syzygium moorei,Syzygium moorei,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium oleosum,Syzygium oleosum,ae,stree,1,11,91,9,52,8,1,8,"Southeast Queensland, warm humid subtropical rainforests",Syzygium oleosum,Syzygium oleosum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrtaceae,Syzygium floribundum,Waterhousea floribunda,ae,trees,3,12,0,0,14,3,2,3,"Southeast Queensland, humid subtropical rainforests",Waterhousea floribunda,Syzygium floribundum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Nytaginaceae,Pisonia aculeata,Pisonia aculeata,adhesive,tclim,4,3,0,0,0,7,5,3,"Southeast Queensland, drier coastal lowland subtropical rainforests",Pisonia aculeata,Pisonia aculeata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Jasminum dallachii,Jasminum dallachii,ae,sclim,2,3,0,26,14,8,0,0,"Southeast Queensland, cool humid subtropical rainforests",Jasminum dallachii,Jasminum dallachii [alternative possible names: Jasminum singuliflorum (pro parte misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Jasminum didymum subsp. racemosum,Jasminum didymum subsp. racemosum,ae,sclim,6,5.5,0,0,10,18,82,83,"Southeast Queensland, northern dry rainforests",Jasminum didymum subsp. racemosum,Jasminum didymum subsp. racemosum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Jasminum simplicifolium subsp. australiense,Jasminum  simplicifolium subsp. australiense,ae,sclim,6,6,0,0,14,37,79,83,"Southeast Queensland, northern dry rainforests",Jasminum simplicifolium subsp. australiense,Jasminum simplicifolium subsp. australiense,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Notelaea johnsonii,Notelaea johnsonii,ae,stree,4,6,0,9,5,35,4,5,"Southeast Queensland, drier coastal lowland subtropical rainforests",Notelaea johnsonii,Notelaea johnsonii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Notelaea longifolia,Notelaea longifolia,ae,stree,3,7,55,0,57,23,24,8,"Southeast Queensland, humid subtropical rainforests",Notelaea longifolia,Notelaea longifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Notelaea microcarpa var. microcarpa,Notelaea microcarpa  var. microcarpa,ae,stree,6,4,0,0,5,7,51,78,"Southeast Queensland, northern dry rainforests",Notelaea microcarpa var. microcarpa,Notelaea microcarpa var. microcarpa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Oleaceae,Olea paniculata,Olea paniculata,ae,trees,wide,4.5,0,26,62,80,46,38,"Southeast Queensland, subtropical rainforests - widespread",Olea paniculata,Olea paniculata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pandanaceae,Freycinetia excelsa,Freycinetia excelsa,ae,sclim,3,1,0,0,10,0,0,0,"Southeast Queensland, humid subtropical rainforests",Freycinetia excelsa,Freycinetia excelsa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pandanaceae,Freycinetia scandens,Freycinetia  scandens,ae,sclim,3,1,9,0,10,0,0,0,"Southeast Queensland, humid subtropical rainforests",Freycinetia scandens,Freycinetia scandens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Passifloraceae,Passiflora aurantia,Passiflora  aurantia,ae,sclim,6,3,0,0,5,13,22,43,"Southeast Queensland, northern dry rainforests",Passiflora aurantia,Passiflora aurantia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Passifloraceae,Passiflora herbertiana,Passiflora  herbertiana,ae,sclim,3,3,0,4,5,2,0,0,"Southeast Queensland, humid subtropical rainforests",Passiflora herbertiana,Passiflora herbertiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Phytolaccaceae,Monococcus echinophorus,Monococcus echinophorus,adhesive,stree,6,1.5,0,0,5,7,16,18,"Southeast Queensland, northern dry rainforests",Monococcus echinophorus,Monococcus echinophorus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Piperaceae,Piper hederaceum,Piper novae-hollandiae,ae,tclim,1,3,64,43,62,12,4,3,"Southeast Queensland, warm humid subtropical rainforests",Piper novae-hollandiae,Piper hederaceum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Auranticarpa rhombifolia,Auranticarpa rhombifolia,eu,stree,5,2.5,0,4,14,18,40,25,"Southeast Queensland, southern inland dry rainforests",Auranticarpa rhombifolia,Auranticarpa rhombifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Bursaria incana,Bursaria incana,wa,stree,5,4,0,0,0,0,47,15,"Southeast Queensland, southern inland dry rainforests",Bursaria incana,Bursaria incana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Hymenosporum flavum,Hymenosporum flavum,wa,trees,3,4,0,4,33,27,14,5,"Southeast Queensland, humid subtropical rainforests",Hymenosporum flavum,Hymenosporum flavum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum ferrugineum,Pittosporum ferrugineum,ae,stree,6,2,0,0,0,0,0,10,"Southeast Queensland, northern dry rainforests",Pittosporum ferrugineum,Pittosporum ferrugineum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum lancifolium,Pittosporum lancifolium,ae,trees,3,2,0,4,5,3,1,0,"Southeast Queensland, humid subtropical rainforests",Pittosporum lancifolium,Pittosporum lancifolium,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum multiflorum,Pittosporum multiflorum,ae,stree,wide,4,0,57,71,50,35,13,"Southeast Queensland, subtropical rainforests - widespread",Pittosporum multiflorum,Pittosporum multiflorum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum revolutum,Pittosporum revolutum,ae,stree,wide,2,64,22,76,47,35,40,"Southeast Queensland, subtropical rainforests - widespread",Pittosporum revolutum,Pittosporum revolutum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum spinescens,Pittosporum spinescens,ae,stree,6,2.5,0,0,0,2,6,50,"Southeast Queensland, northern dry rainforests",Pittosporum spinescens,Pittosporum spinescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum undulatum,Pittosporum undulatum,ae,trees,3,1,0,13,52,12,4,5,"Southeast Queensland, humid subtropical rainforests",Pittosporum undulatum,Pittosporum undulatum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Pittosporaceae,Pittosporum viscidum,Pittosporum viscidum,ae,stree,5,2,0,0,0,22,76,58,"Southeast Queensland, southern inland dry rainforests",Pittosporum viscidum,Pittosporum viscidum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Plumbaginaceae,Plumbago zeylanica,Plumbago  zeylanica,adhesive,sclim,5,2,0,0,0,0,20,15,"Southeast Queensland, southern inland dry rainforests",Plumbago zeylanica,Plumbago zeylanica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Podocarpaceae,Podocarpus elatus,Podocarpus elatus,ae,trees,3,10,27,13,43,35,1,3,"Southeast Queensland, humid subtropical rainforests",Podocarpus elatus,Podocarpus elatus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Alloxylon pinnatum,Allorylon pinnatum,wa,trees,2,5,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Alloxylon pinnatum,Alloxylon pinnatum,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Floydia praealta,Floydia praealta,un,trees,3,30,0,0,10,5,0,0,"Southeast Queensland, humid subtropical rainforests",Floydia praealta,Floydia praealta,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Grevillea helmsiae,Grevillea  helmsiae,wa,trees,6,5,0,0,0,5,0,20,"Southeast Queensland, northern dry rainforests",Grevillea helmsiae,Grevillea helmsiae,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Grevillea hilliana,Grevillea  hilliana,wa,trees,4,5,0,0,14,17,0,5,"Southeast Queensland, drier coastal lowland subtropical rainforests",Grevillea hilliana,Grevillea hilliana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Grevillea robusta,Grevillea robusta,wa,trees,5,5,0,0,19,13,42,13,"Southeast Queensland, southern inland dry rainforests",Grevillea robusta,Grevillea robusta,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Helicia ferruginea,Helicia ferruginea,ae,stree,2,6,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Helicia ferruginea,Helicia ferruginea [alternative possible names: Helicia nortoniana (pro parte misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Helicia glabriflora,Helicia glabrijlora,ae,stree,2,8,0,48,33,3,0,0,"Southeast Queensland, cool humid subtropical rainforests",Helicia glabriflora,Helicia glabriflora,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,ae,stree,2,15,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Lomatia arborescens,Lomatia arborescens,wa,stree,2,4,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Lomatia arborescens,Lomatia arborescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Macadamia integrifolia,Macadamia integrifolia,un,stree,4,20,0,0,10,15,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Macadamia integrifolia,Macadamia integrifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Macadamia ternifolia,Macadamia ternifolia,un,stree,3,12,0,4,19,8,0,0,"Southeast Queensland, humid subtropical rainforests",Macadamia ternifolia,Macadamia ternifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Macadamia tetraphylla,Macadamia tetraphylla,un,stree,4,20,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Macadamia tetraphylla,Macadamia tetraphylla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Orites excelsus,Orites e:xcelsa,wa,trees,2,5,0,17,10,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Orites excelsus,Orites excelsus,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Persoonia media,Persoonia  media,ae,stree,2,6,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Persoonia media,Persoonia media [alternative possible names: Persoonia volcanica (pro parte taxonomic synonym)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Stenocarpus salignus,Stenocarpus salignus,wa,trees,2,4,0,17,10,3,2,0,"Southeast Queensland, cool humid subtropical rainforests",Stenocarpus salignus,Stenocarpus salignus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Stenocarpus sinuatus,Stenocarpus sinuatus,wa,trees,3,7,9,17,48,23,0,0,"Southeast Queensland, humid subtropical rainforests",Stenocarpus sinuatus,Stenocarpus sinuatus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Triunia robusta,Triunia robusta,ae,stree,3,18,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Triunia robusta,Triunia robusta,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Proteaceae,Triunia youngiana,Triunia youngiana,ae,stree,2,7,0,13,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Triunia youngiana,Triunia youngiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Ranunculaceae,Clematis aristata,Clematis aristata,wa,tclim,3,2,0,0,5,2,0,0,"Southeast Queensland, humid subtropical rainforests",Clematis aristata,Clematis aristata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Ranunculaceae,Clematis fawcettii,Clematis fawcettii,wa,sclim,3,1,0,4,5,3,3,0,"Southeast Queensland, humid subtropical rainforests",Clematis fawcettii,Clematis fawcettii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Ranunculaceae,Clematis glycinoides,Clematis glycinoides,wa,tclim,wide,1.5,18,26,67,40,29,38,"Southeast Queensland, subtropical rainforests - widespread",Clematis glycinoides,Clematis glycinoides [alternative possible names: Clematis pickeringii (pro parte misapplied) | Clematis dubia (misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rhamnaceae,Alphitonia excelsa,Alphitonia excelsa,ae,trees,6,3,9,0,67,55,73,83,"Southeast Queensland, northern dry rainforests",Alphitonia excelsa,Alphitonia excelsa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rhamnaceae,Alphitonia petriei,Alphitonia petriei,ae,trees,1,2,9,0,5,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Alphitonia petriei,Alphitonia petriei,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rhamnaceae,Emmenosperma alphitonioides,Emmenosperma alphitonioides,ae,trees,3,3,9,17,19,2,1,0,"Southeast Queensland, humid subtropical rainforests",Emmenosperma alphitonioides,Emmenosperma alphitonioides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rhamnaceae,Emmenosperma cunninghamii,Emmenosperma cunninghamii,ae,trees,6,4,0,0,0,0,0,3,"Southeast Queensland, northern dry rainforests",Emmenosperma cunninghamii,Emmenosperma cunninghamii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rhamnaceae,Rhamnella vitiensis,Rhamnella vitiensis,ae,sclim,6,4,0,0,0,0,0,23,"Southeast Queensland, northern dry rainforests",Rhamnella vitiensis,Rhamnella vitiensis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
