floyd id,C&C id,family,family (old),genus,species,synonym,form,height,stem diameter,start of flower,end of flower,fruits,start of fruit season,end of fruit season,dispersers,dispersers_detailed,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,page Williams et al,page Floyd,page C&C,Note,"distribution (1=cosmopolitan & pantropical, 2=FNQ endemic, 2.1=endemic to SE Qld/NE NSW, 2.2=endemic to Dorrigo & Barrington Tops, 2.5=Oz endemic, 3= Oz & NG, 4= Oz & Asia, 5= Oz & Pacific Ocean Islands, 6= Gondowanan)",habitat,rainforest margins,cool temperate rainforest,warm temperate rainforest,subtropical rainforest,riverine rainforest,"dry rainforest (vine thicet, gallary forest & monsoon)","coastal (mangrove, littoral forest & coastal habitats)",tropical rainforest,gallary forest,littoral forest,mangroves,monsoon forest,swamp forest,vine thickets,wet sclerophyll forest,open forest,woodland,mountain heath,heath,coastal habitats,min alt,max alt,elevation range,"biogeographic affiliation (N) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton)",locality code (north),locality (north),lat (decimal),long (decimal),"biogeographic affinity (S) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton, 7=SE Qld, 8=NSW&VIC)",locality code (south),locality (south),lat (decimal),long (decimal),other (Oz),other (overseas),extra lat (north),extra lat (south),lat range (Oz),lat range (all),lat range (diff),lat (N) Oz int,lat (N) int,lat (S) Oz int,lat (S) int,lat range (Oz) int,lat range int
8,,Anacardiaceae,,Rhodsphaera,rhodanthema,,tree,27,0.75,September,October,drupe,February,June,Green Catbird,green_catbird,birds,10,10,10,10,9,9,36,66,,,2.1,subtropical/tropical/littoral/dry rainforest,,,,1,,1,,1,,,,,,,,,,,,,,,,7,149,"Maryborough, SE Qld",25.53333333,152.7,9,150,"Macleay River, NSW",32.15,152.2333333,,,,,6.6,6.6,0,9,9,36,36,27,27
,69,Anacardiaceae,,Rhus,taitensis,,tree,30,,January,April,drupe,May,September,Metallic Starling,metallic_starling,birds,6,8,4,8,2,3,,,18,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,0,600,600,1,22,Iron Range,12.76666667,143.3166667,6,142,St Bees Island near Mackay,20.91666667,149.4333333,NT,"New Guinea, Malesia & Tahiti",-10,,8.2,30.9,22.8,12,-10,20,20,8,30
,70,Anacardiaceae,,Semecarpus,australiensis,,tree,40,,September,November,nut,November,February,Cassowary,cassowary,birds,15,35,20,37,,,,,18,,3,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,250,250,1,1,Torres Strait Islands,9.3,0,4,118,Hinchinbrook Island,18.35,146.2333333,NT,New Guinea,8,,9.1,10.4,1.3,9,9,18,18,9,10
,68,Anarcardiaceae,,Pleiogynum,timorense,"Pleiogynium cerasiferum var. globratum, Pleiogynitum solandri",tree,20,,September,December,drupe,April,October,Cassowary & Great Bowerbird,cassowary great_bowerbird,birds,20,28,20,38,5,12,36,,17,,4,subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,1000,1000,1,28,McIlwraith Range,13.75,143.3333333,7,149,Brisbane,27.46666667,153.0166667,,"New Guinea, Malesia & Pacific Islands",-10,,13.7,37.5,23.8,9,9,36,36,27,27
,71,Annonaceae,,Annona,glabra,,tree,6,,September,December,berry,October,June,"Cassowary, lorikeets & Spectacled Flying-foxes",cassowary lorikeets spectacled_flying-fox,birds bats,50,80,50,80,12,12,,,19,Introduced,,coastal,,,,,,,1,,,,1,,,,1,,,,,,0,100,100,2,66,Daintree River,16.28333333,145.45,6,142,Mackay area,21.13333333,149.1833333,,tropical America,,,4.9,4.9,0,16,16,21,21,4,4
,72,Annonaceae,,Annona,reticulata,,tree,10,,December,December,berry,September,September,Brsuh Turkey,brush_turkey,birds,50,70,45,60,10,10,,,19,Introduced,,rainforest,,,,,,,,1,,,,,,,,,,,,,0,200,200,1,50,Annan River near Cooktown,15.53333333,145.2666667,3,80,Cairns,16.91666667,145.7666667,,South America,,,1.4,1.4,0,15,15,16,16,1,1
,73,Annonaceae,,Annona,squamosa,,tree,8,,September,February,berry,May,September,Spectacled Flying-fox,spectacled_flying-fox,bats,50,100,50,100,12,16,,,19,Introduced,,dry rainforest,,,,,,1,,,,,,1,,1,,1,,,,,0,500,500,1,32,Coen,13.93333333,143.1833333,6,147,Yeppoon near Rockhampton,23.11666667,150.7333333,,South America,,,9.2,9.2,0,13,13,23,23,9,9
,74,Annonaceae,,Artabotrys,(Claudie River),,vine,,,September,November,berry,December,April,,,,30,35,18,22,15,17,,,20,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,20,80,60,1,22,Iron Range,12.76666667,143.3166667,1,30,Rocky River east of Coen,13.78333333,143.7,,,,,1,1,0,12,12,13,13,1,1
,75,Annonaceae,,Canaga,odorata,,tree,30,,September,July,berry,March,November,"Cassowary, Figbird & pigeons",cassowary figbird pigeons,birds,20,25,10,18,8,8,,,20,,4,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,500,500,1,2,Cape York,10.68333333,142.5166667,3,109,Mission Beach,17.93333333,146.0833333,,"New Guinea, Melanesia, Fiji, Malesia, SE Asia & India",-20,,7.3,37.9,30.7,10,-20,17,17,7,37
,76,Annonaceae,,Cyathostemma,micrantum,,vine,,,December,January (June),berry,February,September,Pied Imperial-pigeon,pied_imperial-pigeon,birds,5,15,5,13,8,10,,,20,,4,rainforest/dry rainforest,,,,,,1,,1,1,,,,,1,,,,,,,0,250,250,1,2,Cape York,10.68333333,142.5166667,1,28,McIlwraith Range,13.75,143.3333333,NT & WA,New Guinea & Malesia,-10,,3.1,23.8,20.7,10,-10,13,13,3,23
,78,Annonaceae,,Desmos,(Mossman River),,vine,,,December,February,berry,September,December,,,,15,65,10,10,8,8,,,21,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,460,460,1,22,Iron Range,12.76666667,143.3166667,2,69,Mossman area,16.45,145.3666667,,,,,3.7,3.7,0,12,12,16,16,3,3
,77,Annonaceae,,Desmos,goezeanus,"Uvaria goezeana, Unona queenslandica",vine,,,September,November,berry,April,November,,,,35,80,5,10,10,10,,,21,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1000,1000,2,58,Bloomfield River catchment,15.91666667,0,4,116,Mt Thorn near Cardwell,18.26666667,145.8,,,,,2.4,2.4,0,15,15,18,18,2,2
,79,Annonaceae,,Desmos,wardianus,Unona waridiana,vine/shrub,,,December,March,berry,June,July,,,,10,45,5,5,6,7,,,21,,2.5,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,250,250,1,1,Torres Strait Islands,9.3,0,1,32,Mt White near Coen,13.93333333,143.1833333,NT,,,,4.6,4.6,0,9,9,13,13,4,4
,80,Annonaceae,,Fitzalania,heteropetala,,shrub,5,,October,June,berry,December,September,many bird species,many_birds,birds,20,38,10,20,11,11,,,21,,2,subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,500,500,5,126,Rollingstone north of Townsville,19.03333333,146.3833333,7,149,"Mary River, SE Qld",25.41666667,152.9333333,,,,,6.4,6.4,0,9,9,36,36,27,27
,81,Annonaceae,,Goniothalamus,australiasica,,tree,30,,September,March,berry,October,March,"Cassowary, Giant White-tailed Rat",cassowary giant_white-tailed_rat,birds mammals,30,60,15,25,15,20,,,22,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,450,1300,850,1,53,Big Tableland near Cooktown,15.58333333,0,3,103,Ravenshoe,17.6,145.4833333,,,,,2,2,0,15,15,17,17,2,2
,83,Annonaceae,,Haplostichanthus,(Cooper Creek),,shrub,3,,August,January,berry,February,February,,,,12,14,12,14,9,10,,,22,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,50,50,1,54,Cedar Bay NP,15.8,145.3333333,2,69,Mossman area,16.45,145.3666667,,,,,0.6,0.6,0,15,15,16,16,0.5,0.5
,84,Annonaceae,,Haplostichanthus,(Johnstone River),Haplostichanthus sp. (RFK 3016),tree,7,,December,May,berry,October,March,,,,10,15,10,12,5,10,,,23,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,40,790,750,3,89,Mulgrave River,17.23333333,145.95,3,105,Innisfail area,17.58333333,146.0833333,,,,,0.3,0.3,0,17,17,17,17,0.5,0.5
,85,Annonaceae,,Haplostichanthus,(Mt Finnigan),,shrub,3,,November,February,berry,November,November,,,,12,13,9,10,,,,,23,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,40,1000,960,1,50,Cooktown,15.46666667,145.25,2,69,Mossman Gorge,16.46666667,145.35,,,,,1,1,0,15,15,16,16,1,1
,86,Annonaceae,,Haplostichanthus,(Rocky River Scrub),Haplostichanthus sp. (Iron Range),shrub,3,,October,June,berry,May,October,,,,7,11,7,9,6,8,,,23,,2,rainforest/dry rainforest/coastal,,,,,,1,1,1,1,1,,,,,,,,,,,0,500,500,1,1,Torres Strait Islands,9.3,0,1,28,McIlwraith Range,13.75,143.3333333,,,,,4.5,4.5,0,9,9,13,13,4,4
,87,Annonaceae,,Haplostichanthus,(Topaz),,shrub,5,,September,April,berry,March,November,,,,11,19,11,16,7,9,,,23,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,40,1360,1320,3,93,Yungaburra,17.26666667,145.5833333,3,112,Tully,17.91666667,145.9166667,,,,,0.7,0.7,0,17,17,17,17,0.5,0.5
,82,Annonaceae,,Haplostichanthus,johnsonii,,shrub,4,,October,April,berry,June,December,,,,10,18,8,16,4,9,,,22,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,700,700,3,89,Mulgrave River,17.23333333,145.95,3,96,Mt Bartle Frere,17.36666667,145.8166667,,,,,0.1,0.1,0,17,17,17,17,0.5,0.5
,89,Annonaceae,,Meiogyne,(Henrietta Creek),Ancana hirsuta,shrub,3,,November,December,berry,March,March,,,,20,38,10,14,7,9,,,23,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,360,360,1,54,Cedar Bay NP,15.8,145.3333333,3,,North Johnstone River,17.5,0,,,,,1.7,1.7,0,15,15,17,17,1,1
,90,Annonaceae,,Meiogyne,(Mt Lewis),Polyaulax sp. (Mt. Lewis),shrub,3,,July,December,berry,April,May,,,,25,25,13,13,7,7,,,24,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,280,1250,970,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,3,82,Lamb Range,17.11666667,145.6333333,,,,,1.3,1.3,0,15,15,17,17,1,1
,91,Annonaceae,,Meiogyne,(Tingle Scrub),"Polyaulax sp. (Barron Gorge), Polyaulax sp. (Tingle Scrub)",tree,7,,December,July,berry,January,December,,,,12,40,10,21,7,13,,,24,,2,rainforest/dry rainforest/coastal,,,,,,1,1,1,,1,,1,,,,,,,,,0,300,300,1,1,Torres Strait Islands,9.3,0,3,80,Cairns,16.91666667,145.7666667,,,,,7.6,7.6,0,9,9,16,16,7,7
,88,Annonaceae,,Meiogyne,cilindocarpa,Polyanulax cylindrocarpa,tree,8,,July,July,berry,June,August (January),Rose-crowned Fruit-dove,rose-crowned_fruit-dove,birds,12,33,9,16,7,9,,,23,,4,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,300,300,1,2,Cape York,10.68333333,142.5166667,1,28,McIlwraith Range,13.75,143.3333333,NT & WA,"Melanasia, Pacific Islands & Malesia",-10,,3.1,23.8,20.7,10,-10,13,13,3,23
9,,Annonaceae,,Meiogyne,stenopetala,"Anacana, stenopetala, Unona anacana, Fissistigma stenopetala",tree,5,0.4,November,April,berry,August,February,,,,10,25,,,7,9,79,67,,,2.1,subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,,,7,149,SE Qld,28,0,8,150,"Clarence River, NSW",29.48333333,152.6666667,,,,,1.5,1.5,0,9,9,36,36,27,27
,93,Annonaceae,,Melodorum,(Claudie River),,vine,,,December,April,berry,February,March,,,,19,50,18,20,8,10,,,24,,2.5,rainforest/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,0,400,400,1,1,Torres Strait Islands,9.3,0,1,28,McIlwraith Range,13.75,143.3333333,NT,,,,4.5,4.5,0,9,9,13,13,4,4
,94,Annonaceae,,Melodorum,(Font Hills),,vine/shrub,,,October,December,berry,February,May,,,,22,55,10,35,10,10,,,24,,2,dry rainforest,,,,,,1,,,,,,1,,1,,,,,,,70,700,630,1,32,Coen,13.93333333,143.1833333,6,142,Redcliffe Tableland west of Mackay,21.13333333,148.1166667,,,,,7.2,7.2,0,13,13,21,21,7,7
,95,Annonaceae,,Melodorum,(Stone Crossing),,vine,,,December,March,berry,January,March,,,,7,20,8,8,5,5,,,25,,2,dry rainforest,,,,,,1,,,1,,,,,,,,,,,,20,250,230,1,2,Cape York,10.68333333,142.5166667,1,26,Archer River,13.35,142.6,,,,,2.7,2.7,0,10,10,13,13,2,2
,96,Annonaceae,,Melodorum,(Topaz),,vine,,,January,March,berry,January,March,,,,10,20,10,10,3,3,,,25,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,20,680,660,3,93,Atherton Tableland,17.26666667,145.4666667,3,105,Downey Creek near Innisfail,17.65,145.7666667,,,,,0.4,0.4,0,17,17,17,17,0.5,0.5
,92,Annonaceae,,Melodorum,leichhardtii,Rauwenhoffia leichhardtii,vine/shrub,,,August,December,berry,January,December,"Lewin's Honeyeater, Metallic Starling, Satin Bowerbird, Cassowary, pigeons & doves",Lewins_honeyeater metallic_starling satin_bowerbird cassowary pigeons doves,birds,11,45,8,15,6,8,,,24,,2,warm temperate/subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,1100,1100,1,2,Cape York,10.68333333,142.5166667,9,150,"Dorrigo, NSW",31.28333333,149.6333333,,,,,20.6,20.6,0,9,9,36,36,27,27
,97,Annonaceae,,Melodorum,uhrii,,vine,,,November,June,berry,October,January,,,,10,18,8,13,8,10,,,25,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,920,920,1,54,Cedar Bay NP,15.8,145.3333333,6,138,Conway Range,20.31666667,148.7666667,,,,,4.5,4.5,0,15,15,20,20,4,4
,98,Annonaceae,,Miliusa,brahei,Saccopetalum brahei,tree,30,,November,April,berry,December,January,,,,9,27,10,15,7,10,,,25,,2,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,270,270,1,2,Cape York,10.68333333,142.5166667,6,142,Spencer Gap near Mackay,21.33333333,148.9333333,,,,,10.7,10.7,0,10,10,21,21,10,10
,99,Annonaceae,,Miliusa,horsfieldii,Saccopetalum horsfieldii,tree,33,,September,December,berry,January,January,,,,20,35,17,20,10,10,,,26,,4,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,0,400,400,1,2,Cape York,10.68333333,142.5166667,3,80,Cairns,16.91666667,145.7666667,,Malesia,-10,,6.2,26.9,20.7,10,-10,16,16,6,26
,100,Annonaceae,,Miliusa,traceyi,,tree,12,,November,November,berry,October,March,,,,9,15,10,14,7,7,,,26,,2,dry rainforest,,,,,,1,,,1,,,,,1,,,,,,,0,400,400,1,1,Torres Strait Islands,9.3,0,1,,Mt Scatterbrain near Lakeland Downs,15.85,144.85,,,,,6.6,6.6,0,9,9,15,15,6,6
,101,Annonaceae,,Mitrephora,diversifolia,"Mitrephora sp. (Ilockerbie), Mitrephora zippeliana auct.",tree,15,,November,February (July),berry,February,March,Cassowary,cassowary,birds,28,34,20,28,10,13,,,26,,2,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,450,450,1,2,Cape York,10.68333333,142.5166667,1,30,Rocky River east of Coen,13.78333333,143.7,,,,,3.1,3.1,0,10,10,13,13,3,3
,105,Annonaceae,,Polyalthia,(Wyvur),Polyalthis sp. (RFK 2632),tree,25,,April,April,berry,October,December,,,,25,35,21,40,25,40,,,27,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,200,200,3,80,Cairns,16.91666667,145.7666667,3,109,Mission Beach,17.93333333,146.0833333,,,,,1,1,0,16,16,17,17,1,1
,102,Annonaceae,,Polyalthia,australis,"Popowia australis, Polyalthia holtzeana",tree,20,,February,February,berry,December,February,Pied Imperial-pigeon,pied_imperial-pigeon,birds,12,20,9,13,16,16,,,26,,2.5,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,300,300,1,2,Cape York,10.68333333,142.5166667,4,121,Ingham,18.65,146.15,NT & WA,,,,8,8,0,10,10,18,18,8,8
,103,Annonaceae,,Polyalthia,michaelii,,tree,25,,November,June,berry,January,December,Cassowary & Spectacled Flying-fox,cassowary spectacled_flying-fox,birds bats,30,58,30,50,25,40,,,26,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,750,750,3,89,Mulgrave River,17.23333333,145.95,3,103,Palmerston area & southern end of Atherton Tableland,17.56666667,145.7666667,,,,,0.3,0.3,0,17,17,17,17,0.5,0.5
10,104,Annonaceae,,Polyalthia,nitidissima,,tree,18,0.3,December,March,berry,January,December,pigeons,pigeons,birds,8,14,6,9,6,7,79,68,26,,5,subtropical/tropical rainforest,,,,1,,,,1,,1,,,,,,,,,,,0,860,860,1,2,Cape York,10.68333333,142.5166667,8,150,"Clarence River, NSW",29.48333333,152.6666667,NT,New Guinea & New Caledonia,8,22,18.8,21.5,2.7,9,9,36,36,27,27
,106,Annonaceae,,Pseuduvaria,froggatti,Mitrephora froggattii,tree,15,,September,December,berry,December,January,Cassowary,cassowary,birds,15,25,11,18,8,13,,,27,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,460,460,2,58,Bloomfield River,15.91666667,145.35,2,67,Black Mountain north of Kuranda,16.4,145.2166667,,,,,0.5,0.5,0,15,15,16,16,0.5,0.5
,107,Annonaceae,,Pseuduvaria,hylandii,,tree,7,,September,October,berry,February,February,,,,17,23,14,16,8,11,,,28,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,400,800,400,3,97,Boonjee - Topaz area,17.4,145.7333333,3,97,Boonjee - Topaz area,17.4,145.7333333,,,,,0,0,0,17,17,17,17,0,0
,109,Annonaceae,,Pseuduvaria,mulgraveana glabrescens,,tree,7,,November,January,berry,October,January,,,,15,22,10,10,8,8,,,28,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,800,800,2,,Mowbray River,16.55,145.4833333,3,,Little Mulgrave River,17.13333333,145.7333333,,,,,0.6,0.6,0,16,16,17,17,0.5,0.5
,108,Annonaceae,,Pseuduvaria,mulgraveana mulgraveana,,tree,7,,October,June,berry,May,January,,,,12,22,10,11,,,,,28,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,160,160,3,89,Mulgrave River,17.23333333,145.95,3,105,Miriwinni near Innisfail,17.38333333,145.9,,,,,0.1,0.1,0,17,17,17,17,0.5,0.5
,110,Annonaceae,,Pseuduvaria,villosa,,shrub,6,,December,June,berry,August,February,,,,15,20,10,10,10,13,,,28,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,680,680,3,96,Mt Bartle Frere,17.36666667,145.8166667,3,108,Tully River,18.01666667,146.05,,,,,0.6,0.6,0,17,17,18,18,0.5,0.5
,111,Annonaceae,,Uvaria,concava,Uvaria membranacea,vine/shrub,,,November,May,berry,March,June,,,,15,45,15,30,12,12,,,28,Davies Creek,2,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,0,300,300,1,2,Cape York,10.68333333,142.5166667,2,76,"Macalister Range, north of Cairns",16.76666667,145.65,,,,,6.1,6.1,0,10,10,16,16,6,6
,112,Annonaceae,,Uvaria,rufa,,vine/shrub,,,October,March,berry,January,April,,,,25,48,20,30,9,13,,,28,,4,dry rainforest,,,,,,1,,,1,,,1,,,,,,,,,0,350,350,1,1,Torres Strait Islands,9.3,0,1,28,McIlwraith Range,13.75,143.3333333,,Malesia & SE Asia,-10,,4.5,23.8,19.3,9,-10,13,13,4,23
,114,Annonaceae,,Xylopia,(Bertiehaugh Homestead),Annonaceae sp. (RFK 2741),tree,18,,June,September,berry,July,November,,,,15,24,16,18,10,10,,,30,,2,rainforest,,,,,,,,1,,,,,,,,1,,,,,0,400,400,1,2,Cape York,10.68333333,142.5166667,1,22,Iron Range,12.76666667,143.3166667,,,,,2.1,2.1,0,10,10,12,12,2,2
,113,Annonaceae,,Xylopia,maccreae,Melodorum maccreai,tree,25,,January,March (August),berry,October,March,,,,35,50,20,25,10,12,,,30,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1000,1000,1,2,Cape York,10.68333333,142.5166667,5.5,141,Eungella,21.1,148.4333333,,,,,10.4,10.4,0,10,10,21,21,10,10
,115,Apiaceae,,Centella,asiatica,Hydrocotyle asiatica,herb,prostrate,,August,March,schizocarp,November,August,,,,2,3,3,3,,,,,30,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,0,680,680,1,1,Torres Strait Islands,9.3,0,11,151,VIC,37,0,"SA, WA & TAS","Pacific Islands, New Guinea, Melanesia, Malesia & Asia",-30,,27.7,67,39.3,9,-30,37,37,27,67
,116,Apiaceae,,Hydrocotyle,acutiloba,,herb,prostrate,,September,May,schizocarp,August,March,,,,1,1,1,1,,,,,30,,2,rainforest,,,,,,,,1,,,,,,,,,1,,,,420,1120,700,2,66,Daintree NP,16.15,145.3666667,10,150,"Nowra, NSW",34.86666667,150.6,,,,,18.7,18.7,0,16,16,34,34,18,18
,117,Apiaceae,,Hydrocotyle,digitata,Hydrocotyle tripartita auct.,herb,prostrate,,October,January,schizocarp,October,January,,,,1,1,1,1,,,,,30,,2,rainforest,,,,,,,,1,,,,,,,,,1,,,,0,500,500,3,79,Kuranda,16.81666667,145.6333333,3,105,Innisfail area,17.58333333,146.0833333,SE Qld & NSW,,,29.5,0.8,12.7,11.9,16,16,17,29,0.5,12
,118,Apiaceae,,Hydrocotyle,miranda,Hydrocotyle pedicellosa auct.,herb,prostrate,,April,June,schizocarp,February,June,,,,1,1,1,2,,,,,30,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,1000,1140,140,2,74,Mt Lewis,16.58333333,145.2833333,3,112,Tully area,17.91666667,145.9166667,,,,,1.3,1.3,0,16,16,17,17,1,1
,119,Apiaceae,,Trachymene,geraniifolia,,herb,0.3,,September,December,a pair of mericarps,November,December,,,,4,4,4,4,,,,,31,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,900,1300,400,2,59,Mt Pieter Botte,16.06666667,145.4,2,69,Mossman area,16.45,145.3666667,SE Qld,,,28,0.4,11.9,11.6,16,16,16,28,0.5,11
,120,Apiaceae,,Trachymene,hookeri,"Didiscus procumbens var. hookeri, Trachymene procumbens var. hookeri",shrub,2,,February,June,a pair of mericarps,April,June,,,,2,3,2,2,2,2,,,31,,2,dry rainforest,,,,,,1,,,,,,1,,1,,1,,,,,0,1000,1000,1,13,Olive River north of Bolt Head,12.15,143.0833333,6,126,Mt Stewart Range near Townsville,20.18333333,145.4666667,,,,,8,8,0,12,12,20,20,8,8
,,Apocynaceae,,Parsonsia,kroombitensis,,climber,2,,September,December,capsule?,September,September,,,,40,100,7,10,,,,,,,2.1,escarpment at the edges of deep valleyes,,,,,,,,,,,,,,,,,,,,,,,,7,149,Kroombit Tops south of Galdstone,24.38333333,150.95,7,149,Cania Gorge,24.66666667,150.9833333,,,,,0.3,0.3,0,,,,,,
,121,Apocynaceae,,Allamanda,cathartica,Allemanda cathartica,vine,,,February,October,,,,,,,,,,,,,,,32,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,400,400,3,69,Cassowary Creek near Mossman,16.98333333,145.8333333,6,142,Middle Percy Island near Mackay,21.68333333,150.25,,,,,4.7,4.7,0,16,16,21,21,4,4
,122,Apocynaceae,,Alstonia,actinophylla,Alsonia verticillosa,tree,35,,July,November,follicle,June,November,,,,130,210,4,5,5,6,,,32,,3,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,1,,,,,0,600,600,1,1,Torres Strait Islands,9.3,0,3,,Bulleringa NP near Mt Surprise,17.61666667,143.9333333,NT & WA,New Guinea,8,,8.3,9.6,1.3,9,9,17,17,8,9
11,123,Apocynaceae,,Alstonia,constricta,,tree,15,0.3,June,December,follicle,December,February,,,,70,260,10,10,6,7,118,69,32,,2,dry rainforest,,,,,,1,,,,,,,,1,,1,,,,,0,320,320,6,131,Charters Towers,20.06666667,146.25,9,150,"Hunter Valley, NSW",32.08333333,150.9833333,,,,,12,12,0,9,9,36,36,27,27
,124,Apocynaceae,,Alstonia,muelleriana,"Alstonia muelleriana var. parviflora, Alstonia angustifolia",tree,25,,September,May,follicle,August,May,,,,120,470,6,9,5,6,,,32,Davies Creek,3,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1000,1000,1,50,Shiptons Flat near Cooktown,15.8,145.25,5,124,Paluma,19,146.2,,New Guinea,8,,3.2,11,7.8,15,15,19,19,3,11
,125,Apocynaceae,,Alstonia,scholaris,,tree,40,,September,January,follicle,January,April,,,,150,450,4,6,4,5,,,32,Davies Creek,4,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,900,900,1,2,Cape York,10.68333333,142.5166667,6,143,Sarina,21.41666667,149.2166667,,"New Guinea, Solomon Islands, Malesia, Asia, Sri Lanka, India, & China",-30,,10.7,51.4,40.7,10,-30,21,21,10,51
,126,Apocynaceae,,Alstonia,spectabilis,Aostonia somersetensis,tree,25,,January,May,follicle,July,September,,,,200,400,8,12,5,8,,,33,,5,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,1,,,,,0,300,300,1,1,Torres Strait Islands,9.3,0,1,34,Cape Melville,14.16666667,144.5166667,WA,New Guinea & Melanesia,0,,4.9,14.2,9.3,9,9,14,14,4,14
,127,Apocynaceae,,Alyxia,grandis,,vine,15,,January,December,drupe,January,December,Golden Bowerbird,golden_bowerbird,birds,17,24,11,15,,,,,33,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1300,1300,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,5,124,Paluma,19,146.2,,,,,3.2,3.2,0,15,15,19,19,3,3
,128,Apocynaceae,,Alyxia,ilicifolia,,shrub,5,,January,December,drupe,January,December,,,,11,23,6,12,,,,,33,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,50,1360,1310,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,4,121,Ingham,18.65,146.15,,,,,2.8,2.8,0,15,15,18,18,2,2
,129,Apocynaceae,,Alyxia,oblongata,Alyxia ruscifolia major,shrub,5,,January,December,drupe,August,May,,,,6,20,5,15,8,10,,,33,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,60,1100,1040,1,50,Cooktown,15.46666667,145.25,3,93,Atherton Tableland,17.26666667,145.4666667,,,,,1.8,1.8,0,15,15,17,17,1,1
,130,Apocynaceae,,Alyxia,orophila,,shrub,5,,January,December,drupe,January,December,Cassowary,cassowary,birds,7,11,4,10,6,8,,,33,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,650,1550,900,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,3,96,Mt Bartle Frere,17.36666667,145.8166667,,,,,1.6,1.6,0,15,15,17,17,1,1
,131,Apocynaceae,,Alyxia,ruscifolia,Alyxia sharpei,shrub,5,,January,December,drupe,June,May,,,,6,20,5,15,8,13,51,,33,ORE10,5,warm temperate/subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,1,1,,,,,,0,1200,1200,2,64,Windsor Tableland,16.21666667,145.0333333,8,150,"Lismore, NSW",28.8,153.2666667,,"Lord Howe Island, New Guinea",,31.5,12.6,15.3,2.7,9,9,36,36,27,27
