dataset_id,species_name,site_name,observation_id,trait_name,value,unit,value_type,replicates,original_name
Kooyman_2011,Saurauia andreana,NA,Kooyman_2011_0012,seed_length,0.5,mm,expert_max,NA,Saurauia andreana
Kooyman_2011,Crispiloba disperma,NA,Kooyman_2011_0013,seed_length,8,mm,expert_mean,NA,Crispiloba disperma
Kooyman_2011,Crispiloba disperma,NA,Kooyman_2011_0013,seed_length,11,mm,expert_max,NA,Crispiloba disperma
Kooyman_2011,Wittsteinia vacciniacea,NA,Kooyman_2011_0014,seed_length,1,mm,expert_mean,NA,Wittsteinia vacciniacea
Kooyman_2011,Wittsteinia vacciniacea,NA,Kooyman_2011_0014,seed_length,1,mm,expert_max,NA,Wittsteinia vacciniacea
Kooyman_2011,Achyranthes aspera,NA,Kooyman_2011_0015,seed_length,1,mm,expert_mean,NA,Achyranthes aspera
Kooyman_2011,Achyranthes aspera,NA,Kooyman_2011_0015,seed_length,2,mm,expert_max,NA,Achyranthes aspera
Kooyman_2011,Buchanania arborescens,NA,Kooyman_2011_0016,seed_length,6,mm,expert_mean,NA,Buchanania arborescens
Kooyman_2011,Buchanania arborescens,NA,Kooyman_2011_0016,seed_length,9,mm,expert_max,NA,Buchanania arborescens
Kooyman_2011,Buchanania mangoides,NA,Kooyman_2011_0017,seed_length,4,mm,expert_mean,NA,Buchanania mangoides
Kooyman_2011,Buchanania mangoides,NA,Kooyman_2011_0017,seed_length,5,mm,expert_max,NA,Buchanania mangoides
Kooyman_2011,Buchanania obovata,NA,Kooyman_2011_0018,seed_length,6,mm,expert_mean,NA,Buchanania obovata
Kooyman_2011,Buchanania obovata,NA,Kooyman_2011_0018,seed_length,9,mm,expert_max,NA,Buchanania obovata
Kooyman_2011,Semecarpus australiensis,NA,Kooyman_2011_0019,seed_length,15,mm,expert_mean,NA,Semecarpus australiensis
Kooyman_2011,Semecarpus australiensis,NA,Kooyman_2011_0019,seed_length,17,mm,expert_max,NA,Semecarpus australiensis
Kooyman_2011,Cananga odorata,NA,Kooyman_2011_0020,seed_length,7,mm,expert_mean,NA,Cananga odorata
Kooyman_2011,Cananga odorata,NA,Kooyman_2011_0020,seed_length,10,mm,expert_max,NA,Cananga odorata
Kooyman_2011,Fitzalania Gregory_River,NA,Kooyman_2011_0021,seed_length,7,mm,expert_mean,NA,Fitzalania Gregory_River
Kooyman_2011,Fitzalania Gregory_River,NA,Kooyman_2011_0021,seed_length,8,mm,expert_max,NA,Fitzalania Gregory_River
Kooyman_2011,Fitzalania heteropetala,NA,Kooyman_2011_0022,seed_length,10,mm,expert_mean,NA,Fitzalania heteropetala
Kooyman_2011,Fitzalania heteropetala,NA,Kooyman_2011_0022,seed_length,11,mm,expert_max,NA,Fitzalania heteropetala
Kooyman_2011,Haplostichanthus ramiflorus,NA,Kooyman_2011_0023,seed_length,9,mm,expert_mean,NA,Haplostichanthus ramiflorus
Kooyman_2011,Haplostichanthus ramiflorus,NA,Kooyman_2011_0023,seed_length,10,mm,expert_max,NA,Haplostichanthus ramiflorus
Kooyman_2011,Haplostichanthus johnsonii,NA,Kooyman_2011_0024,seed_length,4,mm,expert_mean,NA,Haplostichanthus johnsonii
Kooyman_2011,Haplostichanthus johnsonii,NA,Kooyman_2011_0024,seed_length,9,mm,expert_max,NA,Haplostichanthus johnsonii
Kooyman_2011,Ancana stenopetala,NA,Kooyman_2011_0025,seed_length,7,mm,expert_mean,NA,Meiogyne stenopetala
Kooyman_2011,Ancana stenopetala,NA,Kooyman_2011_0025,seed_length,9,mm,expert_max,NA,Meiogyne stenopetala
Kooyman_2011,Meiogyne cylindrocarpa subsp. trichocarpa,NA,Kooyman_2011_0026,seed_length,7,mm,expert_mean,NA,Meiogyne cylindrocarpa_trichocarpa
Kooyman_2011,Meiogyne cylindrocarpa subsp. trichocarpa,NA,Kooyman_2011_0026,seed_length,13,mm,expert_max,NA,Meiogyne cylindrocarpa_trichocarpa
Kooyman_2011,Miliusa brahei,NA,Kooyman_2011_0027,seed_length,7,mm,expert_mean,NA,Miliusa brahei
Kooyman_2011,Miliusa brahei,NA,Kooyman_2011_0027,seed_length,10,mm,expert_max,NA,Miliusa brahei
Kooyman_2011,Pseuduvaria mulgraveana var. glabrescens,NA,Kooyman_2011_0028,seed_length,5,mm,expert_mean,NA,Pseuduvaria mulgraveana-glabrescens
Kooyman_2011,Pseuduvaria mulgraveana var. glabrescens,NA,Kooyman_2011_0028,seed_length,8,mm,expert_max,NA,Pseuduvaria mulgraveana-glabrescens
Kooyman_2011,Pseuduvaria mulgraveana,NA,Kooyman_2011_0029,seed_length,5,mm,expert_mean,NA,Pseuduvaria mulgraveana-mulgraveana
Kooyman_2011,Pseuduvaria mulgraveana,NA,Kooyman_2011_0029,seed_length,8,mm,expert_max,NA,Pseuduvaria mulgraveana-mulgraveana
Kooyman_2011,Pseuduvaria villosa,NA,Kooyman_2011_0030,seed_length,10,mm,expert_mean,NA,Pseuduvaria villosa
Kooyman_2011,Pseuduvaria villosa,NA,Kooyman_2011_0030,seed_length,13,mm,expert_max,NA,Pseuduvaria villosa
Kooyman_2011,Xylopia monosperma,NA,Kooyman_2011_0031,seed_length,10,mm,expert_mean,NA,Xylopia monosperma
Kooyman_2011,Xylopia monosperma,NA,Kooyman_2011_0031,seed_length,10,mm,expert_max,NA,Xylopia monosperma
Kooyman_2011,Alstonia constricta,NA,Kooyman_2011_0032,seed_length,6,mm,expert_mean,NA,Alstonia constricta
Kooyman_2011,Alstonia constricta,NA,Kooyman_2011_0032,seed_length,7,mm,expert_max,NA,Alstonia constricta
Kooyman_2011,Alstonia muelleriana,NA,Kooyman_2011_0033,seed_length,5,mm,expert_mean,NA,Alstonia muelleriana
Kooyman_2011,Alstonia muelleriana,NA,Kooyman_2011_0033,seed_length,6,mm,expert_max,NA,Alstonia muelleriana
Kooyman_2011,Alstonia spectabilis subsp. spectabilis,NA,Kooyman_2011_0034,seed_length,5,mm,expert_mean,NA,Alstonia spectabilis_spectabilis
Kooyman_2011,Alstonia spectabilis subsp. spectabilis,NA,Kooyman_2011_0034,seed_length,6,mm,expert_max,NA,Alstonia spectabilis_spectabilis
Kooyman_2011,Alstonia spectabilis,NA,Kooyman_2011_0035,seed_length,5,mm,expert_mean,NA,Alstonia spectabilis_ophioxyloides
Kooyman_2011,Alstonia spectabilis,NA,Kooyman_2011_0035,seed_length,6,mm,expert_max,NA,Alstonia spectabilis_ophioxyloides
Kooyman_2011,Alyxia buxifolia,NA,Kooyman_2011_0036,seed_length,4,mm,expert_mean,NA,Alyxia buxifolia
Kooyman_2011,Alyxia buxifolia,NA,Kooyman_2011_0036,seed_length,5,mm,expert_max,NA,Alyxia buxifolia
Kooyman_2011,Alyxia magnifolia,NA,Kooyman_2011_0037,seed_length,6,mm,expert_mean,NA,Alyxia magnifolia
Kooyman_2011,Alyxia magnifolia,NA,Kooyman_2011_0037,seed_length,8,mm,expert_max,NA,Alyxia magnifolia
Kooyman_2011,Alyxia oblongata,NA,Kooyman_2011_0038,seed_length,8,mm,expert_mean,NA,Alyxia oblongata
Kooyman_2011,Alyxia oblongata,NA,Kooyman_2011_0038,seed_length,10,mm,expert_max,NA,Alyxia oblongata
Kooyman_2011,Alyxia orophila,NA,Kooyman_2011_0039,seed_length,6,mm,expert_mean,NA,Alyxia orophila
Kooyman_2011,Alyxia orophila,NA,Kooyman_2011_0039,seed_length,8,mm,expert_max,NA,Alyxia orophila
Kooyman_2011,Alyxia ruscifolia,NA,Kooyman_2011_0040,seed_length,8,mm,expert_mean,NA,Alyxia ruscifolia
Kooyman_2011,Alyxia ruscifolia,NA,Kooyman_2011_0040,seed_length,13,mm,expert_max,NA,Alyxia ruscifolia
Kooyman_2011,Alyxia ruscifolia,NA,Kooyman_2011_0041,seed_length,6,mm,expert_mean,NA,Alyxia sharpei
Kooyman_2011,Alyxia ruscifolia,NA,Kooyman_2011_0041,seed_length,8,mm,expert_max,NA,Alyxia sharpei
Kooyman_2011,Alyxia spicata,NA,Kooyman_2011_0042,seed_length,8,mm,expert_mean,NA,Alyxia spicata
Kooyman_2011,Alyxia spicata,NA,Kooyman_2011_0042,seed_length,13,mm,expert_max,NA,Alyxia spicata
Kooyman_2011,Carissa spinarum,NA,Kooyman_2011_0043,seed_length,6,mm,expert_mean,NA,Carissa lanceolata
Kooyman_2011,Carissa spinarum,NA,Kooyman_2011_0043,seed_length,6,mm,expert_max,NA,Carissa lanceolata
Kooyman_2011,Carissa spinarum,NA,Kooyman_2011_0044,seed_length,6,mm,expert_mean,NA,Carissa laxiflora
Kooyman_2011,Carissa spinarum,NA,Kooyman_2011_0044,seed_length,6,mm,expert_max,NA,Carissa laxiflora
Kooyman_2011,Carissa spinarum,NA,Kooyman_2011_0045,seed_length,6,mm,expert_mean,NA,Carissa ovata
Kooyman_2011,Carissa spinarum,NA,Kooyman_2011_0045,seed_length,7,mm,expert_max,NA,Carissa ovata
Kooyman_2011,Cerbera floribunda,NA,Kooyman_2011_0046,seed_length,45,mm,expert_mean,NA,Cerbera floribunda
Kooyman_2011,Cerbera floribunda,NA,Kooyman_2011_0046,seed_length,70,mm,expert_max,NA,Cerbera floribunda
Kooyman_2011,Cerbera inflata,NA,Kooyman_2011_0047,seed_length,50,mm,expert_mean,NA,Cerbera inflata
Kooyman_2011,Cerbera inflata,NA,Kooyman_2011_0047,seed_length,55,mm,expert_max,NA,Cerbera inflata
Kooyman_2011,Cerbera manghas,NA,Kooyman_2011_0048,seed_length,50,mm,expert_mean,NA,Cerbera manghas
Kooyman_2011,Cerbera manghas,NA,Kooyman_2011_0048,seed_length,72,mm,expert_max,NA,Cerbera manghas
Kooyman_2011,Kopsia arborea,NA,Kooyman_2011_0049,seed_length,17,mm,expert_mean,NA,Kopsia arborea
Kooyman_2011,Kopsia arborea,NA,Kooyman_2011_0049,seed_length,20,mm,expert_max,NA,Kopsia arborea
Kooyman_2011,Ochrosia kilneri,NA,Kooyman_2011_0050,seed_length,48,mm,expert_mean,NA,Neisosperma kilneri
Kooyman_2011,Ochrosia kilneri,NA,Kooyman_2011_0050,seed_length,70,mm,expert_max,NA,Neisosperma kilneri
Kooyman_2011,Ochrosia poweri,NA,Kooyman_2011_0051,seed_length,22,mm,expert_mean,NA,Neisosperma poweri
Kooyman_2011,Ochrosia poweri,NA,Kooyman_2011_0051,seed_length,40,mm,expert_max,NA,Neisosperma poweri
Kooyman_2011,Ochrosia elliptica,NA,Kooyman_2011_0052,seed_length,35,mm,expert_mean,NA,Ochrosia elliptica
Kooyman_2011,Ochrosia elliptica,NA,Kooyman_2011_0052,seed_length,45,mm,expert_max,NA,Ochrosia elliptica
Kooyman_2011,Ochrosia minima,NA,Kooyman_2011_0053,seed_length,10,mm,expert_mean,NA,Ochrosia minima
Kooyman_2011,Ochrosia minima,NA,Kooyman_2011_0053,seed_length,18,mm,expert_max,NA,Ochrosia minima
Kooyman_2011,Ochrosia moorei,NA,Kooyman_2011_0054,seed_length,10,mm,expert_mean,NA,Ochrosia moorei
Kooyman_2011,Ochrosia moorei,NA,Kooyman_2011_0054,seed_length,14,mm,expert_max,NA,Ochrosia moorei
Kooyman_2011,Tabernaemontana pandacaqui,NA,Kooyman_2011_0055,seed_length,6,mm,expert_mean,NA,Tabernaemontana orientalis
Kooyman_2011,Tabernaemontana pandacaqui,NA,Kooyman_2011_0055,seed_length,7,mm,expert_max,NA,Tabernaemontana orientalis
Kooyman_2011,Tabernaemontana pandacaqui,NA,Kooyman_2011_0056,seed_length,4,mm,expert_mean,NA,Tabernaemontana pandacaqui
Kooyman_2011,Tabernaemontana pandacaqui,NA,Kooyman_2011_0056,seed_length,7,mm,expert_max,NA,Tabernaemontana pandacaqui
Kooyman_2011,Voacanga grandifolia,NA,Kooyman_2011_0057,seed_length,8,mm,expert_mean,NA,Voacanga grandifolia
Kooyman_2011,Voacanga grandifolia,NA,Kooyman_2011_0057,seed_length,13,mm,expert_max,NA,Voacanga grandifolia
Kooyman_2011,Wrightia laevis,NA,Kooyman_2011_0058,seed_length,18,mm,expert_mean,NA,Wrightia laevis-millgar
Kooyman_2011,Wrightia laevis,NA,Kooyman_2011_0058,seed_length,27,mm,expert_max,NA,Wrightia laevis-millgar
Kooyman_2011,Wrightia pubescens subsp. penicillata,NA,Kooyman_2011_0059,seed_length,10,mm,expert_mean,NA,Wrightia pubescens-penicillata
Kooyman_2011,Wrightia pubescens subsp. penicillata,NA,Kooyman_2011_0059,seed_length,20,mm,expert_max,NA,Wrightia pubescens-penicillata
Kooyman_2011,Wrightia saligna,NA,Kooyman_2011_0060,seed_length,10,mm,expert_mean,NA,Wrightia saligna
Kooyman_2011,Wrightia saligna,NA,Kooyman_2011_0060,seed_length,15,mm,expert_max,NA,Wrightia saligna
Kooyman_2011,Wrightia pubescens,NA,Kooyman_2011_0061,seed_length,9,mm,expert_mean,NA,Wrightia versicolor
Kooyman_2011,Wrightia pubescens,NA,Kooyman_2011_0061,seed_length,13,mm,expert_max,NA,Wrightia versicolor
Kooyman_2011,Ilex arnhemensis subsp. arnhemensis,NA,Kooyman_2011_0062,seed_length,1,mm,expert_mean,NA,Ilex arnhemensis ssp. arnhemensis
Kooyman_2011,Ilex arnhemensis subsp. arnhemensis,NA,Kooyman_2011_0062,seed_length,1,mm,expert_max,NA,Ilex arnhemensis ssp. arnhemensis
Kooyman_2011,Ilex arnhemensis subsp. ferdinandi,NA,Kooyman_2011_0063,seed_length,1,mm,expert_mean,NA,Ilex arnhemensis-ferdinandi
Kooyman_2011,Ilex arnhemensis subsp. ferdinandi,NA,Kooyman_2011_0063,seed_length,1,mm,expert_max,NA,Ilex arnhemensis-ferdinandi
Kooyman_2011,Ilex Gadgarra,NA,Kooyman_2011_0064,seed_length,1,mm,expert_mean,NA,Ilex Gadgarra
Kooyman_2011,Ilex Gadgarra,NA,Kooyman_2011_0064,seed_length,1,mm,expert_max,NA,Ilex Gadgarra
Kooyman_2011,Agathis atropurpurea,NA,Kooyman_2011_0065,seed_length,3,mm,expert_mean,NA,Agathis atropurpurea
Kooyman_2011,Agathis atropurpurea,NA,Kooyman_2011_0065,seed_length,4,mm,expert_max,NA,Agathis atropurpurea
Kooyman_2011,Agathis microstachya,NA,Kooyman_2011_0066,seed_length,4,mm,expert_mean,NA,Agathis microstachya
Kooyman_2011,Agathis microstachya,NA,Kooyman_2011_0066,seed_length,6,mm,expert_max,NA,Agathis microstachya
Kooyman_2011,Agathis robusta,NA,Kooyman_2011_0067,seed_length,12,mm,expert_mean,NA,Agathis robusta
Kooyman_2011,Agathis robusta,NA,Kooyman_2011_0067,seed_length,13,mm,expert_max,NA,Agathis robusta
Kooyman_2011,Araucaria bidwillii,NA,Kooyman_2011_0068,seed_length,45,mm,expert_mean,NA,Araucaria bidwillii
Kooyman_2011,Araucaria bidwillii,NA,Kooyman_2011_0068,seed_length,50,mm,expert_max,NA,Araucaria bidwillii
Kooyman_2011,Araucaria cunninghamii,NA,Kooyman_2011_0069,seed_length,10,mm,expert_mean,NA,Araucaria cunninghamii
Kooyman_2011,Araucaria cunninghamii,NA,Kooyman_2011_0069,seed_length,10,mm,expert_max,NA,Araucaria cunninghamii
Kooyman_2011,Wollemia nobilis,NA,Kooyman_2011_0070,seed_length,8,mm,expert_mean,NA,Wollemia nobilis
Kooyman_2011,Wollemia nobilis,NA,Kooyman_2011_0070,seed_length,10,mm,expert_max,NA,Wollemia nobilis
Kooyman_2011,Argophyllum Babinda,NA,Kooyman_2011_0071,seed_length,0.5,mm,expert_mean,NA,Argophyllum Babinda
Kooyman_2011,Argophyllum Babinda,NA,Kooyman_2011_0071,seed_length,0.5,mm,expert_max,NA,Argophyllum Babinda
Kooyman_2011,Argophyllum Koolmoon-Creek,NA,Kooyman_2011_0072,seed_length,0.5,mm,expert_mean,NA,Argophyllum Koolmoon-Creek
Kooyman_2011,Argophyllum Koolmoon-Creek,NA,Kooyman_2011_0072,seed_length,0.5,mm,expert_max,NA,Argophyllum Koolmoon-Creek
Kooyman_2011,Argophyllum lejourdanii,NA,Kooyman_2011_0073,seed_length,0.5,mm,expert_mean,NA,Argophyllum lejourdanii
Kooyman_2011,Argophyllum lejourdanii,NA,Kooyman_2011_0073,seed_length,0.5,mm,expert_max,NA,Argophyllum lejourdanii
Kooyman_2011,Argophyllum nullumense,NA,Kooyman_2011_0074,seed_length,0.5,mm,expert_mean,NA,Argophyllum nullumense
Kooyman_2011,Argophyllum nullumense,NA,Kooyman_2011_0074,seed_length,1,mm,expert_max,NA,Argophyllum nullumense
Kooyman_2011,Corokia whiteana,NA,Kooyman_2011_0075,seed_length,4,mm,expert_mean,NA,Corokia whiteana
Kooyman_2011,Corokia whiteana,NA,Kooyman_2011_0075,seed_length,7,mm,expert_max,NA,Corokia whiteana
Kooyman_2011,Bedfordia arborescens,NA,Kooyman_2011_0076,seed_length,2,mm,expert_mean,NA,Bedfordia arborescens
Kooyman_2011,Bedfordia arborescens,NA,Kooyman_2011_0076,seed_length,4,mm,expert_max,NA,Bedfordia arborescens
Kooyman_2011,Olearia argophylla,NA,Kooyman_2011_0077,seed_length,1,mm,expert_mean,NA,Olearia argophylla
Kooyman_2011,Olearia argophylla,NA,Kooyman_2011_0077,seed_length,1.5,mm,expert_max,NA,Olearia argophylla
Kooyman_2011,Olearia canescens,NA,Kooyman_2011_0078,seed_length,1,mm,expert_mean,NA,Olearia canescens
Kooyman_2011,Olearia canescens,NA,Kooyman_2011_0078,seed_length,1.5,mm,expert_max,NA,Olearia canescens
Kooyman_2011,Olearia elliptica,NA,Kooyman_2011_0079,seed_length,2,mm,expert_mean,NA,Olearia elliptica
Kooyman_2011,Olearia elliptica,NA,Kooyman_2011_0079,seed_length,3,mm,expert_max,NA,Olearia elliptica
Kooyman_2011,Olearia heterocarpa,NA,Kooyman_2011_0080,seed_length,1,mm,expert_mean,NA,Olearia heterocarpa
Kooyman_2011,Olearia heterocarpa,NA,Kooyman_2011_0080,seed_length,1,mm,expert_max,NA,Olearia heterocarpa
Kooyman_2011,Olearia oppositifolia,NA,Kooyman_2011_0081,seed_length,1,mm,expert_mean,NA,Olearia oppositifolia
Kooyman_2011,Olearia oppositifolia,NA,Kooyman_2011_0081,seed_length,1,mm,expert_max,NA,Olearia oppositifolia
Kooyman_2011,Ozothamnus cassinioides,NA,Kooyman_2011_0082,seed_length,0.5,mm,expert_mean,NA,Ozothamnus cassinioides
Kooyman_2011,Ozothamnus cassinioides,NA,Kooyman_2011_0082,seed_length,0.5,mm,expert_max,NA,Ozothamnus cassinioides
Kooyman_2011,Ozothamnus diosmifolius,NA,Kooyman_2011_0083,seed_length,1,mm,expert_mean,NA,Ozothamnus diosmifolius
Kooyman_2011,Ozothamnus diosmifolius,NA,Kooyman_2011_0083,seed_length,1,mm,expert_max,NA,Ozothamnus diosmifolius
Kooyman_2011,Ozothamnus rufescens,NA,Kooyman_2011_0084,seed_length,0.5,mm,expert_mean,NA,Ozothamnus rufescens
Kooyman_2011,Ozothamnus rufescens,NA,Kooyman_2011_0084,seed_length,1,mm,expert_max,NA,Ozothamnus rufescens
Kooyman_2011,Cassinia straminea,NA,Kooyman_2011_0085,seed_length,0.5,mm,expert_mean,NA,Cassinia (Ozothamnus) straminae
Kooyman_2011,Cassinia straminea,NA,Kooyman_2011_0085,seed_length,1,mm,expert_max,NA,Cassinia (Ozothamnus) straminae
Kooyman_2011,Ozothamnus vagans,NA,Kooyman_2011_0086,seed_length,0.5,mm,expert_mean,NA,Ozothamnus vagans
Kooyman_2011,Ozothamnus vagans,NA,Kooyman_2011_0086,seed_length,1,mm,expert_max,NA,Ozothamnus vagans
Kooyman_2011,Atherosperma moschatum,NA,Kooyman_2011_0087,seed_length,4,mm,expert_mean,NA,Atherosperma moschatum
Kooyman_2011,Atherosperma moschatum,NA,Kooyman_2011_0087,seed_length,5,mm,expert_max,NA,Atherosperma moschatum
Kooyman_2011,Daphnandra apatela,NA,Kooyman_2011_0088,seed_length,2,mm,expert_mean,NA,Daphnandra apatela
Kooyman_2011,Daphnandra apatela,NA,Kooyman_2011_0088,seed_length,3,mm,expert_max,NA,Daphnandra apatela
Kooyman_2011,Daphnandra johnsonii,NA,Kooyman_2011_0089,seed_length,1,mm,expert_mean,NA,Daphnandra johnsonii
Kooyman_2011,Daphnandra johnsonii,NA,Kooyman_2011_0089,seed_length,2,mm,expert_max,NA,Daphnandra johnsonii
Kooyman_2011,Daphnandra melasmena,NA,Kooyman_2011_0090,seed_length,1,mm,expert_mean,NA,Daphnandra melasmena
Kooyman_2011,Daphnandra melasmena,NA,Kooyman_2011_0090,seed_length,2,mm,expert_max,NA,Daphnandra melasmena
Kooyman_2011,Daphnandra micrantha,NA,Kooyman_2011_0091,seed_length,1,mm,expert_mean,NA,Daphnandra micrantha
Kooyman_2011,Daphnandra micrantha,NA,Kooyman_2011_0091,seed_length,2,mm,expert_max,NA,Daphnandra micrantha
Kooyman_2011,Daphnandra repandula,NA,Kooyman_2011_0092,seed_length,4,mm,expert_mean,NA,Daphnandra repandula
Kooyman_2011,Daphnandra repandula,NA,Kooyman_2011_0092,seed_length,6,mm,expert_max,NA,Daphnandra repandula
Kooyman_2011,Daphnandra tenuipes,NA,Kooyman_2011_0093,seed_length,1,mm,expert_mean,NA,Daphnandra tenuipes
Kooyman_2011,Daphnandra tenuipes,NA,Kooyman_2011_0093,seed_length,2,mm,expert_max,NA,Daphnandra tenuipes
Kooyman_2011,Doryphora aromatica,NA,Kooyman_2011_0094,seed_length,3,mm,expert_mean,NA,Doryphora aromatica
Kooyman_2011,Doryphora aromatica,NA,Kooyman_2011_0094,seed_length,3,mm,expert_max,NA,Doryphora aromatica
Kooyman_2011,Doryphora sassafras,NA,Kooyman_2011_0095,seed_length,2,mm,expert_mean,NA,Doryphora sassafras
Kooyman_2011,Doryphora sassafras,NA,Kooyman_2011_0095,seed_length,2,mm,expert_max,NA,Doryphora sassafras
Kooyman_2011,Dryadodaphne trachyphloia,NA,Kooyman_2011_0096,seed_length,3,mm,expert_mean,NA,Dryadodaphne trachyphloia
Kooyman_2011,Dryadodaphne trachyphloia,NA,Kooyman_2011_0096,seed_length,3,mm,expert_max,NA,Dryadodaphne trachyphloia
Kooyman_2011,Balanops australiana,NA,Kooyman_2011_0097,seed_length,12,mm,expert_mean,NA,Balanops australiana
Kooyman_2011,Balanops australiana,NA,Kooyman_2011_0097,seed_length,13,mm,expert_max,NA,Balanops australiana
Kooyman_2011,Deplanchea tetraphylla,NA,Kooyman_2011_0098,seed_length,12,mm,expert_mean,NA,Deplanchea tetraphylla
Kooyman_2011,Deplanchea tetraphylla,NA,Kooyman_2011_0098,seed_length,14,mm,expert_max,NA,Deplanchea tetraphylla
Kooyman_2011,Argusia argentea,NA,Kooyman_2011_0099,seed_length,2,mm,expert_mean,NA,Argusia argentea
Kooyman_2011,Argusia argentea,NA,Kooyman_2011_0099,seed_length,2,mm,expert_max,NA,Argusia argentea
Kooyman_2011,Ehretia microphylla,NA,Kooyman_2011_0100,seed_length,1,mm,expert_mean,NA,Carmona retusa
Kooyman_2011,Ehretia microphylla,NA,Kooyman_2011_0100,seed_length,2,mm,expert_max,NA,Carmona retusa
Kooyman_2011,Cordia aspera,NA,Kooyman_2011_0101,seed_length,7,mm,expert_mean,NA,Cordia aspera
Kooyman_2011,Cordia aspera,NA,Kooyman_2011_0101,seed_length,8,mm,expert_max,NA,Cordia aspera
Kooyman_2011,Cordia dichotoma,NA,Kooyman_2011_0102,seed_length,7,mm,expert_mean,NA,Cordia dichotoma
Kooyman_2011,Cordia dichotoma,NA,Kooyman_2011_0102,seed_length,15,mm,expert_max,NA,Cordia dichotoma
Kooyman_2011,Cordia subcordata,NA,Kooyman_2011_0103,seed_length,18,mm,expert_mean,NA,Cordia subcordata
Kooyman_2011,Cordia subcordata,NA,Kooyman_2011_0103,seed_length,20,mm,expert_max,NA,Cordia subcordata
Kooyman_2011,Cordia dichotoma,NA,Kooyman_2011_0104,seed_length,10,mm,expert_mean,NA,Cordia wallichii
Kooyman_2011,Cordia dichotoma,NA,Kooyman_2011_0104,seed_length,12,mm,expert_max,NA,Cordia wallichii
Kooyman_2011,Ehretia acuminata,NA,Kooyman_2011_0105,seed_length,1,mm,expert_mean,NA,Ehretia acuminata
Kooyman_2011,Ehretia acuminata,NA,Kooyman_2011_0105,seed_length,1,mm,expert_max,NA,Ehretia acuminata
Kooyman_2011,Ehretia grahamii,NA,Kooyman_2011_0106,seed_length,1,mm,expert_mean,NA,Ehretia grahamii
Kooyman_2011,Ehretia grahamii,NA,Kooyman_2011_0106,seed_length,1,mm,expert_max,NA,Ehretia grahamii
Kooyman_2011,Ehretia laevis,NA,Kooyman_2011_0107,seed_length,1,mm,expert_mean,NA,Ehretia laevis
Kooyman_2011,Ehretia laevis,NA,Kooyman_2011_0107,seed_length,2,mm,expert_max,NA,Ehretia laevis
Kooyman_2011,Ehretia saligna,NA,Kooyman_2011_0108,seed_length,1,mm,expert_mean,NA,Ehretia membranifolia
Kooyman_2011,Ehretia saligna,NA,Kooyman_2011_0108,seed_length,1,mm,expert_max,NA,Ehretia membranifolia
Kooyman_2011,Ehretia saligna,NA,Kooyman_2011_0109,seed_length,1,mm,expert_mean,NA,Ehretia saligna
Kooyman_2011,Ehretia saligna,NA,Kooyman_2011_0109,seed_length,1,mm,expert_max,NA,Ehretia saligna
Kooyman_2011,Tournefortia muelleri,NA,Kooyman_2011_0110,seed_length,3,mm,expert_mean,NA,Tournefortia muelleri
Kooyman_2011,Tournefortia muelleri,NA,Kooyman_2011_0110,seed_length,4,mm,expert_max,NA,Tournefortia muelleri
Kooyman_2011,Trichodesma zeylanicum,NA,Kooyman_2011_0111,seed_length,3,mm,expert_mean,NA,Trichodesma zeylanicum
Kooyman_2011,Trichodesma zeylanicum,NA,Kooyman_2011_0111,seed_length,5,mm,expert_max,NA,Trichodesma zeylanicum
Kooyman_2011,Idiospermum australiense,NA,Kooyman_2011_0112,seed_length,40,mm,expert_mean,NA,Idiospermum australiense
Kooyman_2011,Idiospermum australiense,NA,Kooyman_2011_0112,seed_length,50,mm,expert_max,NA,Idiospermum australiense
Kooyman_2011,Aphananthe philippinensis,NA,Kooyman_2011_0113,seed_length,5,mm,expert_mean,NA,Aphananthe philippinensis
Kooyman_2011,Aphananthe philippinensis,NA,Kooyman_2011_0113,seed_length,7,mm,expert_max,NA,Aphananthe philippinensis
Kooyman_2011,Celtis hildebrandii,NA,Kooyman_2011_0114,seed_length,7,mm,expert_mean,NA,Celtis hildebrandii
Kooyman_2011,Celtis hildebrandii,NA,Kooyman_2011_0114,seed_length,10,mm,expert_max,NA,Celtis hildebrandii
Kooyman_2011,Celtis paniculata,NA,Kooyman_2011_0115,seed_length,6,mm,expert_mean,NA,Celtis paniculata
Kooyman_2011,Celtis paniculata,NA,Kooyman_2011_0115,seed_length,10,mm,expert_max,NA,Celtis paniculata
Kooyman_2011,Celtis philippensis,NA,Kooyman_2011_0116,seed_length,6,mm,expert_mean,NA,Celtis philippensis
Kooyman_2011,Celtis philippensis,NA,Kooyman_2011_0116,seed_length,10,mm,expert_max,NA,Celtis philippensis
Kooyman_2011,Celtis timorensis,NA,Kooyman_2011_0117,seed_length,6,mm,expert_mean,NA,Celtis timorensis
Kooyman_2011,Celtis timorensis,NA,Kooyman_2011_0117,seed_length,9,mm,expert_max,NA,Celtis timorensis
Kooyman_2011,Trema orientalis,NA,Kooyman_2011_0118,seed_length,2,mm,expert_mean,NA,Trema orientalis
Kooyman_2011,Trema orientalis,NA,Kooyman_2011_0118,seed_length,2,mm,expert_max,NA,Trema orientalis
Kooyman_2011,Capparis arborea,NA,Kooyman_2011_0119,seed_length,7,mm,expert_mean,NA,Capparis arborea
