Family,Genera,Species,Sex ('D'ioecious/'N'on-'D'ioecious),Growth Form,Binary GF,Pollination,pollination_new,Binary Pollination,Seed dispersal,seed_dispersal_new,Binary Seed Dispersal,Growth Form Reference,Pollination Reference,Seed Dispersal Reference,dispersal_syndrome,dispersers,dispersal_unit,latitude (deg),longitude (deg),Sex,Height (cm),Diameter (cm),Site,Date,replicates
Poaceae,Eriachne,Erichne pulchella,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Eriochloa,Eriochloa australiensis,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,"Unassisted or abiotic (likley, based on morphology)",biotic abiotic unassisted,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.",NA,zoochory barochory,animals abiotic passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Eriochloa,Eriochloa crebra,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,"Unassisted or abiotic (likley, based on morphology)",biotic abiotic unassisted,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.",NA,zoochory barochory,animals abiotic passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Eriochloa,Eriochloa procera,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,"Unassisted or abiotic (likley, based on morphology)",biotic abiotic unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.",NA,zoochory barochory,animals abiotic passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Eriochloa,Eriochloa pseudoacrotricha,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,"Unassisted or abiotic (likley, based on morphology)",biotic abiotic unassisted,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.",NA,zoochory barochory,animals abiotic passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Eulalia,Eulalia aurea,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Unassisted (ref for species in genus),unassisted,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Amarasinghe L, Pemadasa MA (1982) The ecology of montane grassland in Sri Lanka: II. The pattern of four major species. Journal of Ecology 70(1), 17 - 23.",barochory,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Festuca,Festuca benthamiana,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (ref for species in genus),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Sigaud M, Mason THE, Barnier, Cherry SG, Fortin D (2018) Emerging conflict between conservation programmes: when a threatened vertebrate facilitates the dispersal of exotic species in a rare plant community. Animal Conservation 23, 660 - 669.",epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Glyceria,Glyceria australis,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,"Adhesion (no ref, based on morphology)",adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Hemarthria,Hemarthria uncinata,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,"Wind (no ref, based on morphology)",wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Hookerochloa,Hookerochloa hookeriana,ND,Perennial,Non-woody,Wind(ref for family),wind,Abiotic,"Abiotic (based on structure, no ref)",biotic abiotic,Abiotic,Flora of Victoria Online,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Imperata,Imperata cylindrica,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",https://keys.lucidcentral.org/keys/v3/eafrinet/weeds/key/weeds/Media/Html/Imperata_cylindrica_(Cogon_Grass).htm,anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Isachne,Isachne globosa,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Abiotic (ref for species in genus),biotic abiotic,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Thorsen, M. J.; Dickinson, K. J. M.; Seddon, P. J. 2009. Seed dispersal systems in the New Zealand flora. Perspectives in Plant Ecology, Evolution and Systematics 2009 Vol. 11 No. 4 pp. 285-309",zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Iseilema,Iseilema dolichotrichum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of Western Australia Online,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Iseilema,Iseilema fragile,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of Western Australia Online,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Iseilema,Iseilema macratherum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of Western Australia Online,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Iseilema,Iseilma eremaeum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Iseilema,Iseilma membranaceum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Iseilema,Iseilma vaginiflorum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis aemula,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis batesii,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis billardierei,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis filiformis,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis limitanea,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis palustris,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis perennis,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis robusta,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,lachnagrostis rudis,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lachnagrostis,Lachnagrostis semibarbata,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Morris K, Raulings EJ, Melbourne WH, Mac Nally R, Thompson RM (2011) A novel trap for quantifying the dispersal of seeds by wind. Journal of Vegetation Science 22. 807 - 817.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Leptochloa,Leptochloa digitata,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lophopyrum,Lophopyrum ponticum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Unassisted (ref for species in genus),unassisted,Abiotic,Flora of Victoria Online,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Weiss J (2001) Tall wheat grass, Lophopyrum ponticum. An assessment of weed potential for Parks, Flora and Fauna Division. Technical Report, Keith Turnbull Research Institute",barochory,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Microlaena,Microlaena stipoides,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Unassisted (ref for species in genus),unassisted,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Peart MH (1981) Further experiments on the biological significance of the morphology of seed-dispersal units in grasses. Journal of Ecology 69, 425 - 436.",barochory,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Monachather,Monachather paradoxus,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
