taxon_name,scientificNameAuthorship,genus_APC,genus_Sjostrom,habit_to_use,lifespan_to_use,sex_type_to_use,fruit_to_use,original_name
Pultenaea villosa,NA,NA,NA,2,2,1,14,Pultenaea villosa
Pultenaea viscidula,NA,NA,NA,2,2,1,14,Pultenaea viscidula
Pultenaea viscosa,NA,NA,NA,2,2,1,14,Pultenaea viscosa
Pultenaea vrolandii,NA,NA,NA,2,2,1,14,Pultenaea vrolandii
Pultenaea weindorferi,NA,NA,NA,2,2,1,14,Pultenaea weindorferi
Pultenaea whiteana,NA,NA,NA,2,2,1,14,Pultenaea whiteana
Pultenaea williamsoniana,NA,NA,NA,2,2,1,14,Pultenaea williamsoniana
Pultenaea williamsonii,NA,NA,NA,2,2,1,14,Pultenaea williamsonii
Sesbania formosa,NA,NA,NA,3,2,1,14,Sesbania formosa
Sophora tomentosa,NA,NA,NA,3,2,1,14,Sophora tomentosa
Stonesiella selaginoides,NA,NA,NA,2,2,1,14,Stonesiella selaginoides
Storckiella australiensis,NA,NA,NA,3,2,1,14,Storckiella australiensis
Streblorrhiza speciosa,NA,NA,NA,2,2,1,14,Streblorrhiza speciosa
Swainsona recta,NA,NA,NA,1,2,1,14,Swainsona recta
Frankenia conferta,NA,NA,NA,2,2,1,3,Frankenia conferta
Frankenia decurrens,NA,NA,NA,2,2,1,3,Frankenia decurrens
Frankenia parvula,NA,NA,NA,2,2,1,3,Frankenia parvula
Frankenia plicata,NA,NA,NA,2,2,1,3,Frankenia plicata
Gentiana baeuerlenii,NA,NA,NA,1,1,1,3,Gentiana baeuerlenii
Gentiana wingecarribiensis,NA,NA,NA,1,1,1,3,Gentiana wingecarribiensis
Boea hygroscopica,NA,NA,NA,1,2,1,3,Boea hygroscopica
Boea kinnearii,NA,NA,NA,1,2,1,3,Boea kinneari
Coopernookia georgei,NA,NA,NA,2,2,1,3,Coopernookia georgei
Lechenaultia laricina,NA,NA,NA,2,2,1,3,Lechenaultia laricina
Lechenaultia pulvinaris,NA,NA,NA,2,2,1,3,Lechenaultia pulvinaris
Pentaptilon careyi,NA,NA,NA,1,2,1,11,Pentaptilon careyi
Abrophyllum ornans,NA,NA,NA,3,2,1,2,Abrophyllum ornans
Polyosma alangiacea,NA,NA,NA,3,2,1,2,Polyosma alangiacea
Polyosma hirsuta,NA,NA,NA,3,2,1,2,Polyosma hirsuta
Polyosma reducta,NA,NA,NA,3,2,1,2,Polyosma reducta
Polyosma rhytiphloia,NA,NA,NA,3,2,1,2,Polyosma rhytophloia
Polyosma rigidiuscula,NA,NA,NA,3,2,1,2,Polyosma rigidiuscula
Polyosma sp. (Mt Bellenden Ker BH 2524RFK),NA,NA,NA,3,2,1,2,Polyosma sp. (Mt Bellenden Ker BH 2524 RFK)
Polyosma sp. (Mt Lewis BH 25241RFK),NA,NA,NA,3,2,1,2,Polyosma sp. (Mt Lewis BH 25241 RFK)
Quintinia fawkneri,NA,NA,NA,4,2,1,3,Quintinia fawkneri
Quintinia quatrefagesii,NA,NA,NA,3,2,1,3,Quintinia quatrefagesii
Codonocarpus attenuatus,NA,NA,NA,3,2,7,7,Codonocarpus attenuatus
Cypselocarpus haloragoides,NA,NA,NA,1,1,8,1,Cypselocarpus haloragoides
Gyrostemon reticulatus,NA,NA,NA,2,2,8,7,Gyrostemon reticulatus
Walteranthus erectus,NA,NA,NA,2,2,13,29,Walteranthus erectus
Anigozanthos bicolor subsp. minor,NA,NA,NA,1,2,1,3,Anigozanthos bicolor subsp. minor
Conostylis dielsii subsp. teres,NA,NA,NA,1,2,1,3,Conostylis dielsii subsp. teres
Conostylis drummondii,NA,NA,NA,1,2,1,3,Conostylis drummondii
Conostylis lepidospermoides,NA,NA,NA,1,2,1,3,Conostylis lepidospermoides
Conostylis micrantha,NA,NA,NA,1,2,1,3,Conostylis micrantha
Conostylis misera,NA,NA,NA,1,2,1,3,Conostylis misera
Conostylis seorsiflora subsp. trichophylla,NA,NA,NA,1,2,1,3,Conostylis seorsiflora subsp. trichophylla
Conostylis setigera subsp. dasys,NA,NA,NA,1,2,1,3,Conostylis setigera subsp. dasys
Conostylis wonganensis,NA,NA,NA,1,2,1,3,Conostylis wonganensis
Haloragis eyreana,NA,NA,NA,1,2,1,16,Haloragis eyreana
Haloragis platycarpa,NA,NA,NA,1,2,1,16,Haloragis platycarpa
Haloragodendron lucasii,NA,NA,NA,2,2,1,16,Haloragodendron lucasii
Myriophyllum lapidicola,NA,NA,NA,1,1,1,17,Myriophyllum lapidicola
Neostrearia fleckeri,NA,NA,NA,3,2,13,3,Neostrearia fleckeri
Noahdendron nicholasii,NA,NA,NA,3,2,13,3,Noahdendron nicholasii
Ostrearia australiana,NA,NA,NA,3,2,13,3,Ostrearia australiana
Stypandra glauca,NA,NA,NA,1,2,1,3,Stypandra glauca
Gyrocarpus americanus,NA,NA,NA,3,2,7,16,Gyrocarpus americanus
Hernandia albiflora,NA,NA,NA,3,2,7,6,Hernandia alibiflora
Hernandia bivalvis,NA,NA,NA,3,2,7,6,Hernandia bivalvis
Hernandia nymphaeifolia,NA,NA,NA,3,2,7,6,Hernandia nymphaeifolia
Galbulimima baccata,NA,NA,NA,3,2,1,12,Galbulimima baccata
Trithuria occidentalis,NA,NA,NA,1,1,8,3,Hydatella dioica
Trithuria australis,NA,NA,NA,1,1,7,3,Hydatella leptogyne
Blyxa aubertii,NA,NA,NA,1,2,1,23,Blyxa aubertii
Blyxa octandra,NA,NA,NA,1,1,13,23,Blyxa octandra
Halophila australis,NA,NA,NA,1,2,8,26,Halophila australis
Halophila decipiens,NA,NA,NA,1,2,7,26,Halophila decipiens
Hydrocharis dubia,NA,NA,NA,1,2,13,2,Hydrocharis dubia
Najas browniana,NA,NA,NA,1,1,7,3,Najas browniana
Najas graminea,NA,NA,NA,1,1,7,3,Najas graminea
Najas tenuifolia,NA,NA,NA,1,1,7,3,Najas leichhardtii
Najas malesiana,NA,NA,NA,1,1,7,16,Najas malesiana
Najas marina,NA,NA,NA,1,1,8,3,Najas marina
Najas pseudograminea,NA,NA,NA,1,1,7,16,Najas pseudograminea
Ottelia alismoides,NA,NA,NA,1,2,1,26,Ottelia alismoides
Ottelia ovalifolia,NA,NA,NA,1,2,1,26,Ottelia ovafolio
Apodytes brachystylis,NA,NA,NA,3,2,1,6,Apodytes brachystylis
Citronella moorei,NA,NA,NA,3,2,8,6,Citronella moorei
Citronella smythii,NA,NA,NA,3,2,1,6,Citronella smythii
Gomphandra australiana,NA,NA,NA,3,2,8,6,Gomphandra australiana
Irvingbaileya australis,NA,NA,NA,3,2,8,6,Irvingbaileya australis
Pennantia cunninghamii,NA,NA,NA,3,2,8,6,Pennantia cunninghamii
Orthrosanthus muelleri,NA,NA,NA,1,2,1,3,Orthrosanthus muelleri
Patersonia spirifolia,NA,NA,NA,1,2,1,3,Patersonia spirafolia
Cycnogeton alcockiae,NA,NA,NA,1,2,1,10,Triglochin alcockiae
Triglochin calcitrapa,NA,NA,NA,1,1,1,1,Triglochin calcitrapum
Triglochin centrocarpa,NA,NA,NA,1,1,1,1,Triglochin centrocarpum
Cycnogeton dubium,NA,NA,NA,1,2,1,10,Triglochin dubium
Triglochin hexagona,NA,NA,NA,1,1,1,1,Triglochin hexagonum
Cycnogeton microtuberosum,NA,NA,NA,1,2,1,10,Triglochin microtuberosum
Triglochin minutissima,NA,NA,NA,1,1,1,1,Triglochin minutissimum
Triglochin mucronata,NA,NA,NA,1,1,1,1,Triglochin mucronatum
Cycnogeton multifructum,NA,NA,NA,1,2,1,10,Triglochin multifructum
Cycnogeton procerum,NA,NA,NA,1,2,1,10,Triglochin procerum
Cycnogeton rheophilum,NA,NA,NA,1,2,1,10,Triglochin rheophilum
Triglochin striata,NA,NA,NA,1,2,1,1,Triglochin striatum
Triglochin turrifera,NA,NA,NA,1,1,1,1,Triglochin turriferum
Ajuga australis,NA,NA,NA,1,2,1,7,Ajuga australis
Anisomeles salviifolia,NA,NA,NA,8,5,1,29,Epimeredi salviifolius
Hemiandra gardneri,NA,NA,NA,2,2,1,7,Hemiandra gardneri
Hemiandra rutilans,NA,NA,NA,2,2,1,7,Hemiandra rutilans
Hemiandra sp. Watheroo (S.Hancocks 4),NA,NA,NA,2,2,1,7,Hemiandra sp. Watheroo (S. Hancocks 4)
Prostanthera clotteniana,NA,NA,NA,2,2,1,7,Hemigenia clotteniana Bailey
Plectranthus habrophyllus,NA,NA,NA,2,2,1,7,Plectranthus habrophyllus
Plectranthus nitidus,NA,NA,NA,1,5,1,7,Plectranthus nitidus
Plectranthus omissus,NA,NA,NA,2,2,1,7,Plectranthus omissus
Plectranthus torrenticola,NA,NA,NA,2,2,1,7,Plectranthus torrenticola
Prostanthera albohirta,NA,NA,NA,2,2,1,7,Prostanthera albo-hirta
Prostanthera askania,NA,NA,NA,2,2,1,7,Prostanthera askania
Prostanthera eurybioides,NA,NA,NA,2,2,1,7,Prostanthera eurybioides
Prostanthera junonis,NA,NA,NA,2,2,1,7,Prostanthera junonis
Prostanthera marifolia,NA,NA,NA,2,2,1,7,Prostanthera marifolia
Westringia crassifolia,NA,NA,NA,2,2,1,7,Westringia crassifolia
Westringia kydrensis,NA,NA,NA,2,2,1,7,Westringia kydrensis
Beilschmiedia bancroftii,NA,NA,NA,3,2,1,6,Beilschmiedia bancroftii
Beilschmiedia brunnea,NA,NA,NA,3,2,1,6,Beilschmiedia brunnea
Beilschmiedia castrisinensis,NA,NA,NA,3,2,1,6,Beilschmiedia castrisinensis
Beilschmiedia collina,NA,NA,NA,3,2,1,6,Beilschmiedia collina
Beilschmiedia obtusifolia,NA,NA,NA,3,2,1,6,Beilschmiedia obtusifolia
Beilschmiedia oligandra,NA,NA,NA,3,2,1,6,Beilschmiedia oligandra
Beilschmiedia peninsularis,NA,NA,NA,3,2,1,6,Beilschmiedia peninsularis
Beilschmiedia recurva,NA,NA,NA,3,2,1,6,Beilschmiedia recurva
Beilschmiedia tooram,NA,NA,NA,3,2,1,6,Beilschmiedia tooram
Beilschmiedia volckii,NA,NA,NA,3,2,1,6,Beilschmiedia volckii
Cinnamomum baileyanum,NA,NA,NA,3,2,1,6,Cinnamomum baileyanum
Cinnamomum camphora,NA,NA,NA,3,2,1,6,Cinnamomum camphora
Cinnamomum laubatii,NA,NA,NA,3,2,1,6,Cinnamomum laubatii
Cinnamomum oliveri,NA,NA,NA,3,2,1,6,Cinnamomum oliveri
Cinnamomum propinquum,NA,NA,NA,3,2,1,6,Cinnamomum propinquum
Cryptocarya angulata,NA,NA,NA,3,2,1,6,Cryptocarya angulata
Cryptocarya bamagana,NA,NA,NA,3,2,1,6,Cryptocarya bamagana
Cryptocarya bellendenkerana,NA,NA,NA,3,2,1,6,Cryptocarya bellendenkerana
Cryptocarya brassii,NA,NA,NA,3,2,1,6,Cryptocarya brassii
Cryptocarya burckiana,NA,NA,NA,3,2,1,6,Cryptocarya burckiana
Cryptocarya clarksoniana,NA,NA,NA,3,2,1,6,Cryptocarya clarksoniana
Cryptocarya claudiana,NA,NA,NA,3,2,1,6,Cryptocarya claudiana
Cryptocarya cocosoides,NA,NA,NA,3,2,1,6,Cryptocarya cocosoides
Cryptocarya corrugata,NA,NA,NA,3,2,1,6,Cryptocarya corrugata
Cryptocarya cunninghamii,NA,NA,NA,3,2,1,6,Cryptocarya cunninghamii
Cryptocarya densiflora,NA,NA,NA,3,2,1,6,Cryptocarya densiflora
Cryptocarya endiandrifolia,NA,NA,NA,3,2,1,6,Cryptocarya endiaridrifolia
Cryptocarya exfoliata,NA,NA,NA,3,2,1,6,Cryptocarya exfoliata
Cryptocarya glaucocarpa,NA,NA,NA,3,2,1,6,Cryptocarya glaucocarpa
Cryptocarya grandis,NA,NA,NA,3,2,1,6,Cryptocarya grandis
Cryptocarya hypospodia,NA,NA,NA,3,2,1,6,Cryptocarya hypospadia
Cryptocarya laevigata,NA,NA,NA,3,2,1,6,Cryptocarya laevigata
Cryptocarya leucophylla,NA,NA,NA,3,2,1,6,Cryptocarya leucophylla
Cryptocarya lividula,NA,NA,NA,3,2,1,6,Cryptocarya lividula
Cryptocarya mackinnoniana,NA,NA,NA,3,2,1,6,Cryptocarya mackinnoniana
Cryptocarya melanocarpa,NA,NA,NA,3,2,1,6,Cryptocarya melanocarpa
Cryptocarya murrayi,NA,NA,NA,3,2,1,6,Cryptocarya murrayi
Cryptocarya oblata,NA,NA,NA,3,2,1,6,Cryptocarya oblata
Cryptocarya onoprienkoana,NA,NA,NA,3,2,1,6,Cryptocarya onoprienkoana
Cryptocarya pleurosperma,NA,NA,NA,3,2,1,6,Cryptocarya pleurosperma
Cryptocarya putida,NA,NA,NA,3,2,1,6,Cryptocarya putida
Cryptocarya rhodosperma,NA,NA,NA,3,2,1,6,Cryptocarya rhodosperma
Cryptocarya saccharata,NA,NA,NA,3,2,1,6,Cryptocarya saccharata
Cryptocarya smaragdina,NA,NA,NA,3,2,1,6,Cryptocarya smaragdina
Cryptocarya cercophylla,NA,NA,NA,3,2,1,6,Cryptocarya sp. (Boonjee B H 25794 RFK)
Cryptocarya sp. (Gadgarra BH 25231RFK),NA,NA,NA,3,2,1,6,Cryptocarya sp. (Gadgarra B H 25231 RFK)
Cryptocarya triplinervis var. riparia,NA,NA,NA,3,2,1,6,Cryptocarya triplinervis var. riparia
Cryptocarya vulgaris,NA,NA,NA,3,2,1,6,Cryptocarya vulgaris
Endiandra acuminata,NA,NA,NA,3,2,1,6,Endiandra acuminata
Endiandra anthropophagorum,NA,NA,NA,3,2,1,6,Endiandra anthropophagorum
Endiandra bellendenkerana,NA,NA,NA,3,2,1,6,Endiandra bellendenkerana
Endiandra bessaphila,NA,NA,NA,3,2,1,6,Endiandra bessaphila
Endiandra collinsii,NA,NA,NA,3,2,1,6,Endiandra collinsii
Endiandra compressa,NA,NA,NA,3,2,1,6,Endiandra compressa
Endiandra cooperana,NA,NA,NA,3,2,1,6,Endiandra cooperana
Endiandra cowleyana,NA,NA,NA,3,2,1,6,Endiandra cowleyana
Endiandra dichrophylla,NA,NA,NA,3,2,1,6,Endiandra dichrophylla
Endiandra dielsiana,NA,NA,NA,3,2,1,6,Endiandra dielsiana
Endiandra discolor,NA,NA,NA,3,2,1,6,Endiandra discolor
Endiandra floydii,NA,NA,NA,3,2,1,6,Endiandra floydii
Endiandra glauca,NA,NA,NA,3,2,1,6,Endiandra glauca
Endiandra globosa,NA,NA,NA,3,2,1,6,Endiandra globosa
Endiandra grayi,NA,NA,NA,3,2,1,6,Endiandra grayi
Endiandra hypotephra,NA,NA,NA,3,2,1,6,Endiandra hypotephra
Endiandra impressicosta,NA,NA,NA,3,2,1,6,Endiandra impressicosta
Endiandra insignis,NA,NA,NA,3,2,1,6,Endiandra insignis
Endiandra jonesii,NA,NA,NA,3,2,1,6,Endiandra jonesii
Endiandra leptodendron,NA,NA,NA,3,2,1,6,Endiandra leptodendron
Endiandra limnophila,NA,NA,NA,3,2,1,6,Endiandra limnophila
Endiandra longipedicellata,NA,NA,NA,3,2,1,6,Endiandra longipedicellata
Endiandra microneura,NA,NA,NA,3,2,1,6,Endiandra microneura
Endiandra monothyra,NA,NA,NA,3,2,1,6,Endiandra monothyra
Endiandra monothyra subsp. monothyra,NA,NA,NA,3,2,1,6,Endiandra monothyra ssp. monothyra
Endiandra monothyra subsp. trichophylla,NA,NA,NA,3,2,1,6,Endiandra monothyra ssp. trichophylla
Endiandra montana,NA,NA,NA,3,2,1,6,Endiandra montana
Endiandra palmerstonii,NA,NA,NA,3,2,1,6,Endiandra palmerstonii
Endiandra phaeocarpa,NA,NA,NA,3,2,1,6,Endiandra phaeocarpa
Endiandra sankeyana,NA,NA,NA,3,2,1,6,Endiandra sankeyana
Endiandra sideroxylon,NA,NA,NA,3,2,1,6,Endiandra sideroxylon
Endiandra wolfei,NA,NA,NA,3,2,1,6,Endiandra wolfei
Endiandra xanthocarpa,NA,NA,NA,3,2,1,6,Endiandra xanthocarpa
Lindera queenslandica,NA,NA,NA,3,2,8,6,Lindera queenslandica B. Hyland
Litsea bennettii,NA,NA,NA,3,2,8,6,Litsea bennettii
Litsea bindoniana,NA,NA,NA,3,2,8,6,Litsea bindoniana
Litsea breviumbellata,NA,NA,NA,3,2,8,6,Litsea breviumbellata
Litsea connorsii,NA,NA,NA,3,2,8,6,Litsea connorsii
Litsea fawcettiana,NA,NA,NA,3,2,8,6,Litsea fawcettiana
Litsea glutinosa,NA,NA,NA,3,2,8,6,Litsea glutinosa
Litsea granitica,NA,NA,NA,3,2,8,6,Litsea granitica
Litsea leefeana,NA,NA,NA,3,2,8,6,Litsea leefeana
Litsea macrophylla,NA,NA,NA,3,2,8,6,Litsea macrophylla
Neolitsea brassii,NA,NA,NA,3,2,8,6,Neolitsea brassii
Neolitsea dealbata,NA,NA,NA,3,2,8,6,Neolitsea dealbata
Barringtonia acutangula subsp. acutangula,NA,NA,NA,3,2,1,3,Barringtonia acutangula ssp. acutangula
Barringtonia asiatica,NA,NA,NA,3,2,1,3,Barringtonia asiatica
Barringtonia calyptrata,NA,NA,NA,3,2,1,3,Barringtonia calyptrata
Barringtonia racemosa,NA,NA,NA,3,2,1,3,Barringtonia racemosa
Planchonia careya,NA,NA,NA,3,2,1,2,Planchonia careya
Borya mirabilis,NA,NA,NA,1,2,1,3,Borya mirabilis
Dianella amoena,NA,NA,NA,1,2,1,2,Dianella amoena
Thysanotus fragrans,NA,NA,NA,1,2,1,3,Murchisonia fragrans
Thysanotus exfimbriatus,NA,NA,NA,1,2,1,3,Murchisonia volubilis
Butomopsis latifolia,NA,NA,NA,1,1,1,12,Tenagocharis latifolia
Linum albidum,NA,NA,NA,1,5,1,3,Linum albidum
Linum marginale,NA,NA,NA,1,2,1,3,Linum marginale
Fagraea berteroana,NA,NA,NA,3,2,1,2,Fagraea berteroana
Fagraea cambagei,NA,NA,NA,3,2,1,2,Fagraea cambagei
Fagraea fagraeacea,NA,NA,NA,3,2,1,2,Fagraea fagraeacea
Fagraea racemosa,NA,NA,NA,3,2,1,2,Fagraea racemosa
Strychnos lucida,NA,NA,NA,3,2,1,2,Strychnos lucida
Strychnos minor,NA,NA,NA,4,2,1,2,Strychnos minor
Strychnos psilosperma,NA,NA,NA,3,2,1,2,Strychnos psilosperma
Amyema scandens,NA,NA,NA,2,2,1,2,Amyema scandens
Lagerstroemia archeriana,NA,NA,NA,3,2,1,3,Lagerstroemia archeriana
Abroma fastuosa,NA,NA,NA,2,2,1,3,Abroma fastuosa
Adansonia gregorii,NA,NA,NA,3,2,1,3,Adansonia gregorii
Argyrodendron actinophyllum subsp. diversifolium,NA,NA,NA,3,2,7,21,Argyrodendron actinophyllum ssp. diversifolium
Argyrodendron peralatum,NA,NA,NA,3,2,7,21,Argyrodendron peralatum
Argyrodendron polyandrum,NA,NA,NA,3,2,7,21,Argyrodendron polyandrum
Argyrodendron sp. (Boonjee BH 2139RFK),NA,NA,NA,3,2,7,21,Argyrodendron sp. (Boonjee BH 2139 RFK)
Argyrodendron sp. (Mt Haig LSS 14307),NA,NA,NA,3,2,7,21,Argyrodendron sp. (Mt Haig LSS 14307)
Argyrodendron sp. (Penta Tulip Oak BH 2565RFK),NA,NA,NA,3,2,7,21,Argyrodendron sp. (Penta Tulip Oak BH 2565 RFK)
Argyrodendron sp. (Whyanbeel BH 1106RFK),NA,NA,NA,3,2,7,21,Argyrodendron sp. (Whyanbeel BH 1106 RFK)
Argyrodendron trifoliolatum,NA,NA,NA,3,2,7,21,Argyrodendron trifoliolatum
Berrya javanica,NA,NA,NA,3,2,1,3,Berrya javanica
Bombax ceiba,NA,NA,NA,3,2,1,3,Bombax ceiba
Brachychiton acerifolius,NA,NA,NA,3,2,7,12,Brachychiton acerifolius
Brachychiton albidus,NA,NA,NA,3,2,7,12,Brachychiton albidus
Brachychiton australis,NA,NA,NA,3,2,7,12,Brachychiton australis
Brachychiton chillagoensis,NA,NA,NA,3,2,7,12,Brachychiton chillagoensis
Brachychiton diversifolius subsp. diversifolius,NA,NA,NA,3,2,7,12,Brachychiton diversifolius ssp. diversifolius
Brachychiton garrawayae,NA,NA,NA,3,2,7,12,Brachychiton garrawayae
Brachychiton grandiflorus,NA,NA,NA,3,2,7,12,Brachychiton grandiflorus
Brachychiton velutinosus,NA,NA,NA,3,2,7,12,Brachychiton velutinosus
Brachychiton viridiflorus,NA,NA,NA,3,2,7,12,Brachychiton viridiflorus
Brachychiton xanthophyllus,NA,NA,NA,3,2,7,12,Brachychiton xanthophyllus
Brownlowia argentata,NA,NA,NA,3,2,13,29,Brownlowia argentata
Commersonia bartramia,NA,NA,NA,3,2,1,3,Commersonia bartramia
Indagator fordii,NA,NA,NA,3,2,1,3,Commersonia sp. (Klondike B H 25863 RFK)
Corchorus cunninghamii,NA,NA,NA,1,1,1,3,Corchorus cunninghamii
Firmiana papuana,NA,NA,NA,3,2,7,12,Firmiana papuana
Franciscodendron laurifolium,NA,NA,NA,3,2,1,12,Franciscodendron laurifolium
Grewia australis,NA,NA,NA,2,2,1,6,Grewia australus
Grewia breviflora,NA,NA,NA,3,2,7,6,Grewia breviflora
Grewia mesomischa,NA,NA,NA,2,2,8,16,Grewia mesomischa
Grewia oxyphylla,NA,NA,NA,4,2,1,11,Grewia oxyphylla
Grewia papuana,NA,NA,NA,3,2,7,6,Grewia papuana
Grewia retusifolia,NA,NA,NA,2,2,8,11,Grewia retusifolia
Grewia scabrella,NA,NA,NA,2,2,8,6,Grewia scabrella
Heritiera littoralis,NA,NA,NA,3,2,7,21,Heritiera littoralis
Hibiscus diversifolius,NA,NA,NA,2,2,1,3,Hibiscus diversifolius
Hibiscus forsteri,NA,NA,NA,2,2,1,3,Hibiscus forsteri
Hibiscus geranioides,NA,NA,NA,2,2,1,3,Hibiscus geranoides
Hibiscus heterophyllus,NA,NA,NA,2,2,1,3,Hibiscus heterophyllus
Hibiscus meraukensis,NA,NA,NA,2,2,1,3,Hibiscus meraukensis
Hibiscus normanii,NA,NA,NA,2,2,1,3,Hibiscus normanii
Hibiscus peralbus,NA,NA,NA,2,2,1,3,Hibiscus peralbus
Hibiscus tiliaceus,NA,NA,NA,3,2,1,3,Hibiscus tiliaceus
Kleinhovia hospita,NA,NA,NA,3,2,1,3,Kleinhovia hospita
Lasiopetalum pterocarpum,NA,NA,NA,2,2,1,3,Lasiopetalum pterocarpum
Lasiopetalum rotundifolium,NA,NA,NA,2,2,1,3,Lasiopetalum rotundifolium
Hibiscus tozerensis,NA,NA,NA,3,2,1,3,Macrostelia grandifolia
Hibiscus macilwraithensis,NA,NA,NA,2,2,1,3,Macrostelia grandifolia ssp. Macilwraithensis
Macrostelia sp. (Bolt Head BG 6853),NA,NA,NA,2,2,1,3,Macrostelia sp. Bolthead B G6853
Melhania oblongifolia,NA,NA,NA,2,2,1,3,Melhania oblongifolia
Melochia umbellata,NA,NA,NA,3,2,1,3,Melochia umbellata
Pentapetes phoenicea,NA,NA,NA,1,1,1,3,Pentapetes phoenicea
Commersonia prostrata,NA,NA,NA,2,2,1,3,Rulingia prostrata
Commersonia erythrogyna,NA,NA,NA,2,2,1,3,Rulingia sp. Trigwell Bridge (R. Smith s.n. 20/6/1989)
Schoutenia ovata,NA,NA,NA,3,2,1,16,Schoutenia ovata
Sterculia holtzei,NA,NA,NA,3,2,7,12,Sterculia holtzei
Sterculia quadrifida,NA,NA,NA,3,2,7,12,Sterculia quadrifida
Sterculia shillinglawii,NA,NA,NA,3,2,7,12,Sterculia shillinglawii
Azanza thespesioides,NA,NA,NA,2,2,1,3,Thespesia lampus
Thespesia populneoides,NA,NA,NA,3,2,1,3,Thespesia populneoides
Thomasia sp. Green Hill (S.Paust 1322),NA,NA,NA,2,2,1,3,Thomasia sp. Green Hill (S. Paust 1322)
Trichospermum pleiostigma,NA,NA,NA,3,2,7,3,Trichospermum pleiostigma
Melastoma cyanoides,NA,NA,NA,2,2,1,3,Melastoma cyanoides
Melastoma imbricatum,NA,NA,NA,2,2,1,3,Melastoma imbricatum
Melastoma affine,NA,NA,NA,2,2,1,3,Melastoma malabathricum
Pternandra coerulescens,NA,NA,NA,3,2,1,2,Pternandra coerulescens
Aglaia argentea,NA,NA,NA,3,2,8,2,Aglaia argentea
Aglaia australiensis,NA,NA,NA,3,2,8,2,Aglaia australiensis
Aglaia brassii,NA,NA,NA,3,2,8,2,Aglaia brassii
Aglaia brownii,NA,NA,NA,3,2,8,2,Aglaia brownii
Aglaia elaeagnoidea,NA,NA,NA,3,2,8,2,Aglaia elaeagnoidea
Aglaia euryanthera,NA,NA,NA,3,2,8,2,Aglaia euryanthera
Aglaia meridionalis,NA,NA,NA,3,2,8,2,Aglaia meridionalis
Aglaia sapindina,NA,NA,NA,3,2,8,2,Aglaia sapindina
Aglaia spectabilis,NA,NA,NA,3,2,8,2,Aglaia spectabilis
Aglaia ferruginea,NA,NA,NA,3,2,8,2,Aglaia tomentosa
Anthocarapa nitidula,NA,NA,NA,3,2,7,3,Anthocarapa nitidula
Chisocheton longistipitatus,NA,NA,NA,3,2,1,3,Chisocheton longistipitatus
Dysoxylum alliaceum,NA,NA,NA,3,2,1,3,Dysoxylum alliaceum
Dysoxylum arborescens,NA,NA,NA,3,2,1,3,Dysoxylum arborescens
Dysoxylum gaudichaudianum,NA,NA,NA,3,2,8,3,Dysoxylum gaudichaudianum
Dysoxylum klanderi,NA,NA,NA,3,2,8,3,Dysoxylum klanderi
Dysoxylum latifolium,NA,NA,NA,3,2,1,3,Dysoxylum latifolium
Dysoxylum mollissimum subsp. molle,NA,NA,NA,3,2,1,3,Dysoxylum mollissimum ssp. molle
Dysoxylum oppositifolium,NA,NA,NA,3,2,8,3,Dysoxylum oppositifolium
Dysoxylum papuanum,NA,NA,NA,3,2,1,3,Dysoxylum papuanum
Dysoxylum parasiticum,NA,NA,NA,3,2,1,3,Dysoxylum parasiticum
Dysoxylum pettigrewianum,NA,NA,NA,3,2,8,3,Dysoxylum pettigrewianum
Dysoxylum rufum,NA,NA,NA,3,2,8,3,Dysoxylum rufum
Dysoxylum setosum,NA,NA,NA,3,2,8,3,Dysoxylum setosum
Dysoxylum sp. (Gosschalk LA BG 786),NA,NA,NA,3,2,8,3,Dysoxylum sp. (Gosschalk L A B G 786)
Melia azedarach,NA,NA,NA,3,2,7,6,Melia azedarach
Synoum glandulosum subsp. paniculosum,NA,NA,NA,3,2,1,3,Synoum glandulosum ssp. paniculosum
Toona ciliata,NA,NA,NA,3,2,7,3,Toona ciliata
Turraea pubescens,NA,NA,NA,3,2,1,3,Turraea pubescens
Vavaea amicorum,NA,NA,NA,3,2,13,2,Vavaea amicorum
Memecylon hylandii,NA,NA,NA,3,2,1,2,Memecylon hylandii
Memecylon pauciflorum,NA,NA,NA,3,2,1,2,Memecylon pauciflorum var. pauciflorum
Carronia pedicellata,NA,NA,NA,4,2,8,6,Carronia pedicellata
Cissampelos pareira,NA,NA,NA,4,2,8,6,Cissampelos pareira
Ornduffia calthifolia,NA,NA,NA,1,2,1,3,Villarsia calthifolia
Macarthuria keigheryi,NA,NA,NA,2,2,1,3,Macarthuria keigheryi
Austromatthaea elegans,NA,NA,NA,3,2,7,6,Austromatthaea elegans
Daphnandra repandula,NA,NA,NA,3,2,1,1,Daphnandra repandula
Daphnandra johnsonii,NA,NA,NA,3,2,1,1,Daphnandra sp. Illawarra (R. Schodde 3475)
Doryphora aromatica,NA,NA,NA,3,2,1,1,Doryphora aromatica
Dryadodaphne trachyphloia,NA,NA,NA,3,2,1,1,Dryadodaphne sp. (Mt Lewis BH 1496 RFK)
Hedycarya angustifolia,NA,NA,NA,3,2,8,6,Hedycarya angustifolia
Hedycarya loxocarya,NA,NA,NA,3,2,8,6,Hedycarya loxocarya
