sort,Species,StrataBinary,Site,Lat_decimal,Long_decimal,SeedDM,seed_mass_to_use,study_with_seed_mass_duplicate,StemDensity,StemDensity_to_use,study_duplicated_for_wood_density,LA,LtLeaf,LMA,LDM,LSleaf,LSS,LSD,HeightM,HeightPlant,L1Lflt2,nLsample,LVleaf,LFrLeaf,LDrLeaf,LH20Leaf,LDV,LLV,LFV,LLA,LFA,SLA,LWC,Lasample,LVsample,LFrWtSample,LDryWtSample,LH20WtSample,LSg,Stem water displacement,Stem dry wt,Diam,UniqueID,LeafID,PlantID,SpTrees,SpID,AngioNon,Notes,Location,LF,HeightMax,ReproAge,ReproCLE,Pollination_syndrome,Fruit_type,FruitFG,DispClass,DispSimple,DispC3,cotsExp,cotsEH,cotsFR,LEE,omit,description
1887,Polyalthia michaelii,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,53.9876,0.225,104.6495809,0.429,2.7139,12.0618,2.811608392,27,NA,1,5,1.214721,1.316859512,0.564979791,0.751879721,0.465109248,0.618973181,1.084083927,139.2689657,243.9188836,9.5557,0.571,269.9381,6.07360725,6.5843,2.8249,3.7594,34.8,NA,NA,NA,2179,polmicA5,polmic23,Polyalthia_michaelii,Pmi,0,VGL,Topaz basalt - Coopers Westcott Rd,C,28,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,2.32,NA,NA
1888,Polyalthia michaelii,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,35.3625,0.2075,108.0882432,0.4385,2.6515,12.7784,2.914116306,NA,NA,1,4,0.733771875,0.871600616,0.38222527,0.489375346,0.520907196,0.666931185,1.187835955,138.3882208,246.4759607,9.2517,0.5615,141.4499,2.935085425,3.4864,1.5289,1.9575,34,NA,NA,NA,2180,polmicA6,polmic24,Polyalthia_michaelii,Pmi,0,NA,Topaz basalt - Coopers Westcott Rd,C,28,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,2.32,NA,NA
1889,Polyalthia michaelii,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,polmic15,NA,Polyalthia_michaelii,Pmi,0,NA,NA,C,28,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,2.32,NA,NA
1890,Polyalthia michaelii,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,polmic16,NA,Polyalthia_michaelii,Pmi,0,NA,NA,C,28,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,2.32,NA,NA
1891,Polyalthia michaelii,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.5248656,0.5248656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181,polmicA7,NA,Polyalthia_michaelii,Pmi,0,NA,NA,C,28,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,2.32,NA,NA
1892,Polyalthia michaelii,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.538125,0.538125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2182,polmicA8,NA,Polyalthia_michaelii,Pmi,0,NA,NA,C,28,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,2.32,NA,NA
1893,Polyosma hirsuta,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,40.4049,0.13375,44.10415638,0.262,1.6455,12.3028,4.695725191,16,NA,1,2,0.540415538,0.683358346,0.178242721,0.505115625,0.329750702,0.934680056,1.264505363,125.0134575,169.1275924,22.6736,0.738,80.8097,1.080829738,1.366715,0.356485,1.01023,21.1,NA,NA,NA,2183,polhirA1,polhir21,Polyosma_hirsuta,Phi,0,NA,BrValley,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1894,Polyosma hirsuta,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,42.2833,0.1225,42.72317519,0.2789,1.4505,11.8411,4.2456436,15,NA,1,3,0.517970425,0.647707447,0.180647712,0.467059735,0.348760614,0.901711203,1.250471872,110.4596223,153.1828043,23.4065,0.7211,124.45,1.5245125,1.90636,0.53169,1.37467,18.6,NA,NA,NA,2184,polhirA3,polhir22,Polyosma_hirsuta,Phi,0,NA,BrValley,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1895,Polyosma hirsuta,Stratum_2_adult_plant,Longlands Gap Rd Wondecla,-17.453,145.449,NA,NA,NA,NA,NA,NA,26.2557,0.13,49.34421538,0.2803,1.2478,9.5982,3.424259722,17,NA,1,3,0.3413241,0.46223392,0.129556831,0.332677089,0.379570888,0.974666275,1.354237571,126.7066157,176.0508843,20.2658,0.7197,78.767,1.023971,1.3867,0.38867,0.99803,16,NA,NA,NA,2185,polhirA4,polhir23,Polyosma_hirsuta,Phi,0,NA,Longlands Gap,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1896,Polyosma hirsuta,Stratum_2_adult_plant,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,NA,NA,NA,15.4606,0.1575,57.73405385,0.3324,2.012,12.7748,3.843200963,16,NA,1,5,0.24350445,0.268560347,0.089260115,0.179300232,0.366565421,0.736332465,1.102897082,115.9723633,173.7062904,17.3208,0.6676,77.3029,1.217520675,1.3428,0.4463,0.8965,25.8,NA,NA,NA,2186,polhirA5,polhir24,Polyosma_hirsuta,Phi,0,small canopy-leaves,R Crk Primary Plot,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1897,Polyosma hirsuta,Stratum_1_seedling,Tully Falls Rd Koombooloomba,-17.73,145.54,NA,NA,NA,0.3444,0.3444,NA,17.9927,0.125,30.90521371,0.1968,1.1074,8.8592,4.501626016,NA,0.16,1,3,0.22490875,0.28257719,0.05560677,0.22697042,0.24724171,1.009166698,1.256408166,126.1458372,157.0510208,32.357,0.8032,53.978,0.674725,0.84773,0.16682,0.68091,14.2,0.2526,0.08717,0.25,916,polhir11,polhir11,Polyosma_hirsuta,Phi,0,NA,Tully Falls Rd,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1898,Polyosma hirsuta,Stratum_1_seedling,Tully Falls Rd Koombooloomba,-17.73,145.54,NA,NA,NA,0.3424,0.3424,NA,18.879,0.1275,30.93915815,0.1909,1.0138,7.9515,4.165269775,NA,0.16,1,2,0.24070725,0.30603,0.05841,0.24762,0.242660064,1.028718495,1.271378407,131.1616081,162.1007469,32.3215,0.8091,37.758,0.4814145,0.61206,0.11682,0.49524,13,0.2453,0.08415,0.25,917,polhir12,polhir12,Polyosma_hirsuta,Phi,0,NA,Tully Falls Rd,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1899,Polyosma hirsuta,Stratum_1_seedling,Tully Falls Rd Koombooloomba,-17.73,145.54,NA,NA,NA,0.2895,0.2895,NA,16.629,0.125,34.02494709,0.2003,1.2478,9.9822,4.983624563,NA,0.14,1,1,0.2078625,0.28246,0.05658,0.22588,0.272199577,1.086679897,1.358879067,135.8349871,169.8598833,29.3902,0.7997,16.629,0.2078625,0.28246,0.05658,0.22588,16,0.3137,0.09101,0.3,918,polhir13,polhir13,Polyosma_hirsuta,Phi,0,NA,Tully Falls Rd,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1900,Polyosma hirsuta,Stratum_1_seedling,Tully Falls Rd Koombooloomba,-17.73,145.54,NA,NA,NA,0.3054,0.3054,NA,20.471,0.1375,39.16270144,0.1963,1.2478,9.0747,4.622873153,NA,0.19,1,1,0.28147625,0.40848,0.08017,0.32831,0.284819647,1.166386152,1.451205919,160.3780958,199.5408138,25.5345,0.8037,20.471,0.28147625,0.40848,0.08017,0.32831,16,0.5364,0.16413,0.3,919,polhir14,polhir14,Polyosma_hirsuta,Phi,0,NA,Tully Falls Rd,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1901,Polyosma hirsuta,Stratum_1_seedling,Tully Falls Rd Koombooloomba,-17.73,145.54,NA,NA,NA,0.2925,0.2925,NA,30.297,0.1275,37.75622317,0.1905,1.1386,8.9301,4.687716535,NA,0.16,1,1,0.38628675,0.60041,0.11439,0.48602,0.296127241,1.258184496,1.554311661,160.4185233,198.1747368,26.4857,0.8095,30.297,0.38628675,0.60041,0.11439,0.48602,14.6,0.5253,0.15398,0.35,920,polhir15,polhir15,Polyosma_hirsuta,Phi,0,NA,Tully Falls Rd,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1902,Polyosma hirsuta,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,polhir16,NA,Polyosma_hirsuta,Phi,0,NA,NA,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1903,Polyosma hirsuta,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.636098057,0.636098057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187,polhirA6,NA,Polyosma_hirsuta,Phi,0,NA,NA,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1904,Polyosma hirsuta,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.6278,0.6278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2188,polhirA7,NA,Polyosma_hirsuta,Phi,0,NA,NA,S,16,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,2.69,NA,NA
1905,Polyscias australiana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,57.3747,0.1725,34.60578816,0.2088,1.7469,10.1268,4.85,NA,NA,1,1,0.989713575,0.95108,0.19855,0.75253,0.200613265,0.760351297,0.960964893,131.1605987,165.7664441,28.8969,0.7912,57.3747,0.989713575,0.95108,0.19855,0.75253,22.4,NA,NA,NA,922,polaus11,polaus11,Polyscias_australiana,Pan,0,NA,BrValley,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1906,Polyscias australiana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,56.1458,0.1775,36.6348676,0.2077,1.9808,11.1596,5.372941743,NA,NA,1,1,0.99658795,0.990372126,0.205689532,0.784682593,0.20639362,0.787369136,0.993762895,139.7580217,176.3929138,27.2964,0.7923,59.1458,1.04983795,1.04329,0.21668,0.82661,25.4,NA,NA,NA,924,polaus12,polaus12,Polyscias_australiana,Pan,0,NA,BrValley,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1907,Polyscias australiana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,56.4,0.175,35.34268265,0.2167,1.9808,11.3191,5.223396401,NA,NA,1,1,0.987,0.919824903,0.199332745,0.720492158,0.201958187,0.729981923,0.931940124,127.7468365,163.0895218,28.2944,0.7833,59.3956,1.039423,0.96868,0.20992,0.75876,25.4,NA,NA,NA,925,polaus13,polaus13,Polyscias_australiana,Pan,0,NA,BrValley,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1908,Polyscias australiana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,24.6481,0.165,31.09771836,0.1816,0.8578,5.199,2.862885463,NA,NA,1,1,0.40669365,0.42216,0.07665,0.34551,0.18847102,0.849558384,1.038029485,140.1771333,171.274865,32.1567,0.8184,24.6481,0.40669365,0.42216,0.07665,0.34551,11,NA,NA,NA,926,polaus14,polaus14,Polyscias_australiana,Pan,0,NA,BrValley,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1912,Polyscias australiana,Stratum_2_adult_plant,Longlands Gap Rd Wondecla,-17.453,145.449,NA,NA,NA,NA,NA,NA,76.9838,0.18,60.92508651,0.2959,1.7157,9.5316,3.221223386,18,NA,2,4,1.3857084,1.58527603,0.469025305,1.116250725,0.338472703,0.805545182,1.144018489,144.9981327,205.923328,16.4136,0.7041,307.935,5.54283,6.3411,1.8761,4.465,22,NA,NA,NA,2189,polausA1,polaus21,Polyscias_australiana,Pan,0,NA,Longlands Gap,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1913,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.35,0.35,NA,61.8011,0.14,30.52531006,0.1834,1.5129,10.8066,5.892366412,NA,0.16,1,1,0.8652154,1.0287,0.18865,0.84005,0.218037929,0.970914295,1.188952485,135.9280013,166.4533479,32.7597,0.8166,61.8011,0.8652154,1.0287,0.18865,0.84005,19.4,0.4152,0.1456,0.4,927,polaus15,polaus15,Polyscias_australiana,Pan,0,NA,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1914,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.3126,0.3126,NA,57.6347,0.1425,28.92305022,0.1788,1.4505,10.1792,5.693064877,NA,0.22,1,1,0.821294475,0.932333924,0.166696977,0.765636948,0.202968773,0.932231947,1.135200531,132.8430525,161.7660757,34.5745,0.8212,67.6347,0.963794475,1.0941,0.19562,0.89848,18.6,0.4255,0.13326,0.3,928,polaus16,polaus16,Polyscias_australiana,Pan,0,NA,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1915,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.335,0.335,NA,39.6654,0.145,30.67917559,0.1874,1.6221,11.1869,5.969530416,NA,0.12,1,1,0.5751483,0.6494,0.12169,0.52771,0.211580521,0.917519881,1.129100095,133.0403828,163.7195137,32.5954,0.8126,39.6654,0.5751483,0.6494,0.12169,0.52771,20.8,0.193,0.06479,0.25,929,polaus17,polaus17,Polyscias_australiana,Pan,0,NA,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1916,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.321,0.321,NA,NA,NA,35.98908811,0.2097,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,135.6498864,171.6390659,27.7862,0.7903,28.2057,NA,0.48412,0.10151,0.38261,NA,0.4775,0.15359,0.3,932,polaus1RC1,polaus1RC1,Polyscias_australiana,Pan,0,Tag-5764 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1917,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.3551,0.3551,NA,NA,NA,38.21417517,0.2259,NA,NA,NA,NA,0.21,2,NA,NA,NA,NA,NA,NA,NA,NA,130.9433282,169.1575756,26.1683,0.7741,41.0292,NA,0.69404,0.15679,0.53725,NA,0.4923,0.17517,0.3,933,polaus1RC2,polaus1RC2,Polyscias_australiana,Pan,0,Tag-0 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1918,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.3017,0.3017,NA,NA,NA,32.12345687,0.1861,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,140.4634029,172.5868657,31.1299,0.8139,16.7759,NA,0.28953,0.05389,0.23564,NA,0.4429,0.13389,0.3,934,polaus1RC3,polaus1RC3,Polyscias_australiana,Pan,0,Tag-0 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1919,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.3204,0.3204,NA,NA,NA,34.62627858,0.2225,NA,NA,NA,NA,0.24,2,NA,NA,NA,NA,NA,NA,NA,NA,120.9934947,155.6198121,28.8798,0.7775,38.7682,NA,0.60331,0.13424,0.46907,NA,0.6863,0.22033,0.3,935,polaus1RC4,polaus1RC4,Polyscias_australiana,Pan,0,Tag-0 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1920,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.3616,0.3616,NA,NA,NA,36.86622353,0.2213,NA,NA,NA,NA,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,129.7461711,166.6123247,27.1251,0.7787,22.3891,NA,0.37303,0.08254,0.29049,NA,0.7617,0.27599,0.4,936,polaus1RC5,polaus1RC5,Polyscias_australiana,Pan,0,Tag-0 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1921,Polyscias australiana,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.3553,0.3553,NA,NA,NA,32.96065816,0.2068,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,126.4398559,159.4005207,30.3392,0.7932,11.2164,NA,0.17879,0.03697,0.14182,NA,0.3921,0.1396,0.3,937,polaus1RC6,polaus1RC6,Polyscias_australiana,Pan,0,Tag-0 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1922,Polyscias australiana,Stratum_2_adult_plant,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,NA,NA,NA,NA,NA,61.44657528,0.3222,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,NA,NA,128.8720514,190.2347065,16.2743,0.6778,887.2913,NA,16.87936,5.444655,11.434705,NA,NA,NA,13.3,2198,polausARC1,polausARC1,Polyscias_australiana,Pan,0,Tag-2063 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1923,Polyscias australiana,Stratum_2_adult_plant,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,NA,NA,NA,NA,NA,45.23310883,0.2828,NA,NA,NA,NA,14.5,2,NA,NA,NA,NA,NA,NA,NA,NA,114.8822915,160.1409278,22.1077,0.7172,965.3594,NA,15.459355,4.369085,11.09027,NA,NA,NA,13.1,2199,polausARC2,polausARC2,Polyscias_australiana,Pan,0,Tag-6040 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1924,Polyscias australiana,Stratum_2_adult_plant,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,NA,NA,NA,NA,NA,57.20758344,0.3272,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA,NA,117.6370528,174.8447467,17.4802,0.6728,719.5658,NA,12.58123,4.11647,8.46476,NA,NA,NA,14.6,2200,polausARC3,polausARC3,Polyscias_australiana,Pan,0,Tag-6674 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1925,Polyscias australiana,Stratum_2_adult_plant,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,NA,NA,NA,NA,NA,59.89207448,0.2955,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA,NA,142.7830212,202.6752441,16.6967,0.7045,1152.5453,NA,23.35924,6.90285,16.45639,NA,NA,NA,10.5,2201,polausARC4,polausARC4,Polyscias_australiana,Pan,0,Tag-7571 -,R Crk,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1926,Polyscias australiana,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,74.8905,0.225,61.54527886,0.3247,1.9496,8.6651,2.668647983,17,NA,2,4,1.68503625,1.41966196,0.460916404,0.958745556,0.273534573,0.56897622,0.842511228,128.0196495,189.5650263,16.2482,0.6753,399.5621,8.99014725,7.5743,2.45912,5.11518,25,NA,NA,NA,2190,polausA2,polaus22,Polyscias_australiana,Pan,0,NA,Topaz basalt - Coopers Westcott Rd,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1927,Polyscias australiana,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,70.024,0.2,70.07610265,0.3117,1.8405,9.2023,2.952293872,19,NA,2,4,1.40048,1.574125,0.4907,1.083425,0.350380513,0.773609762,1.123989632,154.7219525,224.7979264,14.2702,0.6883,280.096,5.60192,6.2965,1.9628,4.3337,23.6,NA,NA,NA,2191,polausA3,polaus23,Polyscias_australiana,Pan,0,NA,Topaz basalt - Coopers Westcott Rd,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1928,Polyscias australiana,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,76.007,0.19,57.79110826,0.2842,1.5753,8.2911,2.917346939,18,NA,2,3,1.444133,1.545765989,0.439253141,1.106512848,0.304163728,0.766212564,1.070376474,145.5803871,203.3715301,17.3037,0.7158,228.0211,4.3324009,4.6373,1.31776,3.31954,20.2,NA,NA,NA,2192,polausA4,polaus24,Polyscias_australiana,Pan,0,NA,Topaz basalt - Coopers Westcott Rd,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1929,Polyscias australiana,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,polaus110,NA,Polyscias_australiana,Pan,0,NA,NA,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1930,Polyscias australiana,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,polaus18,NA,Polyscias_australiana,Pan,0,NA,NA,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1931,Polyscias australiana,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931,polaus19,NA,Polyscias_australiana,Pan,0,NA,NA,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1932,Polyscias australiana,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.495075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193,polausA5,NA,Polyscias_australiana,Pan,0,NA,NA,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
1933,Polyscias australiana,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.4835,0.4835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194,polausA6,NA,Polyscias_australiana,Pan,0,NA,NA,S,18,1,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.37,NA,NA
