Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name
011385-a-trial,011385-a,Euphrasia semipicta,Tasmanian Seed Conservation Centre,Tasman Peninsula. Plateau Road.,-43.035111,147.909889,,,,,,,,,8/18/2010,,,,,,,,,,,8/18/2010,,,,,,20,,81,,,,,,,,,seeds_collected_at_-43.035111_lat_and_147.909889_long
012221-a,012221-a,Haemodorum distichophyllum,Tasmanian Seed Conservation Centre,Southwest National Park. Lake Pedder. Red Knole.,-43.037417,146.277528,,417,,2.23,,,-20,1/28/2010,7/16/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.037417_lat_and_146.277528_long
010494-a,010494-a,Eucalyptus cordata subsp. quadrangulosa,Tasmanian Seed Conservation Centre,Southwest National Park. Scotts Peak Dam Road. Road verge at Red Knoll. (Note: outside native range),-43.039444,146.274444,,1482,,1.6516,,,-20,4/29/2009,4/20/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.039444_lat_and_146.274444_long
010494-a-trial,010494-a,Eucalyptus cordata subsp. quadrangulosa,Tasmanian Seed Conservation Centre,Southwest National Park. Scotts Peak Dam Road. Road verge at Red Knoll. (Note: outside native range),-43.039444,146.274444,,,,,,,,4/29/2009,4/20/2010,,,,,,,,,,,4/20/2010,,,,,,20,,93,,,,,,,,,seeds_collected_at_-43.039444_lat_and_146.274444_long
022440-HH266,022440-HH266,Eucalyptus rubida,Tasmanian Seed Conservation Centre,Margate. Frosts Road.,-43.043056,147.2525,,229,,0.1844,,,-20,,4/19/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.043056_lat_and_147.2525_long
001650-a,001650-a,Billardiera longiflora,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.051944,147.1325,,7089,,2.6088,,,-20,1/25/2006,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.051944_lat_and_147.1325_long
001661-a,001661-a,Coprosma quadrifida,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.051944,147.1325,,11937,,3.5024,,,-20,1/25/2006,6/22/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.051944_lat_and_147.1325_long
001639-a,001639-a,Notelaea ligustrina,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.051944,147.1325,,3534,,49.058,,,-20,1/25/2006,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.051944_lat_and_147.1325_long
001628-a,001628-a,Exocarpos strictus,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.051944,147.1325,,2378,,13.7824,,,-20,1/25/2006,6/30/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.051944_lat_and_147.1325_long
001661-a-trial,001661-a,Coprosma quadrifida,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.051944,147.1325,,,,,,,,1/25/2006,6/22/2006,,,,,,,,,,,6/22/2006,,,,,,50,,97,,,,,,,,,seeds_collected_at_-43.051944_lat_and_147.1325_long
001628-a-trial,001628-a,Exocarpos strictus,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.051944,147.1325,,,,,,,,1/25/2006,6/30/2006,,,,,,,,,,,6/30/2006,,,,,,20,,5,,,,,,,,,seeds_collected_at_-43.051944_lat_and_147.1325_long
001617-a,001617-a,Olearia viscosa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.052139,147.13275,,2538,,1.2064,,,-20,1/25/2006,7/13/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.052139_lat_and_147.13275_long
001617-a,001617-a,Olearia viscosa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.052139,147.13275,,2538,,1.2064,,,-20,1/25/2006,7/13/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.052139_lat_and_147.13275_long
001617-a-trial,001617-a,Olearia viscosa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.052139,147.13275,,,,,,,,1/25/2006,7/13/2006,,,,,,,,,,,7/13/2006,,,,,,20,,96,,,,,,,,,seeds_collected_at_-43.052139_lat_and_147.13275_long
001617-a-trial-retest,001617-a,Olearia viscosa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.052139,147.13275,,,,,,,,1/25/2006,7/13/2006,,,,,,,,,,,8/22/2019,,,,,,,,89,,,,,,,,,seeds_collected_at_-43.052139_lat_and_147.13275_long
001617-a-trial,001617-a,Olearia viscosa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.052139,147.13275,,,,,,,,1/25/2006,7/13/2006,,,,,,,,,,,7/13/2006,,,,,,20,,96,,,,,,,,,seeds_collected_at_-43.052139_lat_and_147.13275_long
001617-a-trial-retest,001617-a,Olearia viscosa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Pelverata Falls walking track.,-43.052139,147.13275,,,,,,,,1/25/2006,7/13/2006,,,,,,,,,,,8/22/2019,,,,,,,,89,,,,,,,,,seeds_collected_at_-43.052139_lat_and_147.13275_long
019481-a,019481-a,Gahnia grandis,Tasmanian Seed Conservation Centre,Tasman Peninsula. Plateau Road.,-43.053,147.894306,,59091,,5.3224,,,-20,3/17/2015,6/16/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.053_lat_and_147.894306_long
022968-a,022968-a,Westringia angustifolia,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Huon River. Southwood bridge,-43.055444,146.82075,,432,,0.9625,,,-20,1/10/2021,4/19/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.055444_lat_and_146.82075_long
016313-a,016313-a,Cyathodes platystoma,Tasmanian Seed Conservation Centre,Tasman Peninsula. Lichen Road.,-43.057,147.914778,,4877,,12.5075132,,,-20,12/19/2012,5/21/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.057_lat_and_147.914778_long
022957-a,022957-a,Hibbertia procumbens,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Arve Plains.,-43.060333,146.775972,,1027,,1.1324,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.060333_lat_and_146.775972_long
023144-a,023144-a,Comesperma calymega,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Arve Plains.,-43.060694,146.775889,,941,,0.3965,,,-20,1/31/2021,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.060694_lat_and_146.775889_long
022176-a,022176-a,Epacris tasmanica,Tasmanian Seed Conservation Centre,Tasman Peninsula. 415 Nubeena Road.,-43.061528,147.825722,,69835,,0.03275,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.061528_lat_and_147.825722_long
022176-a-trial,022176-a,Epacris tasmanica,Tasmanian Seed Conservation Centre,Tasman Peninsula. 415 Nubeena Road.,-43.061528,147.825722,,,,,,,,,,,,,,,,,,,,,,,,,,60,,91,,,,,,,,,seeds_collected_at_-43.061528_lat_and_147.825722_long
023034-a,023034-a,Boronia parviflora,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Arve Plains.,-43.062,146.767528,,1540,,0.542,,,-20,1/17/2021,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.062_lat_and_146.767528_long
023056-a,023056-a,Patersonia fragilis,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Arve Plains.,-43.062806,146.764139,,13967,,2.204,,,-20,1/17/2021,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.062806_lat_and_146.764139_long
008569-a,008569-a,Eucalyptus regnans,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Around NRA sign at top of Van Moreys Road.,-43.063,147.198,,81744,,0.6028,,,-20,1/21/2009,7/29/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.063_lat_and_147.198_long
008569-a-trial,008569-a,Eucalyptus regnans,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Around NRA sign at top of Van Moreys Road.,-43.063,147.198,,,,,,,,1/21/2009,7/29/2009,,,,,,,,,,,7/29/2009,,,,,,50,,94,,,,,,,,,seeds_collected_at_-43.063_lat_and_147.198_long
023045-a,023045-a,Aotus ericoides,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Arve Plains.,-43.06325,146.780389,,206,,1.5737864,,,-20,1/17/2021,4/19/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.06325_lat_and_146.780389_long
001705-a,001705-a,Olearia argophylla,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road.,-43.065278,147.1975,,6173,,0.744,,,-20,,7/11/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.1975_long
001705-a,001705-a,Olearia argophylla,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road.,-43.065278,147.1975,,6173,,0.744,,,-20,,7/11/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.1975_long
001705-a-trial,001705-a,Olearia argophylla,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road.,-43.065278,147.1975,,,,,,,,,7/11/2006,,,,,,,,,,,7/11/2006,,,,,,25,,95,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.1975_long
001705-a-trial,001705-a,Olearia argophylla,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road.,-43.065278,147.1975,,,,,,,,,7/11/2006,,,,,,,,,,,7/11/2006,,,,,,25,,95,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.1975_long
001694-a,001694-a,Ozothamnus thyrsoideus,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,73655,,0.1292,,,-20,,7/17/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001672-a,001672-a,Olearia stellulata,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,6480,,0.3792,,,-20,,7/13/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001694-a,001694-a,Ozothamnus thyrsoideus,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,73655,,0.1292,,,-20,,7/17/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001672-a,001672-a,Olearia stellulata,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,6480,,0.3792,,,-20,,7/13/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001683-a,001683-a,Richea dracophylla,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,43902,,0.4248,,,-20,,7/13/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001672-a-trial,001672-a,Olearia stellulata,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,,,,,,,,7/13/2006,,,,,,,,,,,7/13/2006,,,,,,25,,100,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001694-a-trial,001694-a,Ozothamnus thyrsoideus,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,,,,,,,,7/17/2006,,,,,,,,,,,7/17/2006,,,,,,50,,86,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001672-a-trial,001672-a,Olearia stellulata,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,,,,,,,,7/13/2006,,,,,,,,,,,7/13/2006,,,,,,25,,100,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001694-a-trial,001694-a,Ozothamnus thyrsoideus,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,,,,,,,,7/17/2006,,,,,,,,,,,7/17/2006,,,,,,50,,86,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
001683-a-trial,001683-a,Richea dracophylla,Tasmanian Seed Conservation Centre,Margate. Top of Van Morey Road at Snug Tiers Nature Recreation Area sign.,-43.065278,147.197611,,,,,,,,,7/13/2006,,,,,,,,,,,7/13/2006,,,,,,50,,82,,,,,,,,,seeds_collected_at_-43.065278_lat_and_147.197611_long
015158-a,015158-a,Hakea megadenia,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Parking area above Pelverata Falls.,-43.066583,147.139917,,4514,,5.5036,,,-20,5/18/2011,6/21/2012,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.066583_lat_and_147.139917_long
015147-a,015147-a,Banksia marginata,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Track to Pelverata Falls.,-43.068333,147.139833,,1636,,6.1528,,,-20,5/18/2011,2/28/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.068333_lat_and_147.139833_long
013398-a,013398-a,Thismia rodwayi,Tasmanian Seed Conservation Centre,Huon Valley. Arve Valley. Southwood area near Arve River Bridge.,-43.071667,146.809222,,522,,0.0102857,,,-20,5/31/2010,11/30/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.071667_lat_and_146.809222_long
015169-a,015169-a,Hakea lissosperma,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Slope along track above Pelverata Creek.,-43.073528,147.148833,,1493,,19.7404,,,-20,5/18/2011,6/21/2012,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.073528_lat_and_147.148833_long
015169-a-trial,015169-a,Hakea lissosperma,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Slope along track above Pelverata Creek.,-43.073528,147.148833,,,,,,,,5/18/2011,6/21/2012,,,,,,,,,,,6/21/2012,,,,,,20,,91,,,,,,,,,seeds_collected_at_-43.073528_lat_and_147.148833_long
003993-a,003993-a,Pultenaea juniperina,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. 5km along road from top of Van Mories road.,-43.074167,147.160944,,2688,,5.4552,,,-20,2/21/2007,4/18/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.074167_lat_and_147.160944_long
004004-a,004004-a,Westringia angustifolia,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. 5km along road from top of Van Mories road.,-43.074167,147.160944,,929,,1.2948,,,-20,2/21/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.074167_lat_and_147.160944_long
003993-a-trial,003993-a,Pultenaea juniperina,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. 5km along road from top of Van Mories road.,-43.074167,147.160944,,,,,,,,2/21/2007,4/18/2007,,,,,,,,,,,4/18/2007,,,,,,21,,96,,,,,,,,,seeds_collected_at_-43.074167_lat_and_147.160944_long
003993-a-trial-retest,003993-a,Pultenaea juniperina,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. 5km along road from top of Van Mories road.,-43.074167,147.160944,,,,,,,,2/21/2007,4/18/2007,,,,,,,,,,,,,,,,,,,89,,,,,,,,,seeds_collected_at_-43.074167_lat_and_147.160944_long
003949-a,003949-a,Deyeuxia contracta,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,5938,,0.4968,,,-20,2/21/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003960-a,003960-a,Agrostis propinqua,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,2633,,0.11072,,,-20,2/21/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003982-a,003982-a,Deyeuxia minor,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,1666,,0.4496,,,-20,2/21/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003971-a,003971-a,Poa tenera,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,2881,,0.3836,,,-20,2/21/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003960-a-trial-retest,003960-a,Agrostis propinqua,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,,,,,,,2/21/2007,,,,,,,,,,,,3/26/2019,,,,,,,,81,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003960-a-trial,003960-a,Agrostis propinqua,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,,,,,,,2/21/2007,,,,,,,,,,,,,,,,,,20,,91,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003982-a-trial,003982-a,Deyeuxia minor,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,,,,,,,2/21/2007,,,,,,,,,,,,,,,,,,20,,96,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003971-a-trial,003971-a,Poa tenera,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,,,,,,,2/21/2007,,,,,,,,,,,,,,,,,,20,,95,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
003982-a-trial-retest,003982-a,Deyeuxia minor,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Recently burnt area near old saw mill.,-43.07425,147.15875,,,,,,,,2/21/2007,,,,,,,,,,,,3/26/2019,,,,,,,,84,,,,,,,,,seeds_collected_at_-43.07425_lat_and_147.15875_long
012309-a,012309-a,Dryopoa dives,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Near old sawmill site.,-43.074556,147.152667,,3823,,1.3524,,,-20,,8/18/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.074556_lat_and_147.152667_long
012309-a-trial,012309-a,Dryopoa dives,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Near old sawmill site.,-43.074556,147.152667,,,,,,,,,8/18/2010,,,,,,,,,,,8/18/2010,,,,,,20,,15,,,,,,,,,seeds_collected_at_-43.074556_lat_and_147.152667_long
002321-a,002321-a,Lobelia simplicicaulis,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.074972,147.162389,,3240,,0.031666,,,-20,5/16/2006,9/19/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.074972_lat_and_147.162389_long
011880-a,011880-a,Spyridium ulicinum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.074972,147.162389,,1564,,0.968,,,-20,1/13/2010,7/14/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.074972_lat_and_147.162389_long
002321-a-trial,002321-a,Lobelia simplicicaulis,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.074972,147.162389,,,,,,,,5/16/2006,9/19/2006,,,,,,,,,,,9/19/2006,,,,,,20,,85,,,,,,,,,seeds_collected_at_-43.074972_lat_and_147.162389_long
011880-a-trial,011880-a,Spyridium ulicinum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.074972,147.162389,,,,,,,,1/13/2010,7/14/2010,,,,,,,,,,,7/14/2010,,,,,,20,,73,,,,,,,,,seeds_collected_at_-43.074972_lat_and_147.162389_long
012837-a,012837-a,Pentachondra involucrata,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.075694,147.162306,,730,,1.0312,,,-20,2/21/2010,7/21/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.075694_lat_and_147.162306_long
012837-a-trial,012837-a,Pentachondra involucrata,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.075694,147.162306,,,,,,,,2/21/2010,7/21/2010,,,,,,,,,,,7/21/2010,,,,,,10,,12,,,,,,,,,seeds_collected_at_-43.075694_lat_and_147.162306_long
024904-a,024904-a,Eucalyptus viminalis subsp. viminalis,Tasmanian Seed Conservation Centre,Bruny Island. North Bruny. Dennes Point. McCann Property.,-43.076528,147.349722,,11993,,0.6816,,,-20,1/14/2023,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.076528_lat_and_147.349722_long
022506-a,022506-a,Eucalyptus regnans,Tasmanian Seed Conservation Centre,Huon River valley. Hills south of the Arve Plains and Edwards Road.,-43.077083,146.768694,,83,,0.406024,,,-20,,12/13/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.077083_lat_and_146.768694_long
000869-a,000869-a,Eucalyptus gunnii subsp. gunnii,Tasmanian Seed Conservation Centre,"Snug Plains, next to 4x4 track, 2-3km NNW of summit of Morrison Hill.",-43.078333,147.16,,3665,,0.5248,,,-20,9/22/2005,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.078333_lat_and_147.16_long
000869-a-trial-retest,000869-a,Eucalyptus gunnii subsp. gunnii,Tasmanian Seed Conservation Centre,"Snug Plains, next to 4x4 track, 2-3km NNW of summit of Morrison Hill.",-43.078333,147.16,,,,,,,,9/22/2005,,,,,,,,,,,,8/13/2018,,,,,,,,71,,,,,,,,,seeds_collected_at_-43.078333_lat_and_147.16_long
000869-a-trial,000869-a,Eucalyptus gunnii subsp. gunnii,Tasmanian Seed Conservation Centre,"Snug Plains, next to 4x4 track, 2-3km NNW of summit of Morrison Hill.",-43.078333,147.16,,,,,,,,9/22/2005,,,,,,,,,,,,,,,,,,20,,77,,,,,,,,,seeds_collected_at_-43.078333_lat_and_147.16_long
022627-a,022627-a,Epacris tasmanica,Tasmanian Seed Conservation Centre,Snug Falls Road.,-43.079944,147.225667,,7129,,0.0412,,,-20,2/16/2020,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.079944_lat_and_147.225667_long
022627-a-trial,022627-a,Epacris tasmanica,Tasmanian Seed Conservation Centre,Snug Falls Road.,-43.079944,147.225667,,,,,,,,2/16/2020,7/21/2023,,,,,,,,,,,7/21/2023,,,,,,100,,86,,,,,,,,,seeds_collected_at_-43.079944_lat_and_147.225667_long
016522-a,016522-a,Epacris tasmanica,Tasmanian Seed Conservation Centre,Snug. Snug Falls Road.,-43.080417,147.225361,,3103,,0.066,,,-20,1/28/2013,9/18/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.080417_lat_and_147.225361_long
016522-a-trial,016522-a,Epacris tasmanica,Tasmanian Seed Conservation Centre,Snug. Snug Falls Road.,-43.080417,147.225361,,,,,,,,1/28/2013,9/18/2013,,,,,,,,,,,9/18/2013,,,,,,98,,19,,,,,,,,,seeds_collected_at_-43.080417_lat_and_147.225361_long
012694-a,012694-a,Pappochroma pappocromum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,3496,,0.174,,,-20,2/12/2010,8/20/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
012694-a,012694-a,Pappochroma pappocromum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,3496,,0.174,,,-20,2/12/2010,8/20/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
012705-a,012705-a,Deyeuxia densa,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,1359,,0.5056,,,-20,2/12/2010,8/20/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
012716-a,012716-a,Isolepis montivaga,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,4925,,0.1024,,,-20,2/12/2010,8/20/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
