Family,Original taxon in paper ,Accepted taxon name in Plant List www.theplantlist.org/,Specific Location,Latitude,Longitude ,Country,Original source
Aristolochiaceae,Pararistolochia deltantha,unresolved,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Aristolochiaceae,Pararistolochia deltantha,unresolved,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Aristolochiaceae,Pararistolochia sparusifolia,unresolved,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  latifolia,Parsonsia  latifolia,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  latifolia,Parsonsia  latifolia,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  latifolia,Parsonsia  latifolia,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  latifolia,Parsonsia  latifolia,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  latifolia,Parsonsia  latifolia,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  rotata,Parsonsia  rotata,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  straminea,Parsonsia  straminea,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  straminea,Parsonsia  straminea,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  straminea,Parsonsia  straminea,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  velutina,Parsonsia  velutina,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Parsonsia  ventricosa,Parsonsia  ventricosa,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Lamiaceae,Petraeovitex multiflora,Petraeovitex multiflora,"Plot 18 (EP42) Iron Range, FN Queensland ",-12.73,143.25,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Euphorbiaceae,Phyllanthus novae-hollandiae,Phyllanthus novae-hollandiae,"Plot 18 (EP42) Iron Range, FN Queensland ",-12.73,143.25,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Piperaceae,Piper caninum,Piper caninum,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Piperaceae,Piper caninum,Piper caninum,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Piperaceae,Piper caninum,Piper caninum,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Paracryphiaceae,Quintinia fawkneri,Quintinia fawkneri,"Plot 2 (EP3) Mt Haig, FN Queensland ",-17.08,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Ripogonaceae,Ripogonum discolor,Not present in The Plant List,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Connaraceae,Rourea brachyandrum,Santaloides brachyandrum,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rhamnaceae,Sageretia hamosa,Sageretia hamosa,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rhamnaceae,Sageretia hamosa,Sageretia hamosa,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Celastraceae,Salacia disepala,unresolved,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Celastraceae,Salacia disepala,unresolved,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Sarcopetalum harveyanum,unresolved,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax australis,Smilax australis,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax australis,Smilax australis,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax australis,Smilax australis,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax australis,Smilax australis,"Plot 2 (EP3) Mt Haig, FN Queensland ",-17.08,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax calophylla,Smilax calophylla,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax calophylla,Smilax calophylla,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax calophylla,Smilax calophylla,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Loganiaceae,Strychnos minor,unresolved,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera daemeliana,unresolved,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera daemeliana,unresolved,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Tetracera nordtiana,unresolved,"Plot 18 (EP42) Iron Range, FN Queensland ",-12.73,143.25,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Vitaceae,Tetrastigma nitens,Tetrastigma nitens,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Vitaceae,Tetrastigma nitens,Tetrastigma nitens,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Vitaceae,Tetrastigma nitens,Tetrastigma nitens,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Boraginaceae,Tournefortia sarmentosa,Tournefortia sarmentosa,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Moraceae,Trophis scandens,Alchornea scandens,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Moraceae,Trophis scandens,Alchornea scandens,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rubiaceae,Uncaria lanosa,Uncaria lanosa,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rhamnaceae,Ventilago ecorollata,unresolved,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Vitaceae,Cayratia clematidea,Cayratia clematidea,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Vitaceae,Cayratia eurynema,Cayratia eurynema,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Araliaceae,Cephalaralia cephalobotrys,Cephalaralia cephalobotrys,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Vitaceae,Cissus antarctica,Cissus antarctica,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Vitaceae,Cissus hypoglauca,unresolved,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Vitaceae,Cissus sterculiifolia,Nothocissus sterculiifolia,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Rubiaceae,Coelospermum paniculatum,Coelospermum paniculatum,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Philesiaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Dilleniaceae,Hibbertia scandens,Hibbertia scandens,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Oleaceae,Jasminum didymum,Jasminum didymum,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Menispermaceae,Legnephora moorei,Legnephora moorei,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Annonaceae,Melodorum leichhardtii,unresolved,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Piperaceae,Piper novae-hollandiae,unresolved,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Araceae,Pothos longipes,Pothos longipes,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Rosaceae,Rubus moluccanus,unresolved,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Rosaceae,Rubus moorei,unresolved,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Rosaceae,Rubus rosifolius,Rubus rosifolius,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Vitaceae,Tetrastigma nitens,Tetrastigma nitens,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Moraceae,Trophis scandens,Alchornea scandens,"Jimna and Conondale Range, QLD",-26.72,152.53,Australia,"Innis, G. J. (1989). Feeding ecology of fruit pigeons in subtropical rainforests of south-eastern Queensland. Wildlife Research, 16(4), 365-394."
Arecaceae,Calamus radicalis,Calamus radicalis,"Cape Tribulation, north Queensland,
Australia",-16.12,145.43,Australia,"Kitching, R. L., Boulter, S. L., Howlett, B. G., & Goodall, K. (2007). Visitor assemblages at flowers in a tropical rainforest canopy. Austral ecology, 32(1), 29-42."
Fabaceae,Entada phaseoloides,Entada phaseoloides,"Cape Tribulation, north Queensland,
Australia",-16.12,145.43,Australia,"Kitching, R. L., Boulter, S. L., Howlett, B. G., & Goodall, K. (2007). Visitor assemblages at flowers in a tropical rainforest canopy. Austral ecology, 32(1), 29-42."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Cape Tribulation, north Queensland,
Australia",-16.12,145.43,Australia,"Kitching, R. L., Boulter, S. L., Howlett, B. G., & Goodall, K. (2007). Visitor assemblages at flowers in a tropical rainforest canopy. Austral ecology, 32(1), 29-42."
Aphanopetalaceae,Aphanopetalum resinosum,Aphanopetalum resinosum,"Hunter River Project, Muswellbrook",-32.26,150.89,Australia,"Kyle, G., & Leishman, M. R. (2009). Functional trait differences between extant exotic, native and extinct native plants in the Hunter River, NSW: a potential tool in riparian rehabilitation. River Research and Applications, 25(7), 892-903."
Convolvulaceae,Convolvulus erubescens,Convolvulus erubescens,"Hunter River Project, Muswellbrook",-32.26,150.89,Australia,"Kyle, G., & Leishman, M. R. (2009). Functional trait differences between extant exotic, native and extinct native plants in the Hunter River, NSW: a potential tool in riparian rehabilitation. River Research and Applications, 25(7), 892-903."
Lauraceae,Cassytha pubescens,Cassytha pubescens,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Lauraceae,Cassytha pubescens,Cassytha pubescens,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Lauraceae,Cassytha pubescens,Cassytha pubescens,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Vitaceae,Cissus hypoglauca,unresolved,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Vitaceae,Cissus hypoglauca,unresolved,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Ranunculaceae,Clematis aristata,Clematis aristata,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Ranunculaceae,Clematis aristata,Clematis aristata,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Ranunculaceae,Clematis aristata,Clematis aristata,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Ranunculaceae,Clematis glycinoides,Clematis glycinoides,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Philesiaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Philesiaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Philesiaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Fabaceae,Glycine clandestina,Glycine clandestina,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
