species_name,seed_mass_max_Kew_2019_1,seed_mass_max_Mokany_2015,seed_mass_max_RBGK_2014,seed_mass_to_keep_max,seed_mass_mean_Kew_2019_1,seed_mass_mean_Mokany_2015,seed_mass_mean_RBGK_2014,seed_mass_to_keep_mean,original_name,seed_mass_unique
Urtica incisa,0.29,0.2,NA,keep,0.25,0.2,NA,keep,Urtica incisa,seed_mass_to_keep
Utricularia dichotoma,0.03,0.1,NA,keep,0.02,0.1,NA,keep,Utricularia dichotoma,seed_mass_to_keep
Utricularia lateriflora,0.03,0.03,NA,omit,0.01,0.03,NA,keep,Utricularia lateriflora,seed_mass_to_keep
Utricularia monanthos,0.02,0.02,NA,omit,0.02,0.02,NA,omit,Utricularia monanthos,NA
Utricularia tenella,0.01,0.01,NA,omit,0.01,0.01,NA,omit,Utricularia tenella,NA
Velleia montana,0.67,0.67,NA,omit,0.67,0.67,NA,omit,Velleia montana,NA
Velleia paradoxa,5.19,3.17,NA,keep,4.08,3.17,NA,keep,Velleia paradoxa,seed_mass_to_keep
Veronica calycina,0.32,0.32,NA,omit,0.26,0.32,NA,keep,Veronica calycina,seed_mass_to_keep
Veronica derwentiana,0.26,0.17,NA,keep,0.26,0.17,NA,keep,Derwentia derwentiana,seed_mass_to_keep
Veronica formosa,1.31,1.31,NA,omit,1.31,1.31,NA,omit,Veronica formosa,NA
Veronica gracilis,0.51,0.51,NA,omit,0.31,0.51,NA,keep,Veronica gracilis,seed_mass_to_keep
Veronica nivea,0.27,0.72,NA,keep,0.26,0.72,NA,keep,Derwentia nivea,seed_mass_to_keep
Villarsia exaltata,NA,2.25,NA,keep,NA,2.25,NA,keep,Villarsia exaltata,seed_mass_to_keep
Viola betonicifolia,1.35,0.49,NA,keep,1.35,0.49,NA,keep,Viola betonicifolia,seed_mass_to_keep
Viola cleistogamoides,0.51,0.6,NA,keep,0.51,0.6,NA,keep,Viola cleistogamoides,seed_mass_to_keep
Viola cunninghamii,NA,0.6,NA,keep,NA,0.6,NA,keep,Viola cunninghamii,seed_mass_to_keep
Viola fuscoviolacea,NA,0.72,NA,keep,NA,0.72,NA,keep,Viola fuscoviolacea,seed_mass_to_keep
Viola hederacea,1.68,0.59,NA,keep,1.13,0.59,NA,keep,Viola hederacea,seed_mass_to_keep
Viola sieberiana,0.87,0.6,NA,keep,0.74,0.6,NA,keep,Viola sieberana,seed_mass_to_keep
Vittadinia muelleri,0.66,0.66,NA,omit,0.57,0.66,NA,keep,Vittadinia muelleri,seed_mass_to_keep
Wahlenbergia ceracea,0.03,0.27,NA,keep,0.03,0.27,NA,keep,Wahlenbergia ceracea,seed_mass_to_keep
Wahlenbergia gracilenta,0.02,0.27,NA,keep,0.02,0.27,NA,keep,Wahlenbergia gracilenta,seed_mass_to_keep
Wahlenbergia gracilis,0.27,0.27,NA,omit,0.06,0.27,NA,keep,Wahlenbergia gracilis,seed_mass_to_keep
Wahlenbergia littoralis,NA,0.27,NA,keep,NA,0.27,NA,keep,Wahlenbergia gymnoclada,seed_mass_to_keep
Wahlenbergia littoricola,NA,0.27,NA,keep,NA,0.27,NA,keep,Wahlenbergia littoricola,seed_mass_to_keep
Wahlenbergia multicaulis,0.02,0.27,NA,keep,0.02,0.27,NA,keep,Wahlenbergia multicaulis,seed_mass_to_keep
Wahlenbergia multicaulis,0.02,0.27,NA,keep,0.02,0.27,NA,keep,Wahlenbergia tadgellii,seed_mass_to_keep
Wahlenbergia saxicola,NA,0.27,NA,keep,NA,0.27,NA,keep,Wahlenbergia saxicola,seed_mass_to_keep
Wahlenbergia stricta,0.01,0.27,NA,keep,0.01,0.27,NA,keep,Wahlenbergia stricta,seed_mass_to_keep
Westringia brevifolia,NA,0.94,NA,keep,NA,0.94,NA,keep,Westringia brevifolia,seed_mass_to_keep
Westringia rubiifolia,0.94,0.94,NA,omit,0.94,0.94,NA,omit,Westringia rubiaefolia,NA
Winifredia sola,NA,1.46,NA,keep,NA,1.46,NA,keep,Winifredia sola,seed_mass_to_keep
Wurmbea dioica,0.86,0.74,NA,keep,0.78,0.74,NA,keep,Wurmbea dioica,seed_mass_to_keep
Wurmbea uniflora,1.16,0.74,NA,keep,1.16,0.74,NA,keep,Wurmbea uniflora,seed_mass_to_keep
Xanthorrhoea australis,12.74,12.6,NA,keep,12.74,12.6,NA,keep,Xanthorrhoea australis,seed_mass_to_keep
Xanthosia dissecta,1.17,0.65,NA,keep,0.91,0.65,NA,keep,Xanthosia dissecta,seed_mass_to_keep
Xanthosia pilosa,2.45,0.67,NA,keep,2.45,0.67,NA,keep,Xanthosia pilosa,seed_mass_to_keep
Xanthosia pusilla,NA,0.67,NA,keep,NA,0.67,NA,keep,Xanthosia pusilla,seed_mass_to_keep
Xanthosia tasmanica,0.7,0.7,NA,omit,0.7,0.7,NA,omit,Xanthosia tasmanica,NA
Xanthosia tridentata,1.43,0.67,NA,keep,1.43,0.67,NA,keep,Xanthosia tridentata,seed_mass_to_keep
Xerochrysum bracteatum,0.8,0.4,NA,keep,0.6,0.4,NA,keep,Bracteantha bracteata,seed_mass_to_keep
Xerochrysum papillosum,0.79,0.34,NA,keep,0.79,0.34,NA,keep,Helichrysum papillosum,seed_mass_to_keep
Xerochrysum subundulatum,0.77,0.4,NA,keep,0.6,0.4,NA,keep,Bracteantha subundulata,seed_mass_to_keep
Xyris gracilis,0.06,0.11,NA,keep,0.06,0.11,NA,keep,Xyris gracilis,seed_mass_to_keep
Xyris marginata,0.09,0.09,NA,omit,0.09,0.09,NA,omit,Xyris marginata,NA
Xyris muelleri,0.17,0.17,NA,omit,0.17,0.17,NA,omit,Xyris muelleri,NA
Xyris operculata,0.09,0.07,NA,keep,0.08,0.07,NA,keep,Xyris operculata,seed_mass_to_keep
Xyris tasmanica,NA,0.11,NA,keep,NA,0.11,NA,keep,Xyris tasmanica,seed_mass_to_keep
Zieria arborescens,NA,2.21,NA,keep,NA,2.21,NA,keep,Zieria arborescens,seed_mass_to_keep
Zoysia macrantha,NA,0.34,NA,keep,NA,0.34,NA,keep,Zoysia macrantha,seed_mass_to_keep
Zygophyllum billardierei,NA,2.97,NA,keep,NA,2.97,NA,keep,Zygophyllum billardierei,seed_mass_to_keep
