taxon_name,trait_name,entity_measured,trait_value,units,value_type
Viburnum suspensum,fruit_type_a,NA,drupe,NA,NA
Viburnum tinus,fruit_colour_a,NA,blue black,NA,NA
Viburnum tinus,fruit_type_a,NA,drupe,NA,NA
Vinca major,fruit_type_a,NA,follicle,NA,NA
Washingtonia robusta,fruit_colour_a,NA,black,NA,NA
Wollemia nobilis,fruit_type_a,NA,strobilus,NA,NA
Xanthosia atkinsoniana,fruit_type_a,NA,mericarp,NA,NA
Xanthosia dissecta,fruit_type_a,NA,mericarp,NA,NA
Xanthosia pilosa,fruit_type_a,NA,mericarp,NA,NA
Xanthosia stellata,fruit_type_a,NA,mericarp,NA,NA
Xanthosia tasmanica,fruit_type_a,NA,mericarp,NA,NA
Xanthosia ternifolia,fruit_type_a,NA,mericarp,NA,NA
Xanthosia tridentata,fruit_type_a,NA,mericarp,NA,NA
Xerothamnella parvifolia,fruit_type_a,NA,capsule,NA,NA
Yucca aloifolia,fruit_colour_a,NA,purple,NA,NA
Yucca aloifolia,fruit_dehiscence_a,NA,indehiscent,NA,NA
Yucca aloifolia,fruit_type_a,NA,capsule,NA,NA
Zaleya galericulata,fruit_type_a,NA,capsule,NA,NA
Zaleya galericulata subsp. australis,fruit_dehiscence_a,NA,dehiscent,NA,NA
Zaleya galericulata subsp. galericulata,fruit_type_a,NA,capsule,NA,NA
Zantedeschia aethiopica,fruit_colour_a,NA,orange,NA,NA
Margyricarpus pinnatus,leaf_lamina_division_a,NA,pinnate,NA,NA
Margyricarpus pinnatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lepidosperma prospectum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra confertifolia subsp. pallida,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra leucocephala subsp. leucocephala,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra leucocephala subsp. robusta,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alisma lanceolatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Oreomyrrhis brevipes,leaf_lamina_division_a,NA,pinnate,NA,NA
Oreomyrrhis brevipes,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Oreomyrrhis ciliata,leaf_lamina_division_a,NA,pinnate,NA,NA
Oreomyrrhis ciliata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Oreomyrrhis argentea,leaf_lamina_division_a,NA,pinnate,NA,NA
Oreomyrrhis argentea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Oreomyrrhis eriopoda,leaf_lamina_division_a,NA,pinnate,NA,NA
Oreomyrrhis eriopoda,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Oreomyrrhis pulvinifica,leaf_lamina_division_a,NA,pinnate,NA,NA
Oreomyrrhis pulvinifica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Washingtonia robusta,leaf_pendulousness_a,NA,pendulous,NA,NA
Washingtonia robusta,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Asparagus falcatus,plant_photsynthetic_organ_a,NA,cladode,NA,NA
Cyrtomium falcatum  Rochfordii,leaf_lamina_division_a,NA,pinnate,NA,NA
Cyrtomium falcatum  Rochfordii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptisana howeana,leaf_lamina_division_a,NA,pinnate,NA,NA
Ptisana howeana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Pteris nipponica,leaf_lamina_division_a,NA,pedately_compound pinnate,NA,NA
Pteris nipponica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Marsdenia tubulosa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra filiformis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Caladenia moschata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Genoplesium ectopum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Genoplesium geminatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Genoplesium mucronatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ochrosia moorei,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Persicaria chinensis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ruellia simplex,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Atherosperma moschatum subsp. moschatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Anacampseros australiana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Arthropodium fimbriatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Arthropodium sp. Albury (A.D.J.Piesse 9),plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Arthropodium strictum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Trianthema portulacastrum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Apium prostratum subsp. howense,leaf_lamina_division_a,NA,fid pinnate,NA,NA
Apium prostratum subsp. howense,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Syngonium podophyllum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Atherosperma moschatum subsp. integrifolium,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ruellia squarrosa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Zantedeschia aethiopica,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Zantedeschia aethiopica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Apium prostratum var. filiforme,leaf_lamina_division_a,NA,divided,NA,NA
Apium prostratum var. filiforme,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Apium prostratum var. prostratum,leaf_lamina_division_a,NA,divided,NA,NA
Apium prostratum var. prostratum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hedyscepe canterburyana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Dichosciadium ranunculaceum,leaf_lobation_a,NA,lobed,NA,NA
Dichosciadium ranunculaceum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Dichosciadium ranunculaceum var. ranunculaceum,leaf_lobation_a,NA,lobed,NA,NA
Dichosciadium ranunculaceum var. ranunculaceum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hedera helix,leaf_lobation_a,NA,lobed,NA,NA
Hedera helix,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocotyle acutiloba,leaf_lobation_a,NA,lobed,NA,NA
Hydrocotyle acutiloba,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocotyle hirta,leaf_lobation_a,NA,lobed,NA,NA
Hydrocotyle hirta,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocotyle pterocarpa,leaf_lobation_a,NA,lobed,NA,NA
Hydrocotyle pterocarpa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tetrapanax papyrifer,leaf_lobation_a,NA,lobed,NA,NA
Tetrapanax papyrifer,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Symphoricarpos albus,leaf_lobation_a,NA,lobed,NA,NA
Symphoricarpos albus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Trachymene incisa,leaf_lamina_division_a,NA,pinnatisect,NA,NA
Trachymene incisa,leaf_lobation_a,NA,lobed_deep,NA,NA
Trachymene incisa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Trachymene ochracea,leaf_lamina_division_a,NA,pinnatisect,NA,NA
Trachymene ochracea,leaf_lobation_a,NA,lobed_deep,NA,NA
Trachymene ochracea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocotyle algida,leaf_lobation_a,NA,lobed_deep,NA,NA
Hydrocotyle algida,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Centella asiatica,leaf_lobation_a,NA,lobed_shallow,NA,NA
Centella asiatica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocotyle digitata,leaf_lamina_division_a,NA,foliate,NA,NA
Hydrocotyle digitata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Searsia lancea,leaf_lamina_division_a,NA,foliolate foliate,NA,NA
Searsia lancea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Xanthosia stellata,leaf_lamina_division_a,NA,foliolate foliate,NA,NA
Xanthosia stellata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Xanthosia tasmanica,leaf_lamina_division_a,NA,foliolate foliate,NA,NA
Xanthosia tasmanica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Xanthosia ternifolia,leaf_lamina_division_a,NA,foliolate foliate,NA,NA
Xanthosia ternifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocotyle geraniifolia,leaf_lamina_division_a,NA,palmately_divided,NA,NA
Hydrocotyle geraniifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Actinotus minor,leaf_lamina_division_a,NA,partite,NA,NA
Actinotus minor,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Archontophoenix cunninghamiana,leaf_lamina_division_a,NA,pinnately_divided,NA,NA
Archontophoenix cunninghamiana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Apium prostratum,leaf_compoundness_a,NA,compound,NA,NA
Apium prostratum,leaf_lamina_division_a,NA,pinnatisect,NA,NA
Apium prostratum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Cyclospermum leptophyllum,leaf_lamina_division_a,NA,pinnatisect,NA,NA
Cyclospermum leptophyllum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Carpobrotus glaucescens,leaf_glaucousness_a,NA,glaucous,NA,NA
Carpobrotus glaucescens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lampranthus tegens,leaf_glaucousness_a,NA,glaucous,NA,NA
Lampranthus tegens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Narcissus pseudonarcissus,leaf_glaucousness_a,NA,glaucous,NA,NA
Narcissus pseudonarcissus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Narcissus tazetta,leaf_glaucousness_a,NA,glaucous,NA,NA
Narcissus tazetta,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Aristolochia elegans,leaf_glaucousness_a,NA,glaucous,NA,NA
Aristolochia elegans,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Arthropodium milleflorum,leaf_glaucousness_a,NA,glaucous,NA,NA
Arthropodium milleflorum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra collina,leaf_glaucousness_a,NA,glaucous,NA,NA
Lomandra collina,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra effusa,leaf_glaucousness_a,NA,glaucous,NA,NA
Lomandra effusa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Bulbine alata,leaf_glaucousness_a,NA,glaucous,NA,NA
Bulbine alata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Bulbine glauca,leaf_glaucousness_a,NA,glaucous,NA,NA
Bulbine glauca,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Carpobrotus aequilaterus,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Carpobrotus aequilaterus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alstroemeria psittacina,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Alstroemeria psittacina,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia straminea,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Parsonsia straminea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra multiflora,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Lomandra multiflora,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra multiflora subsp. multiflora,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Lomandra multiflora subsp. multiflora,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lomandra obliqua,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Lomandra obliqua,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Aloe arborescens,leaf_glaucousness_a,NA,glaucous not_glaucous,NA,NA
Aloe arborescens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Xanthosia scopulicola,leaf_compoundness_a,NA,simple,NA,NA
Xanthosia scopulicola,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Asystasia gangetica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Brunoniella australis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Brunoniella pumilio,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Brunoniella spiciflora,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Dipteracanthus australasicus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Harnieria hygrophiloides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hygrophila angustifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hygrophila costata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hygrophila polysperma,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hypoestes floribunda,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Isoglossa eranthemoides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Justicia betonica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Odontonema cuspidatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rhaphidospora bonneyana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rostellularia adscendens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rostellularia adscendens var. adscendens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rostellularia adscendens var. latifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rostellularia adscendens var. pogonanthera,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rostellularia obtusa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Thunbergia alata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Xerothamnella parvifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Viburnum odoratissimum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Viburnum suspensum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Viburnum tinus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Aptenia cordifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Carpobrotus edulis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Cleretum papulosum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Disphyma crassifolium,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Disphyma crassifolium subsp. clavellatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Drosanthemum candens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Galenia pubescens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Gunniopsis papillata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Gunniopsis quadrifida,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Gunniopsis septifraga,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Lampranthus multiradiatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Mesembryanthemum aitonis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Mesembryanthemum crystallinum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Mesembryanthemum nodiflorum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Psilocaulon granulicaule,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Sarcozona praecox,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Sesuvium portulacastrum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tetragonia decumbens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tetragonia eremaea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tetragonia microptera,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tetragonia moorei,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tetragonia tetragonoides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Trianthema cypseleoides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Zaleya galericulata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Zaleya galericulata subsp. galericulata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hydrocleys nymphoides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alstroemeria aurea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Drymophila cyanocarpa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Drymophila moorei,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Achyranthes aspera,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Aerva javanica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alternanthera angustifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alternanthera denticulata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alternanthera nana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alternanthera nodiflora,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alternanthera philoxeroides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alternanthera sp. A Flora of New South Wales (M.Gray 5187),plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus albus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus blitum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus caudatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus cruentus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus cuspidifolius,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus deflexus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus grandiflorus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus hybridus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus macrocarpus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus macrocarpus var. macrocarpus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus mitchellii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus muricatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus powellii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus quitensis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus retroflexus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus spinosus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaranthus viridis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Froelichia gracilis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Gomphrena celosioides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Guilleminea densa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Nyssanthes diffusa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Nyssanthes erecta,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus erubescens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus exaltatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus extenuatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus gaudichaudii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus indivisus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus latifolius,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus leucocoma,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus macrocephalus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus nobilis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus obovatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus polystachyus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus remotiflorus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus semilanatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus seminudus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus sessilifolius,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ptilotus spathulatus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Agapanthus praecox subsp. orientalis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Allium ampeloprasum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Allium neapolitanum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Allium oleraceum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Allium triquetrum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Allium vineale,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Amaryllis belladonna,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Calostemma purpureum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Crinum flaccidum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Crinum moorei,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Crinum pedunculatum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Habranthus brachyandrus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Habranthus tubispathus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hippeastrum puniceum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Hymenocallis caribaea,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ipheion uniflorum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Leucojum aestivum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Nerine filifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Nothoscordum gracile,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Mangifera indica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Huberantha nitidissima,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Meiogyne stenopetala,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Uvaria leichhardtii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ammi visnaga,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Bupleurum lancifolium,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Eryngium pandanifolium,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Platysace ericoides,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Platysace lanceolata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Platysace linearifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Xanthosia tridentata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Acokanthera oblongifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alstonia constricta,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alyxia buxifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alyxia ruscifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alyxia squamulosa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Carissa spinarum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Cascabela thevetia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Catharanthus roseus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Cynanchum viminale subsp. australe,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Cynanchum viminale subsp. brunonianum,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Mandevilla laxa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Marsdenia australis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Marsdenia lloydii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Marsdenia viridiflora,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Marsdenia viridiflora subsp. viridiflora,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Melodinus acutiflorus,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Melodinus australis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Neisosperma poweri,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Nerium oleander,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ochrosia elliptica,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia brownii,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia dorrigoensis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia eucalyptophylla,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia fulva,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia howeana,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia induplicata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia lanceolata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia largiflorens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia lilacina,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia longipetiolata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia purpurascens,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia rotata,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia tenuis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia velutina,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Parsonsia ventricosa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Rhyncharrhena linearis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Tabernaemontana pandacaqui,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Vinca major,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Ilex aquifolium,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Alocasia brisbanensis,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Arisarum vulgare,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Arisarum vulgare subsp. vulgare,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Gymnostachys anceps,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Pistia stratiotes,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Astrotricha asperifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Astrotricha crassifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Astrotricha floccosa,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
Astrotricha latifolia,plant_photsynthetic_organ_a,NA,broadleaf,NA,NA
