family,taxa,spauth,infraspecauth,species3author,thousandseedweight,materialweigheddesc,seedweightnotes,weightprecision,refdesc,refshort
SAPINDACEAE,Dodonaea viscosa,Jacq.,,,15.94,Seed,"Mid-point of 1000 seed weight range 17.57-14.3g; seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,11.0936,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,7.9988,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,8.2696,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,8.7772,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,9.2296,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,9.4872,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.3916,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,9.5652,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,9.632,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,10.4648,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,12.088,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,12.3488,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,13.2044,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,13.7236,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,7.982,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,9.718,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.2360825,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,3.1002331,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,3.3972,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,3.9996,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.0363393,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,7.9588,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.2192,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.7647727,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.5736,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,5.2717949,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,5.2972,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,5.938,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,7.0758929,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,7.76,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa,(L.) Jacq.,,,4.198,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,7.7108,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,10.336,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,9.1724,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,8.7692,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,5.8156,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,8.0212,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustifolia,(L.) Jacq.,(L.f.) J.G.West,,8.2748,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustissima,(L.) Jacq.,(DC.) J.G.West,,3.08408,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. angustissima,(L.) Jacq.,(DC.) J.G.West,,6.7108,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. burmanniana,(L.) Jacq.,(DC.) J.G.West,,6.7916,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. cuneata,(L.) Jacq.,(Sm.) J.G.West,,4.9612,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. cuneata,(L.) Jacq.,(Sm.) J.G.West,,4.8612,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. spatulata,(L.) Jacq.,(Sm.) J.G.West,,7.3048,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. spatulata,(L.) Jacq.,(Sm.) J.G.West,,3.5556,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Dodonaea viscosa subsp. spatulata,(L.) Jacq.,(Sm.) J.G.West,,5.3076,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Elattostachys megalantha,S.T.Reynolds,,,82,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Ganophyllum falcatum,Blume,,,10.383,Seed,Mean 10.383 ± 1.09 Seed mc 13.42 ± 0.8,3,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
SAPINDACEAE,Ganophyllum falcatum,Blume,,,13.377,Diaspore,Mean 13.377 ± 2.68 Seed mc 13.42 ± 0.8,3,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
SAPINDACEAE,Guioa acutifolia,Radlk.,,,11,Seed,assumed weights were air-dry seeds,0,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Guioa acutifolia,Radlk.,,,54,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Guioa lasioneura,Radlk.,,,49,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Harpullia frutescens,Bailey,,,78.31,Seed,air dry,2,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Harpullia pendula,Planch. ex F.Muell.,,,249,Embryo+endosperm,Dry weight.,0,"Ganade, G. and Westoby, M. 1999. Seed mass and the evolution of early-seedling etiolation. The American Naturalist, 154:469-480.","(Ganade & Westoby, 1999)"
SAPINDACEAE,Harpullia pendula,Planch. ex F.Muell.,,,350,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Harpullia pendula,Planch. ex F.Muell.,,,421.78,Seed,weights were air-dry seeds,2,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Harpullia pendula,Planch. ex F.Muell.,,,517.7,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SAPINDACEAE,Harpullia pendula,Planch. ex F.Muell.,,,681.34,Seed,Mean 681.34 ± 25.39 Seed mc 85.85 ± 2.06,2,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
SAPINDACEAE,Jagera pseudorhus,(A.Rich.) Radlk.,,,32.138,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SAPINDACEAE,Jagera pseudorhus,(A.Rich.) Radlk.,,,40.16,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SAPINDACEAE,Lepiderema largiflorens,S.T.Reynolds,,,420,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Lepisanthes senegalensis,(Juss. ex Poir.) Leenh.,,,633.44,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPINDACEAE,Mischocarpus exangulatus,(F.Muell.) Radlk.,,,431.96,Seed,air dry,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SAPINDACEAE,Mischocarpus lachnocarpus,(F.Muell.) Radlk.,,,40,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Mischocarpus lachnocarpus,(F.Muell.) Radlk.,,,78.98,Seed,weights were air-dry seeds,2,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Mischocarpus stipitatus,S.T.Reynolds,,,21.9,Seed,air dry,1,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Rhysotoechia robertsonii,(F.Muell.) Radlk.,,,271.69,Seed,assumed weights were air-dry seeds,2,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Rhysotoechia robertsonii,(F.Muell.) Radlk.,,,320,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Sarcopteryx montana,S.T.Reynolds,,,94,Seed,air dry,0,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Sarcotoechia lanceolata,(C.T.White) S.T.Reynolds,,,160,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Sarcotoechia serrata,S.T.Reynolds,,,300,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Synima cordierorum,(F.Muell.) Radlk.,,,221.22,Seed,Mean 221.22 ± 1.2 Seed mc 92.73 ± 2.99,2,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
SAPINDACEAE,Synima macrophylla,S.T.Reynolds,,,280,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Toechima dasyrrhache,Radlk.,,,85.94,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SAPINDACEAE,Toechima erythrocarpum,(F.Muell.) Radlk.,,,90,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPINDACEAE,Toechima erythrocarpum,(F.Muell.) Radlk.,,,183,Seed,weights were air-dry seeds,0,"Peter Juniper, (pers. comms)",(Peter Juniper)
SAPINDACEAE,Toechima pterocarpum,S.T.Reynolds,,,99.623,Seed,air dry,3,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SAPOTACEAE,Mimusops elengi,L.,,,340,Seed excluding seed-coat,Seed dry-weight.,2,"Geneshan, K.P. and Unnikrishnan, K. 1999. Seed dry weight, leaf area and photosynthetic rate in relation to dry biomass of five tree species in the nursery stage. Indian Forester, 125:730-736.","(Geneshan & Unnikrishnan, 1999)"
SAPOTACEAE,Mimusops elengi,L.,,,454.55,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
SAPOTACEAE,Mimusops elengi,L.,,,954,Seed,Fresh weight,0,"Chin, H.F., Hor, Y.L. and Mohd. Lassim, M.B. 1984. Identification of recalcitrant seeds. Seed Science and Technology, 12:429-436.","(Chin et al., 1984)"
SAPOTACEAE,Mimusops elengi,L.,,,1111.1,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",0,"Murali, K.S. 1997. Patterns of seed size, germination and seed viability of tropical tree species in southern India. Biotropica, 29:271-279.","(Murali, 1997)"
SAPOTACEAE,Mimusops elengi,L.,,,155.08,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SAPOTACEAE,Niemeyera prunifera,(F.Muell.) F.Muell.,,,8800,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SAPOTACEAE,Planchonella australis,(R.Br.) Pierre,,,957.688,Seed,air dry,3,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SCROPHULARIACEAE,Eremophila ciliata,Chinnock,,,1.9921659,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila denticulata subsp. denticulata,F.Muell.,,,245.4721,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila duttonii,F.Muell.,,,39.426,Diaspore,SD=10.911; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
SCROPHULARIACEAE,Eremophila gilesii,F.Muell.,,,80.051,Diaspore,SD=15.008; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
SCROPHULARIACEAE,Eremophila latrobei,F.Muell.,,,24.398,Diaspore,SD=4.732; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
SCROPHULARIACEAE,Eremophila longifolia,(R.Br.) F.Muell.,,,18.108,Diaspore,SD=3.704; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
SCROPHULARIACEAE,Eremophila maculata,(Ker Gawl.) F.Muell.,,,108.555,Diaspore,SD=30.800; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
SCROPHULARIACEAE,Eremophila maculata,(Ker Gawl.) F.Muell.,,,57.3444,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila nivea,Chinnock,,,11.3441,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila pinnatifida,Chinnock,,,9.8954,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila pinnatifida,Chinnock,,,13.0716981,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila sturtii,R.Br.,,,3.713,Diaspore,SD=0.680; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
SCROPHULARIACEAE,Eremophila subteretifolia,Chinnock,,,6.949,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila verticillata,Chinnock,,,3.2463636,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Eremophila viscida,Endl.,,,13.6,Seed,*Seed weights reported may include minor covering structures,1,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.0247899,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.0892,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.0648,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.0508,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.0264,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.024,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.0116,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella australis,R.Br.,,,0.02888,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella curdieana,F.Muell.,,,0.0324,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella curdieana,F.Muell.,,,0.0364,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Limosella granitica,W.R.Barker,,,0.0302,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Myoporum bateae,F.Muell.,,,3.2028,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Myoporum insulare,R.Br.,,,14.66,Seed,air dry,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SCROPHULARIACEAE,Myoporum montanum,R.Br.,,,0.965,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
SCROPHULARIACEAE,Myoporum petiolatum,Chinnock,,,36.2116,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Myoporum turbinatum,Chinnock,,,2.4085,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SCROPHULARIACEAE,Myoporum turbinatum,Chinnock,,,3.764,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SIMAROUBACEAE,Ailanthus triphysa,(Dennst.) Alston,,,42,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
