Species,Temp,CO2,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),Area (cm2),StmRat,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi
E. sideroxylon,Amb,640,51,21.7,0.0797,719,1.13,1.44,3.6,0.5,26.38,28.05,26.03,1200.58,1184.03,22.339,23.13,66.35,68.7,500.5,1800
E. sideroxylon,Amb,640,51,21.7,0.0797,717,1.13,1.44,3.6,0.5,26.38,28.05,26.03,1200.59,1184,22.339,23.13,66.34,68.69,500.5,1800
E. sideroxylon,Amb,640,51,21.7,0.0794,716,1.12,1.44,3.6,0.5,26.38,28.05,26.03,1200.61,1184.01,22.34,23.129,66.35,68.69,500.5,1800
E. sideroxylon,Amb,640,51,21.7,0.0791,714,1.12,1.44,3.6,0.5,26.38,28.05,26.03,1200.58,1183.99,22.341,23.127,66.35,68.68,500.5,1800
E. sideroxylon,Amb,640,57,16.2,0.143,426,2.5,1.81,3.1,0.5,25.94,26.24,26.03,640.01,628.99,14.303,15.827,43.38,48.01,500.5,1800
E. sideroxylon,Amb,640,57,16.2,0.143,427,2.5,1.81,3.1,0.5,25.94,26.23,26.03,639.98,628.97,14.3,15.826,43.38,48.01,500.5,1800
E. sideroxylon,Amb,640,57,16.1,0.143,427,2.5,1.81,3.1,0.5,25.94,26.22,26.03,639.97,629,14.3,15.824,43.39,48.01,500.5,1800
E. sideroxylon,Amb,640,57,16.2,0.143,427,2.51,1.8,3.1,0.5,25.94,26.22,26.03,640.01,629.02,14.297,15.824,43.39,48.02,500.5,1800
E. sideroxylon,Amb,640,57,16.2,0.143,427,2.49,1.8,3.1,0.5,25.92,26.19,26.03,640.06,629.07,14.298,15.813,43.42,48.02,500.5,1801
E. sideroxylon,Amb,640,57,16.3,0.143,426,2.49,1.8,3.1,0.5,25.92,26.18,26.03,640.11,629.06,14.296,15.816,43.42,48.04,500.6,1801
E. sideroxylon,Amb,640,57,16.3,0.143,425,2.48,1.8,3.1,0.5,25.92,26.18,26.03,640.11,629.07,14.298,15.81,43.43,48.03,500.5,1801
E. sideroxylon,Amb,640,57,16.1,0.143,427,2.48,1.79,3.1,0.5,25.92,26.16,26.03,640.04,629.08,14.296,15.808,43.43,48.03,500.5,1801
E. sideroxylon,Amb,640,57,16.1,0.143,428,2.47,1.79,3.1,0.5,25.91,26.12,26.03,640.02,629.09,14.291,15.797,43.44,48.02,500.6,1801
E. sideroxylon,Amb,640,57,16.2,0.143,427,2.47,1.79,3.1,0.5,25.91,26.12,26.03,640.02,629.05,14.289,15.796,43.44,48.02,500.5,1801
E. sideroxylon,Amb,640,57,22.1,0.121,858,2.22,1.88,2.7,0.5,25.67,25.46,26.04,1200.99,1187.66,12.454,13.633,38.38,42.01,500.6,1798
E. sideroxylon,Amb,640,57,22.2,0.121,857,2.22,1.88,2.7,0.5,25.67,25.46,26.04,1201.04,1187.67,12.454,13.634,38.38,42.01,500.5,1799
E. sideroxylon,Amb,640,57,22.2,0.121,857,2.22,1.88,2.7,0.5,25.67,25.46,26.04,1201.03,1187.65,12.455,13.635,38.38,42.01,500.5,1799
E. sideroxylon,Amb,640,57,22.3,0.121,854,2.22,1.88,2.7,0.5,25.68,25.48,26.04,1201.1,1187.64,12.458,13.637,38.38,42.01,500.6,1799
E. sideroxylon,Amb,640,57,22.6,0.121,850,2.22,1.88,2.7,0.5,25.68,25.49,26.04,1201.2,1187.6,12.459,13.639,38.37,42.01,500.5,1799
E. sideroxylon,Amb,640,57,22.3,0.121,855,2.22,1.88,2.7,0.5,25.68,25.49,26.04,1201.06,1187.62,12.459,13.641,38.37,42.01,500.5,1799
E. sideroxylon,Amb,640,57,22.1,0.122,858,2.23,1.88,2.7,0.5,25.68,25.5,26.04,1201.01,1187.63,12.458,13.645,38.36,42.02,500.5,1799
E. sideroxylon,Amb,640,57,22.3,0.122,855,2.23,1.89,2.7,0.5,25.69,25.51,26.04,1201.12,1187.64,12.459,13.648,38.36,42.02,500.5,1798
E. sideroxylon,Amb,640,57,22.4,0.121,853,2.23,1.89,2.7,0.5,25.69,25.53,26.04,1201.13,1187.6,12.46,13.647,38.36,42.01,500.5,1798
E. sideroxylon,Amb,640,57,22.5,0.121,852,2.23,1.89,2.7,0.5,25.69,25.54,26.04,1201.13,1187.57,12.462,13.648,38.36,42.01,500.5,1799
E. sideroxylon,Amb,640,52,14.2,0.101,382,1.17,1.19,5.4,0.5,26.14,27.33,26.03,639.35,623.27,22.906,24.134,68.69,72.37,500.4,1801
E. sideroxylon,Amb,640,52,14.3,0.101,380,1.16,1.19,5.4,0.5,26.13,27.32,26.03,639.39,623.2,22.905,24.131,68.69,72.37,500.4,1801
E. sideroxylon,Amb,640,52,14.2,0.101,382,1.17,1.19,5.4,0.5,26.13,27.32,26.03,639.34,623.24,22.903,24.132,68.69,72.38,500.5,1801
E. sideroxylon,Amb,640,52,14.1,0.101,383,1.17,1.19,5.4,0.5,26.13,27.32,26.03,639.31,623.26,22.901,24.134,68.68,72.38,500.5,1801
E. sideroxylon,Amb,640,52,14.1,0.102,386,1.17,1.18,5.4,0.5,26.14,27.32,26.03,639.26,623.3,22.898,24.135,68.67,72.38,500.4,1801
E. sideroxylon,Amb,640,52,14.1,0.102,385,1.17,1.18,5.4,0.5,26.14,27.3,26.03,639.29,623.26,22.896,24.132,68.66,72.37,500.4,1801
E. sideroxylon,Amb,640,52,14.1,0.102,385,1.17,1.18,5.4,0.5,26.14,27.3,26.03,639.29,623.25,22.894,24.13,68.66,72.37,500.4,1801
E. sideroxylon,Amb,640,52,14.2,0.102,385,1.18,1.18,5.4,0.5,26.13,27.3,26.03,639.3,623.21,22.89,24.13,68.64,72.36,500.4,1801
E. sideroxylon,Amb,640,52,14.2,0.103,385,1.18,1.18,5.4,0.5,26.13,27.3,26.03,639.3,623.2,22.886,24.131,68.64,72.37,500.4,1801
E. sideroxylon,Amb,640,52,14.2,0.103,386,1.19,1.18,5.4,0.5,26.13,27.31,26.03,639.3,623.22,22.882,24.13,68.63,72.37,500.4,1801
E. sideroxylon,Amb,640,52,18.3,0.104,864,1.48,1.46,5.4,0.5,26.16,27.32,26.03,1200.38,1178.72,19.894,21.457,59.57,64.24,500.5,1800
E. sideroxylon,Amb,640,52,18.3,0.104,865,1.48,1.46,5.4,0.5,26.16,27.33,26.03,1200.33,1178.76,19.895,21.457,59.57,64.25,500.5,1800
E. sideroxylon,Amb,640,52,18.2,0.104,865,1.48,1.46,5.4,0.5,26.16,27.33,26.03,1200.3,1178.78,19.896,21.457,59.57,64.25,500.5,1800
E. sideroxylon,Amb,640,52,18.1,0.104,868,1.48,1.46,5.4,0.5,26.16,27.33,26.04,1200.21,1178.83,19.896,21.456,59.57,64.24,500.5,1800
E. sideroxylon,Amb,640,52,18.2,0.104,866,1.48,1.46,5.4,0.5,26.15,27.32,26.03,1200.27,1178.81,19.895,21.453,59.57,64.24,500.5,1800
E. sideroxylon,Amb,640,52,18.3,0.104,863,1.47,1.46,5.4,0.5,26.15,27.32,26.03,1200.3,1178.7,19.895,21.45,59.58,64.23,500.5,1800
E. sideroxylon,Amb,640,52,18.3,0.103,863,1.47,1.46,5.4,0.5,26.15,27.32,26.03,1200.26,1178.67,19.896,21.448,59.58,64.23,500.5,1800
E. sideroxylon,Amb,640,52,18.2,0.103,864,1.47,1.46,5.4,0.5,26.15,27.32,26.03,1200.26,1178.72,19.897,21.449,59.58,64.23,500.5,1800
E. sideroxylon,Amb,640,52,18.2,0.103,864,1.47,1.46,5.4,0.5,26.15,27.32,26.03,1200.27,1178.76,19.898,21.448,59.58,64.22,500.5,1800
E. sideroxylon,Amb,640,52,18.2,0.103,863,1.47,1.46,5.4,0.5,26.15,27.32,26.04,1200.32,1178.83,19.901,21.447,59.59,64.22,500.5,1800
E. sideroxylon,Amb,640,56,20.5,0.146,384,2.39,1.69,2.7,0.5,25.8,25.59,26.04,640.68,628.82,14.427,15.698,44.15,48.04,500.6,1800
E. sideroxylon,Amb,640,56,20.7,0.146,381,2.39,1.69,2.7,0.5,25.8,25.59,26.04,640.76,628.79,14.425,15.696,44.14,48.03,500.6,1800
E. sideroxylon,Amb,640,56,20.8,0.146,380,2.4,1.7,2.7,0.5,25.81,25.61,26.04,640.82,628.81,14.424,15.697,44.12,48.01,500.6,1800
E. sideroxylon,Amb,640,56,20.5,0.146,383,2.4,1.7,2.7,0.5,25.81,25.62,26.04,640.75,628.85,14.425,15.7,44.12,48.01,500.5,1800
E. sideroxylon,Amb,640,56,20.6,0.146,382,2.4,1.7,2.7,0.5,25.81,25.64,26.04,640.75,628.84,14.425,15.7,44.11,48.01,500.5,1800
E. sideroxylon,Amb,640,56,20.7,0.146,380,2.4,1.71,2.7,0.5,25.82,25.67,26.04,640.77,628.79,14.426,15.703,44.1,48,500.5,1800
E. sideroxylon,Amb,640,56,20.9,0.145,377,2.4,1.71,2.7,0.5,25.82,25.68,26.04,640.86,628.76,14.429,15.704,44.1,48,500.5,1800
E. sideroxylon,Amb,640,56,20.8,0.145,378,2.4,1.71,2.7,0.5,25.83,25.71,26.04,640.86,628.83,14.439,15.716,44.1,47.99,500.5,1800
E. sideroxylon,Amb,640,56,20.5,0.145,381,2.41,1.72,2.7,0.5,25.84,25.73,26.04,640.81,628.91,14.44,15.719,44.09,47.99,500.5,1800
E. sideroxylon,Amb,640,56,20.7,0.144,378,2.4,1.72,2.7,0.5,25.84,25.73,26.04,640.84,628.86,14.444,15.72,44.09,47.99,500.5,1800
E. sideroxylon,Amb,640,56,25.5,0.132,837,2.52,1.96,2.7,0.5,26.06,26.42,26.04,1201.25,1185.87,13.395,14.732,40.33,44.36,500.5,1799
E. sideroxylon,Amb,640,56,25.7,0.133,836,2.52,1.95,2.7,0.5,26.06,26.41,26.04,1201.23,1185.77,13.393,14.732,40.33,44.36,500.5,1799
E. sideroxylon,Amb,640,56,25.8,0.133,834,2.52,1.95,2.7,0.5,26.06,26.4,26.04,1201.24,1185.73,13.392,14.73,40.32,44.35,500.5,1799
E. sideroxylon,Amb,640,56,25.9,0.133,833,2.52,1.95,2.7,0.5,26.06,26.41,26.04,1201.32,1185.74,13.39,14.729,40.32,44.35,500.5,1799
E. sideroxylon,Amb,640,56,25.7,0.132,834,2.51,1.96,2.7,0.5,26.06,26.41,26.04,1201.27,1185.8,13.39,14.726,40.32,44.34,500.5,1799
E. sideroxylon,Amb,640,56,25.5,0.132,836,2.51,1.96,2.7,0.5,26.07,26.41,26.04,1201.21,1185.84,13.389,14.725,40.31,44.33,500.5,1799
E. sideroxylon,Amb,640,56,25.8,0.132,832,2.51,1.96,2.7,0.5,26.07,26.41,26.04,1201.34,1185.81,13.388,14.722,40.3,44.32,500.5,1799
E. sideroxylon,Amb,640,56,25.7,0.132,832,2.51,1.96,2.7,0.5,26.07,26.42,26.04,1201.28,1185.79,13.385,14.717,40.29,44.31,500.5,1799
E. sideroxylon,Amb,640,56,25.8,0.132,833,2.51,1.96,2.7,0.5,26.07,26.42,26.04,1201.28,1185.79,13.384,14.718,40.29,44.3,500.5,1799
E. sideroxylon,Amb,640,56,25.6,0.132,835,2.51,1.96,2.7,0.5,26.07,26.41,26.04,1201.27,1185.88,13.382,14.716,40.28,44.3,500.5,1799
E. sideroxylon,Elv,640,554,22,0.147,356,4.13,2.9,2.9,0.5,30.17,30.68,30.13,639.94,625.7,12.6,14.958,30,35.61,500.5,1799
E. sideroxylon,Elv,640,554,21.9,0.147,357,4.13,2.9,2.9,0.5,30.17,30.68,30.13,639.94,625.75,12.602,14.961,30.01,35.62,500.4,1798
E. sideroxylon,Elv,640,554,22,0.147,356,4.13,2.9,2.9,0.5,30.17,30.68,30.13,640.04,625.78,12.603,14.961,30.01,35.62,500.4,1799
E. sideroxylon,Elv,640,554,22.1,0.147,354,4.13,2.9,2.9,0.5,30.17,30.69,30.13,640.1,625.77,12.605,14.964,30.01,35.63,500.5,1799
E. sideroxylon,Elv,640,554,22.1,0.147,355,4.13,2.9,2.9,0.5,30.17,30.69,30.13,640.05,625.77,12.607,14.965,30.01,35.63,500.4,1800
E. sideroxylon,Elv,640,554,22,0.147,356,4.13,2.9,2.9,0.5,30.17,30.68,30.13,640.08,625.82,12.606,14.966,30.01,35.63,500.4,1800
E. sideroxylon,Elv,640,554,22.1,0.147,355,4.13,2.9,2.9,0.5,30.17,30.68,30.13,640.16,625.83,12.608,14.968,30.02,35.64,500.4,1800
E. sideroxylon,Elv,640,554,22,0.147,356,4.13,2.9,2.9,0.5,30.17,30.68,30.13,640.12,625.87,12.609,14.969,30.02,35.64,500.4,1800
E. sideroxylon,Elv,640,554,22,0.147,356,4.13,2.9,2.9,0.5,30.17,30.69,30.13,640.14,625.87,12.61,14.97,30.02,35.64,500.5,1800
E. sideroxylon,Elv,640,554,22.2,0.147,354,4.14,2.9,2.9,0.5,30.17,30.69,30.13,640.24,625.85,12.612,14.973,30.03,35.65,500.5,1799
E. sideroxylon,Elv,640,554,23.8,0.0942,734,2.19,2.36,2.9,0.5,27.35,31.18,26.02,1199.48,1184.18,20.185,21.428,56.56,60.04,500.4,1799
E. sideroxylon,Elv,640,554,23.8,0.0942,735,2.19,2.36,2.9,0.5,27.35,31.17,26.02,1199.52,1184.24,20.187,21.429,56.57,60.05,500.4,1799
E. sideroxylon,Elv,640,554,24,0.0942,731,2.19,2.35,2.9,0.5,27.35,31.15,26.02,1199.62,1184.19,20.19,21.43,56.58,60.06,500.4,1799
E. sideroxylon,Elv,640,554,23.8,0.0938,733,2.18,2.36,2.9,0.5,27.35,31.16,26.02,1199.55,1184.24,20.202,21.438,56.63,60.1,500.4,1799
E. sideroxylon,Elv,640,554,23.9,0.0943,735,2.19,2.35,2.9,0.5,27.35,31.15,26.02,1199.61,1184.29,20.202,21.442,56.63,60.11,500.4,1799
E. sideroxylon,Elv,640,554,23.8,0.0942,735,2.18,2.35,2.9,0.5,27.34,31.14,26.02,1199.59,1184.31,20.204,21.442,56.65,60.12,500.4,1799
E. sideroxylon,Elv,640,554,23.9,0.0939,731,2.18,2.35,2.9,0.5,27.34,31.15,26.02,1199.67,1184.3,20.209,21.444,56.67,60.13,500.4,1799
E. sideroxylon,Elv,640,554,23.8,0.0941,735,2.18,2.35,2.9,0.5,27.34,31.14,26.02,1199.59,1184.3,20.212,21.448,56.68,60.14,500.4,1799
E. sideroxylon,Elv,640,554,23.8,0.0944,735,2.18,2.34,2.9,0.5,27.34,31.12,26.02,1199.51,1184.2,20.218,21.455,56.7,60.17,500.4,1799
E. sideroxylon,Elv,640,554,23.8,0.0943,735,2.18,2.35,2.9,0.5,27.34,31.13,26.02,1199.57,1184.25,20.221,21.458,56.71,60.18,500.4,1799
E. sideroxylon,Elv,640,554,22.6,0.126,310,3.28,2.66,3,0.5,30.63,32.28,30.12,640.77,625.97,19.514,21.436,45.23,49.69,500.5,1800
E. sideroxylon,Elv,640,554,22.7,0.126,310,3.28,2.66,3,0.5,30.63,32.29,30.12,640.8,625.98,19.515,21.441,45.24,49.7,500.5,1800
E. sideroxylon,Elv,640,554,22.6,0.126,312,3.28,2.66,3,0.5,30.63,32.29,30.12,640.75,625.98,19.517,21.444,45.24,49.71,500.5,1800
E. sideroxylon,Elv,640,554,22.4,0.127,315,3.3,2.66,3,0.5,30.63,32.29,30.12,640.68,626,19.524,21.458,45.26,49.74,500.5,1800
E. sideroxylon,Elv,640,554,22.5,0.127,314,3.3,2.66,3,0.5,30.64,32.29,30.12,640.7,625.96,19.526,21.462,45.26,49.75,500.5,1800
E. sideroxylon,Elv,640,554,22.6,0.127,313,3.31,2.65,3,0.5,30.64,32.29,30.12,640.72,625.92,19.529,21.468,45.26,49.76,500.5,1799
E. sideroxylon,Elv,640,554,22.6,0.128,314,3.31,2.65,3,0.5,30.64,32.28,30.12,640.73,625.92,19.532,21.474,45.27,49.77,500.5,1799
E. sideroxylon,Elv,640,554,22.8,0.128,312,3.31,2.65,3,0.5,30.64,32.28,30.12,640.75,625.87,19.533,21.476,45.27,49.78,500.5,1799
E. sideroxylon,Elv,640,554,22.7,0.128,313,3.32,2.65,3,0.5,30.64,32.29,30.12,640.73,625.85,19.538,21.485,45.28,49.8,500.4,1799
E. sideroxylon,Elv,640,554,22.7,0.128,313,3.32,2.66,3,0.5,30.63,32.3,30.12,640.69,625.82,19.54,21.489,45.29,49.81,500.5,1799
E. sideroxylon,Elv,640,554,24.2,0.108,788,2.09,1.97,2.9,0.5,26.89,29.38,26.02,1199.95,1184.51,19.734,20.92,56.83,60.24,500.4,1799
E. sideroxylon,Elv,640,554,24.2,0.108,786,2.09,1.97,2.9,0.5,26.89,29.39,26.02,1199.96,1184.49,19.736,20.921,56.83,60.24,500.4,1799
E. sideroxylon,Elv,640,554,24.4,0.109,784,2.09,1.97,2.9,0.5,26.89,29.38,26.02,1200.1,1184.49,19.733,20.921,56.81,60.23,500.4,1799
E. sideroxylon,Elv,640,554,24.3,0.109,787,2.1,1.97,2.9,0.5,26.89,29.38,26.02,1200.06,1184.54,19.734,20.923,56.81,60.23,500.4,1799
E. sideroxylon,Elv,640,554,24.4,0.109,785,2.1,1.97,2.9,0.5,26.89,29.39,26.03,1200.08,1184.51,19.735,20.925,56.81,60.24,500.4,1799
E. sideroxylon,Elv,640,554,24.3,0.109,787,2.1,1.97,2.9,0.5,26.89,29.39,26.03,1200.01,1184.49,19.735,20.926,56.81,60.24,500.4,1799
E. sideroxylon,Elv,640,554,24.3,0.109,787,2.11,1.97,2.9,0.5,26.89,29.4,26.02,1200.02,1184.47,19.733,20.928,56.8,60.24,500.4,1798
E. sideroxylon,Elv,640,554,24.5,0.109,785,2.11,1.97,2.9,0.5,26.89,29.39,26.02,1200.06,1184.42,19.733,20.928,56.8,60.24,500.4,1798
E. sideroxylon,Elv,640,554,24.5,0.109,785,2.12,1.98,2.9,0.5,26.9,29.42,26.02,1200.13,1184.45,19.734,20.934,56.78,60.23,500.4,1800
E. sideroxylon,Elv,640,554,24.5,0.11,787,2.12,1.98,2.9,0.5,26.9,29.42,26.02,1200.08,1184.42,19.732,20.936,56.76,60.23,500.4,1800
E. sideroxylon,Elv,640,558,24.8,0.234,424,3.95,1.79,3.8,0.5,30.07,30.56,30.12,639.2,618.53,22.585,25.508,54.12,61.13,500.4,1799
E. sideroxylon,Elv,640,558,24.8,0.234,424,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.24,618.56,22.586,25.512,54.12,61.14,500.4,1799
E. sideroxylon,Elv,640,558,24.6,0.234,426,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.18,618.66,22.589,25.514,54.13,61.14,500.4,1799
E. sideroxylon,Elv,640,558,24.5,0.234,426,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.15,618.7,22.593,25.517,54.14,61.15,500.5,1799
E. sideroxylon,Elv,640,558,24.5,0.234,426,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.13,618.68,22.593,25.517,54.14,61.15,500.5,1799
E. sideroxylon,Elv,640,558,24.5,0.234,426,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.09,618.64,22.594,25.518,54.14,61.14,500.5,1799
E. sideroxylon,Elv,640,558,24.5,0.234,426,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.09,618.65,22.604,25.526,54.16,61.16,500.4,1799
E. sideroxylon,Elv,640,558,24.4,0.234,427,3.95,1.79,3.8,0.5,30.07,30.57,30.12,639.07,618.66,22.605,25.529,54.16,61.16,500.4,1799
E. sideroxylon,Elv,640,558,24.6,0.234,426,3.95,1.79,3.8,0.5,30.07,30.58,30.12,639.15,618.65,22.611,25.532,54.17,61.17,500.4,1799
E. sideroxylon,Elv,640,558,24.5,0.234,426,3.95,1.79,3.8,0.5,30.07,30.58,30.13,639.11,618.61,22.614,25.536,54.18,61.18,500.4,1799
E. sideroxylon,Elv,640,558,24,0.129,847,1.82,1.46,3.8,0.5,26.54,28.71,26.03,1199.36,1179.48,23.051,24.397,67.79,71.75,500.4,1799
E. sideroxylon,Elv,640,558,24,0.129,847,1.82,1.45,3.8,0.5,26.54,28.71,26.03,1199.33,1179.45,23.052,24.398,67.79,71.75,500.4,1799
E. sideroxylon,Elv,640,558,23.9,0.129,849,1.82,1.46,3.8,0.5,26.54,28.71,26.02,1199.25,1179.5,23.054,24.401,67.8,71.76,500.5,1799
E. sideroxylon,Elv,640,558,24.1,0.128,846,1.81,1.46,3.8,0.5,26.54,28.72,26.02,1199.34,1179.45,23.056,24.4,67.8,71.76,500.4,1799
E. sideroxylon,Elv,640,558,24,0.128,846,1.81,1.46,3.8,0.5,26.54,28.72,26.02,1199.32,1179.46,23.057,24.4,67.81,71.76,500.4,1799
E. sideroxylon,Elv,640,558,24,0.128,846,1.81,1.46,3.8,0.5,26.54,28.72,26.03,1199.35,1179.47,23.058,24.401,67.81,71.76,500.4,1799
E. sideroxylon,Elv,640,558,23.8,0.128,850,1.82,1.46,3.8,0.5,26.54,28.72,26.03,1199.25,1179.55,23.061,24.407,67.82,71.78,500.4,1799
E. sideroxylon,Elv,640,558,24,0.129,847,1.82,1.45,3.8,0.5,26.55,28.71,26.03,1199.29,1179.42,23.064,24.41,67.82,71.78,500.5,1799
E. sideroxylon,Elv,640,558,24.3,0.128,844,1.81,1.45,3.8,0.5,26.55,28.7,26.03,1199.42,1179.39,23.067,24.409,67.83,71.78,500.5,1799
E. sideroxylon,Elv,640,558,24.3,0.128,841,1.8,1.45,3.8,0.5,26.54,28.72,26.03,1199.43,1179.37,23.075,24.41,67.86,71.79,500.4,1799
E. sideroxylon,Elv,640,561,24.1,0.185,392,3.67,2.04,2.7,0.5,30.72,32.65,30.11,640.37,626.09,26.596,28.521,61.2,65.63,499.5,1802
E. sideroxylon,Elv,640,561,24.2,0.185,392,3.67,2.04,2.7,0.5,30.72,32.64,30.11,640.38,626.07,26.594,28.519,61.2,65.63,499.5,1801
E. sideroxylon,Elv,640,561,24.2,0.185,391,3.66,2.04,2.7,0.5,30.72,32.65,30.11,640.38,626.05,26.593,28.514,61.2,65.62,499.5,1801
E. sideroxylon,Elv,640,561,24.2,0.185,391,3.66,2.04,2.7,0.5,30.72,32.64,30.11,640.39,626.08,26.592,28.511,61.2,65.62,499.5,1800
E. sideroxylon,Elv,640,561,24.3,0.185,390,3.65,2.04,2.7,0.5,30.72,32.63,30.11,640.42,626.06,26.59,28.507,61.21,65.62,499.5,1800
E. sideroxylon,Elv,640,561,24.2,0.185,391,3.65,2.03,2.7,0.5,30.72,32.62,30.1,640.42,626.1,26.587,28.504,61.2,65.61,499.5,1800
E. sideroxylon,Elv,640,561,24.3,0.185,391,3.65,2.03,2.7,0.5,30.71,32.62,30.11,640.42,626.08,26.586,28.501,61.21,65.61,499.5,1801
E. sideroxylon,Elv,640,561,24.2,0.185,391,3.65,2.03,2.7,0.5,30.71,32.62,30.1,640.41,626.07,26.584,28.499,61.21,65.62,499.5,1801
E. sideroxylon,Elv,640,561,24.2,0.185,391,3.64,2.03,2.7,0.5,30.71,32.61,30.1,640.38,626.06,26.583,28.497,61.21,65.62,499.4,1801
E. sideroxylon,Elv,640,561,24.2,0.185,391,3.63,2.03,2.7,0.5,30.71,32.59,30.1,640.35,626.05,26.582,28.49,61.22,65.61,499.5,1801
E. sideroxylon,Elv,640,561,27.2,0.139,830,2.57,1.89,2.7,0.5,27.23,30.78,26.02,1199.38,1183.06,23.794,25.148,66.96,70.76,499.4,1799
E. sideroxylon,Elv,640,561,27.1,0.139,830,2.57,1.89,2.7,0.5,27.23,30.79,26.02,1199.35,1183.04,23.794,25.147,66.95,70.76,499.4,1799
E. sideroxylon,Elv,640,561,26.8,0.139,833,2.57,1.89,2.7,0.5,27.24,30.8,26.02,1199.25,1183.09,23.795,25.149,66.95,70.76,499.4,1799
E. sideroxylon,Elv,640,561,27.1,0.139,831,2.57,1.9,2.7,0.5,27.24,30.81,26.01,1199.32,1183.05,23.794,25.15,66.95,70.76,499.5,1799
E. sideroxylon,Elv,640,561,27.1,0.139,830,2.57,1.89,2.7,0.5,27.23,30.8,26.01,1199.31,1183,23.795,25.15,66.95,70.77,499.5,1799
E. sideroxylon,Elv,640,561,27.1,0.139,831,2.58,1.89,2.7,0.5,27.23,30.8,26.01,1199.31,1183.01,23.794,25.152,66.95,70.77,499.4,1799
E. sideroxylon,Elv,640,561,27.1,0.139,831,2.58,1.89,2.7,0.5,27.23,30.8,26.01,1199.22,1182.94,23.794,25.153,66.95,70.77,499.5,1799
E. sideroxylon,Elv,640,561,27.1,0.139,831,2.57,1.89,2.7,0.5,27.23,30.79,26.02,1199.23,1182.92,23.795,25.151,66.95,70.77,499.5,1799
E. sideroxylon,Elv,640,561,27,0.14,833,2.58,1.89,2.7,0.5,27.23,30.78,26.02,1199.25,1183,23.795,25.153,66.95,70.77,499.5,1799
E. sideroxylon,Elv,640,561,26.8,0.139,834,2.57,1.89,2.7,0.5,27.23,30.8,26.01,1199.23,1183.1,23.797,25.153,66.96,70.77,499.5,1799
E. sideroxylon,Elv,640,597,28.1,0.196,368,3.59,1.89,3,0.5,30.62,32.1,30.12,640.65,622.41,26.407,28.501,61.1,65.94,499.5,1800
E. sideroxylon,Elv,640,597,28.3,0.196,366,3.59,1.89,3,0.5,30.62,32.1,30.12,640.7,622.36,26.409,28.502,61.1,65.95,499.5,1800
E. sideroxylon,Elv,640,597,28.4,0.196,366,3.59,1.89,3,0.5,30.62,32.11,30.12,640.74,622.37,26.41,28.504,61.1,65.95,499.5,1800
E. sideroxylon,Elv,640,597,28.3,0.196,367,3.59,1.89,3,0.5,30.62,32.11,30.12,640.78,622.45,26.413,28.509,61.11,65.96,499.5,1800
E. sideroxylon,Elv,640,597,28.2,0.197,368,3.6,1.89,3,0.5,30.62,32.1,30.12,640.75,622.47,26.416,28.515,61.12,65.97,499.5,1800
E. sideroxylon,Elv,640,597,28.2,0.197,368,3.6,1.89,3,0.5,30.62,32.1,30.12,640.75,622.47,26.419,28.518,61.12,65.98,499.5,1800
E. sideroxylon,Elv,640,597,28.3,0.197,367,3.6,1.89,3,0.5,30.62,32.11,30.12,640.73,622.4,26.422,28.521,61.13,65.98,499.5,1800
E. sideroxylon,Elv,640,597,28.1,0.197,368,3.6,1.89,3,0.5,30.62,32.11,30.12,640.68,622.43,26.425,28.523,61.13,65.99,499.5,1800
E. sideroxylon,Elv,640,597,28.1,0.197,368,3.6,1.89,3,0.5,30.62,32.12,30.12,640.69,622.45,26.424,28.523,61.13,65.98,499.5,1800
E. sideroxylon,Elv,640,597,28.2,0.196,367,3.6,1.89,3,0.5,30.63,32.12,30.12,640.68,622.42,26.429,28.527,61.13,65.98,499.5,1800
E. sideroxylon,Elv,640,597,29.7,0.156,839,2.39,1.57,3,0.5,26.87,29.5,26.02,1199.09,1179.59,23.772,25.17,68.31,72.32,499.4,1800
E. sideroxylon,Elv,640,597,29.7,0.157,840,2.39,1.57,3,0.5,26.88,29.5,26.02,1199.1,1179.57,23.77,25.169,68.29,72.32,499.5,1799
E. sideroxylon,Elv,640,597,29.8,0.157,839,2.39,1.57,3,0.5,26.88,29.5,26.02,1199.12,1179.53,23.766,25.166,68.28,72.3,499.5,1799
E. sideroxylon,Elv,640,597,29.8,0.157,839,2.4,1.57,3,0.5,26.88,29.51,26.02,1199.18,1179.56,23.752,25.158,68.23,72.27,499.4,1799
E. sideroxylon,Elv,640,597,29.7,0.157,840,2.41,1.57,3,0.5,26.88,29.51,26.02,1199.14,1179.57,23.747,25.156,68.22,72.27,499.5,1799
E. sideroxylon,Elv,640,597,29.9,0.157,839,2.41,1.57,3,0.5,26.88,29.51,26.02,1199.21,1179.55,23.744,25.153,68.21,72.26,499.5,1799
